player,player_id,team,team_id,data_country,data_season,minutesPlayed,appearances,matchesStarted,rating,goals,assists,goalsAssistsSum,expectedGoals,expectedAssists,accurateChippedPasses,accurateCrosses,accurateCrossesPercentage,accurateFinalThirdPasses,accurateLongBalls,accurateLongBallsPercentage,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePasses,accuratePassesPercentage,aerialDuelsWon,aerialDuelsWonPercentage,aerialLost,attemptPenaltyMiss,attemptPenaltyPost,attemptPenaltyTarget,ballRecovery,bigChancesCreated,bigChancesMissed,blockedShots,cleanSheet,clearances,countRating,crossesNotClaimed,directRedCards,dispossessed,dribbledPast,duelLost,errorLeadToGoal,errorLeadToShot,fouls,freeKickGoal,goalConversionPercentage,goalKicks,goalsConceded,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,goalsFromInsideTheBox,goalsFromOutsideTheBox,goalsPrevented,groundDuelsWon,groundDuelsWonPercentage,headedGoals,highClaims,hitWoodwork,inaccuratePasses,interceptions,keyPasses,leftFootGoals,offsides,outfielderBlocks,ownGoals,passToAssist,penaltiesTaken,penaltyConceded,penaltyConversion,penaltyFaced,penaltyGoals,penaltySave,penaltyWon,possessionLost,possessionWonAttThird,punches,redCards,rightFootGoals,runsOut,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,saves,savesCaught,savesParried,scoringFrequency,setPieceConversion,shotFromSetPiece,shotsFromInsideTheBox,shotsFromOutsideTheBox,shotsOffTarget,shotsOnTarget,successfulDribbles,successfulDribblesPercentage,successfulRunsOut,tackles,tacklesWon,tacklesWonPercentage,totalAttemptAssist,totalChippedPasses,totalContest,totalCross,totalDuelsWon,totalDuelsWonPercentage,totalLongBalls,totalOppositionHalfPasses,totalOwnHalfPasses,totalPasses,totalRating,totalShots,totwAppearances,touches,wasFouled,yellowCards,yellowRedCards
Marek Hamšík,25985,Trabzonspor,3051,turkey,2122,2108,26,24,7.37,2,3,5,,,121,26,30.23,403,130,69.15,843,686,1503,87.03,20,66.67,10,0,0,0,,5,1,7,6,18,26,0,0,14,23,74,0,0,19,0,6.45,,19,15,4,2,0,,53,45.3,0,0,0,224,22,56,1,0,,0,1,0,0,0.0,0,0,0,0,342,11,0,0,1,0,0,0,0,0,0,1054.0,0.0,1,13,18,11,13,15,57.69,0,29,16,55.17,55,187,26,86,73,49.66,188,1085,728,1727,191.5,31,6,2083,9,4,0
Kerem Kalafat,902037,Beşiktaş JK,3050,turkey,2122,156,2,2,7.35,0,1,1,,,1,5,62.5,14,3,33.33,32,24,51,79.69,4,66.67,2,0,0,0,,1,0,0,1,4,2,0,0,0,3,8,0,0,3,0,0.0,,0,0,0,0,0,,8,57.14,0,0,0,13,3,3,0,0,,0,0,0,0,0.0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,5,1,20.0,3,4,0,8,12,60.0,9,45,27,64,14.7,0,0,116,3,0,0
Mario Balotelli,25530,Adana Demirspor,3101,turkey,2122,2100,31,25,7.34,18,4,22,,,34,3,15.0,172,42,51.22,240,116,353,70.74,36,45.57,43,0,0,0,,8,7,34,3,27,31,0,1,31,4,130,0,0,44,2,13.74,,29,25,4,14,4,,104,54.45,2,0,3,146,3,32,1,19,,0,0,4,0,100.0,0,4,0,0,289,10,0,1,15,0,0,0,0,0,0,116.67,12.5,16,58,73,42,55,26,61.9,0,15,5,33.33,32,73,42,20,140,51.85,82,385,134,499,227.4,131,3,954,65,10,0
Fayçal Fajr,143786,Sivasspor,3076,turkey,2122,2332,29,27,7.29,5,4,9,,,184,45,31.69,381,216,67.92,793,562,1310,84.84,11,42.31,15,0,0,0,,6,0,8,2,13,29,0,0,14,33,85,0,0,22,1,15.15,,32,30,2,3,2,,81,53.64,0,0,1,234,21,63,0,1,,0,0,2,1,100.0,0,2,0,0,404,10,0,0,5,0,0,0,0,0,0,466.4,16.67,6,9,24,11,14,18,81.82,0,32,12,37.5,63,280,22,142,92,51.98,318,1067,619,1544,211.5,33,4,1968,31,4,0
Guilherme Haubert Sityá,224112,Konyaspor,3085,turkey,2122,3417,38,38,7.29,4,5,9,,,76,75,31.91,299,80,40.4,661,635,1221,78.42,41,48.81,43,0,0,0,,13,0,8,13,74,38,0,0,12,26,130,0,0,34,1,15.38,,44,39,5,3,1,,122,58.37,0,0,0,336,56,89,4,2,,0,0,3,0,100.0,0,3,0,0,660,5,0,0,0,0,0,0,0,0,0,854.25,33.33,3,10,16,11,7,23,58.97,0,79,43,54.43,89,169,39,235,163,55.63,198,1032,760,1557,277.0,26,3,2652,21,2,0
Arda Güler,1091116,Fenerbahçe,3052,turkey,2122,299,12,2,7.27,3,3,6,,,12,7,50.0,57,14,82.35,101,73,167,90.76,2,66.67,1,0,0,0,,3,0,0,0,4,10,0,0,7,6,24,0,0,4,0,33.33,,1,1,0,2,1,,34,59.65,0,0,0,17,4,10,3,2,,0,0,1,0,100.0,0,1,0,0,47,3,0,0,0,0,0,0,0,0,0,99.67,0.0,0,5,4,3,6,11,64.71,0,12,8,66.67,10,15,17,14,36,60.0,17,118,80,184,72.7,9,1,283,11,0,0
Emre Akbaba,343527,Alanyaspor,6362,turkey,2122,2273,32,25,7.27,10,4,14,,,36,29,25.22,267,32,57.14,509,393,873,83.94,11,28.95,27,0,0,0,,9,7,17,4,5,32,0,0,32,22,137,0,0,30,0,14.49,,34,30,4,10,0,,127,53.59,1,0,3,167,13,43,6,6,,0,0,0,0,0.0,0,0,0,0,369,26,0,0,3,0,0,0,0,0,0,227.3,0.0,2,42,27,25,27,40,60.61,0,60,35,58.33,43,68,66,115,138,50.18,56,714,441,1040,232.6,69,4,1553,28,4,0
Anastasios Bakasetas,114076,Trabzonspor,3051,turkey,2122,2281,34,26,7.24,8,4,12,,,44,29,23.58,367,61,64.21,750,449,1170,87.18,21,51.22,20,0,0,2,,7,3,27,1,12,33,0,0,28,17,118,0,0,39,1,9.76,,27,24,3,5,3,,111,53.11,1,0,4,172,15,48,7,2,,0,0,5,0,60.0,0,3,0,0,362,17,0,0,0,0,0,0,0,0,0,285.13,11.11,9,29,53,25,30,34,68.0,0,30,14,46.67,48,83,50,123,132,52.8,95,982,483,1342,238.8,82,3,1859,47,5,0
Valentin Eysseric,139798,Kasımpaşa,6063,turkey,2122,2115,29,25,7.21,5,7,12,,,90,33,26.4,293,89,60.14,561,323,851,79.38,14,30.43,32,0,0,0,,11,4,11,1,7,29,0,1,23,27,146,0,0,36,3,11.36,,34,26,8,2,3,,112,49.56,0,0,2,221,22,55,1,5,,0,1,0,0,0.0,0,0,0,1,421,17,0,2,4,0,0,0,0,0,0,423.0,42.86,7,21,23,18,15,28,49.12,0,37,21,56.76,54,155,57,125,126,46.32,148,828,369,1072,209.2,44,5,1566,47,8,1
Lucas Biglia,17799,Fatih Karagümrük,4954,turkey,2122,2799,33,33,7.21,1,4,5,,,88,9,20.0,291,103,70.55,816,1191,1998,90.98,33,51.56,31,0,0,0,,5,0,4,10,36,33,0,0,19,47,156,2,0,47,1,6.25,,41,36,5,0,1,,174,58.19,0,0,0,198,43,32,0,0,,0,0,0,1,0.0,0,0,0,0,306,10,0,1,1,0,0,0,0,0,0,2799.0,12.5,8,1,15,8,4,27,69.23,0,100,54,54.0,32,137,39,45,207,57.02,146,971,1270,2196,237.9,16,1,2697,47,7,1
Amir Hadžiahmetović,795421,Konyaspor,3085,turkey,2122,3237,36,36,7.2,2,4,6,,,140,14,31.11,351,177,58.42,910,1176,2072,87.32,36,58.06,26,0,0,0,,6,0,12,12,31,36,0,0,32,52,167,0,2,34,0,5.71,,39,37,2,1,1,,172,54.95,0,0,1,301,73,37,0,0,,1,0,0,0,0.0,0,0,0,1,439,11,0,0,2,0,0,0,0,0,0,1618.5,0.0,2,9,26,14,9,58,69.88,0,76,43,56.58,37,274,83,45,208,55.47,303,1175,1243,2373,259.2,35,3,2944,39,5,0
Caner Erkin,15680,Fatih Karagümrük,4954,turkey,2122,2339,29,27,7.2,1,4,5,,,117,43,19.72,244,117,56.52,547,517,1021,79.27,21,55.26,17,0,0,0,,13,0,3,7,55,29,0,1,4,23,67,0,0,18,0,6.25,,27,24,3,0,1,,52,50.98,0,0,0,267,51,45,1,2,,0,0,0,1,0.0,0,0,0,0,524,9,0,1,0,0,0,0,0,0,0,2339.0,0.0,8,1,15,7,6,10,58.82,0,28,20,71.43,45,211,17,218,73,52.14,207,897,609,1288,208.8,16,5,1974,14,5,0
Arda Kurtulan,1063395,Fenerbahçe,3052,turkey,2122,8,1,0,7.2,0,0,0,,,0,0,0.0,1,0,0.0,2,0,2,50.0,0,0.0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,,0,0,0,0,0,,5,100.0,0,0,0,2,1,1,0,0,,0,0,0,0,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,3,100.0,0,1,1,100.0,1,0,3,0,5,100.0,0,4,0,4,7.2,0,0,13,1,0,0
Vedat Karakuş,847353,Adana Demirspor,3101,turkey,2122,90,1,1,7.2,0,0,0,,,4,0,0.0,0,3,60.0,0,29,29,93.55,0,0.0,0,0,0,0,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,,0,0,0,0,0,,0,0.0,0,1,0,2,0,0,0,0,,0,0,0,0,0.0,0,0,0,0,2,0,0,0,0,1,1,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0.0,1,0,0,0.0,0,4,0,0,0,0.0,5,0,31,31,7.2,0,0,38,0,0,0
Efe Tecimer,1214450,Çaykur Rizespor,3064,turkey,2122,33,3,0,7.2,0,0,0,,,0,0,0.0,3,0,0.0,7,5,12,80.0,0,0.0,0,0,0,0,,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0.0,,0,0,0,0,0,,6,85.71,0,0,0,3,0,0,0,0,,0,0,0,0,0.0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,3,100.0,0,3,2,66.67,0,0,3,0,6,85.71,0,9,6,15,7.2,0,0,29,0,0,0
Youssouf Ndayishimiye,985934,Başakşehir FK,3086,turkey,2122,2287,27,26,7.19,1,3,4,,,37,1,20.0,186,89,58.17,618,1247,1864,90.71,51,54.26,43,0,0,0,,5,1,5,8,83,27,0,0,6,7,71,0,0,15,0,4.55,,23,21,2,1,0,,56,66.67,0,0,0,191,15,12,0,0,,0,0,0,0,0.0,0,0,0,0,216,2,0,0,1,0,0,0,0,0,0,2287.0,0.0,0,19,3,10,7,17,94.44,0,23,14,60.87,12,97,18,5,107,60.11,153,749,1311,2055,194.1,22,1,2333,17,4,0
Umut Bozok,869839,Kasımpaşa,6063,turkey,2122,2542,38,27,7.19,20,7,27,,,18,0,0.0,204,37,86.05,318,217,535,80.57,19,24.36,59,0,0,1,,9,9,13,3,9,37,0,0,60,20,177,0,0,26,0,24.69,,44,33,11,17,3,,123,51.04,1,0,3,129,9,41,2,15,,0,0,6,0,83.33,0,5,0,2,294,22,0,0,17,0,0,0,0,0,0,127.1,0.0,0,68,13,27,41,23,58.97,0,25,14,56.0,41,25,39,4,142,44.51,43,437,231,664,265.9,81,5,1112,75,3,0
Bernard Mensah,546220,Kayserispor,3072,turkey,2122,477,6,6,7.18,2,3,5,,,6,3,25.0,55,10,71.43,108,55,160,80.4,4,25.0,12,0,0,0,,1,0,4,0,0,6,0,0,12,7,52,0,0,13,0,18.18,,4,4,0,1,1,,37,48.05,0,0,0,39,3,7,1,0,,0,0,0,0,0.0,0,0,0,0,90,2,0,0,1,0,0,0,0,0,0,238.5,0.0,1,2,9,3,4,13,59.09,0,7,4,57.14,7,10,22,12,41,44.09,14,148,63,199,43.1,11,0,322,17,1,0
Ahmet Çalık,135680,Konyaspor,3085,turkey,2122,1611,18,18,7.18,0,0,0,,,37,0,0.0,50,68,52.31,223,678,901,85.97,45,66.18,23,0,0,0,,0,0,2,7,88,18,0,1,1,4,55,1,0,28,0,0.0,,13,12,1,0,0,,40,55.56,0,0,0,147,36,2,0,1,,0,0,0,1,0.0,0,0,0,0,161,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,6,1,4,1,1,33.33,0,31,16,51.61,2,86,3,2,85,60.71,130,330,720,1048,129.2,7,2,1293,9,5,0
Arijanet Murić,888971,Adana Demirspor,3101,turkey,2122,2779,31,31,7.17,0,0,0,,,88,0,0.0,13,196,50.0,77,660,737,78.15,12,92.31,1,0,0,0,,0,0,0,8,22,31,1,0,0,3,4,1,2,0,0,0.0,,38,36,2,0,0,,6,66.67,0,44,0,206,2,1,0,0,,0,0,0,0,0.0,7,0,1,0,214,0,5,0,0,20,77,41,122,1,18,0.0,0.0,0,0,0,0,0,0,0.0,18,1,1,100.0,1,155,0,0,18,81.82,392,228,715,943,222.4,0,4,1397,5,3,0
Mortadha Ben Ouanes,919225,Kasımpaşa,6063,turkey,2122,1522,23,18,7.17,3,6,9,,,20,10,20.83,158,21,42.0,277,217,484,77.19,30,54.55,25,0,0,0,,6,5,2,2,29,22,0,0,13,18,92,0,1,26,0,12.5,,18,13,5,2,1,,78,53.79,0,0,3,143,30,33,1,3,,0,0,0,0,0.0,0,0,0,1,249,7,0,0,2,0,0,0,0,0,0,507.33,0.0,0,20,4,11,11,16,57.14,0,38,24,63.16,33,47,28,48,108,54.0,50,419,256,627,157.7,24,2,1014,24,4,0
Mert Hakan Yandaş,856849,Fenerbahçe,3052,turkey,2122,1426,24,16,7.15,0,9,9,,,70,22,26.19,342,70,74.47,591,229,798,86.08,9,39.13,14,0,0,0,,9,1,6,2,10,24,0,0,19,33,94,0,0,24,0,0.0,,12,10,2,0,0,,77,49.04,0,0,0,129,15,39,0,3,,0,1,0,1,0.0,0,0,0,0,248,17,0,0,0,0,0,0,0,0,0,0.0,0.0,0,9,16,8,11,16,72.73,0,32,14,43.75,38,102,22,84,86,47.78,94,756,255,927,171.7,25,3,1251,29,9,0
Miguel Crespo,972410,Fenerbahçe,3052,turkey,2122,1672,23,19,7.15,1,1,2,,,25,4,23.53,159,38,59.38,373,365,734,84.46,17,51.52,16,0,0,0,,3,1,5,3,28,23,0,0,18,43,130,0,0,46,0,7.69,,19,14,5,1,0,,157,57.93,0,0,0,135,38,20,0,1,,0,0,0,0,0.0,0,0,0,1,219,12,0,0,1,0,0,0,0,0,0,1672.0,0.0,0,5,8,4,4,31,70.45,0,79,45,56.96,20,46,44,17,174,57.24,64,473,413,869,164.4,13,4,1281,48,5,0
Matías Vargas,796723,Adana Demirspor,3101,turkey,2122,2517,36,30,7.14,5,13,18,,,44,67,36.41,256,38,47.5,506,166,605,74.51,7,35.0,13,0,0,0,,14,4,11,3,4,36,0,0,60,54,202,0,1,40,2,9.09,,33,29,4,2,3,,142,42.9,0,0,2,207,18,98,0,8,,0,1,0,0,0.0,0,0,0,0,519,19,0,0,5,0,0,0,0,0,0,503.4,33.33,6,26,29,27,17,66,63.46,0,32,16,50.0,97,112,104,184,149,42.45,80,801,195,812,257.2,55,4,1518,45,1,0
Mahmoud Trézéguet,295361,Başakşehir FK,3086,turkey,2122,1043,13,13,7.14,6,3,9,,,21,6,35.29,137,18,72.0,213,69,276,83.64,3,30.0,7,0,0,0,,2,6,9,1,11,13,0,0,13,15,74,0,0,17,0,15.79,,9,9,0,6,0,,43,39.09,0,0,1,54,19,21,2,2,,0,0,0,0,0.0,0,0,0,1,157,12,0,0,4,0,0,0,0,0,0,173.83,0.0,0,32,6,14,15,19,43.18,0,12,7,58.33,21,32,44,17,46,38.33,25,266,81,330,92.8,38,1,595,12,1,0
Miralem Pjanić,27678,Beşiktaş JK,3050,turkey,2122,1398,20,16,7.14,0,2,2,,,65,30,37.97,280,70,67.31,663,439,1072,86.24,6,25.0,18,0,0,0,,5,2,10,1,5,20,0,0,17,29,79,0,0,14,0,0.0,,19,16,3,0,0,,52,46.02,0,0,3,171,28,41,0,0,,0,1,0,0,0.0,0,0,0,0,272,11,0,1,0,0,0,0,0,0,0,0.0,0.0,6,2,20,8,4,11,84.62,0,22,8,36.36,40,119,13,79,58,42.34,104,847,475,1243,142.7,22,2,1525,19,3,1
Uğurcan Çakır,754330,Trabzonspor,3051,turkey,2122,3229,36,36,7.13,0,0,0,,,86,0,0.0,108,321,47.63,251,342,593,62.36,11,100.0,0,0,0,0,,0,0,0,10,25,36,1,0,0,0,0,2,1,1,0,0.0,,33,29,4,0,0,,5,100.0,0,21,0,358,0,1,0,0,,0,0,0,0,0.0,8,0,3,0,368,0,13,1,0,5,74,49,124,2,30,0.0,0.0,0,0,0,0,0,2,100.0,5,0,0,0.0,1,157,2,0,16,100.0,674,564,387,951,256.7,0,0,1285,3,5,1
Abdülkerim Bardakcı,178963,Konyaspor,3085,turkey,2122,2969,33,33,7.12,5,3,8,,,77,2,33.33,159,113,55.39,428,1066,1492,86.44,80,64.0,45,0,0,0,,0,4,2,12,116,33,0,0,12,21,129,2,1,42,0,13.16,,37,32,5,5,0,,106,55.79,4,0,0,234,56,11,1,5,,0,1,0,0,0.0,0,0,0,0,313,1,0,0,0,0,0,0,0,0,0,593.8,0.0,0,34,4,23,13,36,75.0,0,46,35,76.09,10,158,48,6,186,59.05,204,575,1157,1726,235.1,38,3,2229,24,10,0
Dorukhan Toköz,796133,Trabzonspor,3051,turkey,2122,2125,29,23,7.12,2,2,4,,,22,1,10.0,180,35,56.45,362,365,726,84.32,35,67.31,17,0,0,0,,0,0,2,2,52,29,0,0,11,26,98,0,0,35,0,11.11,,20,17,3,2,0,,144,64.0,1,0,3,135,49,11,0,3,,1,0,0,0,0.0,0,0,0,0,226,9,0,0,1,0,0,0,0,0,0,1062.5,0.0,0,13,5,12,4,18,62.07,0,91,61,67.03,11,46,29,10,179,64.62,62,449,422,861,206.4,18,2,1382,35,2,0
İrfan Can Kahveci,226986,Fenerbahçe,3052,turkey,2122,1640,24,21,7.12,4,6,10,,,45,30,29.41,305,36,69.23,477,162,609,80.98,6,21.43,22,0,1,0,,10,3,11,4,7,24,0,1,25,10,120,0,1,40,1,10.53,,14,11,3,2,2,,96,49.48,0,0,3,143,15,47,3,8,,0,0,1,0,0.0,0,0,0,1,324,25,0,1,1,0,0,0,0,0,0,410.0,11.11,9,11,27,9,18,41,60.29,0,24,14,58.33,47,81,68,102,102,45.95,52,666,188,752,170.8,38,3,1199,31,7,0
Tolga Ciğerci,120298,Başakşehir FK,3086,turkey,2122,2465,32,28,7.11,1,1,2,,,92,1,7.14,394,128,77.58,916,976,1891,90.05,18,41.86,25,0,0,0,,2,0,6,7,31,32,0,0,19,29,130,0,3,49,0,2.38,,26,24,2,1,0,,108,50.7,0,0,1,209,44,25,0,0,,0,1,0,0,0.0,0,0,0,0,302,6,0,0,1,0,0,0,0,0,0,2465.0,0.0,2,9,33,22,14,29,74.36,0,50,32,64.0,24,149,39,14,126,49.22,165,1079,1035,2100,227.5,42,0,2505,30,7,0
Samet Akaydın,863600,Adana Demirspor,3101,turkey,2122,2952,33,33,7.11,2,0,2,,,54,0,0.0,122,95,42.41,474,1030,1504,83.6,121,69.54,53,0,0,0,,0,2,4,9,148,33,0,0,16,14,130,1,2,44,0,6.67,,39,36,3,2,0,,96,55.49,1,0,1,295,52,8,1,0,,0,0,0,1,0.0,0,0,0,1,346,1,0,0,0,0,0,0,0,0,0,1476.0,0.0,0,27,3,19,7,14,73.68,0,60,40,66.67,8,160,19,1,217,62.54,224,659,1141,1799,234.6,30,4,2275,24,6,0
Rúben Ribeiro,44653,Hatayspor,3091,turkey,2122,2370,29,29,7.11,2,3,5,,,91,15,24.19,286,137,65.87,622,635,1242,84.78,20,48.78,21,0,0,0,,3,0,3,5,13,29,0,2,34,37,162,0,0,46,0,8.7,,37,32,5,1,1,,170,54.66,0,0,1,223,35,42,0,0,,0,2,0,0,0.0,0,0,0,0,406,17,0,2,2,0,0,0,0,0,0,1185.0,0.0,2,4,19,12,8,48,64.86,0,56,36,64.29,40,175,74,62,190,53.98,208,847,680,1465,206.1,23,3,2011,66,9,0
