player,player_id,team,team_id,data_country,data_season,minutesPlayed,appearances,matchesStarted,rating,goals,assists,goalsAssistsSum,expectedGoals,expectedAssists,accurateChippedPasses,accurateCrosses,accurateCrossesPercentage,accurateFinalThirdPasses,accurateLongBalls,accurateLongBallsPercentage,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePasses,accuratePassesPercentage,aerialDuelsWon,aerialDuelsWonPercentage,aerialLost,attemptPenaltyMiss,attemptPenaltyPost,attemptPenaltyTarget,ballRecovery,bigChancesCreated,bigChancesMissed,blockedShots,cleanSheet,clearances,countRating,crossesNotClaimed,directRedCards,dispossessed,dribbledPast,duelLost,errorLeadToGoal,errorLeadToShot,fouls,freeKickGoal,goalConversionPercentage,goalKicks,goalsConceded,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,goalsFromInsideTheBox,goalsFromOutsideTheBox,goalsPrevented,groundDuelsWon,groundDuelsWonPercentage,headedGoals,highClaims,hitWoodwork,inaccuratePasses,interceptions,keyPasses,leftFootGoals,offsides,outfielderBlocks,ownGoals,passToAssist,penaltiesTaken,penaltyConceded,penaltyConversion,penaltyFaced,penaltyGoals,penaltySave,penaltyWon,possessionLost,possessionWonAttThird,punches,redCards,rightFootGoals,runsOut,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,saves,savesCaught,savesParried,scoringFrequency,setPieceConversion,shotFromSetPiece,shotsFromInsideTheBox,shotsFromOutsideTheBox,shotsOffTarget,shotsOnTarget,successfulDribbles,successfulDribblesPercentage,successfulRunsOut,tackles,tacklesWon,tacklesWonPercentage,totalAttemptAssist,totalChippedPasses,totalContest,totalCross,totalDuelsWon,totalDuelsWonPercentage,totalLongBalls,totalOppositionHalfPasses,totalOwnHalfPasses,totalPasses,totalRating,totalShots,totwAppearances,touches,wasFouled,yellowCards,yellowRedCards
Georginio Rutter,946695,TSG Hoffenheim,2569,germany,2122,1602,33,13,6.9,8,2,10,,,11,4,20.0,109,13,68.42,157,39,192,65.08,40,44.94,49,0,0,0,,4,5,6,0,11,33,0,0,24,11,157,0,1,37,0,15.38,,36,34,2,8,0,,92,46.0,2,0,1,103,6,15,1,21,,0,0,0,0,0.0,0,0,0,0,268,18,0,0,5,0,0,0,0,0,0,200.25,0.0,0,43,9,24,22,37,47.44,0,18,13,72.22,15,22,78,20,132,45.67,19,262,53,295,227.8,52,1,717,37,2,0
Christian Günter,142231,SC Freiburg,2538,germany,2122,3060,34,34,6.9,2,9,11,,,56,65,30.66,262,43,30.5,518,349,802,70.6,11,33.33,22,0,0,0,,8,1,5,10,46,34,0,0,7,32,122,0,2,37,0,8.33,,46,40,6,0,2,,68,40.48,0,0,0,334,17,68,2,4,,0,0,0,0,0.0,0,0,0,1,601,13,0,0,0,0,0,0,0,0,0,1530.0,0.0,1,5,19,13,6,20,44.44,0,34,20,58.82,68,148,45,212,79,39.3,141,901,447,1136,234.7,24,2,1983,14,2,0
Lukas Kübler,142525,SC Freiburg,2538,germany,2122,2341,29,27,6.9,2,0,2,,,48,10,20.41,181,59,41.84,358,368,716,74.9,39,48.15,42,0,0,0,,0,2,3,4,66,29,0,0,6,21,101,0,0,24,0,15.38,,34,31,3,2,0,,92,60.93,0,0,0,240,44,14,0,3,,0,0,0,0,0.0,0,0,0,0,380,11,0,0,2,0,0,0,0,0,0,1170.5,0.0,0,11,2,4,6,10,55.56,0,62,35,56.45,14,109,18,49,131,56.47,141,555,450,956,200.1,13,1,1564,20,2,0
Tom Rothe,1210666,Borussia Dortmund,2673,germany,2122,99,2,1,6.9,1,0,1,,,0,0,0.0,5,1,50.0,16,16,32,80.0,0,0.0,0,0,0,0,,0,0,1,0,3,2,0,0,0,3,7,0,0,3,0,50.0,,2,2,0,1,0,,6,46.15,1,0,0,8,2,1,0,3,,0,0,0,0,0.0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,99.0,0.0,0,1,1,0,1,1,33.33,0,4,3,75.0,1,2,3,5,6,46.15,2,26,19,40,13.8,2,0,72,1,1,0
Josip Brekalo,357598,VfL Wolfsburg,2524,germany,2122,20,1,0,6.9,0,1,1,,,2,0,0.0,5,2,100.0,7,5,12,80.0,0,0.0,0,0,0,0,,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0.0,,0,0,0,0,0,,1,33.33,0,0,0,3,0,1,0,0,,0,0,0,0,0.0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,100.0,0,0,0,0.0,1,2,1,2,1,33.33,2,12,5,15,6.9,0,0,23,0,0,0
Christopher Lenz,168897,Eintracht Frankfurt,2674,germany,2122,667,15,6,6.9,0,1,1,,,15,10,23.26,70,19,44.19,166,142,298,76.21,14,51.85,13,0,0,0,,1,0,3,1,21,14,0,0,4,9,43,0,0,15,0,0.0,,8,7,1,0,0,,38,55.88,0,0,0,93,7,13,0,0,,0,0,0,0,0.0,0,0,0,0,166,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,5,3,0,4,50.0,0,29,15,51.72,13,40,8,43,52,54.74,43,260,174,391,96.6,6,1,642,5,6,0
Clinton Mola,972561,VfB Stuttgart,2677,germany,2122,113,3,1,6.9,0,0,0,,,3,0,0.0,6,4,57.14,27,78,105,88.98,5,55.56,4,0,0,0,,0,0,0,0,1,2,0,0,0,2,7,0,0,0,0,0.0,,4,3,1,0,0,,5,62.5,0,0,0,13,3,0,0,0,,0,0,0,0,0.0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,66.67,0,3,1,33.33,0,4,3,1,10,58.82,7,35,84,118,13.8,0,0,146,0,0,0
Robin Knoche,130433,1. FC Union Berlin,2547,germany,2122,2970,33,33,6.9,0,0,0,,,66,0,0.0,94,176,46.44,356,992,1348,78.65,63,52.94,56,0,0,0,,0,0,1,8,146,33,0,0,5,23,109,0,1,26,0,0.0,,43,37,6,0,0,,77,59.23,0,0,0,366,49,3,0,1,,0,0,0,0,0.0,0,0,0,0,396,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,10,0,6,3,14,93.33,0,50,24,48.0,3,151,15,0,140,56.22,379,595,1119,1714,227.7,10,1,2129,13,6,0
Niko Giesselmann,123915,1. FC Union Berlin,2547,germany,2122,2097,28,25,6.9,3,6,9,,,42,30,28.3,152,40,38.46,296,290,556,73.16,24,45.28,29,0,0,0,,3,6,5,5,27,26,0,0,9,23,97,0,1,23,0,11.11,,26,22,4,3,0,,61,47.29,1,0,1,204,18,29,2,1,,0,0,0,0,0.0,0,0,0,0,403,5,0,0,0,0,0,0,0,0,0,699.0,0.0,0,19,8,10,12,4,20.0,0,24,17,70.83,29,97,20,106,85,46.7,104,530,336,760,179.3,27,1,1374,33,3,0
Paul Jaeckel,856668,1. FC Union Berlin,2547,germany,2122,2045,24,22,6.9,0,0,0,,,49,0,0.0,76,93,46.5,230,667,897,79.52,48,48.0,52,0,0,0,,1,0,1,5,80,24,0,0,5,22,108,0,0,28,0,0.0,,29,26,3,0,0,,82,59.42,0,0,0,231,57,6,0,0,,0,0,0,1,0.0,0,0,0,0,267,4,0,0,0,0,0,0,0,0,0,0.0,0.0,0,2,1,2,0,19,90.48,0,51,29,56.86,6,115,21,4,130,54.62,200,380,752,1128,165.5,3,0,1478,13,5,0
Charles Aránguiz,18304,Bayer 04 Leverkusen,2681,germany,2122,1575,26,16,6.89,1,3,4,,,67,2,22.22,168,72,55.81,433,476,907,84.69,7,30.43,16,0,0,0,,0,1,2,3,18,26,0,0,8,30,80,0,0,26,0,10.0,,22,21,1,1,0,,65,50.39,1,0,0,164,33,17,0,0,,0,0,0,0,0.0,0,0,0,0,211,2,0,0,0,0,0,0,0,0,0,1575.0,0.0,0,3,7,5,3,7,77.78,0,45,25,55.56,17,107,9,9,72,47.37,129,548,532,1071,179.2,10,0,1330,13,2,0
Atakan Karazor,801030,VfB Stuttgart,2677,germany,2122,1905,24,23,6.89,0,1,1,,,35,1,33.33,150,37,48.68,370,460,829,82.08,57,63.33,33,0,0,0,,2,0,1,2,47,24,0,0,14,18,115,0,0,38,0,0.0,,35,31,4,0,0,,100,54.95,0,0,0,181,34,17,0,0,,0,0,0,0,0.0,0,0,0,0,238,12,0,1,0,0,0,0,0,0,0,0.0,0.0,0,5,4,6,2,13,48.15,0,48,24,50.0,17,72,27,3,157,57.72,76,469,544,1010,165.4,9,2,1362,39,7,1
Robin Zentner,174345,1. FSV Mainz 05,2556,germany,2122,2880,32,32,6.89,0,0,0,,,52,0,0.0,47,147,33.26,107,427,534,63.88,9,81.82,2,0,0,0,,0,0,0,10,36,32,0,0,0,0,3,1,0,1,0,0.0,,42,40,2,0,0,-3.22,4,80.0,0,25,0,302,2,0,0,0,,0,0,0,1,0.0,5,0,1,0,312,0,15,0,0,28,51,28,82,1,21,0.0,0.0,0,0,0,0,0,0,0.0,27,2,2,100.0,0,127,0,0,13,81.25,442,355,481,836,220.5,0,1,1175,2,1,0
Joakim Nilsson,228414,Arminia Bielefeld,2540,germany,2122,2738,31,31,6.89,2,0,2,,,55,0,0.0,78,78,43.33,226,744,970,80.36,80,55.94,63,0,0,0,,0,0,0,5,135,31,0,0,1,6,102,0,1,32,0,40.0,,45,39,6,2,0,,54,58.06,2,0,0,237,56,4,0,2,,0,0,0,0,0.0,0,0,0,0,256,1,0,0,0,0,0,0,0,0,0,1369.0,0.0,0,4,1,2,3,2,66.67,0,37,19,51.35,4,125,3,3,134,56.78,180,355,855,1207,213.6,5,1,1573,16,5,0
Hiroki Itō,873106,VfB Stuttgart,2677,germany,2122,2348,29,26,6.89,1,1,2,,,105,5,23.81,149,157,44.6,476,963,1434,81.85,40,51.95,37,0,0,0,,2,0,1,3,87,29,0,0,2,18,82,0,0,21,0,9.09,,45,39,6,1,0,,57,55.88,0,0,0,318,53,15,0,0,,1,0,0,0,0.0,0,0,0,0,371,1,0,0,1,0,0,0,0,0,0,2348.0,0.0,0,6,5,8,2,5,55.56,0,43,31,72.09,15,248,9,21,97,54.19,352,701,1072,1752,199.8,11,1,2137,9,2,0
Daniel Caligiuri,40253,FC Augsburg,2600,germany,2122,2020,28,24,6.89,4,2,6,,,42,26,23.85,161,35,44.87,311,192,477,71.51,30,53.57,26,0,0,0,,5,1,10,1,31,28,0,0,37,46,163,0,0,32,0,11.11,,38,31,7,4,0,,129,48.5,0,0,1,190,18,23,0,0,,0,0,3,0,100.0,0,3,0,1,436,15,0,0,4,0,0,0,0,0,0,505.0,0.0,4,13,23,13,13,40,62.5,0,46,30,65.22,23,91,64,109,159,49.38,78,537,239,667,192.9,36,1,1376,43,4,0
Lukas Klostermann,319853,RB Leipzig,36360,germany,2122,1648,23,17,6.89,0,1,1,,,36,0,0.0,108,46,52.27,304,596,900,86.21,23,67.65,11,0,0,0,,1,0,2,7,54,23,0,0,4,6,32,0,0,9,0,0.0,,19,17,2,0,0,,36,63.16,0,0,0,144,26,4,0,0,,0,0,0,0,0.0,0,0,0,0,173,5,0,0,0,0,0,0,0,0,0,0.0,0.0,0,4,2,3,1,3,60.0,0,29,16,55.17,4,73,5,3,59,64.84,88,398,649,1044,158.4,6,1,1283,4,1,0
Salih Özcan,795005,1. FC Köln,2671,germany,2122,2314,31,26,6.89,2,0,2,,,35,6,33.33,207,55,59.14,455,664,1113,84.06,54,55.67,43,0,0,0,,2,1,12,4,33,30,0,0,28,29,153,0,1,38,0,7.41,,36,31,5,2,0,,119,51.97,1,0,1,211,51,19,1,1,,0,0,0,0,0.0,0,0,0,0,301,14,0,0,0,0,0,0,0,0,0,1157.0,0.0,0,20,7,9,6,25,62.5,0,42,30,71.43,19,72,40,18,173,53.07,93,616,726,1324,206.6,27,1,1766,53,5,0
Benjamin Henrichs,319857,RB Leipzig,36360,germany,2122,1148,22,12,6.89,3,3,6,,,17,5,20.83,147,11,25.58,289,193,477,79.77,6,40.0,9,0,0,0,,3,0,2,2,14,22,0,0,13,10,50,0,0,13,0,20.0,,15,13,2,3,0,,54,56.84,0,0,0,121,19,14,1,1,,0,0,0,1,0.0,0,0,0,0,183,7,0,0,2,0,0,0,0,0,0,382.67,0.0,0,13,2,7,6,10,58.82,0,30,21,70.0,14,44,17,24,60,54.55,43,393,229,598,151.5,15,0,886,14,3,0
Waldemar Anton,799046,VfB Stuttgart,2677,germany,2122,2597,29,29,6.89,2,1,3,,,88,1,9.09,117,117,47.18,420,1092,1511,84.84,62,53.91,53,0,0,0,,3,1,5,4,113,29,0,1,13,13,112,0,1,29,0,8.33,,48,43,5,2,0,,73,55.3,1,0,0,270,32,7,0,1,,0,0,0,0,0.0,0,0,0,0,329,3,0,1,0,0,0,0,0,0,0,1298.5,0.0,0,19,5,13,6,17,77.27,0,40,26,65.0,7,184,22,11,135,54.66,248,592,1200,1781,199.7,24,1,2210,16,5,0
Paulo Otávio,552180,VfL Wolfsburg,2524,germany,2122,365,7,5,6.89,0,1,1,,,11,3,12.0,28,15,68.18,49,59,105,78.95,5,55.56,4,0,0,0,,1,1,1,0,5,7,0,0,2,7,19,0,0,3,0,0.0,,7,5,2,0,0,,23,60.53,0,0,0,28,4,3,0,1,,0,0,0,0,0.0,0,0,0,0,71,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0,3,1,3,0,5,62.5,0,14,10,71.43,3,17,8,25,28,59.57,22,89,69,133,48.2,4,0,276,4,0,0
Tuta,964191,Eintracht Frankfurt,2674,germany,2122,2185,26,26,6.88,4,0,4,,,54,1,20.0,109,82,36.61,293,770,1062,78.96,54,53.47,47,0,0,0,,0,0,2,3,66,26,0,0,7,21,112,0,1,37,0,26.67,,37,34,3,4,0,,74,53.24,1,0,0,283,41,4,1,1,,0,0,0,0,0.0,0,0,0,0,341,4,0,1,2,0,0,0,0,0,0,546.25,0.0,0,12,3,7,6,16,88.89,0,46,28,60.87,4,161,18,5,128,53.33,224,477,873,1345,179.0,15,2,1732,12,2,1
Sebastian Polter,39733,VfL Bochum 1848,2542,germany,2122,2258,32,26,6.88,10,1,11,,,4,1,14.29,114,6,35.29,182,77,258,53.86,108,52.68,97,0,0,1,,3,6,9,4,24,32,0,0,34,9,216,0,0,72,0,18.52,,32,30,2,9,1,,48,28.74,5,0,1,221,2,29,0,7,,0,0,2,1,50.0,0,1,0,2,346,17,0,0,5,0,0,0,0,0,0,225.8,0.0,0,48,6,24,21,4,28.57,0,9,3,33.33,29,13,14,7,156,41.94,17,383,103,479,220.3,54,1,807,35,2,0
Emil Forsberg,51785,RB Leipzig,36360,germany,2122,1713,31,20,6.88,6,2,8,,,13,12,31.58,229,12,48.0,449,171,608,84.33,9,33.33,18,0,0,0,,4,7,9,2,2,30,0,0,26,15,78,0,1,11,0,14.29,,16,14,2,5,1,,66,52.38,0,0,2,113,2,24,0,4,,0,0,4,0,100.0,0,4,0,0,233,4,0,0,6,0,0,0,0,0,0,285.5,0.0,2,30,12,17,16,23,74.19,0,21,12,57.14,24,27,31,38,75,49.02,25,573,186,721,206.5,42,2,1024,22,2,0
Koen Casteels,70987,VfL Wolfsburg,2524,germany,2122,2520,28,28,6.88,0,0,0,,,82,0,0.0,21,237,51.08,126,584,710,75.37,9,100.0,0,0,0,0,,0,0,0,10,20,28,0,0,0,1,1,2,0,0,0,0.0,,40,38,2,0,0,1.67,4,80.0,0,29,0,232,0,0,0,0,,0,0,0,0,0.0,6,0,2,0,237,0,11,0,0,7,53,25,78,0,12,0.0,0.0,0,0,0,0,0,2,100.0,6,0,0,0.0,0,134,2,0,13,92.86,464,305,637,942,192.7,0,0,1221,2,1,0
Rafael Borré,560116,Eintracht Frankfurt,2674,germany,2122,2390,31,28,6.88,8,4,12,,,23,2,10.0,181,14,63.64,315,168,481,72.33,46,26.74,126,0,0,0,,3,10,10,1,9,31,0,0,30,26,245,0,0,40,0,15.09,,40,36,4,8,0,,86,41.95,1,0,1,184,5,29,0,17,,0,0,0,0,0.0,0,0,0,0,362,23,0,0,7,0,0,0,0,0,0,298.75,0.0,0,42,11,19,24,29,51.79,0,31,22,70.97,29,41,56,20,132,35.01,22,488,197,665,213.3,53,2,1093,26,5,0
Cédric Brunner,330689,Arminia Bielefeld,2540,germany,2122,2187,27,26,6.88,0,1,1,,,41,17,24.29,129,40,31.75,254,331,568,70.91,46,54.76,38,0,0,0,,3,0,4,7,78,27,0,0,11,24,120,0,0,35,0,0.0,,30,25,5,0,0,,89,52.05,0,0,0,233,43,16,0,0,,0,0,0,1,0.0,0,0,0,0,444,12,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,9,6,0,15,53.57,0,51,35,68.63,16,115,28,70,135,52.94,126,469,402,801,185.7,10,0,1479,24,6,0
Jesper Lindstrøm,947929,Eintracht Frankfurt,2674,germany,2122,1993,29,26,6.88,5,4,9,,,10,16,29.63,163,12,44.44,275,132,391,74.48,6,17.65,28,0,0,0,,8,9,16,1,7,29,0,0,32,24,142,0,1,23,0,9.26,,27,25,2,4,1,,76,40.0,0,0,2,134,24,47,2,3,,0,0,0,0,0.0,0,0,0,0,333,25,0,0,3,0,0,0,0,0,0,398.6,0.0,3,34,20,20,18,33,46.48,0,28,13,46.43,47,22,71,54,82,36.61,27,422,157,525,199.4,54,1,1012,16,0,0
Denis Zakaria,770677,Borussia M'gladbach,2527,germany,2122,1395,16,15,6.88,2,1,3,,,8,0,0.0,119,26,70.27,304,425,729,90.11,14,51.85,13,0,0,0,,1,1,6,2,20,16,0,0,11,23,78,1,0,19,0,11.11,,27,24,3,2,0,,63,49.22,0,0,1,80,19,10,0,1,,0,0,0,1,0.0,0,0,0,0,130,7,0,0,2,0,0,0,0,0,0,697.5,0.0,0,4,14,8,4,29,69.05,0,23,14,60.87,10,18,42,5,77,49.68,37,357,457,809,110.0,18,0,1046,11,4,0
Josuha Guilavogui,45686,VfL Wolfsburg,2524,germany,2122,942,15,10,6.87,0,0,0,,,10,0,0.0,54,24,58.54,154,270,424,82.17,41,73.21,15,0,0,0,,0,0,1,3,41,14,0,0,9,11,54,0,0,20,0,0.0,,17,14,3,0,0,,36,48.0,0,0,0,92,25,3,0,2,,0,0,0,0,0.0,0,0,0,0,115,8,0,0,0,0,0,0,0,0,0,0.0,0.0,0,6,2,5,2,7,87.5,0,23,14,60.87,3,26,8,0,77,58.78,41,207,309,516,96.2,8,0,686,6,4,0
Djibril Sow,799054,Eintracht Frankfurt,2674,germany,2122,2422,31,28,6.87,2,3,5,,,42,3,33.33,248,63,52.94,524,484,1005,82.85,27,45.0,33,0,0,0,,1,0,4,3,18,31,0,0,14,38,130,0,1,42,0,12.5,,36,33,3,0,2,,107,52.45,0,0,0,208,50,19,0,0,,0,0,0,1,0.0,0,0,0,0,285,14,0,0,2,0,0,0,0,0,0,1211.0,0.0,0,1,15,9,3,12,57.14,0,57,33,57.89,19,82,21,9,134,50.76,119,679,543,1213,213.0,16,0,1586,38,5,0
Alessandro Schöpf,147776,Arminia Bielefeld,2540,germany,2122,2404,31,27,6.87,1,0,1,,,45,16,27.59,264,33,58.93,500,319,803,79.98,21,38.89,33,0,0,0,,3,0,14,5,19,30,0,0,31,16,131,1,0,27,0,2.86,,44,38,6,1,0,,111,53.11,0,0,0,201,30,44,0,1,,0,0,0,0,0.0,0,0,0,1,375,18,0,1,0,0,0,0,0,0,0,2404.0,0.0,2,15,20,12,9,30,54.55,0,40,22,55.0,44,82,55,58,132,50.19,56,681,381,1004,206.1,35,0,1503,41,1,1
Jae-sung Lee,537552,1. FSV Mainz 05,2556,germany,2122,1458,27,19,6.87,4,3,7,,,11,9,32.14,144,19,48.72,296,164,451,74.18,35,50.0,35,0,0,0,,3,1,8,0,14,26,0,0,26,21,111,0,0,19,0,15.38,,20,18,2,4,0,,55,41.98,1,0,2,157,18,20,1,2,,0,0,0,0,0.0,0,0,0,0,271,15,0,0,2,0,0,0,0,0,0,364.5,0.0,0,16,10,8,10,12,52.17,0,30,12,40.0,20,33,23,28,90,44.78,39,438,198,608,178.6,26,0,917,13,3,0
Konstantinos Stafylidis,110850,VfL Bochum 1848,2542,germany,2122,1302,23,14,6.87,0,1,1,,,20,16,28.57,63,50,49.5,158,217,359,73.42,24,50.0,24,0,0,0,,1,0,6,1,40,22,0,1,10,6,56,0,0,11,0,0.0,,25,22,3,0,0,,58,64.44,0,0,0,130,28,10,0,1,,0,0,0,0,0.0,0,0,0,0,225,3,0,1,0,0,0,0,0,0,0,0.0,0.0,3,1,14,4,5,4,44.44,0,37,26,70.27,10,63,9,56,82,59.42,101,287,258,489,151.1,15,1,892,17,3,0
Giovanni Reyna,989056,Borussia Dortmund,2673,germany,2122,441,10,6,6.87,2,1,3,,,2,7,35.0,71,4,50.0,115,79,187,83.48,5,41.67,7,0,0,0,,2,1,1,0,3,9,0,0,13,6,40,0,0,7,0,18.18,,8,5,3,2,0,,24,42.11,0,0,0,37,1,15,0,1,,0,0,0,0,0.0,0,0,0,0,83,4,0,0,2,0,0,0,0,0,0,220.5,0.0,1,8,3,4,6,6,46.15,0,7,4,57.14,15,4,13,20,29,42.03,8,152,92,224,61.8,11,0,347,11,0,0
Maximilian Mittelstädt,788949,Hertha BSC,2528,germany,2122,1500,24,16,6.87,0,5,5,,,21,21,24.71,107,23,34.85,216,215,410,70.57,23,46.0,27,0,0,0,,4,0,3,2,34,24,0,0,20,24,107,0,0,20,0,0.0,,32,29,3,0,0,,120,60.0,0,0,0,171,46,22,0,1,,0,0,0,1,0.0,0,0,0,0,315,12,0,0,0,0,0,0,0,0,0,0.0,0.0,0,5,5,7,0,32,65.31,0,52,33,63.46,22,60,49,85,143,57.2,66,381,285,581,164.8,10,1,1124,36,3,0
Tony Jantschke,33901,Borussia M'gladbach,2527,germany,2122,227,3,3,6.87,0,0,0,,,4,0,0.0,6,4,25.0,32,56,88,73.33,6,66.67,3,0,0,0,,0,0,1,1,8,3,0,0,0,3,6,0,0,0,0,0.0,,2,2,0,0,0,,9,75.0,0,0,0,32,5,0,0,0,,0,0,0,0,0.0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,0,0,0.0,0,6,5,83.33,0,15,0,1,15,71.43,16,53,68,120,20.6,1,0,150,3,0,0
Exequiel Palacios,822600,Bayer 04 Leverkusen,2681,germany,2122,1094,23,12,6.87,2,2,4,,,38,3,37.5,143,45,61.64,336,338,671,86.36,7,50.0,7,0,0,0,,3,0,0,0,10,23,0,0,13,23,59,0,2,11,0,20.0,,15,13,2,0,2,,53,50.48,0,0,0,106,28,8,0,0,,0,0,0,0,0.0,0,0,0,0,150,11,0,0,2,0,0,0,0,0,0,547.0,0.0,0,0,10,6,4,6,54.55,0,30,19,63.33,8,62,11,8,60,50.42,73,410,375,777,157.9,10,0,974,17,2,0
Erhan Mašović,833213,VfL Bochum 1848,2542,germany,2122,1461,19,16,6.86,0,0,0,,,17,0,0.0,22,43,34.4,84,419,503,77.74,24,51.06,23,0,0,0,,0,0,1,4,63,17,0,0,0,12,50,0,1,14,0,0.0,,20,20,0,0,0,,44,61.97,0,0,0,144,33,0,0,0,,1,0,0,0,0.0,0,0,0,0,152,2,0,0,0,0,0,0,0,0,0,0.0,0.0,1,3,1,3,0,2,66.67,0,35,20,57.14,0,70,3,0,68,57.63,125,179,468,647,116.7,4,0,855,7,6,0
Jean-Paul Boëtius,138830,1. FSV Mainz 05,2556,germany,2122,1802,33,19,6.86,2,2,4,,,57,14,28.0,183,64,60.38,386,304,676,77.61,7,22.58,24,0,0,0,,5,1,4,1,8,32,0,0,28,31,112,0,0,20,0,8.33,,34,34,0,1,1,,102,53.68,0,0,0,195,25,26,0,1,,0,0,0,0,0.0,0,0,0,0,323,14,0,0,2,0,0,0,0,0,0,901.0,0.0,1,6,18,12,8,22,68.75,0,40,23,57.5,26,97,32,50,109,49.32,106,564,357,871,219.6,24,0,1262,40,3,0
Jeffrey Gouweleeuw,146853,FC Augsburg,2600,germany,2122,2578,29,29,6.86,2,0,2,,,103,1,16.67,121,127,39.94,267,591,857,72.32,44,47.83,48,0,0,0,,2,1,2,8,115,29,0,0,6,14,103,0,0,32,0,16.67,,44,39,5,2,0,,71,56.35,1,0,0,328,49,8,0,0,,0,0,1,2,100.0,0,1,0,0,385,1,0,0,1,0,0,0,0,0,0,1289.0,0.0,1,9,3,4,6,14,73.68,0,50,27,54.0,8,228,19,6,115,52.75,318,498,693,1185,198.9,12,2,1577,8,9,0
Diadié Samassékou,796358,TSG Hoffenheim,2569,germany,2122,1664,24,21,6.86,2,0,2,,,31,1,14.29,107,34,56.67,248,323,570,80.28,32,58.18,23,0,0,0,,2,0,4,3,26,24,0,0,5,23,90,0,0,30,0,13.33,,30,26,4,2,0,,74,52.48,1,0,0,140,28,9,1,0,,0,0,0,0,0.0,0,0,0,0,180,13,0,0,0,0,0,0,0,0,0,832.0,0.0,0,9,6,7,4,8,44.44,0,41,26,63.41,9,51,18,7,106,54.08,60,341,376,710,164.6,15,1,978,25,7,0
Leandro Barreiro,906800,1. FSV Mainz 05,2556,germany,2122,1788,31,20,6.86,1,2,3,,,11,1,12.5,104,11,28.21,193,182,374,71.65,25,48.08,27,0,0,0,,4,2,8,4,21,29,0,0,13,21,107,0,0,41,0,3.13,,24,24,0,1,0,,95,54.29,0,0,1,148,32,14,0,0,,0,0,0,0,0.0,0,0,0,2,226,14,0,0,1,0,0,0,0,0,0,1788.0,0.0,0,13,19,14,10,5,38.46,0,63,32,50.79,14,32,13,8,120,52.86,39,305,225,522,198.8,32,0,861,27,3,0
Oliver Baumann,40244,TSG Hoffenheim,2569,germany,2122,2970,33,33,6.85,0,0,0,,,78,0,0.0,29,180,38.71,90,952,1042,78.17,9,100.0,0,0,0,0,,0,0,0,8,28,33,2,0,0,3,3,1,0,0,0,0.0,,57,52,5,0,0,-2.98,4,57.14,0,26,0,291,0,0,0,0,,0,0,0,0,0.0,4,0,1,0,298,0,9,0,0,13,75,24,99,1,17,0.0,0.0,0,0,0,0,0,1,100.0,13,0,0,0.0,0,154,1,0,13,81.25,465,292,1041,1333,226.2,0,2,1698,3,1,0
Sven Michel,246431,1. FC Union Berlin,2547,germany,2122,336,13,2,6.85,3,1,4,,,2,2,25.0,36,1,50.0,51,13,62,59.05,13,38.24,21,0,0,0,,3,0,2,0,1,13,0,0,9,6,56,0,0,12,0,33.33,,6,6,0,2,1,,15,30.0,1,0,0,43,1,5,2,3,,0,0,0,0,0.0,0,0,0,0,85,5,0,0,0,0,0,0,0,0,0,112.0,0.0,0,5,4,4,3,1,11.11,0,10,6,60.0,5,2,9,8,28,33.33,2,97,16,105,89.1,9,1,194,4,2,0
Daichi Kamada,794338,Eintracht Frankfurt,2674,germany,2122,2144,32,23,6.85,4,3,7,,,16,6,22.22,222,28,58.33,418,248,660,79.42,17,28.81,42,0,0,0,,4,2,13,1,10,32,0,0,21,29,138,0,0,23,0,11.11,,29,27,2,4,0,,95,49.74,0,0,2,171,8,32,2,6,,0,1,0,0,0.0,0,0,0,0,305,20,0,0,2,0,0,0,0,0,0,536.0,0.0,0,26,10,15,8,30,54.55,0,40,21,52.5,31,31,55,27,112,44.8,48,571,287,831,219.3,36,1,1201,25,0,0
Jonathan Burkardt,939830,1. FSV Mainz 05,2556,germany,2122,2632,34,32,6.85,11,3,14,,,14,4,11.43,147,14,60.87,254,143,393,70.3,37,31.36,81,0,0,0,,3,16,19,2,16,34,0,0,62,19,223,0,0,24,0,13.92,,39,37,2,11,0,,98,40.83,1,0,2,166,8,32,3,10,,0,0,1,0,100.0,0,1,0,0,425,23,0,0,7,0,0,0,0,0,0,239.27,0.0,0,67,12,25,35,40,50.63,0,17,8,47.06,32,35,79,35,135,37.71,23,430,164,559,232.9,79,2,1128,42,0,0
