player,player_id,team,team_id,data_country,data_season,minutesPlayed,appearances,matchesStarted,rating,goals,assists,goalsAssistsSum,expectedGoals,expectedAssists,accurateChippedPasses,accurateCrosses,accurateCrossesPercentage,accurateFinalThirdPasses,accurateLongBalls,accurateLongBallsPercentage,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePasses,accuratePassesPercentage,aerialDuelsWon,aerialDuelsWonPercentage,aerialLost,attemptPenaltyMiss,attemptPenaltyPost,attemptPenaltyTarget,ballRecovery,bigChancesCreated,bigChancesMissed,blockedShots,cleanSheet,clearances,countRating,crossesNotClaimed,directRedCards,dispossessed,dribbledPast,duelLost,errorLeadToGoal,errorLeadToShot,fouls,freeKickGoal,goalConversionPercentage,goalKicks,goalsConceded,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,goalsFromInsideTheBox,goalsFromOutsideTheBox,goalsPrevented,groundDuelsWon,groundDuelsWonPercentage,headedGoals,highClaims,hitWoodwork,inaccuratePasses,interceptions,keyPasses,leftFootGoals,offsides,outfielderBlocks,ownGoals,passToAssist,penaltiesTaken,penaltyConceded,penaltyConversion,penaltyFaced,penaltyGoals,penaltySave,penaltyWon,possessionLost,possessionWonAttThird,punches,redCards,rightFootGoals,runsOut,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,saves,savesCaught,savesParried,scoringFrequency,setPieceConversion,shotFromSetPiece,shotsFromInsideTheBox,shotsFromOutsideTheBox,shotsOffTarget,shotsOnTarget,successfulDribbles,successfulDribblesPercentage,successfulRunsOut,tackles,tacklesWon,tacklesWonPercentage,totalAttemptAssist,totalChippedPasses,totalContest,totalCross,totalDuelsWon,totalDuelsWonPercentage,totalLongBalls,totalOppositionHalfPasses,totalOwnHalfPasses,totalPasses,totalRating,totalShots,totwAppearances,touches,wasFouled,yellowCards,yellowRedCards
Antoine Griezmann,85859,Atlético Madrid,2836,spain,2223,2858,38,31,7.74,15,16,31,12.35,9.85,74,30,22.9,442,68,66.02,825,406,1201,82.49,28,45.16,34,0,0,0,,24,9,22,5,30,38,0,0,35,46,164,0,0,22,0,13.51,,29,27,2,11,4,,137,51.31,1,0,3,255,24,85,10,11,,0,1,0,0,0.0,0,0,0,0,466,26,0,0,4,0,0,0,0,0,0,190.53,0.0,5,72,39,44,45,47,62.67,0,49,34,69.39,84,125,75,131,165,50.15,103,1125,462,1456,294.0,111,10,2108,41,2,0
Leo Román,1131909,Mallorca,2826,spain,2223,90,1,1,7.7,0,0,0,0.0,0.0,5,0,0.0,1,10,45.45,5,21,26,66.67,0,0.0,0,0,0,0,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,,0,0,0,0,0,0.11,0,0.0,0,0,0,13,0,0,0,0,,0,0,0,0,0.0,0,0,0,0,13,0,0,0,0,0,1,3,4,0,1,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,8,0,0,0,0.0,22,16,23,39,7.7,0,0,47,0,0,0
Karim Benzema,3306,Real Madrid,2829,spain,2223,2044,24,24,7.47,19,3,22,21.52,5.53,13,0,0.0,489,14,70.0,747,173,920,87.04,14,51.85,13,0,1,0,,14,18,29,7,5,24,0,0,28,9,80,0,0,10,1,17.76,,17,17,0,17,2,,35,34.31,1,0,5,137,2,49,3,22,,0,0,8,0,87.5,0,7,0,2,231,15,0,0,15,0,0,0,0,0,0,107.58,16.67,6,80,27,32,46,20,47.62,0,9,5,55.56,49,25,42,3,49,37.98,20,873,187,1057,179.2,107,6,1347,6,1,0
Toni Kroos,26502,Real Madrid,2829,spain,2223,2169,30,25,7.42,2,4,6,1.42,5.5,208,34,27.87,651,204,85.71,1386,853,2205,94.59,7,63.64,4,0,0,0,,7,0,7,3,7,30,0,0,12,46,99,0,0,28,0,6.45,,23,23,0,0,2,,96,50.26,0,0,0,126,24,55,0,0,,0,0,0,1,0.0,0,0,0,0,259,19,0,1,2,0,0,0,0,0,0,1084.5,0.0,5,5,26,13,11,9,47.37,0,51,32,62.75,55,258,19,122,103,50.99,238,1565,888,2331,222.7,31,2,2719,36,0,1
Aleix García,796047,Girona FC,24264,spain,2223,2339,30,26,7.4,1,5,6,1.84,6.0,80,66,36.87,344,99,67.81,737,620,1291,88.91,13,68.42,6,0,0,0,,12,1,6,1,28,30,0,0,12,18,59,0,1,14,0,3.13,,37,33,4,1,0,,79,59.85,0,0,2,161,31,68,1,1,,0,3,0,0,0.0,0,0,0,0,327,13,0,0,0,0,0,0,0,0,0,2339.0,0.0,4,11,21,12,14,13,59.09,0,37,20,54.05,65,120,22,179,92,60.93,146,956,675,1452,221.9,32,9,1930,29,1,0
David Gil,138390,Cádiz,4488,spain,2223,360,4,4,7.38,0,0,0,0.0,0.01,10,0,0.0,12,33,34.74,32,19,51,44.74,0,0.0,0,0,0,0,,0,0,0,1,5,4,0,0,0,0,0,0,0,0,0,0.0,,5,4,1,0,0,1.37,0,0.0,0,1,0,63,0,0,0,0,,0,0,0,0,0.0,1,0,0,0,63,0,2,0,0,2,12,6,18,1,7,0.0,0.0,0,0,0,0,0,0,0.0,2,0,0,0.0,0,29,0,0,0,0.0,95,91,23,114,29.5,0,1,154,0,0,0
Robert Lewandowski,41789,Barcelona,2817,spain,2223,2851,34,33,7.33,23,7,30,24.28,5.29,28,7,36.84,280,24,63.16,472,130,595,78.08,52,53.06,46,0,1,0,,11,27,23,16,14,34,0,0,50,7,162,0,0,39,0,17.04,,20,17,3,22,1,,93,44.5,1,0,8,167,2,38,6,22,,0,2,1,0,0.0,0,0,0,0,364,21,0,1,16,0,0,0,0,0,0,123.96,0.0,5,107,28,54,58,30,53.57,0,17,11,64.71,36,50,56,19,145,47.23,38,641,140,762,249.3,135,8,1287,46,2,1
Gerónimo Rulli,128383,Villarreal,2819,spain,2223,1260,14,14,7.31,0,0,0,0.0,0.01,43,0,0.0,12,70,47.95,33,363,396,83.72,3,100.0,0,0,0,0,,0,0,0,7,10,14,0,0,0,0,0,0,2,0,0,0.0,,10,8,2,0,0,2.7,1,100.0,0,20,0,77,1,0,0,0,,0,0,0,0,0.0,0,0,0,0,79,0,4,0,0,6,36,10,46,0,12,0.0,0.0,0,0,0,0,0,0,0.0,6,0,0,0.0,0,85,0,0,4,100.0,146,96,377,473,102.4,0,2,625,1,1,0
Pedri,992587,Barcelona,2817,spain,2223,1981,26,22,7.28,6,1,7,4.91,5.32,76,8,32.0,444,111,84.73,843,397,1232,87.56,3,37.5,5,0,0,0,,11,3,4,10,7,26,0,0,31,32,97,0,1,8,0,27.27,,9,7,2,6,0,,118,56.19,0,0,1,175,13,43,2,4,,0,0,0,0,0.0,0,0,0,0,283,27,0,0,4,0,0,0,0,0,0,330.17,0.0,0,14,8,9,9,36,62.07,0,39,22,56.41,43,121,58,25,121,55.5,131,1014,418,1407,189.3,22,3,1753,43,2,0
Raphinha,831005,Barcelona,2817,spain,2223,2083,36,25,7.27,7,7,14,9.35,9.35,38,42,24.42,373,62,64.58,676,199,833,79.87,14,60.87,9,0,0,0,,17,8,21,1,11,36,0,0,24,20,126,0,1,22,0,8.86,,9,8,1,7,0,,111,48.68,3,0,3,210,14,58,1,15,,0,1,0,0,0.0,0,0,0,0,495,19,0,0,3,0,0,0,0,0,0,297.57,0.0,11,46,33,33,25,45,46.39,0,29,19,65.52,57,70,97,172,125,49.8,96,992,223,1043,261.7,79,6,1711,37,8,0
Federico Valverde,831808,Real Madrid,2829,spain,2223,2527,34,29,7.25,7,4,11,4.29,5.09,50,6,22.22,571,58,63.74,998,415,1407,88.49,31,73.81,11,0,0,0,,8,3,12,6,15,34,0,0,7,13,52,0,0,11,0,11.11,,25,24,1,3,4,,77,65.25,0,0,0,183,17,44,2,5,,0,1,0,0,0.0,0,0,0,0,254,22,0,0,5,0,0,0,0,0,0,361.0,0.0,2,22,41,30,21,31,75.61,0,31,20,64.52,43,80,41,27,108,67.5,91,1165,452,1590,246.6,63,3,1937,15,2,0
Dani Parejo,39182,Villarreal,2819,spain,2223,3289,37,37,7.24,3,4,7,4.66,5.13,113,35,24.31,635,150,74.26,1337,882,2184,90.62,17,44.74,21,1,0,1,,7,2,7,10,30,37,0,0,35,45,139,1,1,30,0,10.0,,39,37,2,3,0,,175,59.73,0,0,2,226,29,50,0,0,,0,0,4,1,50.0,0,2,0,0,421,26,0,0,3,0,0,0,0,0,0,1096.33,0.0,12,7,23,12,11,29,76.32,0,71,40,56.34,50,164,38,144,192,58.01,202,1600,954,2410,268.0,30,7,3007,75,6,0
Frenkie de Jong,795222,Barcelona,2817,spain,2223,2537,33,29,7.24,2,4,6,2.42,6.29,77,11,29.73,602,100,81.97,1270,805,2064,91.45,32,68.09,15,0,0,0,,8,2,2,11,21,33,0,0,22,24,114,0,1,33,0,11.11,,20,17,3,2,0,,115,53.74,0,0,0,193,35,46,0,1,,0,1,0,0,0.0,0,0,0,0,298,23,0,0,2,0,0,0,0,0,0,1268.5,0.0,0,9,9,5,11,35,63.64,0,46,26,56.52,45,120,55,37,147,56.32,122,1439,855,2257,239.0,18,7,2625,34,3,0
Éder Militão,822519,Real Madrid,2829,spain,2223,2714,33,30,7.24,5,0,5,2.38,0.79,86,2,16.67,207,113,58.25,574,1061,1633,88.7,64,64.0,36,0,0,0,,1,2,4,10,99,33,0,0,6,7,86,1,1,35,0,22.73,,29,28,1,5,0,,95,65.52,5,0,0,208,41,6,0,1,,0,0,0,1,0.0,0,0,0,1,251,5,0,0,0,0,0,0,0,0,0,542.8,0.0,0,18,4,9,9,11,64.71,0,46,32,69.57,6,162,17,12,159,64.9,194,721,1132,1841,238.9,22,11,2294,38,4,0
Sergio Busquets,39433,Barcelona,2817,spain,2223,2347,30,28,7.23,0,4,4,0.44,3.66,117,4,57.14,454,115,77.7,1076,643,1715,88.68,54,47.79,59,0,0,0,,4,0,4,13,31,30,0,0,12,22,126,0,2,31,0,0.0,,11,9,2,0,0,,108,61.71,0,0,0,219,27,25,0,0,,0,0,0,0,0.0,0,0,0,0,261,17,0,1,0,0,0,0,0,0,0,0.0,0.0,0,2,7,3,2,11,78.57,0,58,26,44.83,25,163,14,7,162,56.25,148,1218,723,1934,216.8,9,4,2244,40,6,1
Marco Asensio,361004,Real Madrid,2829,spain,2223,1445,31,15,7.21,9,6,15,5.54,4.21,22,20,24.39,285,32,74.42,482,161,623,87.87,3,60.0,2,0,0,1,,9,6,17,4,3,30,0,0,13,10,40,0,0,10,0,15.25,,16,15,1,7,2,,55,59.14,0,0,2,86,5,42,8,4,,0,1,1,1,0.0,0,0,0,1,193,11,0,0,1,0,0,0,0,0,0,160.56,0.0,5,25,34,17,25,23,76.67,0,16,10,62.5,41,38,30,82,58,59.18,43,617,174,709,216.4,59,4,1006,16,1,0
Rodrigo de Paul,249399,Atlético Madrid,2836,spain,2223,1940,30,24,7.2,2,7,9,1.57,3.85,107,12,25.53,369,100,65.36,664,482,1134,84.19,7,46.67,8,0,0,0,,12,0,3,1,4,30,0,0,15,17,80,0,0,33,0,9.52,,20,19,1,1,1,,99,57.89,0,0,0,213,8,48,0,0,,0,0,0,0,0.0,0,0,0,0,322,10,0,0,2,0,0,0,0,0,0,970.0,0.0,1,5,16,13,5,16,59.26,0,35,21,60.0,48,177,27,47,106,56.99,153,869,525,1347,216.1,21,3,1678,49,5,0
Félix Garreta,1392077,Real Betis,2816,spain,2223,90,1,1,7.2,0,0,0,0.0,0.0,0,0,0.0,2,2,66.67,9,25,34,87.18,1,50.0,1,0,0,0,,0,0,0,1,4,1,0,0,0,0,3,0,0,2,0,0.0,,0,0,0,0,0,,2,50.0,0,0,0,5,1,0,0,0,,0,0,0,0,0.0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,1,0,0.0,0,1,0,0,3,50.0,3,11,28,39,7.2,0,0,48,1,0,0
Iago Aspas,19356,Celta Vigo,2821,spain,2223,2865,37,31,7.19,12,3,15,11.13,5.42,49,7,15.56,455,58,75.32,681,246,920,78.97,31,40.79,45,0,0,1,,9,10,13,6,21,37,0,0,46,19,150,0,0,16,0,15.38,,46,36,10,10,2,,89,45.88,0,0,5,245,7,83,10,12,,0,0,3,0,66.67,0,2,0,0,415,29,0,0,1,0,0,0,0,0,0,238.75,0.0,7,45,33,32,33,22,46.81,0,8,4,50.0,83,73,47,45,120,44.44,77,921,289,1165,266.0,78,4,1612,59,4,0
Jordi Alba,35199,Barcelona,2817,spain,2223,1419,24,14,7.18,2,3,5,0.78,6.72,48,25,27.47,348,51,57.3,698,390,1063,86.63,8,34.78,15,0,0,0,,12,0,5,4,14,23,0,0,7,16,53,0,0,11,0,15.38,,8,7,1,2,0,,33,46.48,0,0,0,164,11,39,2,10,,0,1,0,0,0.0,0,0,0,0,262,10,0,1,0,0,0,0,0,0,0,709.5,0.0,0,4,9,4,4,4,50.0,0,25,18,72.0,38,95,8,91,41,43.62,89,894,424,1227,165.2,13,4,1588,4,4,1
Ousmane Dembélé,818244,Barcelona,2817,spain,2223,1415,25,16,7.18,5,7,12,3.92,5.04,12,23,21.7,317,22,66.67,549,86,612,83.38,4,25.0,12,0,0,0,,9,6,13,3,1,25,0,0,18,11,106,0,0,16,0,10.2,,11,8,3,5,0,,90,48.91,1,0,2,122,0,42,2,5,,0,1,0,0,0.0,0,0,0,0,312,20,0,0,2,0,0,0,0,0,0,283.0,0.0,0,37,12,19,17,52,50.98,0,19,12,63.16,41,31,102,106,94,47.0,33,744,96,734,179.5,49,3,1129,19,4,0
Sergi Darder,110783,Espanyol,2814,spain,2223,3335,38,38,7.17,6,3,9,3.48,6.25,93,50,27.62,381,95,44.6,755,415,1120,78.49,12,46.15,14,0,0,0,,16,0,13,6,21,38,0,0,26,44,166,0,0,31,0,15.38,,64,58,6,4,2,,215,58.58,0,0,3,307,24,74,0,2,,0,0,0,0,0.0,0,0,0,0,579,29,0,0,6,0,0,0,0,0,0,555.83,0.0,0,13,26,13,13,68,55.74,0,69,38,55.07,74,211,122,181,227,57.76,213,1141,467,1427,272.6,39,3,2154,78,4,0
