player,player_id,team,team_id,data_country,data_season,minutesPlayed,appearances,matchesStarted,rating,goals,assists,goalsAssistsSum,expectedGoals,expectedAssists,accurateChippedPasses,accurateCrosses,accurateCrossesPercentage,accurateFinalThirdPasses,accurateLongBalls,accurateLongBallsPercentage,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePasses,accuratePassesPercentage,aerialDuelsWon,aerialDuelsWonPercentage,aerialLost,attemptPenaltyMiss,attemptPenaltyPost,attemptPenaltyTarget,ballRecovery,bigChancesCreated,bigChancesMissed,blockedShots,cleanSheet,clearances,countRating,crossesNotClaimed,directRedCards,dispossessed,download_date,dribbledPast,duelLost,errorLeadToGoal,errorLeadToShot,fouls,freeKickGoal,goalConversionPercentage,goalKicks,goalsConceded,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,goalsFromInsideTheBox,goalsFromOutsideTheBox,goalsPrevented,groundDuelsWon,groundDuelsWonPercentage,headedGoals,highClaims,hitWoodwork,inaccuratePasses,interceptions,keyPasses,leftFootGoals,offsides,outfielderBlocks,ownGoals,passToAssist,penaltiesTaken,penaltyConceded,penaltyConversion,penaltyFaced,penaltyGoals,penaltySave,penaltyWon,possessionLost,possessionWonAttThird,punches,redCards,rightFootGoals,runsOut,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,saves,savesCaught,savesParried,scoringFrequency,setPieceConversion,shotFromSetPiece,shotsFromInsideTheBox,shotsFromOutsideTheBox,shotsOffTarget,shotsOnTarget,successfulDribbles,successfulDribblesPercentage,successfulRunsOut,tackles,tacklesWon,tacklesWonPercentage,totalAttemptAssist,totalChippedPasses,totalContest,totalCross,totalDuelsWon,totalDuelsWonPercentage,totalLongBalls,totalOppositionHalfPasses,totalOwnHalfPasses,totalPasses,totalRating,totalShots,totwAppearances,touches,wasFouled,yellowCards,yellowRedCards
Jordan Teze,825846,AS Monaco,1653,france,2526,1955,26,21,6.92,0,1,1,0.37,3.65,37,11,23.91,230,53,47.75,474,419,893,83.22,24,57.14,18,0,0,0,104,5,0,2,4,52,26,0,0,13,20260326,21,87,0,0,28,0,0.0,0,31,29,2,0,0,,74,51.75,0,0,0,180,23,27,0,2,8.0,0,0,0,0,0.0,0,0,0,0,277,9,0,0,0,0,0,0,0,0,0,0.0,0,0,2,7,5,2,2,22.22,0,50,40,80.0,27,76,9,46,98,52.97,111,602,471,1073,179.9,9,0,1472,23,8,0
Ethan Nwaneri,1401702,Olympique de Marseille,1641,france,2526,274,7,3,6.92,2,1,3,0.66,0.9,5,4,44.44,35,4,100.0,71,25,96,87.27,1,33.33,2,0,0,0,12,1,0,4,0,0,6,0,0,9,20260326,1,25,0,0,4,0,25.0,0,4,4,0,1,1,,8,25.81,0,0,0,14,2,5,2,0,0.0,0,0,0,0,0.0,0,0,0,0,49,3,0,0,0,0,0,0,0,0,0,137.0,0,0,5,3,1,3,4,30.77,0,3,1,33.33,5,6,13,9,9,26.47,4,82,28,110,41.5,8,0,178,1,1,0
Romain Faivre,913942,Auxerre,1646,france,2526,255,6,3,6.92,0,2,2,0.18,0.76,4,2,28.57,33,4,100.0,49,30,79,89.77,2,100.0,0,0,0,0,15,2,0,2,0,2,6,0,0,1,20260326,2,9,0,0,3,0,0.0,0,1,1,0,0,0,,13,59.09,0,0,0,9,1,4,0,1,1.0,0,0,0,0,0.0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0.0,0,0,3,3,2,2,6,66.67,0,3,2,66.67,4,4,9,7,15,62.5,4,52,36,88,41.5,6,0,142,4,0,0
Quentin Merlin,1102502,Stade Rennais,1658,france,2526,1902,26,20,6.92,1,3,4,1.15,3.52,37,21,16.15,265,33,32.67,489,306,795,79.82,11,44.0,14,0,0,0,96,5,1,9,6,41,26,0,0,20,20260326,16,78,1,1,15,0,4.76,0,30,25,5,1,0,,77,54.61,0,0,0,201,28,30,1,5,8.0,0,0,0,0,0.0,0,0,0,0,402,11,0,0,0,0,0,0,0,0,0,1902.0,0,1,11,10,6,6,10,41.67,0,42,29,69.05,30,90,24,130,88,53.01,101,624,372,996,179.8,21,1,1635,26,1,0
Igor Paixão,981815,Olympique de Marseille,1641,france,2526,1550,24,17,6.91,5,5,10,4.42,2.08,16,5,14.29,210,21,60.0,341,111,452,82.33,14,29.79,33,0,0,0,69,4,3,9,2,16,24,0,0,15,20260326,15,118,0,0,15,0,12.2,0,21,21,0,4,1,,67,44.08,0,0,0,97,12,25,1,4,1.0,0,0,0,0,0.0,0,0,0,1,228,11,0,0,4,0,0,0,0,0,0,310.0,0,1,24,17,17,15,21,33.87,0,21,8,38.1,25,31,62,35,81,40.7,35,425,124,549,165.9,41,2,872,26,3,0
Maxime López,352802,Paris FC,6070,france,2526,1686,20,19,6.91,0,3,3,0.33,3.93,91,16,22.86,317,66,56.9,700,683,1383,89.63,2,40.0,3,0,0,0,85,12,0,3,4,10,20,0,0,12,20260326,14,66,1,1,26,0,0.0,0,31,28,3,0,0,,34,35.05,0,0,0,160,8,38,0,3,3.0,0,0,0,0,0.0,0,0,0,0,266,8,0,0,0,0,0,0,0,0,0,0.0,0,0,2,6,0,5,7,31.82,0,19,14,73.68,38,153,22,70,36,35.29,116,821,722,1543,138.2,8,0,1776,8,9,0
Thilo Kehrer,281277,AS Monaco,1653,france,2526,1828,21,21,6.91,0,0,0,1.6,0.35,37,0,0.0,145,53,45.3,470,610,1080,86.75,54,62.79,32,0,0,0,74,0,2,3,6,68,21,0,1,1,20260326,16,72,1,1,22,0,0.0,4,25,24,1,0,0,,71,63.96,0,0,1,165,28,5,0,1,20.0,0,1,0,0,0.0,0,0,0,0,193,1,0,2,0,0,0,0,0,0,0,0.0,0,0,15,0,11,1,3,60.0,0,45,27,60.0,4,90,5,3,125,63.45,117,586,659,1245,145.1,15,1,1549,23,5,1
Saud Abdulhamid,966849,RC Lens,1648,france,2526,1012,20,10,6.91,1,3,4,0.39,2.21,16,9,28.13,158,7,36.84,238,158,396,89.8,4,33.33,8,0,0,0,54,3,0,2,3,9,20,0,0,6,20260326,12,53,0,1,19,0,16.67,0,12,9,3,1,0,,39,46.43,0,0,0,45,7,12,0,1,2.0,0,1,0,1,0.0,0,0,0,1,108,5,0,0,1,0,0,0,0,0,0,1012.0,0,0,4,2,2,2,3,21.43,0,27,19,70.37,11,24,14,32,43,44.79,19,270,171,441,138.1,6,1,682,9,2,0
Koffi Kouao,867575,Metz,1651,france,2526,1938,23,23,6.9,2,1,3,1.7,1.39,36,8,15.09,155,49,47.57,321,455,776,85.84,7,33.33,14,0,0,0,116,2,1,3,5,60,23,0,0,13,20260326,32,94,0,1,26,0,9.52,0,41,35,6,2,0,,118,59.6,1,0,1,128,23,11,0,2,13.0,1,0,0,1,0.0,0,0,0,1,234,7,0,0,1,0,0,0,0,0,0,969.0,0,0,11,10,9,9,27,72.97,0,63,38,60.32,11,72,37,53,125,57.08,103,401,503,904,158.8,21,0,1448,29,8,0
Gaëtan Perrin,827506,Lille,1643,france,2526,263,5,3,6.9,1,0,1,0.42,1.42,3,7,25.0,33,4,57.14,49,22,71,77.17,0,0.0,1,0,0,0,10,1,0,1,0,0,5,0,0,6,20260326,1,18,0,0,6,0,16.67,0,0,0,0,1,0,,13,43.33,0,0,2,21,2,8,0,0,0.0,0,0,0,0,0.0,0,0,0,0,65,3,0,0,1,0,0,0,0,0,0,263.0,0,1,2,4,2,3,5,45.45,0,7,5,71.43,8,7,11,28,13,41.94,7,67,25,92,34.5,6,0,171,1,1,0
André Gomes,235460,Lille,1643,france,2526,14,2,0,6.9,0,0,0,,0.02,1,0,0.0,2,1,100.0,4,3,7,100.0,0,0.0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,20260326,1,4,0,0,2,0,0.0,0,0,0,0,0,0,,3,42.86,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,100.0,0,0,0,0.0,0,1,3,0,3,42.86,1,4,3,7,6.9,0,0,11,0,0,0
Formose Mendy,982316,Lorient,1656,france,2526,135,2,2,6.9,0,0,0,,0.01,3,0,0.0,9,5,55.56,27,47,74,86.05,3,60.0,2,0,0,0,6,0,0,0,0,15,2,0,0,0,20260326,2,6,0,0,2,0,0.0,0,1,0,1,0,0,,6,60.0,0,0,0,12,3,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,3,2,66.67,0,7,0,1,9,60.0,9,37,49,86,13.8,0,0,124,3,1,0
Paul Pogba,111802,AS Monaco,1653,france,2526,43,3,0,6.9,0,0,0,,0.04,3,1,100.0,9,4,66.67,17,12,29,87.88,3,100.0,0,0,0,0,7,0,0,0,0,2,3,0,0,0,20260326,0,1,0,0,1,0,0.0,0,0,0,0,0,0,,3,75.0,0,0,0,4,1,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,3,3,100.0,0,5,0,1,6,85.71,6,21,12,33,20.7,0,0,47,0,0,0
Abdoulaye Bamba,121180,Angers,1684,france,2526,100,3,1,6.9,0,0,0,0.02,0.01,0,0,0.0,1,0,0.0,9,12,21,70.0,4,80.0,1,0,0,0,2,0,0,0,0,4,2,0,0,0,20260326,0,2,0,0,1,0,0.0,0,2,2,0,0,0,,1,50.0,0,0,0,9,2,0,0,0,2.0,0,0,0,0,0.0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,1,0,0.0,0,1,1,100.0,0,2,0,1,5,71.43,4,14,16,30,13.8,1,0,47,1,0,0
Moustapha Mbow,982319,Paris FC,6070,france,2526,2266,26,25,6.9,0,1,1,0.55,0.47,44,2,100.0,92,90,62.07,302,944,1246,91.48,53,63.86,30,0,0,0,105,1,1,0,7,132,26,0,0,5,20260326,8,62,0,1,20,0,0.0,3,38,35,3,0,0,,69,68.32,0,0,0,116,30,4,0,1,22.0,0,0,0,3,0.0,0,0,0,0,137,3,0,0,0,0,0,0,0,0,0,0.0,0,0,7,0,5,2,6,100.0,0,48,28,58.33,4,75,6,2,122,66.3,145,373,989,1362,179.3,7,0,1690,16,3,0
Emerson Palmieri,155997,Olympique de Marseille,1641,france,2526,1694,22,18,6.9,0,3,3,0.41,3.3,32,24,25.81,260,17,34.0,541,391,932,89.1,17,56.67,13,0,0,0,62,4,0,5,5,41,22,0,0,7,20260326,7,52,0,1,15,0,0.0,0,24,24,0,0,0,,56,58.95,0,0,0,114,30,30,0,2,8.0,0,0,0,1,0.0,0,0,0,0,230,7,0,0,0,0,0,0,0,0,0,0.0,0,2,3,9,5,2,5,33.33,0,36,24,66.67,30,62,15,93,73,58.4,50,622,424,1046,151.7,12,1,1481,15,2,0
Félix Correia,934498,Lille,1643,france,2526,1578,27,19,6.89,3,5,8,3.36,4.19,31,20,28.99,236,32,65.31,371,166,537,79.32,9,37.5,15,0,0,0,72,8,5,8,0,6,26,0,0,15,20260326,10,74,1,0,9,0,12.0,0,20,18,2,2,1,,55,48.25,0,0,2,140,19,30,0,3,1.0,0,0,0,1,0.0,0,0,0,0,262,12,0,0,3,0,0,0,0,0,0,526.0,0,0,17,8,11,6,13,33.33,0,21,9,42.86,30,46,39,69,64,46.38,49,486,191,677,179.2,25,1,995,22,2,0
Joaquin Panichelli,1410925,RC Strasbourg,1659,france,2526,2195,27,24,6.89,16,1,17,14.21,1.48,11,0,0.0,113,3,27.27,197,141,338,72.53,60,43.17,79,0,0,1,71,5,13,8,6,32,27,0,0,26,20260326,12,169,0,0,43,0,27.12,0,29,27,2,15,1,,78,46.43,3,0,3,128,12,22,2,14,8.0,0,0,6,0,83.33,0,5,0,0,249,18,0,0,11,0,0,0,0,0,0,137.19,0,0,56,3,20,31,11,36.67,0,26,8,30.77,22,26,30,0,138,44.95,11,309,157,466,186.0,59,2,838,44,3,0
Esteban Lepaul,966621,Stade Rennais,1658,france,2526,2078,27,26,6.89,14,3,17,10.63,0.83,10,1,10.0,82,11,55.0,158,135,293,75.71,29,38.67,46,0,0,1,43,2,8,16,2,13,27,0,0,12,20260326,6,95,0,0,23,0,22.95,0,26,23,3,14,0,,22,30.99,1,0,3,94,1,15,2,6,0.0,0,0,1,0,0.0,0,0,0,0,169,13,0,0,11,0,0,0,0,0,0,148.43,0,1,51,10,18,27,5,27.78,0,6,4,66.67,15,16,18,10,51,34.93,20,228,159,387,186.0,61,1,595,11,2,0
Matvey Safonov,800749,Paris Saint-Germain,1644,france,2526,810,9,9,6.89,0,0,0,,0.0,11,0,0.0,2,34,53.13,8,180,188,85.45,2,100.0,0,0,0,0,56,0,0,0,5,9,9,0,0,0,20260326,0,0,0,0,0,0,0.0,29,9,6,3,0,0,-0.48,1,100.0,0,6,0,32,0,2,0,0,0.0,0,0,0,0,0.0,1,0,1,0,34,0,3,0,0,8,9,9,18,0,4,0.0,0,0,0,0,0,0,0,0.0,8,0,0,0.0,2,17,0,0,3,100.0,64,28,192,220,62.0,0,0,289,1,0,0
Lucas Gourna-Douath,1012657,Le Havre,1662,france,2526,803,9,9,6.89,0,0,0,0.15,0.24,15,2,66.67,57,19,65.52,148,180,328,88.17,10,50.0,10,0,0,0,53,0,0,2,2,9,9,0,0,5,20260326,8,40,0,3,12,0,0.0,0,11,10,1,0,0,,43,58.9,0,0,0,44,10,4,0,1,9.0,0,0,0,2,0.0,0,0,0,0,65,3,0,0,0,0,0,0,0,0,0,0.0,0,0,1,5,3,1,8,61.54,0,15,7,46.67,4,27,13,3,53,56.99,29,176,196,372,62.0,6,0,513,20,3,0
Himad Abdelli,945830,Olympique de Marseille,1641,france,2526,1019,17,11,6.89,2,0,2,2.11,0.75,24,3,30.0,125,23,60.53,267,303,570,87.29,9,75.0,3,0,0,0,67,0,0,4,3,12,17,0,0,11,20260326,7,56,0,1,19,0,14.29,0,18,17,1,2,0,,49,48.04,0,0,0,83,14,9,0,1,3.0,0,0,2,0,100.0,0,2,0,0,134,7,0,0,2,0,0,0,0,0,0,509.5,0,0,4,10,4,6,15,46.88,0,22,17,77.27,9,34,32,10,58,50.88,38,325,328,653,117.1,14,0,848,12,2,0
Ayumu Seko,873221,Le Havre,1662,france,2526,2085,24,23,6.89,0,0,0,0.99,1.11,41,1,25.0,140,60,48.39,281,405,686,82.85,30,66.67,15,0,0,0,65,1,1,1,7,92,24,0,0,1,20260326,10,48,0,0,22,0,0.0,3,29,29,0,0,0,,56,62.92,0,0,0,142,25,9,0,1,6.0,1,0,0,0,0.0,0,0,0,0,164,5,0,0,0,0,0,0,0,0,0,0.0,0,0,7,7,9,4,1,50.0,0,37,20,54.05,9,79,2,4,86,64.18,124,398,430,828,165.3,14,0,1101,18,3,0
Elye Wahi,979315,Nice,1661,france,2526,475,8,6,6.89,4,1,5,2.15,0.48,2,4,66.67,17,0,0.0,31,15,46,65.71,0,0.0,18,0,0,0,7,2,3,2,1,1,7,0,0,3,20260326,3,42,0,0,12,0,28.57,0,10,9,1,3,1,,8,25.0,0,0,0,24,1,6,0,10,0.0,0,0,0,0,0.0,0,0,0,0,50,5,0,0,4,0,0,0,0,0,0,118.75,0,0,11,3,2,10,4,36.36,0,2,1,50.0,6,4,11,6,8,16.0,3,54,16,70,48.2,14,1,133,2,2,0
Kenny Lala,141080,Stade Brestois,1715,france,2526,2319,26,26,6.88,0,2,2,0.25,3.53,75,27,31.03,178,119,54.09,325,462,787,77.54,14,42.42,19,0,0,0,108,7,0,3,8,72,26,0,0,8,20260326,22,71,2,0,12,0,0.0,0,38,33,5,0,0,,63,54.78,0,0,0,228,22,21,0,0,9.0,0,0,0,1,0.0,0,0,0,0,379,2,0,0,0,0,0,0,0,0,0,0.0,0,1,2,7,5,1,7,41.18,0,36,23,63.89,21,160,17,87,77,52.03,220,491,524,1015,179.0,9,2,1589,21,3,0
Montassar Talbi,879618,Lorient,1656,france,2526,2250,25,25,6.88,0,1,1,0.54,0.45,51,0,0.0,101,57,44.53,322,789,1111,88.53,72,62.07,44,0,0,0,78,1,1,4,5,164,25,0,0,2,20260326,17,70,0,1,6,0,0.0,9,39,35,4,0,0,,34,56.67,0,0,0,144,23,7,0,0,19.0,0,0,0,0,0.0,0,0,0,0,166,1,0,0,0,0,0,0,0,0,0,0.0,0,0,9,2,5,2,2,50.0,0,20,16,80.0,7,104,4,4,106,60.23,128,419,836,1255,172.1,11,1,1568,12,3,0
Oussama El Azzouzi,1127191,Auxerre,1646,france,2526,813,11,10,6.88,1,0,1,0.52,0.49,15,0,0.0,106,25,78.13,186,164,350,90.67,11,73.33,4,0,0,0,41,1,1,1,0,13,11,0,1,7,20260326,8,47,0,0,18,0,20.0,0,11,8,3,1,0,,31,41.89,0,0,0,36,16,9,0,0,3.0,0,0,0,0,0.0,0,0,0,0,63,3,0,1,1,0,0,0,0,0,0,813.0,0,0,3,2,3,1,6,33.33,0,19,16,84.21,9,19,18,0,42,47.19,32,214,172,386,75.7,5,1,513,7,1,0
Amine Gouiri,859026,Olympique de Marseille,1641,france,2526,885,16,10,6.88,6,2,8,4.47,1.57,4,8,38.1,87,2,50.0,144,63,207,82.8,6,37.5,10,0,0,0,28,3,5,8,0,2,16,0,0,13,20260326,4,56,0,1,9,0,20.69,0,16,16,0,6,0,,28,37.84,0,0,1,43,2,15,0,2,1.0,0,0,0,0,0.0,0,0,0,0,118,7,0,0,6,0,0,0,0,0,0,147.5,0,1,23,6,7,14,13,38.24,0,9,6,66.67,15,6,34,21,34,37.78,4,179,71,250,110.1,29,2,409,6,0,0
Sofiane Diop,944164,Nice,1661,france,2526,1708,26,21,6.88,7,2,9,5.5,3.22,36,6,21.43,210,44,63.77,337,209,546,78.45,6,24.0,19,0,0,0,84,5,1,11,0,7,26,0,0,28,20260326,15,106,0,0,20,0,16.28,0,36,32,4,6,1,,75,46.3,0,0,2,150,17,24,0,5,2.0,0,0,2,0,100.0,0,2,0,0,276,14,0,0,7,0,0,0,0,0,0,244.0,0,1,24,19,18,14,22,46.81,0,14,6,42.86,24,58,47,28,81,43.32,69,462,234,696,178.9,43,1,1041,40,5,0
Hakon Arnar Haraldsson,1138804,Lille,1643,france,2526,1883,25,22,6.88,6,1,7,5.86,3.95,24,18,29.03,255,25,64.1,474,302,776,86.13,6,30.0,14,0,0,0,99,3,6,12,2,7,25,0,0,24,20260326,19,99,0,0,21,0,16.67,0,24,21,3,6,0,,59,40.97,0,0,2,125,10,43,3,0,0.0,0,3,0,0,0.0,0,0,0,1,255,18,0,0,3,0,0,0,0,0,0,313.83,0,1,20,16,15,9,15,41.67,0,16,9,56.25,40,42,36,62,65,39.63,39,574,327,901,172.0,36,0,1229,28,5,0
Tanner Tessmann,1022084,Olympique Lyonnais,1649,france,2526,1812,25,21,6.88,1,0,1,2.21,1.2,44,3,20.0,172,48,53.93,398,490,888,86.05,23,53.49,20,0,0,0,112,3,3,4,11,52,25,0,0,15,20260326,11,74,1,1,20,0,4.0,9,18,14,4,1,0,,55,50.46,0,0,1,144,13,11,1,3,11.0,0,0,0,0,0.0,0,0,0,0,211,6,0,0,0,0,0,0,0,0,0,1812.0,0,0,13,12,13,8,9,50.0,0,28,21,75.0,11,83,18,15,78,51.32,89,493,539,1032,171.9,25,0,1325,18,2,0
Sadibou Sané,1471683,Metz,1651,france,2526,1313,16,15,6.88,2,0,2,0.18,0.13,42,0,0.0,65,67,54.92,238,681,919,89.66,26,60.47,17,0,0,0,67,0,0,0,2,84,16,0,2,1,20260326,13,46,0,3,15,0,66.67,40,32,26,6,2,0,,44,60.27,1,0,0,106,24,2,1,0,15.0,1,0,0,2,0.0,0,0,0,0,121,1,0,2,0,0,0,0,0,0,0,656.5,0,0,3,0,1,2,3,60.0,0,31,22,70.97,2,72,5,0,70,60.34,122,290,735,1025,110.0,3,1,1248,10,4,0
Théo De Percin,1095836,Auxerre,1646,france,2526,308,4,2,6.88,0,0,0,,0.01,5,0,0.0,11,30,33.71,25,30,55,47.41,3,100.0,0,0,0,0,23,0,0,0,0,3,4,0,0,0,20260326,0,0,0,0,0,0,0.0,25,4,4,0,0,0,0.0,0,0.0,0,3,0,61,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,62,0,2,0,0,5,2,3,9,0,0,0.0,0,0,0,0,0,0,0,0.0,5,0,0,0.0,0,11,0,0,3,100.0,89,79,37,116,27.5,0,0,141,1,0,0
Afonso Moreira,1215906,Olympique Lyonnais,1649,france,2526,1094,20,11,6.87,2,6,8,1.37,3.8,6,17,24.64,104,9,47.37,188,81,269,82.52,5,21.74,18,0,0,0,56,7,1,6,4,11,19,0,0,22,20260326,6,90,0,1,14,0,8.7,0,12,11,1,2,0,,63,46.67,0,0,0,57,9,21,0,4,0.0,0,0,0,0,0.0,0,0,0,0,202,9,0,0,2,0,0,0,0,0,0,547.0,0,1,15,8,9,8,15,33.33,0,21,14,66.67,21,16,45,69,68,43.04,19,235,91,326,130.6,23,1,636,28,2,0
Abdoulaye Touré,149732,Le Havre,1662,france,2526,741,11,8,6.87,2,0,2,1.5,0.92,11,1,7.69,76,21,80.77,142,117,259,87.21,7,50.0,7,0,1,0,27,0,2,5,3,16,11,0,0,7,20260326,1,33,0,1,13,0,15.38,0,8,8,0,1,1,,32,55.17,0,0,1,38,9,3,1,0,4.0,0,0,1,0,0.0,0,0,0,0,84,3,0,0,1,0,0,0,0,0,0,370.5,0,0,4,9,4,4,3,33.33,0,12,6,50.0,3,16,9,13,39,54.17,26,171,126,297,75.6,13,0,439,17,2,0
Junior Mwanga,1197153,RC Strasbourg,1659,france,2526,1476,18,18,6.87,1,1,2,1.2,1.16,21,1,12.5,109,35,52.24,254,333,587,85.94,15,42.86,20,0,0,0,70,2,1,2,3,22,18,0,1,9,20260326,15,73,0,0,20,0,10.0,2,28,23,5,1,0,,65,55.08,0,0,0,96,11,16,0,0,7.0,0,0,0,0,0.0,0,0,0,0,145,4,0,1,1,0,0,0,0,0,0,1476.0,0,0,8,2,5,3,15,62.5,0,35,17,48.57,16,48,24,8,80,52.29,67,329,354,683,123.7,10,0,909,15,2,0
Nathan Mbala,2195736,Metz,1651,france,2526,151,7,1,6.87,2,0,2,0.6,0.14,0,4,17.39,11,0,0.0,16,5,21,84.0,3,37.5,5,0,0,0,5,0,0,3,0,2,6,0,0,1,20260326,1,11,0,0,1,0,22.22,0,4,1,3,2,0,,6,50.0,0,0,0,4,0,4,2,0,0.0,0,0,0,0,0.0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,75.5,0,1,5,4,2,4,3,50.0,0,2,1,50.0,4,0,6,23,9,45.0,0,19,6,25,41.2,9,0,79,1,0,0
Mark McKenzie,922759,Toulouse,1681,france,2526,1997,24,22,6.87,0,2,2,0.32,0.92,27,0,0.0,132,37,44.05,347,487,834,85.98,32,50.0,32,0,0,0,74,2,0,2,7,80,24,0,0,1,20260326,7,67,0,0,27,0,0.0,3,30,27,3,0,0,,50,58.82,0,0,0,136,18,15,0,1,11.0,0,0,0,0,0.0,0,0,0,0,213,2,0,0,0,0,0,0,0,0,0,0.0,0,0,5,1,3,1,3,75.0,0,38,24,63.16,15,54,4,2,82,55.03,84,443,527,970,164.8,6,1,1338,10,6,0
Aladji Bamba,1868591,AS Monaco,1653,france,2526,511,12,7,6.87,0,0,0,,1.26,8,2,66.67,51,9,90.0,132,138,270,85.99,10,52.63,9,0,0,0,32,3,0,0,0,10,12,0,0,8,20260326,7,41,0,1,13,0,0.0,0,5,5,0,0,0,,39,54.93,0,0,0,44,3,5,0,0,0.0,0,0,0,0,0.0,0,0,0,0,67,3,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,6,60.0,0,22,16,72.73,5,12,10,3,49,54.44,10,164,150,314,82.4,0,0,412,11,2,0
Hugo Magnetti,861324,Stade Brestois,1715,france,2526,2178,26,25,6.86,1,1,2,0.5,1.47,31,3,21.43,169,41,45.56,367,408,775,84.06,10,50.0,10,0,0,0,137,1,0,7,8,47,26,0,0,13,20260326,27,77,1,2,27,0,5.56,0,33,28,5,0,1,,100,59.88,0,0,0,147,39,13,0,0,2.0,0,0,0,0,0.0,0,0,0,0,209,11,0,0,1,0,0,0,0,0,0,2178.0,0,0,2,16,8,3,13,76.47,0,58,34,58.62,13,71,17,14,110,58.82,90,468,454,922,178.4,18,1,1258,29,4,0
Mohamed-Ali Cho,1063235,Nice,1661,france,2526,1213,17,15,6.86,4,3,7,2.58,2.61,10,7,23.33,109,6,60.0,151,107,258,78.18,12,23.53,39,0,0,0,53,7,6,6,0,6,17,0,0,20,20260326,6,104,0,0,12,0,18.18,0,30,26,4,3,1,,50,43.48,1,0,0,72,3,17,3,4,2.0,0,0,0,0,0.0,0,0,0,0,194,10,0,0,0,0,0,0,0,0,0,303.25,0,0,18,4,6,10,16,36.36,0,11,5,45.45,17,21,44,30,62,37.35,10,209,121,330,116.6,22,1,584,23,1,0
Mamadou Coulibaly,1410148,AS Monaco,1653,france,2526,1148,19,13,6.86,3,3,6,1.36,1.5,16,1,12.5,103,27,67.5,241,243,484,85.97,10,38.46,16,0,0,0,77,3,1,2,1,17,17,0,1,11,20260326,14,84,0,0,27,0,37.5,0,24,23,1,2,1,,57,45.6,0,0,0,79,16,12,3,2,2.0,0,0,0,0,0.0,0,0,0,0,149,7,0,1,0,0,0,0,0,0,0,382.67,0,0,4,4,2,4,13,43.33,0,32,17,53.13,12,26,30,8,67,44.37,40,301,262,563,116.6,8,1,785,12,5,0
Seko Fofana,191188,Stade Rennais,1658,france,2526,668,12,7,6.86,1,0,1,1.04,0.77,6,1,14.29,102,8,61.54,205,123,328,91.11,8,80.0,2,0,0,0,42,0,0,1,1,7,12,0,0,7,20260326,4,24,0,0,3,0,11.11,0,12,11,1,1,0,,28,56.0,0,0,1,32,4,11,1,0,1.0,0,0,0,0,0.0,0,0,0,0,63,6,0,0,0,0,0,0,0,0,0,668.0,0,0,3,6,5,3,12,60.0,0,3,2,66.67,11,11,20,7,36,60.0,13,233,127,360,82.3,9,0,458,13,0,0
Johann Lepenant,963299,Nantes,1647,france,2526,1562,20,16,6.86,0,1,1,0.57,1.33,26,16,32.0,137,34,57.63,258,243,501,82.81,8,34.78,15,0,0,0,94,3,0,4,2,15,20,0,0,14,20260326,37,103,0,2,23,0,0.0,0,26,23,3,0,0,,107,54.87,0,0,0,104,15,20,0,0,3.0,0,0,0,0,0.0,0,0,0,0,201,11,0,0,0,0,0,0,0,0,0,0.0,0,0,5,9,7,3,9,39.13,0,64,44,68.75,20,54,23,50,115,52.75,59,336,269,605,137.1,14,0,944,35,3,0
Benjamin Pavard,787505,Olympique de Marseille,1641,france,2526,1493,21,17,6.85,1,2,3,0.59,0.73,16,2,20.0,162,28,53.85,420,548,968,93.08,30,58.82,21,0,0,0,47,3,0,2,6,60,21,0,0,0,20260326,5,41,0,0,14,0,12.5,0,18,17,1,1,0,,30,60.0,1,0,0,72,16,8,0,4,10.0,1,0,0,2,0.0,0,0,0,0,85,3,0,0,0,0,0,0,0,0,0,1493.0,0,0,7,1,3,3,0,0.0,0,21,8,38.1,8,41,1,10,60,59.41,52,463,577,1040,143.9,8,1,1224,10,4,0
Angel Gomes,867441,Olympique de Marseille,1641,france,2526,892,14,12,6.85,3,0,3,1.42,0.93,27,2,28.57,160,18,69.23,334,195,529,90.89,5,35.71,9,0,0,0,24,1,3,2,1,2,14,0,0,5,20260326,5,40,0,0,19,1,27.27,0,9,9,0,1,2,,28,47.46,0,0,0,53,4,18,0,0,0.0,0,0,0,0,0.0,0,0,0,0,77,5,0,0,3,0,0,0,0,0,0,297.33,100,1,4,7,4,5,6,66.67,0,10,6,60.0,18,42,9,7,33,45.21,26,379,203,582,95.9,11,2,681,12,4,0
