player,player_id,team,team_id,data_country,data_season,minutesPlayed,appearances,matchesStarted,rating,goals,assists,goalsAssistsSum,expectedGoals,expectedAssists,accurateChippedPasses,accurateCrosses,accurateCrossesPercentage,accurateFinalThirdPasses,accurateLongBalls,accurateLongBallsPercentage,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePasses,accuratePassesPercentage,aerialDuelsWon,aerialDuelsWonPercentage,aerialLost,attemptPenaltyMiss,attemptPenaltyPost,attemptPenaltyTarget,ballRecovery,bigChancesCreated,bigChancesMissed,blockedShots,cleanSheet,clearances,countRating,crossesNotClaimed,directRedCards,dispossessed,download_date,dribbledPast,duelLost,errorLeadToGoal,errorLeadToShot,fouls,freeKickGoal,goalConversionPercentage,goalKicks,goalsConceded,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,goalsFromInsideTheBox,goalsFromOutsideTheBox,goalsPrevented,groundDuelsWon,groundDuelsWonPercentage,headedGoals,highClaims,hitWoodwork,inaccuratePasses,interceptions,keyPasses,leftFootGoals,offsides,outfielderBlocks,ownGoals,passToAssist,penaltiesTaken,penaltyConceded,penaltyConversion,penaltyFaced,penaltyGoals,penaltySave,penaltyWon,possessionLost,possessionWonAttThird,punches,redCards,rightFootGoals,runsOut,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,saves,savesCaught,savesParried,scoringFrequency,setPieceConversion,shotFromSetPiece,shotsFromInsideTheBox,shotsFromOutsideTheBox,shotsOffTarget,shotsOnTarget,successfulDribbles,successfulDribblesPercentage,successfulRunsOut,tackles,tacklesWon,tacklesWonPercentage,totalAttemptAssist,totalChippedPasses,totalContest,totalCross,totalDuelsWon,totalDuelsWonPercentage,totalLongBalls,totalOppositionHalfPasses,totalOwnHalfPasses,totalPasses,totalRating,totalShots,totwAppearances,touches,wasFouled,yellowCards,yellowRedCards
Manuel Locatelli,363860,Juventus,2687,italy,2526,2284,28,28,7.64,1,2,3,2.28,3.3,113,4,36.36,559,147,60.25,1183,729,1912,88.64,28,58.33,20,0,0,1,136,4,1,10,5,58,28,0,0,13,20260326,21,97,2,3,40,0,2.94,0,23,18,5,1,0,,120,60.91,0,0,2,245,32,36,0,0,18,0,0,1,0,0.0,0,0,0,0,298,16,0,0,1,0,0,0,0,0,0,2284.0,0.0,1,9,25,13,11,6,46.15,0,81,55,67.9,36,200,13,11,148,60.41,244,1363,794,2157,213.8,34,2,2562,35,5,0
Filippo Rinaldi,1002428,Parma,2690,italy,2526,90,1,1,7.6,0,0,0,,0.0,2,0,0.0,1,7,23.33,4,17,21,47.73,2,100.0,0,0,0,0,13,0,0,0,1,1,1,0,0,0,20260326,0,0,0,0,0,0,0.0,13,0,0,0,0,0,1.08,0,0.0,0,2,0,23,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,23,0,1,0,0,0,3,1,4,0,1,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,6,0,0,2,100.0,30,24,20,44,7.6,0,0,59,0,1,0
Luka Modrić,15466,Milan,2692,italy,2526,2461,29,28,7.57,2,3,5,1.47,4.52,102,28,27.72,471,151,73.66,1048,706,1754,90.74,9,47.37,10,0,0,0,171,6,0,5,9,30,29,0,0,11,20260326,23,79,0,3,19,0,11.76,0,22,21,1,2,0,,87,55.77,0,0,1,179,38,49,0,0,9,0,2,0,0,0.0,0,0,0,0,317,14,0,0,2,0,0,0,0,0,0,1230.5,0.0,1,5,12,5,7,14,43.75,0,46,25,54.35,47,165,32,101,96,54.86,205,1183,750,1933,219.5,17,6,2346,27,4,0
Kenan Yıldız,1149011,Juventus,2687,italy,2526,2401,29,28,7.52,10,6,16,7.75,7.91,18,27,25.23,410,29,64.44,624,237,861,84.41,12,50.0,12,0,0,1,103,14,3,30,3,6,29,0,0,45,20260326,12,144,0,3,19,0,11.49,0,23,20,3,9,1,,135,50.56,0,0,5,159,7,67,1,6,0,0,0,2,0,50.0,0,1,0,1,426,20,0,0,9,0,0,0,0,0,0,240.1,0.0,0,57,30,21,36,69,53.91,0,16,6,37.5,67,39,128,107,147,50.52,45,757,263,1020,218.0,87,9,1650,50,2,0
Federico Dimarco,284361,Inter,2697,italy,2526,2232,28,24,7.48,6,14,20,4.24,8.63,68,83,33.07,416,33,38.37,658,326,984,82.55,2,15.38,11,0,0,0,103,29,8,16,10,23,28,0,0,9,20260326,13,72,0,0,34,0,10.53,0,17,15,2,5,1,,69,53.08,0,0,2,208,24,77,5,4,4,0,0,0,0,0.0,0,0,0,0,420,19,0,0,1,0,0,0,0,0,0,372.0,0.0,5,37,20,23,18,6,46.15,0,44,31,70.45,77,125,13,251,71,49.65,86,810,382,1192,209.5,57,8,1815,19,3,0
Hakan Çalhanoğlu,135700,Inter,2697,italy,2526,1407,19,17,7.47,8,2,10,5.53,3.1,48,30,38.46,327,63,60.0,642,465,1107,90.66,10,58.82,7,0,0,1,91,6,1,13,5,13,19,0,0,4,20260326,11,49,0,0,21,0,17.78,0,12,10,2,4,4,,40,48.78,0,0,1,114,10,38,1,0,4,0,0,5,0,80.0,0,4,0,0,197,8,0,0,7,0,0,0,0,0,0,175.88,0.0,3,7,38,17,15,4,30.77,0,25,15,60.0,38,81,13,78,50,50.51,105,730,491,1221,142.0,45,4,1488,11,6,0
Edoardo Motta,1518983,Lazio,2699,italy,2526,270,3,3,7.43,0,0,0,,0.0,8,0,0.0,2,14,28.0,7,52,59,61.46,1,50.0,1,0,0,0,17,0,0,0,2,3,3,0,0,0,20260326,0,2,0,0,1,0,0.0,16,1,1,0,0,0,2.25,0,0.0,0,1,0,37,0,1,0,0,0,0,0,0,1,0.0,1,0,1,0,37,0,2,0,0,1,7,2,9,0,2,0.0,0.0,0,0,0,0,0,0,0.0,1,0,0,0.0,1,14,0,0,1,33.33,50,38,58,96,22.3,0,0,123,0,1,0
Benjamin Pavard,787505,Inter,2697,italy,2526,90,1,1,7.4,0,0,0,0.05,0.03,4,0,0.0,5,3,60.0,25,55,80,95.24,0,0.0,1,0,0,0,6,0,0,0,1,2,1,0,0,0,20260326,0,2,0,1,1,0,0.0,0,0,0,0,0,0,,2,66.67,0,0,0,4,2,1,0,0,2,0,0,0,0,0.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,1,0,0.0,0,2,1,50.0,1,5,0,0,2,50.0,5,27,57,84,7.4,1,0,96,0,0,0
Alessandro Bastoni,826188,Inter,2697,italy,2526,2016,24,24,7.35,1,4,5,1.33,2.66,73,20,26.32,337,107,52.97,697,736,1433,87.11,48,62.34,29,0,0,0,92,7,3,3,8,77,24,0,0,1,20260326,7,80,0,0,40,0,6.25,32,18,14,4,1,0,,68,57.14,1,0,2,212,22,23,0,0,4,0,0,0,0,0.0,0,0,0,0,336,6,0,0,0,0,0,0,0,0,0,2016.0,0.0,0,14,2,6,7,6,60.0,0,44,34,77.27,23,145,10,76,116,59.18,202,864,781,1645,176.3,16,4,2143,18,6,0
Marco Carnesecchi,865646,Atalanta,2686,italy,2526,2700,30,30,7.33,0,0,0,,0.05,31,0,0.0,33,204,40.32,121,499,620,66.88,12,100.0,0,0,0,0,213,0,0,0,11,30,30,0,0,0,20260326,0,1,0,0,1,0,0.0,187,27,22,5,0,0,6.38,4,80.0,0,14,0,307,0,0,0,0,0,0,0,0,1,0.0,3,0,2,0,313,0,13,0,0,18,64,26,91,0,21,0.0,0.0,0,0,0,0,0,1,100.0,17,0,0,0.0,0,55,1,0,16,94.12,506,369,558,927,220.0,0,4,1205,5,0,0
Adrien Rabiot,250737,Milan,2692,italy,2526,1830,21,20,7.3,5,4,9,3.02,2.41,29,11,24.44,246,32,65.31,498,344,842,86.27,35,64.81,19,0,0,0,111,6,2,9,11,34,21,0,0,25,20260326,15,100,0,1,23,0,16.13,0,13,13,0,3,2,,87,51.79,0,0,0,134,13,21,5,5,4,0,0,0,0,0.0,0,0,0,1,250,9,0,1,0,0,0,0,0,0,0,366.0,0.0,0,24,7,14,8,15,45.45,0,38,20,52.63,21,59,33,45,122,54.95,49,603,373,976,153.3,31,2,1354,35,4,1
Alisson Santos,1122835,Napoli,2714,italy,2526,377,6,4,7.28,2,0,2,0.67,0.23,1,1,6.67,41,2,50.0,74,31,105,81.4,0,0.0,1,0,0,0,14,0,0,2,0,1,6,0,0,11,20260326,2,25,0,0,0,0,15.38,0,5,5,0,0,2,,32,57.14,0,0,0,24,0,4,0,1,0,0,0,0,0,0.0,0,0,0,0,73,2,0,0,2,0,0,0,0,0,0,188.5,0.0,0,7,6,2,9,13,54.17,0,15,7,46.67,4,1,24,15,32,56.14,4,92,37,129,43.7,13,0,238,4,0,0
Nico Paz,1171451,Como,2704,italy,2526,2387,29,27,7.28,10,6,16,7.6,3.64,35,11,22.0,325,22,47.83,609,357,966,82.49,25,56.82,19,0,0,2,118,11,3,32,8,10,29,0,0,40,20260326,26,173,0,3,44,1,9.71,0,21,17,4,5,5,,164,51.57,0,0,3,205,22,43,10,0,2,0,0,2,0,0.0,0,0,0,0,410,23,0,0,0,0,0,0,0,0,0,238.7,10.0,10,40,63,30,41,55,53.4,0,72,43,59.72,43,83,103,50,189,52.21,46,766,405,1171,211.2,103,7,1784,37,5,0
Mario Gila Fuentes,965828,Lazio,2699,italy,2526,2229,27,27,7.27,0,0,0,0.94,0.62,49,1,100.0,127,123,68.72,496,1008,1504,90.71,54,65.85,28,0,0,0,117,1,3,3,7,104,27,0,1,7,20260326,10,61,0,2,17,0,0.0,4,23,21,2,0,0,,68,67.33,0,0,2,154,23,5,0,0,14,0,0,0,2,0.0,0,0,0,0,174,1,0,1,0,0,0,0,0,0,0,0.0,0.0,0,10,1,5,3,5,83.33,0,43,30,69.77,5,92,6,1,122,66.67,179,593,1065,1658,196.3,11,6,1960,21,3,0
Charles De Ketelaere,960441,Atalanta,2686,italy,2526,1637,23,19,7.26,3,3,6,2.69,6.82,30,11,28.21,329,29,60.42,479,105,584,78.39,32,51.61,30,0,0,0,91,13,2,13,4,8,23,0,0,50,20260326,16,153,0,0,17,0,8.57,0,14,12,2,3,0,,89,41.98,1,0,0,161,1,46,1,3,1,0,0,0,0,0.0,0,0,0,0,330,13,0,0,1,0,0,0,0,0,0,545.67,0.0,0,24,11,8,14,43,50.59,0,18,11,61.11,46,61,85,39,121,44.16,48,615,130,745,166.9,35,3,1131,28,3,0
Mike Maignan,191210,Milan,2692,italy,2526,2576,29,29,7.25,0,0,0,,0.02,43,0,0.0,18,137,42.81,56,618,674,78.01,5,100.0,0,0,0,0,223,0,0,0,11,18,29,0,0,0,20260326,0,0,1,2,0,0,0.0,132,23,22,1,0,0,9.65,6,100.0,0,33,0,190,1,0,0,0,0,0,0,0,0,0.0,8,0,2,0,200,0,6,0,0,8,52,24,81,1,14,0.0,0.0,0,0,0,0,0,2,100.0,8,0,0,0.0,0,82,2,0,11,100.0,320,210,654,864,210.2,0,5,1163,5,3,0
Federico Ravaglia,850952,Bologna,2685,italy,2526,1199,14,13,7.24,0,0,0,,0.02,33,0,0.0,11,98,39.52,54,381,435,73.73,4,66.67,2,0,0,0,119,0,0,0,2,16,14,0,0,0,20260326,2,5,1,2,1,0,0.0,79,24,19,5,0,0,0.25,5,62.5,0,8,0,155,1,0,0,0,0,0,0,0,1,0.0,1,0,0,0,161,0,3,0,0,14,35,13,48,0,14,0.0,0.0,0,0,0,0,0,1,100.0,12,3,1,33.33,0,62,1,0,9,64.29,248,166,424,590,101.4,0,1,736,3,3,0
Alexis Saelemaekers,901891,Milan,2692,italy,2526,2289,28,27,7.23,2,3,5,2.58,4.34,26,17,23.61,316,23,46.94,583,349,932,84.04,10,50.0,10,0,0,0,124,5,3,14,7,20,28,0,0,10,20260326,23,107,0,2,21,0,5.41,0,20,20,0,1,1,,154,61.35,0,0,1,177,25,42,1,2,4,0,0,0,0,0.0,0,0,0,1,354,18,0,0,1,0,0,0,0,0,0,1144.5,0.0,0,15,22,16,7,44,50.0,0,56,30,53.57,42,49,88,72,164,60.52,49,714,395,1109,202.3,37,5,1713,55,4,0
Leo Østigård,879746,Genoa,2713,italy,2526,2083,24,24,7.22,5,1,6,3.11,0.68,33,0,0.0,71,63,48.46,311,917,1228,89.24,87,69.6,38,0,0,0,64,1,5,4,6,172,24,0,0,2,20260326,6,70,1,0,29,0,27.78,5,32,30,2,5,0,,39,54.93,3,0,1,148,20,8,1,2,23,0,0,0,1,0.0,0,0,0,0,170,1,0,0,0,0,0,0,0,0,0,416.6,0.0,0,17,1,3,11,1,100.0,0,28,19,67.86,8,80,1,1,126,64.29,130,417,959,1376,173.2,18,5,1715,12,6,0
Jean Butez,599114,Como,2704,italy,2526,2700,30,30,7.22,0,0,0,,0.09,130,0,0.0,36,188,50.67,88,798,886,82.04,12,92.31,1,0,0,0,310,0,0,0,14,40,30,1,0,0,20260326,0,1,2,0,0,0,0.0,88,22,18,4,0,0,3.93,5,100.0,0,25,0,194,1,1,0,0,0,0,0,0,0,0.0,5,0,1,0,200,0,11,0,0,50,46,25,73,1,7,0.0,0.0,0,0,0,0,0,1,100.0,50,1,1,100.0,1,182,1,0,17,94.44,371,230,850,1080,216.5,0,2,1393,8,3,0
Jacobo Ramón,1403348,Como,2704,italy,2526,2248,26,25,7.22,2,0,2,3.01,1.36,33,2,22.22,191,53,47.75,575,1029,1604,90.98,90,66.18,46,0,0,0,96,1,7,9,11,101,26,0,1,6,20260326,13,94,0,3,26,0,6.9,12,18,14,4,2,0,,59,55.14,1,0,1,159,31,10,0,0,12,0,0,0,0,0.0,0,0,0,0,188,4,0,1,1,0,0,0,0,0,0,1124.0,0.0,0,27,2,14,6,7,63.64,0,45,27,60.0,10,66,11,9,149,61.32,111,682,1081,1763,187.6,29,4,2091,7,7,0
Medon Berisha,1142149,Lecce,2689,italy,2526,880,13,12,7.2,2,3,5,1.22,2.0,21,20,33.9,95,28,51.85,186,110,296,81.32,7,46.67,8,0,0,0,41,5,0,9,0,3,13,0,0,11,20260326,2,33,0,1,11,1,8.33,0,10,10,0,1,1,,34,57.63,0,0,0,68,5,20,1,1,2,0,0,0,0,0.0,0,0,0,0,132,2,0,0,1,0,0,0,0,0,0,440.0,16.67,6,5,19,10,5,3,75.0,0,21,12,57.14,20,49,4,59,41,55.41,54,244,120,364,93.6,24,3,546,10,0,0
Samuel Chukwueze,822470,Milan,2692,italy,2526,25,1,0,7.2,0,0,0,,0.15,0,1,33.33,6,0,0.0,10,1,11,84.62,0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,20260326,1,1,0,0,0,0,0.0,0,0,0,0,0,0,,4,80.0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,100.0,0,0,0,0.0,0,0,1,3,4,80.0,0,12,1,13,7.2,0,0,21,3,0,0
Martin Baturina,1090019,Como,2704,italy,2526,1047,21,11,7.2,6,3,9,1.1,3.63,3,22,39.29,154,9,64.29,309,182,491,88.15,5,41.67,7,0,0,0,57,6,0,3,1,2,21,0,0,20,20260326,18,73,0,0,13,0,40.0,0,10,9,1,5,1,,54,45.0,0,0,0,66,5,40,1,0,2,0,0,0,0,0.0,0,0,0,0,158,11,0,0,5,0,0,0,0,0,0,174.5,0.0,0,9,6,6,6,11,40.74,0,13,9,69.23,40,14,27,56,59,44.7,14,357,200,557,151.1,15,3,788,30,0,0
Arijanet Murić,888971,Sassuolo,2793,italy,2526,2610,29,29,7.19,0,0,0,,0.07,34,0,0.0,54,196,37.12,137,376,513,60.21,16,94.12,1,0,0,0,304,0,0,0,6,43,29,1,0,0,20260326,1,2,2,4,1,0,0.0,201,38,35,3,0,0,5.23,2,66.67,0,67,0,339,0,1,0,0,0,0,0,0,1,0.0,5,0,1,0,350,0,19,0,0,19,73,36,110,2,21,0.0,0.0,0,0,0,0,0,0,0.0,16,0,0,0.0,1,59,0,0,18,90.0,528,432,420,852,208.6,0,3,1260,3,4,0
Nicolò Fagioli,901850,Fiorentina,2693,italy,2526,2076,27,24,7.19,1,3,4,2.18,3.32,81,19,23.75,304,90,67.16,663,587,1250,90.32,1,33.33,2,0,0,0,127,10,1,13,2,20,27,0,0,25,20260326,20,76,1,1,19,0,3.57,0,37,29,8,1,0,,86,53.75,0,0,0,134,13,57,0,0,8,0,0,0,0,0.0,0,0,0,0,270,16,0,0,1,0,0,0,0,0,0,2076.0,0.0,4,9,19,9,6,17,62.96,0,35,23,65.71,57,149,27,80,87,53.37,134,776,608,1384,194.2,28,3,1752,34,4,0
Ivan Provedel,308182,Lazio,2699,italy,2526,2430,27,27,7.18,0,0,0,,0.03,42,0,0.0,19,173,45.29,71,578,649,75.29,10,90.91,1,0,0,0,174,1,0,0,12,23,27,1,0,0,20260326,1,2,1,0,0,0,0.0,135,27,24,3,0,0,5.91,2,66.67,0,16,0,213,0,1,0,0,0,0,0,0,0,0.0,4,0,1,0,216,0,11,0,0,9,55,33,90,1,29,0.0,0.0,0,0,0,0,0,1,100.0,9,0,0,0.0,1,77,1,0,12,85.71,382,227,635,862,193.8,0,0,1101,2,1,0
Piotr Zieliński,138605,Inter,2697,italy,2526,1635,27,17,7.17,5,1,6,2.09,2.52,34,9,40.91,363,43,68.25,696,428,1124,92.43,10,52.63,9,0,0,0,100,6,1,10,3,22,27,0,0,7,20260326,9,44,0,1,15,0,21.74,0,16,14,2,1,4,,50,58.82,0,0,1,92,5,25,3,0,2,0,0,1,0,100.0,0,1,0,0,139,9,0,0,2,0,0,0,0,0,0,327.0,0.0,0,6,17,4,9,15,71.43,0,21,11,52.38,25,47,21,22,60,57.69,63,769,447,1216,193.5,23,4,1405,15,1,0
Andrea Belotti,220223,Cagliari,2719,italy,2526,190,3,3,7.17,2,0,2,1.92,0.03,0,0,0.0,4,0,0.0,11,11,22,78.57,5,33.33,10,0,0,0,3,0,2,0,0,1,3,0,0,3,20260326,1,18,0,0,3,0,33.33,0,2,2,0,2,0,,7,46.67,0,0,0,6,3,1,0,3,0,0,0,1,0,100.0,0,1,0,1,19,0,0,0,2,0,0,0,0,0,0,95.0,0.0,0,6,0,2,4,1,50.0,0,0,0,0.0,1,0,2,1,12,40.0,0,16,12,28,21.5,6,1,63,7,0,0
Manor Solomon,862223,Fiorentina,2693,italy,2526,485,9,5,7.17,2,0,2,0.45,0.92,4,6,20.0,60,3,100.0,104,46,150,92.59,1,100.0,0,0,0,0,15,2,0,2,0,3,9,0,0,4,20260326,4,15,0,0,1,0,40.0,0,9,8,1,1,1,,35,70.0,0,0,0,12,1,11,0,1,0,0,0,0,0,0.0,0,0,0,0,52,2,0,0,2,0,0,0,0,0,0,242.5,0.0,0,3,2,1,2,18,75.0,0,6,6,100.0,11,5,24,30,36,70.59,3,115,47,162,64.5,5,1,263,11,0,0
Nicolò Rovella,937324,Lazio,2699,italy,2526,342,8,4,7.16,0,1,1,0.03,0.98,8,4,36.36,61,9,56.25,156,148,304,92.12,3,100.0,0,0,0,0,22,2,0,0,1,4,8,0,0,2,20260326,5,13,0,1,3,0,0.0,0,2,1,1,0,0,,23,63.89,0,0,0,26,6,12,0,0,1,0,0,0,0,0.0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,1,1,0,6,66.67,0,9,9,100.0,12,18,9,11,26,66.67,16,175,155,330,57.3,1,1,400,8,2,0
Nicolò Barella,363856,Inter,2697,italy,2526,1998,27,24,7.15,1,7,8,2.63,5.37,71,31,36.47,448,60,59.41,776,391,1167,85.81,12,42.86,16,0,0,0,128,14,3,10,5,7,27,0,0,16,20260326,19,96,0,2,30,0,3.7,0,16,14,2,1,0,,82,50.62,0,0,0,193,4,63,0,4,3,0,1,0,0,0.0,0,0,0,0,322,19,0,0,1,0,0,0,0,0,0,1998.0,0.0,1,15,12,14,3,18,48.65,0,45,24,53.33,62,126,37,85,94,49.47,101,940,420,1360,193.1,27,3,1718,19,6,0
Amir Rrahmani,332155,Napoli,2714,italy,2526,1360,16,16,7.15,1,1,2,0.68,0.23,15,0,0.0,84,29,42.03,421,749,1170,91.98,57,69.51,25,0,0,0,57,0,0,3,6,54,16,0,0,3,20260326,2,48,0,1,17,0,12.5,3,12,11,1,1,0,,36,61.02,1,0,0,102,18,3,0,2,9,0,0,0,2,0.0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,1360.0,0.0,0,7,1,4,1,2,50.0,0,20,13,65.0,3,38,4,1,93,65.96,69,484,788,1272,114.4,8,1,1435,14,3,0
Domenico Berardi,253367,Sassuolo,2793,italy,2526,1585,20,19,7.14,7,4,11,5.36,2.79,28,16,34.04,153,30,52.63,261,146,407,77.52,11,44.0,14,0,0,1,64,6,4,2,3,21,20,0,0,16,20260326,17,87,0,0,27,0,24.14,0,23,20,3,7,0,,63,46.32,0,0,0,118,19,30,6,10,0,0,0,3,0,66.67,0,2,0,1,225,11,0,0,1,0,0,0,0,0,0,226.43,0.0,1,23,6,12,15,8,36.36,0,26,17,65.38,30,57,22,47,74,45.96,57,352,173,525,142.8,29,3,844,30,2,0
Emil Audero,318603,Cremonese,2761,italy,2526,2340,26,26,7.14,0,0,0,,0.05,38,0,0.0,23,207,34.5,134,481,615,60.71,11,84.62,2,0,0,0,262,0,0,0,8,25,26,0,0,0,20260326,1,3,4,1,0,0,0.0,176,37,33,4,0,0,1.63,2,66.67,0,28,0,398,0,0,0,0,0,0,0,0,0,0.0,4,0,1,0,405,0,9,0,0,5,59,44,104,1,30,0.0,0.0,0,0,0,0,0,1,100.0,5,0,0,0.0,0,109,1,0,13,81.25,600,435,578,1013,185.6,0,1,1333,5,0,0
Nikola Moro,814882,Bologna,2685,italy,2526,1455,23,16,7.13,2,0,2,0.68,1.62,77,12,31.58,257,125,65.1,560,339,899,84.25,16,53.33,14,0,0,0,64,1,1,4,3,28,23,0,0,7,20260326,10,49,0,0,14,1,11.76,0,16,13,3,1,1,,48,57.83,0,0,1,168,10,18,1,1,5,0,0,0,0,0.0,0,0,0,0,222,7,0,0,1,0,0,0,0,0,0,727.5,33.33,3,2,15,11,2,9,64.29,0,26,7,26.92,18,127,14,38,64,56.64,192,685,382,1067,164.0,17,2,1289,14,1,0
Manuel Akanji,383560,Inter,2697,italy,2526,2370,28,26,7.12,2,0,2,1.89,1.26,41,2,66.67,250,74,66.67,718,919,1637,92.49,45,53.57,39,0,0,0,107,1,1,4,13,87,28,0,0,4,20260326,9,76,0,2,23,0,9.09,0,19,17,2,2,0,,57,60.64,2,0,0,133,32,5,0,1,10,0,0,0,0,0.0,0,0,0,0,156,2,0,0,0,0,0,0,0,0,0,1185.0,0.0,0,18,4,12,6,1,50.0,0,41,18,43.9,5,73,2,3,102,57.3,111,804,966,1770,199.4,22,3,2094,15,3,0
Jérémie Boga,367056,Juventus,2687,italy,2526,276,7,2,7.11,3,0,3,2.07,1.37,2,8,44.44,20,0,0.0,35,19,54,79.41,1,25.0,3,0,0,0,3,1,2,1,0,1,7,0,0,3,20260326,2,20,0,0,2,0,21.43,0,4,3,1,3,0,,14,45.16,0,0,1,14,1,8,0,1,0,0,0,0,0,0.0,0,0,0,0,46,0,0,0,3,0,0,0,0,0,0,92.0,0.0,0,12,2,5,8,7,38.89,0,4,2,50.0,8,5,18,18,15,42.86,0,49,19,68,49.8,14,0,152,3,0,0
Giorgio Scalvini,1012176,Atalanta,2686,italy,2526,1207,16,15,7.11,2,0,2,2.0,0.75,19,0,0.0,154,28,47.46,318,379,697,87.78,27,57.45,20,0,0,0,69,0,3,6,3,49,16,0,0,4,20260326,13,68,0,0,23,0,15.38,3,8,6,2,2,0,,42,46.67,1,0,1,97,28,9,0,2,11,0,0,0,1,0.0,0,0,0,0,139,2,0,0,0,0,0,0,0,0,0,603.5,0.0,0,12,1,2,5,6,30.0,0,30,15,50.0,9,44,20,2,69,50.36,59,399,395,794,113.8,13,1,1039,6,2,0
Yann Bisseck,906275,Inter,2697,italy,2526,1565,19,17,7.11,2,1,3,2.24,0.98,13,2,15.38,178,22,43.14,424,573,997,92.14,37,66.07,19,0,0,0,59,0,3,8,7,67,19,0,0,6,20260326,6,51,0,1,19,0,9.09,0,14,12,2,2,0,,45,58.44,1,0,1,85,17,8,1,3,5,0,0,0,0,0.0,0,0,0,0,128,1,0,0,0,0,0,0,0,0,0,782.5,0.0,0,18,4,5,9,8,72.73,0,25,17,68.0,8,27,11,13,82,61.65,51,492,590,1082,135.1,22,0,1376,13,2,0
Strahinja Pavlović,965893,Milan,2692,italy,2526,2150,26,25,7.11,4,1,5,2.63,1.06,27,4,28.57,176,53,54.08,513,744,1257,90.17,56,54.37,47,0,0,0,74,0,1,4,9,88,26,0,0,9,20260326,8,92,0,1,19,0,21.05,44,21,20,1,3,1,,73,61.86,1,0,0,137,15,12,2,3,9,0,1,0,2,0.0,0,0,0,1,187,2,0,0,0,0,0,0,0,0,0,537.5,0.0,1,15,4,10,5,12,54.55,0,39,19,48.72,11,69,22,14,129,58.37,98,605,789,1394,184.8,19,1,1715,22,3,0
Elia Caprile,947954,Cagliari,2719,italy,2526,2700,30,30,7.11,0,0,0,,0.05,31,0,0.0,29,165,36.5,114,450,564,65.81,15,83.33,3,0,0,0,234,0,0,0,6,26,30,1,0,0,20260326,0,3,2,0,0,0,0.0,186,42,37,5,0,0,5.14,2,100.0,0,39,0,293,0,1,0,0,0,0,0,0,0,0.0,2,0,0,0,299,0,10,0,0,11,63,38,102,1,34,0.0,0.0,0,0,0,0,0,0,0.0,10,0,0,0.0,1,56,0,0,17,85.0,452,359,498,857,213.2,0,2,1166,8,2,0
Oumar Solet,892979,Udinese,2695,italy,2526,2241,27,26,7.1,3,1,4,2.4,1.58,34,1,9.09,194,117,57.92,489,823,1312,88.23,40,60.61,26,0,0,0,125,2,3,7,6,105,27,0,0,16,20260326,18,93,1,2,25,0,12.0,61,36,32,4,2,1,,96,58.9,0,0,0,175,37,14,0,1,13,1,0,1,0,100.0,0,1,0,0,243,5,0,0,3,0,0,0,0,0,0,747.0,0.0,0,13,12,14,4,22,64.71,0,52,35,67.31,14,81,34,11,136,59.39,202,600,887,1487,191.8,25,3,1904,23,1,0
Marten de Roon,100389,Atalanta,2686,italy,2526,2096,26,24,7.1,1,1,2,0.77,1.65,42,3,25.0,373,77,51.68,776,509,1285,86.47,24,42.11,33,0,0,0,89,1,1,3,7,52,26,0,0,5,20260326,20,89,0,0,28,0,7.14,0,19,15,4,1,0,,77,57.89,0,0,0,201,16,19,0,0,4,0,1,0,0,0.0,0,0,0,0,235,7,0,1,1,0,0,0,0,0,0,2096.0,0.0,0,4,10,7,4,2,33.33,0,66,36,54.55,18,79,6,12,101,53.16,149,922,564,1486,184.6,14,2,1754,10,6,1
Matías Soulé,1082406,Roma,2702,italy,2526,1691,25,21,7.09,6,4,10,3.32,3.01,30,16,27.12,307,30,69.77,460,163,623,83.85,9,29.03,22,0,0,0,110,4,1,11,1,9,25,0,0,42,20260326,11,127,0,0,5,0,14.29,0,10,6,4,4,2,,73,41.01,0,0,0,120,9,34,6,3,2,0,0,0,0,0.0,0,0,0,0,315,32,0,0,0,0,0,0,0,0,0,281.83,0.0,4,20,22,17,14,27,36.0,0,15,12,80.0,34,50,75,59,82,39.23,43,563,180,743,177.3,42,2,1163,31,1,0
Billy Gilmour,907668,Napoli,2714,italy,2526,700,14,8,7.09,1,0,1,0.63,0.98,21,0,0.0,155,23,56.1,321,267,588,89.77,5,38.46,8,0,0,0,50,0,0,4,1,8,12,0,0,3,20260326,4,24,0,1,8,0,11.11,0,4,4,0,1,0,,26,61.9,0,0,0,67,10,6,1,0,1,0,1,0,0,0.0,0,0,0,0,87,7,0,0,0,0,0,0,0,0,0,700.0,0.0,0,6,3,3,2,8,80.0,0,12,5,41.67,5,37,10,5,31,56.36,41,369,286,655,85.1,9,1,745,6,1,0
