player,club,position,age,nationality,data_country,data_season,gross_weekly_eur,gross_annual_eur
Harry Kane,Bayern Munich,F,31,England,germany,2425,480769.0,25000000.0
Manuel Neuer,Bayern Munich,K,38,Germany,germany,2425,403846.0,21000000.0
Joshua Kimmich,Bayern Munich,M,30,Germany,germany,2425,384615.0,20000000.0
Serge Gnabry,Bayern Munich,F,29,Germany,germany,2425,362885.0,18870000.0
Jamal Musiala,Bayern Munich,F,21,Germany,germany,2425,362885.0,18870000.0
Kingsley Coman,Bayern Munich,F,28,France,germany,2425,326923.0,17000000.0
Thomas Müller,Bayern Munich,F,35,Germany,germany,2425,288462.0,15000000.0
Leroy Sané,Bayern Munich,F,29,Germany,germany,2425,288462.0,15000000.0
Alphonso Davies,Bayern Munich,D,24,Canada,germany,2425,288462.0,15000000.0
Michael Olise,Bayern Munich,F,23,France,germany,2425,259615.0,13500000.0
Leon Goretzka,Bayern Munich,M,30,Germany,germany,2425,250000.0,13000000.0
Min-jae Kim,Bayern Munich,D,28,South Korea,germany,2425,230769.0,12000000.0
João Palhinha,Bayern Munich,M,29,Portugal,germany,2425,192308.0,10000000.0
Niklas Süle,Borussia Dortmund,D,29,Germany,germany,2425,192308.0,10000000.0
Dayot Upamecano,Bayern Munich,D,26,France,germany,2425,192308.0,10000000.0
Serhou Guirassy,Borussia Dortmund,F,28,Guinea,germany,2425,181346.0,9430000.0
Gregor Kobel,Borussia Dortmund,K,27,Switzerland,germany,2425,174231.0,9060000.0
Konrad Laimer,Bayern Munich,M,27,Austria,germany,2425,173077.0,9000000.0
Sébastien Haller,Borussia Dortmund,F,30,Cote d'Ivoire,germany,2425,163462.0,8500000.0
Nordi Mukiele,Bayer Leverkusen,D,27,France,germany,2425,161538.0,8400000.0
Emre Can,Borussia Dortmund,M,31,Germany,germany,2425,153846.0,8000000.0
Raphaël Guerreiro,Bayern Munich,D,31,Portugal,germany,2425,153846.0,8000000.0
David Raum,Leipzig,D,26,Germany,germany,2425,145192.0,7550000.0
Benjamin Henrichs,Leipzig,D,27,Germany,germany,2425,145192.0,7550000.0
Marcel Sabitzer,Borussia Dortmund,M,30,Austria,germany,2425,144231.0,7500000.0
Alejandro Grimaldo,Bayer Leverkusen,D,29,Spain,germany,2425,137885.0,7170000.0
Julian Brandt,Borussia Dortmund,F,28,Germany,germany,2425,134615.0,7000000.0
Josip Stanisic,Bayern Munich,D,24,Croatia,germany,2425,126923.0,6600000.0
Yussuf Poulsen,Leipzig,F,30,Denmark,germany,2425,126923.0,6600000.0
Alexander Nübel,Bayern Munich,K,27,Germany,germany,2425,125000.0,6500000.0
Xavi Simons,Leipzig,F,21,Netherlands,germany,2425,115385.0,6000000.0
Donyell Malen,Borussia Dortmund,F,25,Netherlands,germany,2425,115385.0,6000000.0
Patrik Schick,Bayer Leverkusen,F,29,Czech Republic,germany,2425,115385.0,6000000.0
Benjamin Sesko,Leipzig,F,21,Slovenia,germany,2425,108846.0,5660000.0
Aleksandar Pavlovic,Bayern Munich,M,20,Germany,germany,2425,108846.0,5660000.0
Victor Boniface,Bayer Leverkusen,F,24,Nigeria,germany,2425,108846.0,5660000.0
Matthias Ginter,Freiburg,D,31,Germany,germany,2425,108846.0,5660000.0
Willi Orbán,Leipzig,D,32,Hungary,germany,2425,108846.0,5660000.0
Péter Gulácsi,Leipzig,K,34,Hungary,germany,2425,108846.0,5660000.0
Pascal Groß,Borussia Dortmund,M,33,Germany,germany,2425,108846.0,5660000.0
Edmond Tapsoba,Bayer Leverkusen,D,26,Burkina Faso,germany,2425,108846.0,5660000.0
Maximilian Arnold,Wolfsburg,M,30,Germany,germany,2425,108846.0,5660000.0
Exequiel Palacios,Bayer Leverkusen,M,26,Argentina,germany,2425,108846.0,5660000.0
Lukas Klostermann,Leipzig,D,28,Germany,germany,2425,108846.0,5660000.0
Loïs Openda,Leipzig,F,24,Belgium,germany,2425,108846.0,5660000.0
Aleix García,Bayer Leverkusen,M,27,Spain,germany,2425,101538.0,5280000.0
Philipp Lienhart,Freiburg,D,28,Austria,germany,2425,101538.0,5280000.0
Waldemar Anton,Borussia Dortmund,D,28,Germany,germany,2425,101538.0,5280000.0
Lovro Majer,Wolfsburg,F,27,Croatia,germany,2425,99808.0,5190000.0
Felix Nmecha,Borussia Dortmund,M,24,Germany,germany,2425,96154.0,5000000.0
Eric Dier,Bayern Munich,D,31,England,germany,2425,96154.0,5000000.0
Karim Adeyemi,Borussia Dortmund,F,23,Germany,germany,2425,96154.0,5000000.0
Julian Ryerson,Borussia Dortmund,D,27,Norway,germany,2425,96154.0,5000000.0
Mathys Tel,Bayern Munich,F,19,France,germany,2425,96154.0,5000000.0
Maximilian Mittelstädt,Stuttgart,D,27,Germany,germany,2425,94423.0,4910000.0
Martin Terrier,Bayer Leverkusen,F,27,France,germany,2425,90769.0,4720000.0
Nico Schlotterbeck,Borussia Dortmund,D,25,Germany,germany,2425,90769.0,4720000.0
Alassane Pléa,Monchengladbach,F,31,France,germany,2425,90769.0,4720000.0
Castello Lukeba,Leipzig,D,22,France,germany,2425,90769.0,4720000.0
Maximilian Eggestein,Freiburg,M,28,Germany,germany,2425,90769.0,4720000.0
Ermedin Demirovic,Stuttgart,F,26,Bosnia-Herzegovina,germany,2425,90769.0,4720000.0
Lutsharel Geertruida,Leipzig,D,24,Netherlands,germany,2425,90769.0,4720000.0
Vincenzo Grifo,Freiburg,F,31,Italy,germany,2425,87115.0,4530000.0
Angelo Stiller,Stuttgart,M,23,Germany,germany,2425,86923.0,4520000.0
Deniz Undav,Stuttgart,F,28,Germany,germany,2425,86923.0,4520000.0
Ramy Bensebaini,Borussia Dortmund,D,29,Algeria,germany,2425,86538.0,4500000.0
Florian Wirtz,Bayer Leverkusen,F,21,Germany,germany,2425,86538.0,4500000.0
Amadou Haidara,Leipzig,M,27,Mali,germany,2425,83462.0,4340000.0
Christoph Baumgartner,Leipzig,F,25,Austria,germany,2425,83462.0,4340000.0
Jonas Hofmann,Bayer Leverkusen,F,32,Germany,germany,2425,83462.0,4340000.0
Alexander Nübel,Stuttgart,K,28,Germany,germany,2425,79808.0,4150000.0
Granit Xhaka,Bayer Leverkusen,M,32,Switzerland,germany,2425,79808.0,4150000.0
Xaver Schlager,Leipzig,M,27,Austria,germany,2425,76923.0,4000000.0
Jeremie Frimpong,Bayer Leverkusen,M,24,Netherlands,germany,2425,76923.0,4000000.0
Florian Neuhaus,Monchengladbach,M,27,Germany,germany,2425,76154.0,3960000.0
Andrej Kramaric,Hoffenheim,F,33,Croatia,germany,2425,76154.0,3960000.0
Diadié Samassékou,Hoffenheim,M,29,Mali,germany,2425,75000.0,3900000.0
Maximilian Beier,Borussia Dortmund,F,22,Germany,germany,2425,72692.0,3780000.0
Sacha Boey,Bayern Munich,D,24,France,germany,2425,72692.0,3780000.0
Salih Özcan,Borussia Dortmund,M,27,Turkey,germany,2425,72692.0,3780000.0
Hiroki Ito,Bayern Munich,D,25,Japan,germany,2425,72692.0,3780000.0
Piero Hincapié,Bayer Leverkusen,D,23,Ecuador,germany,2425,72692.0,3780000.0
Aster Vranckx,Wolfsburg,M,22,Belgium,germany,2425,72692.0,3780000.0
Salih Özcan,Wolfsburg,M,26,Turkey,germany,2425,72692.0,3780000.0
Maximilian Philipp,Freiburg,F,30,Germany,germany,2425,72500.0,3770000.0
Mergim Berisha,Hoffenheim,F,26,Germany,germany,2425,72500.0,3770000.0
Joakim Maehle,Wolfsburg,D,27,Denmark,germany,2425,72500.0,3770000.0
Robert Andrich,Bayer Leverkusen,M,30,Germany,germany,2425,72500.0,3770000.0
Ridle Baku,Leipzig,D,26,Germany,germany,2425,72500.0,3770000.0
Andreas Skov Olsen,Wolfsburg,F,25,Denmark,germany,2425,72500.0,3770000.0
Robin Hack,Monchengladbach,F,26,Germany,germany,2425,72500.0,3770000.0
Yannick Gerhardt,Wolfsburg,M,30,Germany,germany,2425,68846.0,3580000.0
Nico Elvedi,Monchengladbach,D,28,Switzerland,germany,2425,68846.0,3580000.0
André Silva,Leipzig,F,29,Portugal,germany,2425,67308.0,3500000.0
Kevin Trapp,Eintracht Frankfurt,K,34,Germany,germany,2425,67308.0,3500000.0
Mergim Berisha,Augsburg,F,26,Germany,germany,2425,67308.0,3500000.0
Hugo Ekitiké,Eintracht Frankfurt,F,22,France,germany,2425,67308.0,3500000.0
Mario Götze,Eintracht Frankfurt,F,32,Germany,germany,2425,67308.0,3500000.0
Oliver Baumann,Hoffenheim,K,34,Germany,germany,2425,67308.0,3500000.0
Jan-Niklas Beste,Freiburg,F,26,Germany,germany,2425,65385.0,3400000.0
Amine Adli,Bayer Leverkusen,F,24,Morocco,germany,2425,65385.0,3400000.0
Nathan Tella,Bayer Leverkusen,M,25,Nigeria,germany,2425,65385.0,3400000.0
Tim Kleindienst,Monchengladbach,F,29,Germany,germany,2425,65385.0,3400000.0
Julian Weigl,Monchengladbach,M,29,Germany,germany,2425,65385.0,3400000.0
Nicolas Seiwald,Leipzig,M,23,Austria,germany,2425,65385.0,3400000.0
Elye Wahi,Eintracht Frankfurt,F,22,France,germany,2425,65385.0,3400000.0
