player,club,position,age,nationality,data_country,data_season,gross_weekly_eur,gross_annual_eur
Paulo Dybala,Juventus,F,28,Argentina,italy,2122,260000.0,13520000.0
Dusan Vlahovic,Juventus,F,22,Serbia,italy,2122,249231.0,12960000.0
Wojciech Szczesny,Juventus,K,31,Poland,italy,2122,231538.0,12040000.0
Leonardo Bonucci,Juventus,D,34,Italy,italy,2122,231538.0,12040000.0
Marcelo Brozovic,Inter Milan,M,29,Croatia,italy,2122,213654.0,11110000.0
Alex Sandro,Juventus,D,31,Brazil,italy,2122,213654.0,11110000.0
Kalidou Koulibaly,Napoli,D,30,Senegal,italy,2122,213654.0,11110000.0
Lautaro Martínez,Inter Milan,F,24,Argentina,italy,2122,213654.0,11110000.0
Matthijs de Ligt,Juventus,D,22,Netherlands,italy,2122,197308.0,10260000.0
Christian Eriksen,Inter Milan,F,29,Denmark,italy,2122,185000.0,9620000.0
Alessio Romagnoli,AC Milan,D,27,Italy,italy,2122,178077.0,9260000.0
Hakan Calhanoglu,Inter Milan,M,27,Turkey,italy,2122,178077.0,9260000.0
Ivan Perisic,Inter Milan,M,33,Croatia,italy,2122,178077.0,9260000.0
Edin Dzeko,Inter Milan,F,35,Bosnia-Herzegovina,italy,2122,178077.0,9260000.0
Nicolò Barella,Inter Milan,M,24,Italy,italy,2122,178077.0,9260000.0
Juan Cuadrado,Juventus,D,33,Colombia,italy,2122,178077.0,9260000.0
Federico Chiesa,Juventus,F,24,Italy,italy,2122,178077.0,9260000.0
Zlatan Ibrahimovic,AC Milan,F,40,Sweden,italy,2122,172500.0,8970000.0
Alexis Sánchez,Inter Milan,F,33,Chile,italy,2122,172500.0,8970000.0
Aaron Ramsey,Juventus,M,30,Wales,italy,2122,172500.0,8970000.0
Adrien Rabiot,Juventus,M,26,France,italy,2122,172500.0,8970000.0
Lorenzo Insigne,Napoli,F,30,Italy,italy,2122,163846.0,8520000.0
Arturo Vidal,Inter Milan,M,34,Chile,italy,2122,160192.0,8330000.0
Dries Mertens,Napoli,F,34,Belgium,italy,2122,160192.0,8330000.0
Federico Bernardeschi,Juventus,F,27,Italy,italy,2122,142500.0,7410000.0
Ciro Immobile,Lazio,F,31,Italy,italy,2122,142500.0,7410000.0
Konstantinos Manolas,Napoli,D,30,Greece,italy,2122,142500.0,7410000.0
Stefan de Vrij,Inter Milan,D,29,Netherlands,italy,2122,135385.0,7040000.0
Stephan El Shaarawy,Roma,F,29,Italy,italy,2122,124615.0,6480000.0
Joaquín Correa,Inter Milan,F,27,Argentina,italy,2122,124615.0,6480000.0
Piotr Zielinski,Napoli,F,27,Poland,italy,2122,124615.0,6480000.0
Lorenzo Pellegrini,Roma,M,25,Italy,italy,2122,124615.0,6480000.0
Daniele Rugani,Juventus,D,27,Italy,italy,2122,124615.0,6480000.0
Arthur,Juventus,M,25,Brazil,italy,2122,123269.0,6410000.0
Álvaro Morata,Juventus,F,29,Spain,italy,2122,123269.0,6410000.0
Sergej Milinković-Savić,Lazio,M,26,Serbia,italy,2122,114038.0,5930000.0
Samir Handanovic,Inter Milan,K,37,Slovenia,italy,2122,114038.0,5930000.0
Tammy Abraham,Roma,F,24,England,italy,2122,110962.0,5770000.0
Steven Nzonzi,Roma,M,32,France,italy,2122,110385.0,5740000.0
Milan Skriniar,Inter Milan,D,26,Slovakia,italy,2122,106923.0,5560000.0
Manuel Locatelli,Juventus,M,24,Italy,italy,2122,106923.0,5560000.0
Giorgio Chiellini,Juventus,D,37,Italy,italy,2122,106923.0,5560000.0
Alessandro Florenzi,AC Milan,D,30,Italy,italy,2122,106923.0,5560000.0
Leonardo Spinazzola,Roma,D,28,Italy,italy,2122,106923.0,5560000.0
Jordan Veretout,Roma,M,28,France,italy,2122,106923.0,5560000.0
Pablo Marí,Udinese,D,28,Spain,italy,2122,101731.0,5290000.0
Alessandro Bastoni,Inter Milan,D,22,Italy,italy,2122,99808.0,5190000.0
Theo Hernández,AC Milan,D,24,France,italy,2122,98654.0,5130000.0
Victor Osimhen,Napoli,F,23,Nigeria,italy,2122,98654.0,5130000.0
Danilo,Juventus,D,30,Brazil,italy,2122,98654.0,5130000.0
Hirving Lozano,Napoli,F,26,Mexico,italy,2122,98654.0,5130000.0
Chris Smalling,Roma,D,32,England,italy,2122,93654.0,4870000.0
