player,club,position,age,nationality,data_country,data_season,gross_weekly_eur,gross_annual_eur
Sadio Mané,Bayern Munich,F,30,Senegal,germany,2223,423077.0,22000000.0
Manuel Neuer,Bayern Munich,K,36,Germany,germany,2223,403846.0,21000000.0
Thomas Müller,Bayern Munich,F,33,Germany,germany,2223,394231.0,20500000.0
Joshua Kimmich,Bayern Munich,M,27,Germany,germany,2223,375000.0,19500000.0
Serge Gnabry,Bayern Munich,F,27,Germany,germany,2223,362885.0,18870000.0
Kingsley Coman,Bayern Munich,F,26,France,germany,2223,326923.0,17000000.0
Matthijs de Ligt,Bayern Munich,D,23,Netherlands,germany,2223,307692.0,16000000.0
João Cancelo,Bayern Munich,D,28,Portugal,germany,2223,293846.0,15280000.0
Lucas Hernández,Bayern Munich,D,26,France,germany,2223,288462.0,15000000.0
Leroy Sané,Bayern Munich,F,27,Germany,germany,2223,288462.0,15000000.0
Leon Goretzka,Bayern Munich,M,27,Germany,germany,2223,250000.0,13000000.0
Alphonso Davies,Bayern Munich,D,22,Canada,germany,2223,216346.0,11250000.0
Sébastien Haller,Borussia Dortmund,F,28,Cote d'Ivoire,germany,2223,211538.0,11000000.0
Timo Werner,Leipzig,F,26,Germany,germany,2223,192308.0,10000000.0
Christopher Nkunku,Leipzig,F,25,France,germany,2223,192308.0,10000000.0
Niklas Süle,Borussia Dortmund,D,27,Germany,germany,2223,192308.0,10000000.0
Dayot Upamecano,Bayern Munich,D,24,France,germany,2223,192308.0,10000000.0
Dani Olmo,Leipzig,F,25,Spain,germany,2223,181346.0,9430000.0
Ryan Gravenberch,Bayern Munich,M,20,Netherlands,germany,2223,176923.0,9200000.0
Emre Can,Borussia Dortmund,M,29,Germany,germany,2223,163462.0,8500000.0
Noussair Mazraoui,Bayern Munich,D,25,Morocco,germany,2223,153846.0,8000000.0
David Raum,Leipzig,D,24,Germany,germany,2223,145192.0,7550000.0
Thomas Meunier,Borussia Dortmund,D,31,Belgium,germany,2223,144231.0,7500000.0
Mats Hummels,Borussia Dortmund,D,34,Germany,germany,2223,134615.0,7000000.0
Julian Brandt,Borussia Dortmund,F,26,Germany,germany,2223,134615.0,7000000.0
Eric Maxim Choupo-Moting,Bayern Munich,F,33,Cameroon,germany,2223,134615.0,7000000.0
Josko Gvardiol,Leipzig,D,21,Croatia,germany,2223,134615.0,7000000.0
Marco Reus,Borussia Dortmund,F,33,Germany,germany,2223,134615.0,7000000.0
Emil Forsberg,Leipzig,F,31,Sweden,germany,2223,126923.0,6600000.0
Patrik Schick,Bayer Leverkusen,F,27,Czech Republic,germany,2223,115385.0,6000000.0
Donyell Malen,Borussia Dortmund,F,24,Netherlands,germany,2223,115385.0,6000000.0
Anthony Modeste,Borussia Dortmund,F,34,France,germany,2223,115385.0,6000000.0
Maximilian Arnold,Wolfsburg,M,28,Germany,germany,2223,108846.0,5660000.0
Matthias Ginter,Freiburg,D,29,Germany,germany,2223,108846.0,5660000.0
Péter Gulácsi,Leipzig,K,32,Hungary,germany,2223,107692.0,5600000.0
Raphaël Guerreiro,Borussia Dortmund,D,29,Portugal,germany,2223,105769.0,5500000.0
Abdou Diallo,Leipzig,D,26,Senegal,germany,2223,103846.0,5400000.0
Philipp Lienhart,Freiburg,D,26,Austria,germany,2223,101538.0,5280000.0
Lukas Klostermann,Leipzig,D,26,Germany,germany,2223,100000.0,5200000.0
Nico Schulz,Borussia Dortmund,D,29,Germany,germany,2223,96154.0,5000000.0
André Silva,Leipzig,F,27,Portugal,germany,2223,96154.0,5000000.0
Benjamin Pavard,Bayern Munich,D,26,France,germany,2223,96154.0,5000000.0
Jamal Musiala,Bayern Munich,F,19,Germany,germany,2223,96154.0,5000000.0
Yann Sommer,Bayern Munich,K,34,Switzerland,germany,2223,96154.0,5000000.0
Thorgan Hazard,Borussia Dortmund,F,29,Belgium,germany,2223,96154.0,5000000.0
Karim Adeyemi,Borussia Dortmund,F,21,Germany,germany,2223,96154.0,5000000.0
Karim Bellarabi,Bayer Leverkusen,F,32,Germany,germany,2223,94231.0,4900000.0
Alassane Plea,Monchengladbach,F,29,France,germany,2223,90769.0,4720000.0
Nico Schlotterbeck,Borussia Dortmund,D,23,Germany,germany,2223,90769.0,4720000.0
Florian Wirtz,Bayer Leverkusen,F,19,Germany,germany,2223,86538.0,4500000.0
Dominik Szoboszlai,Leipzig,F,22,Hungary,germany,2223,80769.0,4200000.0
Willi Orbán,Leipzig,D,30,Hungary,germany,2223,80769.0,4200000.0
Jonas Hofmann,Monchengladbach,F,30,Germany,germany,2223,77308.0,4020000.0
