player,club,position,age,nationality,data_country,data_season,gross_weekly_eur,gross_annual_eur
Kylian Mbappé,PSG,F,23,France,france,2122,1384615.0,72000000.0
Lionel Messi,PSG,F,34,Argentina,france,2122,1223846.0,63640000.0
Neymar,PSG,F,29,Brazil,france,2122,1083846.0,56360000.0
Keylor Navas,PSG,K,35,Costa Rica,france,2122,314615.0,16360000.0
Mauro Icardi,PSG,F,28,Argentina,france,2122,279808.0,14550000.0
Marco Verratti,PSG,M,29,Italy,france,2122,276923.0,14400000.0
Ángel Di María,PSG,F,33,Argentina,france,2122,253846.0,13200000.0
Georginio Wijnaldum,PSG,M,31,Netherlands,france,2122,244808.0,12730000.0
Gianluigi Donnarumma,PSG,K,22,Italy,france,2122,244808.0,12730000.0
Tanguy Ndombélé,Lyon,M,25,France,france,2122,237308.0,12340000.0
Marquinhos,PSG,D,27,Brazil,france,2122,209808.0,10910000.0
Sergio Ramos,PSG,D,35,Spain,france,2122,209615.0,10900000.0
Achraf Hakimi,PSG,D,23,Morocco,france,2122,174808.0,9090000.0
Leandro Paredes,PSG,M,27,Argentina,france,2122,173077.0,9000000.0
Juan Bernat,PSG,D,28,Spain,france,2122,168462.0,8760000.0
Ander Herrera,PSG,M,32,Spain,france,2122,150000.0,7800000.0
Wissam Ben Yedder,Monaco,F,31,France,france,2122,150000.0,7800000.0
Presnel Kimpembe,PSG,D,26,France,france,2122,147692.0,7680000.0
Julian Draxler,PSG,F,28,Germany,france,2122,138462.0,7200000.0
Cesc Fàbregas,Monaco,M,34,Spain,france,2122,138462.0,7200000.0
Layvin Kurzawa,PSG,D,29,France,france,2122,115385.0,6000000.0
Idrissa Gueye,PSG,M,32,Senegal,france,2122,115385.0,6000000.0
Dimitri Payet,Marseille,F,34,France,france,2122,115385.0,6000000.0
Abdou Diallo,PSG,D,25,Senegal,france,2122,103846.0,5400000.0
Alexander Nübel,Monaco,K,25,Germany,france,2122,96154.0,5000000.0
Thilo Kehrer,PSG,D,25,Germany,france,2122,94615.0,4920000.0
Cédric Bakambu,Marseille,F,30,Democratic Republic of the Congo,france,2122,92308.0,4800000.0
Jérôme Boateng,Lyon,D,33,Germany,france,2122,92308.0,4800000.0
Arkadiusz Milik,Marseille,F,27,Poland,france,2122,92308.0,4800000.0
Islam Slimani,Lyon,F,33,Algeria,france,2122,87692.0,4560000.0
Dante,Nice,D,38,Brazil,france,2122,87500.0,4550000.0
Anthony Lopes,Lyon,K,31,Portugal,france,2122,80769.0,4200000.0
Xherdan Shaqiri,Lyon,F,30,Switzerland,france,2122,80769.0,4200000.0
Gerson,Marseille,M,24,Brazil,france,2122,76923.0,4000000.0
Cengiz Ünder,Marseille,F,24,Turkey,france,2122,76154.0,3960000.0
Pau López,Marseille,K,27,Spain,france,2122,74038.0,3850000.0
Mattéo Guendouzi,Marseille,M,22,France,france,2122,73846.0,3840000.0
Justin Kluivert,Nice,F,22,Netherlands,france,2122,71538.0,3720000.0
Houssem Aouar,Lyon,M,23,France,france,2122,71538.0,3720000.0
Thiago Mendes,Lyon,M,29,Brazil,france,2122,69231.0,3600000.0
Renato Sanches,Lille,M,24,Portugal,france,2122,69231.0,3600000.0
Steve Mandanda,Marseille,K,36,France,france,2122,69231.0,3600000.0
Aleksandr Golovin,Monaco,F,25,Russia,france,2122,69231.0,3600000.0
Kevin Volland,Monaco,F,29,Germany,france,2122,69231.0,3600000.0
Gelson Martins,Monaco,F,26,Portugal,france,2122,69231.0,3600000.0
Laurent Koscielny,Bordeaux,D,35,France,france,2122,69231.0,3600000.0
Wahbi Khazri,St-Etienne,F,30,Tunisia,france,2122,66923.0,3480000.0
Loïc Badé,Rennes,D,21,France,france,2122,63462.0,3300000.0
Rafinha,PSG,M,28,Brazil,france,2122,62500.0,3250000.0
Lucas Paquetá,Lyon,F,24,Brazil,france,2122,62500.0,3250000.0
Djibril Sidibé,Monaco,D,29,France,france,2122,61731.0,3210000.0
Danilo Pereira,PSG,M,30,Portugal,france,2122,61538.0,3200000.0
Moussa Dembélé,Lyon,F,25,France,france,2122,60000.0,3120000.0
Amine Harit,Marseille,F,24,Morocco,france,2122,59615.0,3100000.0
Kasper Dolberg,Nice,F,24,Denmark,france,2122,57692.0,3000000.0
Vanderson,Monaco,D,20,Brazil,france,2122,57692.0,3000000.0
Krépin Diatta,Monaco,F,22,Senegal,france,2122,57500.0,2990000.0
Josuha Guilavogui,Bordeaux,M,31,France,france,2122,55385.0,2880000.0
Emerson,Lyon,D,27,Italy,france,2122,52692.0,2740000.0
M'Baye Niang,Rennes,F,26,Senegal,france,2122,50769.0,2640000.0
Jason Denayer,Lyon,D,26,Belgium,france,2122,50577.0,2630000.0
Sead Kolasinac,Marseille,D,28,Bosnia-Herzegovina,france,2122,49615.0,2580000.0
Andy Delort,Nice,F,30,Algeria,france,2122,48462.0,2520000.0
Calvin Stengs,Nice,F,23,Netherlands,france,2122,48077.0,2500000.0
Frédéric Guilbert,Strasbourg,D,27,France,france,2122,46538.0,2420000.0
Marcelo,Lyon,D,34,Brazil,france,2122,46346.0,2410000.0
Bruno Guimarães,Lyon,M,23,Brazil,france,2122,46154.0,2400000.0
William Saliba,Marseille,D,20,France,france,2122,44423.0,2310000.0
Philippe Sandler,Troyes,D,24,Netherlands,france,2122,44231.0,2300000.0
Ryad Boudebouz,St-Etienne,F,31,Algeria,france,2122,43846.0,2280000.0
Burak Yilmaz,Lille,F,36,Turkey,france,2122,42115.0,2190000.0
Caio Henrique,Monaco,D,24,Brazil,france,2122,42115.0,2190000.0
Serhou Guirassy,Rennes,F,25,France,france,2122,41538.0,2160000.0
Hamari Traoré,Rennes,D,30,Mali,france,2122,41538.0,2160000.0
Benoît Costil,Bordeaux,K,34,France,france,2122,41538.0,2160000.0
Gaëtan Laborde,Rennes,F,27,France,france,2122,41538.0,2160000.0
Sergio Rico,PSG,K,28,Spain,france,2122,39423.0,2050000.0
Mario Lemina,Nice,M,28,Gabon,france,2122,38846.0,2020000.0
Léo Dubois,Lyon,D,27,France,france,2122,38077.0,1980000.0
Jonathan David,Lille,F,22,Canada,france,2122,37500.0,1950000.0
Valère Germain,Montpellier,F,31,France,france,2122,35192.0,1830000.0
Duje Caleta-Car,Marseille,D,25,Croatia,france,2122,34808.0,1810000.0
Jordan Amavi,Marseille,D,27,France,france,2122,34615.0,1800000.0
Sofiane Boufal,Angers,F,28,Morocco,france,2122,34615.0,1800000.0
Marcelo,Bordeaux,D,34,Brazil,france,2122,34615.0,1800000.0
Otávio,Bordeaux,M,27,Brazil,france,2122,34615.0,1800000.0
Youcef Atal,Nice,D,25,Algeria,france,2122,34615.0,1800000.0
Moses Simon,Nantes,F,26,Nigeria,france,2122,34615.0,1800000.0
Valentin Rongier,Marseille,M,27,France,france,2122,33077.0,1720000.0
José Fonte,Lille,D,38,Portugal,france,2122,32308.0,1680000.0
Benjamin Bourigeaud,Rennes,M,28,France,france,2122,32308.0,1680000.0
Jimmy Briand,Bordeaux,F,36,France,france,2122,31154.0,1620000.0
Baptiste Santamaria,Rennes,M,26,France,france,2122,30192.0,1570000.0
Seko Fofana,Lens,M,26,Cote d'Ivoire,france,2122,30000.0,1560000.0
Benjamin André,Lille,M,31,France,france,2122,30000.0,1560000.0
Lovro Majer,Rennes,F,24,Croatia,france,2122,30000.0,1560000.0
Jérémy Doku,Rennes,F,19,Belgium,france,2122,30000.0,1560000.0
Morgan Schneiderlin,Nice,M,32,France,france,2122,29615.0,1540000.0
Birger Meling,Rennes,D,27,Norway,france,2122,29423.0,1530000.0
Florent Mollet,Montpellier,M,30,France,france,2122,29423.0,1530000.0
