player,club,position,age,nationality,data_country,data_season,gross_weekly_eur,gross_annual_eur
Robert Lewandowski,Barcelona,F,36,Poland,spain,2425,640962.0,33330000.0
Kylian Mbappé,Real Madrid,F,26,France,spain,2425,600962.0,31250000.0
Vinicius Junior,Real Madrid,F,24,Brazil,spain,2425,480769.0,25000000.0
David Alaba,Real Madrid,D,32,Austria,spain,2425,432692.0,22500000.0
Jan Oblak,Atletico Madrid,K,32,Slovenia,spain,2425,400577.0,20830000.0
Jude Bellingham,Real Madrid,F,21,England,spain,2425,400577.0,20830000.0
Frenkie de Jong,Barcelona,M,27,Netherlands,spain,2425,365385.0,19000000.0
Federico Valverde,Real Madrid,M,26,Uruguay,spain,2425,320577.0,16670000.0
Rodrygo,Real Madrid,F,24,Brazil,spain,2425,320577.0,16670000.0
Raphinha,Barcelona,F,28,Brazil,spain,2425,320577.0,16670000.0
Thibaut Courtois,Real Madrid,K,32,Belgium,spain,2425,288462.0,15000000.0
Antonio Rüdiger,Real Madrid,D,31,Germany,spain,2425,280385.0,14580000.0
Éder Militão,Real Madrid,D,27,Brazil,spain,2425,280385.0,14580000.0
Ansu Fati,Barcelona,F,22,Spain,spain,2425,268269.0,13950000.0
Jules Koundé,Barcelona,D,26,France,spain,2425,260577.0,13550000.0
Aurélien Tchouaméni,Real Madrid,M,25,France,spain,2425,240385.0,12500000.0
Antoine Griezmann,Atletico Madrid,F,34,France,spain,2425,240385.0,12500000.0
Dani Olmo,Barcelona,F,26,Spain,spain,2425,240385.0,12500000.0
Ronald Araujo,Barcelona,D,25,Uruguay,spain,2425,240385.0,12500000.0
Eduardo Camavinga,Real Madrid,M,22,France,spain,2425,240385.0,12500000.0
Pedri,Barcelona,M,22,Spain,spain,2425,240385.0,12500000.0
Marc-André ter Stegen,Barcelona,K,32,Germany,spain,2425,240385.0,12500000.0
Iñaki Williams,Athletic Club,F,30,Ghana,spain,2425,219231.0,11400000.0
Ferland Mendy,Real Madrid,D,29,France,spain,2425,200385.0,10420000.0
Nico Williams,Athletic Club,F,22,Spain,spain,2425,200385.0,10420000.0
Luka Modric,Real Madrid,M,39,Croatia,spain,2425,200385.0,10420000.0
Julián Alvarez,Atletico Madrid,F,25,Argentina,spain,2425,200385.0,10420000.0
Daniel Carvajal,Real Madrid,D,33,Spain,spain,2425,200385.0,10420000.0
Dani Ceballos,Real Madrid,M,28,Spain,spain,2425,200385.0,10420000.0
Ferran Torres,Barcelona,F,24,Spain,spain,2425,192308.0,10000000.0
Gavi,Barcelona,M,20,Spain,spain,2425,180385.0,9380000.0
Lucas Vázquez,Real Madrid,D,33,Spain,spain,2425,180385.0,9380000.0
Iñigo Martínez,Barcelona,D,33,Spain,spain,2425,174231.0,9060000.0
Andreas Christensen,Barcelona,D,28,Denmark,spain,2425,173077.0,9000000.0
Conor Gallagher,Atletico Madrid,M,25,England,spain,2425,173077.0,9000000.0
