player,club,position,age,nationality,data_country,data_season,gross_weekly_eur,gross_annual_eur
Erling Haaland,Manchester City,F,24,Norway,england,2425,608197.0,31626269.0
Mohamed Salah,Liverpool,F,32,Egypt,england,2425,463389.0,24096205.0
Kevin De Bruyne,Manchester City,F,33,Belgium,england,2425,463389.0,24096205.0
Virgil van Dijk,Liverpool,D,33,Netherlands,england,2425,405465.0,21084179.0
Casemiro,Manchester United,M,32,Brazil,england,2425,405465.0,21084179.0
Bernardo Silva,Manchester City,F,30,Portugal,england,2425,347541.0,18072154.0
Bruno Fernandes,Manchester United,F,30,Portugal,england,2425,347541.0,18072154.0
Jack Grealish,Manchester City,F,29,England,england,2425,347541.0,18072154.0
Omar Marmoush,Manchester City,F,25,Egypt,england,2425,341749.0,17770951.0
Kai Havertz,Arsenal,F,25,Germany,england,2425,324372.0,16867343.0
Gabriel Jesus,Arsenal,F,27,Brazil,england,2425,306995.0,15963736.0
John Stones,Manchester City,D,30,England,england,2425,289618.0,15060128.0
Reece James,Chelsea,D,25,England,england,2425,289618.0,15060128.0
Martin Ødegaard,Arsenal,F,26,Norway,england,2425,278033.0,14457723.0
Declan Rice,Arsenal,M,26,England,england,2425,278033.0,14457723.0
İlkay Gündoğan,Manchester City,M,34,Germany,england,2425,266448.0,13855318.0
Phil Foden,Manchester City,F,24,England,england,2425,260656.0,13554115.0
Marcus Rashford,Aston Villa,F,27,England,england,2425,260656.0,13554115.0
Rodri,Manchester City,M,28,Spain,england,2425,254864.0,13252913.0
Raheem Sterling,Chelsea,F,29,England,england,2425,249071.0,12951710.0
Mason Mount,Manchester United,F,26,England,england,2425,231694.0,12048102.0
Thomas Partey,Arsenal,M,31,Ghana,england,2425,231694.0,12048102.0
Josko Gvardiol,Manchester City,D,23,Croatia,england,2425,231694.0,12048102.0
Wesley Fofana,Chelsea,D,24,France,england,2425,231694.0,12048102.0
Matthijs de Ligt,Manchester United,D,25,Netherlands,england,2425,225902.0,11746900.0
Bukayo Saka,Arsenal,F,23,England,england,2425,225902.0,11746900.0
Christopher Nkunku,Chelsea,F,27,France,england,2425,225902.0,11746900.0
Heung-min Son,Tottenham,F,32,South Korea,england,2425,220110.0,11445697.0
William Saliba,Arsenal,D,23,France,england,2425,220110.0,11445697.0
Harry Maguire,Manchester United,D,31,England,england,2425,220110.0,11445697.0
Trent Alexander-Arnold,Liverpool,D,26,England,england,2425,208525.0,10843292.0
Gabriel Martinelli,Arsenal,F,23,Brazil,england,2425,208525.0,10843292.0
Manuel Akanji,Manchester City,D,29,Switzerland,england,2425,208525.0,10843292.0
Rúben Dias,Manchester City,D,27,Portugal,england,2425,208525.0,10843292.0
Enzo Fernández,Chelsea,M,24,Argentina,england,2425,208525.0,10843292.0
Marc Cucurella,Chelsea,D,26,Spain,england,2425,202733.0,10542090.0
James Maddison,Tottenham,F,28,England,england,2425,196940.0,10240887.0
Cristian Romero,Tottenham,D,26,Argentina,england,2425,191148.0,9939685.0
Timo Werner,Tottenham,F,28,Germany,england,2425,191148.0,9939685.0
Bruno Guimarães,Newcastle,M,27,Brazil,england,2425,185355.0,9638482.0
Nathan Aké,Manchester City,D,29,Netherlands,england,2425,185355.0,9638482.0
Andrew Robertson,Liverpool,D,30,Scotland,england,2425,185355.0,9638482.0
Pedro Neto,Chelsea,F,24,Portugal,england,2425,185355.0,9638482.0
Luke Shaw,Manchester United,D,29,England,england,2425,173771.0,9036077.0
Jarrod Bowen,West Ham,F,28,England,england,2425,173771.0,9036077.0
Ben White,Arsenal,D,27,England,england,2425,173771.0,9036077.0
Lucas Paquetá,West Ham,F,27,Brazil,england,2425,173771.0,9036077.0
Lloyd Kelly,Newcastle,D,25,England,england,2425,173771.0,9036077.0
Joelinton,Newcastle,M,28,Brazil,england,2425,173771.0,9036077.0
Ryan Gravenberch,Liverpool,M,22,Netherlands,england,2425,173771.0,9036077.0
Oleksandr Zinchenko,Arsenal,D,28,Ukraine,england,2425,173771.0,9036077.0
Moisés Caicedo,Chelsea,M,23,Ecuador,england,2425,173771.0,9036077.0
Alisson,Liverpool,K,32,Brazil,england,2425,173771.0,9036077.0
Emiliano Martínez,Aston Villa,K,32,Argentina,england,2425,173771.0,9036077.0
Alexis Mac Allister,Liverpool,M,26,Argentina,england,2425,173771.0,9036077.0
Anthony Gordon,Newcastle,F,23,England,england,2425,173771.0,9036077.0
Federico Chiesa,Liverpool,F,27,Italy,england,2425,173771.0,9036077.0
Mateo Kovacic,Manchester City,M,30,Croatia,england,2425,173771.0,9036077.0
Jadon Sancho,Manchester United,F,24,England,england,2425,173771.0,9036077.0
Christian Eriksen,Manchester United,M,32,Denmark,england,2425,173771.0,9036077.0
Kalvin Phillips,Ipswich Town,M,29,England,england,2425,173771.0,9036077.0
Youri Tielemans,Aston Villa,M,27,Belgium,england,2425,173771.0,9036077.0
Diogo Jota,Liverpool,F,28,Portugal,england,2425,162186.0,8433672.0
Dominic Solanke,Tottenham,F,27,England,england,2425,162186.0,8433672.0
Donyell Malen,Aston Villa,F,26,Netherlands,england,2425,162186.0,8433672.0
Darwin Núñez,Liverpool,F,25,Uruguay,england,2425,162186.0,8433672.0
Amadou Onana,Aston Villa,M,23,Belgium,england,2425,162186.0,8433672.0
Jamie Vardy,Leicester,F,38,England,england,2425,162186.0,8433672.0
Noussair Mazraoui,Manchester United,D,27,Morocco,england,2425,156394.0,8132469.0
Bernd Leno,Fulham,K,32,Germany,england,2425,150601.0,7831267.0
Ollie Watkins,Aston Villa,F,29,England,england,2425,150601.0,7831267.0
Cole Palmer,Chelsea,F,22,England,england,2425,150601.0,7831267.0
Abdoulaye Doucouré,Everton,M,32,Mali,england,2425,150601.0,7831267.0
Mikel Merino,Arsenal,M,28,Spain,england,2425,150601.0,7831267.0
Matheus Nunes,Manchester City,M,26,Portugal,england,2425,150601.0,7831267.0
Jordan Pickford,Everton,K,30,England,england,2425,144809.0,7530064.0
Danny Ings,West Ham,F,32,England,england,2425,144809.0,7530064.0
Victor Lindelöf,Manchester United,D,30,Sweden,england,2425,139017.0,7228861.0
Tosin Adarabioyo,Chelsea,D,27,England,england,2425,139017.0,7228861.0
Cody Gakpo,Liverpool,F,25,Netherlands,england,2425,139017.0,7228861.0
Riccardo Calafiori,Arsenal,D,22,Italy,england,2425,139017.0,7228861.0
Boubacar Kamara,Aston Villa,M,25,France,england,2425,139017.0,7228861.0
John McGinn,Aston Villa,M,30,Scotland,england,2425,139017.0,7228861.0
Leon Bailey,Aston Villa,F,27,Jamaica,england,2425,139017.0,7228861.0
Lucas Digne,Aston Villa,D,31,France,england,2425,139017.0,7228861.0
Dominik Szoboszlai,Liverpool,M,24,Hungary,england,2425,139017.0,7228861.0
Amad Diallo,Manchester United,F,22,Cote d'Ivoire,england,2425,139017.0,7228861.0
André Onana,Manchester United,K,28,Cameroon,england,2425,139017.0,7228861.0
Alphonse Areola,West Ham,K,31,France,england,2425,139017.0,7228861.0
Lisandro Martínez,Manchester United,D,27,Argentina,england,2425,139017.0,7228861.0
Manuel Ugarte,Manchester United,M,23,Uruguay,england,2425,139017.0,7228861.0
Alexander Isak,Newcastle,F,25,Sweden,england,2425,139017.0,7228861.0
Idrissa Gueye,Everton,M,35,Senegal,england,2425,139017.0,7228861.0
Aaron Ramsdale,Southampton,K,26,England,england,2425,139017.0,7228861.0
Kieran Trippier,Newcastle,D,34,England,england,2425,139017.0,7228861.0
Sandro Tonali,Newcastle,M,24,Italy,england,2425,139017.0,7228861.0
Marco Asensio,Aston Villa,F,29,Spain,england,2425,134962.0,7018020.0
James Ward-Prowse,Nottingham Forest,M,29,England,england,2425,133224.0,6927659.0
Leny Yoro,Manchester United,D,19,France,england,2425,133224.0,6927659.0
James Ward-Prowse,West Ham,M,30,England,england,2425,133224.0,6927659.0
Dejan Kulusevski,Tottenham,F,24,Sweden,england,2425,127432.0,6626456.0
Jorginho,Arsenal,M,33,Italy,england,2425,127432.0,6626456.0
Raheem Sterling,Arsenal,F,30,England,england,2425,127432.0,6626456.0
Kieran Tierney,Arsenal,D,27,Scotland,england,2425,127432.0,6626456.0
Nikola Milenković,Nottingham Forest,D,27,Serbia,england,2425,121640.0,6325254.0
Daichi Kamada,Crystal Palace,F,28,Japan,england,2425,121640.0,6325254.0
Joshua Zirkzee,Manchester United,F,23,Netherlands,england,2425,121640.0,6325254.0
Ben Chilwell,Chelsea,D,28,England,england,2425,115847.0,6024051.0
Ederson,Manchester City,K,31,Brazil,england,2425,115847.0,6024051.0
Jadon Sancho,Chelsea,F,24,England,england,2425,115847.0,6024051.0
Ben Chilwell,Crystal Palace,D,28,England,england,2425,115847.0,6024051.0
Matt Targett,Newcastle,D,29,England,england,2425,115847.0,6024051.0
Dean Henderson,Crystal Palace,K,27,England,england,2425,115847.0,6024051.0
Mykhailo Mudryk,Chelsea,F,24,Ukraine,england,2425,115847.0,6024051.0
Pau Torres,Aston Villa,D,28,Spain,england,2425,115847.0,6024051.0
Dominic Calvert-Lewin,Everton,F,27,England,england,2425,115847.0,6024051.0
