player,club,position,age,nationality,data_country,data_season,gross_weekly_eur,gross_annual_eur
Mauro Icardi,Galatasaray,F,30,Argentina,turkey,2324,144231.0,7500000.0
Wilfried Zaha,Galatasaray,F,31,Cote d'Ivoire,turkey,2324,104615.0,5440000.0
Fred,Fenerbahce,M,30,Brazil,turkey,2324,100962.0,5250000.0
Dusan Tadic,Fenerbahce,F,35,Serbia,turkey,2324,100962.0,5250000.0
Edin Dzeko,Fenerbahce,F,37,Bosnia-Herzegovina,turkey,2324,100962.0,5250000.0
Jonjo Shelvey,Caykur Rizespor,M,31,England,turkey,2324,92308.0,4800000.0
Hakim Ziyech,Galatasaray,F,30,Morocco,turkey,2324,86346.0,4490000.0
Krzysztof Piatek,Basaksehir,F,28,Poland,turkey,2324,84231.0,4380000.0
Davinson Sánchez,Galatasaray,D,27,Colombia,turkey,2324,76923.0,4000000.0
Tanguy Ndombélé,Galatasaray,M,27,France,turkey,2324,75577.0,3930000.0
Michy Batshuayi,Fenerbahce,F,30,Belgium,turkey,2324,72115.0,3750000.0
Dries Mertens,Galatasaray,F,36,Belgium,turkey,2324,69808.0,3630000.0
Tetê,Galatasaray,F,23,Brazil,turkey,2324,67308.0,3500000.0
Sérgio Oliveira,Galatasaray,M,31,Portugal,turkey,2324,66154.0,3440000.0
Nicolò Zaniolo,Galatasaray,F,24,Italy,turkey,2324,66154.0,3440000.0
Lucas Torreira,Galatasaray,M,28,Uruguay,turkey,2324,66154.0,3440000.0
Ante Rebic,Besiktas,F,30,Croatia,turkey,2324,60192.0,3130000.0
Sebastian Szymanski,Fenerbahce,F,24,Poland,turkey,2324,60192.0,3130000.0
Vincent Aboubakar,Besiktas,F,32,Cameroon,turkey,2324,60192.0,3130000.0
Al-Musrati,Besiktas,M,27,Libya,turkey,2324,60192.0,3130000.0
Alex Oxlade-Chamberlain,Besiktas,M,30,England,turkey,2324,60192.0,3130000.0
Joshua King,Fenerbahce,F,32,Norway,turkey,2324,60192.0,3130000.0
Fernando Muslera,Galatasaray,K,37,Uruguay,turkey,2324,60192.0,3130000.0
Rade Krunic,Fenerbahce,M,30,Bosnia-Herzegovina,turkey,2324,60192.0,3130000.0
Rachid Ghezzal,Besiktas,F,31,Algeria,turkey,2324,60192.0,3130000.0
Cengiz Ünder,Fenerbahce,F,26,Turkey,turkey,2324,60192.0,3130000.0
Angeliño,Galatasaray,D,26,Spain,turkey,2324,55385.0,2880000.0
Eric Bailly,Besiktas,D,29,Cote d'Ivoire,turkey,2324,55385.0,2880000.0
Cenk Tosun,Besiktas,F,32,Turkey,turkey,2324,54038.0,2810000.0
Emmanuel Dennis,Basaksehir,F,25,Nigeria,turkey,2324,49038.0,2550000.0
Arthur Masuaku,Besiktas,D,30,Democratic Republic of the Congo,turkey,2324,49038.0,2550000.0
Mario Balotelli,Adana Demirspor,F,33,Italy,turkey,2324,48077.0,2500000.0
Milot Rashica,Besiktas,F,27,Kosovo,turkey,2324,48077.0,2500000.0
Steven Nzonzi,Konyaspor,M,35,France,turkey,2324,48077.0,2500000.0
Bright Osayi-Samuel,Fenerbahce,D,26,Nigeria,turkey,2324,43269.0,2250000.0
Léo Dubois,Basaksehir,D,29,France,turkey,2324,43269.0,2250000.0
Rodrigo Becão,Fenerbahce,D,28,Brazil,turkey,2324,43269.0,2250000.0
Joe Worrall,Besiktas,D,27,England,turkey,2324,43269.0,2250000.0
Daniel Amartey,Besiktas,D,29,Ghana,turkey,2324,43269.0,2250000.0
Ernest Muci,Besiktas,F,22,Albania,turkey,2324,43269.0,2250000.0
Ferdi Kadıoğlu,Fenerbahce,D,24,Turkey,turkey,2324,42115.0,2190000.0
Nicolas Pépé,Trabzonspor,F,28,Cote d'Ivoire,turkey,2324,42115.0,2190000.0
Paul Onuachu,Trabzonspor,F,29,Nigeria,turkey,2324,41923.0,2180000.0
Gedson Fernandes,Besiktas,M,25,Portugal,turkey,2324,40962.0,2130000.0
Ryan Kent,Fenerbahce,F,27,England,turkey,2324,40962.0,2130000.0
Umut Bozok,Trabzonspor,F,27,Turkey,turkey,2324,40962.0,2130000.0
Alexander Djiku,Fenerbahce,D,29,Ghana,turkey,2324,40962.0,2130000.0
Ui-jo Hwang,Alanyaspor,F,31,South Korea,turkey,2324,39615.0,2060000.0
Younès Belhanda,Adana Demirspor,F,33,Morocco,turkey,2324,39038.0,2030000.0
Mislav Orsic,Trabzonspor,F,31,Croatia,turkey,2324,38462.0,2000000.0
Dominik Livakovic,Fenerbahce,K,29,Croatia,turkey,2324,38462.0,2000000.0
Trezeguet,Trabzonspor,F,29,Egypt,turkey,2324,37308.0,1940000.0
Ömer Toprak,Antalyaspor,D,34,Turkey,turkey,2324,37308.0,1940000.0
Cédric Bakambu,Galatasaray,F,32,Democratic Republic of the Congo,turkey,2324,36154.0,1880000.0
Edin Visca,Trabzonspor,F,33,Bosnia-Herzegovina,turkey,2324,36154.0,1880000.0
Jean Onana,Besiktas,M,23,Cameroon,turkey,2324,36154.0,1880000.0
Benjamin Stambouli,Adana Demirspor,M,33,France,turkey,2324,36154.0,1880000.0
Badou Ndiaye,Adana Demirspor,M,32,Senegal,turkey,2324,36154.0,1880000.0
