player,club,position,age,nationality,data_country,data_season,gross_weekly_eur,gross_annual_eur
Ciro Immobile,Besiktas,F,34,Italy,turkey,2425,144231.0,7500000.0
Victor Osimhen,Galatasaray,F,26,Nigeria,turkey,2425,144231.0,7500000.0
Rafa Silva,Besiktas,F,31,Portugal,turkey,2425,144231.0,7500000.0
Mauro Icardi,Galatasaray,F,31,Argentina,turkey,2425,144231.0,7500000.0
Milan Skriniar,Fenerbahce,D,30,Slovakia,turkey,2425,108269.0,5630000.0
Edin Dzeko,Fenerbahce,F,38,Bosnia-Herzegovina,turkey,2425,100962.0,5250000.0
Dusan Tadic,Fenerbahce,F,36,Serbia,turkey,2425,100962.0,5250000.0
Fred,Fenerbahce,M,31,Brazil,turkey,2425,100962.0,5250000.0
Lucas Torreira,Galatasaray,M,29,Uruguay,turkey,2425,96154.0,5000000.0
Talisca,Fenerbahce,F,31,Brazil,turkey,2425,96154.0,5000000.0
Diego Carlos,Fenerbahce,D,31,Brazil,turkey,2425,96154.0,5000000.0
Youssef En-Nesyri,Fenerbahce,F,27,Morocco,turkey,2425,96154.0,5000000.0
Krzysztof Piatek,Basaksehir,F,29,Poland,turkey,2425,84231.0,4380000.0
Stefan Savic,Trabzonspor,D,34,Montenegro,turkey,2425,76923.0,4000000.0
Davinson Sánchez,Galatasaray,D,28,Colombia,turkey,2425,76923.0,4000000.0
Michy Batshuayi,Galatasaray,F,30,Belgium,turkey,2425,72115.0,3750000.0
Sofyan Amrabat,Fenerbahce,M,28,Morocco,turkey,2425,72115.0,3750000.0
Álvaro Morata,Galatasaray,F,32,Spain,turkey,2425,72115.0,3750000.0
Dries Mertens,Galatasaray,F,37,Belgium,turkey,2425,69808.0,3630000.0
Hakim Ziyech,Galatasaray,F,31,Morocco,turkey,2425,68462.0,3560000.0
Gabriel Sara,Galatasaray,M,25,Brazil,turkey,2425,66154.0,3440000.0
Alex Oxlade-Chamberlain,Besiktas,M,31,England,turkey,2425,60192.0,3130000.0
Cengiz Ünder,Fenerbahce,F,27,Turkey,turkey,2425,60192.0,3130000.0
Fernando Muslera,Galatasaray,K,38,Uruguay,turkey,2425,60192.0,3130000.0
Filip Kostić,Fenerbahce,D,32,Serbia,turkey,2425,60192.0,3130000.0
Roland Sallai,Galatasaray,F,27,Hungary,turkey,2425,60192.0,3130000.0
Sebastian Szymański,Fenerbahce,F,25,Poland,turkey,2425,60192.0,3130000.0
Gabriel Paulista,Besiktas,D,34,Brazil,turkey,2425,50962.0,2650000.0
