player,club,position,age,nationality,data_country,data_season,gross_weekly_eur,gross_annual_eur
Eden Hazard,Real Madrid,F,32,Belgium,spain,2223,600962.0,31250000.0
Vinicius Junior,Real Madrid,F,22,Brazil,spain,2223,480769.0,25000000.0
Toni Kroos,Real Madrid,M,33,Germany,spain,2223,468846.0,24380000.0
Sergio Busquets,Barcelona,M,34,Spain,spain,2223,461538.0,24000000.0
Karim Benzema,Real Madrid,F,35,France,spain,2223,461538.0,24000000.0
David Alaba,Real Madrid,D,30,Austria,spain,2223,432692.0,22500000.0
Luka Modric,Real Madrid,M,37,Croatia,spain,2223,420769.0,21880000.0
Jan Oblak,Atletico Madrid,K,30,Slovenia,spain,2223,400577.0,20830000.0
Robert Lewandowski,Barcelona,F,34,Poland,spain,2223,400577.0,20830000.0
Frenkie de Jong,Barcelona,M,25,Netherlands,spain,2223,346154.0,18000000.0
Ousmane Dembélé,Barcelona,F,25,France,spain,2223,307692.0,16000000.0
Koke,Atletico Madrid,M,31,Spain,spain,2223,307692.0,16000000.0
Thibaut Courtois,Real Madrid,K,30,Belgium,spain,2223,288462.0,15000000.0
Gerard Piqué,Barcelona,D,35,Spain,spain,2223,283654.0,14750000.0
Antonio Rüdiger,Real Madrid,D,29,Germany,spain,2223,280385.0,14580000.0
Ansu Fati,Barcelona,F,20,Spain,spain,2223,268269.0,13950000.0
Jules Koundé,Barcelona,D,24,France,spain,2223,260577.0,13550000.0
Álvaro Morata,Atletico Madrid,F,30,Spain,spain,2223,260385.0,13540000.0
Yannick Carrasco,Atletico Madrid,F,29,Belgium,spain,2223,252500.0,13130000.0
Raphinha,Barcelona,F,26,Brazil,spain,2223,240385.0,12500000.0
Antoine Griezmann,Atletico Madrid,F,31,France,spain,2223,240385.0,12500000.0
Aurélien Tchouameni,Real Madrid,M,23,France,spain,2223,240385.0,12500000.0
Saúl Ñíguez,Atletico Madrid,M,28,Spain,spain,2223,230769.0,12000000.0
Nacho Fernández,Real Madrid,D,33,Spain,spain,2223,220385.0,11460000.0
Iñaki Williams,Athletic Club,F,28,Ghana,spain,2223,219231.0,11400000.0
Jordi Alba,Barcelona,D,33,Spain,spain,2223,203077.0,10560000.0
Memphis Depay,Barcelona,F,28,Netherlands,spain,2223,200385.0,10420000.0
Dani Ceballos,Real Madrid,M,26,Spain,spain,2223,200385.0,10420000.0
Daniel Carvajal,Real Madrid,D,31,Spain,spain,2223,200385.0,10420000.0
Ferland Mendy,Real Madrid,D,27,France,spain,2223,200385.0,10420000.0
Ferran Torres,Barcelona,F,22,Spain,spain,2223,192308.0,10000000.0
Marco Asensio,Real Madrid,F,27,Spain,spain,2223,189038.0,9830000.0
Lucas Vázquez,Real Madrid,D,31,Spain,spain,2223,180385.0,9380000.0
Pedri,Barcelona,M,20,Spain,spain,2223,180385.0,9380000.0
Andreas Christensen,Barcelona,D,26,Denmark,spain,2223,173077.0,9000000.0
Franck Kessié,Barcelona,M,26,Cote d'Ivoire,spain,2223,173077.0,9000000.0
Marc-André ter Stegen,Barcelona,K,30,Germany,spain,2223,173077.0,9000000.0
Iñigo Martínez,Athletic Club,D,31,Spain,spain,2223,170577.0,8870000.0
Memphis Depay,Atletico Madrid,F,28,Netherlands,spain,2223,168269.0,8750000.0
Mariano Díaz,Real Madrid,F,29,Dominican Republic,spain,2223,160192.0,8330000.0
Eduardo Camavinga,Real Madrid,M,20,France,spain,2223,160192.0,8330000.0
Mario Hermoso,Atletico Madrid,D,27,Spain,spain,2223,160192.0,8330000.0
Axel Witsel,Atletico Madrid,M,34,Belgium,spain,2223,160192.0,8330000.0
Rodrygo,Real Madrid,F,22,Brazil,spain,2223,160192.0,8330000.0
Marcos Llorente,Atletico Madrid,M,28,Spain,spain,2223,160192.0,8330000.0
Federico Valverde,Real Madrid,M,24,Uruguay,spain,2223,156346.0,8130000.0
Felipe,Atletico Madrid,D,33,Brazil,spain,2223,145385.0,7560000.0
Álvaro Odriozola,Real Madrid,D,27,Spain,spain,2223,140192.0,7290000.0
Éder Militão,Real Madrid,D,25,Brazil,spain,2223,140192.0,7290000.0
Ronald Araújo,Barcelona,D,23,Uruguay,spain,2223,134615.0,7000000.0
Geoffrey Kondogbia,Atletico Madrid,M,29,Central African Republic,spain,2223,132692.0,6900000.0
Gavi,Barcelona,M,18,Spain,spain,2223,130769.0,6800000.0
Nabil Fekir,Real Betis,F,29,France,spain,2223,130769.0,6800000.0
Luiz Felipe,Real Betis,D,25,Italy,spain,2223,128269.0,6670000.0
Rodrigo de Paul,Atletico Madrid,M,28,Argentina,spain,2223,128269.0,6670000.0
Ivan Rakitic,Sevilla,M,34,Croatia,spain,2223,124038.0,6450000.0
Mikel Oyarzabal,Real Sociedad,F,25,Spain,spain,2223,120385.0,6260000.0
Marcos Alonso,Barcelona,D,32,Spain,spain,2223,120192.0,6250000.0
Eric García,Barcelona,D,22,Spain,spain,2223,115385.0,6000000.0
Gerónimo Rulli,Villarreal,K,30,Argentina,spain,2223,104231.0,5420000.0
Gabriel Paulista,Valencia,D,32,Brazil,spain,2223,102500.0,5330000.0
David Silva,Real Sociedad,F,37,Spain,spain,2223,101923.0,5300000.0
Munir El Haddadi,Getafe,F,27,Morocco,spain,2223,100962.0,5250000.0
Brais Méndez,Real Sociedad,F,26,Spain,spain,2223,100000.0,5200000.0
Sergi Roberto,Barcelona,D,30,Spain,spain,2223,96154.0,5000000.0
Raúl de Tomás,Espanyol,F,27,Spain,spain,2223,92692.0,4820000.0
Borja Mayoral,Getafe,F,25,Spain,spain,2223,92115.0,4790000.0
Vedat Muriqi,Mallorca,F,28,Kosovo,spain,2223,88077.0,4580000.0
José Gayà,Valencia,D,27,Spain,spain,2223,88077.0,4580000.0
Stefan Savic,Atletico Madrid,D,32,Montenegro,spain,2223,86538.0,4500000.0
Jesús Navas,Sevilla,D,37,Spain,spain,2223,84615.0,4400000.0
Marcão,Sevilla,D,26,Brazil,spain,2223,84231.0,4380000.0
Denis Suárez,Celta Vigo,F,28,Spain,spain,2223,84231.0,4380000.0
Denis Suárez,Espanyol,F,29,Spain,spain,2223,84231.0,4380000.0
Unai Simón,Athletic Club,K,25,Spain,spain,2223,82308.0,4280000.0
Yuri Berchiche,Athletic Club,D,32,Spain,spain,2223,82308.0,4280000.0
Matt Doherty,Atletico Madrid,D,31,Ireland,spain,2223,80769.0,4200000.0
Tanguy Nianzou,Sevilla,D,20,France,spain,2223,80192.0,4170000.0
Edinson Cavani,Valencia,F,35,Uruguay,spain,2223,80192.0,4170000.0
Álex Remiro,Real Sociedad,K,27,Spain,spain,2223,80000.0,4160000.0
Roque Mesa,Valladolid,M,33,Spain,spain,2223,80000.0,4160000.0
Giovani Lo Celso,Villarreal,M,26,Argentina,spain,2223,79231.0,4120000.0
José Giménez,Atletico Madrid,D,28,Uruguay,spain,2223,76923.0,4000000.0
Mouctar Diakhaby,Valencia,D,26,Guinea,spain,2223,76923.0,4000000.0
Nemanja Gudelj,Sevilla,M,31,Serbia,spain,2223,76154.0,3960000.0
Papu Gómez,Sevilla,F,34,Argentina,spain,2223,74231.0,3860000.0
Pau Torres,Villarreal,D,26,Spain,spain,2223,73077.0,3800000.0
Dani Parejo,Villarreal,M,33,Spain,spain,2223,73077.0,3800000.0
Nahuel Molina,Atletico Madrid,D,24,Argentina,spain,2223,72308.0,3760000.0
Gerard Moreno,Villarreal,F,30,Spain,spain,2223,72115.0,3750000.0
Justin Kluivert,Valencia,F,23,Netherlands,spain,2223,72115.0,3750000.0
Mauro Arambarri,Getafe,M,27,Uruguay,spain,2223,71923.0,3740000.0
Francis Coquelin,Villarreal,M,31,France,spain,2223,71923.0,3740000.0
David López,Girona,D,33,Spain,spain,2223,68462.0,3560000.0
Joan Jordán,Sevilla,M,28,Spain,spain,2223,68077.0,3540000.0
Ángel Correa,Atletico Madrid,F,27,Argentina,spain,2223,67308.0,3500000.0
Nico Williams,Athletic Club,F,20,Spain,spain,2223,67308.0,3500000.0
Thomas Delaney,Sevilla,M,31,Denmark,spain,2223,66731.0,3470000.0
Alfonso Pedraza,Villarreal,D,26,Spain,spain,2223,64231.0,3340000.0
Erik Lamela,Sevilla,F,30,Argentina,spain,2223,63462.0,3300000.0
Loïc Badé,Sevilla,D,22,France,spain,2223,63462.0,3300000.0
Thomas Lemar,Atletico Madrid,F,27,France,spain,2223,62500.0,3250000.0
Iñaki Peña,Barcelona,K,24,Spain,spain,2223,62500.0,3250000.0
Mikel Merino,Real Sociedad,M,26,Spain,spain,2223,61538.0,3200000.0
Sergio Reguilón,Atletico Madrid,D,26,Spain,spain,2223,61346.0,3190000.0
Alexander Sörloth,Real Sociedad,F,27,Norway,spain,2223,60385.0,3140000.0
Arnaut Danjuma,Villarreal,F,25,Netherlands,spain,2223,60192.0,3130000.0
Martin Braithwaite,Espanyol,F,31,Denmark,spain,2223,60000.0,3120000.0
Igor Zubeldia,Real Sociedad,D,26,Spain,spain,2223,60000.0,3120000.0
Djené,Getafe,D,31,Togo,spain,2223,60000.0,3120000.0
Raúl de Tomás,Rayo Vallecano,F,28,Spain,spain,2223,59615.0,3100000.0
Benjamin Lecomte,Espanyol,K,31,France,spain,2223,59423.0,3090000.0
Jordan Amavi,Getafe,D,28,France,spain,2223,57692.0,3000000.0
Asier Illarramendi,Real Sociedad,M,32,Spain,spain,2223,57692.0,3000000.0
Matheus Cunha,Atletico Madrid,F,23,Brazil,spain,2223,57692.0,3000000.0
Ander Herrera,Athletic Club,M,33,Spain,spain,2223,57692.0,3000000.0
Youssef En-Nesyri,Sevilla,F,25,Morocco,spain,2223,57692.0,3000000.0
Martín Zubimendi,Real Sociedad,M,23,Spain,spain,2223,57692.0,3000000.0
Álex Collado,Elche,F,23,Spain,spain,2223,57692.0,3000000.0
Kasper Dolberg,Sevilla,F,24,Denmark,spain,2223,57692.0,3000000.0
Martín Montoya,Real Betis,D,31,Spain,spain,2223,56731.0,2950000.0
Iago Aspas,Celta Vigo,F,35,Spain,spain,2223,55769.0,2900000.0
Marcos Acuña,Sevilla,D,31,Argentina,spain,2223,55769.0,2900000.0
Raúl Albiol,Villarreal,D,37,Spain,spain,2223,54615.0,2840000.0
Andriy Lunin,Real Madrid,K,23,Ukraine,spain,2223,54038.0,2810000.0
Fernando,Sevilla,M,35,Brazil,spain,2223,53846.0,2800000.0
Suso,Sevilla,F,29,Spain,spain,2223,53846.0,2800000.0
Robin Le Normand,Real Sociedad,D,26,France,spain,2223,53846.0,2800000.0
