player,club,position,age,nationality,data_country,data_season,gross_weekly_eur,gross_annual_eur
Dušan Vlahović,Juventus,F,25,Serbia,italy,2425,373846.0,19440000.0
Lautaro Martínez,Inter Milan,F,27,Argentina,italy,2425,320577.0,16670000.0
Paulo Dybala,Roma,F,31,Argentina,italy,2425,249231.0,12960000.0
Nicolò Barella,Inter Milan,M,27,Italy,italy,2425,231538.0,12040000.0
Hakan Çalhanoğlu,Inter Milan,M,30,Turkey,italy,2425,213654.0,11110000.0
Alessandro Bastoni,Inter Milan,D,25,Italy,italy,2425,195962.0,10190000.0
Bremer,Juventus,D,27,Brazil,italy,2425,178077.0,9260000.0
Douglas Luiz,Juventus,M,26,Brazil,italy,2425,160192.0,8330000.0
Álvaro Morata,AC Milan,F,31,Spain,italy,2425,160192.0,8330000.0
Piotr Zieliński,Inter Milan,M,30,Poland,italy,2425,160192.0,8330000.0
Romelu Lukaku,Napoli,F,31,Belgium,italy,2425,147885.0,7690000.0
Marcus Thuram,Inter Milan,F,27,France,italy,2425,147885.0,7690000.0
Federico Dimarco,Inter Milan,D,27,Italy,italy,2425,142500.0,7410000.0
Stefan de Vrij,Inter Milan,D,33,Netherlands,italy,2425,135385.0,7040000.0
Maxence Caqueret,Como,M,24,France,italy,2425,128269.0,6670000.0
Gianluca Mancini,Roma,D,28,Italy,italy,2425,124615.0,6480000.0
Joaquín Correa,Inter Milan,F,30,Argentina,italy,2425,124615.0,6480000.0
Lorenzo Pellegrini,Roma,F,28,Italy,italy,2425,124615.0,6480000.0
Benjamin Pavard,Inter Milan,D,28,France,italy,2425,123269.0,6410000.0
Rafael Leão,AC Milan,F,25,Portugal,italy,2425,123269.0,6410000.0
Manuel Locatelli,Juventus,M,27,Italy,italy,2425,117500.0,6110000.0
Gianluca Scamacca,Atalanta,F,26,Italy,italy,2425,114038.0,5930000.0
Matteo Politano,Napoli,F,31,Italy,italy,2425,114038.0,5930000.0
Teun Koopmeiners,Juventus,F,26,Netherlands,italy,2425,110962.0,5770000.0
Tammy Abraham,AC Milan,F,27,England,italy,2425,110962.0,5770000.0
Alessandro Florenzi,AC Milan,D,33,Italy,italy,2425,106923.0,5560000.0
Dele Alli,Como,F,28,England,italy,2425,106923.0,5560000.0
