player,club,position,age,nationality,data_country,data_season,gross_weekly_eur,gross_annual_eur
Ryan Gravenberch,Liverpool,M,21,Netherlands,england,2324,173771.0,9036077.0
Lucas Paquetá,West Ham,F,26,Brazil,england,2324,173771.0,9036077.0
Mateo Kovacic,Manchester City,M,29,Croatia,england,2324,173771.0,9036077.0
Kalvin Phillips,West Ham,M,28,England,england,2324,173771.0,9036077.0
Jarrod Bowen,West Ham,F,27,England,england,2324,173771.0,9036077.0
Luke Shaw,Manchester United,D,28,England,england,2324,173771.0,9036077.0
Joelinton,Newcastle,M,27,Brazil,england,2324,173771.0,9036077.0
Oleksandr Zinchenko,Arsenal,D,27,Ukraine,england,2324,173771.0,9036077.0
Youri Tielemans,Aston Villa,M,26,Belgium,england,2324,173771.0,9036077.0
Clément Lenglet,Aston Villa,D,28,France,england,2324,173771.0,9036077.0
Darwin Núñez,Liverpool,F,24,Uruguay,england,2324,162186.0,8433672.0
Diogo Jota,Liverpool,F,27,Portugal,england,2324,162186.0,8433672.0
Moussa Diaby,Aston Villa,F,24,France,england,2324,150601.0,7831267.0
Ollie Watkins,Aston Villa,F,28,England,england,2324,150601.0,7831267.0
Bernd Leno,Fulham,K,31,Germany,england,2324,150601.0,7831267.0
Matheus Nunes,Manchester City,M,25,Portugal,england,2324,150601.0,7831267.0
Abdoulaye Doucouré,Everton,M,31,Mali,england,2324,150601.0,7831267.0
Kurt Zouma,West Ham,D,29,France,england,2324,144809.0,7530064.0
Jordan Pickford,Everton,K,29,England,england,2324,144809.0,7530064.0
Danny Ings,West Ham,F,31,England,england,2324,144809.0,7530064.0
Lucas Digne,Aston Villa,D,30,France,england,2324,139017.0,7228861.0
Leon Bailey,Aston Villa,F,26,Jamaica,england,2324,139017.0,7228861.0
John McGinn,Aston Villa,M,29,Scotland,england,2324,139017.0,7228861.0
Emiliano Martínez,Aston Villa,K,31,Argentina,england,2324,139017.0,7228861.0
Dominik Szoboszlai,Liverpool,M,23,Hungary,england,2324,139017.0,7228861.0
Boubacar Kamara,Aston Villa,M,24,France,england,2324,139017.0,7228861.0
Malang Sarr,Chelsea,D,25,France,england,2324,139017.0,7228861.0
Alphonse Areola,West Ham,K,30,France,england,2324,139017.0,7228861.0
Idrissa Gueye,Everton,M,34,Senegal,england,2324,139017.0,7228861.0
Aaron Ramsdale,Arsenal,K,25,England,england,2324,139017.0,7228861.0
André Onana,Manchester United,K,27,Cameroon,england,2324,139017.0,7228861.0
Cody Gakpo,Liverpool,F,24,Netherlands,england,2324,139017.0,7228861.0
Divock Origi,Nottingham Forest,F,28,Belgium,england,2324,139017.0,7228861.0
Kieran Trippier,Newcastle,D,33,England,england,2324,139017.0,7228861.0
Lisandro Martínez,Manchester United,D,26,Argentina,england,2324,139017.0,7228861.0
Alexander Isak,Newcastle,F,24,Sweden,england,2324,139017.0,7228861.0
Victor Lindelöf,Manchester United,D,29,Sweden,england,2324,139017.0,7228861.0
James Ward-Prowse,West Ham,M,29,England,england,2324,133224.0,6927659.0
André Gomes,Everton,M,30,Portugal,england,2324,130105.0,6765473.0
Dejan Kulusevski,Tottenham,F,23,Sweden,england,2324,127432.0,6626456.0
Thiago Silva,Chelsea,D,39,Brazil,england,2324,127432.0,6626456.0
Jorginho,Arsenal,M,32,Italy,england,2324,127432.0,6626456.0
Antony,Manchester United,F,23,Brazil,england,2324,121640.0,6325254.0
Michael Olise,Crystal Palace,F,22,France,england,2324,115847.0,6024051.0
Amadou Onana,Everton,M,22,Belgium,england,2324,115847.0,6024051.0
James Tarkowski,Everton,D,31,England,england,2324,115847.0,6024051.0
Dele Alli,Everton,F,27,England,england,2324,115847.0,6024051.0
Dominic Calvert-Lewin,Everton,F,26,England,england,2324,115847.0,6024051.0
Reiss Nelson,Arsenal,F,24,England,england,2324,115847.0,6024051.0
Takehiro Tomiyasu,Arsenal,D,25,Japan,england,2324,115847.0,6024051.0
Diego Carlos,Aston Villa,D,30,Brazil,england,2324,115847.0,6024051.0
Pau Torres,Aston Villa,D,27,Spain,england,2324,115847.0,6024051.0
Tyrone Mings,Aston Villa,D,30,England,england,2324,115847.0,6024051.0
Edson Álvarez,West Ham,M,26,Mexico,england,2324,115847.0,6024051.0
Pierre-Emile Højbjerg,Tottenham,M,28,Denmark,england,2324,115847.0,6024051.0
Hugo Lloris,Tottenham,K,36,France,england,2324,115847.0,6024051.0
Eddie Nketiah,Arsenal,F,24,England,england,2324,115847.0,6024051.0
Matt Targett,Newcastle,D,28,England,england,2324,115847.0,6024051.0
Gabriel Magalhães,Arsenal,D,26,Brazil,england,2324,115847.0,6024051.0
Julián Álvarez,Manchester City,F,24,Argentina,england,2324,115847.0,6024051.0
Ederson,Manchester City,K,30,Brazil,england,2324,115847.0,6024051.0
Carney Chukwuemeka,Chelsea,M,20,England,england,2324,115847.0,6024051.0
Joel Matip,Liverpool,D,32,Cameroon,england,2324,115847.0,6024051.0
Levi Colwill,Chelsea,D,20,England,england,2324,115847.0,6024051.0
Mykhailo Mudryk,Chelsea,F,23,Ukraine,england,2324,115847.0,6024051.0
Dean Henderson,Crystal Palace,K,26,England,england,2324,115847.0,6024051.0
Eberechi Eze,Crystal Palace,F,25,England,england,2324,115847.0,6024051.0
Raúl Jiménez,Fulham,F,32,Mexico,england,2324,115847.0,6024051.0
Emerson,West Ham,D,29,Italy,england,2324,110055.0,5722849.0
Sven Botman,Newcastle,D,24,Netherlands,england,2324,104262.0,5421646.0
Odsonne Edouard,Crystal Palace,F,26,France,england,2324,104262.0,5421646.0
Stefan Ortega Moreno,Manchester City,K,31,Germany,england,2324,104262.0,5421646.0
Willian,Fulham,F,35,Brazil,england,2324,104262.0,5421646.0
Aaron Wan-Bissaka,Manchester United,D,26,England,england,2324,104262.0,5421646.0
Richarlison,Tottenham,F,26,Brazil,england,2324,104262.0,5421646.0
Tomas Soucek,West Ham,M,28,Czech Republic,england,2324,104262.0,5421646.0
Donny van de Beek,Manchester United,M,26,Netherlands,england,2324,104262.0,5421646.0
Benoît Badiashile,Chelsea,D,22,France,england,2324,104262.0,5421646.0
Jack Harrison,Everton,F,27,England,england,2324,104262.0,5421646.0
Leandro Trossard,Arsenal,F,29,Belgium,england,2324,104262.0,5421646.0
Pablo Sarabia,Wolverhampton,F,31,Spain,england,2324,104262.0,5421646.0
Adam Lallana,Brighton,F,35,England,england,2324,104262.0,5421646.0
Jurrien Timber,Arsenal,D,22,Netherlands,england,2324,104262.0,5421646.0
Mohammed Kudus,West Ham,F,23,Ghana,england,2324,104262.0,5421646.0
David Raya,Arsenal,K,28,Spain,england,2324,98470.0,5120444.0
Michail Antonio,West Ham,F,33,Jamaica,england,2324,98470.0,5120444.0
Eric Dier,Tottenham,D,29,England,england,2324,98470.0,5120444.0
Rasmus Højlund,Manchester United,F,20,Denmark,england,2324,98470.0,5120444.0
Joe Gomez,Liverpool,D,26,England,england,2324,98470.0,5120444.0
Diogo Dalot,Manchester United,D,24,Portugal,england,2324,98470.0,5120444.0
Pedro Porro,Tottenham,D,24,Spain,england,2324,98470.0,5120444.0
Radu Drăgușin,Tottenham,D,21,Romania,england,2324,98470.0,5120444.0
Michael Keane,Everton,D,31,England,england,2324,92678.0,4819241.0
Morgan Gibbs-White,Nottingham Forest,F,24,England,england,2324,92678.0,4819241.0
Nélson Semedo,Wolverhampton,D,30,Portugal,england,2324,92678.0,4819241.0
João Palhinha,Fulham,M,28,Portugal,england,2324,92678.0,4819241.0
Chris Wood,Nottingham Forest,F,32,New Zealand,england,2324,92678.0,4819241.0
Ben Davies,Tottenham,D,30,Wales,england,2324,92678.0,4819241.0
Harvey Barnes,Newcastle,F,26,England,england,2324,92678.0,4819241.0
Cole Palmer,Chelsea,F,21,England,england,2324,92678.0,4819241.0
Fábio Silva,Wolverhampton,F,21,Portugal,england,2324,92678.0,4819241.0
Joachim Andersen,Crystal Palace,D,27,Denmark,england,2324,92678.0,4819241.0
Brennan Johnson,Tottenham,F,22,Wales,england,2324,92678.0,4819241.0
Axel Disasi,Chelsea,D,25,France,england,2324,92678.0,4819241.0
Matty Cash,Aston Villa,D,26,Poland,england,2324,92678.0,4819241.0
Felipe,Nottingham Forest,D,34,Brazil,england,2324,92678.0,4819241.0
Thilo Kehrer,West Ham,D,26,Germany,england,2324,92678.0,4819241.0
Toti Gomes,Wolverhampton,D,25,Portugal,england,2324,92678.0,4819241.0
Callum Hudson-Odoi,Nottingham Forest,F,23,England,england,2324,92678.0,4819241.0
Justin Kluivert,Bournemouth,F,24,Netherlands,england,2324,92678.0,4819241.0
Kaoru Mitoma,Brighton,F,26,Japan,england,2324,92678.0,4819241.0
Lewis Dunk,Brighton,D,32,England,england,2324,92678.0,4819241.0
Alex Iwobi,Fulham,F,27,Nigeria,england,2324,92678.0,4819241.0
Joe Willock,Newcastle,M,24,England,england,2324,92678.0,4819241.0
Bertrand Traoré,Aston Villa,F,27,Burkina Faso,england,2324,90227.0,4691809.0
Ben Godfrey,Everton,D,26,England,england,2324,86885.0,4518038.0
Destiny Udogie,Tottenham,D,21,Italy,england,2324,86885.0,4518038.0
Fraser Forster,Tottenham,K,35,England,england,2324,86885.0,4518038.0
Tyrell Malacia,Manchester United,D,24,Netherlands,england,2324,86885.0,4518038.0
Guglielmo Vicario,Tottenham,K,27,Italy,england,2324,86885.0,4518038.0
Rodrigo Bentancur,Tottenham,M,26,Uruguay,england,2324,86885.0,4518038.0
Cédric Soares,Arsenal,D,32,Portugal,england,2324,86885.0,4518038.0
Konstantinos Tsimikas,Liverpool,D,27,Greece,england,2324,86885.0,4518038.0
Ezri Konsa,Aston Villa,D,26,England,england,2324,86885.0,4518038.0
Emiliano Buendía,Aston Villa,F,27,Argentina,england,2324,86885.0,4518038.0
Douglas Luiz,Aston Villa,M,25,Brazil,england,2324,86885.0,4518038.0
Jean-Ricner Bellegarde,Wolverhampton,M,25,France,england,2324,86885.0,4518038.0
Ibrahim Sangaré,Nottingham Forest,M,26,Cote d'Ivoire,england,2324,86885.0,4518038.0
Micky van de Ven,Tottenham,D,22,Netherlands,england,2324,81093.0,4216836.0
Jacob Ramsey,Aston Villa,M,22,England,england,2324,81093.0,4216836.0
Pape Sarr,Tottenham,M,21,Senegal,england,2324,81093.0,4216836.0
Giovani Lo Celso,Tottenham,F,27,Argentina,england,2324,81093.0,4216836.0
Dominic Solanke,Bournemouth,F,26,England,england,2324,81093.0,4216836.0
Mason Holgate,Sheffield United,D,27,England,england,2324,81093.0,4216836.0
Jefferson Lerma,Crystal Palace,M,29,Colombia,england,2324,81093.0,4216836.0
Ibrahima Konaté,Liverpool,D,24,France,england,2324,81093.0,4216836.0
Cheick Doucouré,Crystal Palace,M,24,Mali,england,2324,81093.0,4216836.0
Issa Diop,Fulham,D,27,France,england,2324,81093.0,4216836.0
Angelo Ogbonna,West Ham,D,35,Italy,england,2324,81093.0,4216836.0
Aaron Hickey,Brentford,D,21,Scotland,england,2324,81093.0,4216836.0
Ryan Christie,Bournemouth,F,28,Scotland,england,2324,81093.0,4216836.0
Hee-chan Hwang,Wolverhampton,F,28,South Korea,england,2324,81093.0,4216836.0
Pablo Fornals,West Ham,F,27,Spain,england,2324,75301.0,3915633.0
Luis Sinisterra,Bournemouth,F,24,Colombia,england,2324,75301.0,3915633.0
Maxwel Cornet,West Ham,F,27,Cote d'Ivoire,england,2324,75301.0,3915633.0
Lukasz Fabianski,West Ham,K,38,Poland,england,2324,75301.0,3915633.0
Jonny Evans,Manchester United,D,36,Northern Ireland,england,2324,75301.0,3915633.0
Pascal Groß,Brighton,M,32,Germany,england,2324,75301.0,3915633.0
Adama Traoré,Fulham,F,28,Spain,england,2324,75301.0,3915633.0
Timothy Castagne,Fulham,D,28,Belgium,england,2324,75301.0,3915633.0
Sofyan Amrabat,Manchester United,M,27,Morocco,england,2324,75301.0,3915633.0
Nicolas Jackson,Chelsea,F,22,Senegal,england,2324,75301.0,3915633.0
Sasa Lukic,Fulham,M,27,Serbia,england,2324,72984.0,3795152.0
Scott McTominay,Manchester United,M,27,Scotland,england,2324,69508.0,3614431.0
Matheus Cunha,Wolverhampton,F,24,Brazil,england,2324,69508.0,3614431.0
Miguel Almirón,Newcastle,F,29,Paraguay,england,2324,69508.0,3614431.0
Nick Pope,Newcastle,K,31,England,england,2324,69508.0,3614431.0
Manor Solomon,Tottenham,F,24,Israel,england,2324,69508.0,3614431.0
Danny Welbeck,Brighton,F,33,England,england,2324,69508.0,3614431.0
Robert Sánchez,Chelsea,K,26,Spain,england,2324,69508.0,3614431.0
José Sá,Wolverhampton,K,31,Portugal,england,2324,69508.0,3614431.0
Daniel Podence,Wolverhampton,F,27,Portugal,england,2324,69508.0,3614431.0
Adrián,Liverpool,K,37,Spain,england,2324,69508.0,3614431.0
Tyler Adams,Bournemouth,M,24,United States,england,2324,69508.0,3614431.0
James Milner,Brighton,M,38,England,england,2324,69508.0,3614431.0
Anthony Gordon,Newcastle,F,22,England,england,2324,69508.0,3614431.0
Nicolò Zaniolo,Aston Villa,F,24,Italy,england,2324,69508.0,3614431.0
Jeffrey Schlupp,Crystal Palace,M,31,Ghana,england,2324,69508.0,3614431.0
Jakub Kiwior,Arsenal,D,23,Poland,england,2324,67191.0,3493950.0
Vitaliy Mykolenko,Everton,D,24,Ukraine,england,2324,67191.0,3493950.0
Boubacar Traoré,Wolverhampton,M,22,Mali,england,2324,63716.0,3313228.0
Chris Richards,Crystal Palace,D,23,United States,england,2324,63716.0,3313228.0
Evan Ferguson,Brighton,F,19,Ireland,england,2324,63716.0,3313228.0
Saïd Benrahma,West Ham,F,28,Algeria,england,2324,63716.0,3313228.0
Ryan Sessegnon,Tottenham,M,23,England,england,2324,63716.0,3313228.0
Mohamed Elneny,Arsenal,M,31,Egypt,england,2324,63716.0,3313228.0
Jairo Riedewald,Crystal Palace,M,27,Netherlands,england,2324,63716.0,3313228.0
Yves Bissouma,Tottenham,M,27,Mali,england,2324,63716.0,3313228.0
Adam Webster,Brighton,D,29,England,england,2324,63716.0,3313228.0
Ben Mee,Brentford,D,34,England,england,2324,63716.0,3313228.0
Mahmoud Dahoud,Brighton,M,27,Germany,england,2324,63716.0,3313228.0
Emil Krafth,Newcastle,D,29,Sweden,england,2324,63716.0,3313228.0
Seamus Coleman,Everton,D,35,Ireland,england,2324,63716.0,3313228.0
Luis Díaz,Liverpool,F,27,Colombia,england,2324,63716.0,3313228.0
Dan Burn,Newcastle,D,31,England,england,2324,63716.0,3313228.0
Sergio Reguilón,Brentford,D,27,Spain,england,2324,61399.0,3192747.0
Sergio Reguilón,Manchester United,D,26,Spain,england,2324,61399.0,3192747.0
Arnaut Danjuma,Everton,F,27,Netherlands,england,2324,60820.0,3162627.0
Sergio Gómez,Manchester City,D,23,Spain,england,2324,57924.0,3012026.0
Calum Chambers,Aston Villa,D,29,England,england,2324,57924.0,3012026.0
Robin Olsen,Aston Villa,K,34,Sweden,england,2324,57924.0,3012026.0
David Brooks,Bournemouth,F,26,Wales,england,2324,57924.0,3012026.0
Marcos Senesi,Bournemouth,D,26,Argentina,england,2324,57924.0,3012026.0
Neto,Bournemouth,K,34,Brazil,england,2324,57924.0,3012026.0
Mathias Jensen,Brentford,M,28,Denmark,england,2324,57924.0,3012026.0
Neal Maupay,Brentford,F,27,France,england,2324,57924.0,3012026.0
Jan Paul van Hecke,Brighton,D,23,Netherlands,england,2324,57924.0,3012026.0
João Pedro,Brighton,F,22,Brazil,england,2324,57924.0,3012026.0
Joël Veltman,Brighton,D,32,Netherlands,england,2324,57924.0,3012026.0
Pervis Estupiñán,Brighton,D,26,Ecuador,england,2324,57924.0,3012026.0
Solly March,Brighton,F,29,England,england,2324,57924.0,3012026.0
Conor Gallagher,Chelsea,M,23,England,england,2324,57924.0,3012026.0
Noni Madueke,Chelsea,F,21,England,england,2324,57924.0,3012026.0
Trevoh Chalobah,Chelsea,D,24,England,england,2324,57924.0,3012026.0
James Tomkins,Crystal Palace,D,34,England,england,2324,57924.0,3012026.0
Jean-Philippe Mateta,Crystal Palace,F,26,France,england,2324,57924.0,3012026.0
Marc Guéhi,Crystal Palace,D,23,England,england,2324,57924.0,3012026.0
Nathaniel Clyne,Crystal Palace,D,32,England,england,2324,57924.0,3012026.0
Will Hughes,Crystal Palace,M,29,England,england,2324,57924.0,3012026.0
Beto,Everton,F,26,Portugal,england,2324,57924.0,3012026.0
Andreas Pereira,Fulham,F,28,Brazil,england,2324,57924.0,3012026.0
Antonee Robinson,Fulham,D,26,United States,england,2324,57924.0,3012026.0
Harrison Reed,Fulham,M,29,England,england,2324,57924.0,3012026.0
Kenny Tete,Fulham,D,28,Netherlands,england,2324,57924.0,3012026.0
Wataru Endo,Liverpool,M,30,Japan,england,2324,57924.0,3012026.0
Albert Sambi Lokonga,Luton Town,M,24,Belgium,england,2324,57924.0,3012026.0
Jérémy Doku,Manchester City,F,21,Belgium,england,2324,57924.0,3012026.0
Oscar Bobb,Manchester City,F,20,Norway,england,2324,57924.0,3012026.0
Alejandro Garnacho,Manchester United,F,19,Argentina,england,2324,57924.0,3012026.0
Mason Greenwood,Manchester United,F,21,England,england,2324,57924.0,3012026.0
Sean Longstaff,Newcastle,M,26,England,england,2324,57924.0,3012026.0
Tino Livramento,Newcastle,D,21,England,england,2324,57924.0,3012026.0
Neco Williams,Nottingham Forest,D,22,Wales,england,2324,57924.0,3012026.0
Serge Aurier,Nottingham Forest,D,30,Cote d'Ivoire,england,2324,57924.0,3012026.0
Taiwo Awoniyi,Nottingham Forest,F,26,Nigeria,england,2324,57924.0,3012026.0
Aaron Cresswell,West Ham,D,34,England,england,2324,57924.0,3012026.0
Konstantinos Mavropanos,West Ham,D,26,Greece,england,2324,57924.0,3012026.0
Nayef Aguerd,West Ham,D,27,Morocco,england,2324,57924.0,3012026.0
Matt Doherty,Wolverhampton,D,32,Ireland,england,2324,57924.0,3012026.0
Max Kilman,Wolverhampton,D,26,England,england,2324,57924.0,3012026.0
Pedro Neto,Wolverhampton,F,23,Portugal,england,2324,57924.0,3012026.0
Callum Wilson,Newcastle,F,31,England,england,2324,53290.0,2771064.0
Zack Steffen,Manchester City,K,28,United States,england,2324,53290.0,2771064.0
Lesley Ugochukwu,Chelsea,M,19,France,england,2324,52131.0,2710823.0
Mario Lemina,Wolverhampton,M,30,Gabon,england,2324,52131.0,2710823.0
Rob Holding,Crystal Palace,D,28,England,england,2324,52131.0,2710823.0
Igor,Brighton,D,25,Brazil,england,2324,52131.0,2710823.0
Bryan Mbeumo,Brentford,F,24,Cameroon,england,2324,52131.0,2710823.0
Tom Heaton,Manchester United,K,37,England,england,2324,52131.0,2710823.0
Odysseas Vlachodimos,Nottingham Forest,K,29,Greece,england,2324,52131.0,2710823.0
Cheikhou Kouyaté,Nottingham Forest,M,34,Senegal,england,2324,52131.0,2710823.0
Calvin Bassey,Fulham,D,24,Nigeria,england,2324,52131.0,2710823.0
Josh Brownhill,Burnley,M,28,England,england,2324,52131.0,2710823.0
Roméo Lavia,Chelsea,M,20,Belgium,england,2324,52131.0,2710823.0
Moussa Niakhaté,Nottingham Forest,D,27,Senegal,england,2324,52131.0,2710823.0
Fábio Vieira,Arsenal,F,23,Portugal,england,2324,52131.0,2710823.0
Jack Cork,Burnley,M,34,England,england,2324,52131.0,2710823.0
Matt Ritchie,Newcastle,M,34,Scotland,england,2324,52131.0,2710823.0
Daniel Muñoz,Crystal Palace,D,27,Colombia,england,2324,52131.0,2710823.0
Craig Dawson,Wolverhampton,D,33,England,england,2324,52131.0,2710823.0
Malo Gusto,Chelsea,D,20,France,england,2324,52131.0,2710823.0
Philip Billing,Bournemouth,M,27,Denmark,england,2324,52131.0,2710823.0
Fabian Schär,Newcastle,D,32,Switzerland,england,2324,52131.0,2710823.0
Armando Broja,Chelsea,F,21,Albania,england,2324,46339.0,2409620.0
Stefan Bajcetic,Liverpool,M,19,Spain,england,2324,46339.0,2409620.0
Lewis Cook,Bournemouth,M,26,England,england,2324,46339.0,2409620.0
Armando Broja,Fulham,F,22,Albania,england,2324,46339.0,2409620.0
Tosin Adarabioyo,Fulham,D,26,England,england,2324,46339.0,2409620.0
Sam Johnstone,Crystal Palace,K,30,England,england,2324,46339.0,2409620.0
Jay Rodríguez,Burnley,F,34,England,england,2324,46339.0,2409620.0
Giovanni Reyna,Nottingham Forest,F,21,United States,england,2324,46339.0,2409620.0
Oliver Skipp,Tottenham,M,23,England,england,2324,46339.0,2409620.0
Martin Dubravka,Newcastle,K,35,Slovakia,england,2324,46339.0,2409620.0
Frank Onyeka,Brentford,M,26,Nigeria,england,2324,46339.0,2409620.0
Ola Aina,Nottingham Forest,D,27,Nigeria,england,2324,46339.0,2409620.0
Emerson,Tottenham,D,25,Brazil,england,2324,46339.0,2409620.0
Kristoffer Ajer,Brentford,D,25,Norway,england,2324,46339.0,2409620.0
Bryan Gil,Tottenham,F,22,Spain,england,2324,46339.0,2409620.0
Josh Cullen,Burnley,M,27,Ireland,england,2324,46339.0,2409620.0
Emile Smith Rowe,Arsenal,F,23,England,england,2324,46339.0,2409620.0
Willy Boly,Nottingham Forest,D,33,Cote d'Ivoire,england,2324,46339.0,2409620.0
Tyrick Mitchell,Crystal Palace,D,24,England,england,2324,46339.0,2409620.0
Sander Berge,Burnley,M,25,Norway,england,2324,46339.0,2409620.0
Jamaal Lascelles,Newcastle,D,30,England,england,2324,46339.0,2409620.0
Matheus França,Crystal Palace,F,19,Brazil,england,2324,46339.0,2409620.0
Ashley Young,Everton,D,38,England,england,2324,46339.0,2409620.0
Matt Turner,Nottingham Forest,K,29,United States,england,2324,46339.0,2409620.0
Harvey Elliott,Liverpool,F,20,England,england,2324,46339.0,2409620.0
Alex Scott,Bournemouth,M,20,England,england,2324,46339.0,2409620.0
Deivid Washington,Chelsea,F,18,Brazil,england,2324,46339.0,2409620.0
Santiago Bueno,Wolverhampton,D,25,Uruguay,england,2324,46339.0,2409620.0
Paul Dummett,Newcastle,D,32,Wales,england,2324,40547.0,2108418.0
Tariq Lamptey,Brighton,D,23,Ghana,england,2324,40547.0,2108418.0
Bart Verbruggen,Brighton,K,21,Netherlands,england,2324,40547.0,2108418.0
Javier Manquillo,Newcastle,D,29,Spain,england,2324,40547.0,2108418.0
Jacob Murphy,Newcastle,F,28,England,england,2324,40547.0,2108418.0
Joel Ward,Crystal Palace,D,34,England,england,2324,40547.0,2108418.0
Adam Wharton,Crystal Palace,M,19,England,england,2324,40547.0,2108418.0
Jarrad Branthwaite,Everton,D,21,England,england,2324,40547.0,2108418.0
Marcus Bettinelli,Chelsea,K,31,England,england,2324,40547.0,2108418.0
Vladimir Coufal,West Ham,D,31,Czech Republic,england,2324,40547.0,2108418.0
Adam Smith,Bournemouth,D,32,England,england,2324,40547.0,2108418.0
Sasa Kalajdzic,Wolverhampton,F,26,Austria,england,2324,40547.0,2108418.0
Álex Moreno,Aston Villa,D,30,Spain,england,2324,40547.0,2108418.0
Chris Mepham,Bournemouth,D,26,Wales,england,2324,40547.0,2108418.0
Dango Ouattara,Bournemouth,F,21,Burkina Faso,england,2324,40547.0,2108418.0
Jonny Otto,Wolverhampton,D,29,Spain,england,2324,40547.0,2108418.0
Marcus Tavernier,Bournemouth,F,24,England,england,2324,40547.0,2108418.0
Max Aarons,Bournemouth,D,24,England,england,2324,40547.0,2108418.0
Romain Faivre,Bournemouth,M,25,France,england,2324,40547.0,2108418.0
Ryan Fredericks,Bournemouth,D,31,England,england,2324,40547.0,2108418.0
Christian Nørgaard,Brentford,M,29,Denmark,england,2324,40547.0,2108418.0
Keane Lewis-Potter,Brentford,F,22,England,england,2324,40547.0,2108418.0
Ryan Giles,Luton Town,D,23,England,england,2324,40547.0,2108418.0
Harry Wilson,Fulham,F,26,Wales,england,2324,40547.0,2108418.0
