player,club,position,age,nationality,data_country,data_season,gross_weekly_eur,gross_annual_eur
Eden Hazard,Real Madrid,F,31,Belgium,spain,2122,600962.0,31250000.0
Gareth Bale,Real Madrid,F,32,Wales,spain,2122,600962.0,31250000.0
Gerard Piqué,Barcelona,D,35,Spain,spain,2122,532692.0,27700000.0
Antoine Griezmann,Atletico Madrid,F,30,France,spain,2122,480769.0,25000000.0
Marcelo,Real Madrid,D,33,Brazil,spain,2122,468846.0,24380000.0
Toni Kroos,Real Madrid,M,32,Germany,spain,2122,468846.0,24380000.0
Sergio Busquets,Barcelona,M,33,Spain,spain,2122,461538.0,24000000.0
Karim Benzema,Real Madrid,F,34,France,spain,2122,461538.0,24000000.0
David Alaba,Real Madrid,D,29,Austria,spain,2122,432692.0,22500000.0
Philippe Coutinho,Barcelona,F,29,Brazil,spain,2122,420769.0,21880000.0
Luka Modric,Real Madrid,M,36,Croatia,spain,2122,420769.0,21880000.0
Jan Oblak,Atletico Madrid,K,29,Slovenia,spain,2122,400000.0,20800000.0
Samuel Umtiti,Barcelona,D,28,France,spain,2122,384615.0,20000000.0
Jordi Alba,Barcelona,D,32,Spain,spain,2122,338462.0,17600000.0
Koke,Atletico Madrid,M,30,Spain,spain,2122,307692.0,16000000.0
Luis Suárez,Atletico Madrid,F,35,Uruguay,spain,2122,300385.0,15620000.0
Thibaut Courtois,Real Madrid,K,29,Belgium,spain,2122,288462.0,15000000.0
João Félix,Atletico Madrid,F,22,Portugal,spain,2122,280385.0,14580000.0
Isco,Real Madrid,F,29,Spain,spain,2122,280385.0,14580000.0
Ansu Fati,Barcelona,F,19,Spain,spain,2122,268269.0,13950000.0
Yannick Carrasco,Atletico Madrid,F,28,Belgium,spain,2122,252500.0,13130000.0
Luka Jovic,Real Madrid,F,24,Serbia,spain,2122,240385.0,12500000.0
Clément Lenglet,Barcelona,D,26,France,spain,2122,230769.0,12000000.0
Ousmane Dembélé,Barcelona,F,24,France,spain,2122,230769.0,12000000.0
Iñaki Williams,Athletic Club,F,27,Spain,spain,2122,219231.0,11400000.0
Casemiro,Real Madrid,M,29,Brazil,spain,2122,210385.0,10940000.0
Memphis Depay,Barcelona,F,27,Netherlands,spain,2122,200385.0,10420000.0
Daniel Carvajal,Real Madrid,D,30,Spain,spain,2122,200385.0,10420000.0
Ferland Mendy,Real Madrid,D,26,France,spain,2122,200385.0,10420000.0
Sergio Agüero,Barcelona,F,33,Argentina,spain,2122,200385.0,10420000.0
Ferran Torres,Barcelona,F,21,Spain,spain,2122,192308.0,10000000.0
Marco Asensio,Real Madrid,F,26,Spain,spain,2122,189038.0,9830000.0
Frenkie de Jong,Barcelona,M,24,Netherlands,spain,2122,185000.0,9620000.0
Lucas Vázquez,Real Madrid,D,30,Spain,spain,2122,180385.0,9380000.0
Pedri,Barcelona,M,19,Spain,spain,2122,180385.0,9380000.0
Marc-André ter Stegen,Barcelona,K,29,Germany,spain,2122,173077.0,9000000.0
Iñigo Martínez,Athletic Club,D,30,Spain,spain,2122,170577.0,8870000.0
Nacho Fernández,Real Madrid,D,32,Spain,spain,2122,164231.0,8540000.0
Eduardo Camavinga,Real Madrid,M,19,France,spain,2122,160192.0,8330000.0
Mario Hermoso,Atletico Madrid,D,26,Spain,spain,2122,160192.0,8330000.0
Marcos Llorente,Atletico Madrid,M,27,Spain,spain,2122,160192.0,8330000.0
Mariano Díaz,Real Madrid,F,28,Dominican Republic,spain,2122,160192.0,8330000.0
Rodrygo,Real Madrid,F,21,Brazil,spain,2122,160192.0,8330000.0
Federico Valverde,Real Madrid,M,23,Uruguay,spain,2122,156346.0,8130000.0
Felipe,Atletico Madrid,D,32,Brazil,spain,2122,145385.0,7560000.0
Sime Vrsaljko,Atletico Madrid,D,30,Croatia,spain,2122,140962.0,7330000.0
Éder Militão,Real Madrid,D,24,Brazil,spain,2122,140192.0,7290000.0
Dani Ceballos,Real Madrid,M,25,Spain,spain,2122,140192.0,7290000.0
Ronald Araújo,Barcelona,D,22,Uruguay,spain,2122,134615.0,7000000.0
Geoffrey Kondogbia,Atletico Madrid,M,28,Central African Republic,spain,2122,132692.0,6900000.0
Nabil Fekir,Real Betis,F,28,France,spain,2122,130769.0,6800000.0
Vitolo,Getafe,F,32,Spain,spain,2122,129615.0,6740000.0
Vinicius Junior,Real Madrid,F,21,Brazil,spain,2122,128269.0,6670000.0
Héctor Bellerín,Real Betis,D,26,Spain,spain,2122,128269.0,6670000.0
Rodrigo de Paul,Atletico Madrid,M,27,Argentina,spain,2122,128269.0,6670000.0
Thomas Lemar,Atletico Madrid,F,26,France,spain,2122,125000.0,6500000.0
Ivan Rakitic,Sevilla,M,33,Croatia,spain,2122,124038.0,6450000.0
Gonçalo Guedes,Valencia,F,25,Portugal,spain,2122,117308.0,6100000.0
Sergiño Dest,Barcelona,D,21,United States,spain,2122,115385.0,6000000.0
Eric García,Barcelona,D,21,Spain,spain,2122,115385.0,6000000.0
Martin Braithwaite,Barcelona,F,30,Denmark,spain,2122,115385.0,6000000.0
Héctor Herrera,Atletico Madrid,M,31,Mexico,spain,2122,115385.0,6000000.0
Neto,Barcelona,K,32,Brazil,spain,2122,115385.0,6000000.0
Anthony Martial,Sevilla,F,26,France,spain,2122,115385.0,6000000.0
Vicente Iborra,Villarreal,M,34,Spain,spain,2122,108269.0,5630000.0
Nemanja Gudelj,Sevilla,M,30,Serbia,spain,2122,107692.0,5600000.0
Raúl García,Athletic Club,F,35,Spain,spain,2122,107692.0,5600000.0
Gerónimo Rulli,Villarreal,K,29,Argentina,spain,2122,104231.0,5420000.0
Gabriel Paulista,Valencia,D,31,Brazil,spain,2122,102500.0,5330000.0
David Silva,Real Sociedad,F,36,Spain,spain,2122,101923.0,5300000.0
Paco Alcácer,Villarreal,F,28,Spain,spain,2122,100192.0,5210000.0
Sergi Roberto,Barcelona,M,29,Spain,spain,2122,96154.0,5000000.0
Moussa Wagué,Barcelona,D,23,Senegal,spain,2122,96154.0,5000000.0
Munir El Haddadi,Sevilla,F,26,Morocco,spain,2122,95769.0,4980000.0
Raúl de Tomás,Espanyol,F,27,Spain,spain,2122,92692.0,4820000.0
Borja Mayoral,Getafe,F,24,Spain,spain,2122,92115.0,4790000.0
Vedat Muriqi,Mallorca,F,27,Kosovo,spain,2122,88077.0,4580000.0
Nolito,Celta Vigo,F,35,Spain,spain,2122,88077.0,4580000.0
Stefan Savic,Atletico Madrid,D,31,Montenegro,spain,2122,86538.0,4500000.0
Jesús Navas,Sevilla,D,36,Spain,spain,2122,84615.0,4400000.0
Denis Suárez,Celta Vigo,F,28,Spain,spain,2122,84231.0,4380000.0
Yuri Berchiche,Athletic Club,D,31,Spain,spain,2122,82308.0,4280000.0
Unai Simón,Athletic Club,K,24,Spain,spain,2122,82308.0,4280000.0
Giovani Lo Celso,Villarreal,M,25,Argentina,spain,2122,79231.0,4120000.0
José Giménez,Atletico Madrid,D,27,Uruguay,spain,2122,76923.0,4000000.0
Adnan Januzaj,Real Sociedad,F,26,Belgium,spain,2122,76923.0,4000000.0
Riqui Puig,Barcelona,M,22,Spain,spain,2122,76923.0,4000000.0
Papu Gómez,Sevilla,F,33,Argentina,spain,2122,74231.0,3860000.0
Dani Parejo,Villarreal,M,32,Spain,spain,2122,73077.0,3800000.0
Renan Lodi,Atletico Madrid,D,23,Brazil,spain,2122,73077.0,3800000.0
Pau Torres,Villarreal,D,25,Spain,spain,2122,73077.0,3800000.0
Jasper Cillessen,Valencia,K,32,Netherlands,spain,2122,72115.0,3750000.0
Francis Coquelin,Villarreal,M,30,France,spain,2122,71923.0,3740000.0
Maxime Gonalons,Granada,M,32,France,spain,2122,71154.0,3700000.0
Gerard Moreno,Villarreal,F,29,Spain,spain,2122,69615.0,3620000.0
Joan Jordán,Sevilla,M,27,Spain,spain,2122,69231.0,3600000.0
David López,Espanyol,M,32,Spain,spain,2122,68462.0,3560000.0
José Gayà,Valencia,D,26,Spain,spain,2122,67308.0,3500000.0
Nico Williams,Athletic Club,F,19,Spain,spain,2122,67308.0,3500000.0
Ángel Correa,Atletico Madrid,F,26,Argentina,spain,2122,67308.0,3500000.0
Thomas Delaney,Sevilla,M,30,Denmark,spain,2122,66731.0,3470000.0
Sergio Asenjo,Villarreal,K,32,Spain,spain,2122,66538.0,3460000.0
Nacho Monreal,Real Sociedad,D,35,Spain,spain,2122,66346.0,3450000.0
Daniel Wass,Valencia,M,32,Denmark,spain,2122,66154.0,3440000.0
Mario Gaspar,Villarreal,D,31,Spain,spain,2122,64038.0,3330000.0
Diego Carlos,Sevilla,D,28,Brazil,spain,2122,63846.0,3320000.0
Erik Lamela,Sevilla,F,29,Argentina,spain,2122,63462.0,3300000.0
Rafinha,Real Sociedad,M,28,Brazil,spain,2122,62500.0,3250000.0
Mikel Merino,Real Sociedad,M,25,Spain,spain,2122,61538.0,3200000.0
Denis Cheryshev,Valencia,F,31,Russia,spain,2122,61346.0,3190000.0
Alexander Sörloth,Real Sociedad,F,26,Norway,spain,2122,60385.0,3140000.0
Arnaut Danjuma,Villarreal,F,25,Netherlands,spain,2122,60192.0,3130000.0
Darío Benedetto,Elche,F,31,Argentina,spain,2122,59615.0,3100000.0
Benjamin Lecomte,Atletico Madrid,K,30,France,spain,2122,59423.0,3090000.0
Asier Illarramendi,Real Sociedad,M,31,Spain,spain,2122,57692.0,3000000.0
Matheus Cunha,Atletico Madrid,F,22,Brazil,spain,2122,57692.0,3000000.0
Youssef En-Nesyri,Sevilla,F,24,Morocco,spain,2122,57692.0,3000000.0
Martín Montoya,Real Betis,D,30,Spain,spain,2122,56731.0,2950000.0
Boulaye Dia,Villarreal,F,25,Senegal,spain,2122,56154.0,2920000.0
Iago Aspas,Celta Vigo,F,34,Spain,spain,2122,55769.0,2900000.0
Marcos Acuña,Sevilla,D,30,Argentina,spain,2122,55769.0,2900000.0
Jason,Valencia,F,27,Spain,spain,2122,55000.0,2860000.0
Raúl Albiol,Villarreal,D,36,Spain,spain,2122,54615.0,2840000.0
Andriy Lunin,Real Madrid,K,22,Ukraine,spain,2122,54038.0,2810000.0
Álex Remiro,Real Sociedad,K,26,Spain,spain,2122,53846.0,2800000.0
Suso,Sevilla,F,28,Spain,spain,2122,53846.0,2800000.0
Fernando,Sevilla,M,34,Brazil,spain,2122,53846.0,2800000.0
Dani García,Athletic Club,M,31,Spain,spain,2122,53269.0,2770000.0
Marc Bartra,Real Betis,D,31,Spain,spain,2122,51923.0,2700000.0
Bono,Sevilla,K,30,Morocco,spain,2122,51923.0,2700000.0
Manu Vallejo,Alaves,F,24,Spain,spain,2122,50577.0,2630000.0
Manu Vallejo,Valencia,F,24,Spain,spain,2122,50577.0,2630000.0
Javi Galán,Celta Vigo,D,27,Spain,spain,2122,50000.0,2600000.0
Germán Pezzella,Real Betis,D,30,Argentina,spain,2122,48077.0,2500000.0
Pierre-Emerick Aubameyang,Barcelona,F,32,Gabon,spain,2122,48077.0,2500000.0
Karim Rekik,Sevilla,D,27,Netherlands,spain,2122,48077.0,2500000.0
Florin Andone,Cadiz,F,28,Romania,spain,2122,46731.0,2430000.0
Yeray Álvarez,Athletic Club,D,27,Spain,spain,2122,46154.0,2400000.0
Bryan Gil,Valencia,F,20,Spain,spain,2122,45192.0,2350000.0
Rubén Blanco,Celta Vigo,K,26,Spain,spain,2122,45000.0,2340000.0
Óliver Torres,Sevilla,M,27,Spain,spain,2122,44231.0,2300000.0
Pervis Estupiñán,Villarreal,D,24,Ecuador,spain,2122,44038.0,2290000.0
Jeison Murillo,Celta Vigo,D,29,Colombia,spain,2122,44038.0,2290000.0
Diego López,Espanyol,K,40,Spain,spain,2122,43269.0,2250000.0
Djené,Getafe,D,30,Togo,spain,2122,42308.0,2200000.0
Alfonso Pedraza,Villarreal,D,25,Spain,spain,2122,42308.0,2200000.0
Iker Muniain,Athletic Club,F,29,Spain,spain,2122,42308.0,2200000.0
Mikel Oyarzabal,Real Sociedad,F,24,Spain,spain,2122,42308.0,2200000.0
Willian José,Real Betis,F,30,Brazil,spain,2122,42308.0,2200000.0
Jaime Mata,Getafe,F,33,Spain,spain,2122,41154.0,2140000.0
Jaume Doménech,Valencia,K,31,Spain,spain,2122,40577.0,2110000.0
Portu,Real Sociedad,F,29,Spain,spain,2122,40577.0,2110000.0
Carlos Soler,Valencia,M,25,Spain,spain,2122,40385.0,2100000.0
Hugo Duro,Valencia,F,22,Spain,spain,2122,40000.0,2080000.0
