player,club,position,age,nationality,data_country,data_season,gross_weekly_eur,gross_annual_eur
Raphaël Guerreiro,Borussia Dortmund,M,26,Portugal,germany,2021,105769.0,5500000.0
Omar Mascarell,Schalke 04,M,27,Spain,germany,2021,100000.0,5200000.0
Lukas Klostermann,Leipzig,D,24,Germany,germany,2021,100000.0,5200000.0
Jamal Musiala,Bayern Munich,F,17,England,germany,2021,96154.0,5000000.0
Alexander Nübel,Bayern Munich,K,24,Germany,germany,2021,96154.0,5000000.0
Thorgan Hazard,Borussia Dortmund,F,27,Belgium,germany,2021,96154.0,5000000.0
Benjamin Pavard,Bayern Munich,D,24,France,germany,2021,96154.0,5000000.0
Thomas Delaney,Borussia Dortmund,M,29,Denmark,germany,2021,96154.0,5000000.0
Nico Schulz,Borussia Dortmund,D,27,Germany,germany,2021,96154.0,5000000.0
Karim Bellarabi,Bayer Leverkusen,F,30,Germany,germany,2021,94231.0,4900000.0
Marcel Sabitzer,Leipzig,F,26,Austria,germany,2021,86538.0,4500000.0
Dominik Szoboszlai,Leipzig,M,20,Hungary,germany,2021,80769.0,4200000.0
Willi Orban,Leipzig,D,27,Hungary,germany,2021,80769.0,4200000.0
Breel Embolo,Monchengladbach,F,23,Switzerland,germany,2021,80769.0,4200000.0
Dani Olmo,Leipzig,F,22,Spain,germany,2021,80769.0,4200000.0
Maximilian Philipp,Wolfsburg,F,26,Germany,germany,2021,76923.0,4000000.0
Yussuf Poulsen,Leipzig,F,26,Denmark,germany,2021,76923.0,4000000.0
Mahmoud Dahoud,Borussia Dortmund,M,24,Germany,germany,2021,76923.0,4000000.0
Matija Nastasic,Schalke 04,D,27,Serbia,germany,2021,76923.0,4000000.0
Mark Uth,Schalke 04,F,29,Germany,germany,2021,76923.0,4000000.0
Yann Sommer,Monchengladbach,K,31,Switzerland,germany,2021,76923.0,4000000.0
Koen Casteels,Wolfsburg,K,28,Belgium,germany,2021,76923.0,4000000.0
John Anthony Brooks,Wolfsburg,D,27,United States,germany,2021,75962.0,3950000.0
Diadié Samassékou,Hoffenheim,M,24,Mali,germany,2021,75000.0,3900000.0
Sebastian Rudy,Hoffenheim,M,30,Germany,germany,2021,73846.0,3840000.0
Benjamin Henrichs,Leipzig,D,23,Germany,germany,2021,73077.0,3800000.0
Klaas-Jan Huntelaar,Schalke 04,F,37,Netherlands,germany,2021,73077.0,3800000.0
Charles Aránguiz,Bayer Leverkusen,M,31,Chile,germany,2021,72692.0,3780000.0
Sami Khedira,Hertha Berlin,M,33,Germany,germany,2021,72692.0,3780000.0
Luka Jovic,Eintracht Frankfurt,F,23,Serbia,germany,2021,72500.0,3770000.0
André Silva,Eintracht Frankfurt,F,24,Portugal,germany,2021,71154.0,3700000.0
Yannick Gerhardt,Wolfsburg,M,26,Germany,germany,2021,69231.0,3600000.0
Lukasz Piszczek,Borussia Dortmund,D,35,Poland,germany,2021,69231.0,3600000.0
Aleksandar Dragovic,Bayer Leverkusen,D,29,Austria,germany,2021,69231.0,3600000.0
Marcel Schmelzer,Borussia Dortmund,D,32,Germany,germany,2021,69231.0,3600000.0
Kevin Trapp,Eintracht Frankfurt,K,30,Germany,germany,2021,67308.0,3500000.0
Munas Dabbur,Hoffenheim,F,28,Israel,germany,2021,67308.0,3500000.0
Timo Horn,Koln,K,27,Germany,germany,2021,67308.0,3500000.0
Ömer Toprak,Werder Bremen,D,31,Turkey,germany,2021,67308.0,3500000.0
Amadou Haidara,Leipzig,M,22,Mali,germany,2021,67308.0,3500000.0
Kevin Kampl,Leipzig,M,30,Slovenia,germany,2021,67308.0,3500000.0
Jonas Hector,Koln,M,30,Germany,germany,2021,67308.0,3500000.0
Eric Maxim Choupo-Moting,Bayern Munich,F,32,Cameroon,germany,2021,67308.0,3500000.0
Angeliño,Leipzig,D,23,Spain,germany,2021,67308.0,3500000.0
Salif Sané,Schalke 04,D,30,Senegal,germany,2021,65769.0,3420000.0
Gonzalo Castro,Stuttgart,M,33,Germany,germany,2021,65385.0,3400000.0
Patrik Schick,Bayer Leverkusen,F,24,Czech Republic,germany,2021,65385.0,3400000.0
Yunus Malli,Wolfsburg,F,28,Turkey,germany,2021,65385.0,3400000.0
Marius Wolf,Koln,F,25,Germany,germany,2021,63462.0,3300000.0
Josuha Guilavogui,Wolfsburg,M,30,France,germany,2021,63462.0,3300000.0
Jude Bellingham,Borussia Dortmund,M,17,England,germany,2021,62308.0,3240000.0
Jadon Sancho,Borussia Dortmund,F,20,England,germany,2021,61538.0,3200000.0
Daniel Ginczek,Wolfsburg,F,29,Germany,germany,2021,61538.0,3200000.0
Marcus Thuram,Monchengladbach,F,23,France,germany,2021,61538.0,3200000.0
Kerem Demirbay,Bayer Leverkusen,M,27,Germany,germany,2021,61538.0,3200000.0
Alexander Sörloth,Leipzig,F,24,Norway,germany,2021,60385.0,3140000.0
Matthias Ginter,Monchengladbach,D,26,Germany,germany,2021,59615.0,3100000.0
Amine Harit,Schalke 04,F,23,Morocco,germany,2021,59615.0,3100000.0
Kevin Mbabu,Wolfsburg,D,25,Switzerland,germany,2021,59615.0,3100000.0
Alassane Plea,Monchengladbach,F,27,France,germany,2021,59615.0,3100000.0
Xaver Schlager,Wolfsburg,M,23,Austria,germany,2021,57692.0,3000000.0
Wout Weghorst,Wolfsburg,F,28,Netherlands,germany,2021,57692.0,3000000.0
Jérôme Roussillon,Wolfsburg,D,27,France,germany,2021,57692.0,3000000.0
Christoph Kramer,Monchengladbach,M,29,Germany,germany,2021,57692.0,3000000.0
Roman Bürki,Borussia Dortmund,K,29,Switzerland,germany,2021,57692.0,3000000.0
Marcel Halstenberg,Leipzig,D,29,Germany,germany,2021,57692.0,3000000.0
Filip Kostic,Eintracht Frankfurt,M,27,Serbia,germany,2021,57692.0,3000000.0
Konrad Laimer,Leipzig,M,23,Austria,germany,2021,57692.0,3000000.0
Justin Kluivert,Leipzig,F,21,Netherlands,germany,2021,57692.0,3000000.0
Oliver Baumann,Hoffenheim,K,30,Germany,germany,2021,57692.0,3000000.0
Lucas Alario,Bayer Leverkusen,F,28,Argentina,germany,2021,56923.0,2960000.0
Nadiem Amiri,Bayer Leverkusen,F,23,Germany,germany,2021,54423.0,2830000.0
Ralf Fährmann,Schalke 04,K,32,Germany,germany,2021,53846.0,2800000.0
Lars Stindl,Monchengladbach,F,32,Germany,germany,2021,53846.0,2800000.0
Marc Roca,Bayern Munich,M,23,Spain,germany,2021,53846.0,2800000.0
Mattéo Guendouzi,Hertha Berlin,M,21,France,germany,2021,53846.0,2800000.0
Admir Mehmedi,Wolfsburg,F,29,Switzerland,germany,2021,53846.0,2800000.0
Ryan Sessegnon,Hoffenheim,D,20,England,germany,2021,53846.0,2800000.0
Bas Dost,Eintracht Frankfurt,F,31,Netherlands,germany,2021,52692.0,2740000.0
Martin Hinteregger,Eintracht Frankfurt,D,28,Austria,germany,2021,50577.0,2630000.0
Lucas Tousart,Hertha Berlin,M,23,France,germany,2021,50000.0,2600000.0
Shkodran Mustafi,Schalke 04,D,28,Germany,germany,2021,50000.0,2600000.0
Sven Bender,Bayer Leverkusen,D,31,Germany,germany,2021,50000.0,2600000.0
Nordi Mukiele,Leipzig,D,22,France,germany,2021,50000.0,2600000.0
Florian Grillitsch,Hoffenheim,M,25,Austria,germany,2021,50000.0,2600000.0
Leonardo Bittencourt,Werder Bremen,F,26,Germany,germany,2021,48077.0,2500000.0
Ibrahima Traoré,Monchengladbach,F,32,Guinea,germany,2021,48077.0,2500000.0
Florian Neuhaus,Monchengladbach,M,23,Germany,germany,2021,48077.0,2500000.0
Jonas Hofmann,Monchengladbach,M,28,Germany,germany,2021,48077.0,2500000.0
Demarai Gray,Bayer Leverkusen,F,24,England,germany,2021,48077.0,2500000.0
Dodi Lukebakio,Hertha Berlin,F,23,Belgium,germany,2021,48077.0,2500000.0
Giovanni Reyna,Borussia Dortmund,F,17,United States,germany,2021,48077.0,2500000.0
Nico Elvedi,Monchengladbach,D,24,Switzerland,germany,2021,48077.0,2500000.0
Manuel Akanji,Borussia Dortmund,D,25,Switzerland,germany,2021,48077.0,2500000.0
Ellyes Skhiri,Koln,M,25,Tunisia,germany,2021,48077.0,2500000.0
Marin Pongracic,Wolfsburg,D,23,Croatia,germany,2021,48077.0,2500000.0
Sebastian Andersson,Koln,F,29,Sweden,germany,2021,48077.0,2500000.0
Jeffrey Bruma,Wolfsburg,D,28,Netherlands,germany,2021,48077.0,2500000.0
Sebastian Rode,Eintracht Frankfurt,M,30,Germany,germany,2021,48077.0,2500000.0
Dayot Upamecano,Leipzig,D,21,France,germany,2021,48077.0,2500000.0
Niclas Füllkrug,Werder Bremen,F,27,Germany,germany,2021,48077.0,2500000.0
Jiri Pavlenka,Werder Bremen,K,28,Czech Republic,germany,2021,48077.0,2500000.0
Benito Raman,Schalke 04,F,25,Belgium,germany,2021,47115.0,2450000.0
Dedryck Boyata,Hertha Berlin,D,29,Belgium,germany,2021,46154.0,2400000.0
Lukas Hradecky,Bayer Leverkusen,K,30,Finland,germany,2021,46154.0,2400000.0
Amin Younes,Eintracht Frankfurt,F,27,Germany,germany,2021,46154.0,2400000.0
Valentino Lazaro,Monchengladbach,M,24,Austria,germany,2021,46154.0,2400000.0
Vladimir Darida,Hertha Berlin,M,30,Czech Republic,germany,2021,46154.0,2400000.0
Stefan Lainer,Monchengladbach,D,28,Austria,germany,2021,44231.0,2300000.0
Julian Baumgartlinger,Bayer Leverkusen,M,32,Austria,germany,2021,44231.0,2300000.0
Bastian Oczipka,Schalke 04,D,31,Germany,germany,2021,44231.0,2300000.0
Moussa Diaby,Bayer Leverkusen,F,21,France,germany,2021,43462.0,2260000.0
Edmond Tapsoba,Bayer Leverkusen,D,21,Burkina Faso,germany,2021,43462.0,2260000.0
Marwin Hitz,Borussia Dortmund,K,33,Switzerland,germany,2021,42308.0,2200000.0
Leon Bailey,Bayer Leverkusen,F,23,Jamaica,germany,2021,40385.0,2100000.0
Denis Zakaria,Monchengladbach,M,23,Switzerland,germany,2021,40385.0,2100000.0
Lars Bender,Bayer Leverkusen,D,31,Germany,germany,2021,40385.0,2100000.0
Daniel Didavi,Stuttgart,F,30,Germany,germany,2021,40385.0,2100000.0
Daniel Caligiuri,Augsburg,M,32,Italy,germany,2021,40385.0,2100000.0
Alessandro Schöpf,Schalke 04,M,26,Austria,germany,2021,40385.0,2100000.0
Rune Jarstein,Hertha Berlin,K,36,Norway,germany,2021,40000.0,2080000.0
Djibril Sow,Eintracht Frankfurt,M,23,Switzerland,germany,2021,39808.0,2070000.0
Ludwig Augustinsson,Werder Bremen,D,26,Sweden,germany,2021,39808.0,2070000.0
Ramy Bensebaini,Monchengladbach,D,25,Algeria,germany,2021,38462.0,2000000.0
Milot Rashica,Werder Bremen,F,24,Kosovo,germany,2021,38462.0,2000000.0
Tanguy Nianzou,Bayern Munich,D,18,France,germany,2021,38462.0,2000000.0
Daichi Kamada,Eintracht Frankfurt,F,24,Japan,germany,2021,38462.0,2000000.0
Ihlas Bebou,Hoffenheim,F,26,Togo,germany,2021,38462.0,2000000.0
Andrej Kramaric,Hoffenheim,F,29,Croatia,germany,2021,38462.0,2000000.0
Patrick Herrmann,Monchengladbach,F,29,Germany,germany,2021,38462.0,2000000.0
Aarón Martín,Mainz,D,23,Spain,germany,2021,38462.0,2000000.0
Niklas Moisander,Werder Bremen,D,35,Finland,germany,2021,38462.0,2000000.0
Ozan Kabak,Schalke 04,D,20,Turkey,germany,2021,38462.0,2000000.0
Jean-Philippe Mateta,Mainz,F,23,France,germany,2021,36538.0,1900000.0
Benjamin Stambouli,Schalke 04,D,30,France,germany,2021,36538.0,1900000.0
Vedad Ibisevic,Schalke 04,F,36,Bosnia-Herzegovina,germany,2021,36538.0,1900000.0
William,Schalke 04,D,25,Brazil,germany,2021,36538.0,1900000.0
William,Wolfsburg,D,25,Brazil,germany,2021,36538.0,1900000.0
Tin Jedvaj,Bayer Leverkusen,D,24,Croatia,germany,2021,36538.0,1900000.0
Bouna Sarr,Bayern Munich,D,28,France,germany,2021,36538.0,1900000.0
Santiago Arias,Bayer Leverkusen,D,28,Colombia,germany,2021,36538.0,1900000.0
Josip Brekalo,Wolfsburg,F,22,Croatia,germany,2021,36346.0,1890000.0
Robert Skov,Hoffenheim,F,24,Denmark,germany,2021,34615.0,1800000.0
Ridle Baku,Wolfsburg,D,22,Germany,germany,2021,34615.0,1800000.0
Stefan Bell,Mainz,D,29,Germany,germany,2021,34615.0,1800000.0
Almamy Touré,Eintracht Frankfurt,D,24,France,germany,2021,34615.0,1800000.0
Dominik Kohr,Mainz,M,27,Germany,germany,2021,34615.0,1800000.0
Yuya Osako,Werder Bremen,F,30,Japan,germany,2021,34615.0,1800000.0
Jetro Willems,Eintracht Frankfurt,D,26,Netherlands,germany,2021,34615.0,1800000.0
Exequiel Palacios,Bayer Leverkusen,M,22,Argentina,germany,2021,32692.0,1700000.0
Havard Nordtveit,Hoffenheim,D,30,Norway,germany,2021,32692.0,1700000.0
Michael Lang,Monchengladbach,D,29,Switzerland,germany,2021,32692.0,1700000.0
Edimilson Fernandes,Mainz,M,24,Switzerland,germany,2021,32692.0,1700000.0
Pavel Kaderabek,Hoffenheim,D,28,Czech Republic,germany,2021,32692.0,1700000.0
Suat Serdar,Schalke 04,M,23,Germany,germany,2021,32692.0,1700000.0
Leandro Barreiro Martins,Mainz,M,20,Luxembourg,germany,2021,32308.0,1680000.0
Dominik Kohr,Eintracht Frankfurt,M,26,Germany,germany,2021,30769.0,1600000.0
André Hahn,Augsburg,F,30,Germany,germany,2021,30769.0,1600000.0
Carlos Gruezo,Augsburg,M,25,Ecuador,germany,2021,30769.0,1600000.0
Santiago Ascacíbar,Hertha Berlin,M,23,Argentina,germany,2021,30769.0,1600000.0
Christian Clemens,Koln,M,29,Germany,germany,2021,28846.0,1500000.0
Jonathan Burkardt,Mainz,F,20,Germany,germany,2021,28846.0,1500000.0
Jeffrey Gouweleeuw,Augsburg,D,29,Netherlands,germany,2021,28846.0,1500000.0
Mitchell Weiser,Bayer Leverkusen,D,26,Germany,germany,2021,28846.0,1500000.0
Davie Selke,Werder Bremen,F,25,Germany,germany,2021,28846.0,1500000.0
Matheus Cunha,Hertha Berlin,F,21,Brazil,germany,2021,28846.0,1500000.0
Robin Knoche,Union Berlin,D,28,Germany,germany,2021,28846.0,1500000.0
Florian Niederlechner,Augsburg,F,29,Germany,germany,2021,28846.0,1500000.0
Marvin Plattenhardt,Hertha Berlin,D,28,Germany,germany,2021,28846.0,1500000.0
Felix Klaus,Wolfsburg,F,28,Germany,germany,2021,28846.0,1500000.0
Theodor Gebre Selassie,Werder Bremen,D,33,Czech Republic,germany,2021,28846.0,1500000.0
Ermin Bicakcic,Hoffenheim,D,30,Bosnia-Herzegovina,germany,2021,28846.0,1500000.0
Tony Jantschke,Monchengladbach,D,30,Germany,germany,2021,28846.0,1500000.0
Christoph Baumgartner,Hoffenheim,F,21,Austria,germany,2021,28846.0,1500000.0
Christopher Trimmel,Union Berlin,D,33,Austria,germany,2021,28846.0,1500000.0
Jonathan Tah,Bayer Leverkusen,D,24,Germany,germany,2021,28846.0,1500000.0
Florian Wirtz,Bayer Leverkusen,F,17,Germany,germany,2021,28846.0,1500000.0
Frederik Sörensen,Koln,D,28,Denmark,germany,2021,26923.0,1400000.0
Stefan Ilsanker,Eintracht Frankfurt,M,31,Austria,germany,2021,26923.0,1400000.0
Erik Durm,Eintracht Frankfurt,D,28,Germany,germany,2021,26923.0,1400000.0
Jeremie Frimpong,Bayer Leverkusen,D,20,Netherlands,germany,2021,25385.0,1320000.0
Loris Karius,Union Berlin,K,27,Germany,germany,2021,25000.0,1300000.0
Paulinho,Bayer Leverkusen,F,20,Brazil,germany,2021,25000.0,1300000.0
Timothy Fosu-Mensah,Bayer Leverkusen,D,23,Netherlands,germany,2021,25000.0,1300000.0
David Abraham,Eintracht Frankfurt,D,34,Argentina,germany,2021,25000.0,1300000.0
Eduard Löwen,Hertha Berlin,M,23,Germany,germany,2021,25000.0,1300000.0
Ishak Belfodil,Hoffenheim,F,28,Algeria,germany,2021,25000.0,1300000.0
Marco Höger,Koln,M,31,Germany,germany,2021,25000.0,1300000.0
Danny Latza,Mainz,M,30,Germany,germany,2021,25000.0,1300000.0
Oscar Wendt,Monchengladbach,D,34,Sweden,germany,2021,25000.0,1300000.0
Daley Sinkgraven,Bayer Leverkusen,D,25,Netherlands,germany,2021,23462.0,1220000.0
Kevin Vogt,Hoffenheim,D,29,Germany,germany,2021,23077.0,1200000.0
Evan N'Dicka,Eintracht Frankfurt,D,21,France,germany,2021,23077.0,1200000.0
Renato Steffen,Wolfsburg,F,28,Switzerland,germany,2021,23077.0,1200000.0
Makoto Hasebe,Eintracht Frankfurt,M,36,Japan,germany,2021,23077.0,1200000.0
Jhon Córdoba,Hertha Berlin,F,27,Colombia,germany,2021,23077.0,1200000.0
Timothy Chandler,Eintracht Frankfurt,D,30,United States,germany,2021,23077.0,1200000.0
Niklas Stark,Hertha Berlin,D,25,Germany,germany,2021,23077.0,1200000.0
Omar Marmoush,Wolfsburg,F,21,Egypt,germany,2021,23077.0,1200000.0
Omar Alderete,Hertha Berlin,D,23,Paraguay,germany,2021,23077.0,1200000.0
Frederik Rönnow,Schalke 04,K,28,Denmark,germany,2021,23077.0,1200000.0
Gonçalo Paciência,Schalke 04,F,26,Portugal,germany,2021,23077.0,1200000.0
Jorge Meré,Koln,D,23,Spain,germany,2021,23077.0,1200000.0
João Victor,Wolfsburg,F,26,Brazil,germany,2021,23077.0,1200000.0
Ádám Szalai,Mainz,F,32,Hungary,germany,2021,23077.0,1200000.0
Florian Kainz,Koln,F,27,Austria,germany,2021,23077.0,1200000.0
Benno Schmitz,Koln,D,25,Germany,germany,2021,23077.0,1200000.0
Paulo Otávio,Wolfsburg,D,25,Brazil,germany,2021,22115.0,1150000.0
Max Kruse,Union Berlin,F,32,Germany,germany,2021,21154.0,1100000.0
Lászlo Bénes,Augsburg,M,23,Slovakia,germany,2021,21154.0,1100000.0
Baptiste Santamaria,Freiburg,M,25,France,germany,2021,21154.0,1100000.0
Lászlo Bénes,Monchengladbach,M,23,Slovakia,germany,2021,21154.0,1100000.0
Alfred Finnbogason,Augsburg,F,31,Iceland,germany,2021,21154.0,1100000.0
Ondrej Duda,Koln,F,25,Slovakia,germany,2021,21154.0,1100000.0
Erik Thommy,Stuttgart,M,26,Germany,germany,2021,21154.0,1100000.0
Guus Til,Freiburg,F,22,Netherlands,germany,2021,21154.0,1100000.0
Christian Günter,Freiburg,D,27,Germany,germany,2021,19615.0,1020000.0
Marc Oliver Kempf,Stuttgart,D,25,Germany,germany,2021,19423.0,1010000.0
Tyler Adams,Leipzig,M,21,United States,germany,2021,19231.0,1000000.0
Michel Vlap,Arminia Bielefeld,F,23,Netherlands,germany,2021,19231.0,1000000.0
Kevin Möhwald,Werder Bremen,M,27,Germany,germany,2021,19231.0,1000000.0
Stefan Posch,Hoffenheim,D,23,Austria,germany,2021,19231.0,1000000.0
Dominick Drexler,Koln,F,30,Germany,germany,2021,19231.0,1000000.0
Arne Maier,Arminia Bielefeld,M,21,Germany,germany,2021,19231.0,1000000.0
Iago,Augsburg,D,23,Brazil,germany,2021,19231.0,1000000.0
Michael Gregoritsch,Augsburg,F,26,Austria,germany,2021,19231.0,1000000.0
Tobias Strobl,Augsburg,M,30,Germany,germany,2021,19231.0,1000000.0
Christopher Nkunku,Leipzig,F,22,France,germany,2021,19231.0,1000000.0
Tomas Koubek,Augsburg,K,28,Czech Republic,germany,2021,19231.0,1000000.0
Wendell,Bayer Leverkusen,D,27,Brazil,germany,2021,19231.0,1000000.0
Hee-chan Hwang,Leipzig,F,24,South Korea,germany,2021,19231.0,1000000.0
Ibrahima Konaté,Leipzig,D,21,France,germany,2021,19231.0,1000000.0
Maximilian Mittelstädt,Hertha Berlin,D,23,Germany,germany,2021,19038.0,990000.0
Kasim Adams,Hoffenheim,D,25,Ghana,germany,2021,18846.0,980000.0
Mateu Morey Bauzà,Borussia Dortmund,D,20,Spain,germany,2021,18846.0,980000.0
Jannes Horn,Koln,D,23,Germany,germany,2021,18654.0,970000.0
Joshua Brenet,Hoffenheim,D,26,Netherlands,germany,2021,18654.0,970000.0
Jeremiah St. Juste,Mainz,D,24,Netherlands,germany,2021,18462.0,960000.0
Kingsley Ehizibue,Koln,D,25,Nigeria,germany,2021,18462.0,960000.0
Dominique Heintz,Freiburg,D,27,Germany,germany,2021,18462.0,960000.0
Vincenzo Grifo,Freiburg,F,27,Italy,germany,2021,18269.0,950000.0
Nemanja Radonjic,Hertha Berlin,F,24,Serbia,germany,2021,18077.0,940000.0
Joel Pohjanpalo,Union Berlin,F,26,Finland,germany,2021,18077.0,940000.0
Orel Mangala,Stuttgart,M,22,Belgium,germany,2021,18077.0,940000.0
Steven Zuber,Eintracht Frankfurt,M,29,Switzerland,germany,2021,17885.0,930000.0
Rabbi Matondo,Schalke 04,F,20,Wales,germany,2021,17692.0,920000.0
Milos Veljkovic,Werder Bremen,D,25,Serbia,germany,2021,17692.0,920000.0
Tahith Chong,Werder Bremen,F,20,Netherlands,germany,2021,17500.0,910000.0
Nicolás González,Stuttgart,F,22,Argentina,germany,2021,17308.0,900000.0
Nicolas Höfler,Freiburg,M,30,Germany,germany,2021,17308.0,900000.0
Felix Passlack,Borussia Dortmund,D,22,Germany,germany,2021,17115.0,890000.0
Alexander Schwolow,Hertha Berlin,K,28,Germany,germany,2021,16923.0,880000.0
Benjamin Hübner,Hoffenheim,D,31,Germany,germany,2021,16923.0,880000.0
Kevin Akpoguma,Hoffenheim,D,25,Nigeria,germany,2021,16731.0,870000.0
Florian Hübner,Union Berlin,D,29,Germany,germany,2021,16538.0,860000.0
Marek Suchy,Augsburg,D,32,Czech Republic,germany,2021,16538.0,860000.0
Amir Abrashi,Freiburg,M,30,Albania,germany,2021,16346.0,850000.0
Sebastiaan Bornauw,Koln,D,21,Belgium,germany,2021,16154.0,840000.0
Dong-won Ji,Mainz,F,29,South Korea,germany,2021,15962.0,830000.0
Mijat Gacinovic,Hoffenheim,F,25,Serbia,germany,2021,15769.0,820000.0
Marcus Ingvartsen,Union Berlin,F,24,Denmark,germany,2021,15769.0,820000.0
Jonathan Schmid,Freiburg,D,30,France,germany,2021,15577.0,810000.0
Felix Uduokhai,Augsburg,D,23,Germany,germany,2021,15385.0,800000.0
Elvis Rexhbecaj,Koln,M,22,Germany,germany,2021,15385.0,800000.0
Dennis Geiger,Hoffenheim,M,22,Germany,germany,2021,15385.0,800000.0
Danny da Costa,Eintracht Frankfurt,D,27,Germany,germany,2021,15000.0,780000.0
Sasa Kalajdzic,Stuttgart,F,23,Austria,germany,2021,15000.0,780000.0
Maximilian Eggestein,Werder Bremen,M,23,Germany,germany,2021,15000.0,780000.0
Christian Groß,Werder Bremen,D,31,Germany,germany,2021,15000.0,780000.0
Danny da Costa,Mainz,M,27,Germany,germany,2021,15000.0,780000.0
Pavao Pervan,Wolfsburg,K,32,Austria,germany,2021,15000.0,780000.0
Levin Öztunali,Mainz,M,24,Germany,germany,2021,15000.0,780000.0
Josh Sargent,Werder Bremen,F,20,United States,germany,2021,14808.0,770000.0
Daniel Brosinski,Mainz,D,32,Germany,germany,2021,14808.0,770000.0
Philipp Förster,Stuttgart,F,25,Germany,germany,2021,14808.0,770000.0
Jordan Torunarigha,Hertha Berlin,D,23,Germany,germany,2021,14808.0,770000.0
Moussa Niakhaté,Mainz,D,24,France,germany,2021,14615.0,760000.0
Konstantinos Mavropanos,Stuttgart,D,22,Greece,germany,2021,14615.0,760000.0
Waldemar Anton,Stuttgart,D,24,Germany,germany,2021,14423.0,750000.0
Nils Petersen,Freiburg,F,31,Germany,germany,2021,14423.0,750000.0
Gregor Kobel,Stuttgart,K,22,Switzerland,germany,2021,14231.0,740000.0
Mike van der Hoorn,Arminia Bielefeld,D,28,Netherlands,germany,2021,14231.0,740000.0
Janik Haberer,Freiburg,M,26,Germany,germany,2021,14231.0,740000.0
Ron-Robert Zieler,Koln,K,31,Germany,germany,2021,14231.0,740000.0
Peter Pekarik,Hertha Berlin,D,33,Slovakia,germany,2021,14231.0,740000.0
Salih Özcan,Koln,M,22,Germany,germany,2021,14038.0,730000.0
Lukas Klünter,Hertha Berlin,D,24,Germany,germany,2021,14038.0,730000.0
Rafael Czichos,Koln,D,30,Germany,germany,2021,14038.0,730000.0
Akaki Gogia,Union Berlin,F,28,Germany,germany,2021,14038.0,730000.0
Grischa Prömel,Union Berlin,M,25,Germany,germany,2021,13846.0,720000.0
Roland Sallai,Freiburg,F,23,Hungary,germany,2021,13846.0,720000.0
Jan Thielmann,Koln,F,18,Germany,germany,2021,13846.0,720000.0
Pascal Stenzel,Stuttgart,D,24,Germany,germany,2021,13654.0,710000.0
Reece Oxford,Augsburg,M,21,England,germany,2021,13462.0,700000.0
Mathew Leckie,Hertha Berlin,F,29,Australia,germany,2021,13269.0,690000.0
Robert Glatzel,Mainz,F,27,Germany,germany,2021,13269.0,690000.0
Robin Quaison,Mainz,F,27,Sweden,germany,2021,13077.0,680000.0
Hamza Mendyl,Schalke 04,D,23,Morocco,germany,2021,13077.0,680000.0
