player,club,position,age,nationality,data_country,data_season,gross_weekly_eur,gross_annual_eur
Cristiano Ronaldo,Manchester United,F,37,Portugal,england,2223,596613.0,31023864.0
Kevin De Bruyne,Manchester City,F,31,Belgium,england,2223,463389.0,24096205.0
David de Gea,Manchester United,K,32,Spain,england,2223,434427.0,22590192.0
Erling Haaland,Manchester City,F,22,Norway,england,2223,434427.0,22590192.0
Casemiro,Manchester United,M,30,Brazil,england,2223,405465.0,21084179.0
Mohamed Salah,Liverpool,F,30,Egypt,england,2223,405465.0,21084179.0
Raphaël Varane,Manchester United,D,29,France,england,2223,393880.0,20481774.0
Raheem Sterling,Chelsea,F,28,England,england,2223,376503.0,19578166.0
Jack Grealish,Manchester City,F,27,England,england,2223,347541.0,18072154.0
Kalidou Koulibaly,Chelsea,D,31,Senegal,england,2223,341749.0,17770951.0
N'Golo Kanté,Chelsea,M,31,France,england,2223,335957.0,17469749.0
Gabriel Jesus,Arsenal,F,25,Brazil,england,2223,306995.0,15963736.0
Anthony Martial,Manchester United,F,27,France,england,2223,289618.0,15060128.0
Kai Havertz,Chelsea,F,23,Germany,england,2223,289618.0,15060128.0
Jadon Sancho,Manchester United,F,22,England,england,2223,289618.0,15060128.0
John Stones,Manchester City,D,28,England,england,2223,289618.0,15060128.0
João Cancelo,Manchester City,D,28,Portugal,england,2223,289618.0,15060128.0
Reece James,Chelsea,D,23,England,england,2223,289618.0,15060128.0
Bruno Fernandes,Manchester United,F,28,Portugal,england,2223,278033.0,14457723.0
Phil Foden,Manchester City,M,22,England,england,2223,260656.0,13554115.0
Virgil van Dijk,Liverpool,D,31,Netherlands,england,2223,254864.0,13252913.0
Rodri,Manchester City,M,26,Spain,england,2223,254864.0,13252913.0
Marcel Sabitzer,Manchester United,M,28,Austria,england,2223,243279.0,12650508.0
Marcus Rashford,Manchester United,F,25,England,england,2223,231694.0,12048102.0
Wesley Fofana,Chelsea,D,22,France,england,2223,231694.0,12048102.0
Thomas Partey,Arsenal,M,29,Ghana,england,2223,231694.0,12048102.0
Jordan Henderson,Liverpool,M,32,England,england,2223,231694.0,12048102.0
Ben Chilwell,Chelsea,D,26,England,england,2223,231694.0,12048102.0
Harry Kane,Tottenham,F,29,England,england,2223,231694.0,12048102.0
Thiago,Liverpool,M,31,Spain,england,2223,231694.0,12048102.0
João Félix,Chelsea,F,23,Portugal,england,2223,225902.0,11746900.0
Bukayo Saka,Arsenal,M,21,England,england,2223,225902.0,11746900.0
Harry Maguire,Manchester United,D,29,England,england,2223,220110.0,11445697.0
Heung-min Son,Tottenham,F,30,South Korea,england,2223,220110.0,11445697.0
Roberto Firmino,Liverpool,F,31,Brazil,england,2223,208525.0,10843292.0
Gabriel Martinelli,Arsenal,F,21,Brazil,england,2223,208525.0,10843292.0
Enzo Fernández,Chelsea,M,22,Argentina,england,2223,208525.0,10843292.0
César Azpilicueta,Chelsea,D,33,Spain,england,2223,208525.0,10843292.0
Manuel Akanji,Manchester City,D,27,Switzerland,england,2223,208525.0,10843292.0
Ivan Perisic,Tottenham,M,33,Croatia,england,2223,208525.0,10843292.0
Trent Alexander-Arnold,Liverpool,D,24,England,england,2223,208525.0,10843292.0
