player,club,position,age,nationality,data_country,data_season,gross_weekly_eur,gross_annual_eur
Dusan Vlahovic,Juventus,F,24,Serbia,italy,2324,249231.0,12960000.0
Victor Osimhen,Napoli,F,25,Nigeria,italy,2324,246538.0,12820000.0
Wojciech Szczesny,Juventus,K,33,Poland,italy,2324,231538.0,12040000.0
Nicolò Barella,Inter Milan,M,27,Italy,italy,2324,231538.0,12040000.0
Lautaro Martínez,Inter Milan,F,26,Argentina,italy,2324,213654.0,11110000.0
Hakan Çalhanoğlu,Inter Milan,M,29,Turkey,italy,2324,213654.0,11110000.0
Alex Sandro,Juventus,D,33,Brazil,italy,2324,213654.0,11110000.0
Alessandro Bastoni,Inter Milan,D,24,Italy,italy,2324,195962.0,10190000.0
Bremer,Juventus,D,26,Brazil,italy,2324,178077.0,9260000.0
Federico Chiesa,Juventus,F,26,Italy,italy,2324,178077.0,9260000.0
Adrien Rabiot,Juventus,M,28,France,italy,2324,172500.0,8970000.0
Romelu Lukaku,Roma,F,30,Belgium,italy,2324,172500.0,8970000.0
Marcus Thuram,Inter Milan,F,26,France,italy,2324,147885.0,7690000.0
Ciro Immobile,Lazio,F,33,Italy,italy,2324,142500.0,7410000.0
Luis Alberto,Lazio,M,31,Spain,italy,2324,142500.0,7410000.0
Stefan de Vrij,Inter Milan,D,31,Netherlands,italy,2324,135385.0,7040000.0
Paulo Dybala,Roma,F,30,Argentina,italy,2324,135385.0,7040000.0
Ismaël Bennacer,AC Milan,M,26,Algeria,italy,2324,135385.0,7040000.0
Gianluca Mancini,Roma,D,27,Italy,italy,2324,124615.0,6480000.0
Lorenzo Pellegrini,Roma,F,27,Italy,italy,2324,124615.0,6480000.0
Piotr Zieliński,Napoli,M,29,Poland,italy,2324,124615.0,6480000.0
Federico Dimarco,Inter Milan,D,26,Italy,italy,2324,124615.0,6480000.0
Benjamin Pavard,Inter Milan,D,27,France,italy,2324,123269.0,6410000.0
Rafael Leão,AC Milan,F,24,Portugal,italy,2324,123269.0,6410000.0
Manuel Locatelli,Juventus,M,26,Italy,italy,2324,117500.0,6110000.0
Matteo Politano,Napoli,F,30,Italy,italy,2324,114038.0,5930000.0
