accurateChippedPasses,accurateCrosses,accurateCrossesPercentage,accurateFinalThirdPasses,accurateLongBalls,accurateLongBallsPercentage,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePasses,accuratePassesPercentage,aerialDuelsWon,aerialDuelsWonPercentage,aerialLost,appearances,assists,attemptPenaltyMiss,attemptPenaltyPost,attemptPenaltyTarget,ballRecovery,bigChancesCreated,bigChancesMissed,blockedShots,cleanSheet,clearances,countRating,crossesNotClaimed,directRedCards,dispossessed,dribbledPast,duelLost,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,fouls,freeKickGoal,goalConversionPercentage,goalKicks,goals,goalsAssistsSum,goalsConceded,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,goalsFromInsideTheBox,goalsFromOutsideTheBox,goalsPrevented,groundDuelsWon,groundDuelsWonPercentage,headedGoals,highClaims,hitWoodwork,inaccuratePasses,interceptions,keyPasses,leftFootGoals,matchesStarted,minutesPlayed,offsides,outfielderBlocks,ownGoals,passToAssist,penaltiesTaken,penaltyConceded,penaltyConversion,penaltyFaced,penaltyGoals,penaltySave,penaltyWon,possessionLost,possessionWonAttThird,punches,rating,redCards,rightFootGoals,runsOut,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,saves,savesCaught,savesParried,scoringFrequency,setPieceConversion,shotFromSetPiece,shotsFromInsideTheBox,shotsFromOutsideTheBox,shotsOffTarget,shotsOnTarget,successfulDribbles,successfulDribblesPercentage,successfulRunsOut,tackles,tacklesWon,tacklesWonPercentage,totalAttemptAssist,totalChippedPasses,totalContest,totalCross,totalDuelsWon,totalDuelsWonPercentage,totalLongBalls,totalOppositionHalfPasses,totalOwnHalfPasses,totalPasses,totalRating,totalShots,totwAppearances,touches,wasFouled,yellowCards,yellowRedCards,player,team,player id,team id,data_country,data_season
4,0,0.0,32,5,62.5,45,28,73,82.02,1,50.0,1,3,0,0,0,0,,2,2,3,0,0,3,0,0,4,4,12,0,0,0.84,1.78,2,1,7.14,,1,1,3,3,0,0,1,,27,71.05,0,0,2,16,4,9,0,3,267,1,,0,0,0,0,0.0,0,0,0,1,31,0,0,8.2,0,1,0,0,0,0,0,0,267.0,50.0,2,8,6,6,5,14,93.33,0,8,7,87.5,9,6,15,6,28,70.0,8,64,31,89,24.6,14,1,160,5,0,0,Armand Laurienté,Lorient,932643,1656,france,2223
90,34,37.36,722,87,71.31,1236,403,1605,83.12,1,25.0,3,32,16,0,0,0,,29,12,35,9,0,32,0,0,77,16,173,0,0,16.23,15.49,8,2,12.4,,16,32,31,28,3,12,4,,164,49.1,0,0,7,326,2,95,13,32,2842,6,,0,2,0,0,0.0,0,0,0,0,617,21,0,8.11,0,3,0,0,0,0,0,0,177.63,10.0,20,69,60,37,57,102,58.96,0,26,18,69.23,93,164,173,91,165,48.82,122,1591,431,1931,259.6,129,19,2619,36,0,0,Lionel Messi,Paris Saint-Germain,12994,1644,france,2223
50,18,33.33,405,43,66.15,733,267,982,82.73,1,33.33,2,20,11,0,0,0,,15,9,8,2,1,20,0,0,37,10,117,0,1,7.37,8.08,25,0,34.21,,13,24,14,14,0,13,0,,125,52.08,1,0,2,205,4,49,3,18,1552,5,,0,0,2,0,100.0,0,2,0,1,388,12,0,7.69,1,9,0,0,0,0,0,0,119.38,0.0,6,27,11,10,20,38,45.24,0,22,14,63.64,49,100,84,54,126,51.85,65,948,293,1187,153.8,38,7,1612,65,4,1,Neymar,Paris Saint-Germain,124712,1644,france,2223
51,52,31.71,595,28,58.33,982,393,1323,84.32,9,37.5,15,32,10,0,0,0,,19,7,10,3,7,32,0,0,35,35,135,1,0,12.07,8.34,25,0,16.67,,7,17,25,23,2,7,0,,148,55.22,1,0,0,246,17,101,3,28,2531,2,,0,0,0,1,0.0,0,0,0,0,482,33,0,7.56,0,3,0,0,0,0,0,0,361.57,0.0,8,33,9,9,23,40,60.61,0,64,37,57.81,101,107,66,164,157,53.77,48,1314,419,1569,241.9,42,5,2172,44,3,0,Rémy Cabella,Lille,72998,1643,france,2223
15,3,23.08,183,23,71.88,336,110,443,75.34,63,63.0,37,16,4,0,0,0,,4,6,10,1,5,16,0,0,15,11,88,0,0,2.17,5.58,12,0,19.15,,9,13,17,15,2,8,1,,58,53.21,4,0,1,145,14,26,3,16,1328,6,,0,0,0,0,0.0,0,0,0,0,213,8,0,7.54,0,2,0,0,0,0,0,0,147.56,0.0,0,33,14,10,27,9,39.13,0,25,11,44.0,26,27,23,13,121,57.89,32,475,126,588,120.6,47,5,837,24,0,0,Martin Terrier,Stade Rennais,846445,1658,france,2223
197,89,31.56,506,256,70.33,1006,659,1576,83.03,6,33.33,12,35,8,0,0,0,,13,1,10,5,25,35,0,0,12,53,122,0,2,8.15,6.03,33,1,9.62,,5,13,54,46,8,4,1,,109,49.77,0,0,2,322,10,89,0,32,2891,2,,0,1,4,0,100.0,0,4,0,0,589,21,0,7.52,0,5,0,0,0,0,0,0,578.2,6.25,16,18,34,17,25,19,57.58,0,71,36,50.7,88,321,33,282,115,48.52,364,1453,727,1898,263.2,52,6,2532,19,6,0,Branco van den Boomen,Toulouse,190883,1681,france,2223
6,1,100.0,24,10,76.92,50,59,108,87.1,4,80.0,1,2,0,0,0,0,,0,0,3,0,3,2,0,0,1,2,8,0,0,0.74,0.37,2,0,0.0,,0,0,2,2,0,0,0,,9,56.25,0,0,0,16,1,3,0,2,161,0,,0,0,0,0,0.0,0,0,0,0,22,1,0,7.45,0,0,0,0,0,0,0,0,0.0,0.0,0,5,0,1,1,1,33.33,0,5,4,80.0,3,9,3,1,13,61.9,13,63,62,124,14.9,5,0,155,3,0,0,Lucas Paquetá,Olympique Lyonnais,839981,1649,france,2223
26,14,29.79,559,19,67.86,909,175,1070,82.95,8,61.54,5,34,5,0,0,2,,17,28,37,8,5,34,0,0,42,11,184,0,0,9.37,26.3,19,0,19.46,,29,34,33,32,1,26,3,,124,40.92,1,0,4,220,5,56,6,32,2822,33,,0,0,5,0,60.0,0,3,0,1,485,20,0,7.42,0,22,0,0,0,0,0,0,97.31,0.0,1,114,35,33,79,74,40.44,0,10,4,40.0,56,52,183,47,132,41.77,28,1144,193,1290,252.4,149,11,1917,40,6,0,Kylian Mbappé,Paris Saint-Germain,826643,1644,france,2223
6,0,0.0,5,8,53.33,7,11,18,69.23,0,0.0,0,1,0,0,0,0,,0,0,0,1,2,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,,0,0,0,0,0,0,0,0.17,0,0.0,0,2,0,8,0,0,0,1,90,0,,0,0,0,0,0.0,0,0,0,0,8,0,0,7.4,0,0,0,2,1,3,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,8,0,0,0,0.0,15,12,14,26,7.4,0,0,36,0,0,0,Joaquín Blázquez,Stade Brestois,940690,1715,france,2223
87,74,32.03,520,113,61.75,959,509,1394,80.76,10,23.26,33,37,10,0,0,0,,15,7,23,5,27,37,0,0,18,44,143,0,0,10.3,8.71,35,1,9.59,,7,17,35,31,4,5,2,,73,39.89,0,0,3,332,31,100,2,37,3084,2,,0,2,2,0,100.0,0,2,0,0,573,20,0,7.39,1,5,0,0,0,0,0,0,440.57,10.0,10,37,36,29,21,14,45.16,0,45,29,64.44,98,181,31,231,83,36.73,183,1382,575,1726,273.6,73,6,2381,14,4,1,Benjamin Bourigeaud,Stade Rennais,324399,1658,france,2223
