accurateChippedPasses,accurateCrosses,accurateCrossesPercentage,accurateFinalThirdPasses,accurateLongBalls,accurateLongBallsPercentage,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePasses,accuratePassesPercentage,aerialDuelsWon,aerialDuelsWonPercentage,aerialLost,appearances,assists,attemptPenaltyMiss,attemptPenaltyPost,attemptPenaltyTarget,ballRecovery,bigChancesCreated,bigChancesMissed,blockedShots,cleanSheet,clearances,countRating,crossesNotClaimed,directRedCards,dispossessed,dribbledPast,duelLost,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,fouls,freeKickGoal,goalConversionPercentage,goalKicks,goals,goalsAssistsSum,goalsConceded,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,goalsFromInsideTheBox,goalsFromOutsideTheBox,goalsPrevented,groundDuelsWon,groundDuelsWonPercentage,headedGoals,highClaims,hitWoodwork,inaccuratePasses,interceptions,keyPasses,leftFootGoals,matchesStarted,minutesPlayed,offsides,outfielderBlocks,ownGoals,passToAssist,penaltiesTaken,penaltyConceded,penaltyConversion,penaltyFaced,penaltyGoals,penaltySave,penaltyWon,possessionLost,possessionWonAttThird,punches,rating,redCards,rightFootGoals,runsOut,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,saves,savesCaught,savesParried,scoringFrequency,setPieceConversion,shotFromSetPiece,shotsFromInsideTheBox,shotsFromOutsideTheBox,shotsOffTarget,shotsOnTarget,successfulDribbles,successfulDribblesPercentage,successfulRunsOut,tackles,tacklesWon,tacklesWonPercentage,totalAttemptAssist,totalChippedPasses,totalContest,totalCross,totalDuelsWon,totalDuelsWonPercentage,totalLongBalls,totalOppositionHalfPasses,totalOwnHalfPasses,totalPasses,totalRating,totalShots,totwAppearances,touches,wasFouled,yellowCards,yellowRedCards,player,team,player id,team id,data_country,data_season,download_date
134,5,35.71,639,164,59.42,1349,816,2165,88.77,32,55.17,26,32,2,0,0,1,155,5,1,12,9,69,32,0,0,15,22,114,2,3,4.22,2.46,48,0,2.63,0,1,3,23,18,5,1,0,,136,60.71,0,0,2,274,36,42,0,32,2644,0,23,0,0,1,0,0.0,0,0,0,0,336,16,0,7.68,0,1,0,0,0,0,0,0,2644.0,0.0,2,9,29,15,11,10,58.82,0,91,63,69.23,42,230,17,14,168,59.57,276,1554,885,2439,245.9,38,4,2904,37,8,0,Manuel Locatelli,Juventus,363860,2687,italy,2526,20260428
2,0,0.0,1,7,23.33,4,17,21,47.73,2,100.0,0,1,0,0,0,0,13,0,0,0,1,1,1,0,0,0,0,0,0,0,0.0,,0,0,0.0,13,0,0,0,0,0,0,0,1.08,0,0.0,0,2,0,23,0,0,0,1,90,0,0,0,0,0,0,0.0,0,0,0,0,23,0,1,7.6,0,0,0,3,1,4,0,1,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,6,0,0,2,100.0,30,24,20,44,7.6,0,0,59,0,1,0,Filippo Rinaldi,Parma,1002428,2690,italy,2526,20260428
117,29,26.13,530,174,74.68,1197,793,1990,90.58,11,50.0,11,33,3,0,0,0,186,6,0,6,10,33,33,0,0,12,29,90,0,3,4.74,1.51,23,0,10.53,0,2,5,26,25,1,2,0,,98,55.37,0,0,1,207,39,52,0,32,2793,0,10,0,2,0,0,0.0,0,0,0,0,359,16,0,7.53,0,2,0,0,0,0,0,0,1396.5,0.0,1,6,13,5,8,17,48.57,0,49,27,55.1,50,187,35,111,109,54.77,233,1349,848,2197,248.6,19,6,2648,32,4,0,Luka Modrić,Milan,15466,2692,italy,2526,20260428
49,33,38.37,364,65,58.56,735,526,1261,90.65,13,56.52,10,22,4,0,0,1,102,7,1,13,5,16,22,0,0,6,13,62,0,0,3.5,5.65,28,0,18.0,0,9,13,16,14,2,4,5,,50,49.02,0,0,1,130,16,41,1,20,1649,0,6,0,0,5,0,80.0,0,4,0,0,228,8,0,7.5,0,8,0,0,0,0,0,0,183.22,0.0,4,7,43,20,17,5,35.71,0,34,18,52.94,41,87,14,86,63,50.4,111,835,556,1391,164.9,50,5,1710,11,7,0,Hakan Çalhanoğlu,Inter,135700,2697,italy,2526,20260428
78,93,34.07,454,36,38.3,735,373,1108,82.93,2,14.29,12,32,17,0,0,0,121,32,9,19,10,27,32,0,0,10,20,87,0,1,10.59,5.04,40,0,9.52,0,6,23,23,21,2,5,1,,78,50.98,0,0,2,228,30,91,5,28,2534,5,4,0,0,0,0,0.0,0,0,0,0,461,20,0,7.45,0,1,0,0,0,0,0,0,422.33,0.0,5,40,23,24,20,6,46.15,0,50,32,64.0,91,140,13,273,80,47.9,94,894,442,1336,238.3,63,9,2036,22,3,0,Federico Dimarco,Inter,284361,2697,italy,2526,20260428
22,28,25.45,439,30,61.22,665,263,928,84.21,13,52.0,12,33,6,0,0,1,105,15,3,30,3,6,33,0,0,51,13,153,0,4,9.08,7.83,20,0,11.24,0,10,16,23,20,3,9,1,,141,50.0,0,0,5,174,7,71,1,30,2576,6,0,0,0,2,0,50.0,0,1,0,1,456,20,0,7.42,0,9,0,0,0,0,0,0,257.6,0.0,0,59,30,21,38,73,54.89,0,16,6,37.5,71,47,133,110,154,50.16,49,812,290,1102,244.9,89,9,1759,52,2,0,Kenan Yıldız,Juventus,1149011,2687,italy,2526,20260428
4,0,0.0,5,3,60.0,25,55,80,95.24,0,0.0,1,1,0,0,0,0,6,0,0,0,1,2,1,0,0,0,0,2,0,1,0.03,0.05,1,0,0.0,0,0,0,0,0,0,0,0,,2,66.67,0,0,0,4,2,1,0,1,90,0,2,0,0,0,0,0.0,0,0,0,0,4,0,0,7.4,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,1,0,0.0,0,2,1,50.0,1,5,0,0,2,50.0,5,27,57,84,7.4,1,0,96,0,0,0,Benjamin Pavard,Inter,787505,2697,italy,2526,20260428
43,13,22.03,376,28,50.91,699,377,1076,82.58,28,56.0,22,33,6,0,0,2,128,11,3,34,9,11,33,0,0,44,33,196,0,3,4.03,8.36,49,1,10.17,0,12,18,27,21,6,7,5,,187,51.8,1,0,4,227,28,48,11,31,2702,0,3,0,0,2,0,0.0,0,0,0,1,454,25,0,7.33,0,0,0,0,0,0,0,0,225.17,9.09,11,48,70,36,48,64,55.17,0,84,50,59.52,48,96,116,59,215,52.31,55,873,430,1303,242.0,118,9,1991,39,5,0,Nico Paz,Como,1171451,2704,italy,2526,20260428
1,6,20.0,73,3,50.0,117,44,161,81.73,1,33.33,2,10,0,0,0,0,21,1,0,4,1,2,10,0,0,15,5,40,0,0,0.62,1.01,1,0,13.64,0,3,3,6,6,0,0,3,,46,54.76,0,0,1,36,2,9,0,5,566,1,0,0,0,0,0,0.0,0,0,0,0,111,3,0,7.32,0,3,0,0,0,0,0,0,188.67,0.0,0,13,9,6,12,25,59.52,0,16,7,43.75,9,2,42,30,47,54.02,6,147,50,197,73.2,22,1,375,5,0,0,Alisson Santos,Napoli,1122835,2714,italy,2526,20260428
40,0,0.0,37,226,39.24,133,574,707,66.57,12,100.0,0,34,0,0,0,0,247,0,0,0,12,32,34,0,0,0,0,1,0,0,0.05,,1,0,0.0,218,0,0,32,27,5,0,0,6.31,5,83.33,0,18,0,355,0,0,0,34,3060,0,0,0,0,0,1,0.0,3,0,2,0,362,0,14,7.31,0,0,18,73,27,101,0,25,0.0,0.0,0,0,0,0,0,1,100.0,17,1,0,0.0,0,74,1,0,17,94.44,576,424,638,1062,248.6,0,5,1377,5,0,0,Marco Carnesecchi,Atalanta,865646,2686,italy,2526,20260428
34,13,25.49,289,38,61.29,597,396,993,85.6,40,59.7,27,25,4,0,0,0,128,6,2,11,13,39,25,0,0,30,16,123,0,1,2.58,3.75,31,0,16.22,0,6,10,17,17,0,4,2,,110,53.4,0,0,0,167,16,22,6,24,2190,6,5,0,0,0,0,0.0,0,0,0,1,300,10,0,7.28,1,0,0,0,0,0,0,0,365.0,0.0,0,27,10,15,11,18,48.65,0,49,24,48.98,22,70,37,51,150,54.95,62,728,432,1160,182.0,37,3,1607,45,4,1,Adrien Rabiot,Milan,250737,2692,italy,2526,20260428
52,1,100.0,129,126,67.74,501,1031,1532,90.65,55,66.27,28,28,0,0,0,0,125,1,3,3,7,106,28,0,1,7,10,61,0,2,0.62,0.94,17,0,0.0,7,0,0,23,21,2,0,0,,70,67.96,0,0,2,158,23,5,0,28,2290,0,14,0,0,0,2,0.0,0,0,0,0,178,1,0,7.27,1,0,0,0,0,0,0,0,0.0,0.0,0,10,1,5,3,6,85.71,0,44,30,68.18,5,95,7,1,125,67.2,186,600,1090,1690,203.5,11,6,1997,21,3,0,Mario Gila,Lazio,965828,2699,italy,2526,20260428
90,20,24.39,336,101,67.33,736,653,1389,90.08,1,33.33,2,30,3,0,0,0,140,11,1,13,3,26,30,0,0,29,24,87,1,1,3.63,2.49,21,0,6.45,0,2,5,38,30,8,2,0,,102,54.55,0,0,1,153,15,60,0,27,2335,0,10,0,0,0,0,0.0,0,0,0,0,303,16,0,7.27,0,2,0,0,0,0,0,0,1167.5,0.0,4,11,20,11,7,19,63.33,0,43,31,72.09,60,162,30,82,103,54.21,150,864,678,1542,218.0,31,4,1960,40,5,0,Nicolò Fagioli,Fiorentina,901850,2693,italy,2526,20260428
76,20,25.64,341,109,51.66,705,777,1482,86.97,50,63.29,29,26,4,0,0,0,95,7,3,3,8,79,26,0,0,3,9,88,0,0,2.66,1.35,44,0,5.88,34,1,5,21,17,4,1,0,,74,55.64,1,0,2,222,22,23,0,26,2119,0,5,0,0,0,0,0.0,0,0,0,0,352,6,0,7.27,0,0,0,0,0,0,0,0,2119.0,0.0,0,15,2,6,8,6,60.0,0,50,38,76.0,23,151,10,78,124,58.49,211,881,823,1704,188.9,17,4,2227,18,6,0,Alessandro Bastoni,Inter,826188,2697,italy,2526,20260428
39,12,30.0,391,34,61.82,570,128,698,78.78,38,46.91,43,27,5,0,0,0,105,17,3,16,5,11,27,0,0,54,18,181,0,0,8.18,3.29,20,0,7.14,0,3,8,19,17,2,3,0,,99,41.77,1,0,0,188,3,56,1,23,1939,3,2,0,0,0,0,0.0,0,0,0,0,375,14,0,7.26,0,1,0,0,0,0,0,0,646.33,0.0,0,29,13,11,15,46,48.94,0,19,12,63.16,56,75,94,40,137,43.08,55,726,160,886,196.0,42,5,1323,34,4,0,Charles De Ketelaere,Atalanta,960441,2686,italy,2526,20260428
54,0,0.0,23,158,42.47,68,706,774,77.79,5,100.0,0,33,0,0,0,0,251,0,0,0,13,21,33,0,0,0,0,0,1,2,0.03,,0,0,0.0,153,0,0,27,26,1,0,0,10.03,7,100.0,0,34,0,221,1,0,0,33,2936,0,0,0,0,0,0,0.0,8,0,2,0,231,0,7,7.24,0,0,9,58,31,94,3,17,0.0,0.0,0,0,0,0,0,3,100.0,9,0,0,0.0,0,99,3,0,12,100.0,372,251,744,995,238.8,0,5,1327,5,3,0,Mike Maignan,Milan,191210,2692,italy,2526,20260428
2,1,20.0,62,2,100.0,94,35,129,76.33,9,34.62,17,14,1,0,0,0,24,1,6,18,1,0,14,0,0,31,1,78,0,0,1.11,9.66,10,0,19.64,0,11,12,15,10,5,11,0,,28,31.46,0,0,0,40,0,6,1,14,1138,13,0,0,0,2,0,100.0,0,2,0,0,143,8,0,7.24,0,10,0,0,0,0,0,0,103.45,0.0,1,49,7,16,22,13,39.39,0,2,1,50.0,6,6,33,5,37,32.17,2,126,43,169,101.3,56,3,378,13,1,0,Donyell Malen,Roma,803039,2702,italy,2526,20260428
