accurateChippedPasses,accurateCrosses,accurateCrossesPercentage,accurateFinalThirdPasses,accurateLongBalls,accurateLongBallsPercentage,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePasses,accuratePassesPercentage,aerialDuelsWon,aerialDuelsWonPercentage,aerialLost,appearances,assists,attemptPenaltyMiss,attemptPenaltyPost,attemptPenaltyTarget,ballRecovery,bigChancesCreated,bigChancesMissed,blockedShots,cleanSheet,clearances,countRating,crossesNotClaimed,directRedCards,dispossessed,dribbledPast,duelLost,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,fouls,freeKickGoal,goalConversionPercentage,goalKicks,goals,goalsAssistsSum,goalsConceded,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,goalsFromInsideTheBox,goalsFromOutsideTheBox,goalsPrevented,groundDuelsWon,groundDuelsWonPercentage,headedGoals,highClaims,hitWoodwork,inaccuratePasses,interceptions,keyPasses,leftFootGoals,matchesStarted,minutesPlayed,offsides,outfielderBlocks,ownGoals,passToAssist,penaltiesTaken,penaltyConceded,penaltyConversion,penaltyFaced,penaltyGoals,penaltySave,penaltyWon,possessionLost,possessionWonAttThird,punches,rating,redCards,rightFootGoals,runsOut,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,saves,savesCaught,savesParried,scoringFrequency,setPieceConversion,shotFromSetPiece,shotsFromInsideTheBox,shotsFromOutsideTheBox,shotsOffTarget,shotsOnTarget,successfulDribbles,successfulDribblesPercentage,successfulRunsOut,tackles,tacklesWon,tacklesWonPercentage,totalAttemptAssist,totalChippedPasses,totalContest,totalCross,totalDuelsWon,totalDuelsWonPercentage,totalLongBalls,totalOppositionHalfPasses,totalOwnHalfPasses,totalPasses,totalRating,totalShots,totwAppearances,touches,wasFouled,yellowCards,yellowRedCards,player,team,player id,team id,data_country,data_season
28,10,24.39,378,24,64.86,565,153,708,75.72,6,30.0,14,32,10,0,0,2,84,22,17,24,7,1,32,0,0,59,15,149,0,0,7.5,21.21,12,0,15.79,0,18,28,30,26,4,17,1,,70,34.15,2,0,2,227,2,68,14,28,2535,17,1,0,2,7,0,71.43,0,5,0,1,467,27,0,7.58,0,2,0,0,0,0,0,0,140.83,0.0,1,92,22,34,56,27,35.53,0,17,11,64.71,66,75,76,41,76,33.78,37,801,175,935,242.6,114,5,1468,26,2,0,Mohamed Salah,Liverpool,159665,44,england,2324
22,35,32.71,265,27,69.23,458,239,662,83.69,12,33.33,24,27,4,0,0,0,135,7,5,28,2,4,26,0,0,48,16,176,0,0,5.55,9.12,27,1,13.25,0,11,15,28,27,1,7,4,,152,50.0,0,0,0,129,11,54,2,24,2065,11,2,0,0,1,1,100.0,0,1,0,1,405,32,0,7.58,0,9,0,0,0,0,0,0,187.73,8.33,12,43,40,21,34,69,51.88,0,35,17,48.57,54,45,133,107,164,48.24,39,636,262,791,197.1,83,5,1442,48,3,0,Eberechi Eze,Crystal Palace,864921,7,england,2324
109,89,37.39,718,98,56.98,1423,1305,2639,90.16,14,45.16,17,36,10,0,0,0,144,11,9,20,6,27,36,0,0,28,41,121,1,2,9.2,6.14,23,0,7.27,0,4,14,50,45,5,3,1,,113,52.07,0,0,1,288,22,104,1,34,3114,3,8,0,1,1,1,100.0,0,1,0,0,526,22,0,7.55,0,3,0,0,0,0,0,0,778.5,0.0,4,25,30,15,20,16,55.17,0,70,46,65.71,103,193,29,238,127,51.21,172,1794,1371,2927,271.9,55,10,3630,27,7,0,Pascal Groß,Brighton & Hove Albion,48480,30,england,2324
17,5,13.89,445,11,68.75,619,258,872,85.07,5,23.81,16,35,10,0,0,0,80,20,7,22,3,4,35,0,0,41,11,126,0,0,8.34,12.01,12,0,20.0,0,17,27,51,48,3,16,1,,99,47.37,0,0,4,153,8,69,4,34,2946,20,1,1,1,2,1,100.0,0,2,0,1,334,33,0,7.55,0,13,0,0,0,0,0,0,173.29,0.0,0,66,19,23,40,39,45.35,0,21,13,61.9,68,23,86,36,104,45.22,16,784,277,1025,264.3,85,6,1471,39,1,0,Heung-min Son,Tottenham Hotspur,111505,33,england,2324
69,17,20.48,703,59,63.44,1134,514,1631,89.42,2,18.18,9,33,9,0,0,0,102,13,3,8,9,12,32,0,0,34,32,118,0,1,7.97,3.73,22,0,17.65,0,6,15,26,22,4,5,1,,115,51.34,0,0,1,193,17,64,5,29,2581,3,4,0,0,0,0,0.0,0,0,0,0,371,30,0,7.53,0,1,0,0,0,0,0,0,430.17,0.0,0,26,8,11,15,38,64.41,0,51,23,45.1,64,113,59,83,117,49.79,93,1359,548,1824,241.0,34,4,2304,26,8,0,Bernardo Silva,Manchester City,331209,17,england,2324
132,12,37.5,564,129,59.17,1033,903,1924,84.98,18,42.86,24,37,8,0,0,0,237,12,2,16,7,19,37,0,0,70,37,218,0,0,6.28,4.82,50,0,14.58,1,7,15,60,51,9,6,1,,268,58.01,1,0,1,340,35,62,1,37,3268,0,14,0,0,0,0,0.0,0,0,0,0,550,31,0,7.49,0,5,0,0,0,0,0,0,466.86,0.0,0,26,22,16,16,72,63.72,0,88,53,60.23,62,238,113,32,286,56.75,218,1323,973,2264,277.3,48,5,2998,108,9,0,Bruno Guimarães,Newcastle United,866469,39,england,2324
40,56,30.43,300,47,48.96,639,508,1091,87.7,14,51.85,13,23,2,0,0,0,104,10,0,3,2,34,23,0,0,6,17,55,0,0,4.4,1.95,9,0,25.0,0,3,5,22,20,2,3,0,,45,51.72,0,0,0,153,13,65,2,18,1691,3,6,0,3,0,0,0.0,0,0,0,0,335,3,0,7.43,0,1,0,0,0,0,0,0,563.67,0.0,0,10,2,2,7,5,29.41,0,35,24,68.57,62,78,17,184,59,51.75,96,873,555,1244,171.0,12,1,1744,5,2,0,Andrew Robertson,Liverpool,262911,44,england,2324
61,21,35.0,653,78,55.32,1186,854,2019,90.66,39,45.88,46,38,8,0,0,0,178,9,2,23,11,51,38,0,0,22,25,143,0,0,4.8,3.34,34,0,12.07,0,7,15,28,24,4,5,2,,117,54.67,2,0,2,208,44,47,0,37,3230,2,11,0,0,0,2,0.0,0,0,0,0,329,28,0,7.43,0,5,0,0,0,0,0,0,461.43,0.0,2,25,33,15,20,21,51.22,0,83,51,61.45,47,96,41,60,156,52.17,141,1375,912,2227,282.4,58,1,2729,13,5,0,Declan Rice,Arsenal,856714,42,england,2324
11,12,19.67,404,14,100.0,575,113,676,86.01,2,40.0,3,29,8,0,0,0,75,5,1,22,0,2,29,0,0,37,11,129,0,0,5.86,2.53,15,0,5.45,0,3,11,19,17,2,3,0,,159,55.79,0,0,2,110,9,45,0,18,1599,5,0,0,0,0,0,0.0,0,0,0,2,323,18,0,7.42,0,3,0,0,0,0,0,0,533.0,0.0,0,46,9,14,19,87,57.62,0,39,22,56.41,45,14,151,61,161,55.52,14,720,127,786,215.1,55,5,1310,33,3,0,Jérémy Doku,Manchester City,934386,17,england,2324
23,30,27.03,338,29,56.86,563,221,754,81.78,9,33.33,18,35,10,0,0,0,125,16,9,26,4,4,35,0,0,40,42,194,0,0,5.58,10.23,38,0,13.58,0,11,21,48,42,6,10,1,,176,50.0,0,0,3,168,7,57,1,34,2899,8,0,0,0,1,0,100.0,0,1,0,6,424,28,0,7.41,1,10,0,0,0,0,0,0,263.55,0.0,1,52,29,24,31,54,48.65,0,55,34,61.82,57,45,111,111,185,48.81,51,772,261,922,259.5,81,3,1573,67,10,1,Anthony Gordon,Newcastle United,914902,39,england,2324
30,4,12.12,443,41,63.08,921,612,1529,88.28,31,56.36,24,28,1,0,0,0,150,2,4,6,9,26,28,0,0,14,17,89,1,2,2.07,3.1,20,0,12.5,0,4,5,23,20,3,4,0,,103,61.31,1,0,0,203,27,18,0,26,2328,2,12,0,0,0,0,0.0,0,0,0,1,300,17,0,7.4,0,3,0,0,0,0,0,0,582.0,0.0,0,20,12,12,14,26,65.0,0,55,33,60.0,18,57,40,33,134,60.09,65,1082,683,1732,207.2,32,8,2264,22,3,0,Joško Gvardiol,Manchester City,964994,17,england,2324
12,0,0.0,2,16,45.71,5,42,47,71.21,1,100.0,0,2,0,0,0,0,11,0,0,0,0,1,2,0,0,0,0,0,0,0,0.01,0.0,0,0,0.0,15,0,0,2,2,0,0,0,-0.43,0,0.0,0,2,0,19,0,0,0,1,135,0,0,0,0,0,0,0.0,0,0,0,0,19,0,1,7.4,0,0,0,3,3,6,0,3,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,23,0,0,1,100.0,35,19,47,66,14.8,0,0,81,1,0,0,Thomas Strakosha,Brentford,227212,50,england,2324
119,0,0.0,277,156,62.4,1010,1617,2627,91.47,140,81.4,32,36,2,0,0,0,170,3,3,10,9,142,36,0,1,4,2,63,0,0,1.03,2.83,23,0,4.44,80,2,4,40,36,4,2,0,,55,63.95,1,0,2,245,39,11,0,36,3178,1,34,0,0,0,0,0.0,0,0,0,0,260,1,0,7.38,1,1,0,0,0,0,0,0,1589.0,0.0,1,41,4,21,14,2,50.0,0,40,23,57.5,11,183,4,0,195,75.58,250,1177,1695,2872,265.6,45,11,3267,13,3,0,Virgil van Dijk,Liverpool,151545,44,england,2324
5,7,33.33,71,4,57.14,117,70,180,81.45,6,60.0,4,7,1,0,0,0,36,2,1,6,0,8,7,0,0,10,6,40,0,0,0.95,1.96,12,0,21.43,0,3,4,11,10,1,3,0,,35,49.3,1,0,0,41,11,7,2,7,558,7,0,0,0,0,0,0.0,0,0,0,0,84,4,0,7.37,0,0,0,0,0,0,0,0,186.0,0.0,1,8,6,2,6,8,50.0,0,19,14,73.68,7,8,16,21,41,50.62,7,159,83,221,51.6,14,1,368,8,1,0,Solly March,Brighton & Hove Albion,301288,30,england,2324
1,0,0.0,141,3,60.0,210,85,295,77.43,39,47.56,43,31,5,0,1,0,47,6,34,23,6,16,31,0,0,19,1,96,0,0,2.22,29.32,18,0,22.31,0,27,32,25,21,4,25,2,,49,48.04,4,0,2,86,2,29,20,29,2556,6,1,0,0,8,0,87.5,0,7,0,2,170,24,0,7.36,0,2,0,0,0,0,0,0,94.67,0.0,1,114,7,39,59,12,42.86,0,6,3,50.0,29,4,28,5,88,47.83,5,285,101,381,228.3,121,5,697,31,1,0,Erling Haaland,Manchester City,839956,17,england,2324
75,0,0.0,18,184,38.98,103,323,426,59.33,12,85.71,2,31,0,0,0,0,225,0,0,0,4,27,31,1,0,0,2,5,0,0,0.02,0.0,2,0,0.0,219,0,0,53,46,7,0,0,-0.24,3,50.0,0,20,0,292,1,0,0,31,2699,0,0,1,0,0,2,0.0,7,0,2,0,305,0,11,7.36,0,0,4,85,53,138,0,46,0.0,0.0,0,0,0,0,0,1,100.0,4,1,1,100.0,0,165,1,0,15,75.0,472,323,395,718,228.2,0,3,1074,3,1,0,Alphonse Aréola,West Ham United,96531,37,england,2324
18,28,20.44,499,24,70.59,763,241,976,87.93,5,17.24,24,36,9,0,0,0,98,7,10,23,4,13,35,0,0,36,24,129,0,1,6.29,13.12,23,1,11.22,0,11,20,24,23,1,10,1,,56,34.78,1,0,2,134,2,67,2,31,2657,2,0,0,0,2,0,100.0,0,2,0,2,364,32,0,7.36,0,8,0,0,0,0,0,0,241.55,7.69,13,62,36,35,40,20,47.62,0,24,13,54.17,67,38,42,137,61,32.11,34,973,274,1110,257.5,98,1,1632,13,2,0,Julián Alvarez,Manchester City,944656,17,england,2324
70,37,18.69,477,77,43.26,871,651,1485,79.62,17,54.84,14,35,7,0,0,0,199,13,2,15,5,80,35,0,0,15,58,147,1,2,6.03,2.95,37,0,5.66,0,3,10,54,52,2,3,0,,142,51.64,0,0,2,380,34,51,0,35,3092,1,18,0,0,0,1,0.0,0,0,0,0,645,13,0,7.34,0,3,0,0,0,0,0,0,1030.67,0.0,4,27,26,26,12,26,52.0,0,91,63,69.23,51,164,50,198,159,51.96,178,1277,786,1865,257.0,53,5,2911,27,3,0,Pedro Porro,Tottenham Hotspur,913654,33,england,2324
13,2,15.38,212,3,27.27,324,131,453,76.78,50,37.88,82,37,13,0,0,0,64,11,22,21,4,19,37,0,0,57,6,194,0,0,4.16,16.93,22,0,17.76,0,19,32,56,50,6,19,0,,78,41.05,5,0,5,137,4,45,4,37,3221,16,4,0,0,0,0,0.0,0,0,0,2,324,19,0,7.32,0,10,0,0,0,0,0,0,169.53,0.0,0,96,11,39,47,26,45.61,0,12,7,58.33,45,24,57,13,128,39.75,11,447,156,590,270.8,107,4,1075,41,4,0,Ollie Watkins,Aston Villa,555386,40,england,2324
11,4,22.22,121,15,50.0,224,131,351,80.32,11,68.75,5,11,3,0,0,0,50,2,0,4,0,13,11,0,0,10,14,51,0,0,1.19,0.89,8,0,8.33,0,1,4,7,6,1,1,0,,58,55.77,0,0,0,86,10,15,0,10,761,2,1,1,0,0,0,0.0,0,0,0,0,155,6,0,7.32,0,1,0,0,0,0,0,0,761.0,0.0,0,9,3,4,4,13,48.15,0,33,25,75.76,15,20,27,18,69,57.5,30,302,153,437,80.5,12,2,705,12,2,0,Conor Bradley,Liverpool,1008402,44,england,2324
102,3,50.0,187,159,53.36,444,745,1186,77.77,145,70.05,62,38,1,0,0,0,186,5,4,5,13,186,38,0,0,16,21,147,1,1,2.72,2.62,45,0,4.0,1,1,2,51,45,6,1,0,,97,53.3,1,0,1,339,56,23,0,38,3419,1,56,0,1,0,1,0.0,0,0,0,0,391,6,0,7.32,0,0,0,0,0,0,0,0,3419.0,0.0,0,22,3,15,5,16,80.0,0,61,42,68.85,22,209,20,6,242,62.21,298,713,818,1525,278.0,25,6,2097,25,11,0,James Tarkowski,Everton,145188,48,england,2324
55,18,28.13,546,54,66.67,1013,771,1766,91.5,25,47.17,28,37,7,0,0,0,221,11,5,12,8,30,37,0,0,39,44,210,0,0,3.49,4.2,83,0,10.42,0,5,12,55,50,5,3,2,,187,50.68,0,0,3,164,43,53,1,37,3135,1,11,0,0,0,0,0.0,0,0,0,0,347,39,0,7.31,1,4,0,0,0,0,0,0,627.0,0.0,0,21,27,18,18,38,67.86,0,85,52,61.18,53,84,56,64,212,50.24,81,1189,805,1930,270.5,48,1,2603,64,7,1,Conor Gallagher,Chelsea,904970,38,england,2324
96,69,32.55,349,79,44.63,711,724,1366,79.7,31,64.58,17,28,10,0,0,0,162,13,0,2,4,47,27,0,0,9,40,99,2,1,7.07,0.67,27,0,12.5,0,1,11,43,36,7,1,0,,94,53.41,0,0,2,348,24,65,1,26,2240,3,8,0,0,0,0,0.0,0,0,0,0,542,12,0,7.31,0,0,0,0,0,0,0,0,2240.0,0.0,4,1,7,4,2,16,72.73,0,57,27,47.37,65,207,22,212,125,55.8,177,1090,836,1714,197.3,8,5,2429,21,5,0,Kieran Trippier,Newcastle United,69256,39,england,2324
135,55,32.74,382,147,44.41,814,582,1341,79.58,8,57.14,6,28,4,0,0,0,176,17,2,14,4,42,28,0,0,6,60,102,2,3,6.09,2.61,9,1,6.38,0,3,7,28,25,3,2,1,,76,44.19,0,0,3,344,31,64,0,25,2159,2,2,0,0,0,0,0.0,0,0,0,0,567,15,0,7.31,0,3,0,0,0,0,0,0,719.67,20.0,5,15,32,25,8,28,57.14,0,39,26,66.67,64,285,49,168,84,45.16,331,1212,641,1685,204.6,47,3,2366,9,6,0,Trent Alexander-Arnold,Liverpool,795064,44,england,2324
48,64,33.86,359,50,63.29,756,627,1319,89.61,26,44.07,33,37,7,0,0,0,145,12,1,13,5,44,37,0,0,11,26,100,0,0,6.25,6.2,24,0,15.91,0,7,14,65,57,8,6,1,,76,53.15,1,0,1,153,38,64,1,34,3019,0,9,0,0,2,0,100.0,0,2,0,0,319,13,0,7.29,0,5,0,0,0,0,0,0,431.29,0.0,16,15,29,13,18,11,61.11,0,45,29,64.44,64,84,18,189,102,50.5,79,991,670,1472,269.7,44,3,1991,20,4,0,James Ward-Prowse,West Ham United,161717,37,england,2324
22,29,31.52,251,17,50.0,363,136,470,72.31,23,33.82,45,25,6,0,0,0,93,6,9,11,4,12,25,0,0,39,14,160,0,0,5.63,9.81,22,0,16.98,0,9,15,31,28,3,8,1,,83,41.92,0,0,3,180,7,32,8,22,1959,3,2,0,0,3,0,100.0,0,3,0,0,407,19,0,7.27,0,1,0,0,0,0,0,0,217.67,0.0,4,39,14,22,20,26,38.24,0,15,10,66.67,32,53,68,92,106,39.85,34,576,166,650,181.8,53,2,1143,42,2,0,Bryan Mbeumo,Brentford,927083,50,england,2324
110,31,26.96,417,99,66.0,897,897,1763,89.36,25,56.82,19,35,5,0,0,0,184,10,3,20,5,17,35,0,0,31,28,141,1,1,5.35,6.97,51,0,18.75,1,9,14,57,50,7,7,2,,123,50.2,1,0,1,210,23,53,0,35,3001,0,8,0,0,4,0,100.0,0,4,0,0,383,23,0,7.27,0,8,0,0,0,0,0,0,333.44,0.0,5,20,28,11,17,24,60.0,0,58,38,65.52,53,179,40,115,148,51.21,150,1127,961,1973,254.3,48,2,2455,41,12,0,Douglas Luiz,Aston Villa,867887,40,england,2324
3,0,0.0,125,9,69.23,214,72,286,74.48,18,31.58,39,21,3,0,0,0,48,4,3,11,1,4,21,0,0,18,13,115,0,0,1.74,5.32,27,0,24.39,0,10,13,10,10,0,9,1,,58,43.28,1,0,0,98,7,22,4,14,1156,3,1,0,0,0,0,0.0,0,0,0,2,192,6,0,7.26,1,5,0,0,0,0,0,0,115.6,0.0,0,38,3,10,20,15,41.67,0,23,13,56.52,22,8,36,9,76,39.79,13,304,89,384,152.5,41,1,644,21,1,1,Diogo Jota,Liverpool,606164,44,england,2324
0,1,20.0,50,2,100.0,61,17,77,90.59,0,0.0,1,5,2,0,0,0,11,1,0,3,0,1,5,0,0,2,1,13,0,0,0.75,0.42,2,0,0.0,0,0,2,2,2,0,0,0,,14,53.85,0,0,0,8,3,12,0,2,208,1,0,0,0,0,0,0.0,0,0,0,0,26,1,0,7.26,0,0,0,0,0,0,0,0,0.0,0.0,0,5,2,3,1,10,58.82,0,3,3,100.0,12,1,17,5,14,51.85,2,72,18,85,36.3,7,0,141,1,1,0,Manor Solomon,Tottenham Hotspur,862223,33,england,2324
58,54,29.67,406,73,56.59,729,312,987,76.87,61,46.56,70,37,10,0,0,0,179,16,5,25,3,18,37,0,0,44,19,222,0,0,6.76,6.92,37,0,7.04,0,5,15,59,50,9,4,1,,136,47.22,1,0,2,297,17,75,0,35,3160,6,8,0,1,1,0,100.0,0,1,0,0,619,20,0,7.26,0,4,0,0,0,0,0,0,632.0,0.0,4,35,36,31,15,44,44.44,0,36,24,66.67,74,117,99,182,197,47.02,129,1095,371,1284,268.6,71,2,2030,57,9,0,Morgan Gibbs-White,Nottingham Forest,865912,14,england,2324
19,2,8.33,220,18,56.25,386,257,641,81.55,16,25.4,47,32,7,0,0,0,114,7,6,15,1,20,32,0,0,53,22,213,0,1,2.95,9.49,31,0,16.44,0,12,19,46,40,6,12,0,,144,46.45,2,0,3,145,13,28,1,29,2453,4,7,0,0,1,0,100.0,0,1,0,1,377,23,0,7.26,0,9,0,0,0,0,0,0,204.42,0.0,0,49,24,20,38,64,51.2,0,30,16,53.33,28,40,125,24,160,42.9,32,528,282,786,232.2,73,4,1377,50,9,0,Matheus Cunha,Wolverhampton,886363,3,england,2324
45,13,22.81,511,51,41.13,945,725,1657,86.71,36,62.07,22,37,4,0,0,0,120,7,0,1,13,67,36,0,0,9,32,92,0,1,3.66,1.15,19,0,30.77,0,4,8,26,22,4,4,0,,69,49.64,1,0,0,254,32,39,2,35,2995,11,22,0,0,0,0,0.0,0,0,0,0,398,18,0,7.26,0,1,0,0,0,0,0,0,748.75,0.0,0,10,3,4,8,9,42.86,0,48,28,58.33,39,110,21,57,105,53.3,124,1179,789,1911,261.2,13,2,2508,12,8,0,Ben White,Arsenal,846036,42,england,2324
48,0,0.0,315,60,55.56,924,1452,2376,91.88,90,69.77,39,33,0,0,0,0,189,1,6,4,7,100,33,0,1,4,12,86,0,1,1.52,3.45,31,0,20.83,10,5,5,42,40,2,3,2,,92,66.19,3,0,2,210,44,7,0,33,2792,1,22,1,0,0,2,0.0,0,0,0,0,233,8,0,7.25,1,2,0,0,0,0,0,0,558.4,0.0,0,21,3,10,10,5,83.33,0,66,40,60.61,7,83,6,3,182,67.91,108,1031,1558,2586,239.1,24,5,2981,24,7,0,Cristian Romero,Tottenham Hotspur,829932,33,england,2324
