accurateChippedPasses,accurateCrosses,accurateCrossesPercentage,accurateFinalThirdPasses,accurateLongBalls,accurateLongBallsPercentage,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePasses,accuratePassesPercentage,aerialDuelsWon,aerialDuelsWonPercentage,aerialLost,appearances,assists,attemptPenaltyMiss,attemptPenaltyPost,attemptPenaltyTarget,ballRecovery,bigChancesCreated,bigChancesMissed,blockedShots,cleanSheet,clearances,countRating,crossesNotClaimed,directRedCards,dispossessed,dribbledPast,duelLost,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,fouls,freeKickGoal,goalConversionPercentage,goalKicks,goals,goalsAssistsSum,goalsConceded,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,goalsFromInsideTheBox,goalsFromOutsideTheBox,goalsPrevented,groundDuelsWon,groundDuelsWonPercentage,headedGoals,highClaims,hitWoodwork,inaccuratePasses,interceptions,keyPasses,leftFootGoals,matchesStarted,minutesPlayed,offsides,outfielderBlocks,ownGoals,passToAssist,penaltiesTaken,penaltyConceded,penaltyConversion,penaltyFaced,penaltyGoals,penaltySave,penaltyWon,possessionLost,possessionWonAttThird,punches,rating,redCards,rightFootGoals,runsOut,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,saves,savesCaught,savesParried,scoringFrequency,setPieceConversion,shotFromSetPiece,shotsFromInsideTheBox,shotsFromOutsideTheBox,shotsOffTarget,shotsOnTarget,successfulDribbles,successfulDribblesPercentage,successfulRunsOut,tackles,tacklesWon,tacklesWonPercentage,totalAttemptAssist,totalChippedPasses,totalContest,totalCross,totalDuelsWon,totalDuelsWonPercentage,totalLongBalls,totalOppositionHalfPasses,totalOwnHalfPasses,totalPasses,totalRating,totalShots,totwAppearances,touches,wasFouled,yellowCards,yellowRedCards,player,team,player id,team id,data_country,data_season
3,0,0.0,0,9,47.37,3,16,19,65.52,0,0.0,0,1,0,0,0,0,,0,0,0,1,1,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,,0,0,0,0,0,0,0,0.96,0,0.0,0,0,0,10,0,0,0,1,90,0,,0,0,0,0,0.0,0,0,0,0,10,0,0,8.1,0,0,0,4,1,5,0,1,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,6,0,0,0,0.0,19,10,19,29,8.1,0,0,44,0,0,0,Salvatore Sirigu,Fiorentina,18954,2693,italy,2223
1,0,0.0,4,6,20.0,6,4,10,29.41,0,0.0,0,1,0,0,0,0,,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,,0,0,0,0,0,0,0,0.75,0,0.0,0,0,0,24,0,0,0,1,90,0,,0,0,0,0,0.0,0,0,0,0,24,0,0,7.7,0,0,1,2,2,4,0,1,0.0,0.0,0,0,0,0,0,0,0.0,1,0,0,0.0,0,1,0,0,0,0.0,30,30,4,34,7.7,0,0,40,0,0,0,Simone Perilli,Hellas Verona,253369,2701,italy,2223
4,0,0.0,2,6,60.0,4,9,13,76.47,0,0.0,0,1,0,0,0,0,,0,0,0,1,0,1,0,0,1,0,1,0,0,0.0,0.0,0,0,0.0,,0,0,0,0,0,0,0,0.63,0,0.0,0,0,0,4,0,0,0,1,90,0,,0,0,0,0,0.0,0,0,0,0,6,0,0,7.6,0,0,0,1,3,4,0,1,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,4,0,0,0,0.0,10,6,11,17,7.6,0,1,28,0,0,0,Francesco Bardi,Bologna,80203,2685,italy,2223
43,35,42.68,209,58,76.32,425,218,608,82.27,4,20.0,16,25,6,0,0,0,,12,5,17,1,3,25,0,0,32,18,102,0,0,4.51,9.27,10,0,18.46,,12,18,20,17,3,9,3,,97,53.01,0,0,3,131,8,53,11,21,1751,5,,0,0,5,0,100.0,0,5,0,2,310,13,0,7.49,0,1,0,0,0,0,0,0,145.92,0.0,3,36,29,25,23,27,50.0,0,14,4,28.57,53,68,54,82,101,49.75,76,572,249,739,187.2,65,8,1191,56,5,0,Paulo Dybala,Roma,256219,2702,italy,2223
53,27,32.53,262,81,69.23,459,145,577,71.06,13,37.14,22,26,7,0,0,1,,8,5,19,2,16,26,0,0,23,31,127,0,0,5.89,11.35,33,0,14.46,,12,19,32,23,9,11,1,,94,47.24,1,0,4,235,19,45,9,22,1878,8,,0,0,8,0,87.5,0,7,0,2,400,22,0,7.43,0,2,0,0,0,0,0,0,156.5,0.0,4,44,39,37,27,22,52.38,0,23,14,60.87,45,93,42,83,107,45.73,117,709,186,812,193.3,83,6,1285,49,7,0,Domenico Berardi,Sassuolo,253367,2793,italy,2223
79,68,40.72,384,98,67.12,772,619,1323,88.26,14,48.28,15,33,6,0,0,0,,3,0,21,3,8,33,0,0,12,27,108,1,0,5.98,3.09,46,0,5.36,,3,9,25,23,2,2,1,,82,46.86,0,0,2,176,25,72,0,28,2375,2,,0,2,1,0,100.0,0,1,0,0,337,18,0,7.31,0,3,0,0,0,0,0,0,791.67,0.0,10,10,46,18,17,8,44.44,0,48,27,56.25,70,141,18,167,96,47.06,146,1010,656,1499,241.2,56,8,1992,26,3,0,Hakan Çalhanoğlu,Inter,135700,2697,italy,2223
44,14,18.42,432,44,60.27,675,208,869,83.72,8,38.1,13,34,10,0,0,0,,14,3,22,3,6,34,0,0,48,26,213,0,1,6.64,7.38,20,0,14.12,,12,22,21,18,3,11,1,,163,44.9,1,0,1,169,5,54,2,30,2539,6,,0,0,2,0,100.0,0,2,0,4,474,38,0,7.3,0,9,0,0,0,0,0,0,211.58,0.0,3,53,32,31,32,75,41.21,0,43,23,53.49,54,76,182,76,171,44.53,73,883,231,1038,248.3,85,8,1714,45,1,0,Khvicha Kvaratskhelia,Napoli,889259,2714,italy,2223
2,0,0.0,2,2,66.67,3,13,16,84.21,1,33.33,2,1,0,0,0,0,,0,0,0,0,7,1,0,0,0,1,5,0,0,0.0,0.0,2,0,0.0,,0,0,2,1,1,0,0,,3,50.0,0,0,0,3,0,0,0,1,48,0,,0,0,0,0,0.0,0,0,0,0,3,0,0,7.3,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,3,1,33.33,0,3,0,0,4,44.44,3,5,14,19,7.3,0,0,35,0,0,0,Andrea Ranocchia,Monza,49518,2729,italy,2223
113,35,31.82,357,113,59.16,699,539,1203,84.18,14,35.9,25,22,6,0,0,0,,5,1,2,6,17,22,0,1,7,21,77,0,1,4.39,0.61,19,0,0.0,,0,6,16,13,3,0,0,,72,58.06,0,0,2,226,15,47,0,21,1760,0,,0,1,0,0,0.0,0,0,0,0,351,8,0,7.28,1,0,0,0,0,0,0,0,0.0,0.0,2,4,7,5,4,8,61.54,0,34,22,64.71,46,193,13,110,86,52.76,191,944,595,1429,160.2,11,3,1925,31,2,0,Mário Rui,Napoli,99546,2714,italy,2223
117,3,75.0,170,171,56.07,476,763,1236,81.85,76,67.86,36,27,1,0,0,0,,1,3,3,4,76,27,0,0,6,19,85,0,1,0.74,2.49,21,0,3.7,,1,2,31,30,1,1,0,,117,70.48,0,0,0,274,48,8,0,25,2170,1,,0,0,0,0,0.0,0,0,0,0,301,1,0,7.25,0,1,0,0,0,0,0,0,2170.0,0.0,0,22,5,13,11,12,80.0,0,80,48,60.0,8,213,15,4,193,69.42,305,662,852,1510,195.8,27,4,1897,25,6,0,Lucas Martínez Quarta,Fiorentina,795297,2693,italy,2223
20,8,12.9,276,15,55.56,529,303,824,84.51,15,34.09,29,35,6,0,0,0,,10,2,19,9,6,35,0,0,35,24,171,0,1,3.17,6.7,53,0,17.54,,10,16,23,18,5,9,1,,219,60.66,1,0,0,151,21,35,3,33,2782,5,,0,0,1,1,100.0,0,1,0,0,333,19,0,7.25,0,6,0,0,0,0,0,0,278.2,0.0,1,43,14,14,24,60,63.16,0,42,28,66.67,35,34,95,62,234,57.78,27,691,346,975,253.8,57,7,1582,117,9,0,Mattia Zaccagni,Lazio,293581,2699,italy,2223
52,54,33.33,227,50,59.52,476,335,757,80.11,14,36.84,24,32,5,0,1,0,,11,6,28,4,20,32,0,0,36,26,145,0,0,6.19,8.03,25,0,6.15,,4,9,26,22,4,3,1,,139,53.46,0,0,2,188,26,71,1,29,2554,5,,0,1,3,0,66.67,0,2,0,0,426,14,0,7.24,0,3,0,0,0,0,0,0,638.5,0.0,9,27,38,18,19,32,48.48,0,52,29,55.77,70,94,66,162,153,51.34,84,729,378,945,231.7,65,4,1587,57,5,0,Lorenzo Pellegrini,Roma,555540,2702,italy,2223
96,3,16.67,279,160,54.24,723,1044,1764,85.14,53,58.24,38,37,3,0,0,0,,3,1,7,20,112,37,0,0,9,21,107,0,1,1.26,2.9,33,0,9.38,,3,6,25,24,1,2,1,,117,62.9,1,0,2,308,47,19,0,35,3182,0,,0,0,0,2,0.0,0,0,0,0,381,6,0,7.24,0,2,0,0,0,0,0,0,1060.67,0.0,1,24,8,20,5,8,47.06,0,92,62,67.39,19,199,17,18,170,61.37,295,949,1141,2072,267.9,32,7,2656,17,5,0,Danilo,Juventus,124992,2687,italy,2223
20,1,7.14,213,21,67.74,325,174,498,75.57,40,48.78,42,38,6,0,0,1,,9,19,25,5,15,38,0,0,48,16,180,0,1,2.91,18.14,46,0,16.54,,21,27,37,32,5,18,3,,117,45.88,2,0,2,161,13,46,10,27,2576,13,,0,0,2,0,50.0,0,1,0,1,339,25,0,7.23,0,9,0,0,0,0,0,0,122.67,0.0,0,99,28,49,53,29,48.33,0,25,14,56.0,46,33,60,14,157,46.59,31,468,205,659,274.8,127,6,1214,63,3,0,Lautaro Martínez,Inter,823984,2697,italy,2223
66,2,33.33,262,120,57.69,888,1661,2547,91.0,92,63.45,53,35,2,0,0,0,,2,2,1,14,122,35,0,0,7,4,97,1,0,0.91,1.0,30,0,25.0,,2,4,24,19,5,2,0,,65,59.63,2,0,1,252,41,10,0,35,3054,0,,0,0,0,0,0.0,0,0,0,0,285,0,0,7.22,0,0,0,0,0,0,0,0,1527.0,0.0,0,8,0,3,4,4,57.14,0,55,30,54.55,10,127,7,6,157,61.81,208,1034,1771,2799,252.7,8,4,3173,7,5,0,Min-jae Kim,Napoli,896569,2714,italy,2223
51,29,22.31,309,86,53.09,649,517,1137,81.04,15,45.45,18,34,7,0,0,0,,12,1,12,8,16,34,0,0,9,17,86,0,1,4.54,2.39,35,0,6.25,,2,9,36,33,3,2,0,,105,60.69,0,0,1,266,25,62,1,30,2730,5,,0,0,0,0,0.0,0,0,0,0,442,17,0,7.21,0,1,0,0,0,0,0,0,1365.0,0.0,6,13,19,6,14,9,47.37,0,64,41,64.06,62,126,19,130,120,58.25,162,958,575,1403,245.3,32,2,1917,32,7,0,Sandro Tonali,Milan,892673,2692,italy,2223
59,22,27.85,283,93,68.89,661,553,1192,89.15,22,50.0,22,28,2,0,0,0,,4,0,4,3,13,28,0,0,23,21,115,0,1,3.12,0.99,36,0,12.5,,2,4,21,18,3,2,0,,111,54.41,0,0,0,145,26,43,2,24,2011,1,,0,0,0,0,0.0,0,0,0,0,283,16,0,7.2,0,0,0,0,0,0,0,0,1005.5,0.0,3,3,13,9,3,27,67.5,0,59,33,55.93,43,102,40,79,133,53.63,135,824,592,1337,201.7,16,4,1758,25,5,0,Ismaël Bennacer,Milan,823733,2692,italy,2223
11,3,15.79,154,10,76.92,220,47,264,70.97,66,54.55,55,32,4,0,0,1,,2,24,30,5,29,32,0,0,48,7,180,0,0,1.73,21.38,40,0,19.26,,26,30,17,12,5,26,0,,72,36.55,7,0,5,108,6,34,2,30,2583,32,,0,0,3,1,66.67,0,2,0,2,308,26,0,7.2,0,17,0,0,0,0,0,0,99.35,0.0,1,121,14,50,55,25,40.32,0,10,6,60.0,34,18,62,19,138,43.4,13,327,64,372,230.3,135,6,892,38,4,0,Victor Osimhen,Napoli,822471,2714,italy,2223
92,51,32.28,431,92,40.17,784,467,1200,78.13,38,62.3,23,33,4,0,0,2,,8,7,18,8,33,33,0,0,32,28,147,0,2,6.87,7.64,48,0,16.95,,10,14,36,27,9,6,4,,102,45.13,1,0,1,336,19,58,7,32,2861,6,,0,0,4,0,50.0,0,2,0,0,561,22,0,7.19,0,2,0,0,0,0,0,0,286.1,0.0,6,26,33,14,27,29,55.77,0,46,26,56.52,58,205,52,158,140,48.78,229,1144,550,1536,237.3,59,4,2167,27,7,0,Teun Koopmeiners,Atalanta,803033,2686,italy,2223
27,0,0.0,6,39,31.97,22,189,211,71.28,2,100.0,0,11,0,0,0,0,,0,0,0,5,1,11,0,0,0,0,0,0,0,0.01,0.0,0,0,0.0,,0,0,7,7,0,0,0,4.27,1,100.0,0,4,0,85,0,0,0,10,947,0,,0,0,0,0,0.0,2,0,1,0,86,0,1,7.19,0,0,4,15,18,33,1,5,0.0,0.0,0,0,0,0,0,0,0.0,4,0,0,0.0,0,73,0,0,3,100.0,122,85,211,296,79.1,0,2,391,1,0,0,Mattia Perin,Juventus,79645,2687,italy,2223
56,88,29.33,372,79,36.57,710,474,1096,78.51,19,43.18,25,33,4,0,0,1,,6,1,7,5,38,33,0,0,6,33,101,0,1,5.84,1.89,29,2,8.0,,2,6,35,33,2,0,2,,110,59.14,0,0,2,300,14,83,2,30,2565,1,,1,0,1,0,0.0,0,0,0,0,593,6,0,7.18,0,0,0,0,0,0,0,0,1282.5,13.33,15,4,21,12,6,7,43.75,0,65,38,58.46,83,175,16,300,129,56.09,216,1140,556,1396,237.1,25,2,2291,38,1,0,Cristiano Biraghi,Fiorentina,122848,2693,italy,2223
35,0,0.0,114,167,63.02,464,1221,1685,88.87,63,67.74,30,33,1,0,0,0,,1,1,2,10,77,33,0,0,3,12,71,0,1,0.88,1.31,28,0,11.11,,1,2,29,26,3,1,0,,97,70.29,0,0,0,211,29,9,1,32,2765,1,,0,0,0,1,0.0,0,0,0,0,238,3,0,7.18,0,0,0,0,0,0,0,0,2765.0,0.0,0,7,2,3,4,3,75.0,0,70,34,48.57,9,90,4,6,160,69.26,265,604,1298,1896,236.9,9,3,2255,25,5,0,Fikayo Tomori,Milan,788255,2692,italy,2223
