,EST. BASE SALARY,EST. BASE SALARY,EST. BASE SALARY,BIO,BIO,BIO,,data_country,data_season
Geoffrey Kondogbia,"€ 132,692","€ 6,900,000","€ 7,143,733",M,28,Central African Republic,Atletico Madrid,spain,2122
Nabil Fekir,"€ 130,769","€ 6,800,000","€ 7,040,200",F,28,France,Real Betis,spain,2122
Vitolo,"€ 129,615","€ 6,740,000","€ 6,978,081",F,32,Spain,Getafe,spain,2122
Vinicius Junior,"€ 128,269","€ 6,670,000","€ 6,905,608",F,21,Brazil,Real Madrid,spain,2122
Héctor Bellerín,"€ 128,269","€ 6,670,000","€ 6,905,608",D,26,Spain,Real Betis,spain,2122
Rodrigo de Paul,"€ 128,269","€ 6,670,000","€ 6,905,608",M,27,Argentina,Atletico Madrid,spain,2122
Thomas Lemar,"€ 125,000","€ 6,500,000","€ 6,729,603",F,26,France,Atletico Madrid,spain,2122
Ivan Rakitic,"€ 124,038","€ 6,450,000","€ 6,677,837",M,33,Croatia,Sevilla,spain,2122
Gonçalo Guedes,"€ 117,308","€ 6,100,000","€ 6,315,474",F,25,Portugal,Valencia,spain,2122
Sergiño Dest,"€ 115,385","€ 6,000,000","€ 6,211,941",D,21,United States,Barcelona,spain,2122
Eric García,"€ 115,385","€ 6,000,000","€ 6,211,941",D,21,Spain,Barcelona,spain,2122
Martin Braithwaite,"€ 115,385","€ 6,000,000","€ 6,211,941",F,30,Denmark,Barcelona,spain,2122
Héctor Herrera,"€ 115,385","€ 6,000,000","€ 6,211,941",M,31,Mexico,Atletico Madrid,spain,2122
Neto,"€ 115,385","€ 6,000,000","€ 6,211,941",K,32,Brazil,Barcelona,spain,2122
Anthony Martial,"€ 115,385","€ 6,000,000","€ 6,211,941",F,26,France,Sevilla,spain,2122
Vicente Iborra,"€ 108,269","€ 5,630,000","€ 5,828,872",M,34,Spain,Villarreal,spain,2122
Nemanja Gudelj,"€ 107,692","€ 5,600,000","€ 5,797,812",M,30,Serbia,Sevilla,spain,2122
Raúl García,"€ 107,692","€ 5,600,000","€ 5,797,812",F,35,Spain,Athletic Club,spain,2122
Gerónimo Rulli,"€ 104,231","€ 5,420,000","€ 5,611,454",K,29,Argentina,Villarreal,spain,2122
Gabriel Paulista,"€ 102,500","€ 5,330,000","€ 5,518,275",D,31,Brazil,Valencia,spain,2122
David Silva,"€ 101,923","€ 5,300,000","€ 5,487,215",F,36,Spain,Real Sociedad,spain,2122
Paco Alcácer,"€ 100,192","€ 5,210,000","€ 5,394,036",F,28,Spain,Villarreal,spain,2122
Sergi Roberto,"€ 96,154","€ 5,000,000","€ 5,176,618",M,29,Spain,Barcelona,spain,2122
Moussa Wagué,"€ 96,154","€ 5,000,000","€ 5,176,618",D,23,Senegal,Barcelona,spain,2122
Munir El Haddadi,"€ 95,769","€ 4,980,000","€ 5,155,911",F,26,Morocco,Sevilla,spain,2122
Raúl de Tomás,"€ 92,692","€ 4,820,000","€ 4,990,260",F,27,Spain,Espanyol,spain,2122
Borja Mayoral,"€ 92,115","€ 4,790,000","€ 4,959,200",F,24,Spain,Getafe,spain,2122
Vedat Muriqi,"€ 88,077","€ 4,580,000","€ 4,741,782",F,27,Kosovo,Mallorca,spain,2122
Nolito,"€ 88,077","€ 4,580,000","€ 4,741,782",F,35,Spain,Celta Vigo,spain,2122
Stefan Savic,"€ 86,538","€ 4,500,000","€ 4,658,956",D,31,Montenegro,Atletico Madrid,spain,2122
Jesús Navas,"€ 84,615","€ 4,400,000","€ 4,555,424",D,36,Spain,Sevilla,spain,2122
Denis Suárez,"€ 84,231","€ 4,380,000","€ 4,534,717",F,28,Spain,Celta Vigo,spain,2122
Yuri Berchiche,"€ 82,308","€ 4,280,000","€ 4,431,185",D,31,Spain,Athletic Club,spain,2122
Unai Simón,"€ 82,308","€ 4,280,000","€ 4,431,185",K,24,Spain,Athletic Club,spain,2122
Giovani Lo Celso,"€ 79,231","€ 4,120,000","€ 4,265,533",M,25,Argentina,Villarreal,spain,2122
José Giménez,"€ 76,923","€ 4,000,000","€ 4,141,294",D,27,Uruguay,Atletico Madrid,spain,2122
Adnan Januzaj,"€ 76,923","€ 4,000,000","€ 4,141,294",F,26,Belgium,Real Sociedad,spain,2122
Riqui Puig,"€ 76,923","€ 4,000,000","€ 4,141,294",M,22,Spain,Barcelona,spain,2122
Papu Gómez,"€ 74,231","€ 3,860,000","€ 3,996,349",F,33,Argentina,Sevilla,spain,2122
Dani Parejo,"€ 73,077","€ 3,800,000","€ 3,934,230",M,32,Spain,Villarreal,spain,2122
Renan Lodi,"€ 73,077","€ 3,800,000","€ 3,934,230",D,23,Brazil,Atletico Madrid,spain,2122
Pau Torres,"€ 73,077","€ 3,800,000","€ 3,934,230",D,25,Spain,Villarreal,spain,2122
Jasper Cillessen,"€ 72,115","€ 3,750,000","€ 3,882,463",K,32,Netherlands,Valencia,spain,2122
Francis Coquelin,"€ 71,923","€ 3,740,000","€ 3,872,110",M,30,France,Villarreal,spain,2122
Maxime Gonalons,"€ 71,154","€ 3,700,000","€ 3,830,697",M,32,France,Granada,spain,2122
Gerard Moreno,"€ 69,615","€ 3,620,000","€ 3,747,871",F,29,Spain,Villarreal,spain,2122
Joan Jordán,"€ 69,231","€ 3,600,000","€ 3,727,165",M,27,Spain,Sevilla,spain,2122
David López,"€ 68,462","€ 3,560,000","€ 3,685,752",M,32,Spain,Espanyol,spain,2122
José Gayà,"€ 67,308","€ 3,500,000","€ 3,623,633",D,26,Spain,Valencia,spain,2122
Nico Williams,"€ 67,308","€ 3,500,000","€ 3,623,633",F,19,Spain,Athletic Club,spain,2122
Ángel Correa,"€ 67,308","€ 3,500,000","€ 3,623,633",F,26,Argentina,Atletico Madrid,spain,2122
Thomas Delaney,"€ 66,731","€ 3,470,000","€ 3,592,573",M,30,Denmark,Sevilla,spain,2122
Sergio Asenjo,"€ 66,538","€ 3,460,000","€ 3,582,220",K,32,Spain,Villarreal,spain,2122
Nacho Monreal,"€ 66,346","€ 3,450,000","€ 3,571,866",D,35,Spain,Real Sociedad,spain,2122
Daniel Wass,"€ 66,154","€ 3,440,000","€ 3,561,513",M,32,Denmark,Valencia,spain,2122
Mario Gaspar,"€ 64,038","€ 3,330,000","€ 3,447,628",D,31,Spain,Villarreal,spain,2122
Diego Carlos,"€ 63,846","€ 3,320,000","€ 3,437,274",D,28,Brazil,Sevilla,spain,2122
Erik Lamela,"€ 63,462","€ 3,300,000","€ 3,416,568",F,29,Argentina,Sevilla,spain,2122
Rafinha,"€ 62,500","€ 3,250,000","€ 3,364,802",M,28,Brazil,Real Sociedad,spain,2122
Mikel Merino,"€ 61,538","€ 3,200,000","€ 3,313,035",M,25,Spain,Real Sociedad,spain,2122
Denis Cheryshev,"€ 61,346","€ 3,190,000","€ 3,302,682",F,31,Russia,Valencia,spain,2122
Alexander Sörloth,"€ 60,385","€ 3,140,000","€ 3,250,916",F,26,Norway,Real Sociedad,spain,2122
Arnaut Danjuma,"€ 60,192","€ 3,130,000","€ 3,240,563",F,25,Netherlands,Villarreal,spain,2122
Darío Benedetto,"€ 59,615","€ 3,100,000","€ 3,209,503",F,31,Argentina,Elche,spain,2122
Benjamin Lecomte,"€ 59,423","€ 3,090,000","€ 3,199,150",K,30,France,Atletico Madrid,spain,2122
Asier Illarramendi,"€ 57,692","€ 3,000,000","€ 3,105,971",M,31,Spain,Real Sociedad,spain,2122
Matheus Cunha,"€ 57,692","€ 3,000,000","€ 3,105,971",F,22,Brazil,Atletico Madrid,spain,2122
Youssef En-Nesyri,"€ 57,692","€ 3,000,000","€ 3,105,971",F,24,Morocco,Sevilla,spain,2122
Martín Montoya,"€ 56,731","€ 2,950,000","€ 3,054,205",D,30,Spain,Real Betis,spain,2122
Boulaye Dia,"€ 56,154","€ 2,920,000","€ 3,023,145",F,25,Senegal,Villarreal,spain,2122
Iago Aspas,"€ 55,769","€ 2,900,000","€ 3,002,438",F,34,Spain,Celta Vigo,spain,2122
Marcos Acuña,"€ 55,769","€ 2,900,000","€ 3,002,438",D,30,Argentina,Sevilla,spain,2122
Jason,"€ 55,000","€ 2,860,000","€ 2,961,025",F,27,Spain,Valencia,spain,2122
Raúl Albiol,"€ 54,615","€ 2,840,000","€ 2,940,319",D,36,Spain,Villarreal,spain,2122
Andriy Lunin,"€ 54,038","€ 2,810,000","€ 2,909,259",K,22,Ukraine,Real Madrid,spain,2122
Álex Remiro,"€ 53,846","€ 2,800,000","€ 2,898,906",K,26,Spain,Real Sociedad,spain,2122
Suso,"€ 53,846","€ 2,800,000","€ 2,898,906",F,28,Spain,Sevilla,spain,2122
Fernando,"€ 53,846","€ 2,800,000","€ 2,898,906",M,34,Brazil,Sevilla,spain,2122
Dani García,"€ 53,269","€ 2,770,000","€ 2,867,846",M,31,Spain,Athletic Club,spain,2122
Marc Bartra,"€ 51,923","€ 2,700,000","€ 2,795,374",D,31,Spain,Real Betis,spain,2122
Bono,"€ 51,923","€ 2,700,000","€ 2,795,374",K,30,Morocco,Sevilla,spain,2122
Manu Vallejo,"€ 50,577","€ 2,630,000","€ 2,722,901",F,24,Spain,Alaves,spain,2122
Manu Vallejo,"€ 50,577","€ 2,630,000","€ 2,722,901",F,24,Spain,Valencia,spain,2122
Javi Galán,"€ 50,000","€ 2,600,000","€ 2,691,841",D,27,Spain,Celta Vigo,spain,2122
Germán Pezzella,"€ 48,077","€ 2,500,000","€ 2,588,309",D,30,Argentina,Real Betis,spain,2122
Pierre-Emerick Aubameyang,"€ 48,077","€ 2,500,000","€ 2,588,309",F,32,Gabon,Barcelona,spain,2122
Karim Rekik,"€ 48,077","€ 2,500,000","€ 2,588,309",D,27,Netherlands,Sevilla,spain,2122
Florin Andone,"€ 46,731","€ 2,430,000","€ 2,515,836",F,28,Romania,Cadiz,spain,2122
Yeray Álvarez,"€ 46,154","€ 2,400,000","€ 2,484,777",D,27,Spain,Athletic Club,spain,2122
Bryan Gil,"€ 45,192","€ 2,350,000","€ 2,433,010",F,20,Spain,Valencia,spain,2122
Rubén Blanco,"€ 45,000","€ 2,340,000","€ 2,422,657",K,26,Spain,Celta Vigo,spain,2122
Óliver Torres,"€ 44,231","€ 2,300,000","€ 2,381,244",M,27,Spain,Sevilla,spain,2122
Pervis Estupiñán,"€ 44,038","€ 2,290,000","€ 2,370,891",D,24,Ecuador,Villarreal,spain,2122
Jeison Murillo,"€ 44,038","€ 2,290,000","€ 2,370,891",D,29,Colombia,Celta Vigo,spain,2122
Diego López,"€ 43,269","€ 2,250,000","€ 2,329,478",K,40,Spain,Espanyol,spain,2122
Djené,"€ 42,308","€ 2,200,000","€ 2,277,712",D,30,Togo,Getafe,spain,2122
Alfonso Pedraza,"€ 42,308","€ 2,200,000","€ 2,277,712",D,25,Spain,Villarreal,spain,2122
Iker Muniain,"€ 42,308","€ 2,200,000","€ 2,277,712",F,29,Spain,Athletic Club,spain,2122
Mikel Oyarzabal,"€ 42,308","€ 2,200,000","€ 2,277,712",F,24,Spain,Real Sociedad,spain,2122
Willian José,"€ 42,308","€ 2,200,000","€ 2,277,712",F,30,Brazil,Real Betis,spain,2122
Jaime Mata,"€ 41,154","€ 2,140,000","€ 2,215,592",F,33,Spain,Getafe,spain,2122
Jaume Doménech,"€ 40,577","€ 2,110,000","€ 2,184,533",K,31,Spain,Valencia,spain,2122
Portu,"€ 40,577","€ 2,110,000","€ 2,184,533",F,29,Spain,Real Sociedad,spain,2122
Carlos Soler,"€ 40,385","€ 2,100,000","€ 2,174,180",M,25,Spain,Valencia,spain,2122
Hugo Duro,"€ 40,000","€ 2,080,000","€ 2,153,473",F,22,Spain,Valencia,spain,2122
Nemanja Maksimovic,"€ 40,000","€ 2,080,000","€ 2,153,473",M,27,Serbia,Getafe,spain,2122
Sergio Rico,"€ 39,423","€ 2,050,000","€ 2,122,413",K,28,Spain,Mallorca,spain,2122
Kieran Trippier,"€ 38,462","€ 2,000,000","€ 2,070,647",D,30,England,Atletico Madrid,spain,2122
Juan Foyth,"€ 38,462","€ 2,000,000","€ 2,070,647",D,24,Argentina,Villarreal,spain,2122
Iñaki Peña,"€ 38,462","€ 2,000,000","€ 2,070,647",K,22,Spain,Barcelona,spain,2122
Marcos André,"€ 38,462","€ 2,000,000","€ 2,070,647",F,25,Brazil,Valencia,spain,2122
Fran Beltrán,"€ 38,462","€ 2,000,000","€ 2,070,647",M,22,Spain,Celta Vigo,spain,2122
Hélder Costa,"€ 37,885","€ 1,970,000","€ 2,039,587",F,28,Angola,Valencia,spain,2122
Kiko Casilla,"€ 37,308","€ 1,940,000","€ 2,008,528",K,35,Spain,Elche,spain,2122
Rubén Rochina,"€ 37,115","€ 1,930,000","€ 1,998,175",F,30,Spain,Granada,spain,2122
Rafa Mir,"€ 36,538","€ 1,900,000","€ 1,967,115",F,24,Spain,Sevilla,spain,2122
Jesús Corona,"€ 36,538","€ 1,900,000","€ 1,967,115",F,29,Mexico,Sevilla,spain,2122
Étienne Capoue,"€ 36,538","€ 1,900,000","€ 1,967,115",M,33,France,Villarreal,spain,2122
Dimitri Foulquier,"€ 35,962","€ 1,870,000","€ 1,936,055",D,28,Guadeloupe,Valencia,spain,2122
Aritz Elustondo,"€ 35,577","€ 1,850,000","€ 1,915,349",D,27,Spain,Real Sociedad,spain,2122
Néstor Araújo,"€ 35,385","€ 1,840,000","€ 1,904,995",D,30,Mexico,Celta Vigo,spain,2122
Thierry Correia,"€ 35,385","€ 1,840,000","€ 1,904,995",D,22,Portugal,Valencia,spain,2122
Joseba Zaldua,"€ 34,808","€ 1,810,000","€ 1,873,936",D,29,Spain,Real Sociedad,spain,2122
José Luis Morales,"€ 34,615","€ 1,800,000","€ 1,863,582",F,34,Spain,Levante,spain,2122
Jesús Vallejo,"€ 34,615","€ 1,800,000","€ 1,863,582",D,25,Spain,Real Madrid,spain,2122
Ezequiel Ponce,"€ 34,615","€ 1,800,000","€ 1,863,582",F,24,Argentina,Elche,spain,2122
Óscar de Marcos,"€ 34,615","€ 1,800,000","€ 1,863,582",D,32,Spain,Athletic Club,spain,2122
Okay Yokuslu,"€ 34,423","€ 1,790,000","€ 1,853,229",M,27,Turkey,Getafe,spain,2122
Okay Yokuslu,"€ 34,423","€ 1,790,000","€ 1,853,229",M,27,Turkey,Celta Vigo,spain,2122
Gonzalo Escalante,"€ 34,423","€ 1,790,000","€ 1,853,229",M,28,Argentina,Alaves,spain,2122
Iván Marcone,"€ 34,231","€ 1,780,000","€ 1,842,876",M,31,Argentina,Elche,spain,2122
Asier Villalibre,"€ 34,038","€ 1,770,000","€ 1,832,523",F,24,Spain,Athletic Club,spain,2122
Toni Lato,"€ 33,846","€ 1,760,000","€ 1,822,169",D,24,Spain,Valencia,spain,2122
Sergi Darder,"€ 33,654","€ 1,750,000","€ 1,811,816",M,28,Spain,Espanyol,spain,2122
Hugo Mallo,"€ 33,654","€ 1,750,000","€ 1,811,816",D,30,Spain,Celta Vigo,spain,2122
Martín Zubimendi,"€ 33,077","€ 1,720,000","€ 1,780,757",M,23,Spain,Real Sociedad,spain,2122
Santi Mina,"€ 32,885","€ 1,710,000","€ 1,770,403",F,26,Spain,Celta Vigo,spain,2122
Lucas Ocampos,"€ 32,692","€ 1,700,000","€ 1,760,050",F,27,Argentina,Sevilla,spain,2122
Unai Núñez,"€ 32,692","€ 1,700,000","€ 1,760,050",D,25,Spain,Athletic Club,spain,2122
William Carvalho,"€ 32,692","€ 1,700,000","€ 1,760,050",M,29,Portugal,Real Betis,spain,2122
Álex Berenguer,"€ 32,692","€ 1,700,000","€ 1,760,050",F,26,Spain,Athletic Club,spain,2122
Guido Rodríguez,"€ 32,692","€ 1,700,000","€ 1,760,050",M,27,Argentina,Real Betis,spain,2122
Álex Blanco,"€ 32,308","€ 1,680,000","€ 1,739,344",F,22,Spain,Valencia,spain,2122
Cristiano Piccini,"€ 32,115","€ 1,670,000","€ 1,728,990",D,28,Italy,Valencia,spain,2122
Joris Gnagnon,"€ 31,346","€ 1,630,000","€ 1,687,577",D,24,France,Sevilla,spain,2122
Ilaix Moriba,"€ 31,154","€ 1,620,000","€ 1,677,224",M,19,Guinea,Valencia,spain,2122
Hugo Guillamón,"€ 31,154","€ 1,620,000","€ 1,677,224",M,22,Spain,Valencia,spain,2122
Joseph Aidoo,"€ 30,769","€ 1,600,000","€ 1,656,518",D,26,Ghana,Celta Vigo,spain,2122
José Campaña,"€ 30,769","€ 1,600,000","€ 1,656,518",M,28,Spain,Levante,spain,2122
Sergio Canales,"€ 30,769","€ 1,600,000","€ 1,656,518",F,30,Spain,Real Betis,spain,2122
Aïssa Mandi,"€ 30,769","€ 1,600,000","€ 1,656,518",D,30,Algeria,Villarreal,spain,2122
Claudio Bravo,"€ 30,769","€ 1,600,000","€ 1,656,518",K,38,Chile,Real Betis,spain,2122
Borja Iglesias,"€ 30,769","€ 1,600,000","€ 1,656,518",F,29,Spain,Real Betis,spain,2122
Jokin Ezkieta,"€ 30,000","€ 1,560,000","€ 1,615,105",K,25,Spain,Athletic Club,spain,2122
Francisco Montero,"€ 30,000","€ 1,560,000","€ 1,615,105",D,22,Spain,Atletico Madrid,spain,2122
Gonzalo Villar,"€ 29,615","€ 1,540,000","€ 1,594,398",M,23,Spain,Getafe,spain,2122
Jorge Molina,"€ 29,615","€ 1,540,000","€ 1,594,398",F,39,Spain,Granada,spain,2122
Mauro Arambarri,"€ 29,423","€ 1,530,000","€ 1,584,045",M,26,Uruguay,Getafe,spain,2122
David Soria,"€ 29,038","€ 1,510,000","€ 1,563,339",K,28,Spain,Getafe,spain,2122
Yunus Musah,"€ 28,846","€ 1,500,000","€ 1,552,985",F,19,United States,Valencia,spain,2122
Maxi Gómez,"€ 28,846","€ 1,500,000","€ 1,552,985",F,25,Uruguay,Valencia,spain,2122
Víctor Ruiz,"€ 28,846","€ 1,500,000","€ 1,552,985",D,33,Spain,Real Betis,spain,2122
Unai Vencedor,"€ 28,846","€ 1,500,000","€ 1,552,985",M,21,Spain,Athletic Club,spain,2122
Joaquín,"€ 28,846","€ 1,500,000","€ 1,552,985",F,40,Spain,Real Betis,spain,2122
Javier Pastore,"€ 28,846","€ 1,500,000","€ 1,552,985",F,32,Argentina,Elche,spain,2122
Chimy Ávila,"€ 28,846","€ 1,500,000","€ 1,552,985",F,27,Argentina,Osasuna,spain,2122
Florian Lejeune,"€ 28,846","€ 1,500,000","€ 1,552,985",D,30,France,Alaves,spain,2122
Iñigo Lekue,"€ 28,846","€ 1,500,000","€ 1,552,985",D,28,Spain,Athletic Club,spain,2122
Oussama Idrissi,"€ 28,462","€ 1,480,000","€ 1,532,279",F,25,Morocco,Cadiz,spain,2122
Oussama Idrissi,"€ 28,462","€ 1,480,000","€ 1,532,279",F,25,Morocco,Sevilla,spain,2122
Álex Collado,"€ 27,885","€ 1,450,000","€ 1,501,219",F,22,Spain,Barcelona,spain,2122
Cristian Rivero,"€ 27,885","€ 1,450,000","€ 1,501,219",K,23,Spain,Valencia,spain,2122
Álvaro García,"€ 27,885","€ 1,450,000","€ 1,501,219",F,29,Spain,Rayo Vallecano,spain,2122
Álex Collado,"€ 27,885","€ 1,450,000","€ 1,501,219",F,22,Spain,Granada,spain,2122
Tomás Pina,"€ 27,500","€ 1,430,000","€ 1,480,513",M,34,Spain,Alaves,spain,2122
Andrés Guardado,"€ 26,923","€ 1,400,000","€ 1,449,453",M,35,Mexico,Real Betis,spain,2122
Alberto Moreno,"€ 26,923","€ 1,400,000","€ 1,449,453",D,29,Spain,Villarreal,spain,2122
Rodrigo Battaglia,"€ 26,538","€ 1,380,000","€ 1,428,747",M,30,Argentina,Mallorca,spain,2122
Gonzalo Montiel,"€ 26,538","€ 1,380,000","€ 1,428,747",D,25,Argentina,Sevilla,spain,2122
Darwin Machís,"€ 26,154","€ 1,360,000","€ 1,408,040",F,28,Venezuela,Granada,spain,2122
Brais Méndez,"€ 25,962","€ 1,350,000","€ 1,397,687",F,25,Spain,Celta Vigo,spain,2122
Yeremi Pino,"€ 25,962","€ 1,350,000","€ 1,397,687",F,19,Spain,Villarreal,spain,2122
Florentino,"€ 25,385","€ 1,320,000","€ 1,366,627",M,22,Portugal,Getafe,spain,2122
Lei Wu,"€ 25,192","€ 1,310,000","€ 1,356,274",F,30,China,Espanyol,spain,2122
Manu Morlanes,"€ 25,192","€ 1,310,000","€ 1,356,274",M,23,Spain,Espanyol,spain,2122
Sergio Escudero,"€ 25,000","€ 1,300,000","€ 1,345,921",D,32,Spain,Granada,spain,2122
Juan Miranda,"€ 25,000","€ 1,300,000","€ 1,345,921",D,22,Spain,Real Betis,spain,2122
Álvaro Negredo,"€ 24,808","€ 1,290,000","€ 1,335,567",F,36,Spain,Cadiz,spain,2122
Domingos Duarte,"€ 24,231","€ 1,260,000","€ 1,304,508",D,26,Portugal,Granada,spain,2122
Marko Dmitrovic,"€ 24,231","€ 1,260,000","€ 1,304,508",K,30,Serbia,Sevilla,spain,2122
Joselu,"€ 24,038","€ 1,250,000","€ 1,294,154",F,31,Spain,Alaves,spain,2122
Daniel Wass,"€ 24,038","€ 1,250,000","€ 1,294,154",D,32,Denmark,Atletico Madrid,spain,2122
Guido Carrillo,"€ 23,654","€ 1,230,000","€ 1,273,448",F,30,Argentina,Elche,spain,2122
Ibrahim Amadou,"€ 23,462","€ 1,220,000","€ 1,263,095",M,28,France,Sevilla,spain,2122
Sergi Gómez,"€ 23,077","€ 1,200,000","€ 1,242,388",D,29,Spain,Espanyol,spain,2122
Ander Capa,"€ 23,077","€ 1,200,000","€ 1,242,388",D,29,Spain,Athletic Club,spain,2122
Luuk de Jong,"€ 23,077","€ 1,200,000","€ 1,242,388",F,31,Netherlands,Barcelona,spain,2122
Adrián Embarba,"€ 23,077","€ 1,200,000","€ 1,242,388",F,29,Spain,Espanyol,spain,2122
Juanmi,"€ 23,077","€ 1,200,000","€ 1,242,388",F,28,Spain,Real Betis,spain,2122
Diego Rico,"€ 23,077","€ 1,200,000","€ 1,242,388",D,28,Spain,Real Sociedad,spain,2122
