,EST. BASE SALARY,EST. BASE SALARY,EST. BASE SALARY,BIO,BIO,BIO,,data_country,data_season
Piero Hincapié,"€ 72,692","€ 3,780,000","€ 3,780,000",D,23,Ecuador,Bayer Leverkusen,germany,2425
Aster Vranckx,"€ 72,692","€ 3,780,000","€ 3,780,000",M,22,Belgium,Wolfsburg,germany,2425
Salih Özcan,"€ 72,692","€ 3,780,000","€ 3,780,000",M,26,Turkey,Wolfsburg,germany,2425
Maximilian Philipp,"€ 72,500","€ 3,770,000","€ 3,770,000",F,30,Germany,Freiburg,germany,2425
Mergim Berisha,"€ 72,500","€ 3,770,000","€ 3,770,000",F,26,Germany,Hoffenheim,germany,2425
Joakim Maehle,"€ 72,500","€ 3,770,000","€ 3,770,000",D,27,Denmark,Wolfsburg,germany,2425
Robert Andrich,"€ 72,500","€ 3,770,000","€ 3,770,000",M,30,Germany,Bayer Leverkusen,germany,2425
Ridle Baku,"€ 72,500","€ 3,770,000","€ 3,770,000",D,26,Germany,Leipzig,germany,2425
Andreas Skov Olsen,"€ 72,500","€ 3,770,000","€ 3,770,000",F,25,Denmark,Wolfsburg,germany,2425
Robin Hack,"€ 72,500","€ 3,770,000","€ 3,770,000",F,26,Germany,Monchengladbach,germany,2425
Yannick Gerhardt,"€ 68,846","€ 3,580,000","€ 3,580,000",M,30,Germany,Wolfsburg,germany,2425
Nico Elvedi,"€ 68,846","€ 3,580,000","€ 3,580,000",D,28,Switzerland,Monchengladbach,germany,2425
André Silva,"€ 67,308","€ 3,500,000","€ 3,500,000",F,29,Portugal,Leipzig,germany,2425
Kevin Trapp,"€ 67,308","€ 3,500,000","€ 3,500,000",K,34,Germany,Eintracht Frankfurt,germany,2425
Mergim Berisha,"€ 67,308","€ 3,500,000","€ 3,500,000",F,26,Germany,Augsburg,germany,2425
Hugo Ekitiké,"€ 67,308","€ 3,500,000","€ 3,500,000",F,22,France,Eintracht Frankfurt,germany,2425
Mario Götze,"€ 67,308","€ 3,500,000","€ 3,500,000",F,32,Germany,Eintracht Frankfurt,germany,2425
Oliver Baumann,"€ 67,308","€ 3,500,000","€ 3,500,000",K,34,Germany,Hoffenheim,germany,2425
Jan-Niklas Beste,"€ 65,385","€ 3,400,000","€ 3,400,000",F,26,Germany,Freiburg,germany,2425
Amine Adli,"€ 65,385","€ 3,400,000","€ 3,400,000",F,24,Morocco,Bayer Leverkusen,germany,2425
Nathan Tella,"€ 65,385","€ 3,400,000","€ 3,400,000",M,25,Nigeria,Bayer Leverkusen,germany,2425
Tim Kleindienst,"€ 65,385","€ 3,400,000","€ 3,400,000",F,29,Germany,Monchengladbach,germany,2425
Julian Weigl,"€ 65,385","€ 3,400,000","€ 3,400,000",M,29,Germany,Monchengladbach,germany,2425
Nicolas Seiwald,"€ 65,385","€ 3,400,000","€ 3,400,000",M,23,Austria,Leipzig,germany,2425
Elye Wahi,"€ 65,385","€ 3,400,000","€ 3,400,000",F,22,France,Eintracht Frankfurt,germany,2425
Mario Hermoso,"€ 63,462","€ 3,300,000","€ 3,300,000",D,29,Spain,Bayer Leverkusen,germany,2425
Jens Stage,"€ 61,731","€ 3,210,000","€ 3,210,000",M,28,Denmark,Werder Bremen,germany,2425
Mahmoud Dahoud,"€ 61,538","€ 3,200,000","€ 3,200,000",M,29,Syria,Eintracht Frankfurt,germany,2425
Arthur Theate,"€ 61,538","€ 3,200,000","€ 3,200,000",D,24,Belgium,Eintracht Frankfurt,germany,2425
Carney Chukwuemeka,"€ 59,808","€ 3,110,000","€ 3,110,000",M,21,England,Borussia Dortmund,germany,2425
Kamil Grabara,"€ 58,077","€ 3,020,000","€ 3,020,000",K,26,Poland,Wolfsburg,germany,2425
Marco Friedl,"€ 58,077","€ 3,020,000","€ 3,020,000",D,27,Austria,Werder Bremen,germany,2425
Jonas Omlin,"€ 58,077","€ 3,020,000","€ 3,020,000",K,31,Switzerland,Monchengladbach,germany,2425
Rasmus Kristensen,"€ 58,077","€ 3,020,000","€ 3,020,000",D,27,Denmark,Eintracht Frankfurt,germany,2425
Jamie Bynoe-Gittens,"€ 57,692","€ 3,000,000","€ 3,000,000",F,20,England,Borussia Dortmund,germany,2425
El Bilal Touré,"€ 54,423","€ 2,830,000","€ 2,830,000",F,23,Mali,Stuttgart,germany,2425
Eljif Elmas,"€ 54,423","€ 2,830,000","€ 2,830,000",F,25,North Macedonia,Leipzig,germany,2425
Michy Batshuayi,"€ 54,423","€ 2,830,000","€ 2,830,000",F,31,Belgium,Eintracht Frankfurt,germany,2425
Mitchell Weiser,"€ 54,423","€ 2,830,000","€ 2,830,000",D,30,Germany,Werder Bremen,germany,2425
Christian Günter,"€ 54,423","€ 2,830,000","€ 2,830,000",D,31,Germany,Freiburg,germany,2425
Nadiem Amiri,"€ 54,423","€ 2,830,000","€ 2,830,000",M,28,Germany,Mainz,germany,2425
Adam Hlozek,"€ 54,423","€ 2,830,000","€ 2,830,000",F,22,Czech Republic,Hoffenheim,germany,2425
Moritz Nicolas,"€ 54,423","€ 2,830,000","€ 2,830,000",K,27,Germany,Monchengladbach,germany,2425
Mattias Svanberg,"€ 54,423","€ 2,830,000","€ 2,830,000",M,26,Sweden,Wolfsburg,germany,2425
Atakan Karazor,"€ 54,423","€ 2,830,000","€ 2,830,000",M,28,Turkey,Stuttgart,germany,2425
Chris Führich,"€ 54,423","€ 2,830,000","€ 2,830,000",F,27,Germany,Stuttgart,germany,2425
Kevin Stöger,"€ 54,423","€ 2,830,000","€ 2,830,000",F,31,Austria,Monchengladbach,germany,2425
Jamie Leweling,"€ 54,423","€ 2,830,000","€ 2,830,000",F,23,Germany,Stuttgart,germany,2425
Julian Chabot,"€ 54,423","€ 2,830,000","€ 2,830,000",D,26,Germany,Stuttgart,germany,2425
Jonathan Tah,"€ 54,423","€ 2,830,000","€ 2,830,000",D,28,Germany,Bayer Leverkusen,germany,2425
Arthur Vermeeren,"€ 54,423","€ 2,830,000","€ 2,830,000",M,19,Belgium,Leipzig,germany,2425
Ozan Kabak,"€ 54,423","€ 2,830,000","€ 2,830,000",D,24,Turkey,Hoffenheim,germany,2425
Sebastiaan Bornauw,"€ 54,231","€ 2,820,000","€ 2,820,000",D,25,Belgium,Wolfsburg,germany,2425
Ellyes Skhiri,"€ 53,846","€ 2,800,000","€ 2,800,000",M,29,Tunisia,Eintracht Frankfurt,germany,2425
Steve Mounié,"€ 50,769","€ 2,640,000","€ 2,640,000",F,30,Benin,Augsburg,germany,2425
Danilho Doekhi,"€ 50,769","€ 2,640,000","€ 2,640,000",D,26,Netherlands,Union Berlin,germany,2425
Leonardo Bittencourt,"€ 50,769","€ 2,640,000","€ 2,640,000",M,31,Germany,Werder Bremen,germany,2425
Jae-sung Lee,"€ 50,769","€ 2,640,000","€ 2,640,000",F,32,South Korea,Mainz,germany,2425
Niklas Stark,"€ 50,769","€ 2,640,000","€ 2,640,000",D,29,Germany,Werder Bremen,germany,2425
Lucas Tousart,"€ 50,000","€ 2,600,000","€ 2,600,000",M,27,France,Union Berlin,germany,2425
Lukas Hradecky,"€ 50,000","€ 2,600,000","€ 2,600,000",K,35,Finland,Bayer Leverkusen,germany,2425
Florian Grillitsch,"€ 48,077","€ 2,500,000","€ 2,500,000",M,29,Austria,Hoffenheim,germany,2425
Giovanni Reyna,"€ 48,077","€ 2,500,000","€ 2,500,000",F,22,United States,Borussia Dortmund,germany,2425
Stefan Lainer,"€ 48,077","€ 2,500,000","€ 2,500,000",D,32,Austria,Monchengladbach,germany,2425
Robin Koch,"€ 47,308","€ 2,460,000","€ 2,460,000",D,28,Germany,Eintracht Frankfurt,germany,2425
Kevin Kampl,"€ 47,115","€ 2,450,000","€ 2,450,000",M,34,Slovenia,Leipzig,germany,2425
Frank Onyeka,"€ 47,115","€ 2,450,000","€ 2,450,000",M,27,Nigeria,Augsburg,germany,2425
Robin Zentner,"€ 47,115","€ 2,450,000","€ 2,450,000",K,30,Germany,Mainz,germany,2425
Kevin Volland,"€ 46,154","€ 2,400,000","€ 2,400,000",F,32,Germany,Union Berlin,germany,2425
Emiliano Buendía,"€ 45,385","€ 2,360,000","€ 2,360,000",F,28,Argentina,Bayer Leverkusen,germany,2425
Marvin Ducksch,"€ 43,462","€ 2,260,000","€ 2,260,000",F,30,Germany,Werder Bremen,germany,2425
Dominik Kohr,"€ 43,462","€ 2,260,000","€ 2,260,000",M,31,Germany,Mainz,germany,2425
Jacob Bruun Larsen,"€ 43,462","€ 2,260,000","€ 2,260,000",F,26,Denmark,Stuttgart,germany,2425
Valentin Gendrey,"€ 43,462","€ 2,260,000","€ 2,260,000",D,24,France,Hoffenheim,germany,2425
Marius Wolf,"€ 43,462","€ 2,260,000","€ 2,260,000",D,29,Germany,Augsburg,germany,2425
Leo Østigård,"€ 43,462","€ 2,260,000","€ 2,260,000",D,25,Norway,Hoffenheim,germany,2425
Kristijan Jakic,"€ 43,462","€ 2,260,000","€ 2,260,000",M,27,Croatia,Augsburg,germany,2425
Hugo Larsson,"€ 43,462","€ 2,260,000","€ 2,260,000",M,20,Sweden,Eintracht Frankfurt,germany,2425
Ihlas Bebou,"€ 43,462","€ 2,260,000","€ 2,260,000",F,30,Togo,Hoffenheim,germany,2425
Jeffrey Gouweleeuw,"€ 43,462","€ 2,260,000","€ 2,260,000",D,33,Netherlands,Augsburg,germany,2425
Finn Dahmen,"€ 43,462","€ 2,260,000","€ 2,260,000",K,27,Germany,Augsburg,germany,2425
Marius Bülter,"€ 40,385","€ 2,100,000","€ 2,100,000",F,31,Germany,Hoffenheim,germany,2425
Robert Skov,"€ 40,000","€ 2,080,000","€ 2,080,000",M,28,Denmark,Union Berlin,germany,2425
Jonas Wind,"€ 40,000","€ 2,080,000","€ 2,080,000",F,25,Denmark,Wolfsburg,germany,2425
Silvan Widmer,"€ 40,000","€ 2,080,000","€ 2,080,000",D,31,Switzerland,Mainz,germany,2425
Marvin Friedrich,"€ 40,000","€ 2,080,000","€ 2,080,000",D,29,Germany,Monchengladbach,germany,2425
Alexander Prass,"€ 40,000","€ 2,080,000","€ 2,080,000",M,23,Austria,Hoffenheim,germany,2425
Dennis Geiger,"€ 40,000","€ 2,080,000","€ 2,080,000",M,26,Germany,Hoffenheim,germany,2425
Keven Schlotterbeck,"€ 40,000","€ 2,080,000","€ 2,080,000",D,27,Germany,Augsburg,germany,2425
Gift Emmanuel Orban,"€ 40,000","€ 2,080,000","€ 2,080,000",F,22,Nigeria,Hoffenheim,germany,2425
Attila Szalai,"€ 38,462","€ 2,000,000","€ 2,000,000",D,26,Hungary,Hoffenheim,germany,2425
Lukas Nmecha,"€ 38,462","€ 2,000,000","€ 2,000,000",F,26,Germany,Wolfsburg,germany,2425
Sven Ulreich,"€ 38,462","€ 2,000,000","€ 2,000,000",K,36,Germany,Bayern Munich,germany,2425
Omar Marmoush,"€ 38,462","€ 2,000,000","€ 2,000,000",F,25,Egypt,Eintracht Frankfurt,germany,2425
Paul Wanner,"€ 38,462","€ 2,000,000","€ 2,000,000",F,19,Germany,Heidenheim,germany,2425
Pavel Kaderabek,"€ 38,462","€ 2,000,000","€ 2,000,000",D,32,Czech Republic,Hoffenheim,germany,2425
David Jurásek,"€ 36,923","€ 1,920,000","€ 1,920,000",D,24,Czech Republic,Hoffenheim,germany,2425
Anton Stach,"€ 36,538","€ 1,900,000","€ 1,900,000",M,26,Germany,Hoffenheim,germany,2425
Christopher Trimmel,"€ 36,346","€ 1,890,000","€ 1,890,000",D,38,Austria,Union Berlin,germany,2425
Phillipp Mwene,"€ 36,346","€ 1,890,000","€ 1,890,000",D,31,Austria,Mainz,germany,2425
Ivan Ordets,"€ 36,346","€ 1,890,000","€ 1,890,000",D,32,Ukraine,Bochum,germany,2425
Tomas Cvancara,"€ 36,346","€ 1,890,000","€ 1,890,000",F,24,Czech Republic,Monchengladbach,germany,2425
Dan-Axel Zagadou,"€ 36,346","€ 1,890,000","€ 1,890,000",D,25,France,Stuttgart,germany,2425
Jonathan Burkardt,"€ 36,346","€ 1,890,000","€ 1,890,000",F,24,Germany,Mainz,germany,2425
Rani Khedira,"€ 36,346","€ 1,890,000","€ 1,890,000",M,31,Germany,Union Berlin,germany,2425
Denis Vavro,"€ 36,346","€ 1,890,000","€ 1,890,000",D,28,Slovakia,Wolfsburg,germany,2425
Budu Zivzivadze,"€ 36,346","€ 1,890,000","€ 1,890,000",F,30,Georgia,Heidenheim,germany,2425
Lukas Kübler,"€ 36,346","€ 1,890,000","€ 1,890,000",D,32,Germany,Freiburg,germany,2425
Rogério,"€ 36,346","€ 1,890,000","€ 1,890,000",D,27,Brazil,Wolfsburg,germany,2425
Enzo Millot,"€ 36,346","€ 1,890,000","€ 1,890,000",F,22,France,Stuttgart,germany,2425
Ko Itakura,"€ 36,346","€ 1,890,000","€ 1,890,000",D,28,Japan,Monchengladbach,germany,2425
El Chadaille Bitshiabu,"€ 34,615","€ 1,800,000","€ 1,800,000",D,20,France,Leipzig,germany,2425
Ridle Baku,"€ 34,615","€ 1,800,000","€ 1,800,000",D,26,Germany,Wolfsburg,germany,2425
Jacob Bruun Larsen,"€ 34,615","€ 1,800,000","€ 1,800,000",F,25,Denmark,Hoffenheim,germany,2425
Jordan Siebatcheu,"€ 34,615","€ 1,800,000","€ 1,800,000",F,28,United States,Union Berlin,germany,2425
Alexis Claude-Maurice,"€ 32,692","€ 1,700,000","€ 1,700,000",F,26,France,Augsburg,germany,2425
Patrick Osterhage,"€ 32,692","€ 1,700,000","€ 1,700,000",M,25,Germany,Freiburg,germany,2425
Benedikt Gimber,"€ 32,692","€ 1,700,000","€ 1,700,000",D,27,Germany,Heidenheim,germany,2425
Niklas Dorsch,"€ 32,692","€ 1,700,000","€ 1,700,000",M,27,Germany,Heidenheim,germany,2425
Anthony Caci,"€ 32,692","€ 1,700,000","€ 1,700,000",M,27,France,Mainz,germany,2425
Arnaud Nordin,"€ 32,692","€ 1,700,000","€ 1,700,000",F,26,France,Mainz,germany,2425
Karim Onisiwo,"€ 32,692","€ 1,700,000","€ 1,700,000",F,32,Austria,Mainz,germany,2425
Stefan Bell,"€ 32,692","€ 1,700,000","€ 1,700,000",D,33,Germany,Mainz,germany,2425
Jackson Irvine,"€ 32,692","€ 1,700,000","€ 1,700,000",M,31,Australia,St Pauli,germany,2425
Janik Haberer,"€ 32,692","€ 1,700,000","€ 1,700,000",M,30,Germany,Union Berlin,germany,2425
Josip Juranovic,"€ 30,769","€ 1,600,000","€ 1,600,000",D,29,Croatia,Union Berlin,germany,2425
László Bénes,"€ 30,769","€ 1,600,000","€ 1,600,000",M,27,Slovakia,Union Berlin,germany,2425
Nathan N'Goumou,"€ 29,038","€ 1,510,000","€ 1,510,000",F,24,France,Monchengladbach,germany,2425
Patrick Wimmer,"€ 29,038","€ 1,510,000","€ 1,510,000",F,23,Austria,Wolfsburg,germany,2425
Elvis Rexhbecaj,"€ 29,038","€ 1,510,000","€ 1,510,000",M,27,Kosovo,Augsburg,germany,2425
Max Rosenfelder,"€ 29,038","€ 1,510,000","€ 1,510,000",D,21,Germany,Freiburg,germany,2425
Jan Schöppner,"€ 29,038","€ 1,510,000","€ 1,510,000",M,25,Germany,Heidenheim,germany,2425
Felix Agu,"€ 29,038","€ 1,510,000","€ 1,510,000",D,25,Germany,Werder Bremen,germany,2425
Marco Grüll,"€ 29,038","€ 1,510,000","€ 1,510,000",F,26,Austria,Werder Bremen,germany,2425
Danny da Costa,"€ 29,038","€ 1,510,000","€ 1,510,000",D,31,Germany,Mainz,germany,2425
Nathaniel Brown,"€ 29,038","€ 1,510,000","€ 1,510,000",D,21,Germany,Eintracht Frankfurt,germany,2425
Eric Smith,"€ 29,038","€ 1,510,000","€ 1,510,000",D,28,Sweden,St Pauli,germany,2425
Luca Netz,"€ 29,038","€ 1,510,000","€ 1,510,000",D,21,Germany,Monchengladbach,germany,2425
Rocco Reitz,"€ 29,038","€ 1,510,000","€ 1,510,000",M,22,Germany,Monchengladbach,germany,2425
Philipp Sander,"€ 29,038","€ 1,510,000","€ 1,510,000",M,26,Germany,Monchengladbach,germany,2425
Jeanuël Belocian,"€ 29,038","€ 1,510,000","€ 1,510,000",D,19,France,Bayer Leverkusen,germany,2425
András Schäfer,"€ 29,038","€ 1,510,000","€ 1,510,000",M,25,Hungary,Union Berlin,germany,2425
Daniel-Kofi Kyereh,"€ 29,038","€ 1,510,000","€ 1,510,000",F,28,Ghana,Freiburg,germany,2425
Adrian Beck,"€ 29,038","€ 1,510,000","€ 1,510,000",F,27,Germany,Heidenheim,germany,2425
Tiago Tomás,"€ 28,846","€ 1,500,000","€ 1,500,000",F,22,Portugal,Wolfsburg,germany,2425
Tuta,"€ 28,846","€ 1,500,000","€ 1,500,000",D,25,Brazil,Eintracht Frankfurt,germany,2425
Antonio Nusa,"€ 28,846","€ 1,500,000","€ 1,500,000",F,19,Norway,Leipzig,germany,2425
André Silva,"€ 28,846","€ 1,500,000","€ 1,500,000",F,29,Portugal,Werder Bremen,germany,2425
Ibrahima Sissoko,"€ 28,846","€ 1,500,000","€ 1,500,000",M,27,Mali,Bochum,germany,2425
Jérôme Roussillon,"€ 28,846","€ 1,500,000","€ 1,500,000",D,32,Guadeloupe,Union Berlin,germany,2425
Daniel Peretz,"€ 28,846","€ 1,500,000","€ 1,500,000",K,24,Israel,Bayern Munich,germany,2425
Kevin Akpoguma,"€ 28,846","€ 1,500,000","€ 1,500,000",D,29,Nigeria,Hoffenheim,germany,2425
Hyun-seok Hong,"€ 27,308","€ 1,420,000","€ 1,420,000",F,25,South Korea,Mainz,germany,2425
Tim Skarke,"€ 27,308","€ 1,420,000","€ 1,420,000",F,28,Germany,Union Berlin,germany,2425
Georgios Masouras,"€ 27,115","€ 1,410,000","€ 1,410,000",F,31,Greece,Bochum,germany,2425
Myron Boadu,"€ 27,115","€ 1,410,000","€ 1,410,000",F,24,Netherlands,Bochum,germany,2425
Moritz Jenz,"€ 26,923","€ 1,400,000","€ 1,400,000",D,25,Germany,Mainz,germany,2425
Tom Krauß,"€ 26,923","€ 1,400,000","€ 1,400,000",M,23,Germany,Bochum,germany,2425
