,EST. BASE SALARY,EST. BASE SALARY,EST. BASE SALARY,BIO,BIO,BIO,,data_country,data_season
PLAYER,"GROSS P/W
(EUR)","GROSS P/Y
(EUR)","ADJ. GROSS
(EUR)",POS.,AGE,COUNTRY,CLUB,,
Danny Drinkwater,"€ 118,077","€ 6,140,000","€ 16,277,960",M,30,England,Kasimpasa,turkey,2021
Falcao,"€ 96,154","€ 5,000,000","€ 13,255,668",F,34,Colombia,Galatasaray,turkey,2021
Domagoj Vida,"€ 84,231","€ 4,380,000","€ 11,611,965",D,31,Croatia,Besiktas,turkey,2021
Younès Belhanda,"€ 80,577","€ 4,190,000","€ 11,108,250",F,30,Morocco,Galatasaray,turkey,2021
Mesut Özil,"€ 79,808","€ 4,150,000","€ 11,002,204",F,32,Germany,Fenerbahce,turkey,2021
Sofiane Feghouli,"€ 76,923","€ 4,000,000","€ 10,604,534",F,30,Algeria,Galatasaray,turkey,2021
Diego Perotti,"€ 72,115","€ 3,750,000","€ 9,941,751",F,32,Argentina,Fenerbahce,turkey,2021
Ryan Babel,"€ 71,731","€ 3,730,000","€ 9,888,728",F,33,Netherlands,Galatasaray,turkey,2021
Cenk Tosun,"€ 70,962","€ 3,690,000","€ 9,782,683",F,29,Turkey,Besiktas,turkey,2021
Mbwana Samatta,"€ 66,154","€ 3,440,000","€ 9,119,899",F,27,Tanzania,Fenerbahce,turkey,2021
Luiz Gustavo,"€ 66,154","€ 3,440,000","€ 9,119,899",M,33,Brazil,Fenerbahce,turkey,2021
Rachid Ghezzal,"€ 60,192","€ 3,130,000","€ 8,298,048",F,28,Algeria,Besiktas,turkey,2021
Fernando Muslera,"€ 60,192","€ 3,130,000","€ 8,298,048",K,34,Uruguay,Galatasaray,turkey,2021
Adem Ljajic,"€ 54,038","€ 2,810,000","€ 7,449,685",F,29,Serbia,Besiktas,turkey,2021
Jeremain Lens,"€ 52,885","€ 2,750,000","€ 7,290,617",F,32,Netherlands,Besiktas,turkey,2021
Jeremain Lens,"€ 52,885","€ 2,750,000","€ 7,290,617",F,33,Netherlands,Karagumrukspor,turkey,2021
Ryan Donk,"€ 51,154","€ 2,660,000","€ 7,052,015",D,34,Netherlands,Galatasaray,turkey,2021
Vitor Hugo,"€ 49,808","€ 2,590,000","€ 6,866,436",D,29,Brazil,Trabzonspor,turkey,2021
Marcelo Saracchi,"€ 48,269","€ 2,510,000","€ 6,654,345",D,22,Uruguay,Galatasaray,turkey,2021
Oguzhan Özyakup,"€ 48,077","€ 2,500,000","€ 6,627,834",M,28,Turkey,Besiktas,turkey,2021
