,EST. BASE SALARY,EST. BASE SALARY,EST. BASE SALARY,BIO,BIO,BIO,,data_country,data_season
Luke Shaw,"€ 173,771","€ 9,036,077","€ 10,414,461",D,25,England,Manchester United,england,2021
Ilkay Gündogan,"€ 162,186","€ 8,433,672","€ 9,720,164",M,29,Germany,Manchester City,england,2021
James Milner,"€ 162,186","€ 8,433,672","€ 9,720,164",M,34,England,Liverpool,england,2021
Heung-min Son,"€ 162,186","€ 8,433,672","€ 9,720,164",F,28,South Korea,Tottenham,england,2021
Jamie Vardy,"€ 162,186","€ 8,433,672","€ 9,720,164",F,33,England,Leicester,england,2021
Willian,"€ 160,404","€ 8,340,994","€ 9,613,349",F,32,Brazil,Arsenal,england,2021
Wilfried Zaha,"€ 150,601","€ 7,831,267","€ 9,025,867",F,27,Cote d'Ivoire,Crystal Palace,england,2021
Kasper Schmeichel,"€ 150,601","€ 7,831,267","€ 9,025,867",K,33,Denmark,Leicester,england,2021
Max Meyer,"€ 144,809","€ 7,530,064","€ 8,678,718",F,25,Germany,Crystal Palace,england,2021
Odion Ighalo,"€ 144,809","€ 7,530,064","€ 8,678,718",F,31,Nigeria,Manchester United,england,2021
Rodri,"€ 140,353","€ 7,298,370","€ 8,411,680",M,24,Spain,Manchester City,england,2021
Victor Lindelöf,"€ 139,017","€ 7,228,861","€ 8,331,569",D,26,Sweden,Manchester United,england,2021
Naby Keïta,"€ 139,017","€ 7,228,861","€ 8,331,569",M,25,Guinea,Liverpool,england,2021
Ruben Loftus-Cheek,"€ 139,017","€ 7,228,861","€ 8,331,569",M,24,England,Fulham,england,2021
Aymeric Laporte,"€ 139,017","€ 7,228,861","€ 8,331,569",D,26,France,Manchester City,england,2021
Christian Benteke,"€ 139,017","€ 7,228,861","€ 8,331,569",F,29,Belgium,Crystal Palace,england,2021
Abdoulaye Doucouré,"€ 139,017","€ 7,228,861","€ 8,331,569",M,27,Mali,Everton,england,2021
Nemanja Matic,"€ 139,017","€ 7,228,861","€ 8,331,569",M,32,Serbia,Manchester United,england,2021
Fred,"€ 139,017","€ 7,228,861","€ 8,331,569",M,27,Brazil,Manchester United,england,2021
Donny van de Beek,"€ 139,017","€ 7,228,861","€ 8,331,569",M,23,Netherlands,Manchester United,england,2021
Bernard,"€ 139,017","€ 7,228,861","€ 8,331,569",F,28,Brazil,Everton,england,2021
Dani Ceballos,"€ 139,017","€ 7,228,861","€ 8,331,569",M,24,Spain,Arsenal,england,2021
Ryan Bertrand,"€ 139,017","€ 7,228,861","€ 8,331,569",D,31,England,Southampton,england,2021
Yerry Mina,"€ 139,017","€ 7,228,861","€ 8,331,569",D,26,Colombia,Everton,england,2021
Alex Oxlade-Chamberlain,"€ 139,017","€ 7,228,861","€ 8,331,569",M,27,England,Liverpool,england,2021
Riyad Mahrez,"€ 139,017","€ 7,228,861","€ 8,331,569",F,29,Algeria,Manchester City,england,2021
Andrii Yarmolenko,"€ 133,224","€ 6,927,659","€ 7,984,420",F,30,Ukraine,West Ham,england,2021
André Gomes,"€ 130,105","€ 6,765,473","€ 7,797,494",M,27,Portugal,Everton,england,2021
Jorginho,"€ 127,432","€ 6,626,456","€ 7,637,272",M,28,Italy,Chelsea,england,2021
Olivier Giroud,"€ 127,432","€ 6,626,456","€ 7,637,272",F,34,France,Chelsea,england,2021
Thiago Silva,"€ 127,432","€ 6,626,456","€ 7,637,272",D,36,Brazil,Chelsea,england,2021
James Maddison,"€ 127,432","€ 6,626,456","€ 7,637,272",F,23,England,Leicester,england,2021
Kieran Tierney,"€ 127,432","€ 6,626,456","€ 7,637,272",D,23,Scotland,Arsenal,england,2021
Héctor Bellerín,"€ 127,432","€ 6,626,456","€ 7,637,272",D,25,Spain,Arsenal,england,2021
Jack Grealish,"€ 121,640","€ 6,325,254","€ 7,290,123",F,25,England,Aston Villa,england,2021
David Luiz,"€ 116,961","€ 6,081,975","€ 7,009,734",D,33,Brazil,Arsenal,england,2021
Nicolas Pépé,"€ 115,847","€ 6,024,051","€ 6,942,974",F,25,Cote d'Ivoire,Arsenal,england,2021
Dominic Calvert-Lewin,"€ 115,847","€ 6,024,051","€ 6,942,974",F,23,England,Everton,england,2021
Granit Xhaka,"€ 115,847","€ 6,024,051","€ 6,942,974",M,28,Switzerland,Arsenal,england,2021
Rui Patrício,"€ 115,847","€ 6,024,051","€ 6,942,974",K,32,Portugal,Wolverhampton,england,2021
Sead Kolasinac,"€ 115,847","€ 6,024,051","€ 6,942,974",D,27,Bosnia-Herzegovina,Arsenal,england,2021
Dean Henderson,"€ 115,847","€ 6,024,051","€ 6,942,974",K,23,England,Manchester United,england,2021
Raúl Jiménez,"€ 115,847","€ 6,024,051","€ 6,942,974",F,29,Mexico,Wolverhampton,england,2021
Bernd Leno,"€ 115,847","€ 6,024,051","€ 6,942,974",K,28,Germany,Arsenal,england,2021
Dele Alli,"€ 115,847","€ 6,024,051","€ 6,942,974",F,24,England,Tottenham,england,2021
John Stones,"€ 115,847","€ 6,024,051","€ 6,942,974",D,26,England,Manchester City,england,2021
João Moutinho,"€ 115,847","€ 6,024,051","€ 6,942,974",M,34,Portugal,Wolverhampton,england,2021
Sadio Mané,"€ 115,847","€ 6,024,051","€ 6,942,974",F,28,Senegal,Liverpool,england,2021
Jordan Henderson,"€ 115,847","€ 6,024,051","€ 6,942,974",M,30,England,Liverpool,england,2021
Joel Matip,"€ 115,847","€ 6,024,051","€ 6,942,974",D,29,Cameroon,Liverpool,england,2021
Fabinho,"€ 115,847","€ 6,024,051","€ 6,942,974",M,26,Brazil,Liverpool,england,2021
Jonny Evans,"€ 115,847","€ 6,024,051","€ 6,942,974",D,32,Northern Ireland,Leicester,england,2021
Hugo Lloris,"€ 115,847","€ 6,024,051","€ 6,942,974",K,33,France,Tottenham,england,2021
Antonio Rüdiger,"€ 115,847","€ 6,024,051","€ 6,942,974",D,27,Germany,Chelsea,england,2021
Rodrigo,"€ 115,847","€ 6,024,051","€ 6,942,974",F,29,Spain,Leeds,england,2021
Danny Drinkwater,"€ 115,847","€ 6,024,051","€ 6,942,974",M,30,England,Chelsea,england,2021
Hakim Ziyech,"€ 115,847","€ 6,024,051","€ 6,942,974",F,27,Morocco,Chelsea,england,2021
Marcos Alonso,"€ 115,847","€ 6,024,051","€ 6,942,974",D,29,Spain,Chelsea,england,2021
Mateo Kovacic,"€ 115,847","€ 6,024,051","€ 6,942,974",M,26,Croatia,Chelsea,england,2021
Reece James,"€ 115,847","€ 6,024,051","€ 6,942,974",D,20,England,Chelsea,england,2021
Pierre-Emile Höjbjerg,"€ 115,847","€ 6,024,051","€ 6,942,974",M,25,Denmark,Tottenham,england,2021
Mamadou Sakho,"€ 115,847","€ 6,024,051","€ 6,942,974",D,30,France,Crystal Palace,england,2021
Jordan Pickford,"€ 115,847","€ 6,024,051","€ 6,942,974",K,26,England,Everton,england,2021
Gylfi Sigurdsson,"€ 115,847","€ 6,024,051","€ 6,942,974",F,31,Iceland,Everton,england,2021
Ross Barkley,"€ 111,391","€ 5,792,357","€ 6,675,937",M,26,England,Aston Villa,england,2021
Alex Telles,"€ 107,827","€ 5,607,002","€ 6,462,307",D,27,Brazil,Manchester United,england,2021
Sokratis,"€ 106,490","€ 5,537,493","€ 6,382,196",D,32,Greece,Arsenal,england,2021
Gabriel Jesus,"€ 104,262","€ 5,421,646","€ 6,248,677",F,23,Brazil,Manchester City,england,2021
James Rodríguez,"€ 104,262","€ 5,421,646","€ 6,248,677",F,29,Colombia,Everton,england,2021
Aaron Wan-Bissaka,"€ 104,262","€ 5,421,646","€ 6,248,677",D,22,England,Manchester United,england,2021
Shkodran Mustafi,"€ 104,262","€ 5,421,646","€ 6,248,677",D,28,Germany,Arsenal,england,2021
Diogo Jota,"€ 104,262","€ 5,421,646","€ 6,248,677",F,23,Portugal,Liverpool,england,2021
Lucas Moura,"€ 104,262","€ 5,421,646","€ 6,248,677",F,28,Brazil,Tottenham,england,2021
Rúben Dias,"€ 104,262","€ 5,421,646","€ 6,248,677",D,23,Portugal,Manchester City,england,2021
Adam Lallana,"€ 104,262","€ 5,421,646","€ 6,248,677",F,32,England,Brighton,england,2021
Lucas Digne,"€ 104,262","€ 5,421,646","€ 6,248,677",D,27,France,Everton,england,2021
Fraser Forster,"€ 104,262","€ 5,421,646","€ 6,248,677",K,32,England,Southampton,england,2021
Michy Batshuayi,"€ 104,262","€ 5,421,646","€ 6,248,677",F,27,Belgium,Crystal Palace,england,2021
Benjamin Mendy,"€ 104,262","€ 5,421,646","€ 6,248,677",D,26,France,Manchester City,england,2021
Alisson,"€ 104,262","€ 5,421,646","€ 6,248,677",K,28,Brazil,Liverpool,england,2021
Nathan Aké,"€ 104,262","€ 5,421,646","€ 6,248,677",D,25,Netherlands,Manchester City,england,2021
Richarlison,"€ 104,262","€ 5,421,646","€ 6,248,677",F,23,Brazil,Everton,england,2021
Abdul Rahman Baba,"€ 99,629","€ 5,180,684","€ 5,970,958",D,26,Ghana,Chelsea,england,2021
Eric Dier,"€ 98,470","€ 5,120,444","€ 5,901,528",D,26,England,Tottenham,england,2021
Pablo Marí,"€ 98,470","€ 5,120,444","€ 5,901,528",D,27,Spain,Arsenal,england,2021
Joelinton,"€ 98,470","€ 5,120,444","€ 5,901,528",F,24,Brazil,Newcastle,england,2021
Moussa Sissoko,"€ 92,678","€ 4,819,241","€ 5,554,379",M,31,France,Tottenham,england,2021
Mason Mount,"€ 92,678","€ 4,819,241","€ 5,554,379",F,21,England,Chelsea,england,2021
Fábio Silva,"€ 92,678","€ 4,819,241","€ 5,554,379",F,18,Portugal,Wolverhampton,england,2021
Martin Ødegaard,"€ 92,678","€ 4,819,241","€ 5,554,379",F,22,Norway,Arsenal,england,2021
Xherdan Shaqiri,"€ 92,678","€ 4,819,241","€ 5,554,379",F,29,Switzerland,Liverpool,england,2021
Michael Keane,"€ 92,678","€ 4,819,241","€ 5,554,379",D,27,England,Everton,england,2021
Toby Alderweireld,"€ 92,678","€ 4,819,241","€ 5,554,379",D,31,Belgium,Tottenham,england,2021
Islam Slimani,"€ 92,678","€ 4,819,241","€ 5,554,379",F,32,Algeria,Leicester,england,2021
João Cancelo,"€ 92,678","€ 4,819,241","€ 5,554,379",D,26,Portugal,Manchester City,england,2021
Andreas Christensen,"€ 92,678","€ 4,819,241","€ 5,554,379",D,24,Denmark,Chelsea,england,2021
Nélson Semedo,"€ 92,678","€ 4,819,241","€ 5,554,379",D,26,Portugal,Wolverhampton,england,2021
Eric Bailly,"€ 92,678","€ 4,819,241","€ 5,554,379",D,26,Cote d'Ivoire,Manchester United,england,2021
Tyrone Mings,"€ 92,678","€ 4,819,241","€ 5,554,379",D,27,England,Aston Villa,england,2021
Nathaniel Clyne,"€ 92,678","€ 4,819,241","€ 5,554,379",D,29,England,Crystal Palace,england,2021
Fabian Delph,"€ 92,678","€ 4,819,241","€ 5,554,379",M,30,England,Everton,england,2021
Erik Lamela,"€ 92,678","€ 4,819,241","€ 5,554,379",F,28,Argentina,Tottenham,england,2021
Marcos Rojo,"€ 92,678","€ 4,819,241","€ 5,554,379",D,30,Argentina,Manchester United,england,2021
Kelechi Iheanacho,"€ 92,678","€ 4,819,241","€ 5,554,379",F,24,Nigeria,Leicester,england,2021
Bertrand Traoré,"€ 90,227","€ 4,691,809","€ 5,407,509",F,25,Burkina Faso,Aston Villa,england,2021
Cengiz Ünder,"€ 89,782","€ 4,668,640","€ 5,380,805",F,23,Turkey,Leicester,england,2021
Yannick Bolasie,"€ 86,885","€ 4,518,038","€ 5,207,231",F,31,Democratic Republic of the Congo,Everton,england,2021
Sébastien Haller,"€ 86,885","€ 4,518,038","€ 5,207,231",F,26,France,West Ham,england,2021
Wilfred Ndidi,"€ 86,885","€ 4,518,038","€ 5,207,231",M,23,Nigeria,Leicester,england,2021
Andy Carroll,"€ 86,885","€ 4,518,038","€ 5,207,231",F,31,England,Newcastle,england,2021
Ollie Watkins,"€ 86,885","€ 4,518,038","€ 5,207,231",F,24,England,Aston Villa,england,2021
Dennis Praet,"€ 86,885","€ 4,518,038","€ 5,207,231",M,26,Belgium,Leicester,england,2021
Jesse Lingard,"€ 86,885","€ 4,518,038","€ 5,207,231",F,27,England,Manchester United,england,2021
Ben Godfrey,"€ 86,885","€ 4,518,038","€ 5,207,231",D,22,England,Everton,england,2021
Cédric Soares,"€ 86,885","€ 4,518,038","€ 5,207,231",D,29,Portugal,Arsenal,england,2021
Emerson,"€ 86,885","€ 4,518,038","€ 5,207,231",D,26,Italy,Chelsea,england,2021
Jesse Lingard,"€ 86,885","€ 4,518,038","€ 5,207,231",F,28,England,West Ham,england,2021
Jean-Philippe Gbamin,"€ 86,885","€ 4,518,038","€ 5,207,231",M,25,Cote d'Ivoire,Everton,england,2021
Mason Greenwood,"€ 86,885","€ 4,518,038","€ 5,207,231",F,19,England,Manchester United,england,2021
Vicente Guaita,"€ 86,885","€ 4,518,038","€ 5,207,231",K,33,Spain,Crystal Palace,england,2021
Steven Bergwijn,"€ 86,885","€ 4,518,038","€ 5,207,231",F,23,Netherlands,Tottenham,england,2021
Phil Jones,"€ 86,885","€ 4,518,038","€ 5,207,231",D,28,England,Manchester United,england,2021
Takumi Minamino,"€ 86,885","€ 4,518,038","€ 5,207,231",F,26,Japan,Southampton,england,2021
Theo Walcott,"€ 86,885","€ 4,518,038","€ 5,207,231",F,31,England,Southampton,england,2021
Lewis Dunk,"€ 86,885","€ 4,518,038","€ 5,207,231",D,28,England,Brighton,england,2021
Takumi Minamino,"€ 86,885","€ 4,518,038","€ 5,207,231",F,25,Japan,Liverpool,england,2021
Leander Dendoncker,"€ 86,885","€ 4,518,038","€ 5,207,231",M,25,Belgium,Wolverhampton,england,2021
Danny Ings,"€ 86,885","€ 4,518,038","€ 5,207,231",F,28,England,Southampton,england,2021
Luka Milivojevic,"€ 86,885","€ 4,518,038","€ 5,207,231",M,29,Serbia,Crystal Palace,england,2021
Joe Gomez,"€ 86,885","€ 4,518,038","€ 5,207,231",D,23,England,Liverpool,england,2021
Georginio Wijnaldum,"€ 86,885","€ 4,518,038","€ 5,207,231",M,29,Netherlands,Liverpool,england,2021
Gabriel Martinelli,"€ 81,093","€ 4,216,836","€ 4,860,082",F,19,Brazil,Arsenal,england,2021
Michail Antonio,"€ 81,093","€ 4,216,836","€ 4,860,082",F,30,England,West Ham,england,2021
Alex Iwobi,"€ 81,093","€ 4,216,836","€ 4,860,082",F,24,Nigeria,Everton,england,2021
Allan,"€ 81,093","€ 4,216,836","€ 4,860,082",M,29,Brazil,Everton,england,2021
Ricardo Pereira,"€ 81,093","€ 4,216,836","€ 4,860,082",D,27,Portugal,Leicester,england,2021
Angelo Ogbonna,"€ 81,093","€ 4,216,836","€ 4,860,082",D,32,Italy,West Ham,england,2021
Allan Saint-Maximin,"€ 81,093","€ 4,216,836","€ 4,860,082",F,23,France,Newcastle,england,2021
Jonjo Shelvey,"€ 81,093","€ 4,216,836","€ 4,860,082",M,28,England,Newcastle,england,2021
Manuel Lanzini,"€ 81,093","€ 4,216,836","€ 4,860,082",F,27,Argentina,West Ham,england,2021
Charlie Austin,"€ 81,093","€ 4,216,836","€ 4,860,082",F,31,England,West Bromwich,england,2021
Sergio Romero,"€ 81,093","€ 4,216,836","€ 4,860,082",K,33,Argentina,Manchester United,england,2021
Serge Aurier,"€ 81,093","€ 4,216,836","€ 4,860,082",D,27,Cote d'Ivoire,Tottenham,england,2021
Giovani Lo Celso,"€ 81,093","€ 4,216,836","€ 4,860,082",M,24,Argentina,Tottenham,england,2021
Mason Holgate,"€ 81,093","€ 4,216,836","€ 4,860,082",D,23,England,Everton,england,2021
Seamus Coleman,"€ 81,093","€ 4,216,836","€ 4,860,082",D,32,Ireland,Everton,england,2021
Bukayo Saka,"€ 81,093","€ 4,216,836","€ 4,860,082",M,19,England,Arsenal,england,2021
André Zambo Anguissa,"€ 77,618","€ 4,036,114","€ 4,651,793",M,24,Cameroon,Fulham,england,2021
Matty Cash,"€ 75,301","€ 3,915,633","€ 4,512,933",D,23,England,Aston Villa,england,2021
Tomas Soucek,"€ 75,301","€ 3,915,633","€ 4,512,933",M,25,Czech Republic,West Ham,england,2021
Pablo Fornals,"€ 75,301","€ 3,915,633","€ 4,512,933",M,24,Spain,West Ham,england,2021
Lukasz Fabianski,"€ 75,301","€ 3,915,633","€ 4,512,933",K,35,Poland,West Ham,england,2021
Cheikhou Kouyaté,"€ 75,301","€ 3,915,633","€ 4,512,933",M,30,Senegal,Crystal Palace,england,2021
Gary Cahill,"€ 75,301","€ 3,915,633","€ 4,512,933",D,34,England,Crystal Palace,england,2021
Jean Michaël Seri,"€ 75,301","€ 3,915,633","€ 4,512,933",M,29,Cote d'Ivoire,Fulham,england,2021
Matt Doherty,"€ 75,301","€ 3,915,633","€ 4,512,933",D,28,Ireland,Tottenham,england,2021
Timothy Castagne,"€ 75,301","€ 3,915,633","€ 4,512,933",D,24,Belgium,Leicester,england,2021
Nathaniel Phillips,"€ 75,301","€ 3,915,633","€ 4,512,933",D,23,England,Liverpool,england,2021
Ozan Kabak,"€ 75,301","€ 3,915,633","€ 4,512,933",D,20,Turkey,Liverpool,england,2021
Ederson,"€ 75,301","€ 3,915,633","€ 4,512,933",K,27,Brazil,Manchester City,england,2021
Davinson Sánchez,"€ 75,301","€ 3,915,633","€ 4,512,933",D,24,Colombia,Tottenham,england,2021
Brandon Williams,"€ 75,301","€ 3,915,633","€ 4,512,933",D,20,England,Manchester United,england,2021
Oriol Romeu,"€ 75,301","€ 3,915,633","€ 4,512,933",M,29,Spain,Southampton,england,2021
Raphinha,"€ 73,563","€ 3,825,273","€ 4,408,789",F,23,Brazil,Leeds,england,2021
Danny Rose,"€ 69,508","€ 3,614,431","€ 4,165,785",D,30,England,Tottenham,england,2021
Jan Bednarek,"€ 69,508","€ 3,614,431","€ 4,165,785",D,24,Poland,Southampton,england,2021
Connor Wickham,"€ 69,508","€ 3,614,431","€ 4,165,785",F,27,England,Crystal Palace,england,2021
Jannik Vestergaard,"€ 69,508","€ 3,614,431","€ 4,165,785",D,28,Denmark,Southampton,england,2021
Ben Davies,"€ 69,508","€ 3,614,431","€ 4,165,785",D,27,Wales,Tottenham,england,2021
Aleksandar Mitrovic,"€ 69,508","€ 3,614,431","€ 4,165,785",F,26,Serbia,Fulham,england,2021
Jarrod Bowen,"€ 69,508","€ 3,614,431","€ 4,165,785",F,23,England,West Ham,england,2021
Shane Long,"€ 69,508","€ 3,614,431","€ 4,165,785",F,33,Ireland,Southampton,england,2021
Ben Davies,"€ 69,508","€ 3,614,431","€ 4,165,785",D,25,England,Liverpool,england,2021
Andrew Robertson,"€ 69,508","€ 3,614,431","€ 4,165,785",D,26,Scotland,Liverpool,england,2021
Issa Diop,"€ 69,508","€ 3,614,431","€ 4,165,785",D,23,France,West Ham,england,2021
Declan Rice,"€ 69,508","€ 3,614,431","€ 4,165,785",M,21,England,West Ham,england,2021
Cenk Tosun,"€ 69,508","€ 3,614,431","€ 4,165,785",F,29,Turkey,Everton,england,2021
Phil Foden,"€ 69,508","€ 3,614,431","€ 4,165,785",M,20,England,Manchester City,england,2021
Scott McTominay,"€ 69,508","€ 3,614,431","€ 4,165,785",M,23,Scotland,Manchester United,england,2021
Wes Morgan,"€ 69,508","€ 3,614,431","€ 4,165,785",D,36,Jamaica,Leicester,england,2021
Scott Dann,"€ 69,508","€ 3,614,431","€ 4,165,785",D,33,England,Crystal Palace,england,2021
Nathan Redmond,"€ 69,508","€ 3,614,431","€ 4,165,785",F,26,England,Southampton,england,2021
Adrián,"€ 69,508","€ 3,614,431","€ 4,165,785",K,33,Spain,Liverpool,england,2021
Daniel Podence,"€ 69,508","€ 3,614,431","€ 4,165,785",F,25,Portugal,Wolverhampton,england,2021
Tammy Abraham,"€ 66,835","€ 3,475,414","€ 4,005,562",F,23,England,Chelsea,england,2021
Adama Traoré,"€ 63,716","€ 3,313,228","€ 3,818,636",F,24,Spain,Wolverhampton,england,2021
Björn Engels,"€ 63,716","€ 3,313,228","€ 3,818,636",D,26,Belgium,Aston Villa,england,2021
Jairo Riedewald,"€ 63,716","€ 3,313,228","€ 3,818,636",D,24,Netherlands,Crystal Palace,england,2021
Willy Boly,"€ 63,716","€ 3,313,228","€ 3,818,636",D,29,France,Wolverhampton,england,2021
John McGinn,"€ 63,716","€ 3,313,228","€ 3,818,636",M,26,Scotland,Aston Villa,england,2021
Ibrahima Diallo,"€ 63,716","€ 3,313,228","€ 3,818,636",M,21,France,Southampton,england,2021
Kieran Gibbs,"€ 63,716","€ 3,313,228","€ 3,818,636",D,31,England,West Bromwich,england,2021
Emil Krafth,"€ 63,716","€ 3,313,228","€ 3,818,636",D,26,Sweden,Newcastle,england,2021
Moussa Djenepo,"€ 63,716","€ 3,313,228","€ 3,818,636",F,22,Mali,Southampton,england,2021
Ben Mee,"€ 63,716","€ 3,313,228","€ 3,818,636",D,31,England,Burnley,england,2021
Demarai Gray,"€ 63,716","€ 3,313,228","€ 3,818,636",F,24,England,Leicester,england,2021
Danny Welbeck,"€ 63,716","€ 3,313,228","€ 3,818,636",F,29,England,Brighton,england,2021
Saïd Benrahma,"€ 63,716","€ 3,313,228","€ 3,818,636",F,25,Algeria,West Ham,england,2021
Alphonse Areola,"€ 63,716","€ 3,313,228","€ 3,818,636",K,27,France,Fulham,england,2021
James McArthur,"€ 63,716","€ 3,313,228","€ 3,818,636",M,33,Scotland,Crystal Palace,england,2021
Nampalys Mendy,"€ 63,716","€ 3,313,228","€ 3,818,636",M,28,France,Leicester,england,2021
Conor Coady,"€ 63,716","€ 3,313,228","€ 3,818,636",D,27,England,Wolverhampton,england,2021
Edouard Mendy,"€ 63,716","€ 3,313,228","€ 3,818,636",K,28,Senegal,Chelsea,england,2021
Andros Townsend,"€ 63,716","€ 3,313,228","€ 3,818,636",F,29,England,Crystal Palace,england,2021
Patrick van Aanholt,"€ 63,716","€ 3,313,228","€ 3,818,636",D,30,Netherlands,Crystal Palace,england,2021
Sergio Reguilón,"€ 61,399","€ 3,192,747","€ 3,679,776",D,23,Spain,Tottenham,england,2021
Trezeguet,"€ 60,820","€ 3,162,627","€ 3,645,062",F,26,Egypt,Aston Villa,england,2021
Joachim Andersen,"€ 60,241","€ 3,132,507","€ 3,610,347",D,24,Denmark,Fulham,england,2021
Gedson Fernandes,"€ 58,815","€ 3,058,364","€ 3,524,895",M,21,Portugal,Tottenham,england,2021
James Tarkowski,"€ 57,924","€ 3,012,026","€ 3,471,487",D,27,England,Burnley,england,2021
Gabriel Magalhães,"€ 57,924","€ 3,012,026","€ 3,471,487",D,22,Brazil,Arsenal,england,2021
Christian Fuchs,"€ 57,924","€ 3,012,026","€ 3,471,487",D,34,Austria,Leicester,england,2021
Alex McCarthy,"€ 57,924","€ 3,012,026","€ 3,471,487",K,30,England,Southampton,england,2021
Mohamed Elneny,"€ 57,924","€ 3,012,026","€ 3,471,487",M,28,Egypt,Arsenal,england,2021
Aaron Cresswell,"€ 57,924","€ 3,012,026","€ 3,471,487",D,30,England,West Ham,england,2021
Jeffrey Schlupp,"€ 57,924","€ 3,012,026","€ 3,471,487",M,27,Ghana,Crystal Palace,england,2021
Rúben Neves,"€ 57,924","€ 3,012,026","€ 3,471,487",M,23,Portugal,Wolverhampton,england,2021
Jean-Philippe Mateta,"€ 57,924","€ 3,012,026","€ 3,471,487",F,23,France,Crystal Palace,england,2021
James Tomkins,"€ 57,924","€ 3,012,026","€ 3,471,487",D,31,England,Crystal Palace,england,2021
James McCarthy,"€ 57,924","€ 3,012,026","€ 3,471,487",M,29,Ireland,Crystal Palace,england,2021
Phil Jagielka,"€ 57,924","€ 3,012,026","€ 3,471,487",D,38,England,Sheffield United,england,2021
Pedro Neto,"€ 57,924","€ 3,012,026","€ 3,471,487",F,20,Portugal,Wolverhampton,england,2021
Kenny Tete,"€ 57,924","€ 3,012,026","€ 3,471,487",D,25,Netherlands,Fulham,england,2021
