,EST. BASE SALARY,EST. BASE SALARY,EST. BASE SALARY,BIO,BIO,BIO,,data_country,data_season
Olivier Ntcham,"€ 21,731","€ 1,130,000","€ 1,130,000",F,28,Cameroon,Samsunspor,turkey,2324
Dimitrios Pelkas,"€ 21,731","€ 1,130,000","€ 1,130,000",F,30,Greece,Basaksehir,turkey,2324
Bryan Acosta,"€ 21,731","€ 1,130,000","€ 1,130,000",M,30,Honduras,Gaziantep BB,turkey,2324
Rey Manaj,"€ 21,731","€ 1,130,000","€ 1,130,000",F,26,Albania,Sivasspor,turkey,2324
Umut Meraş,"€ 21,731","€ 1,130,000","€ 1,130,000",D,28,Turkey,Besiktas,turkey,2324
Stefano Denswil,"€ 21,154","€ 1,100,000","€ 1,100,000",D,30,Suriname,Trabzonspor,turkey,2324
Adam Buksa,"€ 20,962","€ 1,090,000","€ 1,090,000",F,27,Poland,Antalyaspor,turkey,2324
Garry Rodrigues,"€ 20,385","€ 1,060,000","€ 1,060,000",F,33,Cape Verde,Ankaragucu,turkey,2324
Teenage Hadebe,"€ 20,385","€ 1,060,000","€ 1,060,000",D,28,Zimbabwe,Konyaspor,turkey,2324
Thomas Meunier,"€ 20,385","€ 1,060,000","€ 1,060,000",D,32,Belgium,Trabzonspor,turkey,2324
Mame Thiam,"€ 20,192","€ 1,050,000","€ 1,050,000",F,31,Senegal,Pendikspor,turkey,2324
Arbnor Muja,"€ 20,192","€ 1,050,000","€ 1,050,000",F,25,Albania,Samsunspor,turkey,2324
Rayyan Baniya,"€ 20,000","€ 1,040,000","€ 1,040,000",D,24,Turkey,Trabzonspor,turkey,2324
Salih Uçan,"€ 19,808","€ 1,030,000","€ 1,030,000",M,30,Turkey,Besiktas,turkey,2324
Güray Vural,"€ 19,808","€ 1,030,000","€ 1,030,000",D,35,Turkey,Antalyaspor,turkey,2324
Lazar Markovic,"€ 19,808","€ 1,030,000","€ 1,030,000",F,29,Serbia,Gaziantep BB,turkey,2324
Jayden Oosterwolde,"€ 19,231","€ 1,000,000","€ 1,000,000",D,22,Netherlands,Fenerbahce,turkey,2324
Kingsley Schindler,"€ 19,231","€ 1,000,000","€ 1,000,000",D,30,Ghana,Samsunspor,turkey,2324
Flavien Tait,"€ 19,231","€ 1,000,000","€ 1,000,000",M,31,France,Samsunspor,turkey,2324
Lincoln,"€ 19,231","€ 1,000,000","€ 1,000,000",F,24,Brazil,Fenerbahce,turkey,2324
Valentin Eysseric,"€ 19,231","€ 1,000,000","€ 1,000,000",F,31,France,Karagumrukspor,turkey,2324
Nicolas N'Koulou,"€ 19,231","€ 1,000,000","€ 1,000,000",D,33,Cameroon,Gaziantep BB,turkey,2324
Davide Biraschi,"€ 19,231","€ 1,000,000","€ 1,000,000",D,29,Italy,Karagumrukspor,turkey,2324
Edgar Ié,"€ 18,846","€ 980,000","€ 980,000",D,29,Guinea-Bissau,Basaksehir,turkey,2324
Serdar Aziz,"€ 18,462","€ 960,000","€ 960,000",D,33,Turkey,Fenerbahce,turkey,2324
Samuel Bastien,"€ 18,462","€ 960,000","€ 960,000",M,27,Democratic Republic of the Congo,Kasimpasa,turkey,2324
İrfan Can Kahveci,"€ 18,462","€ 960,000","€ 960,000",F,28,Turkey,Fenerbahce,turkey,2324
Samet Akaydin,"€ 18,077","€ 940,000","€ 940,000",D,29,Turkey,Fenerbahce,turkey,2324
Florent Hadergjonaj,"€ 17,308","€ 900,000","€ 900,000",D,29,Kosovo,Alanyaspor,turkey,2324
Ahmed Musa,"€ 17,115","€ 890,000","€ 890,000",F,31,Nigeria,Sivasspor,turkey,2324
Ersin Destanoğlu,"€ 16,923","€ 880,000","€ 880,000",K,23,Turkey,Besiktas,turkey,2324
Pione Sisto,"€ 16,923","€ 880,000","€ 880,000",F,29,Denmark,Alanyaspor,turkey,2324
Kevin Lasagna,"€ 16,923","€ 880,000","€ 880,000",F,31,Italy,Karagumrukspor,turkey,2324
Arbër Zeneli,"€ 16,923","€ 880,000","€ 880,000",F,28,Kosovo,Adana Demirspor,turkey,2324
Edouard Michut,"€ 16,923","€ 880,000","€ 880,000",M,20,France,Adana Demirspor,turkey,2324
Ercan Kara,"€ 16,923","€ 880,000","€ 880,000",F,28,Austria,Samsunspor,turkey,2324
Welinton,"€ 16,923","€ 880,000","€ 880,000",D,34,Brazil,Pendikspor,turkey,2324
Salvatore Sirigu,"€ 16,923","€ 880,000","€ 880,000",K,37,Italy,Karagumrukspor,turkey,2324
Serdar Dursun,"€ 16,923","€ 880,000","€ 880,000",F,31,Turkey,Karagumrukspor,turkey,2324
Fredrik Midtsjø,"€ 16,923","€ 880,000","€ 880,000",M,30,Norway,Pendikspor,turkey,2324
Stefano Sturaro,"€ 16,923","€ 880,000","€ 880,000",M,30,Italy,Karagumrukspor,turkey,2324
Serdar Dursun,"€ 16,923","€ 880,000","€ 880,000",F,32,Turkey,Fenerbahce,turkey,2324
Berkay Özcan,"€ 16,923","€ 880,000","€ 880,000",M,25,Turkey,Basaksehir,turkey,2324
Serdar Gürler,"€ 16,923","€ 880,000","€ 880,000",F,32,Turkey,Basaksehir,turkey,2324
Güven Yalçın,"€ 16,923","€ 880,000","€ 880,000",F,25,Turkey,Karagumrukspor,turkey,2324
Richard,"€ 15,962","€ 830,000","€ 830,000",M,29,Brazil,Alanyaspor,turkey,2324
Ertuğrul Taşkıran,"€ 15,962","€ 830,000","€ 830,000",K,34,Turkey,Alanyaspor,turkey,2324
Júnior Morais,"€ 15,962","€ 830,000","€ 830,000",D,37,Brazil,Gaziantep BB,turkey,2324
João Figueiredo,"€ 15,962","€ 830,000","€ 830,000",F,27,Brazil,Basaksehir,turkey,2324
Modou Barrow,"€ 15,962","€ 830,000","€ 830,000",F,31,The Gambia,Sivasspor,turkey,2324
Badou Ndiaye,"€ 15,962","€ 830,000","€ 830,000",M,33,Senegal,Pendikspor,turkey,2324
Kenneth Omeruo,"€ 15,962","€ 830,000","€ 830,000",D,30,Nigeria,Kasimpasa,turkey,2324
Abdulkadir Parmak,"€ 15,962","€ 830,000","€ 830,000",M,28,Turkey,Sivasspor,turkey,2324
Joher Rassoul,"€ 15,962","€ 830,000","€ 830,000",D,28,Senegal,Pendikspor,turkey,2324
Emre Akbaba,"€ 15,962","€ 830,000","€ 830,000",F,31,Turkey,Adana Demirspor,turkey,2324
Stéphane Bahoken,"€ 15,962","€ 830,000","€ 830,000",F,31,Cameroon,Kayserispor,turkey,2324
Rochinha,"€ 15,577","€ 810,000","€ 810,000",F,28,Portugal,Kasimpasa,turkey,2324
Carlos Eduardo,"€ 15,577","€ 810,000","€ 810,000",F,27,Brazil,Alanyaspor,turkey,2324
Simon Deli,"€ 15,577","€ 810,000","€ 810,000",D,32,Cote d'Ivoire,Istanbulspor,turkey,2324
Halil Dervişoğlu,"€ 15,385","€ 800,000","€ 800,000",F,24,Turkey,Hatayspor,turkey,2324
Kaan Ayhan,"€ 15,385","€ 800,000","€ 800,000",M,29,Turkey,Galatasaray,turkey,2324
Günay Güvenç,"€ 15,385","€ 800,000","€ 800,000",K,32,Turkey,Galatasaray,turkey,2324
Marko Jevtovic,"€ 15,385","€ 800,000","€ 800,000",M,30,Serbia,Gaziantep BB,turkey,2324
Halil Dervisoglu,"€ 15,385","€ 800,000","€ 800,000",F,23,Turkey,Galatasaray,turkey,2324
Abdülkerim Bardakcı,"€ 15,192","€ 790,000","€ 790,000",D,29,Turkey,Galatasaray,turkey,2324
Ahmed Hassan,"€ 15,192","€ 790,000","€ 790,000",F,30,Egypt,Alanyaspor,turkey,2324
Leroy Fer,"€ 15,000","€ 780,000","€ 780,000",M,34,Netherlands,Alanyaspor,turkey,2324
Rafal Gikiewicz,"€ 14,615","€ 760,000","€ 760,000",K,35,Poland,Ankaragucu,turkey,2324
Abdoulay Diaby,"€ 14,615","€ 760,000","€ 760,000",F,32,Mali,Pendikspor,turkey,2324
Nuno Sequeira,"€ 14,615","€ 760,000","€ 760,000",D,33,Portugal,Pendikspor,turkey,2324
Carlos Strandberg,"€ 14,615","€ 760,000","€ 760,000",F,27,Sweden,Hatayspor,turkey,2324
Serge Aurier,"€ 14,423","€ 750,000","€ 750,000",D,31,Cote d'Ivoire,Galatasaray,turkey,2324
Zymer Bytyqi,"€ 14,423","€ 750,000","€ 750,000",F,27,Kosovo,Antalyaspor,turkey,2324
Koray Günter,"€ 14,423","€ 750,000","€ 750,000",D,29,Germany,Karagumrukspor,turkey,2324
Mehdi Abeid,"€ 14,423","€ 750,000","€ 750,000",M,31,Algeria,Basaksehir,turkey,2324
Olivier Kemen,"€ 14,423","€ 750,000","€ 750,000",M,27,Cameroon,Basaksehir,turkey,2324
Albian Ajeti,"€ 14,423","€ 750,000","€ 750,000",F,26,Switzerland,Gaziantep BB,turkey,2324
Mehdi Bourabia,"€ 14,423","€ 750,000","€ 750,000",M,32,Morocco,Kayserispor,turkey,2324
Burak Kapacak,"€ 14,423","€ 750,000","€ 750,000",F,24,Turkey,Sivasspor,turkey,2324
Stiven Mendoza,"€ 14,423","€ 750,000","€ 750,000",F,31,Colombia,Adana Demirspor,turkey,2324
Onur Bulut,"€ 14,423","€ 750,000","€ 750,000",D,29,Turkey,Besiktas,turkey,2324
Pape Abou Cissé,"€ 14,423","€ 750,000","€ 750,000",D,28,Senegal,Adana Demirspor,turkey,2324
Alassane Ndao,"€ 14,423","€ 750,000","€ 750,000",F,27,Senegal,Konyaspor,turkey,2324
Federico Macheda,"€ 14,423","€ 750,000","€ 750,000",F,32,Italy,Ankaragucu,turkey,2324
Yunus Mallı,"€ 14,423","€ 750,000","€ 750,000",F,31,Turkey,Konyaspor,turkey,2324
Carlos Vinícius,"€ 14,423","€ 750,000","€ 750,000",F,28,Brazil,Galatasaray,turkey,2324
Kévin Rodrigues,"€ 14,231","€ 740,000","€ 740,000",D,29,Portugal,Adana Demirspor,turkey,2324
Hasan Ali Kaldırım,"€ 13,269","€ 690,000","€ 690,000",D,34,Turkey,Kayserispor,turkey,2324
Marcus Rohdén,"€ 13,269","€ 690,000","€ 690,000",M,32,Sweden,Karagumrukspor,turkey,2324
Nabil Alioui,"€ 13,077","€ 680,000","€ 680,000",F,24,France,Adana Demirspor,turkey,2324
Emrehan Gedikli,"€ 12,500","€ 650,000","€ 650,000",F,20,Turkey,Konyaspor,turkey,2324
Dimitrios Kolovetsios,"€ 12,500","€ 650,000","€ 650,000",D,32,Greece,Kayserispor,turkey,2324
Onurcan Piri,"€ 12,500","€ 650,000","€ 650,000",K,29,Turkey,Kayserispor,turkey,2324
Emrehan Gedikli,"€ 12,500","€ 650,000","€ 650,000",F,20,Turkey,Istanbulspor,turkey,2324
Gerrit Holtmann,"€ 12,308","€ 640,000","€ 640,000",F,28,Philippines,Antalyaspor,turkey,2324
Aylton Boa Morte,"€ 12,308","€ 640,000","€ 640,000",F,30,Portugal,Kayserispor,turkey,2324
Samu Saiz,"€ 12,308","€ 640,000","€ 640,000",F,32,Spain,Sivasspor,turkey,2324
Max Gradel,"€ 12,308","€ 640,000","€ 640,000",F,36,Cote d'Ivoire,Gaziantep BB,turkey,2324
Uros Radakovic,"€ 12,308","€ 640,000","€ 640,000",D,29,Serbia,Ankaragucu,turkey,2324
Ahmed Hassan,"€ 12,308","€ 640,000","€ 640,000",F,30,Egypt,Pendikspor,turkey,2324
Mert Hakan Yandaş,"€ 12,308","€ 640,000","€ 640,000",F,29,Turkey,Fenerbahce,turkey,2324
Janio Bikel,"€ 12,308","€ 640,000","€ 640,000",M,28,Guinea-Bissau,Gaziantep BB,turkey,2324
Ertac Özbir,"€ 12,308","€ 640,000","€ 640,000",K,33,Turkey,Adana Demirspor,turkey,2324
Federico Ceccherini,"€ 12,115","€ 630,000","€ 630,000",D,31,Italy,Karagumrukspor,turkey,2324
Carlos Mané,"€ 12,115","€ 630,000","€ 630,000",F,30,Guinea-Bissau,Kayserispor,turkey,2324
Necip Uysal,"€ 12,115","€ 630,000","€ 630,000",D,33,Turkey,Besiktas,turkey,2324
Nani,"€ 12,115","€ 630,000","€ 630,000",F,37,Portugal,Adana Demirspor,turkey,2324
Emre Kılınç,"€ 12,115","€ 630,000","€ 630,000",F,29,Turkey,Samsunspor,turkey,2324
Andrea Bertolacci,"€ 12,115","€ 630,000","€ 630,000",M,33,Italy,Karagumrukspor,turkey,2324
Efkan Bekiroğlu,"€ 12,115","€ 630,000","€ 630,000",F,28,Turkey,Ankaragucu,turkey,2324
M'Baye Niang,"€ 12,115","€ 630,000","€ 630,000",F,28,Senegal,Adana Demirspor,turkey,2324
Umut Nayir,"€ 12,115","€ 630,000","€ 630,000",F,30,Turkey,Fenerbahce,turkey,2324
Gustavo Sauer,"€ 12,115","€ 630,000","€ 630,000",F,30,Brazil,Caykur Rizespor,turkey,2324
Óscar Romero,"€ 12,115","€ 630,000","€ 630,000",F,31,Paraguay,Pendikspor,turkey,2324
Umut Nayir,"€ 12,115","€ 630,000","€ 630,000",F,30,Turkey,Pendikspor,turkey,2324
Anderson Silva,"€ 12,115","€ 630,000","€ 630,000",F,26,Brazil,Alanyaspor,turkey,2324
İsmail Yüksek,"€ 12,115","€ 630,000","€ 630,000",M,25,Turkey,Fenerbahce,turkey,2324
Eduart Rroca,"€ 11,731","€ 610,000","€ 610,000",M,30,Albania,Istanbulspor,turkey,2324
Mahmut Tekdemir,"€ 11,538","€ 600,000","€ 600,000",M,36,Turkey,Basaksehir,turkey,2324
Marcão,"€ 11,538","€ 600,000","€ 600,000",F,29,Brazil,Karagumrukspor,turkey,2324
