,EST. BASE SALARY,EST. BASE SALARY,EST. BASE SALARY,BIO,BIO,BIO,,data_country,data_season
Alejandro Grimaldo,"€ 137,885","€ 7,170,000","€ 7,170,000",D,28,Spain,Bayer Leverkusen,germany,2324
Mats Hummels,"€ 134,615","€ 7,000,000","€ 7,000,000",D,35,Germany,Borussia Dortmund,germany,2324
Eric Maxim Choupo-Moting,"€ 134,615","€ 7,000,000","€ 7,000,000",F,34,Cameroon,Bayern Munich,germany,2324
Julian Brandt,"€ 134,615","€ 7,000,000","€ 7,000,000",F,27,Germany,Borussia Dortmund,germany,2324
Marco Reus,"€ 134,615","€ 7,000,000","€ 7,000,000",F,34,Germany,Borussia Dortmund,germany,2324
Emil Forsberg,"€ 126,923","€ 6,600,000","€ 6,600,000",F,31,Sweden,Leipzig,germany,2324
Yussuf Poulsen,"€ 126,923","€ 6,600,000","€ 6,600,000",F,29,Denmark,Leipzig,germany,2324
Bryan Zaragoza,"€ 126,923","€ 6,600,000","€ 6,600,000",F,22,Spain,Bayern Munich,germany,2324
Alexander Nübel,"€ 125,000","€ 6,500,000","€ 6,500,000",K,26,Germany,Bayern Munich,germany,2324
Niclas Füllkrug,"€ 115,385","€ 6,000,000","€ 6,000,000",F,30,Germany,Borussia Dortmund,germany,2324
Patrik Schick,"€ 115,385","€ 6,000,000","€ 6,000,000",F,28,Czech Republic,Bayer Leverkusen,germany,2324
Donyell Malen,"€ 115,385","€ 6,000,000","€ 6,000,000",F,25,Netherlands,Borussia Dortmund,germany,2324
Lukas Klostermann,"€ 108,846","€ 5,660,000","€ 5,660,000",D,27,Germany,Leipzig,germany,2324
Eljif Elmas,"€ 108,846","€ 5,660,000","€ 5,660,000",F,24,North Macedonia,Leipzig,germany,2324
Matthias Ginter,"€ 108,846","€ 5,660,000","€ 5,660,000",D,30,Germany,Freiburg,germany,2324
Benjamin Sesko,"€ 108,846","€ 5,660,000","€ 5,660,000",F,21,Slovenia,Leipzig,germany,2324
Maximilian Arnold,"€ 108,846","€ 5,660,000","€ 5,660,000",M,29,Germany,Wolfsburg,germany,2324
Edmond Tapsoba,"€ 108,846","€ 5,660,000","€ 5,660,000",D,25,Burkina Faso,Bayer Leverkusen,germany,2324
Exequiel Palacios,"€ 108,846","€ 5,660,000","€ 5,660,000",M,25,Argentina,Bayer Leverkusen,germany,2324
Loïs Openda,"€ 108,846","€ 5,660,000","€ 5,660,000",F,23,Belgium,Leipzig,germany,2324
Willi Orbán,"€ 108,846","€ 5,660,000","€ 5,660,000",D,31,Hungary,Leipzig,germany,2324
Péter Gulácsi,"€ 107,692","€ 5,600,000","€ 5,600,000",K,33,Hungary,Leipzig,germany,2324
Philipp Lienhart,"€ 101,538","€ 5,280,000","€ 5,280,000",D,27,Austria,Freiburg,germany,2324
Eric Dier,"€ 96,154","€ 5,000,000","€ 5,000,000",D,30,England,Bayern Munich,germany,2324
Felix Nmecha,"€ 96,154","€ 5,000,000","€ 5,000,000",M,23,Germany,Borussia Dortmund,germany,2324
Karim Adeyemi,"€ 96,154","€ 5,000,000","€ 5,000,000",F,22,Germany,Borussia Dortmund,germany,2324
Mathys Tel,"€ 96,154","€ 5,000,000","€ 5,000,000",F,18,France,Bayern Munich,germany,2324
Jamal Musiala,"€ 96,154","€ 5,000,000","€ 5,000,000",F,20,Germany,Bayern Munich,germany,2324
Maximilian Eggestein,"€ 90,769","€ 4,720,000","€ 4,720,000",M,27,Germany,Freiburg,germany,2324
Nico Schlotterbeck,"€ 90,769","€ 4,720,000","€ 4,720,000",D,24,Germany,Borussia Dortmund,germany,2324
Lovro Majer,"€ 90,769","€ 4,720,000","€ 4,720,000",F,26,Croatia,Wolfsburg,germany,2324
Alassane Plea,"€ 90,769","€ 4,720,000","€ 4,720,000",F,30,France,Monchengladbach,germany,2324
Florian Wirtz,"€ 86,538","€ 4,500,000","€ 4,500,000",F,20,Germany,Bayer Leverkusen,germany,2324
Ramy Bensebaini,"€ 86,538","€ 4,500,000","€ 4,500,000",D,28,Algeria,Borussia Dortmund,germany,2324
Jonas Hofmann,"€ 83,462","€ 4,340,000","€ 4,340,000",F,31,Germany,Bayer Leverkusen,germany,2324
Amadou Haidara,"€ 83,462","€ 4,340,000","€ 4,340,000",M,26,Mali,Leipzig,germany,2324
Christoph Baumgartner,"€ 83,462","€ 4,340,000","€ 4,340,000",F,24,Austria,Leipzig,germany,2324
Alexander Nübel,"€ 79,808","€ 4,150,000","€ 4,150,000",K,27,Germany,Stuttgart,germany,2324
Granit Xhaka,"€ 79,808","€ 4,150,000","€ 4,150,000",M,31,Switzerland,Bayer Leverkusen,germany,2324
Xaver Schlager,"€ 76,923","€ 4,000,000","€ 4,000,000",M,26,Austria,Leipzig,germany,2324
Jeremie Frimpong,"€ 76,923","€ 4,000,000","€ 4,000,000",D,23,Netherlands,Bayer Leverkusen,germany,2324
Koen Casteels,"€ 76,923","€ 4,000,000","€ 4,000,000",K,31,Belgium,Wolfsburg,germany,2324
Andrej Kramaric,"€ 76,923","€ 4,000,000","€ 4,000,000",F,32,Croatia,Hoffenheim,germany,2324
Florian Neuhaus,"€ 76,154","€ 3,960,000","€ 3,960,000",M,26,Germany,Monchengladbach,germany,2324
Diadié Samassékou,"€ 75,000","€ 3,900,000","€ 3,900,000",M,27,Mali,Hoffenheim,germany,2324
Salih Özcan,"€ 72,692","€ 3,780,000","€ 3,780,000",M,26,Turkey,Borussia Dortmund,germany,2324
Sacha Boey,"€ 72,692","€ 3,780,000","€ 3,780,000",D,23,France,Bayern Munich,germany,2324
Robin Hack,"€ 72,500","€ 3,770,000","€ 3,770,000",F,25,Germany,Monchengladbach,germany,2324
Leonardo Bonucci,"€ 72,500","€ 3,770,000","€ 3,770,000",D,36,Italy,Union Berlin,germany,2324
Mergim Berisha,"€ 72,500","€ 3,770,000","€ 3,770,000",F,25,Germany,Hoffenheim,germany,2324
Maxence Lacroix,"€ 69,615","€ 3,620,000","€ 3,620,000",D,23,France,Wolfsburg,germany,2324
Yannick Gerhardt,"€ 68,846","€ 3,580,000","€ 3,580,000",M,29,Germany,Wolfsburg,germany,2324
Nico Elvedi,"€ 68,846","€ 3,580,000","€ 3,580,000",D,27,Switzerland,Monchengladbach,germany,2324
Christoph Kramer,"€ 67,308","€ 3,500,000","€ 3,500,000",M,32,Germany,Monchengladbach,germany,2324
Oliver Baumann,"€ 67,308","€ 3,500,000","€ 3,500,000",K,33,Germany,Hoffenheim,germany,2324
Jadon Sancho,"€ 67,308","€ 3,500,000","€ 3,500,000",F,23,England,Borussia Dortmund,germany,2324
Kevin Trapp,"€ 67,308","€ 3,500,000","€ 3,500,000",K,33,Germany,Eintracht Frankfurt,germany,2324
Mario Götze,"€ 67,308","€ 3,500,000","€ 3,500,000",F,31,Germany,Eintracht Frankfurt,germany,2324
Julian Weigl,"€ 65,385","€ 3,400,000","€ 3,400,000",M,28,Germany,Monchengladbach,germany,2324
Nathan Tella,"€ 65,385","€ 3,400,000","€ 3,400,000",F,24,Nigeria,Bayer Leverkusen,germany,2324
Joakim Maehle,"€ 65,385","€ 3,400,000","€ 3,400,000",D,26,Denmark,Wolfsburg,germany,2324
Luca Waldschmidt,"€ 65,385","€ 3,400,000","€ 3,400,000",F,27,Germany,Koln,germany,2324
Mahmoud Dahoud,"€ 64,231","€ 3,340,000","€ 3,340,000",M,28,Germany,Stuttgart,germany,2324
Marius Wolf,"€ 63,462","€ 3,300,000","€ 3,300,000",D,28,Germany,Borussia Dortmund,germany,2324
Nicolas Seiwald,"€ 58,077","€ 3,020,000","€ 3,020,000",M,22,Austria,Leipzig,germany,2324
Jonas Omlin,"€ 58,077","€ 3,020,000","€ 3,020,000",K,30,Switzerland,Monchengladbach,germany,2324
Hugo Ekitiké,"€ 57,692","€ 3,000,000","€ 3,000,000",F,21,France,Eintracht Frankfurt,germany,2324
Castello Lukeba,"€ 57,692","€ 3,000,000","€ 3,000,000",D,21,France,Leipzig,germany,2324
Jamie Bynoe-Gittens,"€ 57,692","€ 3,000,000","€ 3,000,000",F,19,England,Borussia Dortmund,germany,2324
Victor Boniface,"€ 57,692","€ 3,000,000","€ 3,000,000",F,23,Nigeria,Bayer Leverkusen,germany,2324
Youssoufa Moukoko,"€ 57,692","€ 3,000,000","€ 3,000,000",F,19,Germany,Borussia Dortmund,germany,2324
Aster Vranckx,"€ 54,423","€ 2,830,000","€ 2,830,000",M,21,Belgium,Wolfsburg,germany,2324
Nadiem Amiri,"€ 54,423","€ 2,830,000","€ 2,830,000",M,26,Germany,Bayer Leverkusen,germany,2324
Jonathan Tah,"€ 54,423","€ 2,830,000","€ 2,830,000",D,27,Germany,Bayer Leverkusen,germany,2324
Nadiem Amiri,"€ 54,423","€ 2,830,000","€ 2,830,000",M,27,Germany,Mainz,germany,2324
Moritz Nicolas,"€ 54,423","€ 2,830,000","€ 2,830,000",K,26,Germany,Monchengladbach,germany,2324
Atakan Karazor,"€ 54,423","€ 2,830,000","€ 2,830,000",M,27,Germany,Stuttgart,germany,2324
Ozan Kabak,"€ 54,423","€ 2,830,000","€ 2,830,000",D,23,Turkey,Hoffenheim,germany,2324
Waldemar Anton,"€ 54,423","€ 2,830,000","€ 2,830,000",D,27,Germany,Stuttgart,germany,2324
Robin Gosens,"€ 54,423","€ 2,830,000","€ 2,830,000",M,29,Germany,Union Berlin,germany,2324
Mitchell Weiser,"€ 54,423","€ 2,830,000","€ 2,830,000",D,29,Germany,Werder Bremen,germany,2324
Mattias Svanberg,"€ 54,423","€ 2,830,000","€ 2,830,000",M,25,Sweden,Wolfsburg,germany,2324
Sebastiaan Bornauw,"€ 54,231","€ 2,820,000","€ 2,820,000",D,24,Belgium,Wolfsburg,germany,2324
Ellyes Skhiri,"€ 53,846","€ 2,800,000","€ 2,800,000",M,28,Tunisia,Eintracht Frankfurt,germany,2324
Brenden Aaronson,"€ 53,077","€ 2,760,000","€ 2,760,000",F,23,United States,Union Berlin,germany,2324
Leonardo Bittencourt,"€ 50,769","€ 2,640,000","€ 2,640,000",F,30,Germany,Werder Bremen,germany,2324
Timo Hübers,"€ 50,769","€ 2,640,000","€ 2,640,000",D,27,Germany,Koln,germany,2324
Jae-sung Lee,"€ 50,769","€ 2,640,000","€ 2,640,000",F,31,South Korea,Mainz,germany,2324
Lukas Hradecky,"€ 50,000","€ 2,600,000","€ 2,600,000",K,34,Finland,Bayer Leverkusen,germany,2324
Lucas Tousart,"€ 50,000","€ 2,600,000","€ 2,600,000",M,26,France,Union Berlin,germany,2324
Stefan Lainer,"€ 48,077","€ 2,500,000","€ 2,500,000",D,31,Austria,Monchengladbach,germany,2324
Sebastian Rode,"€ 48,077","€ 2,500,000","€ 2,500,000",M,33,Germany,Eintracht Frankfurt,germany,2324
Hiroki Ito,"€ 48,077","€ 2,500,000","€ 2,500,000",D,24,Japan,Stuttgart,germany,2324
Chris Führich,"€ 48,077","€ 2,500,000","€ 2,500,000",F,26,Germany,Stuttgart,germany,2324
Giovanni Reyna,"€ 48,077","€ 2,500,000","€ 2,500,000",F,20,United States,Borussia Dortmund,germany,2324
Jiri Pavlenka,"€ 48,077","€ 2,500,000","€ 2,500,000",K,31,Czech Republic,Werder Bremen,germany,2324
Florian Grillitsch,"€ 48,077","€ 2,500,000","€ 2,500,000",M,28,Austria,Hoffenheim,germany,2324
Naby Keïta,"€ 48,077","€ 2,500,000","€ 2,500,000",M,28,Guinea,Werder Bremen,germany,2324
Santos Borré,"€ 48,077","€ 2,500,000","€ 2,500,000",F,28,Colombia,Werder Bremen,germany,2324
Fábio Carvalho,"€ 48,077","€ 2,500,000","€ 2,500,000",F,21,Portugal,Leipzig,germany,2324
Lucas Alario,"€ 48,077","€ 2,500,000","€ 2,500,000",F,30,Argentina,Eintracht Frankfurt,germany,2324
Robin Koch,"€ 47,308","€ 2,460,000","€ 2,460,000",D,27,Germany,Eintracht Frankfurt,germany,2324
Kevin Kampl,"€ 47,115","€ 2,450,000","€ 2,450,000",M,33,Slovenia,Leipzig,germany,2324
Kevin Mbabu,"€ 46,538","€ 2,420,000","€ 2,420,000",D,28,Switzerland,Augsburg,germany,2324
Kevin Volland,"€ 46,154","€ 2,400,000","€ 2,400,000",F,31,Germany,Union Berlin,germany,2324
Kevin Vogt,"€ 46,154","€ 2,400,000","€ 2,400,000",D,31,Germany,Hoffenheim,germany,2324
Ihlas Bebou,"€ 43,462","€ 2,260,000","€ 2,260,000",F,29,Togo,Hoffenheim,germany,2324
Marvin Schwäbe,"€ 43,462","€ 2,260,000","€ 2,260,000",K,28,Germany,Koln,germany,2324
Marvin Ducksch,"€ 43,462","€ 2,260,000","€ 2,260,000",F,29,Germany,Werder Bremen,germany,2324
Jeffrey Gouweleeuw,"€ 43,462","€ 2,260,000","€ 2,260,000",D,32,Netherlands,Augsburg,germany,2324
Serhou Guirassy,"€ 41,538","€ 2,160,000","€ 2,160,000",F,27,Guinea,Stuttgart,germany,2324
Ludovic Ajorque,"€ 41,538","€ 2,160,000","€ 2,160,000",F,29,France,Mainz,germany,2324
Maximilian Wöber,"€ 40,769","€ 2,120,000","€ 2,120,000",D,25,Austria,Monchengladbach,germany,2324
Wout Weghorst,"€ 40,769","€ 2,120,000","€ 2,120,000",F,31,Netherlands,Hoffenheim,germany,2324
Sasa Kalajdzic,"€ 40,769","€ 2,120,000","€ 2,120,000",F,26,Austria,Eintracht Frankfurt,germany,2324
Maximilian Philipp,"€ 40,385","€ 2,100,000","€ 2,100,000",F,29,Germany,Freiburg,germany,2324
Marius Bülter,"€ 40,385","€ 2,100,000","€ 2,100,000",F,30,Germany,Hoffenheim,germany,2324
Silvan Widmer,"€ 40,000","€ 2,080,000","€ 2,080,000",D,30,Switzerland,Mainz,germany,2324
Marvin Friedrich,"€ 40,000","€ 2,080,000","€ 2,080,000",D,28,Germany,Monchengladbach,germany,2324
Piero Hincapié,"€ 40,000","€ 2,080,000","€ 2,080,000",D,22,Ecuador,Bayer Leverkusen,germany,2324
Dennis Geiger,"€ 40,000","€ 2,080,000","€ 2,080,000",M,25,Germany,Hoffenheim,germany,2324
Jonas Wind,"€ 40,000","€ 2,080,000","€ 2,080,000",F,24,Denmark,Wolfsburg,germany,2324
Julian Ryerson,"€ 39,231","€ 2,040,000","€ 2,040,000",D,26,Norway,Borussia Dortmund,germany,2324
Lukas Nmecha,"€ 38,462","€ 2,000,000","€ 2,000,000",F,25,Germany,Wolfsburg,germany,2324
Sven Ulreich,"€ 38,462","€ 2,000,000","€ 2,000,000",K,35,Germany,Bayern Munich,germany,2324
Attila Szalai,"€ 38,462","€ 2,000,000","€ 2,000,000",D,25,Hungary,Hoffenheim,germany,2324
Omar Marmoush,"€ 38,462","€ 2,000,000","€ 2,000,000",F,24,Egypt,Eintracht Frankfurt,germany,2324
Attila Szalai,"€ 38,462","€ 2,000,000","€ 2,000,000",D,26,Hungary,Freiburg,germany,2324
Pavel Kaderabek,"€ 38,462","€ 2,000,000","€ 2,000,000",D,31,Czech Republic,Hoffenheim,germany,2324
Jens Petter Hauge,"€ 38,462","€ 2,000,000","€ 2,000,000",F,23,Norway,Eintracht Frankfurt,germany,2324
Mohamed Simakan,"€ 38,462","€ 2,000,000","€ 2,000,000",D,23,France,Leipzig,germany,2324
Philipp Max,"€ 38,269","€ 1,990,000","€ 1,990,000",D,30,Germany,Eintracht Frankfurt,germany,2324
Edimilson Fernandes,"€ 38,077","€ 1,980,000","€ 1,980,000",D,27,Switzerland,Mainz,germany,2324
Hannes Wolf,"€ 36,923","€ 1,920,000","€ 1,920,000",F,24,Austria,Monchengladbach,germany,2324
Kouadio Koné,"€ 36,923","€ 1,920,000","€ 1,920,000",M,22,France,Monchengladbach,germany,2324
David Jurásek,"€ 36,923","€ 1,920,000","€ 1,920,000",D,23,Czech Republic,Hoffenheim,germany,2324
Bouna Sarr,"€ 36,538","€ 1,900,000","€ 1,900,000",D,32,Senegal,Bayern Munich,germany,2324
Anton Stach,"€ 36,538","€ 1,900,000","€ 1,900,000",M,25,Germany,Hoffenheim,germany,2324
Phillipp Mwene,"€ 36,346","€ 1,890,000","€ 1,890,000",D,30,Austria,Mainz,germany,2324
Ko Itakura,"€ 36,346","€ 1,890,000","€ 1,890,000",D,27,Japan,Monchengladbach,germany,2324
Rani Khedira,"€ 36,346","€ 1,890,000","€ 1,890,000",M,30,Germany,Union Berlin,germany,2324
Ivan Ordets,"€ 36,346","€ 1,890,000","€ 1,890,000",D,31,Ukraine,Bochum,germany,2324
Dan-Axel Zagadou,"€ 36,346","€ 1,890,000","€ 1,890,000",D,24,France,Stuttgart,germany,2324
Christopher Trimmel,"€ 36,346","€ 1,890,000","€ 1,890,000",D,37,Austria,Union Berlin,germany,2324
Tomas Cvancara,"€ 36,346","€ 1,890,000","€ 1,890,000",F,23,Czech Republic,Monchengladbach,germany,2324
Jonathan Burkardt,"€ 36,346","€ 1,890,000","€ 1,890,000",F,23,Germany,Mainz,germany,2324
Enzo Millot,"€ 36,346","€ 1,890,000","€ 1,890,000",F,21,France,Stuttgart,germany,2324
Josip Stanisic,"€ 36,346","€ 1,890,000","€ 1,890,000",D,23,Croatia,Bayer Leverkusen,germany,2324
Adam Hlozek,"€ 36,154","€ 1,880,000","€ 1,880,000",F,21,Czech Republic,Bayer Leverkusen,germany,2324
David Datro Fofana,"€ 35,192","€ 1,830,000","€ 1,830,000",F,20,Cote d'Ivoire,Union Berlin,germany,2324
Nicolai Rapp,"€ 35,192","€ 1,830,000","€ 1,830,000",M,26,Germany,Werder Bremen,germany,2324
Robert Skov,"€ 34,615","€ 1,800,000","€ 1,800,000",M,27,Denmark,Hoffenheim,germany,2324
El Chadaille Bitshiabu,"€ 34,615","€ 1,800,000","€ 1,800,000",D,18,France,Leipzig,germany,2324
Dominik Kohr,"€ 34,615","€ 1,800,000","€ 1,800,000",M,30,Germany,Mainz,germany,2324
Mark Uth,"€ 34,615","€ 1,800,000","€ 1,800,000",F,32,Germany,Koln,germany,2324
Jordan Siebatcheu,"€ 34,615","€ 1,800,000","€ 1,800,000",F,27,United States,Monchengladbach,germany,2324
Ridle Baku,"€ 34,615","€ 1,800,000","€ 1,800,000",D,25,Germany,Wolfsburg,germany,2324
Stefan Bell,"€ 34,615","€ 1,800,000","€ 1,800,000",D,32,Germany,Mainz,germany,2324
Aleksandar Pavlovic,"€ 34,615","€ 1,800,000","€ 1,800,000",M,20,Germany,Bayern Munich,germany,2324
Donny van de Beek,"€ 34,615","€ 1,800,000","€ 1,800,000",M,26,Netherlands,Eintracht Frankfurt,germany,2324
Alex Kral,"€ 34,423","€ 1,790,000","€ 1,790,000",M,25,Czech Republic,Union Berlin,germany,2324
Karim Onisiwo,"€ 32,692","€ 1,700,000","€ 1,700,000",F,31,Austria,Mainz,germany,2324
Patrick Herrmann,"€ 32,692","€ 1,700,000","€ 1,700,000",F,32,Germany,Monchengladbach,germany,2324
Anthony Caci,"€ 32,692","€ 1,700,000","€ 1,700,000",D,26,France,Mainz,germany,2324
Rogério,"€ 32,692","€ 1,700,000","€ 1,700,000",D,26,Brazil,Wolfsburg,germany,2324
Leandro Barreiro Martins,"€ 32,308","€ 1,680,000","€ 1,680,000",M,24,Luxembourg,Mainz,germany,2324
Odilon Kossounou,"€ 31,346","€ 1,630,000","€ 1,630,000",D,23,Cote d'Ivoire,Bayer Leverkusen,germany,2324
Vaclav Cerny,"€ 30,769","€ 1,600,000","€ 1,600,000",F,26,Czech Republic,Wolfsburg,germany,2324
Borja Iglesias,"€ 30,769","€ 1,600,000","€ 1,600,000",F,31,Spain,Bayer Leverkusen,germany,2324
Josip Juranovic,"€ 30,769","€ 1,600,000","€ 1,600,000",D,28,Croatia,Union Berlin,germany,2324
Robert Andrich,"€ 30,769","€ 1,600,000","€ 1,600,000",M,29,Germany,Bayer Leverkusen,germany,2324
Dawid Kownacki,"€ 30,769","€ 1,600,000","€ 1,600,000",F,26,Poland,Werder Bremen,germany,2324
Xavi Simons,"€ 30,000","€ 1,560,000","€ 1,560,000",F,20,Netherlands,Leipzig,germany,2324
Daniel-Kofi Kyereh,"€ 29,038","€ 1,510,000","€ 1,510,000",F,27,Ghana,Freiburg,germany,2324
Nathan N'Goumou,"€ 29,038","€ 1,510,000","€ 1,510,000",F,23,France,Monchengladbach,germany,2324
Moritz Jenz,"€ 29,038","€ 1,510,000","€ 1,510,000",D,24,Germany,Wolfsburg,germany,2324
András Schäfer,"€ 29,038","€ 1,510,000","€ 1,510,000",M,24,Hungary,Union Berlin,germany,2324
Danny da Costa,"€ 29,038","€ 1,510,000","€ 1,510,000",D,30,Germany,Mainz,germany,2324
Jérôme Roussillon,"€ 28,846","€ 1,500,000","€ 1,500,000",D,31,Guadeloupe,Union Berlin,germany,2324
Robin Zentner,"€ 28,846","€ 1,500,000","€ 1,500,000",K,29,Germany,Mainz,germany,2324
Robin Knoche,"€ 28,846","€ 1,500,000","€ 1,500,000",D,31,Germany,Union Berlin,germany,2324
Davie Selke,"€ 28,846","€ 1,500,000","€ 1,500,000",F,29,Germany,Koln,germany,2324
Japhet Tanganga,"€ 28,846","€ 1,500,000","€ 1,500,000",D,24,England,Augsburg,germany,2324
Kevin Akpoguma,"€ 28,846","€ 1,500,000","€ 1,500,000",D,28,Nigeria,Hoffenheim,germany,2324
John Anthony Brooks,"€ 28,846","€ 1,500,000","€ 1,500,000",D,31,United States,Hoffenheim,germany,2324
Amin Sarr,"€ 28,846","€ 1,500,000","€ 1,500,000",F,22,Sweden,Wolfsburg,germany,2324
Tiago Tomás,"€ 28,846","€ 1,500,000","€ 1,500,000",F,21,Portugal,Wolfsburg,germany,2324
Tuta,"€ 28,846","€ 1,500,000","€ 1,500,000",D,24,Brazil,Eintracht Frankfurt,germany,2324
Felix Uduokhai,"€ 28,846","€ 1,500,000","€ 1,500,000",D,26,Germany,Augsburg,germany,2324
Daniel Peretz,"€ 28,846","€ 1,500,000","€ 1,500,000",K,23,Israel,Bayern Munich,germany,2324
Janis Blaswich,"€ 28,846","€ 1,500,000","€ 1,500,000",K,32,Germany,Leipzig,germany,2324
Tony Jantschke,"€ 28,846","€ 1,500,000","€ 1,500,000",D,33,Germany,Monchengladbach,germany,2324
Genki Haraguchi,"€ 28,846","€ 1,500,000","€ 1,500,000",F,32,Japan,Stuttgart,germany,2324
Niklas Stark,"€ 27,692","€ 1,440,000","€ 1,440,000",D,28,Germany,Werder Bremen,germany,2324
Florian Kainz,"€ 26,923","€ 1,400,000","€ 1,400,000",F,31,Austria,Koln,germany,2324
Makoto Hasebe,"€ 26,923","€ 1,400,000","€ 1,400,000",D,40,Japan,Eintracht Frankfurt,germany,2324
Tom Krauß,"€ 26,923","€ 1,400,000","€ 1,400,000",M,22,Germany,Mainz,germany,2324
Elvis Rexhbecaj,"€ 26,538","€ 1,380,000","€ 1,380,000",M,26,Germany,Augsburg,germany,2324
Sheraldo Becker,"€ 26,538","€ 1,380,000","€ 1,380,000",F,28,Suriname,Union Berlin,germany,2324
Bartol Franjic,"€ 25,962","€ 1,350,000","€ 1,350,000",M,24,Croatia,Darmstadt,germany,2324
Luca Netz,"€ 25,385","€ 1,320,000","€ 1,320,000",D,20,Germany,Monchengladbach,germany,2324
Patrick Wimmer,"€ 25,385","€ 1,320,000","€ 1,320,000",F,22,Austria,Wolfsburg,germany,2324
Justin Njinmah,"€ 25,385","€ 1,320,000","€ 1,320,000",F,23,Germany,Werder Bremen,germany,2324
Grischa Prömel,"€ 25,385","€ 1,320,000","€ 1,320,000",M,29,Germany,Hoffenheim,germany,2324
Arne Maier,"€ 25,385","€ 1,320,000","€ 1,320,000",M,25,Germany,Augsburg,germany,2324
Joe Scally,"€ 25,385","€ 1,320,000","€ 1,320,000",D,21,United States,Monchengladbach,germany,2324
Rocco Reitz,"€ 25,385","€ 1,320,000","€ 1,320,000",M,21,Germany,Monchengladbach,germany,2324
Kevin Behrens,"€ 25,000","€ 1,300,000","€ 1,300,000",F,33,Germany,Wolfsburg,germany,2324
Angelo Stiller,"€ 25,000","€ 1,300,000","€ 1,300,000",M,22,Germany,Stuttgart,germany,2324
Franck Honorat,"€ 24,038","€ 1,250,000","€ 1,250,000",F,27,France,Monchengladbach,germany,2324
Lys Mousset,"€ 23,654","€ 1,230,000","€ 1,230,000",F,27,France,Bochum,germany,2324
Ian Maatsen,"€ 23,462","€ 1,220,000","€ 1,220,000",D,21,Netherlands,Borussia Dortmund,germany,2324
Josuha Guilavogui,"€ 23,077","€ 1,200,000","€ 1,200,000",M,33,France,Mainz,germany,2324
Bernardo,"€ 23,077","€ 1,200,000","€ 1,200,000",D,28,Brazil,Bochum,germany,2324
Christopher Lenz,"€ 23,077","€ 1,200,000","€ 1,200,000",D,29,Germany,Leipzig,germany,2324
