,EST. BASE SALARY,EST. BASE SALARY,EST. BASE SALARY,BIO,BIO,BIO,,data_country,data_season
PLAYER,"GROSS P/W
(EUR)","GROSS P/Y
(EUR)","ADJ. GROSS
(EUR)",POS.,AGE,COUNTRY,CLUB,,
Cristiano Ronaldo,"€ 1,104,038","€ 57,410,000","€ 65,610,776",F,35,Portugal,Juventus,italy,2021
Edin Dzeko,"€ 267,115","€ 13,890,000","€ 15,874,128",F,34,Bosnia-Herzegovina,Roma,italy,2021
Paulo Dybala,"€ 260,000","€ 13,520,000","€ 15,451,275",F,26,Argentina,Juventus,italy,2021
Wojciech Szczesny,"€ 231,538","€ 12,040,000","€ 13,759,863",K,30,Poland,Juventus,italy,2021
Leonardo Bonucci,"€ 231,538","€ 12,040,000","€ 13,759,863",D,33,Italy,Juventus,italy,2021
Gianluigi Donnarumma,"€ 213,654","€ 11,110,000","€ 12,697,016",K,21,Italy,AC Milan,italy,2021
Sami Khedira,"€ 213,654","€ 11,110,000","€ 12,697,016",M,33,Germany,Juventus,italy,2021
Kalidou Koulibaly,"€ 213,654","€ 11,110,000","€ 12,697,016",D,29,Senegal,Napoli,italy,2021
Alex Sandro,"€ 213,654","€ 11,110,000","€ 12,697,016",D,29,Brazil,Juventus,italy,2021
Matthijs de Ligt,"€ 197,308","€ 10,260,000","€ 11,725,598",D,21,Netherlands,Juventus,italy,2021
Christian Eriksen,"€ 185,000","€ 9,620,000","€ 10,994,176",F,28,Denmark,Inter Milan,italy,2021
Romelu Lukaku,"€ 185,000","€ 9,620,000","€ 10,994,176",F,27,Belgium,Inter Milan,italy,2021
Juan Cuadrado,"€ 178,077","€ 9,260,000","€ 10,582,752",D,32,Colombia,Juventus,italy,2021
Federico Chiesa,"€ 178,077","€ 9,260,000","€ 10,582,752",F,22,Italy,Juventus,italy,2021
Ivan Perisic,"€ 178,077","€ 9,260,000","€ 10,582,752",F,31,Croatia,Inter Milan,italy,2021
Zlatan Ibrahimovic,"€ 172,500","€ 8,970,000","€ 10,251,327",F,39,Sweden,AC Milan,italy,2021
Adrien Rabiot,"€ 172,500","€ 8,970,000","€ 10,251,327",M,25,France,Juventus,italy,2021
Aaron Ramsey,"€ 172,500","€ 8,970,000","€ 10,251,327",M,29,Wales,Juventus,italy,2021
Alexis Sánchez,"€ 172,500","€ 8,970,000","€ 10,251,327",F,31,Chile,Inter Milan,italy,2021
Lorenzo Insigne,"€ 163,846","€ 8,520,000","€ 9,737,046",F,29,Italy,Napoli,italy,2021
Javier Pastore,"€ 160,192","€ 8,330,000","€ 9,519,905",F,31,Argentina,Roma,italy,2021
Radja Nainggolan,"€ 160,192","€ 8,330,000","€ 9,519,905",F,32,Belgium,Inter Milan,italy,2021
Arturo Vidal,"€ 160,192","€ 8,330,000","€ 9,519,905",M,33,Chile,Inter Milan,italy,2021
Dries Mertens,"€ 160,192","€ 8,330,000","€ 9,519,905",F,33,Belgium,Napoli,italy,2021
Radja Nainggolan,"€ 160,192","€ 8,330,000","€ 9,519,905",F,32,Belgium,Cagliari,italy,2021
Federico Bernardeschi,"€ 142,500","€ 7,410,000","€ 8,468,487",F,26,Italy,Juventus,italy,2021
Konstantinos Manolas,"€ 142,500","€ 7,410,000","€ 8,468,487",D,29,Greece,Napoli,italy,2021
Ciro Immobile,"€ 142,500","€ 7,410,000","€ 8,468,487",F,30,Italy,Lazio,italy,2021
Stefan de Vrij,"€ 135,385","€ 7,040,000","€ 8,045,634",D,28,Netherlands,Inter Milan,italy,2021
Alessio Romagnoli,"€ 124,615","€ 6,480,000","€ 7,405,641",D,25,Italy,AC Milan,italy,2021
Stephan El Shaarawy,"€ 124,615","€ 6,480,000","€ 7,405,641",F,28,Italy,Roma,italy,2021
Giorgio Chiellini,"€ 124,615","€ 6,480,000","€ 7,405,641",D,36,Italy,Juventus,italy,2021
Daniele Rugani,"€ 124,615","€ 6,480,000","€ 7,405,641",D,26,Italy,Cagliari,italy,2021
Piotr Zielinski,"€ 124,615","€ 6,480,000","€ 7,405,641",M,26,Poland,Napoli,italy,2021
Marcelo Brozovic,"€ 124,615","€ 6,480,000","€ 7,405,641",M,27,Croatia,Inter Milan,italy,2021
Álvaro Morata,"€ 123,269","€ 6,410,000","€ 7,325,641",F,27,Spain,Juventus,italy,2021
Arthur,"€ 123,269","€ 6,410,000","€ 7,325,641",M,24,Brazil,Juventus,italy,2021
