,EST. BASE SALARY,EST. BASE SALARY,EST. BASE SALARY,BIO,BIO,BIO,,data_country,data_season
Daniel Carvajal,"€ 200,385","€ 10,420,000","€ 10,420,000",D,33,Spain,Real Madrid,spain,2425
Dani Ceballos,"€ 200,385","€ 10,420,000","€ 10,420,000",M,28,Spain,Real Madrid,spain,2425
Ferran Torres,"€ 192,308","€ 10,000,000","€ 10,000,000",F,24,Spain,Barcelona,spain,2425
Gavi,"€ 180,385","€ 9,380,000","€ 9,380,000",M,20,Spain,Barcelona,spain,2425
Lucas Vázquez,"€ 180,385","€ 9,380,000","€ 9,380,000",D,33,Spain,Real Madrid,spain,2425
Iñigo Martínez,"€ 174,231","€ 9,060,000","€ 9,060,000",D,33,Spain,Barcelona,spain,2425
Andreas Christensen,"€ 173,077","€ 9,000,000","€ 9,000,000",D,28,Denmark,Barcelona,spain,2425
Conor Gallagher,"€ 173,077","€ 9,000,000","€ 9,000,000",M,25,England,Atletico Madrid,spain,2425
Unai Simón,"€ 160,385","€ 8,340,000","€ 8,340,000",K,27,Spain,Athletic Club,spain,2425
Marcos Llorente,"€ 160,192","€ 8,330,000","€ 8,330,000",M,30,Spain,Atletico Madrid,spain,2425
Axel Witsel,"€ 160,192","€ 8,330,000","€ 8,330,000",D,36,Belgium,Atletico Madrid,spain,2425
César Azpilicueta,"€ 153,846","€ 8,000,000","€ 8,000,000",D,35,Spain,Atletico Madrid,spain,2425
Alexander Sörloth,"€ 140,385","€ 7,300,000","€ 7,300,000",F,29,Norway,Atletico Madrid,spain,2425
Brahim Díaz,"€ 140,192","€ 7,290,000","€ 7,290,000",F,25,Morocco,Real Madrid,spain,2425
Saúl Ñíguez,"€ 134,615","€ 7,000,000","€ 7,000,000",M,29,Spain,Atletico Madrid,spain,2425
Koke,"€ 128,269","€ 6,670,000","€ 6,670,000",M,33,Spain,Atletico Madrid,spain,2425
Rodrigo De Paul,"€ 128,269","€ 6,670,000","€ 6,670,000",M,30,Argentina,Atletico Madrid,spain,2425
Mikel Oyarzabal,"€ 120,385","€ 6,260,000","€ 6,260,000",F,27,Spain,Real Sociedad,spain,2425
José Giménez,"€ 120,192","€ 6,250,000","€ 6,250,000",D,30,Uruguay,Atletico Madrid,spain,2425
Raúl Asencio,"€ 120,192","€ 6,250,000","€ 6,250,000",D,21,Spain,Real Madrid,spain,2425
Pablo Barrios,"€ 120,192","€ 6,250,000","€ 6,250,000",M,21,Spain,Atletico Madrid,spain,2425
Robin Le Normand,"€ 120,192","€ 6,250,000","€ 6,250,000",D,28,Spain,Atletico Madrid,spain,2425
Isco,"€ 120,192","€ 6,250,000","€ 6,250,000",F,32,Spain,Real Betis,spain,2425
Bryan Zaragoza,"€ 120,192","€ 6,250,000","€ 6,250,000",F,23,Spain,Osasuna,spain,2425
Eric García,"€ 115,385","€ 6,000,000","€ 6,000,000",D,24,Spain,Barcelona,spain,2425
Fran García,"€ 100,192","€ 5,210,000","€ 5,210,000",D,25,Spain,Real Madrid,spain,2425
Arthur,"€ 100,192","€ 5,210,000","€ 5,210,000",M,28,Brazil,Girona,spain,2425
Takefusa Kubo,"€ 100,000","€ 5,200,000","€ 5,200,000",F,23,Japan,Real Sociedad,spain,2425
Arda Güler,"€ 100,000","€ 5,200,000","€ 5,200,000",F,19,Turkey,Real Madrid,spain,2425
Brais Méndez,"€ 100,000","€ 5,200,000","€ 5,200,000",F,28,Spain,Real Sociedad,spain,2425
Giovani Lo Celso,"€ 100,000","€ 5,200,000","€ 5,200,000",M,28,Argentina,Real Betis,spain,2425
Saúl Ñíguez,"€ 96,154","€ 5,000,000","€ 5,000,000",M,30,Spain,Sevilla,spain,2425
Kelechi Iheanacho,"€ 92,308","€ 4,800,000","€ 4,800,000",F,27,Nigeria,Sevilla,spain,2425
Borja Mayoral,"€ 92,115","€ 4,790,000","€ 4,790,000",F,27,Spain,Getafe,spain,2425
İlkay Gündoğan,"€ 90,192","€ 4,690,000","€ 4,690,000",M,33,Germany,Barcelona,spain,2425
Vedat Muriqi,"€ 88,077","€ 4,580,000","€ 4,580,000",F,30,Kosovo,Mallorca,spain,2425
José Gayà,"€ 88,077","€ 4,580,000","€ 4,580,000",D,29,Spain,Valencia,spain,2425
Andriy Lunin,"€ 86,538","€ 4,500,000","€ 4,500,000",K,25,Ukraine,Real Madrid,spain,2425
Juan Bernat,"€ 84,231","€ 4,380,000","€ 4,380,000",D,31,Spain,Villarreal,spain,2425
Marcão,"€ 84,231","€ 4,380,000","€ 4,380,000",D,28,Brazil,Sevilla,spain,2425
Yuri Berchiche,"€ 82,308","€ 4,280,000","€ 4,280,000",D,35,Spain,Athletic Club,spain,2425
Loïc Badé,"€ 80,192","€ 4,170,000","€ 4,170,000",D,24,France,Sevilla,spain,2425
Tanguy Nianzou,"€ 80,192","€ 4,170,000","€ 4,170,000",D,22,France,Sevilla,spain,2425
Marcos Alonso,"€ 80,192","€ 4,170,000","€ 4,170,000",D,34,Spain,Celta Vigo,spain,2425
Djibril Sow,"€ 80,192","€ 4,170,000","€ 4,170,000",M,28,Switzerland,Sevilla,spain,2425
Hugo Duro,"€ 80,192","€ 4,170,000","€ 4,170,000",F,25,Spain,Valencia,spain,2425
James Rodríguez,"€ 80,000","€ 4,160,000","€ 4,160,000",F,33,Colombia,Rayo Vallecano,spain,2425
Oihan Sancet,"€ 80,000","€ 4,160,000","€ 4,160,000",F,24,Spain,Athletic Club,spain,2425
Endrick,"€ 80,000","€ 4,160,000","€ 4,160,000",F,18,Brazil,Real Madrid,spain,2425
Álex Remiro,"€ 80,000","€ 4,160,000","€ 4,160,000",K,29,Spain,Real Sociedad,spain,2425
Cucho Hernández,"€ 80,000","€ 4,160,000","€ 4,160,000",F,25,Colombia,Real Betis,spain,2425
Jonathan Bamba,"€ 80,000","€ 4,160,000","€ 4,160,000",F,28,Cote d'Ivoire,Celta Vigo,spain,2425
Clément Lenglet,"€ 76,923","€ 4,000,000","€ 4,000,000",D,29,France,Atletico Madrid,spain,2425
Fermín López,"€ 76,923","€ 4,000,000","€ 4,000,000",M,21,Spain,Barcelona,spain,2425
Pau Cubarsí,"€ 76,923","€ 4,000,000","€ 4,000,000",D,18,Spain,Barcelona,spain,2425
Mouctar Diakhaby,"€ 76,923","€ 4,000,000","€ 4,000,000",D,28,Guinea,Valencia,spain,2425
Nemanja Gudelj,"€ 76,154","€ 3,960,000","€ 3,960,000",M,33,Serbia,Sevilla,spain,2425
Nahuel Molina,"€ 72,308","€ 3,760,000","€ 3,760,000",D,26,Argentina,Atletico Madrid,spain,2425
David López,"€ 72,115","€ 3,750,000","€ 3,750,000",D,35,Spain,Girona,spain,2425
Martin Valjent,"€ 72,115","€ 3,750,000","€ 3,750,000",D,29,Slovakia,Mallorca,spain,2425
Gerard Moreno,"€ 72,115","€ 3,750,000","€ 3,750,000",F,32,Spain,Villarreal,spain,2425
Marash Kumbulla,"€ 72,115","€ 3,750,000","€ 3,750,000",D,24,Albania,Espanyol,spain,2425
Dani Parejo,"€ 72,115","€ 3,750,000","€ 3,750,000",M,35,Spain,Villarreal,spain,2425
Juan Bernat,"€ 71,923","€ 3,740,000","€ 3,740,000",D,31,Spain,Getafe,spain,2425
Mauro Arambarri,"€ 71,923","€ 3,740,000","€ 3,740,000",M,29,Uruguay,Getafe,spain,2425
Dani Vivian,"€ 70,000","€ 3,640,000","€ 3,640,000",D,25,Spain,Athletic Club,spain,2425
Joan Jordán,"€ 69,231","€ 3,600,000","€ 3,600,000",M,30,Spain,Alaves,spain,2425
Vitor Roque,"€ 67,308","€ 3,500,000","€ 3,500,000",F,19,Brazil,Real Betis,spain,2425
Oriol Romeu,"€ 67,308","€ 3,500,000","€ 3,500,000",M,33,Spain,Girona,spain,2425
Ángel Correa,"€ 67,308","€ 3,500,000","€ 3,500,000",F,29,Argentina,Atletico Madrid,spain,2425
Alfonso Pedraza,"€ 64,231","€ 3,340,000","€ 3,340,000",D,28,Spain,Villarreal,spain,2425
Lamine Yamal,"€ 64,038","€ 3,330,000","€ 3,330,000",F,17,Spain,Barcelona,spain,2425
Daley Blind,"€ 64,038","€ 3,330,000","€ 3,330,000",D,34,Netherlands,Girona,spain,2425
Juan Musso,"€ 64,038","€ 3,330,000","€ 3,330,000",K,30,Argentina,Atletico Madrid,spain,2425
Thomas Lemar,"€ 62,500","€ 3,250,000","€ 3,250,000",F,29,France,Atletico Madrid,spain,2425
Iñaki Peña,"€ 62,500","€ 3,250,000","€ 3,250,000",K,25,Spain,Barcelona,spain,2425
Albert Sambi Lokonga,"€ 60,192","€ 3,130,000","€ 3,130,000",M,25,Belgium,Sevilla,spain,2425
Jesús Navas,"€ 60,192","€ 3,130,000","€ 3,130,000",D,38,Spain,Sevilla,spain,2425
Adnan Januzaj,"€ 60,192","€ 3,130,000","€ 3,130,000",F,30,Belgium,Sevilla,spain,2425
Donny van de Beek,"€ 60,192","€ 3,130,000","€ 3,130,000",M,27,Netherlands,Girona,spain,2425
Arnaut Danjuma,"€ 60,192","€ 3,130,000","€ 3,130,000",F,28,Netherlands,Girona,spain,2425
Isaac Romero,"€ 60,192","€ 3,130,000","€ 3,130,000",F,24,Spain,Sevilla,spain,2425
Rubén Vargas,"€ 60,192","€ 3,130,000","€ 3,130,000",F,26,Switzerland,Sevilla,spain,2425
Antony,"€ 60,192","€ 3,130,000","€ 3,130,000",F,24,Brazil,Real Betis,spain,2425
Ander Barrenetxea,"€ 60,000","€ 3,120,000","€ 3,120,000",F,23,Spain,Real Sociedad,spain,2425
Diego Llorente,"€ 60,000","€ 3,120,000","€ 3,120,000",D,31,Spain,Real Betis,spain,2425
Álex Berenguer,"€ 60,000","€ 3,120,000","€ 3,120,000",F,29,Spain,Athletic Club,spain,2425
Héctor Bellerín,"€ 60,000","€ 3,120,000","€ 3,120,000",D,29,Spain,Real Betis,spain,2425
Nicolas Pépé,"€ 60,000","€ 3,120,000","€ 3,120,000",F,29,Cote d'Ivoire,Villarreal,spain,2425
Djené,"€ 60,000","€ 3,120,000","€ 3,120,000",D,33,Togo,Getafe,spain,2425
Eric Bailly,"€ 60,000","€ 3,120,000","€ 3,120,000",D,30,Cote d'Ivoire,Villarreal,spain,2425
Javi Galán,"€ 60,000","€ 3,120,000","€ 3,120,000",D,30,Spain,Atletico Madrid,spain,2425
Denis Suárez,"€ 60,000","€ 3,120,000","€ 3,120,000",F,31,Spain,Villarreal,spain,2425
Johnny,"€ 60,000","€ 3,120,000","€ 3,120,000",M,23,United States,Real Betis,spain,2425
Igor Zubeldia,"€ 60,000","€ 3,120,000","€ 3,120,000",D,27,Spain,Real Sociedad,spain,2425
Ayoze Pérez,"€ 60,000","€ 3,120,000","€ 3,120,000",F,31,Spain,Villarreal,spain,2425
Pape Gueye,"€ 60,000","€ 3,120,000","€ 3,120,000",M,26,Senegal,Villarreal,spain,2425
Ante Budimir,"€ 60,000","€ 3,120,000","€ 3,120,000",F,33,Croatia,Osasuna,spain,2425
Pablo Fornals,"€ 60,000","€ 3,120,000","€ 3,120,000",F,28,Spain,Real Betis,spain,2425
Raúl de Tomás,"€ 59,615","€ 3,100,000","€ 3,100,000",F,30,Spain,Rayo Vallecano,spain,2425
Dodi Lukébakio,"€ 57,692","€ 3,000,000","€ 3,000,000",F,27,Belgium,Sevilla,spain,2425
Ander Herrera,"€ 57,692","€ 3,000,000","€ 3,000,000",M,35,Spain,Athletic Club,spain,2425
Wojciech Szczesny,"€ 57,692","€ 3,000,000","€ 3,000,000",K,34,Poland,Barcelona,spain,2425
Martín Zubimendi,"€ 57,692","€ 3,000,000","€ 3,000,000",M,26,Spain,Real Sociedad,spain,2425
Iago Aspas,"€ 56,154","€ 2,920,000","€ 2,920,000",F,37,Spain,Celta Vigo,spain,2425
Fábio Silva,"€ 55,962","€ 2,910,000","€ 2,910,000",F,22,Portugal,Las Palmas,spain,2425
Suso,"€ 53,846","€ 2,800,000","€ 2,800,000",F,31,Spain,Sevilla,spain,2425
Sergi Darder,"€ 51,923","€ 2,700,000","€ 2,700,000",M,31,Spain,Mallorca,spain,2425
Viktor Tsyhankov,"€ 51,923","€ 2,700,000","€ 2,700,000",F,27,Ukraine,Girona,spain,2425
Álvaro Odriozola,"€ 51,923","€ 2,700,000","€ 2,700,000",D,29,Spain,Real Sociedad,spain,2425
Cédric Bakambu,"€ 51,923","€ 2,700,000","€ 2,700,000",F,33,Democratic Republic of the Congo,Real Betis,spain,2425
Carles Pérez,"€ 49,231","€ 2,560,000","€ 2,560,000",F,26,Spain,Getafe,spain,2425
Florian Grillitsch,"€ 48,077","€ 2,500,000","€ 2,500,000",M,29,Austria,Valladolid,spain,2425
David Soria,"€ 48,077","€ 2,500,000","€ 2,500,000",K,31,Spain,Getafe,spain,2425
Juanlu Sánchez,"€ 48,077","€ 2,500,000","€ 2,500,000",D,21,Spain,Sevilla,spain,2425
Marc Bartra,"€ 48,077","€ 2,500,000","€ 2,500,000",D,34,Spain,Real Betis,spain,2425
Sébastien Haller,"€ 48,077","€ 2,500,000","€ 2,500,000",F,30,Cote d'Ivoire,Leganes,spain,2425
Bryan Gil,"€ 48,077","€ 2,500,000","€ 2,500,000",F,23,Spain,Girona,spain,2425
Logan Costa,"€ 48,077","€ 2,500,000","€ 2,500,000",D,23,Cape Verde,Villarreal,spain,2425
Ricardo Rodríguez,"€ 48,077","€ 2,500,000","€ 2,500,000",D,32,Switzerland,Real Betis,spain,2425
José Ángel Carmona,"€ 48,077","€ 2,500,000","€ 2,500,000",D,23,Spain,Sevilla,spain,2425
Giuliano Simeone,"€ 48,077","€ 2,500,000","€ 2,500,000",F,22,Argentina,Atletico Madrid,spain,2425
Sergio Gómez,"€ 48,077","€ 2,500,000","€ 2,500,000",F,24,Spain,Real Sociedad,spain,2425
Fran Beltrán,"€ 48,077","€ 2,500,000","€ 2,500,000",M,26,Spain,Celta Vigo,spain,2425
Marc Roca,"€ 48,077","€ 2,500,000","€ 2,500,000",M,28,Spain,Real Betis,spain,2425
Juanmi,"€ 46,154","€ 2,400,000","€ 2,400,000",F,31,Spain,Real Betis,spain,2425
Yeray Álvarez,"€ 46,154","€ 2,400,000","€ 2,400,000",D,30,Spain,Athletic Club,spain,2425
Juanmi,"€ 46,154","€ 2,400,000","€ 2,400,000",F,31,Spain,Getafe,spain,2425
Hamari Traoré,"€ 46,154","€ 2,400,000","€ 2,400,000",D,33,Mali,Real Sociedad,spain,2425
Vicente Guaita,"€ 46,154","€ 2,400,000","€ 2,400,000",K,38,Spain,Celta Vigo,spain,2425
William Carvalho,"€ 45,192","€ 2,350,000","€ 2,350,000",M,32,Portugal,Real Betis,spain,2425
Santi Comesaña,"€ 44,231","€ 2,300,000","€ 2,300,000",M,28,Spain,Villarreal,spain,2425
Iván Martín,"€ 44,231","€ 2,300,000","€ 2,300,000",F,25,Spain,Girona,spain,2425
Natan,"€ 44,038","€ 2,290,000","€ 2,290,000",D,24,Brazil,Real Betis,spain,2425
Chimy Ávila,"€ 40,000","€ 2,080,000","€ 2,080,000",F,31,Argentina,Real Betis,spain,2425
Aritz Elustondo,"€ 40,000","€ 2,080,000","€ 2,080,000",D,30,Spain,Real Sociedad,spain,2425
Isi Palazón,"€ 40,000","€ 2,080,000","€ 2,080,000",F,30,Spain,Rayo Vallecano,spain,2425
Florian Lejeune,"€ 40,000","€ 2,080,000","€ 2,080,000",D,33,France,Rayo Vallecano,spain,2425
Álvaro García,"€ 40,000","€ 2,080,000","€ 2,080,000",F,32,Spain,Rayo Vallecano,spain,2425
Jon Aramburu,"€ 40,000","€ 2,080,000","€ 2,080,000",D,22,Venezuela,Real Sociedad,spain,2425
Lucas Torró,"€ 40,000","€ 2,080,000","€ 2,080,000",M,30,Spain,Osasuna,spain,2425
Diego Rico,"€ 40,000","€ 2,080,000","€ 2,080,000",D,31,Spain,Getafe,spain,2425
Umar Sadiq,"€ 40,000","€ 2,080,000","€ 2,080,000",F,27,Nigeria,Real Sociedad,spain,2425
Abel Ruiz,"€ 40,000","€ 2,080,000","€ 2,080,000",F,25,Spain,Girona,spain,2425
Mikel Vesga,"€ 40,000","€ 2,080,000","€ 2,080,000",M,31,Spain,Athletic Club,spain,2425
Mikel Jauregizar,"€ 40,000","€ 2,080,000","€ 2,080,000",M,21,Spain,Athletic Club,spain,2425
Sergi Altimira,"€ 40,000","€ 2,080,000","€ 2,080,000",M,23,Spain,Real Betis,spain,2425
Luiz Júnior,"€ 40,000","€ 2,080,000","€ 2,080,000",K,24,Brazil,Villarreal,spain,2425
Gorka Guruzeta,"€ 40,000","€ 2,080,000","€ 2,080,000",F,28,Spain,Athletic Club,spain,2425
Aitor Paredes,"€ 40,000","€ 2,080,000","€ 2,080,000",D,24,Spain,Athletic Club,spain,2425
Adnan Januzaj,"€ 40,000","€ 2,080,000","€ 2,080,000",F,30,Belgium,Las Palmas,spain,2425
Kike Salas,"€ 40,000","€ 2,080,000","€ 2,080,000",D,22,Spain,Sevilla,spain,2425
Scott McKenna,"€ 40,000","€ 2,080,000","€ 2,080,000",D,28,Scotland,Las Palmas,spain,2425
Sergi Cardona,"€ 40,000","€ 2,080,000","€ 2,080,000",D,25,Spain,Villarreal,spain,2425
Oliver McBurnie,"€ 40,000","€ 2,080,000","€ 2,080,000",F,28,Scotland,Las Palmas,spain,2425
Clément Lenglet,"€ 38,462","€ 2,000,000","€ 2,000,000",D,29,France,Barcelona,spain,2425
Juan Foyth,"€ 38,462","€ 2,000,000","€ 2,000,000",D,27,Argentina,Villarreal,spain,2425
Álex Baena,"€ 38,462","€ 2,000,000","€ 2,000,000",F,23,Spain,Villarreal,spain,2425
Alex Král,"€ 38,077","€ 1,980,000","€ 1,980,000",M,26,Czech Republic,Espanyol,spain,2425
Pau López,"€ 37,500","€ 1,950,000","€ 1,950,000",K,29,Spain,Girona,spain,2425
Hugo Guillamón,"€ 36,923","€ 1,920,000","€ 1,920,000",M,25,Spain,Valencia,spain,2425
Rafa Mir,"€ 36,538","€ 1,900,000","€ 1,900,000",F,27,Spain,Valencia,spain,2425
Akor Adams,"€ 36,154","€ 1,880,000","€ 1,880,000",F,25,Nigeria,Sevilla,spain,2425
Johan Mojica,"€ 36,154","€ 1,880,000","€ 1,880,000",D,32,Colombia,Mallorca,spain,2425
Jorge de Frutos,"€ 36,154","€ 1,880,000","€ 1,880,000",F,27,Spain,Rayo Vallecano,spain,2425
Óscar Valentín,"€ 36,154","€ 1,880,000","€ 1,880,000",M,30,Spain,Rayo Vallecano,spain,2425
Edu Expósito,"€ 36,154","€ 1,880,000","€ 1,880,000",M,28,Spain,Espanyol,spain,2425
Romain Perraud,"€ 36,154","€ 1,880,000","€ 1,880,000",D,27,France,Real Betis,spain,2425
Pep Chavarría,"€ 36,154","€ 1,880,000","€ 1,880,000",D,26,Spain,Rayo Vallecano,spain,2425
Chidera Ejuke,"€ 36,154","€ 1,880,000","€ 1,880,000",F,27,Nigeria,Sevilla,spain,2425
Portu,"€ 36,154","€ 1,880,000","€ 1,880,000",F,32,Spain,Girona,spain,2425
Álvaro Djaló,"€ 36,154","€ 1,880,000","€ 1,880,000",F,25,Spain,Athletic Club,spain,2425
Cristhian Mosquera,"€ 36,154","€ 1,880,000","€ 1,880,000",D,20,Spain,Valencia,spain,2425
Diego Conde,"€ 36,154","€ 1,880,000","€ 1,880,000",K,26,Spain,Villarreal,spain,2425
Rubén García,"€ 36,154","€ 1,880,000","€ 1,880,000",F,31,Spain,Osasuna,spain,2425
Nayef Aguerd,"€ 35,000","€ 1,820,000","€ 1,820,000",D,28,Morocco,Real Sociedad,spain,2425
Jesús Vallejo,"€ 34,615","€ 1,800,000","€ 1,800,000",D,28,Spain,Real Madrid,spain,2425
Valentin Rosier,"€ 34,231","€ 1,780,000","€ 1,780,000",D,28,France,Leganes,spain,2425
Toni Martínez,"€ 34,231","€ 1,780,000","€ 1,780,000",F,27,Spain,Alaves,spain,2425
Lucas Ocampos,"€ 32,692","€ 1,700,000","€ 1,700,000",F,30,Argentina,Sevilla,spain,2425
Unai Núñez,"€ 32,692","€ 1,700,000","€ 1,700,000",D,28,Spain,Athletic Club,spain,2425
Aimar Oroz,"€ 32,115","€ 1,670,000","€ 1,670,000",F,23,Spain,Osasuna,spain,2425
Alejandro Catena,"€ 32,115","€ 1,670,000","€ 1,670,000",D,30,Spain,Osasuna,spain,2425
Luka Romero,"€ 32,115","€ 1,670,000","€ 1,670,000",F,19,Argentina,Alaves,spain,2425
Alejandro Balde,"€ 32,115","€ 1,670,000","€ 1,670,000",D,21,Spain,Barcelona,spain,2425
Aitor Ruibal,"€ 31,923","€ 1,660,000","€ 1,660,000",D,28,Spain,Real Betis,spain,2425
Sergi Gómez,"€ 31,923","€ 1,660,000","€ 1,660,000",D,32,Spain,Espanyol,spain,2425
Pepelu,"€ 31,923","€ 1,660,000","€ 1,660,000",M,26,Spain,Valencia,spain,2425
Dimitri Foulquier,"€ 31,923","€ 1,660,000","€ 1,660,000",D,32,Guadeloupe,Valencia,spain,2425
Luka Sucic,"€ 31,923","€ 1,660,000","€ 1,660,000",M,22,Croatia,Real Sociedad,spain,2425
Unai López,"€ 31,923","€ 1,660,000","€ 1,660,000",M,29,Spain,Rayo Vallecano,spain,2425
Aihen Muñoz,"€ 31,923","€ 1,660,000","€ 1,660,000",D,27,Spain,Real Sociedad,spain,2425
Beñat Turrientes,"€ 31,923","€ 1,660,000","€ 1,660,000",M,23,Spain,Real Sociedad,spain,2425
Antonio Raíllo,"€ 31,538","€ 1,640,000","€ 1,640,000",D,33,Spain,Mallorca,spain,2425
Ilaix Moriba,"€ 31,154","€ 1,620,000","€ 1,620,000",M,22,Guinea,Celta Vigo,spain,2425
Kenedy,"€ 31,154","€ 1,620,000","€ 1,620,000",F,28,Brazil,Valladolid,spain,2425
Joseph Aidoo,"€ 30,769","€ 1,600,000","€ 1,600,000",D,29,Ghana,Valladolid,spain,2425
Borja Iglesias,"€ 30,769","€ 1,600,000","€ 1,600,000",F,32,Spain,Celta Vigo,spain,2425
Andoni Gorosabel,"€ 30,000","€ 1,560,000","€ 1,560,000",D,28,Spain,Athletic Club,spain,2425
Jaime Mata,"€ 30,000","€ 1,560,000","€ 1,560,000",F,36,Spain,Las Palmas,spain,2425
Joseph Aidoo,"€ 30,000","€ 1,560,000","€ 1,560,000",D,28,Ghana,Celta Vigo,spain,2425
Paulo Gazzaniga,"€ 30,000","€ 1,560,000","€ 1,560,000",K,33,Argentina,Girona,spain,2425
Tajon Buchanan,"€ 30,000","€ 1,560,000","€ 1,560,000",M,25,Canada,Villarreal,spain,2425
Carl Starfelt,"€ 30,000","€ 1,560,000","€ 1,560,000",D,29,Sweden,Celta Vigo,spain,2425
Pedro Díaz,"€ 30,000","€ 1,560,000","€ 1,560,000",M,26,Spain,Rayo Vallecano,spain,2425
Valentín Barco,"€ 30,000","€ 1,560,000","€ 1,560,000",D,20,Argentina,Sevilla,spain,2425
Antonio Sivera,"€ 30,000","€ 1,560,000","€ 1,560,000",K,28,Spain,Alaves,spain,2425
Stoichkov,"€ 30,000","€ 1,560,000","€ 1,560,000",F,30,Spain,Alaves,spain,2425
Sergi Canós,"€ 28,846","€ 1,500,000","€ 1,500,000",F,28,Spain,Valencia,spain,2425
Daley Sinkgraven,"€ 28,846","€ 1,500,000","€ 1,500,000",D,29,Netherlands,Las Palmas,spain,2425
Marcos André,"€ 28,846","€ 1,500,000","€ 1,500,000",F,28,Brazil,Valladolid,spain,2425
Stefan Bajcetic,"€ 28,846","€ 1,500,000","€ 1,500,000",M,20,Spain,Las Palmas,spain,2425
Anuar,"€ 28,846","€ 1,500,000","€ 1,500,000",F,30,Morocco,Valladolid,spain,2425
Alejo Veliz,"€ 28,846","€ 1,500,000","€ 1,500,000",F,21,Argentina,Espanyol,spain,2425
Giorgi Mamardashvili,"€ 28,846","€ 1,500,000","€ 1,500,000",K,24,Georgia,Valencia,spain,2425
Sandro Ramírez,"€ 28,654","€ 1,490,000","€ 1,490,000",F,29,Spain,Las Palmas,spain,2425
Jon Moncayola,"€ 28,077","€ 1,460,000","€ 1,460,000",M,26,Spain,Osasuna,spain,2425
Adrián,"€ 28,077","€ 1,460,000","€ 1,460,000",K,38,Spain,Real Betis,spain,2425
Andrei Rațiu,"€ 28,077","€ 1,460,000","€ 1,460,000",D,26,Romania,Rayo Vallecano,spain,2425
Beñat Prados,"€ 28,077","€ 1,460,000","€ 1,460,000",M,23,Spain,Athletic Club,spain,2425
