,EST. BASE SALARY,EST. BASE SALARY,EST. BASE SALARY,BIO,BIO,BIO,,data_country,data_season
PLAYER,"GROSS P/W
(EUR)","GROSS P/Y
(EUR)","ADJ. GROSS
(EUR)",POS.,AGE,COUNTRY,CLUB,,
Robert Lewandowski,"€ 442,308","€ 23,000,000","€ 26,042,366",F,32,Poland,Bayern Munich,germany,2021
Thomas Müller,"€ 384,615","€ 20,000,000","€ 22,645,536",F,31,Germany,Bayern Munich,germany,2021
Manuel Neuer,"€ 384,615","€ 20,000,000","€ 22,645,536",K,34,Germany,Bayern Munich,germany,2021
Lucas Hernández,"€ 288,462","€ 15,000,000","€ 16,984,152",D,24,France,Bayern Munich,germany,2021
Leroy Sané,"€ 288,462","€ 15,000,000","€ 16,984,152",F,24,Germany,Bayern Munich,germany,2021
Jérôme Boateng,"€ 230,769","€ 12,000,000","€ 13,587,322",D,32,Germany,Bayern Munich,germany,2021
Marco Reus,"€ 230,769","€ 12,000,000","€ 13,587,322",F,31,Germany,Borussia Dortmund,germany,2021
Alphonso Davies,"€ 216,346","€ 11,250,000","€ 12,738,114",D,19,Canada,Bayern Munich,germany,2021
Douglas Costa,"€ 201,923","€ 10,500,000","€ 11,888,906",F,30,Brazil,Bayern Munich,germany,2021
David Alaba,"€ 192,308","€ 10,000,000","€ 11,322,768",D,28,Austria,Bayern Munich,germany,2021
Mats Hummels,"€ 192,308","€ 10,000,000","€ 11,322,768",D,31,Germany,Borussia Dortmund,germany,2021
Leon Goretzka,"€ 192,308","€ 10,000,000","€ 11,322,768",M,25,Germany,Bayern Munich,germany,2021
Emre Can,"€ 163,462","€ 8,500,000","€ 9,624,353",M,26,Germany,Borussia Dortmund,germany,2021
Serge Gnabry,"€ 153,846","€ 8,000,000","€ 9,058,214",F,25,Germany,Bayern Munich,germany,2021
Kingsley Coman,"€ 153,846","€ 8,000,000","€ 9,058,214",F,24,France,Bayern Munich,germany,2021
Axel Witsel,"€ 153,846","€ 8,000,000","€ 9,058,214",M,31,Belgium,Borussia Dortmund,germany,2021
Erling Haaland,"€ 151,923","€ 7,900,000","€ 8,944,987",F,20,Norway,Borussia Dortmund,germany,2021
Joshua Kimmich,"€ 151,923","€ 7,900,000","€ 8,944,987",M,25,Germany,Bayern Munich,germany,2021
Thomas Meunier,"€ 144,231","€ 7,500,000","€ 8,492,076",D,29,Belgium,Borussia Dortmund,germany,2021
Julian Brandt,"€ 134,615","€ 7,000,000","€ 7,925,938",M,24,Germany,Borussia Dortmund,germany,2021
Corentin Tolisso,"€ 134,615","€ 7,000,000","€ 7,925,938",M,26,France,Bayern Munich,germany,2021
Niklas Süle,"€ 134,615","€ 7,000,000","€ 7,925,938",D,25,Germany,Bayern Munich,germany,2021
Emil Forsberg,"€ 126,923","€ 6,600,000","€ 7,473,027",F,28,Sweden,Leipzig,germany,2021
Javi Martínez,"€ 115,385","€ 6,000,000","€ 6,793,661",M,32,Spain,Bayern Munich,germany,2021
Sead Kolasinac,"€ 111,154","€ 5,780,000","€ 6,544,560",D,27,Bosnia-Herzegovina,Schalke 04,germany,2021
Krzysztof Piatek,"€ 108,846","€ 5,660,000","€ 6,408,687",F,25,Poland,Hertha Berlin,germany,2021
Péter Gulácsi,"€ 107,692","€ 5,600,000","€ 6,340,750",K,30,Hungary,Leipzig,germany,2021
Nabil Bentaleb,"€ 107,692","€ 5,600,000","€ 6,340,750",M,25,Algeria,Schalke 04,germany,2021
Maximilian Arnold,"€ 105,769","€ 5,500,000","€ 6,227,522",M,26,Germany,Wolfsburg,germany,2021
Raphaël Guerreiro,"€ 105,769","€ 5,500,000","€ 6,227,522",M,26,Portugal,Borussia Dortmund,germany,2021
Omar Mascarell,"€ 100,000","€ 5,200,000","€ 5,887,839",M,27,Spain,Schalke 04,germany,2021
Lukas Klostermann,"€ 100,000","€ 5,200,000","€ 5,887,839",D,24,Germany,Leipzig,germany,2021
Jamal Musiala,"€ 96,154","€ 5,000,000","€ 5,661,384",F,17,England,Bayern Munich,germany,2021
Alexander Nübel,"€ 96,154","€ 5,000,000","€ 5,661,384",K,24,Germany,Bayern Munich,germany,2021
Thorgan Hazard,"€ 96,154","€ 5,000,000","€ 5,661,384",F,27,Belgium,Borussia Dortmund,germany,2021
Benjamin Pavard,"€ 96,154","€ 5,000,000","€ 5,661,384",D,24,France,Bayern Munich,germany,2021
Thomas Delaney,"€ 96,154","€ 5,000,000","€ 5,661,384",M,29,Denmark,Borussia Dortmund,germany,2021
Nico Schulz,"€ 96,154","€ 5,000,000","€ 5,661,384",D,27,Germany,Borussia Dortmund,germany,2021
Karim Bellarabi,"€ 94,231","€ 4,900,000","€ 5,548,156",F,30,Germany,Bayer Leverkusen,germany,2021
Marcel Sabitzer,"€ 86,538","€ 4,500,000","€ 5,095,246",F,26,Austria,Leipzig,germany,2021
Dominik Szoboszlai,"€ 80,769","€ 4,200,000","€ 4,755,563",M,20,Hungary,Leipzig,germany,2021
Willi Orban,"€ 80,769","€ 4,200,000","€ 4,755,563",D,27,Hungary,Leipzig,germany,2021
Breel Embolo,"€ 80,769","€ 4,200,000","€ 4,755,563",F,23,Switzerland,Monchengladbach,germany,2021
Dani Olmo,"€ 80,769","€ 4,200,000","€ 4,755,563",F,22,Spain,Leipzig,germany,2021
Maximilian Philipp,"€ 76,923","€ 4,000,000","€ 4,529,107",F,26,Germany,Wolfsburg,germany,2021
Yussuf Poulsen,"€ 76,923","€ 4,000,000","€ 4,529,107",F,26,Denmark,Leipzig,germany,2021
Mahmoud Dahoud,"€ 76,923","€ 4,000,000","€ 4,529,107",M,24,Germany,Borussia Dortmund,germany,2021
Matija Nastasic,"€ 76,923","€ 4,000,000","€ 4,529,107",D,27,Serbia,Schalke 04,germany,2021
Mark Uth,"€ 76,923","€ 4,000,000","€ 4,529,107",F,29,Germany,Schalke 04,germany,2021
Yann Sommer,"€ 76,923","€ 4,000,000","€ 4,529,107",K,31,Switzerland,Monchengladbach,germany,2021
Koen Casteels,"€ 76,923","€ 4,000,000","€ 4,529,107",K,28,Belgium,Wolfsburg,germany,2021
John Anthony Brooks,"€ 75,962","€ 3,950,000","€ 4,472,493",D,27,United States,Wolfsburg,germany,2021
Diadié Samassékou,"€ 75,000","€ 3,900,000","€ 4,415,880",M,24,Mali,Hoffenheim,germany,2021
Sebastian Rudy,"€ 73,846","€ 3,840,000","€ 4,347,943",M,30,Germany,Hoffenheim,germany,2021
Benjamin Henrichs,"€ 73,077","€ 3,800,000","€ 4,302,652",D,23,Germany,Leipzig,germany,2021
Klaas-Jan Huntelaar,"€ 73,077","€ 3,800,000","€ 4,302,652",F,37,Netherlands,Schalke 04,germany,2021
Charles Aránguiz,"€ 72,692","€ 3,780,000","€ 4,280,006",M,31,Chile,Bayer Leverkusen,germany,2021
Sami Khedira,"€ 72,692","€ 3,780,000","€ 4,280,006",M,33,Germany,Hertha Berlin,germany,2021
Luka Jovic,"€ 72,500","€ 3,770,000","€ 4,268,684",F,23,Serbia,Eintracht Frankfurt,germany,2021
André Silva,"€ 71,154","€ 3,700,000","€ 4,189,424",F,24,Portugal,Eintracht Frankfurt,germany,2021
