,EST. BASE SALARY,EST. BASE SALARY,EST. BASE SALARY,BIO,BIO,BIO,,data_country,data_season
PLAYER,"GROSS P/W
(EUR)","GROSS P/Y
(EUR)","ADJ. GROSS
(EUR)",POS.,AGE,COUNTRY,CLUB,,
Eden Hazard,"€ 600,962","€ 31,250,000","€ 31,250,000",F,32,Belgium,Real Madrid,spain,2223
Vinicius Junior,"€ 480,769","€ 25,000,000","€ 25,000,000",F,22,Brazil,Real Madrid,spain,2223
Toni Kroos,"€ 468,846","€ 24,380,000","€ 24,380,000",M,33,Germany,Real Madrid,spain,2223
Sergio Busquets,"€ 461,538","€ 24,000,000","€ 24,000,000",M,34,Spain,Barcelona,spain,2223
Karim Benzema,"€ 461,538","€ 24,000,000","€ 24,000,000",F,35,France,Real Madrid,spain,2223
David Alaba,"€ 432,692","€ 22,500,000","€ 22,500,000",D,30,Austria,Real Madrid,spain,2223
Luka Modric,"€ 420,769","€ 21,880,000","€ 21,880,000",M,37,Croatia,Real Madrid,spain,2223
Jan Oblak,"€ 400,577","€ 20,830,000","€ 20,830,000",K,30,Slovenia,Atletico Madrid,spain,2223
Robert Lewandowski,"€ 400,577","€ 20,830,000","€ 20,830,000",F,34,Poland,Barcelona,spain,2223
Frenkie de Jong,"€ 346,154","€ 18,000,000","€ 18,000,000",M,25,Netherlands,Barcelona,spain,2223
Ousmane Dembélé,"€ 307,692","€ 16,000,000","€ 16,000,000",F,25,France,Barcelona,spain,2223
Koke,"€ 307,692","€ 16,000,000","€ 16,000,000",M,31,Spain,Atletico Madrid,spain,2223
Thibaut Courtois,"€ 288,462","€ 15,000,000","€ 15,000,000",K,30,Belgium,Real Madrid,spain,2223
Gerard Piqué,"€ 283,654","€ 14,750,000","€ 14,750,000",D,35,Spain,Barcelona,spain,2223
Antonio Rüdiger,"€ 280,385","€ 14,580,000","€ 14,580,000",D,29,Germany,Real Madrid,spain,2223
Ansu Fati,"€ 268,269","€ 13,950,000","€ 13,950,000",F,20,Spain,Barcelona,spain,2223
Jules Koundé,"€ 260,577","€ 13,550,000","€ 13,550,000",D,24,France,Barcelona,spain,2223
Álvaro Morata,"€ 260,385","€ 13,540,000","€ 13,540,000",F,30,Spain,Atletico Madrid,spain,2223
Yannick Carrasco,"€ 252,500","€ 13,130,000","€ 13,130,000",F,29,Belgium,Atletico Madrid,spain,2223
Raphinha,"€ 240,385","€ 12,500,000","€ 12,500,000",F,26,Brazil,Barcelona,spain,2223
Antoine Griezmann,"€ 240,385","€ 12,500,000","€ 12,500,000",F,31,France,Atletico Madrid,spain,2223
Aurélien Tchouameni,"€ 240,385","€ 12,500,000","€ 12,500,000",M,23,France,Real Madrid,spain,2223
Saúl Ñíguez,"€ 230,769","€ 12,000,000","€ 12,000,000",M,28,Spain,Atletico Madrid,spain,2223
Nacho Fernández,"€ 220,385","€ 11,460,000","€ 11,460,000",D,33,Spain,Real Madrid,spain,2223
Iñaki Williams,"€ 219,231","€ 11,400,000","€ 11,400,000",F,28,Ghana,Athletic Club,spain,2223
Jordi Alba,"€ 203,077","€ 10,560,000","€ 10,560,000",D,33,Spain,Barcelona,spain,2223
Memphis Depay,"€ 200,385","€ 10,420,000","€ 10,420,000",F,28,Netherlands,Barcelona,spain,2223
Dani Ceballos,"€ 200,385","€ 10,420,000","€ 10,420,000",M,26,Spain,Real Madrid,spain,2223
Daniel Carvajal,"€ 200,385","€ 10,420,000","€ 10,420,000",D,31,Spain,Real Madrid,spain,2223
Ferland Mendy,"€ 200,385","€ 10,420,000","€ 10,420,000",D,27,France,Real Madrid,spain,2223
Ferran Torres,"€ 192,308","€ 10,000,000","€ 10,000,000",F,22,Spain,Barcelona,spain,2223
Marco Asensio,"€ 189,038","€ 9,830,000","€ 9,830,000",F,27,Spain,Real Madrid,spain,2223
