,EST. BASE SALARY,EST. BASE SALARY,EST. BASE SALARY,BIO,BIO,BIO,,data_country,data_season
Dejan Kulusevski,"€ 127,432","€ 6,626,456","€ 6,626,456",F,22,Sweden,Tottenham,england,2223
Jorginho,"€ 127,432","€ 6,626,456","€ 6,626,456",M,30,Italy,Chelsea,england,2223
James Maddison,"€ 127,432","€ 6,626,456","€ 6,626,456",F,26,England,Leicester,england,2223
Arthur,"€ 127,432","€ 6,626,456","€ 6,626,456",M,26,Brazil,Liverpool,england,2223
Jorginho,"€ 127,432","€ 6,626,456","€ 6,626,456",M,31,Italy,Arsenal,england,2223
Antony,"€ 121,640","€ 6,325,254","€ 6,325,254",F,22,Brazil,Manchester United,england,2223
João Moutinho,"€ 115,847","€ 6,024,051","€ 6,024,051",M,36,Portugal,Wolverhampton,england,2223
Leon Bailey,"€ 115,847","€ 6,024,051","€ 6,024,051",F,25,Jamaica,Aston Villa,england,2223
Joel Matip,"€ 115,847","€ 6,024,051","€ 6,024,051",D,31,Cameroon,Liverpool,england,2223
Eddie Nketiah,"€ 115,847","€ 6,024,051","€ 6,024,051",F,23,England,Arsenal,england,2223
Pierre-Emile Höjbjerg,"€ 115,847","€ 6,024,051","€ 6,024,051",M,27,Denmark,Tottenham,england,2223
Hugo Lloris,"€ 115,847","€ 6,024,051","€ 6,024,051",K,36,France,Tottenham,england,2223
James Ward-Prowse,"€ 115,847","€ 6,024,051","€ 6,024,051",M,28,England,Southampton,england,2223
Ederson,"€ 115,847","€ 6,024,051","€ 6,024,051",K,29,Brazil,Manchester City,england,2223
Jonny Evans,"€ 115,847","€ 6,024,051","€ 6,024,051",D,35,Northern Ireland,Leicester,england,2223
Gabriel Magalhães,"€ 115,847","€ 6,024,051","€ 6,024,051",D,25,Brazil,Arsenal,england,2223
Diego Carlos,"€ 115,847","€ 6,024,051","€ 6,024,051",D,29,Brazil,Aston Villa,england,2223
Carney Chukwuemeka,"€ 115,847","€ 6,024,051","€ 6,024,051",M,19,England,Chelsea,england,2223
Hakim Ziyech,"€ 115,847","€ 6,024,051","€ 6,024,051",F,29,Morocco,Chelsea,england,2223
Mateo Kovacic,"€ 115,847","€ 6,024,051","€ 6,024,051",M,28,Croatia,Chelsea,england,2223
Mykhailo Mudryk,"€ 115,847","€ 6,024,051","€ 6,024,051",F,22,Ukraine,Chelsea,england,2223
Dean Henderson,"€ 115,847","€ 6,024,051","€ 6,024,051",K,25,England,Nottingham Forest,england,2223
Amadou Onana,"€ 115,847","€ 6,024,051","€ 6,024,051",M,21,Belgium,Everton,england,2223
Julián Álvarez,"€ 115,847","€ 6,024,051","€ 6,024,051",F,23,Argentina,Manchester City,england,2223
Rodrigo,"€ 115,847","€ 6,024,051","€ 6,024,051",F,31,Spain,Leeds,england,2223
Dominic Calvert-Lewin,"€ 115,847","€ 6,024,051","€ 6,024,051",F,25,England,Everton,england,2223
Raúl Jiménez,"€ 115,847","€ 6,024,051","€ 6,024,051",F,31,Mexico,Wolverhampton,england,2223
Matt Targett,"€ 115,847","€ 6,024,051","€ 6,024,051",D,27,England,Newcastle,england,2223
James Tarkowski,"€ 115,847","€ 6,024,051","€ 6,024,051",D,30,England,Everton,england,2223
Tyrone Mings,"€ 115,847","€ 6,024,051","€ 6,024,051",D,29,England,Aston Villa,england,2223
Emerson,"€ 110,055","€ 5,722,849","€ 5,722,849",D,28,Italy,West Ham,england,2223
Sven Botman,"€ 104,262","€ 5,421,646","€ 5,421,646",D,23,Netherlands,Newcastle,england,2223
Odsonne Edouard,"€ 104,262","€ 5,421,646","€ 5,421,646",F,25,France,Crystal Palace,england,2223
Adam Lallana,"€ 104,262","€ 5,421,646","€ 5,421,646",F,34,England,Brighton,england,2223
Aaron Wan-Bissaka,"€ 104,262","€ 5,421,646","€ 5,421,646",D,25,England,Manchester United,england,2223
Benoît Badiashile,"€ 104,262","€ 5,421,646","€ 5,421,646",D,21,France,Chelsea,england,2223
Lucas Moura,"€ 104,262","€ 5,421,646","€ 5,421,646",F,30,Brazil,Tottenham,england,2223
Denis Zakaria,"€ 104,262","€ 5,421,646","€ 5,421,646",M,26,Switzerland,Chelsea,england,2223
Richarlison,"€ 104,262","€ 5,421,646","€ 5,421,646",F,25,Brazil,Tottenham,england,2223
Pablo Sarabia,"€ 104,262","€ 5,421,646","€ 5,421,646",F,30,Spain,Wolverhampton,england,2223
Benjamin Mendy,"€ 104,262","€ 5,421,646","€ 5,421,646",D,28,France,Manchester City,england,2223
Nathan Aké,"€ 104,262","€ 5,421,646","€ 5,421,646",D,27,Netherlands,Manchester City,england,2223
Layvin Kurzawa,"€ 104,262","€ 5,421,646","€ 5,421,646",D,30,France,Fulham,england,2223
Bernd Leno,"€ 104,262","€ 5,421,646","€ 5,421,646",K,30,Germany,Fulham,england,2223
Jack Harrison,"€ 104,262","€ 5,421,646","€ 5,421,646",F,26,England,Leeds,england,2223
Leander Dendoncker,"€ 104,262","€ 5,421,646","€ 5,421,646",M,27,Belgium,Aston Villa,england,2223
Keylor Navas,"€ 104,262","€ 5,421,646","€ 5,421,646",K,36,Costa Rica,Nottingham Forest,england,2223
Gonçalo Guedes,"€ 104,262","€ 5,421,646","€ 5,421,646",F,25,Portugal,Wolverhampton,england,2223
Leandro Trossard,"€ 104,262","€ 5,421,646","€ 5,421,646",F,28,Belgium,Arsenal,england,2223
Gianluca Scamacca,"€ 104,262","€ 5,421,646","€ 5,421,646",F,24,Italy,West Ham,england,2223
Diogo Dalot,"€ 98,470","€ 5,120,444","€ 5,120,444",D,24,Portugal,Manchester United,england,2223
Pedro Porro,"€ 98,470","€ 5,120,444","€ 5,120,444",D,23,Spain,Tottenham,england,2223
Matheus Nunes,"€ 98,470","€ 5,120,444","€ 5,120,444",M,24,Portugal,Wolverhampton,england,2223
Eric Dier,"€ 98,470","€ 5,120,444","€ 5,120,444",D,29,England,Tottenham,england,2223
Joelinton,"€ 98,470","€ 5,120,444","€ 5,120,444",F,26,Brazil,Newcastle,england,2223
Joe Gomez,"€ 98,470","€ 5,120,444","€ 5,120,444",D,25,England,Liverpool,england,2223
Michail Antonio,"€ 98,470","€ 5,120,444","€ 5,120,444",F,32,Jamaica,West Ham,england,2223
Jesse Lingard,"€ 92,678","€ 4,819,241","€ 4,819,241",F,30,England,Nottingham Forest,england,2223
Chris Wood,"€ 92,678","€ 4,819,241","€ 4,819,241",F,30,New Zealand,Newcastle,england,2223
Chris Wood,"€ 92,678","€ 4,819,241","€ 4,819,241",F,31,New Zealand,Nottingham Forest,england,2223
Joe Willock,"€ 92,678","€ 4,819,241","€ 4,819,241",M,23,England,Newcastle,england,2223
Joachim Andersen,"€ 92,678","€ 4,819,241","€ 4,819,241",D,26,Denmark,Crystal Palace,england,2223
Felipe,"€ 92,678","€ 4,819,241","€ 4,819,241",D,33,Brazil,Nottingham Forest,england,2223
Mislav Orsic,"€ 92,678","€ 4,819,241","€ 4,819,241",F,30,Croatia,Southampton,england,2223
Morgan Gibbs-White,"€ 92,678","€ 4,819,241","€ 4,819,241",F,23,England,Nottingham Forest,england,2223
Mason Mount,"€ 92,678","€ 4,819,241","€ 4,819,241",F,24,England,Chelsea,england,2223
Nathaniel Clyne,"€ 92,678","€ 4,819,241","€ 4,819,241",D,31,England,Crystal Palace,england,2223
Ricardo Pereira,"€ 92,678","€ 4,819,241","€ 4,819,241",D,29,Portugal,Leicester,england,2223
Salomón Rondón,"€ 92,678","€ 4,819,241","€ 4,819,241",F,32,Venezuela,Everton,england,2223
Thilo Kehrer,"€ 92,678","€ 4,819,241","€ 4,819,241",D,26,Germany,West Ham,england,2223
Boubakary Soumaré,"€ 92,678","€ 4,819,241","€ 4,819,241",M,23,France,Leicester,england,2223
Michael Keane,"€ 92,678","€ 4,819,241","€ 4,819,241",D,30,England,Everton,england,2223
Ryan Bertrand,"€ 92,678","€ 4,819,241","€ 4,819,241",D,33,England,Leicester,england,2223
Matty Cash,"€ 92,678","€ 4,819,241","€ 4,819,241",D,25,Poland,Aston Villa,england,2223
Kelechi Iheanacho,"€ 92,678","€ 4,819,241","€ 4,819,241",F,26,Nigeria,Leicester,england,2223
Ben Davies,"€ 92,678","€ 4,819,241","€ 4,819,241",D,29,Wales,Tottenham,england,2223
Nélson Semedo,"€ 92,678","€ 4,819,241","€ 4,819,241",D,29,Portugal,Wolverhampton,england,2223
Aleksandar Mitrovic,"€ 92,678","€ 4,819,241","€ 4,819,241",F,28,Serbia,Fulham,england,2223
Bertrand Traoré,"€ 90,227","€ 4,691,809","€ 4,691,809",F,27,Burkina Faso,Aston Villa,england,2223
Dennis Praet,"€ 86,885","€ 4,518,038","€ 4,518,038",M,28,Belgium,Leicester,england,2223
Jonjo Shelvey,"€ 86,885","€ 4,518,038","€ 4,518,038",M,30,England,Nottingham Forest,england,2223
Fraser Forster,"€ 86,885","€ 4,518,038","€ 4,518,038",K,34,England,Tottenham,england,2223
Vicente Guaita,"€ 86,885","€ 4,518,038","€ 4,518,038",K,36,Spain,Crystal Palace,england,2223
Lewis Dunk,"€ 86,885","€ 4,518,038","€ 4,518,038",D,31,England,Brighton,england,2223
Cédric Soares,"€ 86,885","€ 4,518,038","€ 4,518,038",D,31,Portugal,Fulham,england,2223
Rodrigo Bentancur,"€ 86,885","€ 4,518,038","€ 4,518,038",M,25,Uruguay,Tottenham,england,2223
Phil Jones,"€ 86,885","€ 4,518,038","€ 4,518,038",D,30,England,Manchester United,england,2223
Weston McKennie,"€ 86,885","€ 4,518,038","€ 4,518,038",M,24,United States,Leeds,england,2223
Patson Daka,"€ 86,885","€ 4,518,038","€ 4,518,038",F,24,Zambia,Leicester,england,2223
Luka Milivojevic,"€ 86,885","€ 4,518,038","€ 4,518,038",M,31,Serbia,Crystal Palace,england,2223
Wilfred Ndidi,"€ 86,885","€ 4,518,038","€ 4,518,038",M,26,Nigeria,Leicester,england,2223
Cédric Soares,"€ 86,885","€ 4,518,038","€ 4,518,038",D,31,Portugal,Arsenal,england,2223
Theo Walcott,"€ 86,885","€ 4,518,038","€ 4,518,038",F,33,England,Southampton,england,2223
Ollie Watkins,"€ 86,885","€ 4,518,038","€ 4,518,038",F,27,England,Aston Villa,england,2223
Mason Greenwood,"€ 86,885","€ 4,518,038","€ 4,518,038",F,21,England,Manchester United,england,2223
Tyrell Malacia,"€ 86,885","€ 4,518,038","€ 4,518,038",D,23,Netherlands,Manchester United,england,2223
Ben Godfrey,"€ 86,885","€ 4,518,038","€ 4,518,038",D,25,England,Everton,england,2223
Douglas Luiz,"€ 86,885","€ 4,518,038","€ 4,518,038",M,24,Brazil,Aston Villa,england,2223
Emiliano Buendía,"€ 86,885","€ 4,518,038","€ 4,518,038",F,26,Argentina,Aston Villa,england,2223
Jacob Ramsey,"€ 81,093","€ 4,216,836","€ 4,216,836",M,21,England,Aston Villa,england,2223
Jonjo Shelvey,"€ 81,093","€ 4,216,836","€ 4,216,836",M,30,England,Newcastle,england,2223
Jannik Vestergaard,"€ 81,093","€ 4,216,836","€ 4,216,836",D,30,Denmark,Leicester,england,2223
Issa Diop,"€ 81,093","€ 4,216,836","€ 4,216,836",D,26,France,Fulham,england,2223
Georginio Rutter,"€ 81,093","€ 4,216,836","€ 4,216,836",F,20,France,Leeds,england,2223
Angelo Ogbonna,"€ 81,093","€ 4,216,836","€ 4,216,836",D,34,Italy,West Ham,england,2223
Aaron Hickey,"€ 81,093","€ 4,216,836","€ 4,216,836",D,20,Scotland,Brentford,england,2223
Allan Saint-Maximin,"€ 81,093","€ 4,216,836","€ 4,216,836",F,25,France,Newcastle,england,2223
Alex Iwobi,"€ 81,093","€ 4,216,836","€ 4,216,836",F,26,Nigeria,Everton,england,2223
Manuel Lanzini,"€ 81,093","€ 4,216,836","€ 4,216,836",F,29,Argentina,West Ham,england,2223
Ibrahima Konaté,"€ 81,093","€ 4,216,836","€ 4,216,836",D,23,France,Liverpool,england,2223
Mason Holgate,"€ 81,093","€ 4,216,836","€ 4,216,836",D,26,England,Everton,england,2223
Patrick Bamford,"€ 81,093","€ 4,216,836","€ 4,216,836",F,29,England,Leeds,england,2223
Joe Aribo,"€ 81,093","€ 4,216,836","€ 4,216,836",F,26,Nigeria,Southampton,england,2223
Lukasz Fabianski,"€ 75,301","€ 3,915,633","€ 3,915,633",K,37,Poland,West Ham,england,2223
Tomas Soucek,"€ 75,301","€ 3,915,633","€ 3,915,633",M,27,Czech Republic,West Ham,england,2223
Matt Doherty,"€ 75,301","€ 3,915,633","€ 3,915,633",D,30,Ireland,Tottenham,england,2223
Davinson Sánchez,"€ 75,301","€ 3,915,633","€ 3,915,633",D,26,Colombia,Tottenham,england,2223
Pablo Fornals,"€ 75,301","€ 3,915,633","€ 3,915,633",F,26,Spain,West Ham,england,2223
Timothy Castagne,"€ 75,301","€ 3,915,633","€ 3,915,633",D,27,Belgium,Leicester,england,2223
Maxwel Cornet,"€ 75,301","€ 3,915,633","€ 3,915,633",F,26,Cote d'Ivoire,West Ham,england,2223
Pascal Groß,"€ 75,301","€ 3,915,633","€ 3,915,633",M,31,Germany,Brighton,england,2223
Luis Sinisterra,"€ 75,301","€ 3,915,633","€ 3,915,633",F,23,Colombia,Leeds,england,2223
Moussa Djenepo,"€ 75,301","€ 3,915,633","€ 3,915,633",F,24,Mali,Southampton,england,2223
Brandon Williams,"€ 75,301","€ 3,915,633","€ 3,915,633",D,22,England,Manchester United,england,2223
Nathaniel Phillips,"€ 75,301","€ 3,915,633","€ 3,915,633",D,25,England,Liverpool,england,2223
Stuart Armstrong,"€ 75,301","€ 3,915,633","€ 3,915,633",M,30,Scotland,Southampton,england,2223
Sasa Lukic,"€ 72,984","€ 3,795,152","€ 3,795,152",M,26,Serbia,Fulham,england,2223
Renan Lodi,"€ 69,508","€ 3,614,431","€ 3,614,431",D,24,Brazil,Nottingham Forest,england,2223
Moisés Caicedo,"€ 69,508","€ 3,614,431","€ 3,614,431",M,21,Ecuador,Brighton,england,2223
Jan Bednarek,"€ 69,508","€ 3,614,431","€ 3,614,431",D,26,Poland,Aston Villa,england,2223
Jarrod Bowen,"€ 69,508","€ 3,614,431","€ 3,614,431",F,26,England,West Ham,england,2223
Nick Pope,"€ 69,508","€ 3,614,431","€ 3,614,431",K,30,England,Newcastle,england,2223
Miguel Almirón,"€ 69,508","€ 3,614,431","€ 3,614,431",F,28,Paraguay,Newcastle,england,2223
Junior Firpo,"€ 69,508","€ 3,614,431","€ 3,614,431",D,26,Dominican Republic,Leeds,england,2223
Daniel Podence,"€ 69,508","€ 3,614,431","€ 3,614,431",F,27,Portugal,Wolverhampton,england,2223
Matheus Cunha,"€ 69,508","€ 3,614,431","€ 3,614,431",F,23,Brazil,Wolverhampton,england,2223
Declan Rice,"€ 69,508","€ 3,614,431","€ 3,614,431",M,24,England,West Ham,england,2223
Mohamed Elyounoussi,"€ 69,508","€ 3,614,431","€ 3,614,431",F,28,Norway,Southampton,england,2223
Cheick Doucouré,"€ 69,508","€ 3,614,431","€ 3,614,431",M,23,Mali,Crystal Palace,england,2223
Adrián,"€ 69,508","€ 3,614,431","€ 3,614,431",K,36,Spain,Liverpool,england,2223
Reiss Nelson,"€ 69,508","€ 3,614,431","€ 3,614,431",F,23,England,Arsenal,england,2223
Scott McTominay,"€ 69,508","€ 3,614,431","€ 3,614,431",M,26,Scotland,Manchester United,england,2223
Anthony Gordon,"€ 69,508","€ 3,614,431","€ 3,614,431",F,21,England,Newcastle,england,2223
Jan Bednarek,"€ 69,508","€ 3,614,431","€ 3,614,431",D,26,Poland,Southampton,england,2223
James Milner,"€ 69,508","€ 3,614,431","€ 3,614,431",M,37,England,Liverpool,england,2223
Vitaliy Mykolenko,"€ 67,191","€ 3,493,950","€ 3,493,950",D,23,Ukraine,Everton,england,2223
Jakub Kiwior,"€ 67,191","€ 3,493,950","€ 3,493,950",D,22,Poland,Arsenal,england,2223
Stefan Ortega Moreno,"€ 63,716","€ 3,313,228","€ 3,313,228",K,30,Germany,Manchester City,england,2223
Boubacar Traoré,"€ 63,716","€ 3,313,228","€ 3,313,228",M,21,Mali,Wolverhampton,england,2223
Adama Traoré,"€ 63,716","€ 3,313,228","€ 3,313,228",F,27,Spain,Wolverhampton,england,2223
Saïd Benrahma,"€ 63,716","€ 3,313,228","€ 3,313,228",F,27,Algeria,West Ham,england,2223
Jefferson Lerma,"€ 63,716","€ 3,313,228","€ 3,313,228",M,28,Colombia,Bournemouth,england,2223
Ben Mee,"€ 63,716","€ 3,313,228","€ 3,313,228",D,33,England,Brentford,england,2223
Yves Bissouma,"€ 63,716","€ 3,313,228","€ 3,313,228",M,26,Mali,Tottenham,england,2223
Ryan Sessegnon,"€ 63,716","€ 3,313,228","€ 3,313,228",M,22,England,Tottenham,england,2223
Adam Webster,"€ 63,716","€ 3,313,228","€ 3,313,228",D,28,England,Brighton,england,2223
Danny Welbeck,"€ 63,716","€ 3,313,228","€ 3,313,228",F,32,England,Brighton,england,2223
Ibrahima Diallo,"€ 63,716","€ 3,313,228","€ 3,313,228",M,23,France,Southampton,england,2223
Adam Armstrong,"€ 63,716","€ 3,313,228","€ 3,313,228",F,25,England,Southampton,england,2223
Edouard Mendy,"€ 63,716","€ 3,313,228","€ 3,313,228",K,30,Senegal,Chelsea,england,2223
Chris Richards,"€ 63,716","€ 3,313,228","€ 3,313,228",D,22,United States,Crystal Palace,england,2223
