,EST. BASE SALARY,EST. BASE SALARY,EST. BASE SALARY,BIO,BIO,BIO,,data_country,data_season
Timothée Kolodziejczak,"€ 27,885","€ 1,450,000","€ 1,600,155",D,29,France,St-Etienne,france,2021
Mexer,"€ 27,692","€ 1,440,000","€ 1,589,119",D,32,Mozambique,Bordeaux,france,2021
Jonathan Bamba,"€ 27,692","€ 1,440,000","€ 1,589,119",F,24,France,Lille,france,2021
Jordan Ferri,"€ 27,692","€ 1,440,000","€ 1,589,119",M,28,France,Montpellier,france,2021
Jean Lucas,"€ 27,692","€ 1,440,000","€ 1,589,119",M,22,Brazil,Brest,france,2021
Pablo,"€ 27,692","€ 1,440,000","€ 1,589,119",D,29,Brazil,Bordeaux,france,2021
Jonathan Ikoné,"€ 27,692","€ 1,440,000","€ 1,589,119",F,22,France,Lille,france,2021
Xeka,"€ 27,692","€ 1,440,000","€ 1,589,119",M,25,Portugal,Lille,france,2021
Boubacar Kamara,"€ 27,692","€ 1,440,000","€ 1,589,119",M,20,France,Marseille,france,2021
Luiz Araújo,"€ 27,692","€ 1,440,000","€ 1,589,119",F,24,Brazil,Lille,france,2021
Flavien Tait,"€ 27,692","€ 1,440,000","€ 1,589,119",F,27,France,Rennes,france,2021
Jonas Martin,"€ 27,692","€ 1,440,000","€ 1,589,119",M,30,France,Rennes,france,2021
Mike Maignan,"€ 27,692","€ 1,440,000","€ 1,589,119",K,25,France,Lille,france,2021
Andy Delort,"€ 27,692","€ 1,440,000","€ 1,589,119",F,29,Algeria,Montpellier,france,2021
Ui-jo Hwang,"€ 27,692","€ 1,440,000","€ 1,589,119",F,28,South Korea,Bordeaux,france,2021
Jean Lucas,"€ 27,692","€ 1,440,000","€ 1,589,119",M,22,Brazil,Lyon,france,2021
Damien Le Tallec,"€ 26,923","€ 1,400,000","€ 1,544,977",M,30,France,Montpellier,france,2021
Guillermo Maripán,"€ 26,923","€ 1,400,000","€ 1,544,977",D,26,Chile,Monaco,france,2021
Denis Bouanga,"€ 25,769","€ 1,340,000","€ 1,478,764",F,25,Gabon,St-Etienne,france,2021
Nicolas Pallois,"€ 25,385","€ 1,320,000","€ 1,456,692",D,33,France,Nantes,france,2021
Florentino,"€ 25,385","€ 1,320,000","€ 1,456,692",M,21,Portugal,Monaco,france,2021
Loris Benito,"€ 25,385","€ 1,320,000","€ 1,456,692",D,28,Switzerland,Bordeaux,france,2021
Rémi Oudin,"€ 25,385","€ 1,320,000","€ 1,456,692",F,23,France,Bordeaux,france,2021
Téji Savanier,"€ 25,385","€ 1,320,000","€ 1,456,692",M,28,France,Montpellier,france,2021
Gaëtan Laborde,"€ 25,385","€ 1,320,000","€ 1,456,692",F,26,France,Montpellier,france,2021
Martin Terrier,"€ 24,808","€ 1,290,000","€ 1,423,586",F,23,France,Rennes,france,2021
Daniele Rugani,"€ 24,808","€ 1,290,000","€ 1,423,586",D,26,Italy,Rennes,france,2021
Radoslaw Majecki,"€ 23,654","€ 1,230,000","€ 1,357,373",K,20,Poland,Monaco,france,2021
Ibrahim Amadou,"€ 23,462","€ 1,220,000","€ 1,346,337",M,27,France,Angers,france,2021
Ruben Aguilar,"€ 23,462","€ 1,220,000","€ 1,346,337",D,27,France,Monaco,france,2021
Myziane Maolida,"€ 23,269","€ 1,210,000","€ 1,335,301",F,21,France,Nice,france,2021
Alexis Claude-Maurice,"€ 23,077","€ 1,200,000","€ 1,324,266",F,22,France,Nice,france,2021
Jeff Reine-Adélaïde,"€ 23,077","€ 1,200,000","€ 1,324,266",M,22,France,Nice,france,2021
Paul Bernardoni,"€ 23,077","€ 1,200,000","€ 1,324,266",K,23,France,Angers,france,2021
Jean-Kévin Augustin,"€ 23,077","€ 1,200,000","€ 1,324,266",F,23,France,Nantes,france,2021
Hatem Ben Arfa,"€ 23,077","€ 1,200,000","€ 1,324,266",F,33,France,Bordeaux,france,2021
Jonas Omlin,"€ 22,115","€ 1,150,000","€ 1,269,088",K,26,Switzerland,Montpellier,france,2021
Pietro Pellegri,"€ 22,115","€ 1,150,000","€ 1,269,088",F,19,Italy,Monaco,france,2021
Bruno Ecuele Manga,"€ 21,923","€ 1,140,000","€ 1,258,053",D,32,Gabon,Dijon,france,2021
Yassine Benzia,"€ 21,923","€ 1,140,000","€ 1,258,053",F,26,Algeria,Dijon,france,2021
Fodé Ballo-Touré,"€ 21,731","€ 1,130,000","€ 1,247,017",D,23,France,Monaco,france,2021
Hiroki Sakai,"€ 21,154","€ 1,100,000","€ 1,213,910",D,30,Japan,Marseille,france,2021
Stanley Nsoki,"€ 20,769","€ 1,080,000","€ 1,191,839",D,21,France,Nice,france,2021
Andrei Girotto,"€ 20,769","€ 1,080,000","€ 1,191,839",D,28,Brazil,Nantes,france,2021
Gabriel Silva,"€ 20,769","€ 1,080,000","€ 1,191,839",D,29,Brazil,St-Etienne,france,2021
Loïs Diony,"€ 20,769","€ 1,080,000","€ 1,191,839",F,27,France,Angers,france,2021
Matz Sels,"€ 20,769","€ 1,080,000","€ 1,191,839",K,28,Belgium,Strasbourg,france,2021
Youssouf Sabaly,"€ 20,769","€ 1,080,000","€ 1,191,839",D,27,Senegal,Bordeaux,france,2021
Tino Kadewere,"€ 20,769","€ 1,080,000","€ 1,191,839",F,24,Zimbabwe,Lyon,france,2021
Yusuf Yazici,"€ 20,192","€ 1,050,000","€ 1,158,733",F,23,Turkey,Lille,france,2021
Gaël Kakuta,"€ 20,000","€ 1,040,000","€ 1,147,697",F,29,Democratic Republic of the Congo,Lens,france,2021
Walter Benítez,"€ 19,808","€ 1,030,000","€ 1,136,662",K,27,Argentina,Nice,france,2021
Henry Onyekuru,"€ 19,808","€ 1,030,000","€ 1,136,662",F,23,Nigeria,Monaco,france,2021
Alban Lafont,"€ 19,615","€ 1,020,000","€ 1,125,626",K,21,France,Nantes,france,2021
Romain Hamouma,"€ 19,615","€ 1,020,000","€ 1,125,626",F,33,France,St-Etienne,france,2021
Sven Botman,"€ 19,615","€ 1,020,000","€ 1,125,626",D,20,Netherlands,Lille,france,2021
Julian Pollersbeck,"€ 19,423","€ 1,010,000","€ 1,114,590",K,26,Germany,Lyon,france,2021
Colin Dagba,"€ 19,231","€ 1,000,000","€ 1,103,555",D,22,France,PSG,france,2021
Aurélien Tchouaméni,"€ 19,231","€ 1,000,000","€ 1,103,555",M,20,France,Monaco,france,2021
Leonardo Balerdi,"€ 19,038","€ 990,000","€ 1,092,519",D,21,Argentina,Marseille,france,2021
Didier Ndong,"€ 18,462","€ 960,000","€ 1,059,413",M,26,Gabon,Dijon,france,2021
Valon Berisha,"€ 18,462","€ 960,000","€ 1,059,413",M,27,Kosovo,Reims,france,2021
Yunis Abdelhamid,"€ 18,462","€ 960,000","€ 1,059,413",D,33,Morocco,Reims,france,2021
Ludovic Blas,"€ 18,462","€ 960,000","€ 1,059,413",F,22,France,Nantes,france,2021
Stefan Mitrovic,"€ 18,462","€ 960,000","€ 1,059,413",D,30,Serbia,Strasbourg,france,2021
Dennis Appiah,"€ 18,462","€ 960,000","€ 1,059,413",D,28,France,Nantes,france,2021
Anthony Briancon,"€ 18,462","€ 960,000","€ 1,059,413",D,25,France,Nimes,france,2021
Pape Abou Cissé,"€ 18,269","€ 950,000","€ 1,048,377",D,25,Senegal,St-Etienne,france,2021
Nemanja Radonjic,"€ 18,077","€ 940,000","€ 1,037,342",F,24,Serbia,Marseille,france,2021
Jean-Eudes Aholou,"€ 17,885","€ 930,000","€ 1,026,306",M,26,Cote d'Ivoire,Strasbourg,france,2021
Panagiotis Retsos,"€ 17,885","€ 930,000","€ 1,026,306",D,22,Greece,St-Etienne,france,2021
Pape Cheikh,"€ 17,500","€ 910,000","€ 1,004,235",M,23,Senegal,Dijon,france,2021
Terem Moffi,"€ 17,308","€ 900,000","€ 993,199",F,21,Nigeria,Lorient,france,2021
Ronaël Pierre-Gabriel,"€ 17,308","€ 900,000","€ 993,199",D,22,France,Brest,france,2021
Sébastien Corchia,"€ 17,308","€ 900,000","€ 993,199",D,29,France,Nantes,france,2021
Renaud Emond,"€ 17,308","€ 900,000","€ 993,199",F,28,Belgium,Nantes,france,2021
Zeki Celik,"€ 17,308","€ 900,000","€ 993,199",D,23,Turkey,Lille,france,2021
Anthony Limbombe,"€ 17,308","€ 900,000","€ 993,199",F,26,Belgium,Nantes,france,2021
Luis Henrique,"€ 17,115","€ 890,000","€ 982,164",F,18,Brazil,Marseille,france,2021
Jérémy Pied,"€ 16,923","€ 880,000","€ 971,128",D,31,France,Lille,france,2021
Olivier Ntcham,"€ 16,731","€ 870,000","€ 960,093",M,24,France,Marseille,france,2021
Vito Mannone,"€ 16,538","€ 860,000","€ 949,057",K,32,Italy,Monaco,france,2021
Djamel Eddine Benlamri,"€ 16,538","€ 860,000","€ 949,057",D,30,Algeria,Lyon,france,2021
Kévin N'Doram,"€ 16,154","€ 840,000","€ 926,986",M,24,France,Metz,france,2021
Alexander Djiku,"€ 16,154","€ 840,000","€ 926,986",D,26,Ghana,Strasbourg,france,2021
Dylan Bronn,"€ 16,154","€ 840,000","€ 926,986",D,25,Tunisia,Metz,france,2021
Opa Nguette,"€ 16,154","€ 840,000","€ 926,986",F,26,Senegal,Metz,france,2021
Sanjin Prcic,"€ 16,154","€ 840,000","€ 926,986",M,26,Bosnia-Herzegovina,Strasbourg,france,2021
Stéphane Bahoken,"€ 16,154","€ 840,000","€ 926,986",F,28,Cameroon,Angers,france,2021
Kenny Lala,"€ 16,154","€ 840,000","€ 926,986",D,29,France,Strasbourg,france,2021
Steve Mounié,"€ 16,154","€ 840,000","€ 926,986",F,26,Benin,Brest,france,2021
Vincent Pajot,"€ 16,154","€ 840,000","€ 926,986",M,30,France,Metz,france,2021
Lamine Koné,"€ 16,154","€ 840,000","€ 926,986",D,31,Cote d'Ivoire,Strasbourg,france,2021
Yacine Adli,"€ 15,962","€ 830,000","€ 915,951",F,20,France,Bordeaux,france,2021
Dalbert,"€ 15,577","€ 810,000","€ 893,879",D,27,Brazil,Rennes,france,2021
Franco Tongya,"€ 15,385","€ 800,000","€ 882,844",F,18,Italy,Marseille,france,2021
Eduardo Camavinga,"€ 15,385","€ 800,000","€ 882,844",M,17,France,Rennes,france,2021
Ludovic Ajorque,"€ 15,000","€ 780,000","€ 860,773",F,26,France,Strasbourg,france,2021
Jean-Clair Todibo,"€ 15,000","€ 780,000","€ 860,773",D,21,France,Nice,france,2021
Thomas Mangani,"€ 15,000","€ 780,000","€ 860,773",M,33,France,Angers,france,2021
Ignatius Ganago,"€ 15,000","€ 780,000","€ 860,773",F,21,Cameroon,Lens,france,2021
Fábio,"€ 15,000","€ 780,000","€ 860,773",D,30,Brazil,Nantes,france,2021
Ismaël Traoré,"€ 15,000","€ 780,000","€ 860,773",D,34,Cote d'Ivoire,Angers,france,2021
Jordan Lotomba,"€ 14,615","€ 760,000","€ 838,702",D,22,Switzerland,Nice,france,2021
Moussa Konaté,"€ 14,231","€ 740,000","€ 816,631",F,27,Senegal,Dijon,france,2021
Pedro Chirivella,"€ 13,846","€ 720,000","€ 794,560",M,23,Spain,Nantes,france,2021
Jonathan Clauss,"€ 13,846","€ 720,000","€ 794,560",D,28,France,Lens,france,2021
Anastasios Donis,"€ 13,846","€ 720,000","€ 794,560",F,24,Greece,Reims,france,2021
Thomas Foket,"€ 13,846","€ 720,000","€ 794,560",D,26,Belgium,Reims,france,2021
Axel Disasi,"€ 13,846","€ 720,000","€ 794,560",D,22,Democratic Republic of the Congo,Monaco,france,2021
Saïdou Sow,"€ 13,846","€ 720,000","€ 794,560",D,18,Guinea,St-Etienne,france,2021
Predrag Rajkovic,"€ 13,846","€ 720,000","€ 794,560",K,24,Serbia,Reims,france,2021
Boubakary Soumaré,"€ 13,846","€ 720,000","€ 794,560",M,21,France,Lille,france,2021
Melvin Bard,"€ 13,654","€ 710,000","€ 783,524",D,19,France,Lyon,france,2021
Zaydou Youssouf,"€ 13,462","€ 700,000","€ 772,488",M,21,France,St-Etienne,france,2021
Strahinja Pavlovic,"€ 13,462","€ 700,000","€ 772,488",D,19,Serbia,Monaco,france,2021
Timothy Weah,"€ 13,462","€ 700,000","€ 772,488",F,20,United States,Lille,france,2021
Arbër Zeneli,"€ 13,462","€ 700,000","€ 772,488",F,25,Kosovo,Reims,france,2021
Farid Boulaya,"€ 13,462","€ 700,000","€ 772,488",F,27,Algeria,Metz,france,2021
Romain Salin,"€ 13,269","€ 690,000","€ 761,453",K,36,France,Rennes,france,2021
Souleyman Doumbia,"€ 13,077","€ 680,000","€ 750,417",D,24,Cote d'Ivoire,Angers,france,2021
Youssef Aït Bennasser,"€ 12,885","€ 670,000","€ 739,382",M,24,Morocco,Monaco,france,2021
Romain Del Castillo,"€ 12,885","€ 670,000","€ 739,382",F,24,France,Rennes,france,2021
Robson Bambu,"€ 12,692","€ 660,000","€ 728,346",D,22,Brazil,Nice,france,2021
Álvaro González,"€ 12,692","€ 660,000","€ 728,346",D,30,Spain,Marseille,france,2021
Paul Lasne,"€ 12,692","€ 660,000","€ 728,346",M,31,France,Brest,france,2021
Christophe Hérelle,"€ 12,692","€ 660,000","€ 728,346",D,28,France,Brest,france,2021
Junior Sambia,"€ 12,500","€ 650,000","€ 717,311",M,24,France,Montpellier,france,2021
Keagan Dolly,"€ 12,308","€ 640,000","€ 706,275",F,27,South Africa,Montpellier,france,2021
Jérémy Morel,"€ 12,115","€ 630,000","€ 695,240",D,36,Madagascar,Lorient,france,2021
Romain Thomas,"€ 12,115","€ 630,000","€ 695,240",D,32,France,Angers,france,2021
Maxence Caqueret,"€ 12,115","€ 630,000","€ 695,240",M,20,France,Lyon,france,2021
Roger Assalé,"€ 12,115","€ 630,000","€ 695,240",F,26,Cote d'Ivoire,Dijon,france,2021
Youssouf Fofana,"€ 12,115","€ 630,000","€ 695,240",M,21,France,Monaco,france,2021
Racine Coly,"€ 11,923","€ 620,000","€ 684,204",D,24,Senegal,Nice,france,2021
Romain Philippoteaux,"€ 11,923","€ 620,000","€ 684,204",F,32,France,Brest,france,2021
Heriberto Tavares,"€ 11,731","€ 610,000","€ 673,168",F,23,Portugal,Brest,france,2021
Sinaly Diomandé,"€ 11,731","€ 610,000","€ 673,168",D,19,Cote d'Ivoire,Lyon,france,2021
Dimitri Liénard,"€ 11,731","€ 610,000","€ 673,168",M,32,France,Strasbourg,france,2021
Habib Diallo,"€ 11,731","€ 610,000","€ 673,168",F,25,Senegal,Strasbourg,france,2021
Samuel Kalu,"€ 11,731","€ 610,000","€ 673,168",F,23,Nigeria,Bordeaux,france,2021
Lucas Deaux,"€ 11,538","€ 600,000","€ 662,133",M,31,France,Nimes,france,2021
Ibrahima Niane,"€ 11,538","€ 600,000","€ 662,133",F,21,Senegal,Metz,france,2021
Mounir Chouiar,"€ 11,538","€ 600,000","€ 662,133",F,21,France,Dijon,france,2021
Habib Maïga,"€ 11,538","€ 600,000","€ 662,133",M,24,Cote d'Ivoire,Metz,france,2021
Aaron Leya Iseka,"€ 11,538","€ 600,000","€ 662,133",F,23,Belgium,Metz,france,2021
Franck Honorat,"€ 11,538","€ 600,000","€ 662,133",M,24,France,Brest,france,2021
Willem Geubbels,"€ 11,538","€ 600,000","€ 662,133",F,19,France,Monaco,france,2021
Angelo Fulgini,"€ 11,538","€ 600,000","€ 662,133",M,24,France,Angers,france,2021
Imran Louza,"€ 11,538","€ 600,000","€ 662,133",M,21,France,Nantes,france,2021
Alexandre Letellier,"€ 11,538","€ 600,000","€ 662,133",K,29,France,PSG,france,2021
Renaud Ripart,"€ 11,538","€ 600,000","€ 662,133",M,27,France,Nimes,france,2021
Cenk Özkacar,"€ 11,346","€ 590,000","€ 651,097",D,20,Turkey,Lyon,france,2021
Elhadji Pape Diaw,"€ 11,346","€ 590,000","€ 651,097",D,25,Senegal,Angers,france,2021
Paul Nardi,"€ 11,154","€ 580,000","€ 640,062",K,26,France,Lorient,france,2021
Samuel Grandsir,"€ 11,154","€ 580,000","€ 640,062",F,24,France,Monaco,france,2021
Yohann Pelé,"€ 11,154","€ 580,000","€ 640,062",K,37,France,Marseille,france,2021
Fabien Lemoine,"€ 11,154","€ 580,000","€ 640,062",M,33,France,Lorient,france,2021
Benoît Badiashile,"€ 11,154","€ 580,000","€ 640,062",D,19,France,Monaco,france,2021
Arnaud Nordin,"€ 11,154","€ 580,000","€ 640,062",F,22,France,St-Etienne,france,2021
Bersant Celina,"€ 10,962","€ 570,000","€ 629,026",F,24,Kosovo,Dijon,france,2021
Mateo Pavlovic,"€ 10,962","€ 570,000","€ 629,026",D,30,Croatia,Angers,france,2021
Majeed Waris,"€ 10,962","€ 570,000","€ 629,026",F,29,Ghana,Strasbourg,france,2021
Mehdi Abeid,"€ 10,962","€ 570,000","€ 629,026",M,28,Algeria,Nantes,france,2021
Xavier Chavalerin,"€ 10,769","€ 560,000","€ 617,991",M,29,France,Reims,france,2021
Miguel Trauco,"€ 10,769","€ 560,000","€ 617,991",D,28,Peru,St-Etienne,france,2021
Sylvain Marveaux,"€ 10,769","€ 560,000","€ 617,991",F,34,France,Lorient,france,2021
