,EST. BASE SALARY,EST. BASE SALARY,EST. BASE SALARY,BIO,BIO,BIO,,data_country,data_season
Leonardo Spinazzola,"€ 106,923","€ 5,560,000","€ 5,560,000",D,29,Italy,Roma,italy,2223
Alessandro Florenzi,"€ 106,923","€ 5,560,000","€ 5,560,000",D,31,Italy,AC Milan,italy,2223
Manuel Locatelli,"€ 106,923","€ 5,560,000","€ 5,560,000",M,25,Italy,Juventus,italy,2223
Victor Osimhen,"€ 104,808","€ 5,450,000","€ 5,450,000",F,24,Nigeria,Napoli,italy,2223
Alessandro Bastoni,"€ 99,808","€ 5,190,000","€ 5,190,000",D,23,Italy,Inter Milan,italy,2223
Bryan Cristante,"€ 99,808","€ 5,190,000","€ 5,190,000",M,28,Italy,Roma,italy,2223
Hirving Lozano,"€ 98,654","€ 5,130,000","€ 5,130,000",F,27,Mexico,Napoli,italy,2223
Danilo,"€ 98,654","€ 5,130,000","€ 5,130,000",D,31,Brazil,Juventus,italy,2223
Divock Origi,"€ 98,654","€ 5,130,000","€ 5,130,000",F,27,Belgium,AC Milan,italy,2223
Theo Hernández,"€ 98,654","€ 5,130,000","€ 5,130,000",D,25,France,AC Milan,italy,2223
Henrikh Mkhitaryan,"€ 93,654","€ 4,870,000","€ 4,870,000",F,34,Armenia,Inter Milan,italy,2223
Samir Handanovic,"€ 89,038","€ 4,630,000","€ 4,630,000",K,38,Slovenia,Inter Milan,italy,2223
Robin Gosens,"€ 89,038","€ 4,630,000","€ 4,630,000",M,28,Germany,Inter Milan,italy,2223
Sandro Tonali,"€ 89,038","€ 4,630,000","€ 4,630,000",M,22,Italy,AC Milan,italy,2223
Federico Fazio,"€ 89,038","€ 4,630,000","€ 4,630,000",D,35,Argentina,Salernitana,italy,2223
Min-jae Kim,"€ 89,038","€ 4,630,000","€ 4,630,000",D,26,South Korea,Napoli,italy,2223
Nicolò Zaniolo,"€ 89,038","€ 4,630,000","€ 4,630,000",F,23,Italy,Roma,italy,2223
Tiemoué Bakayoko,"€ 89,038","€ 4,630,000","€ 4,630,000",M,28,France,AC Milan,italy,2223
Giacomo Raspadori,"€ 89,038","€ 4,630,000","€ 4,630,000",F,22,Italy,Napoli,italy,2223
Luis Alberto,"€ 89,038","€ 4,630,000","€ 4,630,000",M,30,Spain,Lazio,italy,2223
Ante Rebic,"€ 86,346","€ 4,490,000","€ 4,490,000",F,29,Croatia,AC Milan,italy,2223
Arkadiusz Milik,"€ 86,346","€ 4,490,000","€ 4,490,000",F,28,Poland,Juventus,italy,2223
Olivier Giroud,"€ 86,346","€ 4,490,000","€ 4,490,000",F,36,France,AC Milan,italy,2223
Fikayo Tomori,"€ 86,346","€ 4,490,000","€ 4,490,000",D,25,England,AC Milan,italy,2223
Chris Smalling,"€ 86,346","€ 4,490,000","€ 4,490,000",D,33,England,Roma,italy,2223
Andrea Pinamonti,"€ 85,385","€ 4,440,000","€ 4,440,000",F,23,Italy,Sassuolo,italy,2223
Andrea Belotti,"€ 85,385","€ 4,440,000","€ 4,440,000",F,29,Italy,Roma,italy,2223
Giovanni Di Lorenzo,"€ 85,385","€ 4,440,000","€ 4,440,000",D,29,Italy,Napoli,italy,2223
Matteo Politano,"€ 78,269","€ 4,070,000","€ 4,070,000",F,29,Italy,Napoli,italy,2223
Andrea Petagna,"€ 78,269","€ 4,070,000","€ 4,070,000",F,27,Italy,Monza,italy,2223
Elseid Hysaj,"€ 78,269","€ 4,070,000","€ 4,070,000",D,28,Albania,Lazio,italy,2223
Rick Karsdorp,"€ 78,269","€ 4,070,000","€ 4,070,000",D,27,Netherlands,Roma,italy,2223
Mário Rui,"€ 74,808","€ 3,890,000","€ 3,890,000",D,31,Portugal,Napoli,italy,2223
André Onana,"€ 74,038","€ 3,850,000","€ 3,850,000",K,26,Cameroon,Inter Milan,italy,2223
Krzysztof Piatek,"€ 74,038","€ 3,850,000","€ 3,850,000",F,27,Poland,Salernitana,italy,2223
Aaron Ramsey,"€ 74,038","€ 3,850,000","€ 3,850,000",M,31,Wales,Juventus,italy,2223
Moise Kean,"€ 74,038","€ 3,850,000","€ 3,850,000",F,22,Italy,Juventus,italy,2223
Rui Patrício,"€ 74,038","€ 3,850,000","€ 3,850,000",K,34,Portugal,Roma,italy,2223
Federico Dimarco,"€ 71,154","€ 3,700,000","€ 3,700,000",D,25,Italy,Inter Milan,italy,2223
Davide Calabria,"€ 71,154","€ 3,700,000","€ 3,700,000",D,26,Italy,AC Milan,italy,2223
Andrea Conti,"€ 71,154","€ 3,700,000","€ 3,700,000",D,28,Italy,Sampdoria,italy,2223
Merih Demiral,"€ 71,154","€ 3,700,000","€ 3,700,000",D,24,Turkey,Atalanta,italy,2223
Alex Meret,"€ 71,154","€ 3,700,000","€ 3,700,000",K,25,Italy,Napoli,italy,2223
Stefano Sensi,"€ 71,154","€ 3,700,000","€ 3,700,000",M,27,Italy,Monza,italy,2223
Danilo D'Ambrosio,"€ 71,154","€ 3,700,000","€ 3,700,000",D,34,Italy,Inter Milan,italy,2223
Mike Maignan,"€ 69,038","€ 3,590,000","€ 3,590,000",K,27,France,AC Milan,italy,2223
Stanislav Lobotka,"€ 69,038","€ 3,590,000","€ 3,590,000",M,28,Slovakia,Napoli,italy,2223
Mattia Zaccagni,"€ 67,692","€ 3,520,000","€ 3,520,000",F,27,Italy,Lazio,italy,2223
André Zambo Anguissa,"€ 66,538","€ 3,460,000","€ 3,460,000",M,27,Cameroon,Napoli,italy,2223
Marko Arnautovic,"€ 66,538","€ 3,460,000","€ 3,460,000",F,33,Austria,Bologna,italy,2223
Matías Vecino,"€ 64,038","€ 3,330,000","€ 3,330,000",M,31,Uruguay,Lazio,italy,2223
Adam Marusic,"€ 64,038","€ 3,330,000","€ 3,330,000",D,30,Montenegro,Lazio,italy,2223
Giovanni Simeone,"€ 64,038","€ 3,330,000","€ 3,330,000",F,27,Argentina,Napoli,italy,2223
Marash Kumbulla,"€ 64,038","€ 3,330,000","€ 3,330,000",D,22,Albania,Roma,italy,2223
Duván Zapata,"€ 64,038","€ 3,330,000","€ 3,330,000",F,31,Colombia,Atalanta,italy,2223
Amir Rrahmani,"€ 61,731","€ 3,210,000","€ 3,210,000",D,29,Kosovo,Napoli,italy,2223
Filip Kostić,"€ 61,731","€ 3,210,000","€ 3,210,000",M,30,Serbia,Juventus,italy,2223
Weston McKennie,"€ 61,731","€ 3,210,000","€ 3,210,000",M,24,United States,Juventus,italy,2223
Luka Jović,"€ 61,731","€ 3,210,000","€ 3,210,000",F,25,Serbia,Fiorentina,italy,2223
Nicolás González,"€ 61,731","€ 3,210,000","€ 3,210,000",F,24,Argentina,Fiorentina,italy,2223
Nikola Vlasic,"€ 61,731","€ 3,210,000","€ 3,210,000",F,25,Croatia,Torino,italy,2223
Denzel Dumfries,"€ 61,731","€ 3,210,000","€ 3,210,000",M,26,Netherlands,Inter Milan,italy,2223
Matteo Darmian,"€ 61,731","€ 3,210,000","€ 3,210,000",D,33,Italy,Inter Milan,italy,2223
Diego Demme,"€ 61,731","€ 3,210,000","€ 3,210,000",M,31,Germany,Napoli,italy,2223
Pedro,"€ 61,731","€ 3,210,000","€ 3,210,000",F,35,Spain,Lazio,italy,2223
Arthur,"€ 61,731","€ 3,210,000","€ 3,210,000",M,26,Brazil,Juventus,italy,2223
Tanguy Ndombélé,"€ 61,731","€ 3,210,000","€ 3,210,000",M,26,France,Napoli,italy,2223
Manuel Lazzari,"€ 60,577","€ 3,150,000","€ 3,150,000",D,29,Italy,Lazio,italy,2223
Armando Izzo,"€ 60,577","€ 3,150,000","€ 3,150,000",D,30,Italy,Monza,italy,2223
Simone Verdi,"€ 60,577","€ 3,150,000","€ 3,150,000",F,30,Italy,Hellas Verona,italy,2223
Antonio Sanabria,"€ 56,923","€ 2,960,000","€ 2,960,000",F,26,Paraguay,Torino,italy,2223
Rolando Mandragora,"€ 56,923","€ 2,960,000","€ 2,960,000",M,25,Italy,Fiorentina,italy,2223
Juan Musso,"€ 56,923","€ 2,960,000","€ 2,960,000",K,28,Argentina,Atalanta,italy,2223
Charles De Ketelaere,"€ 54,231","€ 2,820,000","€ 2,820,000",F,21,Belgium,AC Milan,italy,2223
Felipe Anderson,"€ 54,231","€ 2,820,000","€ 2,820,000",F,29,Brazil,Lazio,italy,2223
Giacomo Bonaventura,"€ 53,462","€ 2,780,000","€ 2,780,000",M,33,Italy,Fiorentina,italy,2223
Ricardo Rodríguez,"€ 53,462","€ 2,780,000","€ 2,780,000",D,30,Switzerland,Torino,italy,2223
Danilo Cataldi,"€ 53,462","€ 2,780,000","€ 2,780,000",M,28,Italy,Lazio,italy,2223
Jérémie Boga,"€ 53,462","€ 2,780,000","€ 2,780,000",F,26,Cote d'Ivoire,Atalanta,italy,2223
Mattia Perin,"€ 53,462","€ 2,780,000","€ 2,780,000",K,30,Italy,Juventus,italy,2223
Mattia De Sciglio,"€ 53,462","€ 2,780,000","€ 2,780,000",D,30,Italy,Juventus,italy,2223
Roberto Gagliardini,"€ 53,462","€ 2,780,000","€ 2,780,000",M,28,Italy,Inter Milan,italy,2223
Rade Krunic,"€ 53,462","€ 2,780,000","€ 2,780,000",M,29,Bosnia-Herzegovina,AC Milan,italy,2223
Antonin Barak,"€ 53,462","€ 2,780,000","€ 2,780,000",F,28,Czech Republic,Fiorentina,italy,2223
Aleksey Miranchuk,"€ 53,462","€ 2,780,000","€ 2,780,000",F,27,Russia,Torino,italy,2223
Francesco Acerbi,"€ 53,462","€ 2,780,000","€ 2,780,000",D,34,Italy,Inter Milan,italy,2223
Gaetano Castrovilli,"€ 49,808","€ 2,590,000","€ 2,590,000",M,25,Italy,Fiorentina,italy,2223
Karol Linetty,"€ 49,808","€ 2,590,000","€ 2,590,000",M,27,Poland,Torino,italy,2223
Marlon,"€ 49,231","€ 2,560,000","€ 2,560,000",D,27,Brazil,Monza,italy,2223
Zeki Celik,"€ 49,231","€ 2,560,000","€ 2,560,000",D,25,Turkey,Roma,italy,2223
Pierre Kalulu,"€ 49,231","€ 2,560,000","€ 2,560,000",D,22,France,AC Milan,italy,2223
Éderson,"€ 49,231","€ 2,560,000","€ 2,560,000",M,23,Brazil,Atalanta,italy,2223
Marin Pongracic,"€ 48,077","€ 2,500,000","€ 2,500,000",D,25,Croatia,Lecce,italy,2223
Luca Pellegrini,"€ 46,346","€ 2,410,000","€ 2,410,000",D,23,Italy,Lazio,italy,2223
Marco Benassi,"€ 46,346","€ 2,410,000","€ 2,410,000",M,28,Italy,Cremonese,italy,2223
Antonio Candreva,"€ 46,346","€ 2,410,000","€ 2,410,000",M,35,Italy,Salernitana,italy,2223
Alfred Duncan,"€ 46,346","€ 2,410,000","€ 2,410,000",M,29,Ghana,Fiorentina,italy,2223
Marco Benassi,"€ 46,346","€ 2,410,000","€ 2,410,000",M,27,Italy,Fiorentina,italy,2223
Luis Muriel,"€ 44,423","€ 2,310,000","€ 2,310,000",F,31,Colombia,Atalanta,italy,2223
Florian Thauvin,"€ 44,423","€ 2,310,000","€ 2,310,000",F,30,France,Udinese,italy,2223
Ademola Lookman,"€ 44,423","€ 2,310,000","€ 2,310,000",F,25,Nigeria,Atalanta,italy,2223
Federico Bonazzoli,"€ 42,692","€ 2,220,000","€ 2,220,000",F,25,Italy,Salernitana,italy,2223
Mohamed Fares,"€ 42,692","€ 2,220,000","€ 2,220,000",M,26,Algeria,Lazio,italy,2223
Patric,"€ 42,692","€ 2,220,000","€ 2,220,000",D,29,Spain,Lazio,italy,2223
Christian Kouamé,"€ 42,692","€ 2,220,000","€ 2,220,000",F,25,Cote d'Ivoire,Fiorentina,italy,2223
Cristiano Biraghi,"€ 42,692","€ 2,220,000","€ 2,220,000",D,30,Italy,Fiorentina,italy,2223
Viktor Kovalenko,"€ 42,692","€ 2,220,000","€ 2,220,000",F,26,Ukraine,Spezia,italy,2223
Stefan Radu,"€ 42,692","€ 2,220,000","€ 2,220,000",D,36,Romania,Lazio,italy,2223
Dalbert,"€ 42,692","€ 2,220,000","€ 2,220,000",D,29,Brazil,Inter Milan,italy,2223
Jonathan Ikoné,"€ 41,923","€ 2,180,000","€ 2,180,000",F,24,France,Fiorentina,italy,2223
Arthur Cabral,"€ 41,923","€ 2,180,000","€ 2,180,000",F,24,Brazil,Fiorentina,italy,2223
Khvicha Kvaratskhelia,"€ 39,423","€ 2,050,000","€ 2,050,000",F,21,Georgia,Napoli,italy,2223
Nicola Sansone,"€ 39,423","€ 2,050,000","€ 2,050,000",F,31,Italy,Bologna,italy,2223
Roberto Soriano,"€ 39,423","€ 2,050,000","€ 2,050,000",F,31,Italy,Bologna,italy,2223
Josip Brekalo,"€ 39,423","€ 2,050,000","€ 2,050,000",F,24,Croatia,Fiorentina,italy,2223
Toma Basic,"€ 39,423","€ 2,050,000","€ 2,050,000",M,26,Croatia,Lazio,italy,2223
Pablo Marí,"€ 39,423","€ 2,050,000","€ 2,050,000",D,29,Spain,Monza,italy,2223
Soualiho Meïté,"€ 39,231","€ 2,040,000","€ 2,040,000",M,28,France,Cremonese,italy,2223
Riccardo Orsolini,"€ 39,231","€ 2,040,000","€ 2,040,000",F,26,Italy,Bologna,italy,2223
Mathías Olivera,"€ 36,923","€ 1,920,000","€ 1,920,000",D,25,Uruguay,Napoli,italy,2223
Sofyan Amrabat,"€ 36,923","€ 1,920,000","€ 1,920,000",M,26,Morocco,Fiorentina,italy,2223
Eljif Elmas,"€ 36,923","€ 1,920,000","€ 1,920,000",M,23,North Macedonia,Napoli,italy,2223
Simon Kjaer,"€ 36,923","€ 1,920,000","€ 1,920,000",D,33,Denmark,AC Milan,italy,2223
Brahim Díaz,"€ 36,923","€ 1,920,000","€ 1,920,000",F,23,Spain,AC Milan,italy,2223
Dodô,"€ 36,923","€ 1,920,000","€ 1,920,000",D,24,Brazil,Fiorentina,italy,2223
Junior Sambia,"€ 36,923","€ 1,920,000","€ 1,920,000",D,26,France,Salernitana,italy,2223
Teun Koopmeiners,"€ 36,923","€ 1,920,000","€ 1,920,000",M,24,Netherlands,Atalanta,italy,2223
Gary Medel,"€ 36,923","€ 1,920,000","€ 1,920,000",M,35,Chile,Bologna,italy,2223
Eldor Shomurodov,"€ 36,923","€ 1,920,000","€ 1,920,000",F,27,Uzbekistan,Spezia,italy,2223
Aster Vranckx,"€ 36,923","€ 1,920,000","€ 1,920,000",M,20,Belgium,AC Milan,italy,2223
Eldor Shomurodov,"€ 36,923","€ 1,920,000","€ 1,920,000",F,27,Uzbekistan,Roma,italy,2223
Roger Ibañez,"€ 36,923","€ 1,920,000","€ 1,920,000",D,24,Brazil,Roma,italy,2223
Valentino Lazaro,"€ 36,923","€ 1,920,000","€ 1,920,000",D,26,Austria,Torino,italy,2223
Zlatan Ibrahimović,"€ 36,923","€ 1,920,000","€ 1,920,000",F,41,Sweden,AC Milan,italy,2223
Nicolò Casale,"€ 35,577","€ 1,850,000","€ 1,850,000",D,24,Italy,Lazio,italy,2223
Matteo Cancellieri,"€ 35,577","€ 1,850,000","€ 1,850,000",F,20,Italy,Lazio,italy,2223
Ivan Provedel,"€ 35,577","€ 1,850,000","€ 1,850,000",K,28,Italy,Lazio,italy,2223
Alex Ferrari,"€ 35,577","€ 1,850,000","€ 1,850,000",D,28,Italy,Cremonese,italy,2223
Nicolò Rovella,"€ 35,577","€ 1,850,000","€ 1,850,000",M,20,Italy,Juventus,italy,2223
Nicolò Fagioli,"€ 35,577","€ 1,850,000","€ 1,850,000",M,21,Italy,Juventus,italy,2223
Andrea Consigli,"€ 35,577","€ 1,850,000","€ 1,850,000",K,36,Italy,Sassuolo,italy,2223
Federico Gatti,"€ 35,577","€ 1,850,000","€ 1,850,000",D,24,Italy,Juventus,italy,2223
Yann Karamoh,"€ 35,577","€ 1,850,000","€ 1,850,000",F,24,Cote d'Ivoire,Torino,italy,2223
Ionut Radu,"€ 35,577","€ 1,850,000","€ 1,850,000",K,25,Romania,Cremonese,italy,2223
Samuele Ricci,"€ 35,577","€ 1,850,000","€ 1,850,000",M,21,Italy,Torino,italy,2223
Andrea Cambiaso,"€ 35,577","€ 1,850,000","€ 1,850,000",D,22,Italy,Bologna,italy,2223
Rafael Tolói,"€ 35,577","€ 1,850,000","€ 1,850,000",D,32,Italy,Atalanta,italy,2223
Marten de Roon,"€ 35,577","€ 1,850,000","€ 1,850,000",M,31,Netherlands,Atalanta,italy,2223
Marco Silvestri,"€ 35,577","€ 1,850,000","€ 1,850,000",K,31,Italy,Udinese,italy,2223
Sebastiano Luperto,"€ 35,577","€ 1,850,000","€ 1,850,000",D,26,Italy,Empoli,italy,2223
Mario Pasalic,"€ 35,577","€ 1,850,000","€ 1,850,000",F,27,Croatia,Atalanta,italy,2223
Nicolò Rovella,"€ 35,577","€ 1,850,000","€ 1,850,000",M,21,Italy,Monza,italy,2223
Alessio Cragno,"€ 35,577","€ 1,850,000","€ 1,850,000",K,28,Italy,Monza,italy,2223
Tommaso Pobega,"€ 35,577","€ 1,850,000","€ 1,850,000",M,23,Italy,AC Milan,italy,2223
Giulio Maggiore,"€ 35,577","€ 1,850,000","€ 1,850,000",M,24,Italy,Salernitana,italy,2223
Lorenzo Tonelli,"€ 35,577","€ 1,850,000","€ 1,850,000",D,33,Italy,Empoli,italy,2223
Alex Ferrari,"€ 35,577","€ 1,850,000","€ 1,850,000",D,28,Italy,Sampdoria,italy,2223
Junior Messias,"€ 35,577","€ 1,850,000","€ 1,850,000",F,31,Brazil,AC Milan,italy,2223
Riccardo Saponara,"€ 35,577","€ 1,850,000","€ 1,850,000",F,31,Italy,Fiorentina,italy,2223
Kevin Bonifazi,"€ 35,577","€ 1,850,000","€ 1,850,000",D,26,Italy,Bologna,italy,2223
Juan Jesus,"€ 35,577","€ 1,850,000","€ 1,850,000",D,31,Brazil,Napoli,italy,2223
Etrit Berisha,"€ 35,577","€ 1,850,000","€ 1,850,000",K,33,Albania,Torino,italy,2223
Ola Aina,"€ 35,577","€ 1,850,000","€ 1,850,000",D,26,Nigeria,Torino,italy,2223
Boulaye Dia,"€ 34,423","€ 1,790,000","€ 1,790,000",F,26,Senegal,Salernitana,italy,2223
Perr Schuurs,"€ 34,423","€ 1,790,000","€ 1,790,000",D,23,Netherlands,Torino,italy,2223
Gonzalo Escalante,"€ 34,423","€ 1,790,000","€ 1,790,000",M,29,Argentina,Cremonese,italy,2223
Omar Colley,"€ 33,846","€ 1,760,000","€ 1,760,000",D,29,The Gambia,Sampdoria,italy,2223
Lukasz Skorupski,"€ 32,115","€ 1,670,000","€ 1,670,000",K,31,Poland,Bologna,italy,2223
Nicolas Haas,"€ 32,115","€ 1,670,000","€ 1,670,000",M,27,Switzerland,Empoli,italy,2223
Jean-Daniel Akpa Akpro,"€ 32,115","€ 1,670,000","€ 1,670,000",M,30,Cote d'Ivoire,Empoli,italy,2223
Raoul Bellanova,"€ 32,115","€ 1,670,000","€ 1,670,000",D,22,Italy,Inter Milan,italy,2223
Dimitrios Nikolaou,"€ 32,115","€ 1,670,000","€ 1,670,000",D,24,Greece,Spezia,italy,2223
Lorenzo De Silvestri,"€ 32,115","€ 1,670,000","€ 1,670,000",D,34,Italy,Bologna,italy,2223
Luigi Sepe,"€ 32,115","€ 1,670,000","€ 1,670,000",K,31,Italy,Salernitana,italy,2223
Davide Zappacosta,"€ 32,115","€ 1,670,000","€ 1,670,000",D,30,Italy,Atalanta,italy,2223
Gianluca Caprari,"€ 32,115","€ 1,670,000","€ 1,670,000",F,29,Italy,Monza,italy,2223
Diego Llorente,"€ 31,731","€ 1,650,000","€ 1,650,000",D,29,Spain,Roma,italy,2223
Santiago Ascacíbar,"€ 30,769","€ 1,600,000","€ 1,600,000",M,25,Argentina,Cremonese,italy,2223
William Troost-Ekong,"€ 30,577","€ 1,590,000","€ 1,590,000",D,29,Nigeria,Salernitana,italy,2223
Grégoire Defrel,"€ 30,192","€ 1,570,000","€ 1,570,000",F,31,Martinique,Sassuolo,italy,2223
Ciprian Tatarusanu,"€ 29,615","€ 1,540,000","€ 1,540,000",K,36,Romania,AC Milan,italy,2223
Nedim Bajrami,"€ 29,615","€ 1,540,000","€ 1,540,000",F,23,Albania,Sassuolo,italy,2223
Matías Viña,"€ 29,615","€ 1,540,000","€ 1,540,000",D,24,Uruguay,Roma,italy,2223
Mady Camara,"€ 29,615","€ 1,540,000","€ 1,540,000",M,25,Guinea,Roma,italy,2223
Kaio Jorge,"€ 29,615","€ 1,540,000","€ 1,540,000",F,21,Brazil,Juventus,italy,2223
Ivan Ilić,"€ 29,615","€ 1,540,000","€ 1,540,000",M,21,Serbia,Torino,italy,2223
Gonzalo Villar,"€ 29,615","€ 1,540,000","€ 1,540,000",M,24,Spain,Sampdoria,italy,2223
Leo Östigard,"€ 29,615","€ 1,540,000","€ 1,540,000",D,23,Norway,Napoli,italy,2223
Ante Coric,"€ 29,615","€ 1,540,000","€ 1,540,000",F,25,Croatia,Roma,italy,2223
Nedim Bajrami,"€ 29,615","€ 1,540,000","€ 1,540,000",F,23,Albania,Empoli,italy,2223
Hans Hateboer,"€ 28,462","€ 1,480,000","€ 1,480,000",D,29,Netherlands,Atalanta,italy,2223
Emil Audero,"€ 28,462","€ 1,480,000","€ 1,480,000",K,26,Italy,Sampdoria,italy,2223
Matteo Gabbia,"€ 28,462","€ 1,480,000","€ 1,480,000",D,23,Italy,AC Milan,italy,2223
Francesco Caputo,"€ 28,462","€ 1,480,000","€ 1,480,000",F,35,Italy,Empoli,italy,2223
Filip Djuricic,"€ 28,462","€ 1,480,000","€ 1,480,000",F,31,Serbia,Sampdoria,italy,2223
Francesco Caputo,"€ 28,462","€ 1,480,000","€ 1,480,000",F,35,Italy,Sampdoria,italy,2223
Pierluigi Gollini,"€ 28,462","€ 1,480,000","€ 1,480,000",K,27,Italy,Napoli,italy,2223
Salvatore Sirigu,"€ 28,462","€ 1,480,000","€ 1,480,000",K,35,Italy,Napoli,italy,2223
Pietro Terracciano,"€ 28,462","€ 1,480,000","€ 1,480,000",K,32,Italy,Fiorentina,italy,2223
Albin Ekdal,"€ 28,462","€ 1,480,000","€ 1,480,000",M,33,Sweden,Spezia,italy,2223
Marko Pjaca,"€ 28,462","€ 1,480,000","€ 1,480,000",F,27,Croatia,Empoli,italy,2223
Liam Henderson,"€ 28,462","€ 1,480,000","€ 1,480,000",M,26,Scotland,Empoli,italy,2223
Kristjan Asllani,"€ 28,462","€ 1,480,000","€ 1,480,000",M,20,Albania,Inter Milan,italy,2223
Guillermo Ochoa,"€ 28,462","€ 1,480,000","€ 1,480,000",K,37,Mexico,Salernitana,italy,2223
Berat Djimsiti,"€ 28,462","€ 1,480,000","€ 1,480,000",D,29,Albania,Atalanta,italy,2223
Musa Barrow,"€ 28,462","€ 1,480,000","€ 1,480,000",F,24,The Gambia,Bologna,italy,2223
Pierluigi Gollini,"€ 28,462","€ 1,480,000","€ 1,480,000",K,27,Italy,Fiorentina,italy,2223
Matteo Pessina,"€ 28,462","€ 1,480,000","€ 1,480,000",F,25,Italy,Monza,italy,2223
José Luis Palomino,"€ 28,462","€ 1,480,000","€ 1,480,000",D,33,Argentina,Atalanta,italy,2223
