,EST. BASE SALARY,EST. BASE SALARY,EST. BASE SALARY,BIO,BIO,BIO,,data_country,data_season
PLAYER,"GROSS P/W
(EUR)","GROSS P/Y
(EUR)","ADJ. GROSS
(EUR)",POS.,AGE,COUNTRY,CLUB,,
Kylian Mbappé,"€ 1,384,615","€ 72,000,000","€ 72,000,000",F,25,France,PSG,france,2324
Ousmane Dembélé,"€ 346,154","€ 18,000,000","€ 18,000,000",F,26,France,PSG,france,2324
Milan Skriniar,"€ 314,615","€ 16,360,000","€ 16,360,000",D,28,Slovakia,PSG,france,2324
Marco Asensio,"€ 279,808","€ 14,550,000","€ 14,550,000",F,28,Spain,PSG,france,2324
Marquinhos,"€ 258,654","€ 13,450,000","€ 13,450,000",D,29,Brazil,PSG,france,2324
Lucas Hernández,"€ 253,846","€ 13,200,000","€ 13,200,000",D,27,France,PSG,france,2324
Gianluigi Donnarumma,"€ 244,808","€ 12,730,000","€ 12,730,000",K,24,Italy,PSG,france,2324
Warren Zaïre-Emery,"€ 219,231","€ 11,400,000","€ 11,400,000",M,18,France,PSG,france,2324
Keylor Navas,"€ 209,808","€ 10,910,000","€ 10,910,000",K,37,Costa Rica,PSG,france,2324
Achraf Hakimi,"€ 174,808","€ 9,090,000","€ 9,090,000",D,25,Morocco,PSG,france,2324
Randal Kolo Muani,"€ 174,808","€ 9,090,000","€ 9,090,000",F,25,France,PSG,france,2324
Nordi Mukiele,"€ 161,538","€ 8,400,000","€ 8,400,000",D,26,France,PSG,france,2324
Pierre-Emerick Aubameyang,"€ 150,000","€ 7,800,000","€ 7,800,000",F,34,Gabon,Marseille,france,2324
Wissam Ben Yedder,"€ 150,000","€ 7,800,000","€ 7,800,000",F,33,France,Monaco,france,2324
Presnel Kimpembe,"€ 147,692","€ 7,680,000","€ 7,680,000",D,28,France,PSG,france,2324
Bradley Barcola,"€ 126,923","€ 6,600,000","€ 6,600,000",F,21,France,PSG,france,2324
Corentin Tolisso,"€ 122,308","€ 6,360,000","€ 6,360,000",M,29,France,Lyon,france,2324
Manuel Ugarte,"€ 118,846","€ 6,180,000","€ 6,180,000",M,22,Uruguay,PSG,france,2324
Layvin Kurzawa,"€ 115,385","€ 6,000,000","€ 6,000,000",D,31,France,PSG,france,2324
Alexandre Lacazette,"€ 115,385","€ 6,000,000","€ 6,000,000",F,32,France,Lyon,france,2324
Gonçalo Ramos,"€ 105,769","€ 5,500,000","€ 5,500,000",F,22,Portugal,PSG,france,2324
Fabián Ruiz,"€ 104,808","€ 5,450,000","€ 5,450,000",M,27,Spain,PSG,france,2324
Vitinha,"€ 104,808","€ 5,450,000","€ 5,450,000",M,23,Portugal,PSG,france,2324
Nemanja Matic,"€ 104,808","€ 5,450,000","€ 5,450,000",M,35,Serbia,Rennes,france,2324
Joaquín Correa,"€ 104,808","€ 5,450,000","€ 5,450,000",F,29,Argentina,Marseille,france,2324
Geoffrey Kondogbia,"€ 104,808","€ 5,450,000","€ 5,450,000",M,30,Central African Republic,Marseille,france,2324
Jordan Veretout,"€ 103,846","€ 5,400,000","€ 5,400,000",M,30,France,Marseille,france,2324
Nemanja Matic,"€ 92,692","€ 4,820,000","€ 4,820,000",M,35,Serbia,Lyon,france,2324
Dejan Lovren,"€ 92,308","€ 4,800,000","€ 4,800,000",D,34,Croatia,Lyon,france,2324
Carlos Soler,"€ 92,308","€ 4,800,000","€ 4,800,000",M,27,Spain,PSG,france,2324
Ismaïla Sarr,"€ 90,000","€ 4,680,000","€ 4,680,000",F,25,Senegal,Marseille,france,2324
Dante,"€ 87,500","€ 4,550,000","€ 4,550,000",D,40,Brazil,Nice,france,2324
Anthony Lopes,"€ 80,769","€ 4,200,000","€ 4,200,000",K,33,Portugal,Lyon,france,2324
Azzedine Ounahi,"€ 79,808","€ 4,150,000","€ 4,150,000",M,23,Morocco,Marseille,france,2324
Hugo Ekitiké,"€ 76,923","€ 4,000,000","€ 4,000,000",F,21,France,PSG,france,2324
Valentin Rongier,"€ 76,154","€ 3,960,000","€ 3,960,000",M,29,France,Marseille,france,2324
Denis Zakaria,"€ 75,192","€ 3,910,000","€ 3,910,000",M,27,Switzerland,Monaco,france,2324
Gaëtan Laborde,"€ 74,038","€ 3,850,000","€ 3,850,000",F,29,France,Nice,france,2324
Pau López,"€ 74,038","€ 3,850,000","€ 3,850,000",K,29,Spain,Marseille,france,2324
Chancel Mbemba,"€ 73,846","€ 3,840,000","€ 3,840,000",D,29,Democratic Republic of the Congo,Marseille,france,2324
Ludovic Blas,"€ 73,462","€ 3,820,000","€ 3,820,000",F,26,France,Rennes,france,2324
Aleksandr Golovin,"€ 72,885","€ 3,790,000","€ 3,790,000",F,27,Russia,Monaco,france,2324
Benjamin Mendy,"€ 72,115","€ 3,750,000","€ 3,750,000",D,29,France,Lorient,france,2324
Moussa Sissoko,"€ 71,538","€ 3,720,000","€ 3,720,000",M,34,France,Nantes,france,2324
Kang-in Lee,"€ 70,000","€ 3,640,000","€ 3,640,000",F,22,South Korea,PSG,france,2324
Jérémie Boga,"€ 70,000","€ 3,640,000","€ 3,640,000",F,27,Cote d'Ivoire,Nice,france,2324
Arthur Theate,"€ 70,000","€ 3,640,000","€ 3,640,000",D,23,Belgium,Rennes,france,2324
Renan Lodi,"€ 69,231","€ 3,600,000","€ 3,600,000",D,25,Brazil,Marseille,france,2324
Rayan Cherki,"€ 69,231","€ 3,600,000","€ 3,600,000",F,20,France,Lyon,france,2324
Gelson Martins,"€ 69,231","€ 3,600,000","€ 3,600,000",F,28,Portugal,Monaco,france,2324
