,EST. BASE SALARY,EST. BASE SALARY,EST. BASE SALARY,BIO,BIO,BIO,,data_country,data_season
Nicolò Fagioli,"€ 53,462","€ 2,780,000","€ 2,780,000",M,22,Italy,Juventus,italy,2324
Francesco Acerbi,"€ 53,462","€ 2,780,000","€ 2,780,000",D,35,Italy,Inter Milan,italy,2324
Ricardo Rodríguez,"€ 53,462","€ 2,780,000","€ 2,780,000",D,31,Switzerland,Torino,italy,2324
Mattia Perin,"€ 53,462","€ 2,780,000","€ 2,780,000",K,31,Italy,Juventus,italy,2324
Andrea Belotti,"€ 49,808","€ 2,590,000","€ 2,590,000",F,30,Italy,Roma,italy,2324
Luca Mazzitelli,"€ 49,808","€ 2,590,000","€ 2,590,000",M,28,Italy,Frosinone,italy,2324
Karol Linetty,"€ 49,808","€ 2,590,000","€ 2,590,000",M,29,Poland,Torino,italy,2324
Federico Gatti,"€ 49,808","€ 2,590,000","€ 2,590,000",D,25,Italy,Juventus,italy,2324
Gaetano Castrovilli,"€ 49,808","€ 2,590,000","€ 2,590,000",M,26,Italy,Fiorentina,italy,2324
Pierre Kalulu,"€ 49,231","€ 2,560,000","€ 2,560,000",D,23,France,AC Milan,italy,2324
Yunus Musah,"€ 49,231","€ 2,560,000","€ 2,560,000",M,21,United States,AC Milan,italy,2324
Rasmus Kristensen,"€ 49,231","€ 2,560,000","€ 2,560,000",D,26,Denmark,Roma,italy,2324
Zeki Çelik,"€ 49,231","€ 2,560,000","€ 2,560,000",D,26,Turkey,Roma,italy,2324
Boulaye Dia,"€ 49,231","€ 2,560,000","€ 2,560,000",F,27,Senegal,Salernitana,italy,2324
Nikola Vlašić,"€ 49,231","€ 2,560,000","€ 2,560,000",F,26,Croatia,Torino,italy,2324
Timothy Weah,"€ 49,231","€ 2,560,000","€ 2,560,000",M,23,United States,Juventus,italy,2324
Éderson,"€ 49,231","€ 2,560,000","€ 2,560,000",M,24,Brazil,Atalanta,italy,2324
Kevin Strootman,"€ 49,231","€ 2,560,000","€ 2,560,000",M,33,Netherlands,Genoa,italy,2324
Noah Okafor,"€ 49,231","€ 2,560,000","€ 2,560,000",F,23,Switzerland,AC Milan,italy,2324
Sead Kolasinac,"€ 49,231","€ 2,560,000","€ 2,560,000",D,30,Bosnia-Herzegovina,Atalanta,italy,2324
Marin Pongracic,"€ 48,077","€ 2,500,000","€ 2,500,000",D,26,Croatia,Lecce,italy,2324
Luca Pellegrini,"€ 46,346","€ 2,410,000","€ 2,410,000",D,24,Italy,Lazio,italy,2324
Karol Świderski,"€ 46,346","€ 2,410,000","€ 2,410,000",F,27,Poland,Hellas Verona,italy,2324
Antonio Candreva,"€ 46,346","€ 2,410,000","€ 2,410,000",M,36,Italy,Salernitana,italy,2324
Alfred Duncan,"€ 46,346","€ 2,410,000","€ 2,410,000",M,30,Ghana,Fiorentina,italy,2324
Ademola Lookman,"€ 44,423","€ 2,310,000","€ 2,310,000",F,26,Nigeria,Atalanta,italy,2324
Luis Muriel,"€ 44,423","€ 2,310,000","€ 2,310,000",F,32,Colombia,Atalanta,italy,2324
Mateo Retegui,"€ 44,423","€ 2,310,000","€ 2,310,000",F,24,Italy,Genoa,italy,2324
Lucas Beltrán,"€ 44,423","€ 2,310,000","€ 2,310,000",F,22,Argentina,Fiorentina,italy,2324
Valentín Castellanos,"€ 44,423","€ 2,310,000","€ 2,310,000",F,25,Argentina,Lazio,italy,2324
Florian Thauvin,"€ 44,423","€ 2,310,000","€ 2,310,000",F,31,France,Udinese,italy,2324
Federico Bonazzoli,"€ 42,692","€ 2,220,000","€ 2,220,000",F,26,Italy,Hellas Verona,italy,2324
Raoul Bellanova,"€ 42,692","€ 2,220,000","€ 2,220,000",M,23,Italy,Torino,italy,2324
Christian Kouamé,"€ 42,692","€ 2,220,000","€ 2,220,000",F,26,Cote d'Ivoire,Fiorentina,italy,2324
Patric,"€ 42,692","€ 2,220,000","€ 2,220,000",D,30,Spain,Lazio,italy,2324
Sardar Azmoun,"€ 41,923","€ 2,180,000","€ 2,180,000",F,29,Iran,Roma,italy,2324
Tijjani Reijnders,"€ 41,923","€ 2,180,000","€ 2,180,000",M,25,Netherlands,AC Milan,italy,2324
Jonathan Ikoné,"€ 41,923","€ 2,180,000","€ 2,180,000",F,25,France,Fiorentina,italy,2324
Aleksandr Kokorin,"€ 41,923","€ 2,180,000","€ 2,180,000",F,32,Russia,Fiorentina,italy,2324
Josip Brekalo,"€ 39,423","€ 2,050,000","€ 2,050,000",F,25,Croatia,Fiorentina,italy,2324
Khvicha Kvaratskhelia,"€ 39,423","€ 2,050,000","€ 2,050,000",F,22,Georgia,Napoli,italy,2324
Suat Serdar,"€ 39,423","€ 2,050,000","€ 2,050,000",M,26,Germany,Hellas Verona,italy,2324
Nahitan Nández,"€ 39,423","€ 2,050,000","€ 2,050,000",M,28,Uruguay,Cagliari,italy,2324
Pablo Marí,"€ 39,423","€ 2,050,000","€ 2,050,000",D,30,Spain,Monza,italy,2324
Gianluca Lapadula,"€ 39,231","€ 2,040,000","€ 2,040,000",F,33,Peru,Cagliari,italy,2324
Angeliño,"€ 38,462","€ 2,000,000","€ 2,000,000",D,27,Spain,Roma,italy,2324
Tommaso Baldanzi,"€ 38,462","€ 2,000,000","€ 2,000,000",F,20,Italy,Roma,italy,2324
Dodô,"€ 36,923","€ 1,920,000","€ 1,920,000",D,25,Brazil,Fiorentina,italy,2324
Yerry Mina,"€ 36,923","€ 1,920,000","€ 1,920,000",D,29,Colombia,Cagliari,italy,2324
Simon Kjaer,"€ 36,923","€ 1,920,000","€ 1,920,000",D,34,Denmark,AC Milan,italy,2324
Eldor Shomurodov,"€ 36,923","€ 1,920,000","€ 1,920,000",F,28,Uzbekistan,Cagliari,italy,2324
Mathías Olivera,"€ 36,923","€ 1,920,000","€ 1,920,000",D,26,Uruguay,Napoli,italy,2324
Yerry Mina,"€ 36,923","€ 1,920,000","€ 1,920,000",D,28,Colombia,Fiorentina,italy,2324
Junior Sambia,"€ 36,923","€ 1,920,000","€ 1,920,000",D,27,France,Salernitana,italy,2324
Valentino Lazaro,"€ 36,923","€ 1,920,000","€ 1,920,000",M,27,Austria,Torino,italy,2324
Teun Koopmeiners,"€ 36,923","€ 1,920,000","€ 1,920,000",M,25,Netherlands,Atalanta,italy,2324
Papu Gómez,"€ 36,923","€ 1,920,000","€ 1,920,000",F,35,Argentina,Monza,italy,2324
Lucas Martínez Quarta,"€ 36,923","€ 1,920,000","€ 1,920,000",D,27,Argentina,Fiorentina,italy,2324
Davy Klaassen,"€ 36,923","€ 1,920,000","€ 1,920,000",M,30,Netherlands,Inter Milan,italy,2324
Gerard Deulofeu,"€ 36,923","€ 1,920,000","€ 1,920,000",F,29,Spain,Udinese,italy,2324
Gustav Isaksen,"€ 36,923","€ 1,920,000","€ 1,920,000",F,22,Denmark,Lazio,italy,2324
El Bilal Touré,"€ 36,923","€ 1,920,000","€ 1,920,000",F,22,Mali,Atalanta,italy,2324
Kevin Bonifazi,"€ 35,577","€ 1,850,000","€ 1,850,000",D,27,Italy,Frosinone,italy,2324
Sebastiano Luperto,"€ 35,577","€ 1,850,000","€ 1,850,000",D,27,Italy,Empoli,italy,2324
Tommaso Pobega,"€ 35,577","€ 1,850,000","€ 1,850,000",M,24,Italy,AC Milan,italy,2324
Marco Silvestri,"€ 35,577","€ 1,850,000","€ 1,850,000",K,32,Italy,Udinese,italy,2324
Edoardo Bove,"€ 35,577","€ 1,850,000","€ 1,850,000",M,21,Italy,Roma,italy,2324
Riccardo Saponara,"€ 35,577","€ 1,850,000","€ 1,850,000",F,31,Italy,Hellas Verona,italy,2324
Michael Kayode,"€ 35,577","€ 1,850,000","€ 1,850,000",D,19,Italy,Fiorentina,italy,2324
Andrea Belotti,"€ 35,577","€ 1,850,000","€ 1,850,000",F,30,Italy,Fiorentina,italy,2324
Pasquale Mazzocchi,"€ 35,577","€ 1,850,000","€ 1,850,000",D,28,Italy,Napoli,italy,2324
Mario Pasalic,"€ 35,577","€ 1,850,000","€ 1,850,000",F,28,Croatia,Atalanta,italy,2324
Marten de Roon,"€ 35,577","€ 1,850,000","€ 1,850,000",M,32,Netherlands,Atalanta,italy,2324
Fabio Miretti,"€ 35,577","€ 1,850,000","€ 1,850,000",M,20,Italy,Juventus,italy,2324
Giulio Maggiore,"€ 35,577","€ 1,850,000","€ 1,850,000",M,25,Italy,Salernitana,italy,2324
Yann Karamoh,"€ 35,577","€ 1,850,000","€ 1,850,000",F,25,Cote d'Ivoire,Torino,italy,2324
Rafael Tolói,"€ 35,577","€ 1,850,000","€ 1,850,000",D,33,Italy,Atalanta,italy,2324
Juan Jesus,"€ 35,577","€ 1,850,000","€ 1,850,000",D,32,Brazil,Napoli,italy,2324
Samuele Ricci,"€ 35,577","€ 1,850,000","€ 1,850,000",M,22,Italy,Torino,italy,2324
Hamed Junior Traorè,"€ 35,577","€ 1,850,000","€ 1,850,000",F,23,Cote d'Ivoire,Napoli,italy,2324
Simy,"€ 35,577","€ 1,850,000","€ 1,850,000",F,31,Nigeria,Salernitana,italy,2324
Kevin Bonifazi,"€ 35,577","€ 1,850,000","€ 1,850,000",D,27,Italy,Bologna,italy,2324
Remo Freuler,"€ 35,577","€ 1,850,000","€ 1,850,000",M,31,Switzerland,Bologna,italy,2324
Ivan Provedel,"€ 35,577","€ 1,850,000","€ 1,850,000",K,29,Italy,Lazio,italy,2324
Nicolò Casale,"€ 35,577","€ 1,850,000","€ 1,850,000",D,25,Italy,Lazio,italy,2324
Danilo D'Ambrosio,"€ 35,577","€ 1,850,000","€ 1,850,000",D,35,Italy,Monza,italy,2324
Jakub Jankto,"€ 35,577","€ 1,850,000","€ 1,850,000",M,28,Czech Republic,Cagliari,italy,2324
Alessio Cragno,"€ 35,577","€ 1,850,000","€ 1,850,000",K,29,Italy,Sassuolo,italy,2324
Andrea Consigli,"€ 35,577","€ 1,850,000","€ 1,850,000",K,37,Italy,Sassuolo,italy,2324
Milan Badelj,"€ 34,423","€ 1,790,000","€ 1,790,000",M,35,Croatia,Genoa,italy,2324
Gastón Pereiro,"€ 34,423","€ 1,790,000","€ 1,790,000",F,28,Uruguay,Cagliari,italy,2324
Perr Schuurs,"€ 34,423","€ 1,790,000","€ 1,790,000",D,24,Netherlands,Torino,italy,2324
Christian Kabasele,"€ 32,115","€ 1,670,000","€ 1,670,000",D,32,Belgium,Udinese,italy,2324
Luca Ranieri,"€ 32,115","€ 1,670,000","€ 1,670,000",D,24,Italy,Fiorentina,italy,2324
Jean-Daniel Akpa Akpro,"€ 32,115","€ 1,670,000","€ 1,670,000",M,31,Cote d'Ivoire,Monza,italy,2324
Gianluca Caprari,"€ 32,115","€ 1,670,000","€ 1,670,000",F,30,Italy,Monza,italy,2324
Mattéo Guendouzi,"€ 32,115","€ 1,670,000","€ 1,670,000",M,24,France,Lazio,italy,2324
Lukasz Skorupski,"€ 32,115","€ 1,670,000","€ 1,670,000",K,32,Poland,Bologna,italy,2324
Lorenzo De Silvestri,"€ 32,115","€ 1,670,000","€ 1,670,000",D,35,Italy,Bologna,italy,2324
Isak Hien,"€ 32,115","€ 1,670,000","€ 1,670,000",D,25,Sweden,Atalanta,italy,2324
Davide Zappacosta,"€ 32,115","€ 1,670,000","€ 1,670,000",M,31,Italy,Atalanta,italy,2324
Grégoire Defrel,"€ 30,192","€ 1,570,000","€ 1,570,000",F,32,France,Sassuolo,italy,2324
Kaio Jorge,"€ 29,615","€ 1,540,000","€ 1,540,000",F,22,Brazil,Frosinone,italy,2324
Leo Østigård,"€ 29,615","€ 1,540,000","€ 1,540,000",D,24,Norway,Napoli,italy,2324
Ivan Ilic,"€ 29,615","€ 1,540,000","€ 1,540,000",M,22,Serbia,Torino,italy,2324
Cyril Ngonge,"€ 29,615","€ 1,540,000","€ 1,540,000",F,23,Belgium,Napoli,italy,2324
Samu Castillejo,"€ 29,615","€ 1,540,000","€ 1,540,000",F,29,Spain,Sassuolo,italy,2324
Nedim Bajrami,"€ 29,615","€ 1,540,000","€ 1,540,000",F,24,Albania,Sassuolo,italy,2324
Josh Doig,"€ 29,615","€ 1,540,000","€ 1,540,000",D,21,Scotland,Sassuolo,italy,2324
Matías Viña,"€ 29,615","€ 1,540,000","€ 1,540,000",D,25,Uruguay,Sassuolo,italy,2324
Albert Gudmundsson,"€ 29,615","€ 1,540,000","€ 1,540,000",F,26,Iceland,Genoa,italy,2324
Jens Cajuste,"€ 29,615","€ 1,540,000","€ 1,540,000",M,24,Sweden,Napoli,italy,2324
Marco Mancosu,"€ 28,846","€ 1,500,000","€ 1,500,000",F,35,Italy,Cagliari,italy,2324
Victor Kristiansen,"€ 28,846","€ 1,500,000","€ 1,500,000",D,21,Denmark,Bologna,italy,2324
Hans Hateboer,"€ 28,462","€ 1,480,000","€ 1,480,000",M,30,Netherlands,Atalanta,italy,2324
Musa Barrow,"€ 28,462","€ 1,480,000","€ 1,480,000",F,24,The Gambia,Bologna,italy,2324
Emil Audero,"€ 28,462","€ 1,480,000","€ 1,480,000",K,27,Italy,Inter Milan,italy,2324
José Luis Palomino,"€ 28,462","€ 1,480,000","€ 1,480,000",D,34,Argentina,Atalanta,italy,2324
Marco Carnesecchi,"€ 28,462","€ 1,480,000","€ 1,480,000",K,23,Italy,Atalanta,italy,2324
Valentín Carboni,"€ 28,462","€ 1,480,000","€ 1,480,000",F,18,Argentina,Monza,italy,2324
Pietro Terracciano,"€ 28,462","€ 1,480,000","€ 1,480,000",K,33,Italy,Fiorentina,italy,2324
Matteo Cancellieri,"€ 28,462","€ 1,480,000","€ 1,480,000",F,21,Italy,Empoli,italy,2324
Guillermo Ochoa,"€ 28,462","€ 1,480,000","€ 1,480,000",K,38,Mexico,Salernitana,italy,2324
Rúben Vinagre,"€ 28,462","€ 1,480,000","€ 1,480,000",D,24,Portugal,Hellas Verona,italy,2324
Patrick Ciurria,"€ 28,462","€ 1,480,000","€ 1,480,000",M,28,Italy,Monza,italy,2324
