,EST. BASE SALARY,EST. BASE SALARY,EST. BASE SALARY,BIO,BIO,BIO,,data_country,data_season
Thilo Kehrer,"€ 66,346","€ 3,450,000","€ 3,450,000",D,28,Germany,Monaco,france,2425
Thiago Almada,"€ 66,346","€ 3,450,000","€ 3,450,000",F,23,Argentina,Lyon,france,2425
Ainsley Maitland-Niles,"€ 64,615","€ 3,360,000","€ 3,360,000",D,27,England,Lyon,france,2425
Maxence Caqueret,"€ 64,615","€ 3,360,000","€ 3,360,000",M,24,France,Lyon,france,2425
Lucas Beraldo,"€ 62,885","€ 3,270,000","€ 3,270,000",D,21,Brazil,PSG,france,2425
Francis Coquelin,"€ 62,885","€ 3,270,000","€ 3,270,000",M,33,France,Nantes,france,2425
Georges Mikautadze,"€ 62,885","€ 3,270,000","€ 3,270,000",F,24,Georgia,Lyon,france,2425
Jordan Veretout,"€ 62,885","€ 3,270,000","€ 3,270,000",M,31,France,Lyon,france,2425
Wilfried Zaha,"€ 62,500","€ 3,250,000","€ 3,250,000",F,31,Cote d'Ivoire,Lyon,france,2425
Samuel Umtiti,"€ 61,538","€ 3,200,000","€ 3,200,000",D,31,France,Lille,france,2425
Mohammed Salisu,"€ 59,615","€ 3,100,000","€ 3,100,000",D,25,Ghana,Monaco,france,2425
Amine Harit,"€ 59,615","€ 3,100,000","€ 3,100,000",F,27,Morocco,Marseille,france,2425
Vanderson,"€ 59,615","€ 3,100,000","€ 3,100,000",D,23,Brazil,Monaco,france,2425
Matvey Safonov,"€ 59,423","€ 3,090,000","€ 3,090,000",K,25,Russia,PSG,france,2425
Folarin Balogun,"€ 58,654","€ 3,050,000","€ 3,050,000",F,23,United States,Monaco,france,2425
Youssoufa Moukoko,"€ 57,692","€ 3,000,000","€ 3,000,000",F,20,Germany,Nice,france,2425
Wahbi Khazri,"€ 57,692","€ 3,000,000","€ 3,000,000",F,33,Tunisia,Montpellier,france,2425
Brice Samba,"€ 57,692","€ 3,000,000","€ 3,000,000",K,30,France,Lens,france,2425
Neal Maupay,"€ 57,692","€ 3,000,000","€ 3,000,000",F,28,France,Marseille,france,2425
Maghnes Akliouche,"€ 57,500","€ 2,990,000","€ 2,990,000",F,22,France,Monaco,france,2425
Krépin Diatta,"€ 57,500","€ 2,990,000","€ 2,990,000",F,25,Senegal,Monaco,france,2425
Adrien Thomasson,"€ 55,962","€ 2,910,000","€ 2,910,000",F,31,France,Lens,france,2425
Tanner Tessmann,"€ 55,962","€ 2,910,000","€ 2,910,000",M,23,United States,Lyon,france,2425
Melvin Bard,"€ 55,962","€ 2,910,000","€ 2,910,000",D,24,France,Nice,france,2425
Sofiane Diop,"€ 55,962","€ 2,910,000","€ 2,910,000",F,24,Morocco,Nice,france,2425
Kyogo Furuhashi,"€ 55,769","€ 2,900,000","€ 2,900,000",F,30,Japan,Rennes,france,2425
Caio Henrique,"€ 55,192","€ 2,870,000","€ 2,870,000",D,27,Brazil,Monaco,france,2425
Mostafa Mohamed,"€ 52,500","€ 2,730,000","€ 2,730,000",F,27,Egypt,Nantes,france,2425
Brendan Chardonnet,"€ 52,500","€ 2,730,000","€ 2,730,000",D,30,France,Brest,france,2425
Valentín Carboni,"€ 52,500","€ 2,730,000","€ 2,730,000",F,19,Argentina,Marseille,france,2425
M'Bala Nzola,"€ 52,500","€ 2,730,000","€ 2,730,000",F,28,Angola,Lens,france,2425
Jonathan Gradit,"€ 52,500","€ 2,730,000","€ 2,730,000",D,32,France,Lens,france,2425
Michael Murillo,"€ 52,500","€ 2,730,000","€ 2,730,000",D,28,Panama,Marseille,france,2425
Nicolás Tagliafico,"€ 52,500","€ 2,730,000","€ 2,730,000",D,32,Argentina,Lyon,france,2425
Terem Moffi,"€ 49,038","€ 2,550,000","€ 2,550,000",F,25,Nigeria,Nice,france,2425
Youssouf Ndayishimiye,"€ 49,038","€ 2,550,000","€ 2,550,000",D,26,Burundi,Nice,france,2425
Romain Del Castillo,"€ 49,038","€ 2,550,000","€ 2,550,000",F,28,France,Brest,france,2425
Andy Delort,"€ 48,846","€ 2,540,000","€ 2,540,000",F,33,Algeria,Montpellier,france,2425
Gerónimo Rulli,"€ 48,846","€ 2,540,000","€ 2,540,000",K,32,Argentina,Marseille,france,2425
Malick Fofana,"€ 47,115","€ 2,450,000","€ 2,450,000",F,19,Belgium,Lyon,france,2425
Moses Simon,"€ 46,154","€ 2,400,000","€ 2,400,000",F,29,Nigeria,Nantes,france,2425
Duje Caleta-Car,"€ 45,385","€ 2,360,000","€ 2,360,000",D,28,Croatia,Lyon,france,2425
Jota,"€ 45,385","€ 2,360,000","€ 2,360,000",F,25,Portugal,Rennes,france,2425
Mama Baldé,"€ 45,385","€ 2,360,000","€ 2,360,000",F,29,Guinea-Bissau,Brest,france,2425
Ruben Aguilar,"€ 45,385","€ 2,360,000","€ 2,360,000",D,32,France,Lens,france,2425
Abner,"€ 45,385","€ 2,360,000","€ 2,360,000",D,24,Brazil,Lyon,france,2425
Steve Mandanda,"€ 43,846","€ 2,280,000","€ 2,280,000",K,39,France,Rennes,france,2425
Leo Østigård,"€ 42,115","€ 2,190,000","€ 2,190,000",D,24,Norway,Rennes,france,2425
Joshua King,"€ 41,923","€ 2,180,000","€ 2,180,000",F,33,Norway,Toulouse,france,2425
Ali Abdi,"€ 41,923","€ 2,180,000","€ 2,180,000",D,31,Tunisia,Nice,france,2425
Rasmus Nicolaisen,"€ 41,923","€ 2,180,000","€ 2,180,000",D,27,Denmark,Toulouse,france,2425
Rubén Blanco,"€ 41,923","€ 2,180,000","€ 2,180,000",K,29,Spain,Marseille,france,2425
Pierre Lees-Melou,"€ 41,923","€ 2,180,000","€ 2,180,000",M,31,France,Brest,france,2425
Romain Faivre,"€ 41,923","€ 2,180,000","€ 2,180,000",M,26,France,Brest,france,2425
Mousa Al-Tamari,"€ 41,923","€ 2,180,000","€ 2,180,000",F,27,Jordan,Rennes,france,2425
Haris Belkebla,"€ 41,923","€ 2,180,000","€ 2,180,000",M,31,Algeria,Angers,france,2425
Djibril Sidibé,"€ 41,923","€ 2,180,000","€ 2,180,000",D,32,France,Toulouse,france,2425
Malang Sarr,"€ 41,923","€ 2,180,000","€ 2,180,000",D,26,France,Lens,france,2425
Benjamin André,"€ 41,538","€ 2,160,000","€ 2,160,000",M,34,France,Lille,france,2425
Ludovic Ajorque,"€ 41,538","€ 2,160,000","€ 2,160,000",F,30,France,Brest,france,2425
Baptiste Santamaria,"€ 38,462","€ 2,000,000","€ 2,000,000",M,29,France,Rennes,france,2425
Baptiste Santamaria,"€ 38,462","€ 2,000,000","€ 2,000,000",M,29,France,Nice,france,2425
Alexsandro,"€ 38,462","€ 2,000,000","€ 2,000,000",D,25,Brazil,Lille,france,2425
Aïssa Mandi,"€ 38,462","€ 2,000,000","€ 2,000,000",D,33,Algeria,Lille,france,2425
Wesley Saïd,"€ 38,462","€ 2,000,000","€ 2,000,000",F,29,France,Lens,france,2425
Edimilson Fernandes,"€ 38,077","€ 1,980,000","€ 1,980,000",M,28,Switzerland,Brest,france,2425
Jordan Teze,"€ 37,500","€ 1,950,000","€ 1,950,000",D,25,Netherlands,Monaco,france,2425
Jonathan David,"€ 37,500","€ 1,950,000","€ 1,950,000",F,25,Canada,Lille,france,2425
Wilfried Stephane Singo,"€ 35,385","€ 1,840,000","€ 1,840,000",D,24,Cote d'Ivoire,Monaco,france,2425
Kenny Lala,"€ 35,000","€ 1,820,000","€ 1,820,000",D,33,France,Brest,france,2425
Ulisses Garcia,"€ 35,000","€ 1,820,000","€ 1,820,000",D,29,Switzerland,Marseille,france,2425
Daler Kuzyaev,"€ 35,000","€ 1,820,000","€ 1,820,000",M,32,Russia,Le Havre,france,2425
Lilian Brassier,"€ 35,000","€ 1,820,000","€ 1,820,000",D,24,France,Marseille,france,2425
Angelo Fulgini,"€ 35,000","€ 1,820,000","€ 1,820,000",F,28,France,Lens,france,2425
Deiver Machado,"€ 35,000","€ 1,820,000","€ 1,820,000",D,31,Colombia,Lens,france,2425
Jordan Lefort,"€ 35,000","€ 1,820,000","€ 1,820,000",D,31,France,Angers,france,2425
Florian Sotoca,"€ 35,000","€ 1,820,000","€ 1,820,000",F,34,France,Lens,france,2425
Miha Zajc,"€ 35,000","€ 1,820,000","€ 1,820,000",M,30,Slovenia,Toulouse,france,2425
Benjamin Lecomte,"€ 35,000","€ 1,820,000","€ 1,820,000",K,33,France,Montpellier,france,2425
André Ayew,"€ 35,000","€ 1,820,000","€ 1,820,000",F,35,Ghana,Le Havre,france,2425
Carlens Arcus,"€ 35,000","€ 1,820,000","€ 1,820,000",D,28,Haiti,Angers,france,2425
Amar Dedic,"€ 35,000","€ 1,820,000","€ 1,820,000",D,22,Bosnia-Herzegovina,Marseille,france,2425
Gift Emmanuel Orban,"€ 35,000","€ 1,820,000","€ 1,820,000",F,22,Nigeria,Lyon,france,2425
Lilian Brassier,"€ 35,000","€ 1,820,000","€ 1,820,000",D,25,France,Rennes,france,2425
Clinton Mata,"€ 35,000","€ 1,820,000","€ 1,820,000",D,32,Angola,Lyon,france,2425
Nabil Bentaleb,"€ 35,000","€ 1,820,000","€ 1,820,000",M,30,Algeria,Lille,france,2425
Hamed Junior Traoré,"€ 34,808","€ 1,810,000","€ 1,810,000",F,24,Cote d'Ivoire,Auxerre,france,2425
Ismaily,"€ 34,615","€ 1,800,000","€ 1,800,000",D,35,Brazil,Lille,france,2425
Keito Nakamura,"€ 31,538","€ 1,640,000","€ 1,640,000",F,24,Japan,Reims,france,2425
Tiago Santos,"€ 31,538","€ 1,640,000","€ 1,640,000",D,22,Portugal,Lille,france,2425
Anthony Rouault,"€ 31,538","€ 1,640,000","€ 1,640,000",D,23,France,Rennes,france,2425
Hugo Magnetti,"€ 31,538","€ 1,640,000","€ 1,640,000",M,26,France,Brest,france,2425
Joseph Okumu,"€ 31,538","€ 1,640,000","€ 1,640,000",D,27,Kenya,Reims,france,2425
Rémy Descamps,"€ 31,538","€ 1,640,000","€ 1,640,000",K,28,France,Lyon,france,2425
Mark McKenzie,"€ 31,538","€ 1,640,000","€ 1,640,000",D,25,United States,Toulouse,france,2425
Facundo Medina,"€ 31,538","€ 1,640,000","€ 1,640,000",D,25,Argentina,Lens,france,2425
Jim Allevinah,"€ 31,538","€ 1,640,000","€ 1,640,000",F,29,Gabon,Angers,france,2425
Florent Mollet,"€ 31,538","€ 1,640,000","€ 1,640,000",F,33,France,Nantes,france,2425
Bafodé Diakité,"€ 30,000","€ 1,560,000","€ 1,560,000",D,24,France,Lille,france,2425
Sékou Mara,"€ 29,808","€ 1,550,000","€ 1,550,000",F,22,France,Strasbourg,france,2425
Hicham Boudaoui,"€ 29,808","€ 1,550,000","€ 1,550,000",M,25,Algeria,Nice,france,2425
Gideon Mensah,"€ 29,808","€ 1,550,000","€ 1,550,000",D,26,Ghana,Auxerre,france,2425
Djordje Petrovic,"€ 29,808","€ 1,550,000","€ 1,550,000",K,25,Serbia,Strasbourg,france,2425
Chuba Akpom,"€ 29,808","€ 1,550,000","€ 1,550,000",F,29,England,Lille,france,2425
Mohamed Daramy,"€ 28,846","€ 1,500,000","€ 1,500,000",F,23,Denmark,Reims,france,2425
Ki-Jana Hoever,"€ 28,846","€ 1,500,000","€ 1,500,000",D,23,Netherlands,Auxerre,france,2425
Arnaud Kalimuendo,"€ 28,846","€ 1,500,000","€ 1,500,000",F,23,France,Rennes,france,2425
Andrew Omobamidele,"€ 28,846","€ 1,500,000","€ 1,500,000",D,22,Ireland,Strasbourg,france,2425
Alban Lafont,"€ 28,846","€ 1,500,000","€ 1,500,000",K,26,France,Nantes,france,2425
Kevin Danso,"€ 28,846","€ 1,500,000","€ 1,500,000",D,25,Austria,Lens,france,2425
Hans Hateboer,"€ 28,077","€ 1,460,000","€ 1,460,000",D,31,Netherlands,Rennes,france,2425
Jordan Siebatcheu,"€ 28,077","€ 1,460,000","€ 1,460,000",F,28,United States,Reims,france,2425
Fabien Centonze,"€ 27,885","€ 1,450,000","€ 1,450,000",D,29,France,Nantes,france,2425
Aron Dønnum,"€ 27,885","€ 1,450,000","€ 1,450,000",M,26,Norway,Toulouse,france,2425
Pol Lirola,"€ 27,885","€ 1,450,000","€ 1,450,000",D,27,Spain,Marseille,france,2425
Gautier Lloris,"€ 27,885","€ 1,450,000","€ 1,450,000",D,29,France,Le Havre,france,2425
Moïse Bombito,"€ 27,885","€ 1,450,000","€ 1,450,000",D,24,Canada,Nice,france,2425
Abdoulaye Touré,"€ 27,885","€ 1,450,000","€ 1,450,000",M,30,Guinea,Le Havre,france,2425
Rémy Cabella,"€ 27,692","€ 1,440,000","€ 1,440,000",F,34,France,Lille,france,2425
Jordan Ferri,"€ 27,692","€ 1,440,000","€ 1,440,000",M,32,France,Montpellier,france,2425
Philipp Köhn,"€ 27,692","€ 1,440,000","€ 1,440,000",K,26,Switzerland,Monaco,france,2425
Al Musrati,"€ 27,692","€ 1,440,000","€ 1,440,000",M,28,Libya,Monaco,france,2425
Anass Zaroury,"€ 26,154","€ 1,360,000","€ 1,360,000",F,24,Morocco,Lens,france,2425
Ismaël Koné,"€ 26,154","€ 1,360,000","€ 1,360,000",M,22,Canada,Rennes,france,2425
Loïs Diony,"€ 26,154","€ 1,360,000","€ 1,360,000",F,32,France,Angers,france,2425
Ismaël Koné,"€ 26,154","€ 1,360,000","€ 1,360,000",M,22,Canada,Marseille,france,2425
Nicolas Pallois,"€ 25,385","€ 1,320,000","€ 1,320,000",D,37,France,Nantes,france,2425
Radoslaw Majecki,"€ 25,385","€ 1,320,000","€ 1,320,000",K,25,Poland,Monaco,france,2425
Téji Savanier,"€ 25,385","€ 1,320,000","€ 1,320,000",F,33,France,Montpellier,france,2425
Zinedine Ferhat,"€ 25,385","€ 1,320,000","€ 1,320,000",F,31,Algeria,Angers,france,2425
Nampalys Mendy,"€ 25,000","€ 1,300,000","€ 1,300,000",M,32,Senegal,Lens,france,2425
Azor Matusiwa,"€ 25,000","€ 1,300,000","€ 1,300,000",M,26,Netherlands,Rennes,france,2425
Abdallah Sima,"€ 25,000","€ 1,300,000","€ 1,300,000",F,23,Senegal,Brest,france,2425
Fodé Ballo-Touré,"€ 24,615","€ 1,280,000","€ 1,280,000",D,28,Senegal,Le Havre,france,2425
Lorenz Assignon,"€ 24,615","€ 1,280,000","€ 1,280,000",D,24,France,Rennes,france,2425
Luis Henrique,"€ 24,615","€ 1,280,000","€ 1,280,000",F,23,Brazil,Marseille,france,2425
Habib Diarra,"€ 24,615","€ 1,280,000","€ 1,280,000",M,21,Senegal,Strasbourg,france,2425
Mikayil Faye,"€ 24,615","€ 1,280,000","€ 1,280,000",D,20,Senegal,Rennes,france,2425
Alidu Seidu,"€ 24,423","€ 1,270,000","€ 1,270,000",D,24,Ghana,Rennes,france,2425
Niklas Schmidt,"€ 24,423","€ 1,270,000","€ 1,270,000",M,26,Germany,Toulouse,france,2425
Elisha Owusu,"€ 24,423","€ 1,270,000","€ 1,270,000",M,27,Ghana,Auxerre,france,2425
Donovan Léon,"€ 24,423","€ 1,270,000","€ 1,270,000",K,32,French Guiana,Auxerre,france,2425
Mohamed Abdelmonem,"€ 24,423","€ 1,270,000","€ 1,270,000",D,26,Egypt,Nice,france,2425
Emanuel Emegha,"€ 24,423","€ 1,270,000","€ 1,270,000",F,22,Netherlands,Strasbourg,france,2425
Naouirou Ahamada,"€ 24,038","€ 1,250,000","€ 1,250,000",M,22,France,Rennes,france,2425
Junya Ito,"€ 23,077","€ 1,200,000","€ 1,200,000",F,31,Japan,Reims,france,2425
Quentin Merlin,"€ 23,077","€ 1,200,000","€ 1,200,000",D,22,France,Marseille,france,2425
Arnau Tenas,"€ 23,077","€ 1,200,000","€ 1,200,000",K,23,Spain,PSG,france,2425
Edon Zhegrova,"€ 23,077","€ 1,200,000","€ 1,200,000",F,25,Kosovo,Lille,france,2425
Amine Gouiri,"€ 23,077","€ 1,200,000","€ 1,200,000",F,24,Algeria,Rennes,france,2425
Osame Sahraoui,"€ 22,692","€ 1,180,000","€ 1,180,000",F,23,Morocco,Lille,france,2425
Emmanuel Agbadou,"€ 22,692","€ 1,180,000","€ 1,180,000",D,27,Cote d'Ivoire,Reims,france,2425
Hákon Arnar Haraldsson,"€ 22,692","€ 1,180,000","€ 1,180,000",F,21,Iceland,Lille,france,2425
Frank Magri,"€ 22,692","€ 1,180,000","€ 1,180,000",F,25,Cameroon,Toulouse,france,2425
Lassine Sinayoko,"€ 22,692","€ 1,180,000","€ 1,180,000",F,25,Mali,Auxerre,france,2425
Lamine Camara,"€ 22,115","€ 1,150,000","€ 1,150,000",M,21,Senegal,Monaco,france,2425
Mika Biereth,"€ 22,115","€ 1,150,000","€ 1,150,000",F,21,Denmark,Monaco,france,2425
Nicolas Cozza,"€ 22,115","€ 1,150,000","€ 1,150,000",D,26,France,Nantes,france,2425
Lucas Chevalier,"€ 21,923","€ 1,140,000","€ 1,140,000",K,23,France,Lille,france,2425
Faris Moumbagna,"€ 21,154","€ 1,100,000","€ 1,100,000",F,24,Cameroon,Marseille,france,2425
Diego Moreira,"€ 20,962","€ 1,090,000","€ 1,090,000",F,20,Portugal,Strasbourg,france,2425
Sebastian Nanasi,"€ 20,962","€ 1,090,000","€ 1,090,000",M,22,Sweden,Strasbourg,france,2425
Jean-Philippe Gbamin,"€ 20,962","€ 1,090,000","€ 1,090,000",M,28,Cote d'Ivoire,Nantes,france,2425
Kelvin Amian,"€ 20,962","€ 1,090,000","€ 1,090,000",D,26,France,Nantes,france,2425
Yunis Abdelhamid,"€ 20,962","€ 1,090,000","€ 1,090,000",D,37,Morocco,St-Etienne,france,2425
Cédric Kipré,"€ 20,962","€ 1,090,000","€ 1,090,000",D,28,Cote d'Ivoire,Reims,france,2425
Abakar Sylla,"€ 20,962","€ 1,090,000","€ 1,090,000",D,22,Cote d'Ivoire,Strasbourg,france,2425
Jordan Amavi,"€ 20,962","€ 1,090,000","€ 1,090,000",D,30,France,Brest,france,2425
Maxime Busi,"€ 20,962","€ 1,090,000","€ 1,090,000",D,24,Belgium,Reims,france,2425
Albert Grønbaek,"€ 20,962","€ 1,090,000","€ 1,090,000",M,23,Denmark,Rennes,france,2425
Ibrahim Salah,"€ 20,769","€ 1,080,000","€ 1,080,000",F,23,Morocco,Brest,france,2425
Soumaïla Coulibaly,"€ 20,000","€ 1,040,000","€ 1,040,000",D,21,France,Brest,france,2425
Christian Mawissa,"€ 19,808","€ 1,030,000","€ 1,030,000",D,19,France,Monaco,france,2425
Matthis Abline,"€ 19,231","€ 1,000,000","€ 1,000,000",F,21,France,Nantes,france,2425
Matias Fernandez-Pardo,"€ 19,231","€ 1,000,000","€ 1,000,000",F,20,Belgium,Lille,france,2425
Sinaly Diomandé,"€ 19,231","€ 1,000,000","€ 1,000,000",D,23,Cote d'Ivoire,Auxerre,france,2425
Adrien Truffert,"€ 19,231","€ 1,000,000","€ 1,000,000",D,23,France,Rennes,france,2425
Eduard Sobol,"€ 19,231","€ 1,000,000","€ 1,000,000",D,29,Ukraine,Strasbourg,france,2425
Adrien Hunou,"€ 18,462","€ 960,000","€ 960,000",F,31,France,Angers,france,2425
Han-Noah Massengo,"€ 18,269","€ 950,000","€ 950,000",M,23,France,Auxerre,france,2425
George Ilenikhena,"€ 17,692","€ 920,000","€ 920,000",F,18,Nigeria,Monaco,france,2425
Ayyoub Bouaddi,"€ 17,500","€ 910,000","€ 910,000",M,17,France,Lille,france,2425
Cristian Cásseres Jr,"€ 17,500","€ 910,000","€ 910,000",M,25,Venezuela,Toulouse,france,2425
Jean-Charles Castelletto,"€ 17,500","€ 910,000","€ 910,000",D,30,Cameroon,Nantes,france,2425
Ignatius Ganago,"€ 17,500","€ 910,000","€ 910,000",F,25,Cameroon,Nantes,france,2425
Massadio Haidara,"€ 17,500","€ 910,000","€ 910,000",D,32,Mali,Brest,france,2425
Jeffrey de Lange,"€ 17,500","€ 910,000","€ 910,000",K,26,Netherlands,Marseille,france,2425
Tino Kadewere,"€ 17,500","€ 910,000","€ 910,000",F,29,Zimbabwe,Nantes,france,2425
Marco Bizot,"€ 17,500","€ 910,000","€ 910,000",K,33,Netherlands,Brest,france,2425
Florent Hanin,"€ 17,500","€ 910,000","€ 910,000",D,35,France,Angers,france,2425
Maxime Dupé,"€ 17,500","€ 910,000","€ 910,000",K,31,France,Nice,france,2425
Félix Lemaréchal,"€ 17,308","€ 900,000","€ 900,000",F,21,France,Strasbourg,france,2425
Bamba Dieng,"€ 17,308","€ 900,000","€ 900,000",F,24,Senegal,Angers,france,2425
Lucas Perri,"€ 17,308","€ 900,000","€ 900,000",K,27,Brazil,Lyon,france,2425
Nikola Maksimović,"€ 17,308","€ 900,000","€ 900,000",D,33,Serbia,Montpellier,france,2425
Valentín Barco,"€ 17,308","€ 900,000","€ 900,000",D,20,Argentina,Strasbourg,france,2425
Andrey Santos,"€ 17,308","€ 900,000","€ 900,000",M,20,Brazil,Strasbourg,france,2425
Ahmed Hassan,"€ 17,308","€ 900,000","€ 900,000",F,31,Egypt,Le Havre,france,2425
Christopher Jullien,"€ 17,308","€ 900,000","€ 900,000",D,31,France,Montpellier,france,2425
Douglas Augusto,"€ 17,308","€ 900,000","€ 900,000",M,28,Brazil,Nantes,france,2425
