,EST. BASE SALARY,EST. BASE SALARY,EST. BASE SALARY,BIO,BIO,BIO,,data_country,data_season
PLAYER,"GROSS P/W
(EUR)","GROSS P/Y
(EUR)","ADJ. GROSS
(EUR)",POS.,AGE,COUNTRY,CLUB,,
Mario Balotelli,"€ 120,192","€ 6,250,000","€ 9,616,213",F,31,Italy,Adana Demirspor,turkey,2122
Michy Batshuayi,"€ 111,731","€ 5,810,000","€ 8,939,232",F,28,Belgium,Besiktas,turkey,2122
Domagoj Vida,"€ 84,231","€ 4,380,000","€ 6,739,042",D,32,Croatia,Besiktas,turkey,2122
Mesut Özil,"€ 79,808","€ 4,150,000","€ 6,385,166",F,33,Germany,Fenerbahce,turkey,2122
Sofiane Feghouli,"€ 76,923","€ 4,000,000","€ 6,154,376",F,32,Algeria,Galatasaray,turkey,2122
Alex Teixeira,"€ 72,115","€ 3,750,000","€ 5,769,728",F,32,Brazil,Besiktas,turkey,2122
Ryan Babel,"€ 71,731","€ 3,730,000","€ 5,738,956",F,35,Netherlands,Galatasaray,turkey,2122
Trezeguet,"€ 66,538","€ 3,460,000","€ 5,323,536",F,27,Egypt,Basaksehir,turkey,2122
Miralem Pjanic,"€ 66,154","€ 3,440,000","€ 5,292,764",M,31,Bosnia-Herzegovina,Besiktas,turkey,2122
Luiz Gustavo,"€ 66,154","€ 3,440,000","€ 5,292,764",M,34,Brazil,Fenerbahce,turkey,2122
Andreas Cornelius,"€ 60,192","€ 3,130,000","€ 4,815,800",F,28,Denmark,Trabzonspor,turkey,2122
Fernando Muslera,"€ 60,192","€ 3,130,000","€ 4,815,800",K,35,Uruguay,Galatasaray,turkey,2122
Rachid Ghezzal,"€ 60,192","€ 3,130,000","€ 4,815,800",F,29,Algeria,Besiktas,turkey,2122
Adem Ljajic,"€ 54,038","€ 2,810,000","€ 4,323,449",F,30,Serbia,Besiktas,turkey,2122
Jeremain Lens,"€ 52,885","€ 2,750,000","€ 4,231,134",F,34,Netherlands,Besiktas,turkey,2122
Vitor Hugo,"€ 49,808","€ 2,590,000","€ 3,984,959",D,30,Brazil,Trabzonspor,turkey,2122
Gervinho,"€ 48,077","€ 2,500,000","€ 3,846,485",F,34,Cote d'Ivoire,Trabzonspor,turkey,2122
Oguzhan Özyakup,"€ 48,077","€ 2,500,000","€ 3,846,485",M,29,Turkey,Besiktas,turkey,2122
Min-jae Kim,"€ 48,077","€ 2,500,000","€ 3,846,485",D,25,South Korea,Fenerbahce,turkey,2122
Bright Osayi-Samuel,"€ 43,269","€ 2,250,000","€ 3,461,837",F,24,Nigeria,Fenerbahce,turkey,2122
Bruno Peres,"€ 43,269","€ 2,250,000","€ 3,461,837",D,31,Brazil,Trabzonspor,turkey,2122
Patrick van Aanholt,"€ 42,115","€ 2,190,000","€ 3,369,521",D,31,Netherlands,Galatasaray,turkey,2122
Bafétimbi Gomis,"€ 42,115","€ 2,190,000","€ 3,369,521",F,36,France,Galatasaray,turkey,2122
Ozan Tufan,"€ 41,538","€ 2,160,000","€ 3,323,363",M,26,Turkey,Fenerbahce,turkey,2122
Younès Belhanda,"€ 39,038","€ 2,030,000","€ 3,123,346",F,31,Morocco,Adana Demirspor,turkey,2122
Cyle Larin,"€ 38,462","€ 2,000,000","€ 3,077,188",F,26,Canada,Besiktas,turkey,2122
Gökhan Gönül,"€ 38,462","€ 2,000,000","€ 3,077,188",D,37,Turkey,Caykur Rizespor,turkey,2122
Georges-Kevin N'Koudou,"€ 38,462","€ 2,000,000","€ 3,077,188",F,26,France,Besiktas,turkey,2122
Nuri Sahin,"€ 38,462","€ 2,000,000","€ 3,077,188",M,33,Turkey,Antalyaspor,turkey,2122
Lucas Biglia,"€ 38,077","€ 1,980,000","€ 3,046,416",M,36,Argentina,Karagumrukspor,turkey,2122
Medhi Benatia,"€ 36,731","€ 1,910,000","€ 2,938,715",D,34,Morocco,Karagumrukspor,turkey,2122
José Sosa,"€ 36,154","€ 1,880,000","€ 2,892,557",M,36,Argentina,Fenerbahce,turkey,2122
Enner Valencia,"€ 36,154","€ 1,880,000","€ 2,892,557",F,32,Ecuador,Fenerbahce,turkey,2122
Mergim Berisha,"€ 36,154","€ 1,880,000","€ 2,892,557",F,23,Germany,Fenerbahce,turkey,2122
Marek Hamsik,"€ 36,154","€ 1,880,000","€ 2,892,557",M,34,Slovakia,Trabzonspor,turkey,2122
Edin Visca,"€ 36,154","€ 1,880,000","€ 2,892,557",F,31,Bosnia-Herzegovina,Trabzonspor,turkey,2122
Steven Caulker,"€ 35,385","€ 1,840,000","€ 2,831,013",D,30,Sierra Leone,Gaziantep BB,turkey,2122
Hasan Ali Kaldirim,"€ 34,231","€ 1,780,000","€ 2,738,698",D,32,Turkey,Basaksehir,turkey,2122
Jonas Svensson,"€ 34,231","€ 1,780,000","€ 2,738,698",D,28,Norway,Adana Demirspor,turkey,2122
Omar Elabdellaoui,"€ 33,654","€ 1,750,000","€ 2,692,540",D,30,Norway,Galatasaray,turkey,2122
Valentin Rosier,"€ 33,654","€ 1,750,000","€ 2,692,540",D,25,France,Besiktas,turkey,2122
Valentin Eysseric,"€ 33,269","€ 1,730,000","€ 2,661,768",F,29,France,Kasimpasa,turkey,2122
Alin Tosca,"€ 33,269","€ 1,730,000","€ 2,661,768",D,29,Romania,Gaziantep BB,turkey,2122
Marcel Tisserand,"€ 33,269","€ 1,730,000","€ 2,661,768",D,29,Democratic Republic of the Congo,Fenerbahce,turkey,2122
Papy Djilobodji,"€ 32,885","€ 1,710,000","€ 2,630,996",D,33,Senegal,Gaziantep BB,turkey,2122
Stefano Okaka,"€ 31,923","€ 1,660,000","€ 2,554,066",F,32,Italy,Basaksehir,turkey,2122
Benjamin Stambouli,"€ 31,923","€ 1,660,000","€ 2,554,066",M,31,France,Adana Demirspor,turkey,2122
Marcão,"€ 31,346","€ 1,630,000","€ 2,507,908",D,25,Brazil,Galatasaray,turkey,2122
Josef,"€ 31,346","€ 1,630,000","€ 2,507,908",M,32,Brazil,Besiktas,turkey,2122
Juanfran,"€ 30,962","€ 1,610,000","€ 2,477,137",D,33,Spain,Alanyaspor,turkey,2122
Pizzi,"€ 30,769","€ 1,600,000","€ 2,461,751",F,32,Portugal,Basaksehir,turkey,2122
Adama Traoré,"€ 30,769","€ 1,600,000","€ 2,461,751",M,26,Mali,Hatayspor,turkey,2122
Jeffrey Bruma,"€ 30,769","€ 1,600,000","€ 2,461,751",D,30,Netherlands,Kasimpasa,turkey,2122
