,EST. BASE SALARY,EST. BASE SALARY,EST. BASE SALARY,BIO,BIO,BIO,,data_country,data_season
PLAYER,"GROSS P/W
(EUR)","GROSS P/Y
(EUR)","ADJ. GROSS
(EUR)",POS.,AGE,COUNTRY,CLUB,,
Dele Alli,"€ 122,692","€ 6,380,000","€ 6,380,000",F,26,England,Besiktas,turkey,2223
Bertrand Traoré,"€ 95,385","€ 4,960,000","€ 4,960,000",F,27,Burkina Faso,Basaksehir,turkey,2223
Jean-Philippe Gbamin,"€ 91,923","€ 4,780,000","€ 4,780,000",M,27,Cote d'Ivoire,Trabzonspor,turkey,2223
Michy Batshuayi,"€ 72,115","€ 3,750,000","€ 3,750,000",F,29,Belgium,Fenerbahce,turkey,2223
Dries Mertens,"€ 69,808","€ 3,630,000","€ 3,630,000",F,35,Belgium,Galatasaray,turkey,2223
Sérgio Oliveira,"€ 66,154","€ 3,440,000","€ 3,440,000",M,30,Portugal,Galatasaray,turkey,2223
Nicolò Zaniolo,"€ 66,154","€ 3,440,000","€ 3,440,000",F,23,Italy,Galatasaray,turkey,2223
Lucas Torreira,"€ 66,154","€ 3,440,000","€ 3,440,000",M,27,Uruguay,Galatasaray,turkey,2223
Vincent Aboubakar,"€ 60,192","€ 3,130,000","€ 3,130,000",F,31,Cameroon,Besiktas,turkey,2223
Rachid Ghezzal,"€ 60,192","€ 3,130,000","€ 3,130,000",F,30,Algeria,Besiktas,turkey,2223
Fernando Muslera,"€ 60,192","€ 3,130,000","€ 3,130,000",K,36,Uruguay,Galatasaray,turkey,2223
Ezgjan Alioski,"€ 60,192","€ 3,130,000","€ 3,130,000",D,31,North Macedonia,Fenerbahce,turkey,2223
João Pedro,"€ 60,192","€ 3,130,000","€ 3,130,000",F,30,Italy,Fenerbahce,turkey,2223
Joshua King,"€ 60,192","€ 3,130,000","€ 3,130,000",F,31,Norway,Fenerbahce,turkey,2223
Haris Seferovic,"€ 55,385","€ 2,880,000","€ 2,880,000",F,30,Switzerland,Galatasaray,turkey,2223
Cenk Tosun,"€ 54,038","€ 2,810,000","€ 2,810,000",F,31,Turkey,Besiktas,turkey,2223
Vitor Hugo,"€ 49,808","€ 2,590,000","€ 2,590,000",D,31,Brazil,Trabzonspor,turkey,2223
Arthur Masuaku,"€ 49,038","€ 2,550,000","€ 2,550,000",D,29,Democratic Republic of the Congo,Besiktas,turkey,2223
Yaroslav Rakitskiy,"€ 48,077","€ 2,500,000","€ 2,500,000",D,33,Ukraine,Adana Demirspor,turkey,2223
Ivan Cavaleiro,"€ 45,962","€ 2,390,000","€ 2,390,000",F,29,Portugal,Alanyaspor,turkey,2223
Patrick van Aanholt,"€ 45,769","€ 2,380,000","€ 2,380,000",D,32,Netherlands,Galatasaray,turkey,2223
Juan Mata,"€ 45,769","€ 2,380,000","€ 2,380,000",F,34,Spain,Galatasaray,turkey,2223
Bruno Peres,"€ 43,269","€ 2,250,000","€ 2,250,000",D,32,Brazil,Trabzonspor,turkey,2223
Bright Osayi-Samuel,"€ 43,269","€ 2,250,000","€ 2,250,000",D,25,Nigeria,Fenerbahce,turkey,2223
Léo Dubois,"€ 43,269","€ 2,250,000","€ 2,250,000",D,28,France,Galatasaray,turkey,2223
Bafétimbi Gomis,"€ 42,115","€ 2,190,000","€ 2,190,000",F,37,France,Galatasaray,turkey,2223
Maxi Gómez,"€ 42,115","€ 2,190,000","€ 2,190,000",F,26,Uruguay,Trabzonspor,turkey,2223
Umut Bozok,"€ 40,962","€ 2,130,000","€ 2,130,000",F,26,Turkey,Trabzonspor,turkey,2223
Wout Weghorst,"€ 40,192","€ 2,090,000","€ 2,090,000",F,30,Netherlands,Besiktas,turkey,2223
Younès Belhanda,"€ 39,038","€ 2,030,000","€ 2,030,000",F,32,Morocco,Adana Demirspor,turkey,2223
