player,player_id,team,team_id,data_country,data_season,minutesPlayed,appearances,matchesStarted,rating,goals,assists,goalsAssistsSum,expectedGoals,expectedAssists,accurateChippedPasses,accurateCrosses,accurateCrossesPercentage,accurateFinalThirdPasses,accurateLongBalls,accurateLongBallsPercentage,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePasses,accuratePassesPercentage,aerialDuelsWon,aerialDuelsWonPercentage,aerialLost,attemptPenaltyMiss,attemptPenaltyPost,attemptPenaltyTarget,ballRecovery,bigChancesCreated,bigChancesMissed,blockedShots,cleanSheet,clearances,countRating,crossesNotClaimed,directRedCards,dispossessed,download_date,dribbledPast,duelLost,errorLeadToGoal,errorLeadToShot,fouls,freeKickGoal,goalConversionPercentage,goalKicks,goalsConceded,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,goalsFromInsideTheBox,goalsFromOutsideTheBox,goalsPrevented,groundDuelsWon,groundDuelsWonPercentage,headedGoals,highClaims,hitWoodwork,inaccuratePasses,interceptions,keyPasses,leftFootGoals,offsides,outfielderBlocks,ownGoals,passToAssist,penaltiesTaken,penaltyConceded,penaltyConversion,penaltyFaced,penaltyGoals,penaltySave,penaltyWon,possessionLost,possessionWonAttThird,punches,redCards,rightFootGoals,runsOut,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,saves,savesCaught,savesParried,scoringFrequency,setPieceConversion,shotFromSetPiece,shotsFromInsideTheBox,shotsFromOutsideTheBox,shotsOffTarget,shotsOnTarget,successfulDribbles,successfulDribblesPercentage,successfulRunsOut,tackles,tacklesWon,tacklesWonPercentage,totalAttemptAssist,totalChippedPasses,totalContest,totalCross,totalDuelsWon,totalDuelsWonPercentage,totalLongBalls,totalOppositionHalfPasses,totalOwnHalfPasses,totalPasses,totalRating,totalShots,totwAppearances,touches,wasFouled,yellowCards,yellowRedCards,gross_weekly_eur,gross_annual_eur,position,age,nationality
Believe Munongo,2076689,Metz,1651,france,2526,332,8,4,6.58,0,0,0,0.22,0.15,6,0,0.0,38,3,75.0,68,66,134,83.75,8,72.73,3,0,0,0,17,0,0,1,0,6,8,0,0,1,20260428,6,25,0,0,13,0,0.0,0,8,7,1,0,0,,13,37.14,0,0,0,26,4,2,0,0,1.0,0,0,0,0,0.0,0,0,0,0,34,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,4,3,0,3,60.0,0,8,3,37.5,2,12,5,2,21,45.65,4,91,69,160,52.6,4,0,213,2,1,0,,,,,
Hamidou Makalou,1597197,Stade Brestois,1715,france,2526,220,13,1,6.58,0,0,0,0.03,0.24,3,2,25.0,28,3,37.5,57,29,86,79.63,0,0.0,1,0,0,0,15,0,0,0,0,1,12,0,0,3,20260428,1,9,0,0,1,0,0.0,0,6,6,0,0,0,,7,46.67,0,0,0,22,3,6,0,0,1.0,0,0,0,0,0.0,0,0,0,0,39,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,2,2,0,1,25.0,0,4,3,75.0,6,5,4,8,7,43.75,8,78,30,108,78.9,2,0,152,2,0,0,3462.0,180000.0,M,19.0,Mali
Kassoum Ouattara,1397558,AS Monaco,1653,france,2526,983,15,12,6.57,0,3,3,0.92,2.18,11,12,24.0,67,10,37.04,153,127,280,74.27,16,61.54,10,0,0,0,52,5,1,6,2,21,15,0,0,13,20260428,9,79,0,2,22,0,0.0,0,20,19,1,0,0,,46,40.0,0,0,2,97,16,17,0,1,0.0,0,0,0,1,0.0,0,0,0,0,220,5,0,0,0,0,0,0,0,0,0,0.0,0.0,0,10,2,6,0,9,26.47,0,27,17,62.96,17,30,34,50,62,43.97,27,224,153,377,98.6,12,0,751,10,3,0,17692.0,920000.0,D,21.0,France
Alimami Gory,842399,Paris FC,6070,france,2526,888,22,8,6.57,3,1,4,2.05,0.53,6,2,20.0,49,6,46.15,96,71,167,83.5,8,42.11,11,0,0,0,36,1,2,2,1,14,22,0,0,10,20260428,6,44,1,0,10,0,23.08,0,18,17,1,3,0,,35,51.47,0,0,0,33,8,4,1,8,1.0,0,1,0,1,0.0,0,0,0,1,89,3,0,0,2,0,0,0,0,0,0,296.0,0.0,0,12,1,8,3,4,30.77,0,17,11,64.71,3,9,13,10,43,49.43,13,120,80,200,144.6,13,0,372,14,2,0,17500.0,910000.0,F,29.0,France
Jean-Philippe Gbamin,326343,Metz,1651,france,2526,2297,28,28,6.57,1,1,2,2.01,0.83,99,3,75.0,144,106,46.29,411,1071,1482,88.27,26,48.15,28,0,0,0,155,3,1,4,5,78,28,0,1,23,20260428,18,96,1,2,21,0,7.14,39,60,51,9,1,0,,82,54.67,0,0,1,197,24,14,0,0,12.0,0,0,0,0,0.0,0,0,0,0,257,1,0,1,1,0,0,0,0,0,0,2297.0,0.0,0,9,5,3,7,24,77.42,0,50,24,48.0,14,191,31,4,108,52.94,229,546,1133,1679,184.0,14,2,2013,8,2,0,31538.0,1640000.0,D,30.0,Cote d'Ivoire
Josué Casimir,1035986,Auxerre,1646,france,2526,1492,28,16,6.57,1,0,1,2.83,1.36,7,9,16.98,125,13,48.15,216,124,340,77.98,25,51.02,24,0,1,0,63,1,3,5,0,12,28,0,0,12,20260428,9,87,0,1,34,0,4.76,0,25,24,1,1,0,,71,52.99,0,0,2,96,10,9,0,3,0.0,0,0,1,0,0.0,0,0,0,0,211,6,0,1,1,0,0,0,0,0,0,1492.0,0.0,0,15,6,5,11,8,44.44,0,31,18,58.06,9,21,18,53,96,52.46,27,291,145,436,184.0,21,0,745,32,3,1,20962.0,1090000.0,F,24.0,Haiti
Cheick Tidiane Sabaly,942834,Metz,1651,france,2526,976,14,12,6.57,0,2,2,1.62,1.36,5,4,28.57,64,5,62.5,100,75,175,76.42,2,10.53,17,0,0,0,36,4,4,1,2,5,14,0,0,21,20260428,9,80,0,1,14,0,0.0,0,24,22,2,0,0,,48,43.24,0,0,0,54,5,10,0,5,3.0,0,0,0,0,0.0,0,0,0,0,130,6,0,0,0,0,0,0,0,0,0,0.0,0.0,0,7,1,3,4,14,41.18,0,18,13,72.22,10,8,34,14,50,38.46,8,135,94,229,92.0,8,0,416,16,2,0,20962.0,1090000.0,F,26.0,Senegal
Prosper Peter,2137784,Angers,1684,france,2526,1166,27,12,6.57,5,0,5,5.45,0.5,1,0,0.0,53,1,50.0,76,51,127,70.56,34,43.04,45,0,0,0,31,1,8,3,0,9,27,0,0,20,20260428,1,118,0,0,29,0,21.74,0,25,22,3,5,0,,38,34.23,1,0,0,53,4,11,1,15,0.0,0,0,0,0,0.0,0,0,0,1,157,6,0,0,3,0,0,0,0,0,0,233.2,0.0,0,23,0,6,14,4,12.12,0,7,3,42.86,11,1,33,0,72,37.89,2,117,63,180,177.4,23,0,405,27,0,0,3077.0,160000.0,F,18.0,France
Ibrahim Osman,1471095,Auxerre,1646,france,2526,630,14,7,6.57,0,2,2,1.86,0.67,2,1,10.0,56,4,66.67,99,32,131,79.88,6,37.5,10,0,0,0,24,1,5,3,0,2,13,0,0,16,20260428,3,52,0,0,7,0,0.0,0,11,10,1,0,0,,31,42.47,0,0,0,33,4,7,0,3,0.0,0,0,0,0,0.0,0,0,0,0,104,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0,11,7,9,6,6,27.27,0,11,8,72.73,7,2,22,10,37,41.57,6,125,39,164,85.4,18,0,309,14,0,0,12308.0,640000.0,F,21.0,Ghana
Joel Mugisha Mvuka,1027091,Lorient,1656,france,2526,572,15,5,6.57,0,0,0,0.52,0.69,2,1,8.33,39,2,28.57,67,50,117,79.05,1,11.11,8,0,0,0,26,2,1,2,0,13,13,0,0,5,20260428,4,31,0,1,4,0,0.0,0,18,15,3,0,0,,39,62.9,0,0,0,31,7,4,0,1,0.0,0,0,0,0,0.0,0,0,0,0,65,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0,4,4,5,1,6,37.5,0,22,12,54.55,4,6,16,12,40,56.34,7,84,64,148,85.4,8,0,273,11,0,0,8077.0,420000.0,F,23.0,Norway
Sambou Soumano,1103141,Lorient,1656,france,2526,918,30,8,6.57,4,2,6,5.37,0.79,4,0,0.0,43,2,28.57,71,61,132,73.74,28,38.36,45,0,0,1,27,2,5,9,0,13,29,0,0,22,20260428,1,91,0,0,16,0,14.29,0,17,16,1,4,0,,28,37.84,0,0,0,47,4,10,1,10,0.0,0,0,1,0,0.0,0,0,0,0,107,3,0,0,3,0,0,0,0,0,0,229.5,0.0,0,27,1,9,10,5,35.71,0,5,4,80.0,10,5,14,0,56,38.1,7,112,67,179,190.5,28,0,331,18,2,0,15769.0,820000.0,F,25.0,Senegal
Ali Abdi,919027,Nice,1661,france,2526,1025,19,12,6.57,2,0,2,1.64,0.61,10,4,12.9,67,10,22.22,119,161,280,74.07,23,50.0,23,0,0,0,54,2,2,3,1,26,19,0,0,6,20260428,10,74,1,1,19,0,22.22,0,15,13,2,2,0,,53,50.96,1,0,0,98,10,11,1,0,4.0,0,0,0,0,0.0,0,0,0,0,183,5,0,1,0,0,0,0,0,0,0,512.5,0.0,0,8,1,4,2,16,45.71,0,20,8,40.0,11,35,35,31,76,50.67,45,186,192,378,124.8,9,0,681,17,2,1,41923.0,2180000.0,D,32.0,Tunisia
Abdoulaye Faye,1529051,Lorient,1656,france,2526,1204,14,13,6.56,0,0,0,0.59,0.15,11,0,0.0,59,33,37.93,198,419,617,86.78,32,59.26,22,0,0,0,44,0,1,1,1,76,14,0,0,3,20260428,5,50,1,0,22,0,0.0,35,27,24,3,0,0,,46,62.16,0,0,0,94,24,1,0,0,4.0,0,0,0,1,0.0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,8,0,5,2,7,70.0,0,26,17,65.38,1,45,10,3,78,60.94,87,251,460,711,91.9,8,0,943,14,7,0,14038.0,730000.0,D,21.0,Senegal
Isak Jansson,962064,Nice,1661,france,2526,609,19,7,6.56,1,0,1,1.58,1.04,1,6,50.0,48,1,16.67,70,27,97,71.32,4,18.18,18,0,0,0,29,1,2,3,0,2,18,0,0,5,20260428,7,45,0,1,9,0,6.67,0,12,10,2,1,0,,20,42.55,0,0,0,39,5,7,0,0,0.0,0,0,0,0,0.0,0,0,0,0,75,6,0,0,1,0,0,0,0,0,0,609.0,0.0,0,9,6,3,9,4,36.36,0,10,7,70.0,7,4,11,12,24,34.78,6,100,36,136,118.1,15,0,239,6,3,0,26154.0,1360000.0,F,24.0,Sweden
Jacques Ekomié,1170532,Angers,1684,france,2526,2035,29,23,6.56,0,0,0,0.97,1.07,14,8,14.81,104,13,39.39,248,316,564,81.15,23,50.0,23,0,0,0,100,1,4,2,5,45,28,0,0,25,20260428,10,100,0,1,27,0,0.0,0,31,29,2,0,0,,93,54.71,0,0,0,131,28,12,0,6,8.0,0,0,0,1,0.0,0,0,0,0,298,4,0,0,0,0,0,0,0,0,0,0.0,0.0,0,9,0,4,3,12,41.38,0,52,31,59.62,12,30,29,54,116,53.7,33,329,366,695,183.7,9,0,1258,29,3,0,8654.0,450000.0,D,22.0,Gabon
Quentin Ndjantou,1861665,Paris Saint-Germain,1644,france,2526,354,10,3,6.56,1,1,2,1.49,0.35,3,0,0.0,60,4,100.0,108,59,167,84.34,0,0.0,6,0,0,0,13,0,2,2,0,2,10,0,0,1,20260428,4,22,0,0,7,0,11.11,0,3,2,1,1,0,,10,38.46,0,0,1,31,2,5,0,0,1.0,0,0,0,0,0.0,0,0,0,0,46,1,0,0,1,0,0,0,0,0,0,354.0,0.0,0,5,4,4,3,6,60.0,0,2,1,50.0,5,6,10,4,10,31.25,4,130,68,198,65.6,9,0,252,2,1,0,27885.0,1450000.0,F,18.0,France
Morgan Sanson,250133,Nice,1661,france,2526,1545,28,17,6.56,0,2,2,2.37,1.28,36,3,8.11,113,44,61.97,253,205,458,82.52,13,46.43,15,0,0,0,77,3,5,4,0,14,28,0,0,24,20260428,17,101,0,2,32,0,0.0,0,36,32,4,0,0,,65,43.05,0,0,0,97,24,11,0,2,7.0,0,0,0,1,0.0,0,0,0,0,208,11,0,0,0,0,0,0,0,0,0,0.0,0.0,0,9,7,8,4,23,53.49,0,25,20,80.0,11,64,43,37,78,43.58,71,326,229,555,183.6,16,0,848,17,4,0,97885.0,5090000.0,M,31.0,France
Hamari Traore,362014,Paris FC,6070,france,2526,986,15,12,6.56,0,1,1,0.18,0.56,14,4,20.0,84,21,45.65,188,233,421,82.07,13,56.52,10,0,0,0,47,1,1,3,2,33,14,0,0,2,20260428,7,36,0,2,19,0,0.0,0,15,13,2,0,0,,30,53.57,0,0,0,92,16,6,0,1,1.0,0,0,0,1,0.0,0,0,0,0,136,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,4,0,1,0,0,0.0,0,26,16,61.54,6,23,1,20,43,54.43,46,238,275,513,91.8,4,0,754,4,3,0,38462.0,2000000.0,D,34.0,Mali
Ruben Kluivert,1014540,Olympique Lyonnais,1649,france,2526,746,14,8,6.55,1,2,3,0.21,0.47,6,0,0.0,21,8,36.36,79,251,330,85.05,17,60.71,11,0,0,0,40,2,0,0,1,45,13,0,0,1,20260428,4,27,1,1,10,0,100.0,7,16,13,3,1,0,,21,56.76,0,0,0,58,9,2,1,0,4.0,0,0,0,0,0.0,0,0,0,0,69,1,0,0,0,0,0,0,0,0,0,746.0,0.0,0,1,0,0,1,3,75.0,0,15,10,66.67,2,13,4,1,38,58.46,22,110,278,388,85.2,1,0,524,3,4,0,20962.0,1090000.0,D,24.0,Netherlands
Noah Edjouma,1512354,Lille,1643,france,2526,365,15,3,6.55,0,0,0,0.77,0.68,2,4,22.22,26,2,28.57,43,21,64,70.33,3,42.86,4,0,0,0,22,0,0,4,0,5,15,0,0,10,20260428,8,41,0,0,5,0,0.0,0,3,1,2,0,0,,27,42.19,0,0,0,27,3,7,0,1,0.0,0,0,0,0,0.0,0,0,0,0,83,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0,9,1,3,3,10,41.67,0,11,6,54.55,7,3,24,18,30,42.25,7,63,28,91,98.3,10,0,205,6,0,0,14038.0,730000.0,F,20.0,France
Louis Mouton,1172936,Angers,1684,france,2526,1822,30,23,6.55,2,1,3,2.84,2.35,24,7,25.0,146,25,50.0,275,230,505,75.49,14,34.15,27,0,0,0,62,4,1,13,3,13,29,0,1,27,20260428,23,115,0,1,20,0,5.71,0,26,21,5,2,0,,65,42.48,0,0,0,164,14,20,0,4,4.0,0,0,0,0,0.0,0,0,0,0,272,8,0,1,2,0,0,0,0,0,0,911.0,0.0,0,22,13,14,8,11,34.38,0,38,22,57.89,20,47,32,28,79,40.72,50,379,290,669,190.0,35,0,975,16,2,0,14038.0,730000.0,F,23.0,France
Theo Bair,936848,Auxerre,1646,france,2526,23,2,0,6.55,0,0,0,,0.0,1,0,0.0,2,0,0.0,3,0,3,75.0,3,100.0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,20260428,0,2,0,0,0,0,0.0,0,0,0,0,0,0,,0,0.0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,1,0,0,3,60.0,0,3,1,4,13.1,0,0,9,0,0,0,,,,,
Oumar Pona,1651830,Angers,1684,france,2526,180,2,2,6.55,0,0,0,,0.0,2,0,0.0,2,10,50.0,6,31,37,78.72,0,0.0,0,0,0,0,12,0,0,0,0,3,2,0,0,0,20260428,0,0,0,0,0,0,0.0,16,7,5,2,0,0,-1.7,2,100.0,0,0,0,10,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,10,0,1,0,0,1,4,2,6,0,1,0.0,0.0,0,0,0,0,0,0,0.0,1,0,0,0.0,0,5,0,0,2,100.0,20,10,37,47,13.1,0,0,69,2,1,0,3077.0,160000.0,K,19.0,Mali
Serigne Diop,1922996,Stade Brestois,1715,france,2526,26,2,0,6.55,0,0,0,0.13,0.05,0,1,100.0,0,0,0.0,0,1,1,50.0,2,100.0,0,0,0,0,1,0,0,1,0,0,2,0,0,1,20260428,0,1,0,0,0,0,0.0,0,1,1,0,0,0,,1,50.0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,0,1,100.0,0,0,0,0.0,0,0,1,1,3,75.0,0,1,1,2,13.1,1,0,7,0,0,0,2885.0,150000.0,F,20.0,Senegal
Yassine Kechta,1000442,Le Havre,1662,france,2526,1239,27,13,6.55,2,1,3,1.63,1.95,11,8,29.63,85,11,40.74,171,140,311,79.34,3,14.29,18,0,0,0,62,5,4,5,0,17,25,0,0,17,20260428,25,107,0,2,33,0,10.0,0,23,23,0,2,0,,50,35.97,0,0,0,81,16,14,1,3,3.0,0,0,0,0,0.0,0,0,0,0,172,10,0,0,1,0,0,0,0,0,0,619.5,0.0,0,14,6,7,8,7,29.17,0,28,17,60.71,14,27,24,27,53,33.13,27,234,158,392,163.7,20,0,639,15,4,0,15769.0,820000.0,M,23.0,Morocco
Fredrik Oppegård,1005648,Auxerre,1646,france,2526,1269,23,15,6.55,0,0,0,0.5,0.97,6,14,29.17,99,7,26.92,191,122,313,79.64,0,0.0,10,0,0,0,45,1,0,5,1,24,23,0,1,7,20260428,5,38,0,0,8,0,0.0,0,19,16,3,0,0,,43,60.56,0,0,0,80,13,11,0,2,5.0,0,0,0,0,0.0,0,0,0,0,162,3,0,1,0,0,0,0,0,0,0,0.0,0.0,0,6,4,3,2,9,52.94,0,26,18,69.23,11,14,17,48,43,53.09,26,249,144,393,150.6,10,0,672,8,1,0,6346.0,330000.0,D,23.0,Norway
Ibrahima Sissoko,829093,Nantes,1647,france,2526,642,11,7,6.55,0,0,0,0.14,0.33,10,1,16.67,43,11,47.83,104,108,212,80.0,14,63.64,8,0,0,0,45,1,0,2,0,12,11,0,0,11,20260428,1,45,0,0,22,0,0.0,2,15,13,2,0,0,,24,39.34,0,0,0,53,10,3,0,2,5.0,0,0,0,0,0.0,0,0,0,0,93,4,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,4,2,0,6,60.0,0,11,6,54.55,3,20,10,6,38,45.78,23,140,125,265,72.0,4,0,387,8,4,0,41923.0,2180000.0,M,28.0,Mali
Nidal Čelik,1399503,RC Lens,1648,france,2526,528,7,7,6.54,0,0,0,0.03,0.07,6,0,0.0,36,13,54.17,94,154,248,91.85,5,62.5,3,0,0,0,21,0,0,0,1,12,7,0,0,1,20260428,2,19,1,1,10,0,0.0,0,9,7,2,0,0,,20,55.56,0,0,0,22,8,0,0,0,4.0,0,0,0,0,0.0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,1,1,25.0,0,18,10,55.56,0,13,4,0,25,56.82,24,107,163,270,45.8,1,0,345,1,1,0,10577.0,550000.0,D,19.0,Bosnia-Herzegovina
George Ilenikhena,1462434,AS Monaco,1653,france,2526,386,15,3,6.54,2,0,2,1.44,0.2,1,0,0.0,24,2,66.67,27,12,39,73.58,8,42.11,11,0,0,0,4,0,3,2,0,2,15,0,0,6,20260428,3,32,0,0,2,0,13.33,0,8,8,0,2,0,,8,27.59,1,0,0,14,0,3,1,8,1.0,0,0,0,0,0.0,0,0,0,0,45,3,0,0,0,0,0,0,0,0,0,193.0,0.0,0,13,2,6,7,1,9.09,0,1,0,0.0,3,2,11,0,16,33.33,3,39,14,53,98.1,15,0,125,6,0,0,,,,,
Bernard Nguene,2017474,Nice,1661,france,2526,133,6,0,6.53,0,0,0,0.21,0.02,0,0,0.0,10,0,0.0,15,10,25,75.76,6,85.71,1,0,0,0,5,0,0,0,0,2,6,0,0,4,20260428,1,10,0,0,3,0,0.0,0,3,3,0,0,0,,7,43.75,0,0,0,8,3,0,0,1,0.0,0,0,0,0,0.0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,2,1,3,0,1,33.33,0,4,1,25.0,0,0,3,1,13,56.52,0,19,14,33,39.2,3,0,71,2,1,0,,,,,
Adil Hamdani,2369898,Olympique Lyonnais,1649,france,2526,28,4,0,6.53,0,0,0,0.06,0.03,3,0,0.0,8,3,100.0,10,1,11,84.62,0,0.0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,20260428,0,3,0,0,1,0,0.0,0,0,0,0,0,0,,2,50.0,0,0,0,2,0,0,0,0,1.0,0,0,0,0,0.0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,1,1,0,1,50.0,0,1,0,0.0,0,4,2,5,2,40.0,3,12,1,13,19.6,2,0,27,0,0,0,,,,,
Darlin Yongwa,998241,Lorient,1656,france,2526,1302,22,14,6.53,0,1,1,0.47,1.52,17,10,27.78,110,24,41.38,224,301,525,82.55,18,40.91,26,0,0,0,63,3,1,5,3,32,22,0,1,19,20260428,13,85,0,0,14,0,0.0,17,20,19,1,0,0,,67,53.17,0,0,0,111,11,16,0,1,1.0,0,0,0,1,0.0,0,0,0,1,204,3,0,1,0,0,0,0,0,0,0,0.0,0.0,0,4,6,3,2,13,48.15,0,32,22,68.75,16,44,27,36,85,50.0,58,304,332,636,143.7,10,0,935,22,3,0,12308.0,640000.0,D,25.0,Cameroon
Terem Moffi,894396,Nice,1661,france,2526,489,10,6,6.53,2,0,2,3.28,0.5,0,0,0.0,26,0,0.0,34,19,53,71.62,6,42.86,8,0,0,0,10,1,5,3,0,1,10,0,0,7,20260428,3,26,0,0,2,0,12.5,0,11,9,2,2,0,,6,25.0,1,0,1,21,0,5,1,7,0.0,0,0,0,0,0.0,0,0,0,0,52,2,0,0,0,0,0,0,0,0,0,244.5,0.0,0,15,1,5,8,3,33.33,0,1,1,100.0,5,0,9,0,12,31.58,0,50,24,74,65.3,16,0,137,2,0,0,,,,,
Marius Louer,1862843,Angers,1684,france,2526,391,7,4,6.53,0,0,0,,0.11,3,2,33.33,19,5,38.46,39,100,139,85.28,2,25.0,6,0,0,0,23,0,0,0,1,10,7,0,0,1,20260428,3,15,0,0,5,0,0.0,0,9,8,1,0,0,,18,66.67,0,0,0,24,1,2,0,0,1.0,1,0,0,0,0.0,0,0,0,0,33,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,100.0,0,13,11,84.62,2,10,2,6,20,57.14,13,53,110,163,45.7,0,0,242,3,1,0,2885.0,150000.0,D,18.0,France
Kenny Quetant,2198657,Le Havre,1662,france,2526,387,9,4,6.52,1,0,1,0.75,0.07,1,0,0.0,12,0,0.0,23,17,40,63.49,8,40.0,12,0,0,0,8,0,1,2,0,3,9,0,0,3,20260428,2,24,0,0,6,0,12.5,0,2,2,0,1,0,,5,29.41,0,0,0,23,1,1,0,4,0.0,0,0,0,0,0.0,0,0,0,0,40,2,0,0,1,0,0,0,0,0,0,387.0,0.0,0,7,1,4,2,2,66.67,0,0,0,0.0,1,2,3,0,13,35.14,0,37,26,63,58.7,8,0,108,3,1,0,3077.0,160000.0,F,19.0,France
Arthur Vermeeren,1149127,Olympique de Marseille,1641,france,2526,723,17,9,6.51,0,1,1,0.19,0.4,13,0,0.0,123,9,64.29,265,220,485,88.67,4,50.0,4,0,0,0,54,0,1,1,1,8,16,0,1,4,20260428,14,38,0,2,13,0,0.0,0,10,10,0,0,0,,28,45.16,0,0,0,62,10,10,0,0,1.0,0,0,0,0,0.0,0,0,0,0,85,5,0,1,0,0,0,0,0,0,0,0.0,0.0,0,1,2,1,1,5,62.5,0,22,9,40.91,10,18,8,3,32,45.71,14,306,241,547,104.2,3,0,657,1,1,0,52500.0,2730000.0,M,20.0,Belgium
Amady Camara,1516047,Nantes,1647,france,2526,168,10,1,6.51,0,0,0,0.43,0.13,1,1,5.88,10,2,50.0,20,18,38,76.0,1,20.0,4,0,0,0,10,0,1,3,0,0,9,0,0,6,20260428,2,17,0,0,4,0,0.0,0,5,5,0,0,0,,7,35.0,0,0,0,12,1,2,0,0,0.0,0,0,0,0,0.0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,4,2,3,0,1,25.0,0,4,3,75.0,2,1,4,17,8,32.0,4,28,22,50,58.6,6,0,109,2,0,0,10577.0,550000.0,F,20.0,Mali
Mika Biereth,1083007,AS Monaco,1653,france,2526,1068,29,12,6.51,2,2,4,3.31,1.47,7,2,28.57,55,1,33.33,75,43,118,59.9,15,24.59,46,0,0,0,31,4,4,7,0,5,28,0,0,23,20260428,8,97,0,0,16,0,10.53,0,22,21,1,2,0,,29,36.25,0,0,0,79,0,21,0,8,2.0,0,1,0,0,0.0,0,0,0,0,153,11,0,0,2,0,0,0,0,0,0,534.0,0.0,0,16,3,5,7,4,30.77,0,11,7,63.64,20,13,13,7,44,31.21,3,143,54,197,182.3,19,0,357,14,0,0,55192.0,2870000.0,F,22.0,Denmark
Alpha Touré,1597191,Metz,1651,france,2526,1526,29,15,6.51,0,1,1,1.06,0.39,11,3,25.0,102,13,48.15,232,362,594,86.34,17,44.74,21,0,0,0,63,0,1,7,4,25,29,0,0,16,20260428,17,89,0,3,27,0,0.0,0,37,32,5,0,0,,73,51.77,0,0,0,94,9,9,0,1,4.0,0,0,0,1,0.0,0,0,0,0,161,4,0,0,0,0,0,0,0,0,0,0.0,0.0,0,8,8,8,1,15,62.5,0,34,19,55.88,9,24,24,12,90,50.28,27,294,394,688,188.8,16,0,957,24,5,0,4231.0,220000.0,M,20.0,Senegal
Felix Mambimbi,910076,Le Havre,1662,france,2526,548,16,7,6.51,1,0,1,0.66,0.48,0,0,0.0,37,1,20.0,52,34,86,72.27,3,16.67,15,0,0,0,27,1,1,1,0,7,15,0,0,7,20260428,5,48,0,0,15,0,16.67,0,8,8,0,1,0,,21,38.89,0,0,0,33,3,7,1,5,0.0,0,0,0,0,0.0,0,0,0,0,62,11,0,0,0,0,0,0,0,0,0,548.0,0.0,0,3,3,3,2,4,40.0,0,12,9,75.0,7,2,10,5,24,33.33,5,81,38,119,97.6,6,0,202,5,1,0,8654.0,450000.0,F,25.0,Switzerland
Emersonn,1128844,Toulouse,1681,france,2526,1448,25,18,6.5,5,2,7,6.85,0.71,2,0,0.0,69,4,80.0,132,44,176,74.89,60,45.11,73,0,0,0,32,1,9,10,1,17,25,0,1,16,20260428,12,154,0,0,38,0,10.2,0,17,15,2,5,0,,38,31.93,2,0,1,59,7,15,2,4,1.0,0,0,0,0,0.0,0,0,0,0,171,10,0,1,1,0,0,0,0,0,0,289.6,0.0,0,39,10,21,18,10,29.41,0,20,9,45.0,15,3,34,9,98,38.89,5,177,58,235,162.5,49,2,518,8,5,0,12308.0,640000.0,F,21.0,Brazil
Kendry Páez,1464025,RC Strasbourg,1659,france,2526,431,15,4,6.5,1,0,1,0.83,1.03,10,2,11.76,44,2,22.22,78,45,123,77.36,2,33.33,4,0,0,0,11,1,1,2,0,6,13,0,0,9,20260428,15,48,0,1,7,0,10.0,0,3,3,0,1,0,,15,25.42,1,0,0,36,3,6,0,1,0.0,0,0,0,0,0.0,0,0,0,0,82,2,0,0,0,0,0,0,0,0,0,431.0,0.0,2,4,6,4,4,6,31.58,0,6,4,66.67,6,21,19,17,17,26.15,9,108,51,159,84.5,10,0,267,3,0,0,,,,,
Noah Nsoki,1937806,Paris Saint-Germain,1644,france,2526,15,1,0,6.5,0,0,0,,0.0,1,0,0.0,2,0,0.0,3,3,6,75.0,0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,20260428,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,1,100.0,0,0,0,2,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,1,1,100.0,0,1,0,0,1,100.0,0,4,4,8,6.5,0,0,9,0,0,0,,,,,
