player,player_id,team,team_id,data_country,data_season,minutesPlayed,appearances,matchesStarted,rating,goals,assists,goalsAssistsSum,expectedGoals,expectedAssists,accurateChippedPasses,accurateCrosses,accurateCrossesPercentage,accurateFinalThirdPasses,accurateLongBalls,accurateLongBallsPercentage,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePasses,accuratePassesPercentage,aerialDuelsWon,aerialDuelsWonPercentage,aerialLost,attemptPenaltyMiss,attemptPenaltyPost,attemptPenaltyTarget,ballRecovery,bigChancesCreated,bigChancesMissed,blockedShots,cleanSheet,clearances,countRating,crossesNotClaimed,directRedCards,dispossessed,download_date,dribbledPast,duelLost,errorLeadToGoal,errorLeadToShot,fouls,freeKickGoal,goalConversionPercentage,goalKicks,goalsConceded,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,goalsFromInsideTheBox,goalsFromOutsideTheBox,goalsPrevented,groundDuelsWon,groundDuelsWonPercentage,headedGoals,highClaims,hitWoodwork,inaccuratePasses,interceptions,keyPasses,leftFootGoals,offsides,outfielderBlocks,ownGoals,passToAssist,penaltiesTaken,penaltyConceded,penaltyConversion,penaltyFaced,penaltyGoals,penaltySave,penaltyWon,possessionLost,possessionWonAttThird,punches,redCards,rightFootGoals,runsOut,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,saves,savesCaught,savesParried,scoringFrequency,setPieceConversion,shotFromSetPiece,shotsFromInsideTheBox,shotsFromOutsideTheBox,shotsOffTarget,shotsOnTarget,successfulDribbles,successfulDribblesPercentage,successfulRunsOut,tackles,tacklesWon,tacklesWonPercentage,totalAttemptAssist,totalChippedPasses,totalContest,totalCross,totalDuelsWon,totalDuelsWonPercentage,totalLongBalls,totalOppositionHalfPasses,totalOwnHalfPasses,totalPasses,totalRating,totalShots,totwAppearances,touches,wasFouled,yellowCards,yellowRedCards,gross_weekly_eur,gross_annual_eur,position,age,nationality
Lamine Yamal,1402912,FC Barcelona,2817,spain,2526,2268,28,26,7.93,16,11,27,12.81,10.09,34,23,28.05,569,32,47.06,879,215,1094,81.1,0,0.0,5,0,1,0,99,26,7,32,6,3,28,0,0,40,20260428,11,194,0,0,28,0,13.68,0,23,22,1,14,2,,220,53.79,0,0,4,255,10,73,14,14,0.0,0,1,4,0,75.0,0,3,0,2,569,19,0,0,2,0,0,0,0,0,0,141.75,0.0,4,75,42,48,37,133,54.73,0,35,21,60.0,72,105,243,82,220,53.14,68,1109,240,1349,222.0,117,9,2138,52,1,0,320577.0,16670000.0,F,18.0,Spain
Pablo Cuñat,1085579,Levante UD,2849,spain,2526,180,2,2,7.75,0,0,0,,0.0,1,0,0.0,3,15,35.71,9,20,29,50.88,2,100.0,0,0,0,0,25,0,0,0,0,6,2,0,0,0,20260428,0,0,0,0,0,0,0.0,26,5,4,1,0,0,-0.26,0,0.0,0,2,0,28,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,28,0,5,0,0,0,6,4,11,0,2,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,2,0,0,2,100.0,42,36,21,57,15.5,0,1,90,0,0,0,15962.0,830000.0,K,23.0,Spain
Kylian Mbappé,826643,Real Madrid,2829,spain,2526,2403,28,27,7.63,24,4,28,23.0,6.1,37,6,23.08,480,31,81.58,667,128,795,86.7,7,70.0,3,0,0,1,41,8,18,32,7,0,28,0,0,37,20260428,8,122,0,0,13,0,18.18,0,24,19,5,19,5,,111,48.26,0,0,3,122,2,63,2,31,0.0,0,0,9,0,88.89,0,8,0,4,318,19,0,0,22,0,0,0,0,0,0,100.13,0.0,5,94,38,39,61,76,53.9,0,4,1,25.0,63,55,141,26,118,49.17,38,780,137,917,213.7,132,9,1420,31,4,0,600962.0,31250000.0,F,27.0,France
Pedri,992587,FC Barcelona,2817,spain,2526,1811,25,20,7.58,2,8,10,1.55,4.46,72,4,40.0,583,78,66.67,1112,485,1597,91.05,10,83.33,2,0,0,0,143,8,4,4,3,20,25,0,0,27,20260428,28,80,0,1,8,0,10.0,0,19,18,1,1,1,,122,61.0,0,0,0,157,21,56,1,1,2.0,0,1,0,0,0.0,0,0,0,0,240,16,0,1,1,0,0,0,0,0,0,905.5,0.0,0,10,10,6,10,35,70.0,0,48,29,60.42,55,119,50,10,132,62.26,117,1231,523,1754,189.6,20,7,2122,39,0,1,240385.0,12500000.0,M,23.0,Spain
Vinicius Júnior,868812,Real Madrid,2829,spain,2526,2484,32,28,7.48,13,5,18,12.47,4.77,40,9,16.07,511,34,68.0,743,115,858,83.79,0,0.0,6,0,0,1,81,6,13,23,3,1,32,0,0,40,20260428,11,185,0,1,30,0,14.13,0,28,22,6,11,2,,181,50.28,0,0,3,166,2,62,2,12,0.0,0,0,5,0,80.0,0,4,0,4,456,19,0,0,11,0,0,0,0,0,0,191.08,0.0,0,65,27,27,42,83,45.11,0,28,15,53.57,62,64,184,56,181,49.45,50,888,136,1024,239.2,92,8,1701,70,7,0,480769.0,25000000.0,F,25.0,Brazil
Matías Dituro,556884,Elche,2846,spain,2526,1530,17,17,7.46,0,0,0,,0.09,114,0,0.0,43,217,50.12,146,550,696,75.16,11,100.0,0,0,0,0,175,0,0,0,3,22,17,0,0,0,20260428,5,5,1,3,0,0,0.0,90,22,17,5,0,0,-0.02,6,54.55,0,20,0,230,1,3,0,0,0.0,0,1,0,0,0.0,4,0,0,0,235,0,9,0,0,21,32,18,51,0,16,0.0,0.0,0,0,0,0,0,0,0.0,17,0,0,0.0,2,180,0,0,17,77.27,433,336,590,926,126.9,0,1,1107,7,1,0,12115.0,630000.0,K,38.0,Argentina
Raphinha,831005,FC Barcelona,2817,spain,2526,1299,20,17,7.45,11,3,14,9.79,5.55,20,19,27.54,227,23,56.1,363,122,485,81.79,2,40.0,3,0,0,0,44,11,5,16,3,11,20,0,0,13,20260428,13,57,0,0,10,0,18.97,0,9,8,1,9,2,,42,43.75,1,0,5,108,4,41,8,2,0.0,0,2,3,0,100.0,0,3,0,1,227,11,0,0,2,0,0,0,0,0,0,118.09,0.0,3,33,25,23,19,20,51.28,0,13,5,38.46,39,39,39,69,44,43.56,41,464,129,593,149.0,58,4,905,9,4,0,320577.0,16670000.0,F,29.0,Brazil
Dani Cárdenas,965832,Rayo Vallecano,2818,spain,2526,270,3,3,7.43,0,0,0,,0.0,15,0,0.0,4,23,41.82,13,48,61,65.59,0,0.0,0,0,0,0,14,0,0,0,1,8,3,0,0,0,20260428,0,0,0,0,0,0,0.0,13,6,6,0,0,0,1.54,1,100.0,0,0,0,32,0,0,0,0,0.0,0,0,0,0,0.0,2,0,1,0,34,0,5,0,0,3,6,4,10,0,5,0.0,0.0,0,0,0,0,0,0,0.0,3,1,1,100.0,0,28,0,0,1,100.0,55,36,57,93,22.3,0,0,124,0,0,0,12115.0,630000.0,K,28.0,Spain
Joan García,930267,FC Barcelona,2817,spain,2526,2430,27,27,7.39,0,0,0,,0.01,40,0,0.0,4,81,51.27,25,679,704,89.8,7,100.0,0,0,0,0,257,0,0,0,14,38,27,0,0,1,20260428,0,1,1,0,0,0,0.0,98,19,18,1,0,0,10.15,10,90.91,0,18,0,80,2,0,0,0,0.0,0,0,0,0,0.0,2,0,0,0,84,0,6,0,0,49,59,9,69,1,10,0.0,0.0,0,0,0,0,0,1,100.0,49,5,3,60.0,0,56,1,0,17,94.44,158,79,705,784,199.4,0,1,1099,4,1,0,120192.0,6250000.0,K,24.0,Spain
Frenkie de Jong,795222,FC Barcelona,2817,spain,2526,1555,22,16,7.33,1,5,6,1.17,3.51,48,3,60.0,449,44,84.62,931,424,1355,94.23,8,50.0,8,0,0,0,84,9,0,2,5,13,22,0,0,12,20260428,10,42,0,0,10,0,14.29,0,17,16,1,1,0,,71,67.62,0,0,0,83,17,32,0,2,4.0,0,0,0,0,0.0,0,0,0,0,118,5,0,1,1,0,0,0,0,0,0,1555.0,0.0,0,6,1,3,2,5,71.43,0,41,16,39.02,32,64,7,5,79,65.29,52,988,450,1438,161.2,7,2,1621,25,4,1,365385.0,19000000.0,M,28.0,Netherlands
Federico Valverde,831808,Real Madrid,2829,spain,2526,2566,31,29,7.32,5,8,13,2.76,4.64,46,7,24.14,554,60,59.41,1042,533,1575,89.79,22,62.86,13,0,0,0,136,8,1,9,9,48,31,0,1,8,20260428,11,62,1,1,17,0,10.42,0,26,20,6,2,3,,75,60.48,0,0,1,179,23,43,0,1,8.0,0,0,0,0,0.0,0,0,0,0,251,12,0,1,5,0,0,0,0,0,0,513.2,0.0,4,11,37,19,20,21,61.76,0,41,25,60.98,43,67,34,29,97,61.01,101,1177,577,1754,226.8,48,2,2157,13,3,0,320577.0,16670000.0,M,27.0,Uruguay
Dean Huijsen,1176744,Real Madrid,2829,spain,2526,1837,25,22,7.29,2,2,4,2.24,1.15,46,0,0.0,236,100,65.36,677,644,1321,89.68,47,61.84,29,0,0,0,68,1,2,4,5,117,25,0,1,2,20260428,5,54,0,2,20,0,10.53,12,17,13,4,2,0,,45,64.29,1,0,0,152,18,10,0,1,15.0,0,0,0,1,0.0,0,0,0,0,163,1,0,1,1,0,0,0,0,0,0,918.5,0.0,0,15,4,10,5,2,100.0,0,31,17,54.84,10,80,2,1,92,63.01,153,797,676,1473,182.2,19,6,1744,12,7,0,172308.0,8960000.0,D,20.0,Spain
Mathew Ryan,134029,Levante UD,2849,spain,2526,2790,31,31,7.28,0,0,0,0.16,0.07,74,0,0.0,49,253,46.51,152,550,702,70.2,14,93.33,1,0,0,0,266,0,0,1,8,38,31,1,0,0,20260428,1,2,0,1,0,0,0.0,225,45,38,7,0,0,2.02,4,80.0,0,34,0,298,1,0,0,0,0.0,0,0,0,0,0.0,4,0,1,0,303,0,12,0,0,20,75,30,107,1,18,0.0,0.0,0,2,0,1,0,0,0.0,20,2,1,50.0,0,107,0,0,18,90.0,544,381,619,1000,225.7,2,3,1358,1,2,0,32115.0,1670000.0,K,33.0,Australia
Éder Militão,822519,Real Madrid,2829,spain,2526,1141,16,14,7.27,2,1,3,1.78,0.71,37,0,0.0,87,43,53.09,297,400,697,90.87,26,55.32,21,0,0,0,56,2,1,3,4,52,16,0,0,1,20260428,3,41,0,1,15,0,9.52,18,9,7,2,1,1,,39,66.1,1,0,1,70,11,8,0,0,12.0,0,0,0,0,0.0,0,0,0,0,85,3,0,0,1,0,0,0,0,0,0,570.5,0.0,0,17,4,9,9,3,50.0,0,23,16,69.57,8,70,6,1,65,61.32,81,354,413,767,116.3,21,2,949,13,2,0,280385.0,14580000.0,D,28.0,Brazil
Aaron Escandell,368922,Real Oviedo,2851,spain,2526,2970,33,33,7.27,0,1,1,,0.13,88,0,0.0,39,270,42.25,179,570,749,66.28,5,100.0,0,0,0,0,271,1,0,0,9,46,33,0,0,0,20260428,0,0,2,2,1,0,0.0,210,51,43,8,0,0,5.98,9,100.0,0,20,0,381,0,2,0,0,0.0,0,0,0,0,0.0,7,0,2,0,389,0,14,0,0,32,93,42,137,0,36,0.0,0.0,0,0,0,0,0,2,100.0,29,0,0,0.0,2,151,2,0,14,100.0,639,450,680,1130,239.8,0,3,1473,8,3,0,20000.0,1040000.0,K,30.0,Spain
Abdessamad Ezzalzouli,1011375,Real Betis,2816,spain,2526,1833,24,21,7.26,7,7,14,7.24,2.93,12,5,10.2,228,13,59.09,392,139,531,79.61,25,39.68,38,0,0,0,103,10,8,19,2,10,24,0,0,33,20260428,24,153,0,0,24,0,10.94,0,27,20,7,6,1,,139,54.72,0,0,4,136,14,25,1,4,1.0,0,0,0,0,0.0,0,0,0,1,324,22,0,0,6,0,0,0,0,0,0,261.86,0.0,3,42,22,25,20,34,46.58,0,43,27,62.79,25,31,73,49,164,51.74,22,491,176,667,174.2,64,3,1181,62,3,0,28077.0,1460000.0,F,24.0,Morocco
David Soria,604258,Getafe,2859,spain,2526,2970,33,33,7.23,0,0,0,,0.1,49,0,0.0,78,338,38.45,277,155,432,44.35,3,75.0,1,0,0,0,266,0,0,0,10,34,33,2,0,0,20260428,0,1,3,0,0,0,0.0,258,34,29,5,0,0,7.15,2,100.0,0,9,0,542,0,1,0,0,0.0,0,0,0,0,0.0,4,0,2,0,555,0,11,0,0,24,69,30,102,3,24,0.0,0.0,0,0,0,0,0,0,0.0,24,0,0,0.0,1,73,0,0,5,83.33,879,784,190,974,238.7,0,4,1198,3,2,0,48077.0,2500000.0,K,32.0,Spain
Jude Bellingham,991011,Real Madrid,2829,spain,2526,1550,23,18,7.23,4,3,7,6.49,1.99,33,4,26.67,323,53,74.65,600,271,871,89.24,29,60.42,19,0,0,0,86,4,7,17,6,14,22,0,0,28,20260428,10,106,0,0,28,0,8.89,0,16,12,4,3,1,,113,56.5,1,0,0,105,12,35,0,2,2.0,0,0,0,0,0.0,0,0,0,0,203,18,0,0,3,0,0,0,0,0,0,387.5,0.0,0,30,15,6,22,31,55.36,0,44,30,68.18,35,48,56,15,142,57.26,71,692,284,976,159.0,45,3,1343,38,1,0,400577.0,20830000.0,F,22.0,England
Aurélien Tchouaméni,859025,Real Madrid,2829,spain,2526,2314,29,27,7.22,1,0,1,2.33,2.83,32,1,14.29,381,53,58.24,928,599,1527,91.44,66,75.0,22,0,0,0,129,4,4,11,8,52,29,0,0,4,20260428,14,69,0,2,26,0,2.63,0,24,20,4,1,0,,86,64.66,0,0,0,143,36,22,0,0,12.0,0,0,0,0,0.0,0,0,0,0,180,9,0,0,1,0,0,0,0,0,0,2314.0,0.0,0,18,20,20,7,3,37.5,0,60,36,60.0,22,61,8,7,152,68.78,91,1030,640,1670,209.5,38,1,1998,23,8,0,240385.0,12500000.0,M,26.0,France
Marc Pubill,1094106,Atlético Madrid,2836,spain,2526,1067,15,11,7.22,0,1,1,0.23,0.55,15,2,50.0,56,21,38.18,234,430,664,88.06,50,81.97,11,0,0,0,45,1,0,1,4,73,15,0,0,3,20260428,2,25,0,2,9,0,0.0,0,10,7,3,0,0,,28,66.67,0,0,0,90,18,3,0,1,14.0,0,0,0,0,0.0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,6,2,5,2,2,66.67,0,16,9,56.25,3,41,3,4,78,75.73,55,295,459,754,108.3,8,3,950,10,1,0,28077.0,1460000.0,D,22.0,Spain
Aleix Febas,286167,Elche,2846,spain,2526,2835,32,32,7.21,2,2,4,1.94,2.65,41,2,9.52,542,42,65.63,1035,558,1593,90.1,6,30.0,14,0,0,0,158,2,1,8,7,20,32,0,0,42,20260428,26,137,0,2,29,0,9.52,0,45,36,9,2,0,,218,63.93,0,0,1,175,25,25,0,1,4.0,0,0,0,0,0.0,0,0,0,0,337,17,0,0,2,0,0,0,0,0,0,1417.5,0.0,0,13,8,5,8,47,61.84,0,70,44,62.86,25,66,76,21,224,62.05,64,1177,591,1768,230.6,21,6,2306,102,8,0,24038.0,1250000.0,M,30.0,Spain
Christantus Uche,1884145,Getafe,2859,spain,2526,270,3,3,7.2,1,1,2,1.42,0.51,2,1,100.0,18,1,25.0,23,4,27,62.79,9,56.25,7,0,0,0,7,1,1,2,1,2,3,0,0,8,20260428,0,34,0,0,10,0,16.67,0,4,4,0,1,0,,15,35.71,0,0,0,16,0,4,1,1,0.0,0,0,0,0,0.0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,270.0,0.0,0,5,1,3,1,6,40.0,0,2,2,100.0,4,2,15,1,24,41.38,4,38,5,43,21.6,6,1,122,8,1,0,,,,,
Dodi Lukebakio,823631,Sevilla,2833,spain,2526,180,2,2,7.2,1,0,1,0.08,0.86,3,5,50.0,25,5,71.43,44,18,62,86.11,0,0.0,0,0,0,0,3,1,0,0,0,0,2,0,0,2,20260428,1,7,0,0,3,0,50.0,0,5,3,2,0,1,,4,36.36,0,0,1,10,1,9,1,0,0.0,0,0,0,0,0.0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,180.0,0.0,0,1,1,1,1,1,33.33,0,0,0,0.0,9,4,3,10,4,36.36,7,52,20,72,14.4,2,0,109,3,0,0,,,,,
Iñaki Peña,794949,Elche,2846,spain,2526,1440,16,16,7.19,0,0,0,,0.19,58,0,0.0,31,118,34.81,83,575,658,74.02,3,100.0,0,0,0,0,151,1,0,0,4,20,16,1,0,0,20260428,5,5,1,1,0,0,0.0,78,28,24,4,0,0,3.0,0,0.0,0,8,0,231,0,3,0,0,0.0,0,0,0,0,0.0,2,0,0,0,236,0,2,0,0,17,41,14,55,0,15,0.0,0.0,0,0,0,0,0,0,0.0,16,0,0,0.0,3,138,0,0,3,37.5,339,257,632,889,115.1,0,2,1052,1,0,0,48077.0,2500000.0,K,26.0,Spain
Joao Cancelo,138892,FC Barcelona,2817,spain,2526,664,11,8,7.19,1,2,3,0.37,1.56,7,8,36.36,100,7,41.18,176,166,342,87.24,6,54.55,5,0,0,0,44,5,0,5,3,14,11,0,0,4,20260428,9,42,0,2,6,0,9.09,0,3,3,0,1,0,,47,55.95,0,0,1,50,10,12,1,3,1.0,0,0,0,0,0.0,0,0,0,1,102,2,0,0,0,0,0,0,0,0,0,664.0,0.0,1,4,7,3,3,19,51.35,0,20,16,80.0,12,19,37,22,53,55.79,17,213,179,392,79.1,11,1,591,8,0,0,160192.0,8330000.0,D,31.0,Portugal
Arda Güler,1091116,Real Madrid,2829,spain,2526,2010,32,25,7.19,4,9,13,4.57,7.18,70,39,30.23,517,72,72.73,849,367,1216,90.68,4,30.77,9,0,0,0,101,14,3,14,2,9,32,0,0,16,20260428,21,82,1,1,21,0,8.16,0,20,18,2,3,1,,105,58.99,1,0,0,125,9,70,3,3,2.0,0,0,0,1,0.0,0,0,0,0,291,11,0,0,0,0,0,0,0,0,0,502.5,0.0,1,23,26,16,19,27,62.79,0,46,29,63.04,70,93,43,129,109,57.07,99,957,384,1341,230.1,49,2,1787,32,1,0,100192.0,5210000.0,F,20.0,Turkey
Azzedine Ounahi,991421,Girona FC,24264,spain,2526,1346,19,15,7.19,5,2,7,2.76,2.86,9,5,22.73,266,20,57.14,415,184,599,86.31,2,40.0,3,0,0,0,59,7,0,12,1,8,19,0,0,29,20260428,19,110,0,0,14,0,12.82,0,19,15,4,4,1,,119,52.65,0,0,0,95,16,23,0,0,1.0,0,1,1,0,100.0,0,1,0,1,255,9,0,0,5,0,0,0,0,0,0,269.2,0.0,2,18,21,13,14,52,53.61,0,19,11,57.89,22,20,97,22,121,52.38,35,492,202,694,136.6,39,3,1101,49,7,0,48077.0,2500000.0,M,25.0,Morocco
Gerard Moreno,146866,Villarreal,2819,spain,2526,1130,18,14,7.18,9,0,9,6.03,1.9,22,1,11.11,119,32,66.67,206,149,355,78.89,18,47.37,20,0,0,0,39,4,3,11,0,15,18,0,0,16,20260428,15,69,0,0,11,0,26.47,0,12,11,1,7,2,,42,46.15,2,0,0,95,3,20,6,4,1.0,0,0,3,0,100.0,0,3,0,1,163,6,0,0,1,0,0,0,0,0,0,125.56,0.0,0,29,5,8,15,13,54.17,0,14,8,57.14,20,39,24,9,60,46.51,48,276,174,450,129.3,34,3,646,15,0,0,72115.0,3750000.0,F,33.0,Spain
Nicolas Pépé,593526,Villarreal,2819,spain,2526,2129,32,23,7.18,7,4,11,7.59,5.65,21,21,31.34,294,16,53.33,427,198,625,81.49,16,41.03,23,0,0,0,104,11,6,17,3,24,32,0,0,39,20260428,21,160,0,0,22,0,12.5,0,31,28,3,7,0,,121,46.9,0,0,3,142,15,47,7,14,1.0,0,2,1,0,100.0,0,1,0,2,359,17,0,0,0,0,0,0,0,0,0,304.14,0.0,1,42,14,17,22,53,48.18,0,31,21,67.74,45,35,110,67,137,46.13,30,536,231,767,229.7,56,3,1306,38,4,0,68077.0,3540000.0,F,30.0,Cote d'Ivoire
Pau Cubarsí,1402913,FC Barcelona,2817,spain,2526,2466,28,28,7.17,1,0,1,0.54,0.69,39,0,0.0,222,65,57.02,943,1475,2418,94.79,62,65.26,33,0,0,0,93,1,0,3,10,123,28,0,0,4,20260428,12,70,0,2,24,0,10.0,4,27,25,2,1,0,,44,54.32,1,0,0,133,27,5,0,0,12.0,0,0,0,0,0.0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,2466.0,0.0,0,8,2,5,2,1,100.0,0,35,24,68.57,5,65,1,0,106,60.23,114,1029,1522,2551,200.8,10,4,2831,8,3,0,76923.0,4000000.0,D,19.0,Spain
Wojciech Szczęsny,50490,FC Barcelona,2817,spain,2526,540,6,6,7.17,0,0,0,,0.0,7,0,0.0,2,15,31.91,6,146,152,82.16,0,0.0,0,0,0,0,48,0,0,0,0,9,6,0,0,0,20260428,0,0,0,0,0,0,0.0,30,11,10,1,0,0,1.53,0,0.0,0,1,0,33,0,0,0,0,0.0,0,0,0,0,0.0,2,0,1,0,38,0,3,0,0,12,13,3,17,0,8,0.0,0.0,0,0,0,0,0,0,0.0,12,0,0,0.0,0,16,0,0,0,0.0,47,28,157,185,43.0,0,1,245,0,0,0,57692.0,3000000.0,K,35.0,Poland
Juan Foyth,873189,Villarreal,2819,spain,2526,936,13,12,7.15,0,0,0,0.12,0.18,23,1,100.0,45,31,52.54,154,353,507,89.73,9,56.25,7,0,0,0,46,0,0,1,3,56,13,0,0,1,20260428,1,18,0,2,8,0,0.0,19,9,6,3,0,0,,24,68.57,0,0,0,58,16,0,0,0,10.0,0,0,0,0,0.0,0,0,0,0,63,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,2,0,1,0,3,75.0,0,20,13,65.0,0,42,4,1,33,64.71,59,190,375,565,92.9,2,3,692,1,2,0,80192.0,4170000.0,D,28.0,Argentina
Antony,958380,Real Betis,2816,spain,2526,2073,27,25,7.14,7,5,12,6.89,4.69,24,13,22.41,362,16,53.33,574,236,810,81.65,7,36.84,12,0,0,0,106,8,11,19,2,17,27,0,1,21,20260428,22,96,0,1,14,0,9.33,0,31,24,7,3,4,,88,51.16,0,0,2,182,21,46,6,1,1.0,0,0,0,0,0.0,0,0,0,0,324,13,0,1,1,0,0,0,0,0,0,296.14,0.0,0,42,33,26,30,19,40.43,0,29,17,58.62,46,49,47,58,95,49.74,30,718,274,992,192.9,75,2,1423,40,5,0,120192.0,6250000.0,F,25.0,Brazil
Koke,84539,Atlético Madrid,2836,spain,2526,1859,29,20,7.13,2,2,4,0.44,3.68,87,8,27.59,367,90,69.23,789,704,1493,91.99,13,50.0,13,0,0,0,111,3,0,4,4,22,29,0,0,17,20260428,22,76,0,0,19,0,18.18,0,21,15,6,1,1,,63,50.0,0,0,0,130,16,28,0,0,2.0,0,0,0,0,0.0,0,0,0,0,191,12,0,0,2,0,0,0,0,0,0,929.5,0.0,0,4,7,3,4,3,37.5,0,44,23,52.27,28,136,8,29,76,50.0,130,891,732,1623,206.7,11,1,1856,16,5,0,128269.0,6670000.0,M,34.0,Spain
Pablo Fornals,816763,Real Betis,2816,spain,2526,2570,33,30,7.12,7,4,11,3.65,5.77,60,35,26.32,481,87,66.41,877,508,1385,86.83,15,30.0,35,0,0,0,138,8,2,15,4,19,33,0,0,28,20260428,33,142,0,0,27,1,17.95,0,36,29,7,5,2,,80,42.78,1,0,1,210,32,79,0,11,3.0,0,2,0,0,0.0,0,0,0,0,400,23,0,0,6,0,0,0,0,0,0,367.14,50.0,2,19,20,8,16,21,51.22,0,36,25,69.44,77,100,41,133,95,40.08,131,1050,545,1595,234.9,39,3,2101,24,2,0,60192.0,3130000.0,M,29.0,Spain
Marko Dmitrović,94527,Espanyol,2814,spain,2526,2970,33,33,7.12,0,0,0,,0.37,34,0,0.0,63,188,32.19,150,334,484,54.94,6,100.0,0,0,0,0,297,0,0,0,9,29,33,0,0,0,20260428,2,2,0,1,0,0,0.0,208,49,42,7,0,0,0.96,7,77.78,0,36,0,397,0,1,0,0,0.0,0,0,0,0,0.0,5,0,0,0,406,0,13,0,0,25,76,39,116,1,23,0.0,0.0,0,0,0,0,0,0,0.0,24,3,2,66.67,1,67,0,0,13,86.67,584,502,379,881,234.8,0,3,1218,4,0,0,24038.0,1250000.0,K,34.0,Serbia
Dani Olmo,789071,FC Barcelona,2817,spain,2526,1784,28,20,7.11,7,7,14,7.23,4.89,39,6,23.08,347,36,58.06,616,297,913,85.81,19,65.52,10,0,0,0,91,9,8,16,2,19,28,0,0,22,20260428,11,88,0,1,20,0,10.94,0,16,14,2,6,1,,86,52.44,0,0,4,151,13,43,2,5,0.0,0,0,0,0,0.0,0,0,0,2,258,11,0,0,5,0,0,0,0,0,0,254.86,0.0,5,33,31,27,21,13,34.21,0,33,22,66.67,43,61,38,26,105,54.4,62,727,337,1064,199.0,64,5,1436,40,0,0,240385.0,12500000.0,F,27.0,Spain
Stole Dimitrievski,97951,Valencia,2828,spain,2526,1350,15,15,7.11,0,0,0,,0.02,43,0,0.0,22,110,39.29,70,235,305,63.81,5,100.0,0,0,0,0,136,0,0,0,4,6,15,0,0,0,20260428,0,0,1,0,0,0,0.0,61,18,17,1,0,0,-1.43,3,100.0,0,16,0,173,0,0,0,0,0.0,0,0,0,0,0.0,3,0,0,0,177,0,2,0,0,9,25,12,39,1,5,0.0,0.0,0,0,0,0,0,0,0.0,8,1,0,0.0,0,85,0,0,8,100.0,280,200,278,478,106.6,0,1,609,3,1,0,24038.0,1250000.0,K,32.0,North Macedonia
Yéremy Pino,984624,Villarreal,2819,spain,2526,160,2,2,7.1,0,1,1,0.16,0.97,2,4,33.33,42,1,33.33,61,12,73,82.95,0,0.0,2,0,0,0,4,2,0,0,1,2,2,0,0,0,20260428,2,8,0,0,2,0,0.0,0,0,0,0,0,0,,2,25.0,0,0,0,15,2,7,0,0,1.0,0,1,0,0,0.0,0,0,0,0,33,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0,2,0,1,1,0,0.0,0,2,1,50.0,6,3,3,12,2,20.0,3,75,13,88,14.2,2,0,123,0,0,0,,,,,
Vladyslav Krapyvtsov,1521733,Girona FC,24264,spain,2526,136,2,1,7.1,0,0,0,,0.0,1,0,0.0,2,8,36.36,4,21,25,64.1,0,0.0,0,0,0,0,12,0,0,0,0,2,2,0,0,0,20260428,0,0,0,0,0,0,0.0,11,6,6,0,0,0,-2.59,1,100.0,0,0,0,14,0,0,0,0,0.0,0,0,0,0,0.0,1,0,0,0,14,0,1,0,0,0,3,0,4,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,3,0,0,1,100.0,22,16,23,39,14.2,0,0,54,1,0,0,4808.0,250000.0,K,20.0,Ukraine
Eric García,876214,FC Barcelona,2817,spain,2526,2433,30,28,7.1,1,2,3,2.92,2.12,29,1,10.0,438,61,54.46,1006,871,1877,92.05,42,54.55,35,0,0,0,103,2,3,7,10,72,30,0,0,10,20260428,22,102,0,1,32,0,4.17,1,22,20,2,1,0,,91,57.59,0,0,0,162,42,29,1,1,7.0,0,0,0,1,0.0,0,0,0,0,211,6,0,0,0,0,0,0,0,0,0,2433.0,0.0,0,17,7,10,7,2,25.0,0,67,38,56.72,29,56,8,10,133,56.6,112,1107,932,2039,212.9,24,4,2452,23,5,0,153846.0,8000000.0,D,25.0,Spain
Vedat Muriqi,310874,Mallorca,2826,spain,2526,2684,32,31,7.09,21,1,22,15.68,1.08,10,1,25.0,109,20,68.97,232,142,374,63.07,131,54.58,109,1,0,1,67,1,17,17,2,51,32,0,1,41,20260428,7,193,0,0,33,0,21.88,0,45,40,5,20,1,,75,47.17,6,0,0,219,2,14,9,13,5.0,0,0,7,0,71.43,0,5,0,1,360,20,0,1,5,0,0,0,0,0,0,127.81,0.0,0,86,10,37,42,14,58.33,0,8,4,50.0,14,18,24,4,206,51.63,29,406,187,593,227.0,96,5,1040,58,3,0,80192.0,4170000.0,F,31.0,Kosovo
