player,player_id,team,team_id,data_country,data_season,minutesPlayed,appearances,matchesStarted,rating,goals,assists,goalsAssistsSum,expectedGoals,expectedAssists,accurateChippedPasses,accurateCrosses,accurateCrossesPercentage,accurateFinalThirdPasses,accurateLongBalls,accurateLongBallsPercentage,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePasses,accuratePassesPercentage,aerialDuelsWon,aerialDuelsWonPercentage,aerialLost,attemptPenaltyMiss,attemptPenaltyPost,attemptPenaltyTarget,ballRecovery,bigChancesCreated,bigChancesMissed,blockedShots,cleanSheet,clearances,countRating,crossesNotClaimed,directRedCards,dispossessed,download_date,dribbledPast,duelLost,errorLeadToGoal,errorLeadToShot,fouls,freeKickGoal,goalConversionPercentage,goalKicks,goalsConceded,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,goalsFromInsideTheBox,goalsFromOutsideTheBox,goalsPrevented,groundDuelsWon,groundDuelsWonPercentage,headedGoals,highClaims,hitWoodwork,inaccuratePasses,interceptions,keyPasses,leftFootGoals,offsides,outfielderBlocks,ownGoals,passToAssist,penaltiesTaken,penaltyConceded,penaltyConversion,penaltyFaced,penaltyGoals,penaltySave,penaltyWon,possessionLost,possessionWonAttThird,punches,redCards,rightFootGoals,runsOut,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,saves,savesCaught,savesParried,scoringFrequency,setPieceConversion,shotFromSetPiece,shotsFromInsideTheBox,shotsFromOutsideTheBox,shotsOffTarget,shotsOnTarget,successfulDribbles,successfulDribblesPercentage,successfulRunsOut,tackles,tacklesWon,tacklesWonPercentage,totalAttemptAssist,totalChippedPasses,totalContest,totalCross,totalDuelsWon,totalDuelsWonPercentage,totalLongBalls,totalOppositionHalfPasses,totalOwnHalfPasses,totalPasses,totalRating,totalShots,totwAppearances,touches,wasFouled,yellowCards,yellowRedCards,gross_weekly_eur,gross_annual_eur,position,age,nationality
Jules Koundé,827212,FC Barcelona,2817,spain,2526,2089,28,22,6.91,1,3,4,1.62,3.27,24,11,31.43,401,26,44.07,891,725,1616,91.25,35,60.34,23,0,0,0,78,6,5,3,8,53,28,0,0,22,20260428,21,99,0,2,21,0,7.69,0,20,20,0,1,0,,87,53.37,1,0,1,155,27,22,0,2,12.0,0,0,0,1,0.0,0,0,0,0,267,4,0,0,0,0,0,0,0,0,0,2089.0,0.0,0,11,2,7,3,19,57.58,0,46,25,54.35,22,57,33,35,122,55.2,59,1001,770,1771,193.6,13,2,2304,22,5,0,300577.0,15630000.0,D,27.0,France
Jose Maria Gimenez,325355,Atlético Madrid,2836,spain,2526,1157,15,12,6.91,0,1,1,1.74,0.44,28,0,0.0,78,42,56.0,247,453,700,89.86,36,49.32,37,0,0,0,44,1,3,1,7,64,14,0,0,2,20260428,10,67,1,1,19,0,0.0,2,14,11,3,0,0,,35,53.85,0,0,0,79,16,1,0,1,11.0,0,0,0,0,0.0,0,0,0,1,87,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,13,0,9,3,2,66.67,0,23,12,52.17,1,45,3,0,71,51.45,75,295,484,779,96.8,13,1,955,10,4,0,120192.0,6250000.0,D,31.0,Uruguay
Marc Bernal,1526618,FC Barcelona,2817,spain,2526,527,17,6,6.91,2,1,3,1.0,0.47,8,0,0.0,74,10,66.67,211,154,365,93.11,10,55.56,8,0,0,0,18,2,1,3,0,12,15,0,0,7,20260428,8,38,0,1,12,0,33.33,0,6,6,0,2,0,,35,53.85,0,0,0,27,6,5,1,0,2.0,0,0,0,0,0.0,0,0,0,0,47,2,0,0,1,0,0,0,0,0,0,263.5,0.0,0,3,3,1,2,10,76.92,0,18,13,72.22,5,14,13,1,45,54.22,15,231,161,392,103.7,6,0,491,7,4,0,24038.0,1250000.0,M,18.0,Spain
Lucas Cepeda,1126447,Elche,2846,spain,2526,380,8,4,6.91,1,0,1,0.87,0.66,6,7,43.75,60,4,80.0,98,29,127,83.55,1,16.67,5,0,0,0,17,0,1,3,0,0,8,0,0,2,20260428,5,23,0,0,4,0,8.33,0,7,6,1,1,0,,23,56.1,0,0,0,25,1,6,1,1,1.0,0,0,0,0,0.0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,380.0,0.0,1,4,8,4,5,5,41.67,0,9,7,77.78,6,10,12,16,24,51.06,5,119,33,152,55.3,12,0,246,9,1,0,12115.0,630000.0,F,23.0,Chile
Julen Agirrezabala,1014412,Valencia,2828,spain,2526,1620,18,18,6.91,0,0,0,,0.02,17,0,0.0,14,81,35.22,52,292,344,69.64,7,100.0,0,0,0,0,134,0,0,0,4,25,18,0,0,0,20260428,2,2,0,0,0,0,0.0,99,30,26,4,0,0,-4.03,3,60.0,0,21,0,150,0,1,0,0,0.0,0,0,0,0,0.0,4,0,1,0,151,0,10,0,0,21,38,14,54,1,10,0.0,0.0,0,0,0,0,0,0,0.0,19,2,1,50.0,1,26,0,0,10,83.33,230,180,314,494,124.4,0,1,675,1,1,0,52115.0,2710000.0,K,25.0,Spain
Goncalo Guedes,280979,Real Sociedad,2824,spain,2526,1828,31,22,6.91,8,4,12,3.86,2.89,24,17,24.29,201,25,58.14,305,113,418,74.91,11,35.48,20,0,0,0,55,6,3,17,1,6,31,0,0,23,20260428,25,105,0,1,18,0,17.39,0,24,21,3,6,2,,75,46.88,0,0,2,140,4,25,2,13,0.0,0,1,0,0,0.0,0,0,0,0,296,13,0,0,6,0,0,0,0,0,0,228.5,0.0,0,20,26,11,18,18,46.15,0,24,15,62.5,24,49,39,70,86,45.03,43,417,141,558,214.2,46,2,932,33,3,0,80192.0,4170000.0,F,29.0,Portugal
Nico Williams,1085400,Athletic Club,2825,spain,2526,1562,23,18,6.9,4,2,6,4.79,4.75,9,17,25.0,179,8,38.1,286,124,410,77.36,6,37.5,10,0,0,1,82,5,4,11,1,8,23,0,0,29,20260428,17,150,0,0,20,0,9.76,0,25,17,8,4,0,,106,43.09,0,0,2,120,7,33,1,6,0.0,0,0,2,0,50.0,0,1,0,1,356,19,0,0,3,0,0,0,0,0,0,390.5,0.0,0,33,8,16,14,64,45.71,0,15,9,60.0,33,29,140,68,112,42.75,21,390,140,530,158.8,41,3,1027,27,1,0,320577.0,16670000.0,F,23.0,Spain
Matias Moreno,1496360,Levante UD,2849,spain,2526,1816,23,22,6.9,0,0,0,0.77,0.72,21,0,0.0,70,48,46.15,213,498,711,84.74,42,56.0,33,0,0,0,62,1,2,4,7,109,23,0,0,4,20260428,4,63,0,0,21,0,0.0,15,21,16,5,0,0,,53,63.86,0,0,1,128,30,5,0,2,17.0,0,0,0,0,0.0,0,0,0,0,149,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,5,3,4,0,3,50.0,0,31,24,77.42,5,43,6,1,95,60.13,104,306,533,839,158.8,8,2,1133,19,7,0,15962.0,830000.0,D,22.0,Argentina
Brais Méndez,845385,Real Sociedad,2824,spain,2526,1615,28,20,6.9,6,2,8,5.8,2.57,37,14,22.22,259,38,59.38,423,260,683,81.31,28,59.57,19,0,1,0,81,5,5,11,0,9,28,0,1,19,20260428,7,113,0,0,43,0,16.67,0,25,23,2,6,0,,84,47.19,0,0,1,157,6,24,6,7,3.0,0,0,2,0,50.0,0,1,0,0,310,15,0,1,0,0,0,0,0,0,0,269.17,0.0,4,19,17,9,16,20,41.67,0,34,18,52.94,24,58,48,63,112,49.78,64,547,293,840,193.3,36,0,1213,32,5,0,100192.0,5210000.0,F,29.0,Spain
Unai Simón,797291,Athletic Club,2825,spain,2526,2970,33,33,6.9,0,0,0,,0.12,58,0,0.0,80,215,34.35,168,422,590,58.47,11,100.0,0,0,0,0,306,0,0,0,6,35,33,0,0,0,20260428,0,0,0,1,0,0,0.0,173,48,38,10,0,0,-0.84,4,100.0,0,21,0,419,0,1,0,0,0.0,0,0,0,0,0.0,5,0,2,0,426,0,4,0,0,59,60,28,92,2,15,0.0,0.0,0,0,0,0,0,0,0.0,58,1,0,0.0,1,101,0,0,15,100.0,626,529,480,1009,227.8,0,0,1337,7,1,0,160192.0,8330000.0,K,28.0,Spain
Ante Budimir,37318,Osasuna,2820,spain,2526,2551,32,30,6.9,16,0,16,14.72,1.42,3,0,0.0,83,4,44.44,139,74,213,60.17,107,52.97,95,0,1,1,40,1,10,10,2,39,32,0,0,26,20260428,3,175,0,1,43,0,19.05,0,31,25,6,16,0,,54,40.3,5,0,5,141,6,12,10,20,6.0,0,0,8,0,75.0,0,6,0,2,273,7,0,0,1,0,0,0,0,0,0,159.44,0.0,0,76,8,39,35,3,20.0,0,20,14,70.0,12,12,15,3,161,47.92,9,261,93,354,220.8,84,3,749,33,3,0,60192.0,3130000.0,F,34.0,Croatia
Ander Barrenetxea,966862,Real Sociedad,2824,spain,2526,1563,27,19,6.9,3,5,8,2.41,4.08,23,9,14.06,224,27,50.94,376,124,500,79.62,8,34.78,15,0,0,0,98,10,5,5,0,10,27,0,0,26,20260428,14,133,0,1,32,1,9.68,0,24,21,3,1,2,,102,46.36,0,0,0,128,13,42,0,4,3.0,0,0,0,0,0.0,0,0,0,0,337,18,0,0,3,0,0,0,0,0,0,521.0,100.0,1,22,9,16,10,48,49.48,0,26,15,57.69,42,50,97,64,110,45.27,53,480,148,628,186.3,31,1,1078,28,3,0,60192.0,3130000.0,F,24.0,Spain
Pedro Bigas,141832,Elche,2846,spain,2526,1708,24,21,6.9,1,2,3,0.67,1.12,35,6,28.57,199,64,44.76,501,633,1134,89.08,38,69.09,17,0,0,0,64,4,1,2,4,87,24,0,0,6,20260428,14,60,0,4,22,0,10.0,27,25,19,6,0,1,,52,54.74,0,0,0,139,25,10,1,0,18.0,0,0,0,2,0.0,0,0,0,0,202,0,0,1,0,0,0,0,0,0,0,1708.0,0.0,0,6,4,5,3,3,50.0,0,32,17,53.13,10,79,6,21,90,60.0,143,603,670,1273,165.6,10,3,1610,18,3,1,18077.0,940000.0,D,35.0,Spain
César Azpilicueta,21555,Sevilla,2833,spain,2526,1038,15,15,6.9,0,1,1,0.01,0.54,13,4,36.36,63,28,48.28,180,354,534,87.83,20,60.61,13,0,0,0,37,1,0,0,2,37,14,0,0,2,20260428,10,49,0,0,22,0,0.0,0,13,10,3,0,0,,33,47.83,0,0,1,74,22,2,0,1,9.0,0,0,0,0,0.0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,1,1,0,1,25.0,0,25,17,68.0,2,34,4,11,53,51.96,58,234,374,608,96.6,1,0,833,8,4,0,80192.0,4170000.0,D,36.0,Spain
Andres Castrin,1428699,Sevilla,2833,spain,2526,1001,15,10,6.9,0,0,0,0.29,0.14,26,0,0.0,48,42,51.85,147,387,534,86.41,21,56.76,16,0,0,0,54,0,0,1,2,63,15,0,0,2,20260428,8,37,0,1,9,0,0.0,0,14,10,4,0,0,,37,63.79,0,0,0,84,16,2,0,1,12.0,0,0,0,0,0.0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,5,1,4,1,6,75.0,0,21,11,52.38,2,49,8,1,58,61.05,81,201,417,618,103.5,6,1,799,10,3,0,4808.0,250000.0,D,22.0,Spain
Sergi Darder,110783,Mallorca,2826,spain,2526,2274,33,25,6.9,1,5,6,1.98,4.57,46,52,33.77,232,70,58.82,471,299,770,83.79,6,54.55,5,0,0,0,99,12,2,6,1,16,33,0,0,16,20260428,15,78,0,0,19,0,3.03,0,37,34,3,1,0,,82,52.9,0,0,0,149,23,53,0,2,6.0,0,1,0,0,0.0,0,0,0,0,321,9,0,0,0,0,0,0,0,0,0,2274.0,0.0,1,9,24,15,12,32,57.14,0,23,11,47.83,52,78,56,154,88,53.01,119,595,324,919,227.6,33,0,1368,27,3,0,52115.0,2710000.0,M,32.0,Spain
Álvaro Rodriguez,1154587,Elche,2846,spain,2526,1833,29,20,6.9,5,5,10,7.42,2.42,10,3,37.5,133,13,68.42,220,68,288,64.0,108,56.54,83,0,0,0,38,7,14,10,1,22,29,0,0,36,20260428,8,187,0,0,28,0,8.2,0,30,25,5,4,1,,89,46.11,0,0,0,162,3,29,5,16,1.0,0,0,0,1,0.0,0,0,0,0,332,8,0,0,0,0,0,0,0,0,0,366.6,0.0,0,53,8,33,18,34,50.0,0,17,12,70.59,29,21,68,8,197,51.3,19,354,96,450,200.0,61,1,885,38,1,0,15962.0,830000.0,F,21.0,Uruguay
Nicolás González,901325,Atlético Madrid,2836,spain,2526,1460,24,18,6.9,5,0,5,4.21,2.0,14,3,11.11,128,22,52.38,241,165,406,76.03,50,60.98,32,0,0,0,61,3,6,6,2,27,24,0,1,20,20260428,16,114,1,0,28,0,11.63,0,15,13,2,5,0,,73,47.1,3,0,2,128,12,12,2,2,3.0,0,0,0,0,0.0,0,0,0,1,234,8,0,1,0,0,0,0,0,0,0,292.0,0.0,0,33,10,17,20,24,51.06,0,24,16,66.67,12,31,47,27,123,51.9,42,347,187,534,165.5,43,3,887,25,4,0,144231.0,7500000.0,F,27.0,Argentina
Dani Calvo,560756,Real Oviedo,2851,spain,2526,1257,16,13,6.89,0,0,0,0.19,0.17,13,0,0.0,26,27,42.86,105,453,558,89.71,33,61.11,21,0,0,0,27,1,0,0,4,111,16,0,0,1,20260428,1,33,0,0,10,0,0.0,33,17,16,1,0,0,,24,66.67,0,0,0,64,8,2,0,0,15.0,0,0,0,1,0.0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,2,0,2,0,1,50.0,0,19,11,57.89,2,31,2,1,57,63.33,63,147,475,622,110.3,2,0,820,4,3,0,20000.0,1040000.0,D,31.0,Spain
Antonio Rudiger,142622,Real Madrid,2829,spain,2526,1222,15,13,6.89,1,0,1,0.88,0.6,19,0,0.0,90,36,48.65,355,558,913,92.78,27,69.23,12,0,0,0,55,1,1,1,3,46,15,0,0,0,20260428,1,22,0,0,9,0,9.09,15,14,12,2,1,0,,12,54.55,0,0,0,71,4,3,0,1,2.0,0,1,0,0,0.0,0,0,0,0,80,2,0,0,1,0,0,0,0,0,0,1222.0,0.0,0,10,1,9,1,0,0.0,0,11,5,45.45,2,48,1,2,39,63.93,74,403,581,984,103.4,11,0,1091,1,0,0,280385.0,14580000.0,D,32.0,Germany
Antoine Griezmann,85859,Atlético Madrid,2836,spain,2526,1127,29,9,6.89,7,1,8,7.02,2.39,31,16,27.12,173,28,71.79,312,174,486,82.94,8,34.78,15,0,0,0,46,4,7,2,1,10,29,0,0,5,20260428,11,45,0,2,3,0,18.42,0,15,11,4,7,0,,25,45.45,0,0,1,100,4,23,5,14,1.0,0,1,0,0,0.0,0,0,0,0,195,6,0,0,2,0,0,0,0,0,0,161.0,0.0,0,30,8,15,21,7,38.89,0,12,8,66.67,22,45,18,59,33,42.31,39,390,196,586,199.9,38,0,820,6,1,0,180385.0,9380000.0,F,34.0,France
Santi Comesaña,843678,Villarreal,2819,spain,2526,2164,30,25,6.88,3,5,8,3.96,3.41,28,2,14.29,238,35,50.72,473,408,881,82.65,34,50.0,34,0,0,0,121,3,4,3,2,50,30,0,1,24,20260428,24,126,0,5,38,0,13.04,0,24,20,4,3,0,,77,45.56,0,0,1,185,24,24,1,1,14.0,0,0,0,1,0.0,0,0,0,0,269,12,0,1,2,0,0,0,0,0,0,721.33,0.0,0,19,4,13,7,11,55.0,0,43,21,48.84,24,61,20,14,111,46.84,69,584,482,1066,206.5,23,1,1430,23,5,0,44038.0,2290000.0,M,29.0,Spain
Andrei Rațiu,965031,Rayo Vallecano,2818,spain,2526,2583,30,29,6.88,0,3,3,2.19,4.36,26,25,26.88,307,32,39.02,541,454,995,82.3,20,37.74,33,0,0,0,146,10,3,3,10,72,30,0,0,43,20260428,20,165,0,0,21,0,0.0,0,30,27,3,0,0,,136,50.75,0,0,0,214,38,41,0,4,6.0,0,0,0,1,0.0,0,0,0,0,465,7,0,0,0,0,0,0,0,0,0,0.0,0.0,0,11,18,17,9,55,52.38,0,62,37,59.68,41,56,105,93,156,48.6,82,691,518,1209,206.5,29,4,2097,21,9,0,36154.0,1880000.0,D,27.0,Romania
Alberto Moleiro,1012444,Villarreal,2819,spain,2526,2103,32,26,6.88,9,4,13,5.42,2.96,12,7,33.33,206,12,37.5,334,174,508,77.2,3,12.5,21,0,0,0,92,7,6,4,0,12,32,0,0,21,20260428,48,146,0,2,31,0,21.95,0,24,20,4,7,2,,79,38.73,0,0,1,150,8,33,1,3,3.0,0,0,0,0,0.0,0,0,0,1,277,9,0,0,8,0,0,0,0,0,0,233.67,0.0,1,30,11,19,18,29,51.79,0,25,16,64.0,33,35,56,21,82,35.96,32,446,212,658,220.1,41,6,988,25,4,0,60192.0,3130000.0,F,22.0,Spain
Antonio Blanco,855832,Deportivo Alavés,2885,spain,2526,2666,31,31,6.88,1,2,3,1.09,1.55,67,6,23.08,269,90,58.44,715,718,1433,85.96,33,52.38,30,0,0,0,184,1,0,14,2,37,31,0,0,30,20260428,54,180,0,1,61,0,2.78,0,45,40,5,0,1,,140,48.28,0,0,0,234,50,16,1,2,9.0,0,0,0,0,0.0,0,0,0,0,326,7,0,0,0,0,0,0,0,0,0,2666.0,0.0,0,6,30,11,11,21,75.0,0,86,47,54.65,16,123,28,26,173,49.01,154,877,790,1667,213.2,36,0,2152,35,7,0,22115.0,1150000.0,M,25.0,Spain
Moi Gomez,149370,Osasuna,2820,spain,2526,1024,22,10,6.88,0,2,2,0.39,1.55,49,5,17.24,221,50,67.57,427,228,655,88.99,10,58.82,7,0,0,0,79,2,0,5,0,8,22,0,0,6,20260428,9,46,1,0,17,0,0.0,0,13,11,2,0,0,,40,50.63,0,0,0,81,9,12,0,0,1.0,0,0,0,1,0.0,0,0,0,0,130,9,0,0,0,0,0,0,0,0,0,0.0,0.0,0,3,8,4,2,5,35.71,0,15,7,46.67,12,79,14,29,50,52.08,74,492,244,736,151.3,11,0,898,20,3,0,28077.0,1460000.0,F,31.0,Spain
Fernando Calero,857205,Espanyol,2814,spain,2526,1854,24,21,6.88,0,0,0,1.73,0.12,40,0,0.0,43,67,46.85,190,769,959,88.47,33,44.0,42,0,0,0,66,1,4,1,5,108,24,0,0,1,20260428,3,60,0,0,9,0,0.0,23,28,22,6,0,0,,35,66.04,0,0,0,125,24,3,0,0,29.0,0,0,0,0,0.0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,10,1,9,1,2,28.57,0,26,17,65.38,3,91,7,1,68,53.13,143,277,807,1084,165.0,11,1,1355,7,4,0,24038.0,1250000.0,D,30.0,Spain
Largie Ramazani,909966,Valencia,2828,spain,2526,1074,22,10,6.87,6,1,7,6.37,1.91,12,7,25.93,94,9,56.25,134,81,215,75.7,2,18.18,9,0,0,0,42,3,4,13,0,6,22,0,0,30,20260428,13,94,0,0,16,0,14.29,0,19,19,0,6,0,,48,36.09,0,0,0,69,13,15,2,2,0.0,0,0,3,1,100.0,0,3,0,0,184,7,0,0,4,0,0,0,0,0,0,179.0,0.0,0,28,14,11,18,20,42.55,0,12,11,91.67,15,23,47,27,50,34.72,16,195,89,284,151.1,42,0,560,16,4,0,20000.0,1040000.0,F,24.0,Belgium
Georges Mikautadze,1009372,Villarreal,2819,spain,2526,1864,28,20,6.87,9,5,14,8.91,2.37,8,3,15.0,110,13,65.0,172,79,251,73.82,10,23.81,32,0,0,0,36,7,18,10,0,6,28,0,0,27,20260428,4,104,0,0,11,0,16.36,0,26,23,3,8,1,,76,51.35,1,0,1,89,5,24,0,2,1.0,0,0,0,0,0.0,0,0,0,0,232,9,0,0,8,0,0,0,0,0,0,207.11,0.0,0,43,12,19,26,28,45.9,0,5,3,60.0,24,16,61,20,86,45.26,20,249,91,340,192.3,55,1,684,43,1,0,88077.0,4580000.0,F,25.0,Georgia
Isco,103417,Real Betis,2816,spain,2526,62,3,0,6.87,0,1,1,0.08,0.29,3,2,66.67,17,2,66.67,27,13,40,86.96,1,50.0,1,0,0,0,1,1,0,2,0,0,3,0,0,2,20260428,2,7,0,0,2,0,0.0,0,0,0,0,0,0,,6,50.0,0,0,0,6,0,2,0,0,0.0,0,0,0,0,0.0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,2,0,0,0,1,100.0,0,0,0,0.0,2,6,1,3,7,50.0,3,33,13,46,20.6,2,0,64,5,0,0,120192.0,6250000.0,F,33.0,Spain
Marcus Rashford,814590,FC Barcelona,2817,spain,2526,1489,28,15,6.86,7,6,13,6.95,4.07,14,26,27.66,334,18,54.55,468,86,554,84.71,4,57.14,3,0,0,0,35,6,9,26,0,13,28,0,0,19,20260428,4,85,0,0,8,0,10.0,0,20,18,2,6,1,,55,40.15,1,0,3,100,1,41,3,10,3.0,0,0,0,0,0.0,0,0,0,0,299,8,0,0,3,0,0,0,0,0,0,212.71,0.0,10,39,31,17,27,25,32.89,0,8,8,100.0,41,31,76,94,59,40.97,33,553,101,654,192.2,70,1,1059,22,2,0,269231.0,14000000.0,F,28.0,England
Jon Moncayola,976141,Osasuna,2820,spain,2526,2624,31,30,6.86,0,4,4,1.95,3.15,69,27,22.88,267,79,49.07,553,444,997,80.34,15,53.57,13,0,0,0,138,9,3,11,6,44,31,0,0,7,20260428,42,103,0,0,35,0,0.0,0,36,29,7,0,0,,67,42.68,0,0,1,244,17,34,0,0,4.0,0,0,0,0,0.0,0,0,0,0,409,11,0,0,0,0,0,0,0,0,0,0.0,0.0,1,12,9,6,4,12,60.0,0,45,22,48.89,34,138,20,118,82,44.32,161,729,512,1241,212.7,21,1,1727,11,8,0,28077.0,1460000.0,M,27.0,Spain
Bryan Zaragoza,1084730,Celta Vigo,2821,spain,2526,1135,19,13,6.86,1,1,2,2.01,2.9,10,15,22.06,126,13,56.52,195,64,259,77.54,1,12.5,7,0,0,0,32,4,0,6,1,5,18,0,0,5,20260428,12,74,0,1,7,0,3.85,0,12,10,2,1,0,,54,44.63,0,0,0,75,2,18,0,6,0.0,0,0,1,0,100.0,0,1,0,1,216,7,0,0,1,0,0,0,0,0,0,1135.0,0.0,0,18,8,8,12,27,38.57,0,10,5,50.0,18,19,70,68,55,42.64,23,257,77,334,123.5,26,1,608,17,1,0,,,,,
Kervin Arriaga,1083832,Levante UD,2849,spain,2526,1251,23,12,6.86,1,2,3,0.38,0.95,24,2,50.0,88,26,55.32,220,276,496,82.8,41,64.06,23,0,0,0,81,2,0,3,2,45,23,0,0,14,20260428,9,74,1,1,19,0,10.0,0,23,18,5,1,0,,54,51.43,0,0,0,103,11,4,0,2,12.0,0,0,0,0,0.0,0,0,0,0,143,2,0,1,1,0,0,0,0,0,0,1251.0,0.0,2,1,9,4,3,7,43.75,0,29,19,65.52,4,45,16,4,95,56.21,47,280,319,599,157.8,10,1,822,19,4,1,20000.0,1040000.0,M,28.0,Honduras
Adam Boayar,1518971,Elche,2846,spain,2526,106,7,0,6.86,1,0,1,0.3,0.45,3,0,0.0,20,3,100.0,23,11,34,87.18,3,75.0,1,0,0,0,3,0,0,1,0,4,5,0,0,4,20260428,3,12,0,0,0,0,20.0,0,5,5,0,1,0,,6,35.29,0,0,0,5,1,2,0,1,0.0,0,0,0,0,0.0,0,0,0,0,19,0,0,0,1,0,0,0,0,0,0,106.0,0.0,0,4,1,2,2,1,20.0,0,4,2,50.0,2,3,5,2,9,42.86,3,27,12,39,34.3,5,0,73,1,0,0,4038.0,210000.0,F,20.0,Morocco
Vitor Reis,1485300,Girona FC,24264,spain,2526,2688,31,30,6.86,1,1,2,1.21,0.37,27,0,0.0,101,64,50.0,415,1103,1518,91.34,72,56.25,56,0,0,0,98,2,3,4,5,179,31,0,1,5,20260428,9,103,0,6,32,0,6.67,26,43,38,5,1,0,,71,60.17,1,0,0,144,26,8,0,1,37.0,1,0,0,0,0.0,0,0,0,0,176,0,0,1,0,0,0,0,0,0,0,2688.0,0.0,0,14,1,8,3,7,77.78,0,43,28,65.12,8,50,9,0,143,58.13,128,498,1164,1662,212.6,15,2,2094,21,6,0,46154.0,2400000.0,D,20.0,Brazil
Carl Starfelt,360718,Celta Vigo,2821,spain,2526,1493,19,17,6.86,0,0,0,0.55,0.11,6,0,0.0,37,31,72.09,223,750,973,95.86,31,58.49,22,0,0,0,50,0,2,0,5,108,19,0,0,2,20260428,1,43,0,1,19,0,0.0,0,17,14,3,0,0,,31,59.62,0,0,0,42,17,1,0,0,13.0,1,0,0,0,0.0,0,0,0,0,51,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,4,0,3,1,1,50.0,0,23,14,60.87,1,7,2,0,62,59.05,43,241,774,1015,130.3,4,0,1221,8,1,1,30000.0,1560000.0,D,30.0,Sweden
Dani Parejo,39182,Villarreal,2819,spain,2526,1155,27,13,6.86,0,0,0,0.17,1.0,32,10,33.33,141,44,58.67,312,304,616,87.62,8,88.89,1,0,0,0,55,3,0,1,0,13,26,0,0,9,20260428,10,38,1,4,12,0,0.0,0,20,16,4,0,0,,61,62.24,0,0,1,87,12,20,0,0,7.0,0,0,0,0,0.0,0,0,0,0,143,1,0,0,0,0,0,0,0,0,0,0.0,0.0,2,0,2,1,0,8,50.0,0,32,22,68.75,20,53,16,30,69,64.49,75,374,329,703,178.3,2,0,888,21,2,0,72115.0,3750000.0,M,36.0,Spain
Iago Aspas,19356,Celta Vigo,2821,spain,2526,907,27,8,6.85,4,3,7,4.31,3.49,39,6,26.09,219,31,62.0,336,85,421,78.54,3,42.86,4,0,0,0,40,7,2,5,0,2,26,0,0,14,20260428,7,34,0,0,2,0,15.38,0,9,7,2,4,0,,33,52.38,0,0,1,115,12,29,4,0,0.0,0,0,2,0,100.0,0,2,0,1,180,9,0,0,0,0,0,0,0,0,0,226.75,0.0,0,17,9,10,11,11,61.11,0,11,9,81.82,29,61,18,23,36,51.43,50,435,101,536,178.2,26,2,708,11,4,0,56154.0,2920000.0,F,38.0,Spain
Carlos Espí,1649918,Levante UD,2849,spain,2526,905,20,8,6.85,8,0,8,4.08,0.12,1,0,0.0,31,1,50.0,55,37,92,61.33,34,53.13,30,0,0,0,29,0,6,3,0,11,20,0,0,14,20260428,6,82,0,0,22,0,24.24,0,11,10,1,6,2,,36,40.91,3,0,0,58,4,4,2,6,1.0,0,0,0,0,0.0,0,0,0,0,132,6,0,0,3,0,0,0,0,0,0,113.13,0.0,0,27,6,13,17,9,42.86,0,10,5,50.0,4,4,21,1,70,46.05,2,108,42,150,137.0,33,1,348,17,3,0,4808.0,250000.0,F,20.0,Spain
Aimar Oroz,985329,Osasuna,2820,spain,2526,1930,26,23,6.85,0,2,2,1.63,2.93,32,8,32.0,263,30,71.43,413,203,616,79.9,24,45.28,29,0,0,0,102,4,0,15,1,13,26,0,0,43,20260428,13,136,0,1,28,0,0.0,0,22,18,4,0,0,,115,51.8,0,0,0,155,9,33,0,1,1.0,0,0,0,0,0.0,0,0,0,0,296,17,0,0,0,0,0,0,0,0,0,0.0,0.0,3,14,14,9,4,26,52.0,0,36,19,52.78,33,45,50,25,139,50.55,42,529,242,771,178.1,28,0,1160,54,6,0,32115.0,1670000.0,F,24.0,Spain
Juan Iglesias,949707,Getafe,2859,spain,2526,2743,32,31,6.85,1,2,3,1.0,1.48,48,16,19.51,143,66,33.5,282,192,474,64.84,26,41.94,36,0,0,0,95,2,0,12,9,118,32,0,0,15,20260428,46,174,2,1,58,0,4.35,0,30,26,4,1,0,,182,56.88,0,0,0,257,22,15,0,1,11.0,1,0,0,0,0.0,0,0,0,0,523,5,0,0,1,0,0,0,0,0,0,2743.0,0.0,0,5,18,6,5,26,53.06,0,101,63,62.38,15,111,49,82,208,54.45,197,481,250,731,219.1,23,1,1649,55,4,0,15962.0,830000.0,D,27.0,Spain
