player,player_id,team,team_id,data_country,data_season,minutesPlayed,appearances,matchesStarted,rating,goals,assists,goalsAssistsSum,expectedGoals,expectedAssists,accurateChippedPasses,accurateCrosses,accurateCrossesPercentage,accurateFinalThirdPasses,accurateLongBalls,accurateLongBallsPercentage,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePasses,accuratePassesPercentage,aerialDuelsWon,aerialDuelsWonPercentage,aerialLost,attemptPenaltyMiss,attemptPenaltyPost,attemptPenaltyTarget,ballRecovery,bigChancesCreated,bigChancesMissed,blockedShots,cleanSheet,clearances,countRating,crossesNotClaimed,directRedCards,dispossessed,dribbledPast,duelLost,errorLeadToGoal,errorLeadToShot,fouls,freeKickGoal,goalConversionPercentage,goalKicks,goalsConceded,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,goalsFromInsideTheBox,goalsFromOutsideTheBox,goalsPrevented,groundDuelsWon,groundDuelsWonPercentage,headedGoals,highClaims,hitWoodwork,inaccuratePasses,interceptions,keyPasses,leftFootGoals,offsides,outfielderBlocks,ownGoals,passToAssist,penaltiesTaken,penaltyConceded,penaltyConversion,penaltyFaced,penaltyGoals,penaltySave,penaltyWon,possessionLost,possessionWonAttThird,punches,redCards,rightFootGoals,runsOut,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,saves,savesCaught,savesParried,scoringFrequency,setPieceConversion,shotFromSetPiece,shotsFromInsideTheBox,shotsFromOutsideTheBox,shotsOffTarget,shotsOnTarget,successfulDribbles,successfulDribblesPercentage,successfulRunsOut,tackles,tacklesWon,tacklesWonPercentage,totalAttemptAssist,totalChippedPasses,totalContest,totalCross,totalDuelsWon,totalDuelsWonPercentage,totalLongBalls,totalOppositionHalfPasses,totalOwnHalfPasses,totalPasses,totalRating,totalShots,totwAppearances,touches,wasFouled,yellowCards,yellowRedCards,gross_weekly_eur,gross_annual_eur,position,age,nationality
Maximiliano Olivera,158621,Fiorentina,2693,italy,2021,91,2,1,7.4,0,0,0,,,2,0,0.0,5,5,83.33,13,13,26,89.66,1,33.33,2,0,0,0,,0,0,0,1,8,1,0,0,0,0,3,0,0,1,0,0.0,,0,0,0,0,0,,3,75.0,0,0,0,3,0,0,0,0,,0,0,0,0,0.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,2,0,0.0,0,3,0,0,4,57.14,6,15,14,29,7.4,0,0,45,1,0,0,17885.0,930000.0,D,28.0,Uruguay
Andrea Belotti,220223,Torino,2696,italy,2021,2894,35,33,7.38,13,6,19,,,21,4,16.0,177,25,64.1,309,171,476,69.49,85,42.5,115,0,0,1,,13,6,33,6,19,34,0,0,41,24,260,0,0,58,0,12.15,,47,41,6,13,0,,208,58.92,1,0,1,209,12,37,5,21,,0,0,5,1,80.0,0,4,0,3,421,20,0,0,7,0,0,0,0,0,0,222.62,0.0,8,71,36,34,40,47,58.02,0,30,18,60.0,37,43,81,25,293,52.98,39,496,214,685,250.9,107,5,1361,135,4,0,71154.0,3700000.0,F,26.0,Italy
Josip Iličić,41270,Atalanta,2686,italy,2021,1530,28,17,7.38,6,9,15,,,50,27,27.84,380,60,64.52,585,140,698,77.47,1,5.26,18,0,0,0,,20,2,19,0,0,28,0,0,46,16,142,0,1,22,0,10.17,,17,14,3,5,1,,136,52.31,0,0,2,203,2,61,5,8,,0,0,2,0,100.0,0,2,0,2,447,19,0,0,1,0,0,0,0,0,0,255.0,0.0,4,29,30,21,19,57,57.58,0,9,4,44.44,61,94,99,97,137,49.1,93,837,161,901,206.5,59,4,1432,71,2,0,64038.0,3330000.0,F,32.0,Slovenia
Ruslan Malinovskyi,195850,Atalanta,2686,italy,2021,1893,36,22,7.37,8,12,20,,,49,43,35.25,397,54,66.67,674,165,796,80.08,30,48.39,32,0,0,0,,19,3,22,0,3,34,0,0,47,15,174,0,0,46,1,11.94,,21,18,3,5,3,,122,46.21,0,0,0,198,2,80,8,1,,0,2,1,0,100.0,0,1,0,0,439,26,0,0,0,0,0,0,0,0,0,236.63,8.33,12,28,39,24,21,51,57.95,0,19,8,42.11,78,92,88,122,152,46.63,81,925,191,994,250.7,67,8,1545,53,3,0,24615.0,1280000.0,F,27.0,Ukraine
Luis Muriel,119242,Atalanta,2686,italy,2021,1433,36,16,7.32,22,9,31,,,20,20,24.39,251,17,51.52,385,104,469,74.92,25,34.72,47,0,0,1,,6,12,12,0,4,35,0,0,50,17,168,0,0,18,0,25.29,,20,18,2,19,3,,93,43.46,0,0,2,157,7,49,7,3,,0,2,3,0,66.67,0,2,0,1,375,17,0,0,15,0,0,0,0,0,0,65.14,0.0,8,59,28,36,39,53,58.89,0,20,9,45.0,47,37,90,82,118,41.26,33,585,123,626,256.1,87,4,1125,20,0,0,44423.0,2310000.0,F,29.0,Colombia
Romelu Lukaku,78893,Inter,2697,italy,2021,2886,36,32,7.32,24,11,35,,,17,5,26.32,295,16,61.54,394,144,533,72.52,45,42.86,60,0,0,0,,10,19,19,11,34,36,0,0,49,8,183,0,0,34,0,25.0,,28,22,6,23,1,,112,47.66,1,0,6,202,3,52,16,19,,0,0,6,0,100.0,0,6,0,0,416,16,0,0,6,0,0,0,0,0,0,120.25,0.0,1,82,14,29,48,53,56.99,0,11,1,9.09,52,35,93,19,157,46.18,26,580,174,735,263.4,96,6,1275,48,4,0,185000.0,9620000.0,F,27.0,Belgium
Rafael,76095,Spezia,2735,italy,2021,206,3,2,7.3,0,1,1,,,7,0,0.0,1,20,43.48,11,58,69,71.13,2,100.0,0,0,0,0,,1,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0.0,,5,5,0,0,0,,0,0.0,0,1,0,28,0,1,0,0,,0,0,0,0,0.0,0,0,0,0,29,0,1,0,0,0,10,3,13,0,4,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,13,0,0,2,100.0,46,30,67,97,21.9,0,1,123,0,0,0,10769.0,560000.0,K,38.0,Brazil
Gianluca Pegolo,43985,Sassuolo,2793,italy,2021,90,1,1,7.3,0,0,0,,,0,0,0.0,0,0,0.0,0,18,18,94.74,0,0.0,0,0,0,0,,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0.0,,0,0,0,0,0,,0,0.0,0,1,0,1,0,0,0,0,,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0.0,0.0,0,0,0,0,0,0,0.0,1,0,0,0.0,0,0,0,0,0,0.0,1,1,18,19,7.3,0,0,25,0,0,0,17885.0,930000.0,K,39.0,Italy
Marcelo Brozović,108800,Inter,2697,italy,2021,2585,33,29,7.28,2,6,8,,,101,33,38.37,492,142,73.58,1101,903,1971,89.59,21,42.0,29,0,0,0,,9,0,13,8,35,33,0,0,17,41,122,0,0,34,0,8.0,,26,21,5,1,1,,77,45.29,0,0,1,229,40,46,1,0,,0,1,0,0,0.0,0,0,0,0,331,17,0,1,1,0,0,0,0,0,0,1292.5,0.0,1,4,21,8,4,10,83.33,0,54,29,53.7,45,174,12,86,98,44.55,193,1313,973,2200,240.4,25,3,2607,13,7,1,124615.0,6480000.0,M,27.0,Croatia
Manuel Locatelli,363860,Sassuolo,2793,italy,2021,2885,34,32,7.26,4,2,6,,,151,10,24.39,577,168,64.62,1369,1068,2427,88.29,48,51.06,46,0,0,0,,5,0,14,8,58,34,0,0,33,26,164,1,0,52,0,9.76,,47,42,5,3,1,,156,56.93,0,0,1,322,51,39,0,1,,0,1,2,1,100.0,0,2,0,1,450,18,0,0,4,0,0,0,0,0,0,721.25,0.0,6,12,29,18,9,27,75.0,0,81,47,58.02,38,273,36,41,204,55.43,260,1647,1143,2749,247.0,41,3,3304,48,9,0,25000.0,1300000.0,M,22.0,Italy
Adam Ounas,818440,Crotone,2718,italy,2021,1517,22,18,7.26,4,3,7,,,31,11,21.57,173,41,77.36,302,165,456,80.85,12,40.0,18,0,0,0,,7,3,8,1,1,22,0,0,33,18,112,0,0,14,0,12.9,,32,27,5,3,1,,128,57.66,0,0,1,108,6,30,3,10,,0,2,0,0,0.0,0,0,0,0,270,11,0,0,1,0,0,0,0,0,0,379.25,0.0,0,17,14,13,10,76,72.38,0,12,6,50.0,28,53,105,51,140,55.56,53,426,189,564,159.8,31,2,962,40,1,0,35577.0,1850000.0,F,24.0,Algeria
Luis Alberto,111416,Lazio,2699,italy,2021,2641,34,33,7.26,9,2,11,,,76,31,20.67,644,90,59.21,1031,440,1440,81.91,10,45.45,12,0,0,0,,10,3,19,5,9,34,0,0,39,58,171,0,1,19,0,13.04,,39,34,5,6,3,,130,44.98,1,0,4,318,13,80,0,2,,0,0,0,0,0.0,0,0,0,0,595,27,0,0,8,0,0,0,0,0,0,293.44,0.0,3,31,38,21,29,51,53.68,0,43,24,55.81,80,156,95,150,140,45.02,152,1407,501,1758,246.7,69,6,2408,36,5,0,89038.0,4630000.0,F,28.0,Spain
Ciro Immobile,45923,Lazio,2699,italy,2021,2866,35,34,7.25,20,6,26,,,21,4,22.22,292,21,55.26,475,170,641,74.02,27,33.33,54,0,1,3,,11,16,23,6,8,35,0,1,34,15,156,0,0,37,0,16.67,,44,39,5,19,1,,84,45.16,3,0,7,225,6,54,3,30,,0,1,8,0,50.0,0,4,0,3,378,22,0,1,14,0,0,0,0,0,0,143.3,0.0,0,95,25,46,51,27,57.45,0,14,13,92.86,53,43,47,18,111,41.57,38,670,214,866,253.6,120,4,1329,44,3,0,142500.0,7410000.0,F,30.0,Italy
Antonio Candreva,27982,Sampdoria,2711,italy,2021,2511,35,28,7.21,5,8,13,,,133,51,17.53,361,120,60.0,693,343,985,77.01,3,27.27,8,0,0,0,,8,2,18,1,17,34,0,0,11,32,86,1,0,15,0,8.77,,36,35,1,5,0,,86,52.44,0,0,2,294,9,63,1,10,,0,0,2,0,100.0,0,2,0,1,631,18,0,0,4,0,0,0,0,0,0,502.2,0.0,4,23,34,19,20,29,56.86,0,28,19,67.86,63,254,51,291,89,50.86,200,1158,412,1279,245.0,57,3,1977,29,1,0,46346.0,2410000.0,M,33.0,Italy
Karlo Letica,827372,Sampdoria,2711,italy,2021,90,1,1,7.2,0,0,0,,,1,0,0.0,0,4,50.0,0,23,23,85.19,0,0.0,0,0,0,0,,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0.0,,0,0,0,0,0,,0,0.0,0,0,0,4,0,0,0,0,,0,0,0,0,0.0,0,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,1,0,0,0,0.0,8,3,24,27,7.2,0,0,37,0,0,0,5000.0,260000.0,K,23.0,Croatia
Daniel Fuzato,863276,Roma,2702,italy,2021,450,5,5,7.2,0,0,0,,,5,0,0.0,3,19,33.93,13,70,83,68.6,1,100.0,0,0,0,0,,0,0,0,2,2,5,0,0,0,0,0,1,0,0,0,0.0,,7,6,1,0,0,,0,0.0,0,4,0,38,0,0,0,0,,0,0,0,0,0.0,0,0,0,0,38,0,1,0,0,0,13,6,19,0,10,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,22,0,0,1,100.0,56,41,80,121,36.0,0,0,180,0,0,0,17885.0,930000.0,K,23.0,Brazil
Juan Cuadrado,47743,Juventus,2687,italy,2021,2178,30,26,7.2,2,10,12,,,57,42,25.93,348,83,62.41,764,578,1300,87.72,12,35.29,22,0,0,0,,17,2,6,3,14,30,0,1,20,31,125,0,2,33,0,10.53,,25,21,4,1,1,,153,59.77,0,0,1,182,43,61,0,3,,0,1,1,0,100.0,0,1,0,2,417,12,0,1,2,0,0,0,0,0,0,1089.0,0.0,0,15,4,6,7,45,66.18,0,43,25,58.14,60,107,68,162,165,56.9,133,1011,633,1482,215.9,19,7,2171,65,9,0,178077.0,9260000.0,D,32.0,Colombia
Federico Chiesa,845386,Juventus,2687,italy,2021,2472,33,31,7.19,9,9,18,,,33,24,29.63,270,37,62.71,449,203,628,80.31,7,18.42,31,0,0,0,,18,5,16,0,16,33,0,1,28,36,167,0,0,32,0,12.86,,29,25,4,8,1,,146,51.77,0,0,3,154,13,50,4,13,,0,0,0,0,0.0,0,0,0,2,338,18,0,1,5,0,0,0,0,0,0,274.67,0.0,0,49,21,28,26,54,55.67,0,53,28,52.83,50,64,97,81,153,47.81,59,629,234,782,237.4,70,4,1371,39,3,0,178077.0,9260000.0,F,22.0,Italy
Federico Dimarco,284361,Hellas Verona,2701,italy,2021,2525,34,28,7.19,5,3,8,,,75,75,28.74,316,85,36.64,670,500,1095,75.88,17,38.64,27,0,0,0,,10,3,9,3,42,34,0,0,9,15,90,1,0,31,0,13.51,,36,33,3,4,1,,88,58.28,0,0,2,348,44,72,4,5,,0,0,0,1,0.0,0,0,0,0,605,12,0,0,1,0,0,0,0,0,0,505.0,0.0,6,20,17,16,12,10,52.63,0,32,19,59.38,72,203,19,261,105,53.85,232,1103,601,1443,244.5,37,6,2184,48,6,0,17885.0,930000.0,D,22.0,Italy
Giovanni Di Lorenzo,153257,Napoli,2714,italy,2021,3240,36,36,7.19,3,6,9,,,81,16,22.22,517,81,59.12,994,925,1903,86.93,56,57.14,42,0,0,0,,9,4,2,12,51,36,0,0,16,32,161,0,1,49,0,10.71,,41,37,4,3,0,,168,58.54,0,0,2,286,35,49,1,3,,0,0,0,1,0.0,0,0,0,1,433,10,0,0,2,0,0,0,0,0,0,1080.0,0.0,0,22,6,14,12,30,55.56,0,79,50,63.29,49,138,54,72,224,58.18,137,1246,1015,2189,258.8,28,7,3061,60,11,0,81923.0,4260000.0,D,27.0,Italy
Junior Messias,888219,Crotone,2718,italy,2021,3217,36,36,7.19,9,4,13,,,47,24,19.51,315,52,59.09,562,300,838,78.54,35,35.0,65,0,0,0,,6,7,30,2,39,36,0,0,58,48,260,0,0,34,1,9.18,,86,70,16,6,3,,257,56.86,0,0,2,229,35,32,7,5,,0,0,0,0,0.0,0,0,0,1,586,26,0,0,2,0,0,0,0,0,0,357.44,11.11,9,46,52,37,31,105,64.42,0,60,35,58.33,32,85,163,123,292,52.9,88,838,352,1067,258.7,98,4,2018,93,6,0,3846.0,200000.0,F,29.0,Brazil
Piotr Zieliński,138605,Napoli,2714,italy,2021,2546,36,32,7.19,8,10,18,,,48,21,32.31,419,56,70.0,718,310,1007,85.92,4,33.33,8,0,0,0,,7,2,15,0,11,36,0,0,31,13,101,0,0,12,0,13.33,,30,26,4,5,3,,121,56.54,0,0,1,165,18,56,4,7,,0,0,0,0,0.0,0,0,0,0,339,20,0,0,4,0,0,0,0,0,0,318.25,0.0,0,31,29,20,25,58,61.05,0,18,10,55.56,56,84,95,65,125,55.31,80,897,340,1172,258.7,60,2,1642,45,2,0,124615.0,6480000.0,M,26.0,Poland
Sergej Milinković-Savić,331447,Lazio,2699,italy,2021,2754,32,32,7.18,8,9,17,,,124,17,29.82,399,117,60.31,799,580,1362,78.73,104,55.03,85,0,0,0,,10,8,12,7,43,32,0,0,46,57,255,0,0,56,4,12.7,,47,42,5,4,4,,134,44.08,3,0,2,368,33,43,0,9,,0,1,0,2,0.0,0,0,0,2,568,30,0,0,5,0,0,0,0,0,0,344.25,36.36,11,37,26,30,21,30,69.77,0,59,40,67.8,42,226,43,57,238,48.28,194,1114,673,1730,229.9,63,3,2372,50,4,0,114038.0,5930000.0,M,25.0,Serbia
Diego Godín,14933,Cagliari,2719,italy,2021,2510,28,28,7.18,1,0,1,,,107,1,50.0,133,132,51.97,434,859,1292,83.62,70,61.4,44,0,0,0,,2,0,2,6,113,28,0,0,4,15,93,0,0,31,0,8.33,,41,32,9,1,0,,102,67.55,1,0,0,253,56,7,0,2,,0,0,0,0,0.0,0,0,0,0,273,2,0,0,0,0,0,0,0,0,0,2510.0,0.0,0,12,0,6,4,16,94.12,0,60,32,53.33,7,198,17,2,172,64.91,254,594,953,1545,201.1,12,4,1932,28,3,0,74038.0,3850000.0,D,34.0,Uruguay
Fabián Ruiz,784655,Napoli,2714,italy,2021,2577,33,29,7.18,3,1,4,,,129,5,21.74,536,171,80.66,1073,808,1876,90.24,15,68.18,7,0,0,0,,0,2,12,7,30,33,0,0,20,45,88,0,1,11,0,6.98,,32,28,4,0,3,,112,58.03,0,0,0,203,36,42,3,1,,0,2,0,1,0.0,0,0,0,0,276,21,0,0,0,0,0,0,0,0,0,859.0,0.0,1,11,32,15,16,28,82.35,0,58,31,53.45,40,176,34,23,127,59.07,212,1240,862,2079,237.0,43,3,2485,26,1,0,53462.0,2780000.0,M,24.0,Spain
Franck Kessié,359226,Milan,2692,italy,2021,3230,37,36,7.18,13,4,17,,,74,2,15.38,394,102,64.97,904,871,1773,88.92,56,54.9,46,0,0,2,,5,7,13,11,48,37,0,0,40,18,173,0,0,65,0,26.53,,39,35,4,13,0,,136,51.71,0,0,3,221,46,31,0,1,,0,0,13,1,84.62,0,11,0,1,348,21,0,0,13,0,0,0,0,0,0,248.46,0.0,0,42,7,15,21,43,79.63,0,53,30,56.6,31,136,54,13,192,52.6,157,1071,936,1994,265.6,49,1,2557,40,8,0,78269.0,4070000.0,M,23.0,Cote d'Ivoire
Lautaro Martínez,823984,Inter,2697,italy,2021,2576,38,30,7.17,17,6,23,,,22,2,16.67,192,24,72.73,290,89,377,68.42,26,34.67,49,0,0,0,,9,12,29,0,13,38,0,0,33,17,190,0,0,64,0,15.6,,24,20,4,16,1,,121,46.18,4,0,4,174,27,38,6,11,,0,0,2,0,100.0,0,2,0,3,351,32,0,0,7,0,0,0,0,0,0,151.53,0.0,0,85,24,40,40,36,50.7,0,25,12,48.0,38,39,71,12,147,43.62,33,444,119,551,272.4,109,5,1096,61,5,0,89038.0,4630000.0,F,23.0,Argentina
Simon Kjær,21535,Milan,2692,italy,2021,2396,28,28,7.17,0,2,2,,,84,1,33.33,90,117,55.98,347,954,1300,88.02,55,55.56,44,0,0,0,,2,1,3,8,120,28,0,0,0,12,80,0,0,26,0,0.0,,29,27,2,0,0,,54,60.0,0,0,3,177,42,7,0,1,,0,0,0,0,0.0,0,0,0,0,196,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,13,3,11,2,0,0.0,0,45,26,57.78,7,164,0,3,109,57.67,209,470,1010,1477,200.7,16,3,1807,10,3,0,29615.0,1540000.0,D,31.0,Denmark
Danilo,124992,Juventus,2687,italy,2021,2918,34,32,7.16,1,4,5,,,84,14,35.9,374,106,58.56,991,1055,2032,88.93,30,58.82,21,0,0,0,,6,3,4,7,60,34,0,0,9,31,87,0,2,25,0,5.26,,30,27,3,0,1,,104,61.18,0,0,0,253,66,26,0,2,,0,1,0,0,0.0,0,0,0,0,326,6,0,0,1,0,0,0,0,0,0,2918.0,0.0,0,7,12,13,2,22,88.0,0,62,31,50.0,25,154,25,39,134,60.63,181,1179,1145,2285,243.6,19,1,2834,20,6,0,98654.0,5130000.0,D,29.0,Brazil
Andrea Ranocchia,49518,Inter,2697,italy,2021,704,8,8,7.16,0,1,1,,,10,0,0.0,16,20,62.5,132,334,466,94.33,21,67.74,10,0,0,0,,2,2,2,3,19,8,0,0,1,1,25,0,0,13,0,0.0,,7,7,0,0,0,,19,55.88,0,0,0,28,12,3,0,1,,0,0,0,0,0.0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,9,0,5,2,0,0.0,0,13,10,76.92,3,16,0,0,40,61.54,32,148,346,494,57.3,9,1,574,7,2,0,64038.0,3330000.0,D,32.0,Italy
Theo Hernández,788027,Milan,2692,italy,2021,2935,33,33,7.15,7,5,12,,,47,16,21.05,372,62,51.67,764,569,1317,83.14,52,65.82,27,0,0,0,,6,3,18,9,50,33,0,0,27,19,156,2,3,39,0,14.89,,37,33,4,6,1,,200,60.79,2,0,1,267,34,42,5,6,,0,0,0,0,0.0,0,0,0,2,500,11,0,0,0,0,0,0,0,0,0,419.29,0.0,3,26,21,16,13,73,61.34,0,48,29,60.42,42,100,119,76,252,61.76,120,1019,641,1584,236.1,47,5,2478,81,9,0,36923.0,1920000.0,D,23.0,France
