player,player_id,team,team_id,data_country,data_season,minutesPlayed,appearances,matchesStarted,rating,goals,assists,goalsAssistsSum,expectedGoals,expectedAssists,accurateChippedPasses,accurateCrosses,accurateCrossesPercentage,accurateFinalThirdPasses,accurateLongBalls,accurateLongBallsPercentage,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePasses,accuratePassesPercentage,aerialDuelsWon,aerialDuelsWonPercentage,aerialLost,attemptPenaltyMiss,attemptPenaltyPost,attemptPenaltyTarget,ballRecovery,bigChancesCreated,bigChancesMissed,blockedShots,cleanSheet,clearances,countRating,crossesNotClaimed,directRedCards,dispossessed,dribbledPast,duelLost,errorLeadToGoal,errorLeadToShot,fouls,freeKickGoal,goalConversionPercentage,goalKicks,goalsConceded,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,goalsFromInsideTheBox,goalsFromOutsideTheBox,goalsPrevented,groundDuelsWon,groundDuelsWonPercentage,headedGoals,highClaims,hitWoodwork,inaccuratePasses,interceptions,keyPasses,leftFootGoals,offsides,outfielderBlocks,ownGoals,passToAssist,penaltiesTaken,penaltyConceded,penaltyConversion,penaltyFaced,penaltyGoals,penaltySave,penaltyWon,possessionLost,possessionWonAttThird,punches,redCards,rightFootGoals,runsOut,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,saves,savesCaught,savesParried,scoringFrequency,setPieceConversion,shotFromSetPiece,shotsFromInsideTheBox,shotsFromOutsideTheBox,shotsOffTarget,shotsOnTarget,successfulDribbles,successfulDribblesPercentage,successfulRunsOut,tackles,tacklesWon,tacklesWonPercentage,totalAttemptAssist,totalChippedPasses,totalContest,totalCross,totalDuelsWon,totalDuelsWonPercentage,totalLongBalls,totalOppositionHalfPasses,totalOwnHalfPasses,totalPasses,totalRating,totalShots,totwAppearances,touches,wasFouled,yellowCards,yellowRedCards,gross_weekly_eur,gross_annual_eur,position,age,nationality
Wilfried Singo,978285,Torino,2696,italy,2122,2626,35,32,6.95,3,4,7,,,34,15,18.75,252,53,49.53,514,349,848,79.77,42,56.0,33,0,0,0,,4,1,11,3,43,35,0,1,18,10,143,0,0,43,0,7.32,,28,22,6,3,0,,155,58.49,2,0,0,215,23,24,0,8,,0,1,0,0,0.0,0,0,0,0,476,18,0,1,1,0,0,0,0,0,0,875.33,0.0,0,29,12,23,7,41,50.62,0,55,35,63.64,23,74,81,80,197,57.94,107,750,393,1063,243.2,41,0,1893,59,5,0,5000.0,260000.0,D,21.0,Cote d'Ivoire
Wojciech Szczęsny,50490,Juventus,2687,italy,2122,2970,33,33,6.95,0,0,0,,,82,0,0.0,16,173,50.29,63,611,674,79.39,10,100.0,0,0,0,0,,0,0,0,12,21,33,0,0,0,1,3,1,0,2,0,0.0,,29,22,7,0,0,2.3,4,57.14,0,22,0,175,0,3,0,0,,0,0,0,2,0.0,6,0,3,0,181,0,13,0,0,9,44,32,78,0,15,0.0,0.0,0,0,0,0,0,0,0.0,8,1,1,100.0,3,154,0,0,14,82.35,344,172,677,849,229.3,0,2,1145,4,2,0,231538.0,12040000.0,K,31.0,Poland
Riccardo Orsolini,793645,Bologna,2685,italy,2122,1799,29,21,6.95,6,3,9,,,38,20,22.22,162,36,62.07,319,152,451,70.58,27,43.55,35,0,0,0,,3,5,15,1,13,27,0,0,29,16,130,0,0,20,1,11.32,,24,21,3,4,2,,90,48.65,1,0,2,188,5,21,5,13,,0,0,2,0,100.0,0,2,0,0,378,17,0,0,0,0,0,0,0,0,0,299.83,20.0,5,31,22,20,18,26,44.83,0,21,13,61.9,21,72,58,90,117,47.37,58,522,207,639,187.6,53,0,1068,44,2,0,39231.0,2040000.0,F,25.0,Italy
Miguel Veloso,6557,Hellas Verona,2701,italy,2122,1345,22,17,6.95,0,3,3,,,34,23,31.08,186,51,49.51,418,297,692,82.97,26,54.17,22,0,0,0,,2,0,1,0,15,21,0,0,7,6,53,0,1,18,0,0.0,,25,22,3,0,0,,35,53.03,0,0,0,142,11,25,0,0,,0,0,0,0,0.0,0,0,0,0,216,8,0,1,0,0,0,0,0,0,0,0.0,0.0,6,4,13,12,4,6,100.0,0,23,15,65.22,25,67,6,74,61,53.51,103,575,333,834,145.9,17,1,1070,6,5,1,17885.0,930000.0,M,35.0,Portugal
Mattia Bani,250547,Genoa,2713,italy,2122,1211,17,13,6.95,0,0,0,,,19,0,0.0,22,36,34.95,89,244,333,71.46,43,60.56,28,0,0,0,,0,1,1,3,75,17,0,0,0,4,45,0,0,14,0,0.0,,16,12,4,0,0,,42,71.19,0,0,0,133,20,3,0,0,,0,0,0,0,0.0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,9,0,7,1,1,100.0,0,23,13,56.52,3,69,1,1,85,65.38,103,175,292,466,118.1,9,2,670,19,1,0,25000.0,1300000.0,D,28.0,Italy
Marten de Roon,100389,Atalanta,2686,italy,2122,2548,30,28,6.95,3,0,3,,,69,0,0.0,356,105,53.57,763,653,1416,85.4,53,60.92,34,0,0,0,,1,1,5,4,41,30,0,0,7,28,123,0,0,50,0,13.04,,39,37,2,3,0,,88,49.72,1,0,0,242,45,7,0,0,,0,0,0,0,0.0,0,0,0,0,281,18,0,1,2,0,0,0,0,0,0,849.33,0.0,0,9,14,13,5,5,50.0,0,69,42,60.87,7,131,10,7,141,53.41,196,943,722,1658,208.4,23,0,2003,15,5,1,35577.0,1850000.0,M,30.0,Netherlands
Marash Kumbulla,893642,Roma,2702,italy,2122,1028,17,13,6.95,0,0,0,,,16,1,50.0,28,39,58.21,132,412,543,86.05,22,61.11,14,0,0,0,,0,1,2,6,26,13,0,0,2,7,44,0,0,22,0,0.0,,11,9,2,0,0,,33,52.38,0,0,0,88,16,3,0,0,,0,0,0,0,0.0,0,0,0,0,97,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0,7,0,2,3,1,100.0,0,21,13,61.9,3,41,1,2,55,55.56,67,180,453,631,90.3,7,1,754,11,6,0,64038.0,3330000.0,D,21.0,Albania
Roger Ibañez,888949,Roma,2702,italy,2122,2894,34,32,6.95,3,0,3,,,60,1,33.33,127,115,50.88,534,1122,1655,87.47,61,61.62,38,0,0,0,,0,1,3,11,96,33,0,0,12,17,118,1,1,47,0,15.0,,39,30,9,3,0,,112,58.33,3,0,0,237,62,10,0,1,,0,0,0,2,0.0,0,0,0,0,299,3,0,0,0,0,0,0,0,0,0,964.67,0.0,0,20,0,11,6,10,62.5,0,54,32,59.26,10,128,16,3,173,59.45,226,675,1220,1892,229.2,20,5,2363,48,9,0,36923.0,1920000.0,D,23.0,Brazil
Luiz Felipe,850035,Lazio,2699,italy,2122,2497,31,28,6.94,0,0,0,,,37,1,50.0,105,84,66.14,478,1180,1657,91.6,43,50.0,43,0,0,0,,0,1,3,5,98,31,0,1,6,14,90,0,1,28,0,0.0,,39,29,10,0,0,,63,57.27,0,0,0,152,33,3,0,0,,0,0,0,0,0.0,0,0,0,1,172,3,0,1,0,0,0,0,0,0,0,0.0,0.0,0,5,0,0,2,6,100.0,0,41,23,56.1,3,71,6,2,106,54.08,127,554,1257,1809,215.2,5,4,2125,16,10,0,28462.0,1480000.0,D,24.0,Italy
Rick Karsdorp,363792,Roma,2702,italy,2122,2895,36,32,6.94,0,2,2,,,55,29,28.16,286,97,61.01,588,637,1196,83.17,5,29.41,12,0,0,0,,10,0,0,10,23,36,0,0,8,22,78,0,1,27,0,0.0,,34,27,7,0,0,,79,54.48,0,0,0,242,34,43,0,0,,0,0,0,1,0.0,0,0,0,0,409,10,0,1,0,0,0,0,0,0,0,0.0,0.0,0,1,1,1,1,13,56.52,0,53,38,71.7,43,125,23,103,84,51.85,159,837,704,1438,249.9,2,2,2067,13,7,1,78269.0,4070000.0,D,26.0,Netherlands
Lucas Torreira,754794,Fiorentina,2693,italy,2122,2206,31,26,6.94,5,1,6,,,68,1,16.67,266,91,66.91,593,598,1190,87.69,18,40.91,26,0,0,0,,2,3,3,3,17,30,0,0,8,22,99,0,0,38,0,17.24,,32,29,3,5,0,,87,54.38,1,0,1,167,26,23,1,2,,0,0,0,0,0.0,0,0,0,1,215,8,0,1,3,0,0,0,0,0,0,441.2,0.0,2,20,9,13,13,6,46.15,0,37,29,78.38,23,114,13,6,105,51.47,136,721,642,1357,208.2,29,3,1628,44,8,1,74038.0,3850000.0,M,25.0,Uruguay
Alberto Grassi,186845,Cagliari,2719,italy,2122,2193,30,26,6.94,0,2,2,,,25,2,40.0,144,33,41.77,353,486,837,81.34,55,66.27,28,0,0,0,,2,0,6,0,31,30,0,0,16,22,102,0,1,28,0,0.0,,36,30,6,0,0,,124,62.63,0,0,1,192,63,15,0,1,,0,0,0,0,0.0,0,0,0,0,254,17,0,1,0,0,0,0,0,0,0,0.0,0.0,0,12,12,16,2,18,66.67,0,47,26,55.32,15,59,27,5,179,63.7,79,492,542,1029,208.2,24,0,1425,60,4,1,32115.0,1670000.0,M,26.0,Italy
Lucas Martínez Quarta,795297,Fiorentina,2693,italy,2122,1435,20,16,6.94,1,0,1,,,69,0,0.0,97,108,67.92,334,667,1001,89.78,47,58.75,33,0,0,0,,1,2,1,2,45,19,0,0,7,13,87,0,0,30,0,6.25,,23,20,3,1,0,,58,51.79,0,0,0,114,19,5,0,0,,0,0,0,1,0.0,0,0,0,0,141,4,0,0,1,0,0,0,0,0,0,1435.0,0.0,0,14,2,11,4,11,68.75,0,36,25,69.44,5,107,16,1,105,54.69,159,395,721,1115,131.8,16,1,1330,11,8,0,24615.0,1280000.0,D,25.0,Argentina
Federico Fazio,27569,Salernitana,2710,italy,2122,1435,16,16,6.93,1,0,1,,,18,2,33.33,58,38,52.05,184,314,496,81.58,54,69.23,24,0,0,0,,0,1,5,1,67,15,0,0,3,3,46,0,1,16,0,6.25,,26,23,3,1,0,,41,65.08,1,0,1,112,27,8,0,1,,0,0,0,2,0.0,0,0,0,0,139,5,0,1,0,0,0,0,0,0,0,1435.0,0.0,0,14,2,8,3,9,81.82,0,17,11,64.71,8,45,11,6,95,67.38,73,267,347,608,104.0,16,1,854,15,1,1,89038.0,4630000.0,D,34.0,Argentina
Erick Pulgar,590262,Fiorentina,2693,italy,2122,341,6,4,6.93,0,1,1,,,10,3,60.0,49,13,76.47,112,96,205,87.98,4,36.36,7,0,0,0,,1,0,0,0,2,6,0,0,2,5,19,0,1,5,0,0.0,,6,6,0,0,0,,11,47.83,0,0,0,28,5,7,0,0,,0,0,0,0,0.0,0,0,0,0,39,4,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,3,1,2,2,66.67,0,6,6,100.0,7,18,3,5,15,44.12,17,134,104,233,41.6,3,0,276,3,2,0,32115.0,1670000.0,M,28.0,Chile
Tommaso Pobega,928796,Torino,2696,italy,2122,2239,33,24,6.93,4,3,7,,,49,1,6.25,304,49,55.68,618,300,917,79.46,77,49.36,79,0,0,0,,3,2,14,2,36,32,0,0,16,19,201,0,0,75,0,8.33,,29,24,5,4,0,,101,45.29,0,0,0,237,25,25,4,2,,0,0,0,0,0.0,0,0,0,1,331,19,0,0,0,0,0,0,0,0,0,559.75,0.0,0,22,26,26,8,14,51.85,0,48,30,62.5,25,91,27,16,178,46.97,88,803,367,1154,221.7,48,0,1569,39,11,0,10769.0,560000.0,M,22.0,Italy
Giacomo Raspadori,865651,Sassuolo,2793,italy,2122,2752,36,32,6.93,10,5,15,,,36,7,11.11,256,38,63.33,484,324,801,82.66,9,33.33,18,0,0,0,,6,4,31,1,11,36,0,0,48,27,147,0,0,29,0,14.08,,47,44,3,7,3,,97,42.92,0,0,1,168,9,43,3,4,,0,0,0,0,0.0,0,0,0,1,401,22,0,1,7,0,0,0,0,0,0,275.2,0.0,3,44,27,15,25,35,58.33,0,29,18,62.07,43,64,60,63,106,41.9,60,655,377,969,249.3,71,2,1480,33,7,1,7115.0,370000.0,F,21.0,Italy
Rafael Tolói,82943,Atalanta,2686,italy,2122,1441,20,16,6.92,1,1,2,,,40,3,30.0,148,50,44.25,341,411,749,82.4,38,77.55,11,0,0,0,,1,0,5,3,35,19,0,0,5,15,65,0,0,27,0,8.33,,22,21,1,1,0,,55,50.46,0,0,0,160,26,8,1,0,,0,0,0,1,0.0,0,0,0,0,196,1,0,0,0,0,0,0,0,0,0,1441.0,0.0,0,11,1,5,2,7,50.0,0,38,15,39.47,8,91,14,10,93,58.86,113,463,456,909,131.5,12,0,1153,10,6,0,35577.0,1850000.0,D,31.0,Italy
Alessandro Florenzi,152420,Milan,2692,italy,2122,1156,24,12,6.92,2,0,2,,,53,14,25.0,128,62,54.39,269,299,554,82.44,9,50.0,9,0,0,0,,0,0,5,2,8,24,0,0,1,18,40,0,1,10,1,9.09,,10,9,1,1,1,,44,58.67,0,0,1,118,27,11,0,3,,0,0,0,0,0.0,0,0,0,0,181,9,0,0,2,0,0,0,0,0,0,578.0,50.0,2,6,16,11,6,8,80.0,0,28,14,50.0,11,96,10,56,53,56.99,114,401,327,672,166.1,22,1,957,8,2,0,106923.0,5560000.0,D,30.0,Italy
Piotr Zieliński,138605,Napoli,2714,italy,2122,2105,35,26,6.92,6,5,11,,,38,13,37.14,330,28,70.0,620,331,938,84.81,3,17.65,14,0,0,0,,5,1,13,0,4,35,0,0,17,15,81,0,0,19,0,13.95,,24,22,2,5,1,,64,48.85,0,0,1,168,8,50,5,1,,0,0,0,0,0.0,0,0,0,0,272,8,0,0,1,0,0,0,0,0,0,350.83,0.0,1,21,22,15,15,17,47.22,0,19,12,63.16,50,69,36,35,67,45.27,40,774,367,1106,242.2,43,0,1403,28,1,0,124615.0,6480000.0,F,27.0,Poland
Giacomo Bonaventura,36784,Fiorentina,2693,italy,2122,2278,31,28,6.92,4,5,9,,,56,8,22.22,313,63,67.74,562,434,988,85.17,16,50.0,16,0,0,0,,2,8,16,3,8,31,0,1,19,25,106,1,0,31,0,8.7,,31,28,3,3,1,,112,55.45,0,0,1,172,14,33,1,2,,0,0,0,0,0.0,0,0,0,2,285,25,0,1,3,0,0,0,0,0,0,569.5,0.0,1,27,19,15,15,30,63.83,0,33,17,51.52,33,96,47,36,128,54.7,93,726,470,1160,214.5,46,2,1518,49,7,0,53462.0,2780000.0,M,32.0,Italy
Ethan Ampadu,847097,Venezia,2688,italy,2122,2289,29,26,6.92,0,3,3,,,49,8,40.0,172,65,44.83,374,450,816,76.91,66,66.67,33,0,0,0,,2,0,4,3,72,29,0,1,10,34,127,0,0,46,0,0.0,,44,42,2,0,0,,107,53.23,0,0,0,245,51,15,0,0,,0,0,0,0,0.0,0,0,0,0,333,16,0,2,0,0,0,0,0,0,0,0.0,0.0,0,2,5,2,1,13,76.47,0,67,43,64.18,15,108,17,20,173,57.67,145,548,533,1061,200.6,7,0,1546,27,11,1,8654.0,450000.0,D,21.0,Wales
Merih Demiral,806968,Atalanta,2686,italy,2122,1917,28,22,6.91,1,2,3,,,23,0,0.0,43,44,51.16,154,527,681,85.23,85,69.11,38,0,0,0,,1,3,4,5,63,28,0,0,5,13,85,1,0,29,0,4.0,,22,19,3,1,0,,49,51.04,0,0,0,118,58,4,0,3,,0,0,0,1,0.0,0,0,0,0,141,2,0,0,1,0,0,0,0,0,0,1917.0,0.0,0,25,0,15,6,2,50.0,0,31,17,54.84,4,48,4,0,134,61.19,86,226,573,799,193.6,25,2,1099,16,8,0,71154.0,3700000.0,D,23.0,Turkey
Giovanni Simeone,341143,Hellas Verona,2701,italy,2122,2679,36,32,6.91,17,5,22,,,16,7,25.93,198,12,57.14,293,174,460,70.34,60,35.09,111,0,1,0,,4,9,13,2,20,36,0,0,80,30,308,0,0,57,0,24.29,,37,33,4,14,3,,108,35.41,4,0,2,194,6,24,2,34,,0,0,1,0,0.0,0,0,0,1,475,22,0,0,11,0,0,0,0,0,0,157.59,0.0,0,53,17,25,32,23,37.7,0,27,15,55.56,24,26,61,27,168,35.29,21,476,205,654,248.9,70,4,1268,58,8,0,53462.0,2780000.0,F,26.0,Argentina
Szymon Żurkowski,860435,Empoli,2705,italy,2122,2319,35,29,6.91,6,2,8,,,18,2,8.7,249,18,46.15,448,249,695,79.89,25,43.86,32,0,0,0,,3,1,18,3,28,35,0,0,35,39,162,1,0,41,0,12.77,,43,38,5,4,2,,162,55.48,0,0,1,175,35,20,3,0,,0,0,0,1,0.0,0,0,0,0,321,16,0,0,3,0,0,0,0,0,0,386.5,0.0,0,25,22,12,17,38,70.37,0,58,33,56.9,20,44,54,23,187,53.58,39,599,294,870,241.9,47,1,1421,67,5,0,14231.0,740000.0,M,24.0,Poland
Giorgio Altare,882004,Cagliari,2719,italy,2122,1474,19,17,6.91,1,0,1,,,39,5,18.52,81,59,38.06,202,283,480,68.87,46,55.42,37,0,0,0,,1,2,6,2,70,19,0,0,3,5,76,0,0,35,0,5.56,,23,21,2,1,0,,57,59.38,1,0,1,217,30,8,0,1,,0,0,0,1,0.0,0,0,0,0,279,8,0,0,0,0,0,0,0,0,0,1474.0,0.0,0,14,4,6,6,8,80.0,0,39,28,71.79,8,111,10,27,103,57.54,155,367,357,697,131.3,18,0,1041,10,5,0,5385.0,280000.0,D,23.0,Italy
Danilo Cataldi,317301,Lazio,2699,italy,2122,1717,32,19,6.91,1,2,3,,,51,18,27.27,209,65,58.56,608,592,1182,88.87,6,46.15,7,0,0,0,,4,0,2,0,17,32,0,0,6,26,60,0,1,18,0,8.33,,29,24,5,1,0,,65,55.08,0,0,1,148,17,26,0,0,,0,1,0,1,0.0,0,0,0,0,223,8,0,0,1,0,0,0,0,0,0,1717.0,0.0,3,1,11,6,4,10,66.67,0,36,17,47.22,25,103,15,66,71,54.2,111,757,639,1330,221.1,12,1,1593,19,7,0,49808.0,2590000.0,M,27.0,Italy
Milan Badelj,39482,Genoa,2713,italy,2122,2850,34,34,6.91,1,0,1,,,105,3,30.0,280,82,46.86,615,611,1223,78.85,34,54.84,28,0,0,0,,3,0,5,8,42,34,0,0,26,46,150,0,0,39,0,4.76,,47,40,7,1,0,,117,48.95,0,0,0,328,85,27,0,0,,0,0,0,0,0.0,0,0,0,1,435,19,0,0,1,0,0,0,0,0,0,2850.0,0.0,0,5,16,11,5,34,68.0,0,64,37,57.81,27,208,50,10,151,50.17,175,849,712,1551,234.9,21,0,2036,19,4,0,34423.0,1790000.0,M,32.0,Croatia
Andrea Pinamonti,826198,Empoli,2705,italy,2122,2870,36,32,6.91,13,2,15,,,7,4,14.29,186,6,37.5,276,101,373,62.17,75,36.76,129,0,0,0,,4,9,27,3,22,36,0,0,47,16,243,0,0,32,0,14.44,,59,52,7,13,0,,84,42.42,0,0,1,227,7,29,6,19,,0,0,4,0,100.0,0,4,0,1,397,17,0,0,7,0,0,0,0,0,0,220.77,0.0,1,74,16,36,27,17,42.5,0,11,6,54.55,29,19,40,28,159,39.55,16,503,125,600,248.7,90,1,1060,56,4,0,35577.0,1850000.0,F,22.0,Italy
Remo Freuler,115516,Atalanta,2686,italy,2122,2378,29,28,6.91,1,3,4,,,49,5,20.0,505,41,50.62,909,565,1469,87.23,20,45.45,24,0,0,0,,3,2,7,6,24,29,0,0,24,40,141,1,0,43,0,5.0,,35,34,1,1,0,,117,50.0,0,0,0,215,35,23,1,0,,1,0,0,1,0.0,0,0,0,0,323,21,0,0,0,0,0,0,0,0,0,2378.0,0.0,0,7,13,7,6,20,57.14,0,69,39,56.52,23,101,35,25,137,49.28,81,1094,615,1684,200.3,20,1,2124,28,10,0,28462.0,1480000.0,M,29.0,Switzerland
Mattia Caldara,362222,Venezia,2688,italy,2122,2709,31,30,6.91,1,0,1,,,77,0,0.0,75,96,50.0,228,718,946,82.05,49,49.0,51,0,0,0,,0,3,3,3,142,31,0,0,4,14,100,1,0,28,0,6.25,,52,47,5,1,0,,73,59.84,0,0,0,207,62,3,0,3,,0,0,0,1,0.0,0,0,0,1,236,7,0,0,1,0,0,0,0,0,0,2709.0,0.0,0,12,4,6,7,3,42.86,0,48,28,58.33,3,154,7,2,122,54.95,192,350,805,1153,214.1,16,2,1577,22,9,0,71154.0,3700000.0,D,27.0,Italy
Aleksei Miranchuk,324353,Atalanta,2686,italy,2122,766,19,7,6.91,2,5,7,,,5,7,41.18,149,7,50.0,235,72,300,82.87,9,39.13,14,0,0,0,,4,1,3,0,6,19,0,0,17,8,64,0,0,14,0,14.29,,13,12,1,2,0,,46,47.92,0,0,0,62,1,22,2,3,,0,0,0,0,0.0,0,0,0,0,131,5,0,0,0,0,0,0,0,0,0,383.0,0.0,0,8,6,7,4,16,57.14,0,11,7,63.64,22,13,28,17,55,46.22,14,293,86,362,131.2,14,1,540,19,0,0,53462.0,2780000.0,F,26.0,Russia
Hamed Junior Traorè,892924,Sassuolo,2793,italy,2122,1792,31,21,6.9,7,2,9,,,21,15,25.0,227,28,56.0,404,237,626,81.94,4,28.57,10,0,0,0,,6,5,17,0,4,31,0,0,43,35,158,0,1,30,0,13.73,,31,27,4,6,1,,125,45.79,0,0,4,138,12,36,1,4,,0,0,0,0,0.0,0,0,0,0,325,14,0,0,6,0,0,0,0,0,0,256.0,0.0,0,37,14,12,22,61,58.65,0,32,18,56.25,36,44,104,60,129,44.95,50,555,269,764,214.0,51,1,1234,32,3,0,17885.0,930000.0,F,21.0,Cote d'Ivoire
Nahuel Molina,831799,Udinese,2695,italy,2122,2649,35,31,6.9,7,2,9,,,36,37,31.62,266,42,37.17,496,271,730,72.93,11,36.67,19,0,0,0,,7,5,7,3,36,35,0,0,10,32,112,0,2,31,1,15.91,,46,42,4,3,4,,76,44.97,0,0,3,271,22,39,3,1,,0,0,0,0,0.0,0,0,0,0,440,10,0,1,4,0,0,0,0,0,0,378.43,50.0,2,23,21,21,16,20,47.62,0,41,24,58.54,39,92,42,117,87,43.72,113,766,352,1001,241.6,44,1,1565,16,5,1,7308.0,380000.0,D,23.0,Argentina
Nedim Bajrami,825861,Empoli,2705,italy,2122,2068,35,23,6.9,6,5,11,,,18,35,22.44,275,15,42.86,444,168,577,79.26,0,0.0,14,0,0,0,,2,2,12,1,6,35,0,0,34,10,102,0,0,16,0,11.11,,39,34,5,5,1,,77,46.67,0,0,2,151,3,54,0,7,,0,0,3,0,100.0,0,3,0,0,402,13,0,0,6,0,0,0,0,0,0,344.67,0.0,8,30,24,20,22,42,59.15,0,21,14,66.67,54,34,71,156,77,43.02,35,692,192,728,241.6,54,2,1207,14,3,0,29615.0,1540000.0,F,22.0,Albania
Junior Messias,888219,Milan,2692,italy,2122,1429,26,14,6.9,5,2,7,,,15,7,13.46,171,10,40.0,275,82,350,72.77,28,45.9,33,0,0,0,,2,4,12,1,15,26,0,0,17,19,122,0,0,21,0,11.36,,13,13,0,5,0,,88,49.72,1,0,0,131,17,21,3,3,,0,0,0,1,0.0,0,0,0,0,284,13,0,0,1,0,0,0,0,0,0,285.8,0.0,0,28,16,15,17,30,47.62,0,34,18,52.94,21,32,63,52,116,48.74,25,423,110,481,179.4,44,0,878,24,2,0,35577.0,1850000.0,F,30.0,Brazil
Simone Bastoni,385330,Spezia,2735,italy,2122,2289,31,26,6.9,3,3,6,,,59,42,37.17,237,51,36.43,476,302,736,73.97,25,64.1,14,0,0,0,,6,0,14,4,28,30,0,1,32,44,144,0,0,30,0,10.71,,43,34,9,2,1,,129,49.81,0,0,1,259,30,47,3,1,,0,0,0,0,0.0,0,0,0,0,471,21,0,1,0,0,0,0,0,0,0,763.0,0.0,0,5,23,8,6,42,61.76,0,52,34,65.38,47,144,68,113,154,51.68,140,733,375,995,207.0,28,0,1680,35,5,0,8846.0,460000.0,D,25.0,Italy
Stephan El Shaarawy,45925,Roma,2702,italy,2122,1054,27,8,6.9,3,0,3,,,23,3,16.67,155,30,71.43,258,181,436,84.17,14,48.28,15,0,0,0,,4,3,8,1,6,27,0,0,13,2,57,0,0,8,0,7.69,,14,11,3,3,0,,45,51.72,0,0,0,82,11,31,0,3,,0,0,0,0,0.0,0,0,0,0,158,3,0,0,3,0,0,0,0,0,0,351.33,0.0,1,19,20,18,13,20,51.28,0,13,8,61.54,31,39,39,18,59,50.86,42,344,192,518,186.3,39,0,774,12,1,0,124615.0,6480000.0,F,29.0,Italy
Moustapha Cissé,1186444,Atalanta,2686,italy,2122,41,3,0,6.9,1,0,1,,,0,0,0.0,3,0,0.0,4,1,5,55.56,4,66.67,2,0,0,0,,0,0,2,0,0,2,0,0,1,3,8,0,0,2,0,33.33,,0,0,0,1,0,,3,33.33,0,0,0,4,0,0,1,2,,0,0,0,0,0.0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,41.0,0.0,0,3,0,0,1,1,100.0,0,1,0,0.0,0,0,1,0,7,46.67,0,7,2,9,13.8,3,0,23,1,0,0,,,,,
Stanislav Lobotka,150383,Napoli,2714,italy,2122,1686,23,19,6.9,1,0,1,,,27,0,0.0,245,26,63.41,744,582,1326,93.71,8,44.44,10,0,0,0,,0,0,0,6,12,23,0,0,12,22,62,0,1,19,0,50.0,,16,13,3,0,1,,87,62.59,0,0,0,89,12,15,0,0,,0,0,0,0,0.0,0,0,0,0,120,10,0,0,1,0,0,0,0,0,0,1686.0,0.0,0,0,2,1,1,13,81.25,0,39,24,61.54,15,41,16,3,95,60.51,41,799,619,1415,158.7,2,0,1607,35,2,0,39423.0,2050000.0,M,27.0,Slovakia
Sebastiano Luperto,352736,Empoli,2705,italy,2122,1958,24,22,6.9,0,2,2,,,43,2,33.33,71,60,46.15,214,604,816,84.38,44,49.44,45,0,0,0,,0,1,2,3,129,24,0,0,2,10,87,0,0,30,0,0.0,,40,36,4,0,0,,35,45.45,0,0,0,151,45,9,0,1,,0,0,0,1,0.0,0,0,0,0,172,1,0,1,0,0,0,0,0,0,0,0.0,0.0,0,7,2,3,4,1,50.0,0,29,17,58.62,9,98,2,6,79,47.59,130,318,655,967,165.6,9,3,1273,5,6,1,35577.0,1850000.0,D,25.0,Italy
Takehiro Tomiyasu,804434,Bologna,2685,italy,2122,9,1,0,6.9,0,0,0,,,1,1,100.0,0,0,0.0,1,1,1,100.0,0,0.0,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,,0,0,0,0,0,,1,100.0,0,0,0,0,1,1,0,0,,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,100.0,0,0,0,0.0,1,1,1,1,1,50.0,0,1,1,1,6.9,0,0,7,0,0,0,,,,,
Aimar Sher,981574,Spezia,2735,italy,2122,45,1,0,6.9,0,0,0,,,2,0,0.0,7,0,0.0,14,5,19,90.48,1,50.0,1,0,0,0,,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0.0,,1,0,1,0,0,,2,66.67,0,0,0,2,3,0,0,0,,0,0,0,0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,2,1,50.0,0,2,0,0,3,60.0,0,15,6,21,6.9,0,0,30,0,0,0,3654.0,190000.0,M,19.0,Sweden
Adrian Šemper,814876,Genoa,2713,italy,2122,90,1,1,6.9,0,0,0,,,4,0,0.0,0,8,33.33,5,13,18,52.94,0,0.0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,,1,1,0,0,0,0.1,0,0.0,0,2,0,16,0,0,0,0,,0,0,0,0,0.0,0,0,0,0,17,0,0,0,0,0,3,0,3,0,1,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,9,0,0,0,0.0,24,16,18,34,6.9,0,0,42,0,0,0,25000.0,1300000.0,K,24.0,Croatia
