player,player_id,team,team_id,data_country,data_season,minutesPlayed,appearances,matchesStarted,rating,goals,assists,goalsAssistsSum,expectedGoals,expectedAssists,accurateChippedPasses,accurateCrosses,accurateCrossesPercentage,accurateFinalThirdPasses,accurateLongBalls,accurateLongBallsPercentage,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePasses,accuratePassesPercentage,aerialDuelsWon,aerialDuelsWonPercentage,aerialLost,attemptPenaltyMiss,attemptPenaltyPost,attemptPenaltyTarget,ballRecovery,bigChancesCreated,bigChancesMissed,blockedShots,cleanSheet,clearances,countRating,crossesNotClaimed,directRedCards,dispossessed,download_date,dribbledPast,duelLost,errorLeadToGoal,errorLeadToShot,fouls,freeKickGoal,goalConversionPercentage,goalKicks,goalsConceded,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,goalsFromInsideTheBox,goalsFromOutsideTheBox,goalsPrevented,groundDuelsWon,groundDuelsWonPercentage,headedGoals,highClaims,hitWoodwork,inaccuratePasses,interceptions,keyPasses,leftFootGoals,offsides,outfielderBlocks,ownGoals,passToAssist,penaltiesTaken,penaltyConceded,penaltyConversion,penaltyFaced,penaltyGoals,penaltySave,penaltyWon,possessionLost,possessionWonAttThird,punches,redCards,rightFootGoals,runsOut,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,saves,savesCaught,savesParried,scoringFrequency,setPieceConversion,shotFromSetPiece,shotsFromInsideTheBox,shotsFromOutsideTheBox,shotsOffTarget,shotsOnTarget,successfulDribbles,successfulDribblesPercentage,successfulRunsOut,tackles,tacklesWon,tacklesWonPercentage,totalAttemptAssist,totalChippedPasses,totalContest,totalCross,totalDuelsWon,totalDuelsWonPercentage,totalLongBalls,totalOppositionHalfPasses,totalOwnHalfPasses,totalPasses,totalRating,totalShots,totwAppearances,touches,wasFouled,yellowCards,yellowRedCards,gross_weekly_eur,gross_annual_eur,position,age,nationality
Álex Valle,1142238,Como,2704,italy,2526,1909,26,21,6.75,1,4,5,1.04,1.13,21,10,23.81,189,21,35.59,443,378,821,84.55,17,51.52,16,0,0,0,58,3,0,4,10,49,26,0,0,7,20260428,19,87,0,0,34,0,9.09,0,17,14,3,1,0,,74,51.03,0,0,0,150,23,13,0,1,7,0,0,0,0,0.0,0,0,0,0,246,5,0,0,1,0,0,0,0,0,0,1909.0,0.0,0,8,3,5,2,5,26.32,0,50,30,60.0,13,45,19,42,91,51.12,59,544,427,971,175.6,11,1,1460,19,3,0,10769.0,560000.0,D,21.0,Spain
Teun Koopmeiners,803033,Juventus,2687,italy,2526,1664,29,16,6.75,0,0,0,1.5,1.2,21,11,26.83,234,38,57.58,527,458,985,90.95,31,58.49,22,0,0,0,75,0,2,12,2,39,28,0,0,3,20260428,16,71,0,2,28,0,0.0,11,20,15,5,0,0,,40,44.94,0,0,1,98,18,16,0,3,7,0,0,0,0,0.0,0,0,0,0,158,6,0,0,0,0,0,0,0,0,0,0.0,0.0,5,13,15,9,7,3,42.86,0,29,10,34.48,16,50,7,41,71,50.0,66,600,483,1083,189.1,28,0,1358,9,5,0,110962.0,5770000.0,F,27.0,Netherlands
Franco Vazquez,215246,Cremonese,2761,italy,2526,529,15,4,6.75,1,2,3,1.39,1.56,8,5,26.32,55,10,71.43,101,54,155,78.28,8,32.0,17,0,0,0,21,4,0,2,1,6,15,0,0,17,20260428,7,56,0,0,9,0,8.33,0,11,10,1,1,0,,40,50.63,0,0,2,43,4,10,0,0,1,0,0,0,0,0.0,0,0,0,0,97,4,0,0,1,0,0,0,0,0,0,529.0,0.0,1,5,7,6,4,5,41.67,0,19,8,42.11,10,12,12,19,48,46.15,14,133,65,198,101.3,12,0,340,16,1,0,,,,,
Sebastiano Luperto,352736,Cremonese,2761,italy,2526,2662,30,30,6.75,1,1,2,0.62,0.7,45,2,18.18,80,59,39.86,261,990,1251,87.91,29,47.54,32,0,0,0,76,4,1,3,7,144,30,0,0,2,20260428,7,72,0,0,31,0,10.0,66,44,39,5,1,0,,62,60.78,1,0,0,172,27,5,0,1,18,0,0,0,0,0.0,0,0,0,0,200,1,0,0,0,0,0,0,0,0,0,2662.0,0.0,0,7,3,3,4,5,100.0,0,31,19,61.29,5,110,5,11,91,55.83,148,374,1049,1423,202.5,10,1,1774,27,4,0,35577.0,1850000.0,D,29.0,Italy
Idrissa Touré,826326,Pisa,2737,italy,2526,2150,29,25,6.75,1,0,1,1.94,2.89,9,11,16.92,124,24,40.68,220,180,400,64.72,135,59.21,93,0,0,0,104,5,3,7,4,77,28,0,1,24,20260428,20,177,1,1,22,0,3.7,0,41,37,4,1,0,,70,45.45,1,0,1,218,22,19,0,5,8,0,0,0,0,0.0,0,0,0,1,402,6,0,1,0,0,0,0,0,0,0,2150.0,0.0,0,24,3,13,7,17,43.59,0,38,23,60.53,19,28,39,65,205,53.66,59,390,228,618,189.0,27,1,1144,16,4,0,4231.0,220000.0,M,27.0,Germany
Tariq Lamptey,914691,Fiorentina,2693,italy,2526,32,2,1,6.75,0,0,0,,0.09,0,1,100.0,1,0,0.0,2,5,7,70.0,0,0.0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,20260428,0,1,0,0,0,0,0.0,0,0,0,0,0,0,,2,100.0,0,0,0,3,0,2,0,0,0,0,0,0,0,0.0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,2,2,100.0,2,1,0,1,2,66.67,0,5,5,10,13.5,0,0,16,0,0,0,44423.0,2310000.0,D,25.0,Ghana
Tommaso Barbieri,993389,Cremonese,2761,italy,2526,1531,25,16,6.75,0,1,1,0.69,0.88,24,9,13.04,92,36,46.15,174,157,331,72.59,20,43.48,26,0,0,0,53,2,1,5,2,31,25,0,0,10,20260428,20,105,0,0,36,0,0.0,0,24,23,1,0,0,,80,50.31,0,0,0,125,12,10,0,1,8,0,0,0,0,0.0,0,0,0,0,264,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,6,7,6,2,15,50.0,0,42,25,59.52,10,52,30,69,100,48.78,78,270,186,456,168.7,13,1,897,24,6,0,12500.0,650000.0,D,23.0,Italy
Mathías Olivera,805078,Napoli,2714,italy,2526,1293,23,14,6.74,0,0,0,1.37,0.64,14,2,33.33,189,19,43.18,402,497,899,90.53,31,59.62,21,0,0,0,65,0,2,0,2,19,23,0,0,5,20260428,6,49,0,1,15,0,0.0,0,13,13,0,0,0,,52,65.0,0,0,0,94,13,10,0,0,4,0,0,0,0,0.0,0,0,0,0,123,6,0,0,0,0,0,0,0,0,0,0.0,0.0,0,6,2,5,3,2,40.0,0,42,21,50.0,10,32,5,6,83,62.88,44,472,521,993,155.1,8,0,1211,8,3,0,49231.0,2560000.0,D,28.0,Uruguay
Tobias Slotsager,1133236,Hellas Verona,2701,italy,2526,424,7,4,6.74,0,0,0,0.14,0.09,7,1,50.0,24,9,25.71,70,106,176,77.53,19,79.17,5,0,0,0,13,0,0,1,2,30,7,0,0,0,20260428,2,9,1,0,2,0,0.0,0,9,9,0,0,0,,18,81.82,0,0,0,51,3,0,0,0,4,0,0,0,0,0.0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,2,1,1,1,0,0.0,0,13,7,53.85,0,24,0,2,37,80.43,35,109,118,227,47.2,3,0,308,5,0,0,7115.0,370000.0,D,20.0,Denmark
Juan Cabal,988037,Juventus,2687,italy,2526,296,12,2,6.74,2,0,2,0.79,0.18,1,0,0.0,28,3,27.27,58,50,108,80.6,4,36.36,7,0,0,0,21,2,0,1,0,6,12,0,0,4,20260428,5,20,0,0,4,0,40.0,0,5,4,1,2,0,,11,45.83,1,0,0,26,4,2,1,2,0,0,0,0,0,0.0,0,0,0,0,45,1,0,0,0,0,0,0,0,0,0,148.0,0.0,0,2,3,2,2,1,100.0,0,9,6,66.67,2,5,1,4,15,42.86,11,71,63,134,80.9,5,1,200,1,1,0,42692.0,2220000.0,D,25.0,Colombia
Charalampos Lykogiannis,98212,Bologna,2685,italy,2526,627,10,7,6.74,0,1,1,0.2,1.45,12,14,31.11,60,13,28.89,122,106,228,77.03,7,43.75,9,0,0,0,26,1,0,3,1,17,10,0,0,4,20260428,3,25,0,0,8,0,0.0,0,8,5,3,0,0,,18,52.94,0,0,0,68,5,13,0,0,3,0,0,0,0,0.0,0,0,0,0,138,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,2,5,2,2,3,60.0,0,14,9,64.29,13,30,5,45,25,50.0,45,170,126,296,67.4,7,0,497,1,3,0,17885.0,930000.0,D,32.0,Greece
Mateo Pellegrino,1099296,Parma,2690,italy,2526,2707,33,31,6.74,8,1,9,8.01,0.95,8,0,0.0,110,12,52.17,179,87,266,61.43,113,47.48,125,0,0,0,75,4,9,19,5,37,33,0,0,62,20260428,10,278,0,0,75,0,11.76,0,34,27,7,7,1,,99,39.29,5,0,2,167,3,20,3,10,5,0,0,1,0,100.0,0,1,0,0,368,24,0,0,0,0,0,0,0,0,0,338.38,0.0,0,56,12,28,21,22,53.66,0,15,10,66.67,20,19,41,10,212,43.27,23,327,106,433,222.4,68,1,927,63,5,0,17885.0,930000.0,F,24.0,Argentina
Jean Daniel Akpa-Akpro,164511,Hellas Verona,2701,italy,2526,1218,18,14,6.74,1,0,1,1.0,0.23,12,3,17.65,61,5,38.46,139,98,237,75.0,27,49.09,28,0,0,0,76,0,1,6,1,19,18,0,0,12,20260428,12,96,0,1,35,0,7.69,0,15,11,4,1,0,,68,50.0,0,0,1,79,19,10,0,0,6,0,0,0,0,0.0,0,0,0,0,150,4,0,0,1,0,0,0,0,0,0,1218.0,0.0,0,7,6,3,4,19,63.33,0,38,25,65.79,10,17,30,17,95,49.74,13,190,126,316,121.3,13,0,587,11,9,0,14231.0,740000.0,M,33.0,Cote d'Ivoire
Armel Bella-Kotchap,976025,Hellas Verona,2701,italy,2526,1323,18,14,6.74,0,0,0,0.11,0.37,17,0,0.0,40,23,37.7,136,324,460,84.25,38,82.61,8,0,0,0,72,0,0,1,1,84,18,0,0,1,20260428,4,36,1,0,22,0,0.0,2,26,22,4,0,0,,35,55.56,0,0,0,86,32,1,0,0,15,0,0,0,1,0.0,0,0,0,0,99,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,2,1,2,0,1,25.0,0,19,11,57.89,1,35,4,1,73,66.97,61,197,349,546,121.3,3,0,784,16,3,0,25000.0,1300000.0,D,24.0,Germany
Assane Diao,1493689,Como,2704,italy,2526,749,13,9,6.74,2,1,3,1.23,0.47,2,2,10.53,71,4,57.14,147,43,190,80.51,4,23.53,13,0,0,0,26,2,1,7,1,6,13,0,0,15,20260428,2,69,0,0,10,0,11.76,0,10,7,3,2,0,,55,49.55,1,0,0,46,2,5,1,2,1,0,0,0,0,0.0,0,0,0,0,129,3,0,0,0,0,0,0,0,0,0,374.5,0.0,0,10,7,4,6,22,42.31,0,10,3,30.0,5,5,52,19,59,46.09,7,184,52,236,87.6,17,1,434,24,2,0,17885.0,930000.0,F,20.0,Senegal
Johan Vásquez,889785,Genoa,2713,italy,2526,3037,34,34,6.74,0,0,0,1.06,0.68,49,4,18.18,174,91,40.09,452,1156,1608,85.71,70,46.98,79,0,0,0,110,0,1,5,7,146,34,0,0,8,20260428,18,133,1,0,22,0,0.0,101,47,44,3,0,0,,103,65.61,0,0,0,268,44,9,0,1,26,0,0,0,0,0.0,0,0,0,0,339,4,0,0,0,0,0,0,0,0,0,0.0,0.0,0,17,6,13,5,8,47.06,0,55,36,65.45,9,127,17,22,173,56.54,227,637,1239,1876,229.1,23,0,2383,41,2,0,24615.0,1280000.0,D,27.0,Mexico
Hans Nicolussi Caviglia,876259,Parma,2690,italy,2526,1144,22,13,6.74,0,3,3,0.75,1.58,25,11,23.91,111,30,50.85,275,254,529,84.78,10,50.0,10,0,0,0,46,4,0,8,0,20,21,0,0,23,20260428,9,66,0,1,18,0,0.0,0,19,16,3,0,0,,45,44.55,0,0,0,95,5,15,0,0,2,0,0,0,0,0.0,0,0,0,0,175,2,0,0,0,0,0,0,0,0,0,0.0,0.0,3,3,11,4,2,6,42.86,0,19,8,42.11,15,61,14,46,55,45.45,59,348,276,624,141.5,14,0,833,20,4,0,15962.0,830000.0,M,25.0,Italy
Jonathan Rowe,1065261,Bologna,2685,italy,2526,1371,24,15,6.74,2,1,3,3.54,1.49,10,11,23.91,117,7,29.17,197,63,260,81.0,12,33.33,24,0,0,0,59,4,6,12,0,3,24,0,0,24,20260428,7,109,0,1,21,0,4.88,0,17,14,3,2,0,,96,53.04,0,0,2,61,6,18,1,4,0,0,0,0,0,0.0,0,0,0,0,199,11,0,0,1,0,0,0,0,0,0,685.5,0.0,0,24,17,15,14,37,52.11,0,19,12,63.16,18,27,71,46,108,49.77,24,247,74,321,161.7,41,0,679,40,2,0,53462.0,2780000.0,F,22.0,England
Albert Guðmundsson,804909,Fiorentina,2693,italy,2526,2107,29,25,6.73,5,4,9,5.57,2.26,27,12,22.22,244,29,69.05,426,245,671,86.58,3,21.43,11,0,0,0,66,7,5,13,2,12,29,0,1,28,20260428,22,107,0,2,32,0,12.5,0,25,20,5,4,1,,53,35.57,0,0,2,104,2,31,1,6,3,0,0,3,0,100.0,0,3,0,1,249,11,0,1,4,0,0,0,0,0,0,421.4,0.0,2,23,17,12,15,19,51.35,0,7,3,42.86,31,42,37,54,56,34.36,42,496,279,775,195.3,40,1,1121,27,3,0,54231.0,2820000.0,F,28.0,Iceland
Adam Marusic,267619,Lazio,2699,italy,2526,2447,29,28,6.73,1,2,3,1.26,1.39,17,5,16.13,223,37,54.41,541,603,1144,86.6,28,47.46,31,0,0,0,75,3,3,3,11,59,29,0,1,8,20260428,8,78,0,4,20,0,7.14,0,23,20,3,1,0,,55,53.92,1,0,0,177,29,8,0,1,12,0,0,0,0,0.0,0,0,0,0,263,2,0,1,0,0,0,0,0,0,0,2447.0,0.0,1,8,6,4,7,6,30.0,0,35,17,48.57,8,58,20,31,83,51.55,68,641,680,1321,195.3,14,0,1831,15,1,0,71154.0,3700000.0,D,33.0,Montenegro
Enrico Delprato,928103,Parma,2690,italy,2526,2699,32,31,6.73,2,0,2,2.09,0.63,33,2,13.33,133,44,36.07,340,571,911,86.19,31,47.69,34,0,0,0,70,1,4,3,9,102,32,0,0,3,20260428,16,72,0,0,16,0,11.76,9,36,31,5,2,0,,48,55.81,1,0,0,146,23,5,0,4,20,0,0,0,0,0.0,0,0,0,0,223,1,0,0,1,0,0,0,0,0,0,1349.5,0.0,0,17,0,6,8,5,55.56,0,33,19,57.58,5,87,9,15,79,52.32,122,449,608,1057,215.5,17,0,1523,10,5,0,32115.0,1670000.0,D,26.0,Italy
Eljif Elmas,838232,Napoli,2714,italy,2526,1625,30,18,6.73,1,2,3,2.8,1.71,7,9,25.0,164,11,61.11,353,263,616,89.02,2,20.0,8,0,0,0,63,1,4,8,0,17,30,0,0,14,20260428,6,53,0,0,17,0,4.35,0,21,20,1,1,0,,49,52.13,0,0,1,76,6,21,0,1,5,0,0,0,0,0.0,0,0,0,0,146,7,0,0,1,0,0,0,0,0,0,1625.0,0.0,0,17,6,7,8,12,57.14,0,24,15,62.5,21,22,21,36,51,49.04,18,413,279,692,202.0,23,0,918,13,2,0,106923.0,5560000.0,F,26.0,North Macedonia
Jesper Karlstrom,227894,Udinese,2695,italy,2526,2913,33,33,6.73,1,0,1,0.78,1.03,38,2,18.18,204,48,36.92,496,513,1009,80.98,27,54.0,23,0,0,0,129,1,0,9,9,67,33,0,0,13,20260428,16,100,2,2,38,0,5.56,0,43,38,5,1,0,,83,51.88,0,0,0,237,34,16,0,1,13,0,0,0,1,0.0,0,0,0,0,302,11,0,0,1,0,0,0,0,0,0,2913.0,0.0,0,8,10,7,2,9,45.0,0,51,32,62.75,16,85,20,11,110,52.38,130,663,583,1246,222.2,18,0,1622,26,5,0,21346.0,1110000.0,M,30.0,Sweden
Tijjani Noslin,1069244,Lazio,2699,italy,2526,877,25,6,6.73,3,0,3,4.23,0.64,5,4,50.0,72,15,83.33,145,82,227,80.21,18,45.0,22,0,0,0,29,0,3,4,1,5,25,0,0,12,20260428,2,58,0,0,11,0,10.71,0,8,7,1,3,0,,37,50.68,1,0,1,56,2,11,1,3,2,0,0,0,0,0.0,0,0,0,2,117,5,0,1,1,0,0,0,0,0,0,292.33,0.0,0,21,7,15,9,12,48.0,0,5,5,100.0,11,8,25,8,55,48.67,18,192,91,283,168.3,28,1,460,20,2,1,46346.0,2410000.0,F,26.0,Netherlands
Filippo Terracciano,1034303,Cremonese,2761,italy,2526,2659,32,29,6.73,2,0,2,1.88,0.69,58,3,11.11,152,69,47.26,421,727,1148,85.16,41,58.57,29,0,0,0,129,1,2,5,9,109,32,0,0,3,20260428,8,59,1,4,16,0,14.29,0,39,33,6,2,0,,56,65.12,2,0,0,200,49,10,0,0,23,2,0,0,0,0.0,0,0,0,0,293,2,0,0,0,0,0,0,0,0,0,1329.5,0.0,0,9,5,5,4,5,55.56,0,29,22,75.86,10,114,9,27,97,62.18,146,544,804,1348,215.4,14,0,1908,23,6,0,28462.0,1480000.0,D,22.0,Italy
Danilo Veiga,1002045,Lecce,2689,italy,2526,2687,32,29,6.73,0,1,1,0.24,1.28,22,16,19.75,196,51,38.06,366,274,640,70.8,44,49.44,45,0,0,0,98,0,0,1,8,120,32,0,0,27,20260428,16,165,1,3,40,0,0.0,0,38,37,1,0,0,,146,54.89,0,0,0,264,26,19,0,1,13,0,0,0,0,0.0,0,0,0,0,525,5,0,0,0,0,0,0,0,0,0,0.0,0.0,1,3,3,3,2,16,29.09,0,88,48,54.55,19,85,55,81,190,53.52,134,563,341,904,215.4,6,0,1854,42,8,0,8846.0,460000.0,D,23.0,Portugal
Gennaro Borrelli,979479,Cagliari,2719,italy,2526,1199,26,12,6.73,4,1,5,2.54,0.36,4,0,0.0,53,7,70.0,98,53,151,70.23,52,54.74,43,0,0,0,21,1,3,8,0,17,26,0,0,23,20260428,6,118,0,0,44,0,16.0,0,24,21,3,4,0,,66,46.81,2,0,0,64,3,12,0,5,2,0,0,0,0,0.0,0,0,0,0,151,2,0,0,2,0,0,0,0,0,0,299.75,0.0,0,18,7,9,8,6,40.0,0,15,7,46.67,12,4,15,2,118,50.0,10,149,66,215,175.0,25,1,465,47,4,0,14231.0,740000.0,F,25.0,Italy
Lorenzo De Silvestri,14718,Bologna,2685,italy,2526,352,10,4,6.73,0,0,0,,0.09,9,2,66.67,18,10,62.5,46,77,123,86.62,5,71.43,2,0,0,0,8,0,0,0,0,21,10,0,0,0,20260428,0,8,0,0,6,0,0.0,0,2,2,0,0,0,,3,33.33,0,0,0,19,4,4,0,0,2,0,0,0,0,0.0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,1,0,0.0,4,14,0,3,8,50.0,16,56,86,142,67.3,0,0,213,2,2,0,7115.0,370000.0,D,37.0,Italy
Tommaso Baldanzi,1012172,Genoa,2713,italy,2526,727,17,7,6.73,1,2,3,1.99,1.44,8,5,31.25,109,7,50.0,183,102,285,87.69,1,12.5,7,0,0,0,37,1,0,4,0,1,17,0,0,16,20260428,4,45,0,0,10,0,5.26,0,7,5,2,1,0,,43,53.09,0,0,0,40,5,15,0,2,0,0,0,0,0,0.0,0,0,0,0,101,10,0,0,1,0,0,0,0,0,0,727.0,0.0,0,11,8,8,7,4,28.57,0,16,7,43.75,15,18,14,16,44,49.44,14,220,105,325,114.4,19,0,495,23,2,0,19231.0,1000000.0,F,22.0,Italy
Rafik Belghali,1103488,Hellas Verona,2701,italy,2526,1608,22,18,6.73,2,0,2,2.11,2.66,19,15,27.27,141,15,38.46,232,100,332,77.03,8,25.81,23,0,0,0,76,2,2,7,2,18,22,0,0,18,20260428,7,90,0,0,19,0,10.53,0,24,19,5,2,0,,63,48.46,0,0,0,99,15,24,1,6,5,0,0,0,0,0.0,0,0,0,0,247,5,0,0,1,0,0,0,0,0,0,804.0,0.0,0,10,9,6,6,35,58.33,0,18,11,61.11,24,35,60,55,71,44.1,39,298,133,431,148.0,19,0,851,10,6,0,10769.0,560000.0,D,23.0,Algeria
Kamaldeen Sulemana,1019442,Atalanta,2686,italy,2526,900,23,8,6.73,2,1,3,2.06,1.77,10,3,15.79,122,14,70.0,179,69,248,83.78,12,50.0,12,0,0,0,45,2,3,6,0,8,23,0,0,15,20260428,6,69,0,0,10,0,9.52,0,10,9,1,2,0,,43,43.0,0,0,0,48,2,10,2,4,1,0,0,0,0,0.0,0,0,0,0,135,6,0,0,0,0,0,0,0,0,0,450.0,0.0,0,15,6,6,9,20,43.48,0,9,6,66.67,10,15,46,19,55,44.35,20,223,73,296,154.7,21,0,488,14,3,0,56923.0,2960000.0,F,23.0,Ghana
Suat Serdar,800408,Hellas Verona,2701,italy,2526,1116,20,12,6.73,2,0,2,2.15,0.83,23,1,14.29,117,25,44.64,176,108,284,71.9,8,36.36,14,0,0,0,54,2,3,6,1,16,20,0,0,13,20260428,9,62,0,0,19,0,10.53,0,24,22,2,2,0,,52,52.0,0,0,1,111,9,13,0,1,5,0,0,0,1,0.0,0,0,0,0,157,6,0,0,2,0,0,0,0,0,0,558.0,0.0,0,9,10,6,7,9,52.94,0,31,19,61.29,13,50,17,7,60,49.18,56,271,124,395,134.5,19,0,578,12,3,0,39423.0,2050000.0,M,28.0,Germany
Lewis Ferguson,907152,Bologna,2685,italy,2526,1335,23,14,6.72,1,0,1,0.63,1.17,10,8,33.33,175,43,65.15,415,376,791,87.5,30,53.57,26,0,0,0,54,1,0,6,2,25,22,0,0,5,20260428,6,67,0,1,29,0,9.09,0,24,19,5,0,1,,43,51.19,0,0,0,113,10,14,0,2,7,0,0,0,1,0.0,0,0,0,0,149,3,0,1,1,0,0,0,0,0,0,1335.0,0.0,0,5,6,3,2,1,20.0,0,21,14,66.67,14,28,5,24,73,52.14,66,496,408,904,147.9,11,0,1096,23,5,1,24615.0,1280000.0,M,26.0,Scotland
Mërgim Vojvoda,798147,Como,2704,italy,2526,1536,27,18,6.72,2,2,4,1.36,2.7,19,19,29.23,178,19,52.78,333,261,594,83.66,10,43.48,13,0,0,0,54,4,2,2,3,22,26,0,0,20,20260428,11,66,1,0,15,0,11.11,0,14,12,2,2,0,,38,41.76,0,0,1,116,14,29,1,5,1,0,0,0,0,0.0,0,0,0,0,218,6,0,0,1,0,0,0,0,0,0,768.0,0.0,0,13,5,9,7,13,65.0,0,13,4,30.77,29,34,20,65,48,42.11,36,422,288,710,174.7,18,1,1032,12,2,0,26731.0,1390000.0,D,31.0,Kosovo
Mattia Felici,975811,Cagliari,2719,italy,2526,408,11,4,6.72,2,1,3,0.62,0.35,1,6,26.09,23,1,33.33,42,29,71,67.62,1,20.0,4,0,0,0,15,1,1,2,0,2,11,0,0,8,20260428,3,36,0,0,10,0,22.22,0,7,7,0,2,0,,24,42.86,0,0,0,34,5,8,0,0,0,0,0,0,0,0.0,0,0,0,0,86,4,0,0,2,0,0,0,0,0,0,204.0,0.0,0,6,3,1,6,7,36.84,0,11,6,54.55,8,6,19,23,25,40.98,3,68,37,105,73.9,9,0,223,6,3,0,8846.0,460000.0,F,24.0,Italy
Stephan El Shaarawy,45925,Roma,2702,italy,2526,568,17,5,6.72,0,2,2,1.01,1.22,8,1,6.25,104,9,64.29,165,77,242,83.74,5,27.78,13,0,0,0,26,3,2,3,0,6,17,0,0,6,20260428,4,44,0,0,8,0,0.0,0,3,2,1,0,0,,27,46.55,0,0,0,47,6,10,0,1,2,0,0,0,0,0.0,0,0,0,1,97,4,0,0,0,0,0,0,0,0,0,0.0,0.0,0,9,5,5,6,12,46.15,0,9,5,55.56,10,13,26,16,32,42.11,14,205,84,289,114.2,14,0,430,6,2,0,89038.0,4630000.0,F,33.0,Italy
Jeremy Sarmiento,983816,Cremonese,2761,italy,2526,143,7,0,6.72,0,0,0,0.08,0.16,1,1,50.0,21,2,66.67,35,18,53,91.38,0,0.0,0,0,0,0,10,0,0,0,0,1,6,0,0,5,20260428,1,9,0,0,0,0,0.0,0,2,2,0,0,0,,12,57.14,0,0,0,5,2,3,0,0,0,0,0,0,0,0.0,0,0,0,0,24,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,2,0,2,5,62.5,0,6,2,33.33,3,3,8,2,12,57.14,3,39,19,58,40.3,2,0,102,1,0,0,11538.0,600000.0,F,23.0,Ecuador
Victor Nelsson,846148,Hellas Verona,2701,italy,2526,2955,34,33,6.71,0,0,0,0.38,0.3,20,0,0.0,73,36,31.58,305,676,981,84.79,121,67.98,57,0,0,0,105,0,1,0,6,237,34,0,0,0,20260428,16,111,1,2,41,0,0.0,0,54,46,8,0,0,,81,60.0,0,0,0,176,60,3,0,0,21,1,0,0,1,0.0,0,0,0,0,198,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,6,0,6,0,3,100.0,0,61,35,57.38,3,62,3,2,202,64.54,114,438,719,1157,228.3,6,0,1645,19,4,0,39231.0,2040000.0,D,27.0,Denmark
Juan Jesus,108484,Napoli,2714,italy,2526,1639,23,19,6.71,0,0,0,0.33,0.28,17,0,0.0,77,49,53.26,377,851,1228,91.51,32,49.23,33,0,0,0,85,0,0,3,5,57,23,0,0,2,20260428,5,79,1,0,39,0,0.0,9,18,17,1,0,0,,39,45.88,0,0,0,114,26,4,0,0,10,0,0,0,1,0.0,0,0,0,0,128,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,3,0,0,0,0,0.0,0,37,20,54.05,4,39,1,1,71,47.33,92,433,909,1342,154.4,3,0,1537,2,8,1,35577.0,1850000.0,D,34.0,Brazil
Che Adams,773409,Torino,2696,italy,2526,1831,31,19,6.71,5,2,7,5.2,2.1,28,2,15.38,153,35,72.92,262,122,384,75.0,30,37.04,51,0,0,0,52,6,5,17,1,10,31,0,0,17,20260428,6,103,0,0,17,0,10.42,0,30,24,6,5,0,,41,44.09,0,0,2,128,1,26,2,9,1,0,0,0,0,0.0,0,0,0,0,219,8,0,0,3,0,0,0,0,0,0,366.2,0.0,0,35,13,17,14,12,44.44,0,14,8,57.14,26,39,27,13,71,40.8,48,372,140,512,208.1,48,0,760,15,0,0,64038.0,3330000.0,F,29.0,Scotland
Valentín Carboni,1153083,Genoa,2713,italy,2526,360,12,3,6.71,0,0,0,0.44,0.34,5,0,0.0,38,4,66.67,74,34,108,82.44,3,37.5,5,0,0,0,25,0,0,2,0,6,11,0,0,9,20260428,4,37,0,0,11,0,0.0,0,4,4,0,0,0,,29,47.54,0,0,0,23,2,4,0,0,0,0,0,0,1,0.0,0,0,0,0,76,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0,4,2,2,2,10,52.63,0,14,8,57.14,4,6,19,8,32,46.38,6,89,42,131,73.8,6,0,248,5,2,0,26731.0,1390000.0,F,20.0,Argentina
Stefan Posch,355486,Como,2704,italy,2526,406,14,3,6.71,1,0,1,0.8,0.25,8,3,27.27,43,9,32.14,90,106,196,80.99,8,42.11,11,0,0,0,18,0,0,1,0,15,13,0,0,4,20260428,2,26,0,0,9,0,12.5,0,3,3,0,1,0,,19,55.88,1,0,0,46,4,2,0,0,1,0,0,0,0,0.0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,406.0,0.0,0,7,1,4,3,1,100.0,0,12,3,25.0,2,19,1,11,27,50.94,28,123,119,242,87.2,8,0,379,6,1,0,9423.0,490000.0,D,28.0,Austria
