player,player_id,team,team_id,data_country,data_season,minutesPlayed,appearances,matchesStarted,rating,goals,assists,goalsAssistsSum,expectedGoals,expectedAssists,accurateChippedPasses,accurateCrosses,accurateCrossesPercentage,accurateFinalThirdPasses,accurateLongBalls,accurateLongBallsPercentage,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePasses,accuratePassesPercentage,aerialDuelsWon,aerialDuelsWonPercentage,aerialLost,attemptPenaltyMiss,attemptPenaltyPost,attemptPenaltyTarget,ballRecovery,bigChancesCreated,bigChancesMissed,blockedShots,cleanSheet,clearances,countRating,crossesNotClaimed,directRedCards,dispossessed,download_date,dribbledPast,duelLost,errorLeadToGoal,errorLeadToShot,fouls,freeKickGoal,goalConversionPercentage,goalKicks,goalsConceded,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,goalsFromInsideTheBox,goalsFromOutsideTheBox,goalsPrevented,groundDuelsWon,groundDuelsWonPercentage,headedGoals,highClaims,hitWoodwork,inaccuratePasses,interceptions,keyPasses,leftFootGoals,offsides,outfielderBlocks,ownGoals,passToAssist,penaltiesTaken,penaltyConceded,penaltyConversion,penaltyFaced,penaltyGoals,penaltySave,penaltyWon,possessionLost,possessionWonAttThird,punches,redCards,rightFootGoals,runsOut,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,saves,savesCaught,savesParried,scoringFrequency,setPieceConversion,shotFromSetPiece,shotsFromInsideTheBox,shotsFromOutsideTheBox,shotsOffTarget,shotsOnTarget,successfulDribbles,successfulDribblesPercentage,successfulRunsOut,tackles,tacklesWon,tacklesWonPercentage,totalAttemptAssist,totalChippedPasses,totalContest,totalCross,totalDuelsWon,totalDuelsWonPercentage,totalLongBalls,totalOppositionHalfPasses,totalOwnHalfPasses,totalPasses,totalRating,totalShots,totwAppearances,touches,wasFouled,yellowCards,yellowRedCards,gross_weekly_eur,gross_annual_eur,position,age,nationality
Tiago Gabriel,1651825,Lecce,2689,italy,2526,2860,33,32,6.9,2,0,2,3.48,0.12,24,0,0.0,49,62,49.21,264,796,1060,88.19,114,66.28,58,0,0,0,78,0,4,2,8,221,33,0,0,7,20260428,13,100,1,2,25,0,10.53,102,42,41,1,2,0,,97,69.78,1,0,0,142,43,1,0,0,17,1,0,0,1,0.0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,1430.0,0.0,0,18,1,13,4,1,100.0,0,59,36,61.02,1,44,1,2,211,67.85,126,349,853,1202,227.8,19,1,1684,38,5,0,6346.0,330000.0,D,21.0,Portugal
Filip Kostic,126588,Juventus,2687,italy,2526,490,18,4,6.9,3,1,4,0.59,1.18,6,11,22.45,48,9,50.0,110,80,190,82.97,4,50.0,4,0,0,0,29,1,0,3,0,11,15,0,0,6,20260428,4,26,1,0,8,0,33.33,0,4,3,1,1,2,,26,54.17,0,0,0,39,4,10,3,0,0,0,0,0,0,0.0,0,0,0,0,100,1,0,0,0,0,0,0,0,0,0,163.33,0.0,0,1,8,2,4,4,50.0,0,17,10,58.82,10,14,8,49,30,53.57,18,135,94,229,103.5,9,2,401,5,1,0,61731.0,3210000.0,M,33.0,Serbia
Andrea Belotti,220223,Cagliari,2719,italy,2526,213,6,3,6.9,2,0,2,1.92,0.03,0,0,0.0,4,0,0.0,11,12,23,76.67,5,33.33,10,0,0,0,3,0,3,0,0,1,5,0,0,4,20260428,1,21,0,0,3,0,33.33,0,3,2,1,2,0,,8,42.11,0,0,0,7,4,1,0,3,0,0,0,1,0,100.0,0,1,0,1,24,0,0,0,2,0,0,0,0,0,0,106.5,0.0,0,6,0,2,4,1,25.0,0,1,1,100.0,1,0,4,1,13,38.24,0,17,13,30,34.5,6,1,74,7,0,0,53462.0,2780000.0,F,32.0,Italy
Morten Frendrup,918440,Genoa,2713,italy,2526,2729,32,31,6.9,1,0,1,0.4,0.88,18,1,25.0,156,38,46.91,429,591,1020,88.24,25,50.0,25,0,0,0,135,1,0,1,4,74,32,0,0,18,20260428,21,101,0,1,36,0,12.5,0,42,39,3,0,1,,131,63.29,0,0,0,136,36,14,1,0,11,0,0,0,0,0.0,0,0,0,0,195,17,0,0,0,0,0,0,0,0,0,2729.0,0.0,0,3,5,4,3,7,63.64,0,88,61,69.32,14,39,11,4,156,60.7,81,528,628,1156,220.8,8,0,1579,37,5,0,19808.0,1030000.0,M,24.0,Denmark
Ardian Ismajli,840414,Torino,2696,italy,2526,1825,24,20,6.9,0,1,1,0.32,0.31,15,3,37.5,58,45,50.56,245,565,810,88.72,50,70.42,21,0,0,0,59,1,1,0,6,156,24,0,0,1,20260428,5,51,1,1,21,0,0.0,11,26,21,5,0,0,,48,61.54,0,0,0,103,33,4,0,1,17,0,0,0,1,0.0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,6,0,2,4,2,33.33,0,31,14,45.16,4,41,6,8,98,65.77,89,317,596,913,165.6,6,0,1254,17,5,0,42692.0,2220000.0,D,29.0,Albania
Bryan Zaragoza,1084730,Roma,2702,italy,2526,135,4,2,6.9,0,1,1,0.05,0.7,1,3,33.33,24,1,100.0,39,10,49,83.05,0,0.0,2,0,0,0,7,1,0,0,0,0,3,0,0,2,20260428,1,13,0,0,5,0,0.0,0,2,1,1,0,0,,12,52.17,0,0,0,10,0,4,0,0,0,0,0,0,0,0.0,0,0,0,0,29,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,1,6,60.0,0,1,1,100.0,4,1,10,9,12,48.0,1,47,12,59,20.7,1,0,101,5,1,0,53462.0,2780000.0,F,24.0,Spain
Gaby Jean,1392819,Lecce,2689,italy,2526,112,3,1,6.9,0,0,0,,0.01,1,0,0.0,6,4,33.33,23,39,62,83.78,5,62.5,3,0,0,0,2,0,0,0,1,11,3,0,0,0,20260428,2,6,0,0,1,0,0.0,4,0,0,0,0,0,,2,40.0,0,0,0,12,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,2,2,100.0,0,5,0,0,7,53.85,12,35,39,74,20.7,0,0,93,1,0,0,12500.0,650000.0,D,25.0,France
Robin Gosens,377118,Fiorentina,2693,italy,2526,1563,22,20,6.9,3,1,4,2.72,1.43,16,9,24.32,110,15,32.61,250,263,513,79.78,28,43.08,37,0,0,0,39,1,3,4,3,53,22,0,0,7,20260428,10,73,0,0,17,0,20.0,0,20,16,4,3,0,,42,53.85,1,0,0,130,17,11,2,4,6,0,0,0,0,0.0,0,0,0,0,195,2,0,0,0,0,0,0,0,0,0,521.0,0.0,0,11,4,4,7,0,0.0,0,25,12,48.0,11,34,3,37,70,48.95,46,342,301,643,151.7,15,0,1025,20,2,0,71154.0,3700000.0,D,31.0,Germany
Kenneth Taylor,959806,Lazio,2699,italy,2526,1267,15,15,6.89,3,2,5,2.04,0.86,13,1,11.11,170,7,38.89,344,206,550,88.57,5,45.45,6,0,0,0,42,1,1,5,4,8,15,0,0,7,20260428,19,57,0,0,14,0,18.75,0,15,13,2,3,0,,41,44.57,0,0,2,71,10,12,1,0,6,0,0,0,1,0.0,0,0,0,0,110,3,0,0,2,0,0,0,0,0,0,422.33,0.0,0,11,5,5,6,8,42.11,0,21,11,52.38,12,33,19,9,46,44.66,18,400,221,621,103.4,16,1,790,12,4,0,60577.0,3150000.0,M,23.0,Netherlands
Yerry Mina,360396,Cagliari,2719,italy,2526,1883,23,23,6.89,1,0,1,0.85,0.61,21,0,0.0,40,34,43.59,166,805,971,91.09,53,65.43,28,0,0,0,72,0,0,1,5,111,23,0,0,7,20260428,7,66,1,1,25,0,12.5,2,27,24,3,1,0,,65,63.11,1,0,0,95,21,8,0,3,18,0,0,0,0,0.0,0,0,0,0,118,1,0,1,0,0,0,0,0,0,0,1883.0,0.0,0,7,1,5,2,2,50.0,0,29,13,44.83,8,47,4,1,118,64.13,78,235,831,1066,158.5,8,0,1356,34,3,1,36923.0,1920000.0,D,31.0,Colombia
Valentín Castellanos,877013,Lazio,2699,italy,2526,694,11,8,6.89,2,3,5,2.02,0.82,4,0,0.0,32,5,62.5,61,31,92,68.15,14,50.0,14,0,0,0,14,6,1,6,1,7,11,0,0,8,20260428,3,41,0,0,9,0,10.0,0,7,6,1,2,0,,33,55.0,1,0,0,43,3,8,0,5,0,0,0,0,0,0.0,0,0,0,0,89,5,0,0,1,0,0,0,0,0,0,347.0,0.0,0,14,6,6,8,8,47.06,0,7,3,42.86,8,12,17,6,47,53.41,8,99,36,135,75.8,20,2,255,18,2,0,,,,,
Saúl Coco,1089453,Torino,2696,italy,2526,2730,31,31,6.89,1,1,2,0.9,0.58,35,1,20.0,103,74,45.4,346,766,1112,84.95,59,53.64,51,0,0,0,78,0,0,3,11,150,31,0,0,10,20260428,12,114,0,0,39,0,6.67,29,48,40,8,1,0,,92,59.35,1,0,0,197,40,10,0,0,37,0,0,0,1,0.0,0,0,0,2,242,2,0,0,0,0,0,0,0,0,0,2730.0,0.0,1,10,5,8,4,7,63.64,0,52,31,59.62,10,80,11,5,151,56.98,163,480,829,1309,213.6,15,1,1766,33,3,0,35577.0,1850000.0,D,26.0,Equatorial Guinea
Samuele Angori,1174457,Pisa,2737,italy,2526,2307,31,27,6.89,0,2,2,1.37,3.68,29,41,25.79,163,45,35.43,264,224,488,71.45,19,46.34,22,0,0,0,91,4,1,6,2,55,31,0,0,10,20260428,16,71,1,0,15,0,0.0,0,44,41,3,0,0,,97,66.44,0,0,0,195,22,32,0,3,7,0,0,0,0,0.0,0,0,0,0,372,3,0,0,0,0,0,0,0,0,0,0.0,0.0,2,5,8,5,2,7,43.75,0,41,21,51.22,32,85,16,159,116,62.03,127,393,290,683,213.5,13,1,1204,50,2,0,5385.0,280000.0,M,22.0,Italy
Guillermo Maripán,339909,Torino,2696,italy,2526,2106,26,24,6.88,2,0,2,1.57,0.47,14,1,33.33,70,44,45.83,236,571,807,85.04,59,53.15,52,0,0,0,71,0,3,7,9,150,26,0,0,9,20260428,14,101,0,1,27,0,11.11,19,37,31,6,2,0,,61,55.45,1,0,0,142,28,9,0,2,26,0,0,0,1,0.0,0,0,0,0,168,3,0,0,1,0,0,0,0,0,0,1053.0,0.0,0,16,2,3,8,3,60.0,0,51,30,58.82,9,45,5,3,120,54.3,96,337,612,949,179.0,18,4,1322,7,4,0,60577.0,3150000.0,D,31.0,Chile
Giovanni Di Lorenzo,153257,Napoli,2714,italy,2526,2010,23,23,6.88,1,1,2,1.89,2.73,38,5,14.71,278,29,46.03,595,514,1109,85.51,33,58.93,23,0,0,0,79,3,0,3,9,41,23,0,0,7,20260428,11,82,1,1,31,0,4.35,0,20,18,2,1,0,,72,54.96,0,0,1,188,9,14,0,1,7,0,0,0,0,0.0,0,0,0,2,268,2,0,0,1,0,0,0,0,0,0,2010.0,0.0,0,22,1,12,8,8,38.1,0,43,26,60.47,14,79,21,34,105,56.15,63,733,564,1297,158.3,23,2,1767,21,1,0,106923.0,5560000.0,D,32.0,Italy
Carlos Augusto,929199,Inter,2697,italy,2526,1472,30,15,6.88,1,1,2,1.12,1.47,13,9,21.95,169,14,29.79,411,407,818,88.43,57,70.37,24,0,0,0,54,1,2,4,4,54,28,0,0,8,20260428,5,64,0,2,25,0,6.67,8,15,13,2,1,0,,49,55.06,0,0,0,107,16,11,1,0,7,0,0,0,1,0.0,0,0,0,0,190,5,0,0,0,0,0,0,0,0,0,1472.0,0.0,0,12,3,7,4,6,50.0,0,33,19,57.58,11,31,12,41,106,62.35,47,487,438,925,192.7,15,0,1263,11,6,0,54231.0,2820000.0,D,27.0,Brazil
Gabriel Strefezza,877201,Parma,2690,italy,2526,828,11,10,6.88,1,2,3,0.61,0.98,12,8,21.62,108,7,35.0,192,54,246,84.25,4,30.77,9,0,0,0,31,3,0,6,0,3,11,0,0,13,20260428,12,63,0,0,19,0,5.26,0,10,7,3,1,0,,52,49.06,0,0,1,46,4,14,0,0,0,0,0,0,0,0.0,0,0,0,0,125,5,0,0,1,0,0,0,0,0,0,828.0,0.0,0,8,11,8,5,14,53.85,0,15,11,73.33,14,27,26,37,56,47.06,20,231,61,292,75.7,19,1,476,23,2,0,17885.0,930000.0,F,28.0,Brazil
Michele Di Gregorio,844609,Juventus,2687,italy,2526,2385,27,26,6.88,0,0,0,,0.01,30,0,0.0,9,94,38.52,47,414,461,75.2,2,100.0,0,0,0,0,161,0,0,0,12,10,27,0,0,0,20260428,0,0,0,0,0,0,0.0,100,22,18,4,0,0,1.04,5,100.0,0,18,0,152,0,0,0,0,0,0,0,0,0,0.0,3,0,1,0,157,0,5,0,0,7,28,24,54,0,16,0.0,0.0,0,0,0,0,0,1,100.0,7,0,0,0.0,0,52,1,0,7,100.0,244,153,460,613,185.8,0,0,824,5,1,0,71154.0,3700000.0,K,28.0,Italy
Nuno Tavares,944973,Lazio,2699,italy,2526,1313,21,15,6.88,0,0,0,0.62,1.8,23,18,19.57,176,33,68.75,366,312,678,87.26,7,43.75,9,0,0,0,73,1,1,6,3,28,21,0,0,7,20260428,11,56,1,2,16,0,0.0,0,15,14,1,0,0,,67,58.77,0,0,0,99,16,19,0,4,1,0,0,0,0,0.0,0,0,0,0,239,2,0,0,0,0,0,0,0,0,0,0.0,0.0,3,6,9,8,1,19,57.58,0,28,22,78.57,19,37,33,92,74,56.92,48,418,359,777,144.5,15,0,1221,20,3,0,78269.0,4070000.0,D,26.0,Portugal
Thomas Kristensen,1063373,Udinese,2695,italy,2526,2146,24,24,6.88,2,0,2,0.77,0.23,26,1,25.0,90,72,54.96,295,618,913,85.89,68,61.26,43,0,0,0,72,0,1,2,7,173,24,0,0,2,20260428,17,87,0,1,24,0,22.22,22,29,25,4,2,0,,38,46.34,2,0,0,150,23,3,0,1,20,0,0,0,0,0.0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,1073.0,0.0,0,7,2,3,4,5,50.0,0,26,15,57.69,3,69,10,4,106,54.92,131,402,661,1063,165.1,9,1,1403,7,4,0,6154.0,320000.0,D,24.0,Denmark
Maduka Okoye,891656,Udinese,2695,italy,2526,2257,26,26,6.88,0,0,0,,0.06,46,0,0.0,24,173,38.27,137,371,508,64.14,6,100.0,0,0,0,0,175,0,0,0,8,27,26,2,1,0,20260428,0,2,2,2,2,0,0.0,125,30,26,4,0,0,2.84,2,50.0,0,17,0,284,0,1,0,0,0,0,0,0,1,0.0,6,0,1,0,286,0,14,1,0,6,42,26,69,0,22,0.0,0.0,0,0,0,0,0,0,0.0,5,0,0,0.0,1,77,0,0,8,80.0,452,361,431,792,178.8,0,2,982,3,1,0,17308.0,900000.0,K,26.0,Nigeria
Emanuele Valeri,891346,Parma,2690,italy,2526,2391,30,26,6.88,0,2,2,0.65,3.88,34,49,23.11,163,47,47.47,276,237,513,73.29,13,41.94,18,0,0,0,95,4,1,8,9,37,30,0,0,20,20260428,26,105,0,1,22,0,0.0,0,29,24,5,0,0,,80,47.9,0,0,0,187,20,46,0,1,3,0,0,0,0,0.0,0,0,0,0,519,8,0,0,0,0,0,0,0,0,0,0.0,0.0,3,6,15,8,5,14,42.42,0,43,30,69.77,46,73,33,212,93,46.97,99,411,289,700,206.3,21,0,1444,23,2,0,26731.0,1390000.0,D,27.0,Italy
Tarik Muharemović,1118177,Sassuolo,2793,italy,2526,2565,29,29,6.88,2,2,4,1.43,0.37,43,0,0.0,107,78,38.42,330,876,1206,84.69,66,66.67,33,0,0,0,82,1,2,8,5,206,29,0,0,2,20260428,9,68,0,1,22,0,10.53,29,41,36,5,2,0,,65,65.0,1,0,0,218,39,5,0,0,29,2,0,0,0,0.0,0,0,0,0,243,1,0,0,0,0,0,0,0,0,0,1282.5,0.0,1,14,5,6,5,7,63.64,0,42,22,52.38,5,128,11,2,131,65.83,203,484,940,1424,199.4,19,2,1871,20,6,0,14231.0,740000.0,D,22.0,Bosnia-Herzegovina
Jayden Addai,1177723,Como,2704,italy,2526,688,12,7,6.88,3,0,3,1.54,1.25,4,2,18.18,59,4,40.0,90,34,124,74.25,2,66.67,1,0,0,0,24,2,0,2,0,4,12,0,0,17,20260428,4,50,0,0,13,0,23.08,0,6,6,0,2,1,,34,40.96,0,0,0,43,3,7,1,2,1,0,0,0,0,0.0,0,0,0,0,101,4,0,0,2,0,0,0,0,0,0,229.33,0.0,0,7,6,5,6,14,46.67,0,6,2,33.33,7,9,30,11,36,41.86,10,127,40,167,82.5,13,1,303,14,4,0,15962.0,830000.0,F,20.0,Netherlands
Matteo Cancellieri,1017649,Lazio,2699,italy,2526,1540,27,18,6.87,4,2,6,4.03,1.6,4,5,25.0,96,8,36.36,208,103,311,76.23,32,49.23,33,0,0,0,50,3,7,7,5,23,27,0,0,24,20260428,22,134,0,1,33,0,10.81,0,17,16,1,3,1,,107,51.44,0,0,1,97,23,17,4,3,2,0,0,0,0,0.0,0,0,0,0,208,3,0,0,0,0,0,0,0,0,0,385.0,0.0,0,25,12,16,14,12,31.58,0,36,24,66.67,17,11,38,20,139,50.92,22,282,126,408,185.6,37,2,788,61,5,0,28462.0,1480000.0,F,23.0,Italy
Danilo Cataldi,317301,Lazio,2699,italy,2526,1992,27,24,6.87,3,3,6,2.99,1.44,32,12,25.0,172,46,47.92,473,462,935,85.15,14,63.64,8,0,0,0,106,2,0,6,6,45,27,0,0,4,20260428,12,53,0,2,22,0,11.54,0,26,24,2,3,0,,50,52.63,0,0,1,163,21,23,1,0,9,0,0,2,1,100.0,0,2,0,0,227,6,0,0,2,0,0,0,0,0,0,664.0,0.0,3,6,20,13,7,6,40.0,0,34,20,58.82,23,78,15,48,64,54.7,96,590,508,1098,185.6,26,1,1372,12,6,0,53462.0,2780000.0,M,31.0,Italy
Henrikh Mkhitaryan,37151,Inter,2697,italy,2526,1316,26,14,6.87,2,1,3,3.35,2.69,22,6,15.0,309,32,72.73,503,228,731,88.07,11,52.38,10,0,0,0,83,5,4,10,3,16,26,0,0,20,20260428,17,81,0,0,23,0,5.71,0,11,8,3,2,0,,55,43.65,1,0,4,99,14,19,0,3,4,0,0,0,1,0.0,0,0,0,1,193,9,0,0,1,0,0,0,0,0,0,658.0,0.0,1,17,18,16,9,11,47.83,0,29,23,79.31,19,36,23,40,66,44.9,44,575,255,830,178.7,35,0,1111,15,3,0,93654.0,4870000.0,M,37.0,Armenia
Jari Vandeputte,318645,Cremonese,2761,italy,2526,1799,29,22,6.87,1,4,5,2.07,4.2,54,37,25.17,179,45,40.54,347,311,658,77.14,5,33.33,10,0,0,0,89,8,2,6,1,36,29,0,0,20,20260428,14,87,1,0,31,0,5.26,0,24,21,3,1,0,,66,46.15,0,0,1,195,18,50,0,1,2,0,0,0,0,0.0,0,0,0,1,368,7,0,0,1,0,0,0,0,0,0,1799.0,0.0,5,8,11,6,7,5,27.78,0,36,22,61.11,50,121,18,147,71,44.94,111,495,358,853,199.3,19,0,1274,25,2,0,21346.0,1110000.0,M,29.0,Belgium
Antonio Vergara,1069560,Napoli,2714,italy,2526,608,11,8,6.87,1,2,3,0.77,0.82,4,3,27.27,64,2,22.22,90,39,129,75.88,5,27.78,13,0,0,0,32,0,0,3,0,3,10,0,0,15,20260428,7,67,0,0,16,0,10.0,0,9,9,0,0,1,,40,42.55,0,0,0,41,4,11,1,2,0,0,0,0,0,0.0,0,0,0,1,118,9,0,0,0,0,0,0,0,0,0,608.0,0.0,0,5,5,4,3,8,30.77,0,12,9,75.0,11,8,26,11,45,40.18,9,123,47,170,68.7,10,1,344,20,2,0,10769.0,560000.0,F,23.0,Italy
Luís Henrique,977679,Inter,2697,italy,2526,1474,27,17,6.87,1,2,3,0.88,1.74,19,11,26.83,254,20,50.0,413,232,645,86.46,5,83.33,1,0,0,0,92,5,2,4,4,15,25,0,0,6,20260428,2,22,0,0,5,0,6.67,0,13,12,1,1,0,,29,58.0,0,0,1,101,6,21,0,1,0,0,0,0,0,0.0,0,0,0,0,164,7,0,0,1,0,0,0,0,0,0,1474.0,0.0,0,12,3,4,7,11,55.0,0,18,14,77.78,21,35,20,41,34,60.71,40,478,268,746,171.7,15,1,946,0,1,0,75192.0,3910000.0,M,24.0,Brazil
Kristian Thorstvedt,924973,Sassuolo,2793,italy,2526,2098,28,23,6.87,3,3,6,4.42,1.7,25,6,46.15,255,14,34.15,433,277,710,80.77,22,34.92,41,0,0,0,84,3,7,11,4,36,28,0,0,17,20260428,8,113,0,0,29,0,8.11,0,30,26,4,2,1,,101,58.38,1,0,0,169,26,28,2,1,12,0,0,0,0,0.0,0,0,0,0,274,6,0,0,0,0,0,0,0,0,0,699.33,0.0,0,30,7,14,12,13,38.24,0,38,16,42.11,28,49,34,13,123,52.12,41,553,326,879,192.3,37,2,1291,50,7,0,14808.0,770000.0,M,26.0,Norway
Armand Laurienté,932643,Sassuolo,2793,italy,2526,2287,34,29,6.87,5,8,13,3.03,3.92,14,24,23.3,264,15,57.69,420,145,565,83.95,7,26.92,19,0,0,0,75,12,1,18,0,12,34,0,0,45,20260428,8,152,0,1,36,1,8.06,0,34,29,5,4,1,,82,38.14,0,0,1,108,7,47,0,18,0,0,0,0,0,0.0,0,0,0,0,363,14,0,0,5,0,0,0,0,0,0,457.4,9.09,11,27,35,23,21,26,35.62,0,22,10,45.45,47,30,73,103,89,36.93,26,516,157,673,233.5,62,1,1184,34,4,0,22115.0,1150000.0,F,27.0,France
Ivan Smolčić,974581,Como,2704,italy,2526,1421,24,17,6.87,0,1,1,0.84,0.52,12,4,15.38,146,27,44.26,324,333,657,86.9,24,54.55,20,0,0,0,46,1,1,3,4,41,21,0,0,3,20260428,13,59,0,1,23,0,0.0,1,9,7,2,0,0,,52,57.14,0,0,0,99,20,10,0,0,9,0,0,0,0,0.0,0,0,0,0,167,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0,10,1,4,4,1,50.0,0,35,22,62.86,10,25,2,26,76,56.3,61,383,373,756,144.2,11,0,1103,16,8,0,10769.0,560000.0,D,25.0,Croatia
Samuele Ricci,930189,Milan,2692,italy,2526,1169,28,10,6.86,1,3,4,1.53,1.7,26,12,44.44,145,29,74.36,307,203,510,89.95,3,30.0,7,0,0,0,50,4,2,6,1,22,28,0,0,8,20260428,2,32,0,1,13,0,5.56,0,13,12,1,0,1,,48,65.75,0,0,1,57,8,17,0,1,4,0,0,0,0,0.0,0,0,0,0,95,4,0,0,1,0,0,0,0,0,0,1169.0,0.0,0,6,12,6,6,5,62.5,0,14,8,57.14,17,34,8,27,51,61.45,39,348,219,567,192.2,18,1,758,30,1,0,89038.0,4630000.0,M,24.0,Italy
Weston McKennie,881931,Juventus,2687,italy,2526,2485,32,28,6.86,5,5,10,7.42,4.95,34,5,16.13,344,26,61.9,567,274,841,82.61,40,56.34,31,0,0,0,98,5,11,6,11,44,30,0,0,15,20260428,9,108,2,1,39,0,12.2,0,26,21,5,5,0,,60,43.8,2,0,1,177,20,40,1,7,8,0,0,0,0,0.0,0,0,0,0,319,10,0,0,2,0,0,0,0,0,0,497.0,0.0,0,38,3,20,15,14,46.67,0,35,20,57.14,40,62,30,31,100,48.08,42,706,312,1018,205.9,41,2,1511,11,5,0,61731.0,3210000.0,M,27.0,United States
Diego Carlos,604232,Como,2704,italy,2526,1760,24,19,6.86,1,0,1,0.86,0.14,23,0,0.0,48,53,51.96,279,838,1117,92.47,42,56.76,32,0,0,0,57,0,1,0,5,114,24,0,0,1,20260428,1,67,0,0,36,0,14.29,26,15,12,3,1,0,,34,49.28,0,0,0,91,19,2,0,1,14,0,0,0,1,0.0,0,0,0,0,104,0,0,0,1,0,0,0,0,0,0,1760.0,0.0,0,6,1,5,2,0,0.0,0,27,16,59.26,2,54,0,1,76,53.15,102,341,867,1208,164.7,7,0,1451,7,8,0,71154.0,3700000.0,D,32.0,Brazil
Nicola Leali,98059,Genoa,2713,italy,2526,1758,21,20,6.86,0,0,0,,0.04,25,0,0.0,24,106,36.68,71,247,318,62.97,3,100.0,0,0,0,0,119,0,0,0,4,14,21,1,1,0,20260428,0,2,1,0,2,0,0.0,78,26,25,1,0,0,-0.19,2,50.0,0,10,0,187,1,2,0,0,0,0,0,0,0,0.0,2,0,0,0,189,0,5,1,0,11,45,10,55,0,10,0.0,0.0,0,0,0,0,0,0,0.0,10,1,0,0.0,2,51,0,0,5,71.43,289,210,295,505,144.1,0,1,650,2,2,0,8846.0,460000.0,K,32.0,Italy
Vanja Milinković-Savić,356160,Napoli,2714,italy,2526,2250,25,25,6.86,0,1,1,,0.07,36,0,0.0,36,128,33.33,75,611,686,72.59,4,100.0,0,0,0,0,193,1,0,0,10,20,25,2,0,0,20260428,1,2,0,2,1,0,0.0,148,21,20,1,0,0,1.52,4,66.67,0,25,0,259,0,3,0,0,0,0,0,0,1,0.0,7,0,3,0,264,0,8,0,0,17,26,24,51,1,10,0.0,0.0,0,0,0,0,0,0,0.0,16,0,0,0.0,3,71,0,0,8,80.0,384,285,660,945,171.5,0,0,1147,6,0,0,60577.0,3150000.0,K,28.0,Serbia
Devyne Rensch,982778,Roma,2702,italy,2526,1038,21,11,6.86,0,4,4,0.21,2.2,9,5,27.78,121,7,25.0,216,153,369,80.57,10,38.46,16,0,0,0,39,3,1,1,3,31,19,0,0,4,20260428,9,36,0,0,4,0,0.0,0,15,12,3,0,0,,48,70.59,0,0,0,89,13,9,0,3,5,0,0,0,0,0.0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,4,0,2,1,4,57.14,0,29,16,55.17,9,26,7,18,58,61.7,28,282,176,458,130.3,4,1,729,15,1,0,42692.0,2220000.0,D,23.0,Netherlands
Remo Freuler,115516,Bologna,2685,italy,2526,1881,25,22,6.86,1,2,3,0.84,0.95,43,1,6.67,229,51,54.84,524,489,1013,87.18,11,29.73,26,0,0,0,96,0,0,4,5,30,25,0,0,8,20260428,16,69,1,0,17,0,16.67,0,25,21,4,1,0,,77,64.17,1,0,0,149,15,18,0,1,4,1,0,0,0,0.0,0,0,0,0,206,7,0,0,0,0,0,0,0,0,0,1881.0,0.0,0,4,2,1,1,2,33.33,0,54,30,55.56,18,83,6,15,88,56.05,93,632,530,1162,171.4,6,0,1411,21,5,0,35577.0,1850000.0,M,33.0,Switzerland
Luca Mazzitelli,369866,Cagliari,2719,italy,2526,785,18,9,6.86,2,2,4,0.73,0.3,21,2,22.22,50,32,47.76,127,154,281,75.95,10,37.04,17,0,0,0,30,1,0,4,1,26,18,0,0,3,20260428,13,57,0,0,22,0,13.33,0,9,9,0,2,0,,36,47.37,0,0,0,89,11,5,1,0,3,0,0,0,0,0.0,0,0,0,0,118,1,0,0,1,0,0,0,0,0,0,392.5,0.0,1,9,6,6,5,3,50.0,0,20,11,55.0,5,42,6,9,46,44.66,67,188,182,370,123.4,15,2,524,13,3,0,49808.0,2590000.0,M,30.0,Italy
Lautaro Valenti,958517,Parma,2690,italy,2526,2010,24,22,6.85,0,0,0,0.48,0.51,31,1,5.26,87,54,30.51,258,527,785,78.27,36,53.73,31,0,0,0,72,3,0,8,6,130,24,0,0,7,20260428,10,73,1,1,21,0,0.0,18,26,21,5,0,0,,64,60.38,0,0,0,218,25,11,0,0,24,0,1,0,0,0.0,0,0,0,0,301,5,0,0,0,0,0,0,0,0,0,0.0,0.0,1,5,11,4,4,7,53.85,0,42,25,59.52,10,86,13,19,100,57.8,177,403,600,1003,164.5,16,1,1417,16,6,0,14808.0,770000.0,D,27.0,Argentina
