player,player_id,team,team_id,data_country,data_season,minutesPlayed,appearances,matchesStarted,rating,goals,assists,goalsAssistsSum,expectedGoals,expectedAssists,accurateChippedPasses,accurateCrosses,accurateCrossesPercentage,accurateFinalThirdPasses,accurateLongBalls,accurateLongBallsPercentage,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePasses,accuratePassesPercentage,aerialDuelsWon,aerialDuelsWonPercentage,aerialLost,attemptPenaltyMiss,attemptPenaltyPost,attemptPenaltyTarget,ballRecovery,bigChancesCreated,bigChancesMissed,blockedShots,cleanSheet,clearances,countRating,crossesNotClaimed,directRedCards,dispossessed,dribbledPast,duelLost,errorLeadToGoal,errorLeadToShot,fouls,freeKickGoal,goalConversionPercentage,goalKicks,goalsConceded,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,goalsFromInsideTheBox,goalsFromOutsideTheBox,goalsPrevented,groundDuelsWon,groundDuelsWonPercentage,headedGoals,highClaims,hitWoodwork,inaccuratePasses,interceptions,keyPasses,leftFootGoals,offsides,outfielderBlocks,ownGoals,passToAssist,penaltiesTaken,penaltyConceded,penaltyConversion,penaltyFaced,penaltyGoals,penaltySave,penaltyWon,possessionLost,possessionWonAttThird,punches,redCards,rightFootGoals,runsOut,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,saves,savesCaught,savesParried,scoringFrequency,setPieceConversion,shotFromSetPiece,shotsFromInsideTheBox,shotsFromOutsideTheBox,shotsOffTarget,shotsOnTarget,successfulDribbles,successfulDribblesPercentage,successfulRunsOut,tackles,tacklesWon,tacklesWonPercentage,totalAttemptAssist,totalChippedPasses,totalContest,totalCross,totalDuelsWon,totalDuelsWonPercentage,totalLongBalls,totalOppositionHalfPasses,totalOwnHalfPasses,totalPasses,totalRating,totalShots,totwAppearances,touches,wasFouled,yellowCards,yellowRedCards,gross_weekly_eur,gross_annual_eur,position,age,nationality
Mattia Zaccagni,293581,Lazio,2699,italy,2223,2782,35,33,7.25,10,6,16,6.7,3.17,20,8,12.9,276,15,55.56,529,303,824,84.51,15,34.09,29,0,0,0,,10,2,19,9,6,35,0,0,35,24,171,0,1,53,0,17.54,,23,18,5,9,1,,219,60.66,1,0,0,151,21,35,3,5,,0,0,1,1,100.0,0,1,0,0,333,19,0,0,6,0,0,0,0,0,0,278.2,0.0,1,43,14,14,24,60,63.16,0,42,28,66.67,35,34,95,62,234,57.78,27,691,346,975,253.8,57,7,1582,117,9,0,67692.0,3520000.0,F,27.0,Italy
Lorenzo Pellegrini,555540,Roma,2702,italy,2223,2554,32,29,7.24,4,5,9,8.03,6.19,52,54,33.33,227,50,59.52,476,335,757,80.11,14,36.84,24,0,1,0,,11,6,28,4,20,32,0,0,36,26,145,0,0,25,0,6.15,,26,22,4,3,1,,139,53.46,0,0,2,188,26,71,1,5,,0,1,3,0,66.67,0,2,0,0,426,14,0,0,3,0,0,0,0,0,0,638.5,0.0,9,27,38,18,19,32,48.48,0,52,29,55.77,70,94,66,162,153,51.34,84,729,378,945,231.7,65,4,1587,57,5,0,124615.0,6480000.0,F,26.0,Italy
Danilo,124992,Juventus,2687,italy,2223,3182,37,35,7.24,3,3,6,2.9,1.26,96,3,16.67,279,160,54.24,723,1044,1764,85.14,53,58.24,38,0,0,0,,3,1,7,20,112,37,0,0,9,21,107,0,1,33,0,9.38,,25,24,1,2,1,,117,62.9,1,0,2,308,47,19,0,0,,0,0,0,2,0.0,0,0,0,0,381,6,0,0,2,0,0,0,0,0,0,1060.67,0.0,1,24,8,20,5,8,47.06,0,92,62,67.39,19,199,17,18,170,61.37,295,949,1141,2072,267.9,32,7,2656,17,5,0,98654.0,5130000.0,D,31.0,Brazil
Lautaro Martínez,823984,Inter,2697,italy,2223,2576,38,27,7.23,21,6,27,18.14,2.91,20,1,7.14,213,21,67.74,325,174,498,75.57,40,48.78,42,0,0,1,,9,19,25,5,15,38,0,0,48,16,180,0,1,46,0,16.54,,37,32,5,18,3,,117,45.88,2,0,2,161,13,46,10,13,,0,0,2,0,50.0,0,1,0,1,339,25,0,0,9,0,0,0,0,0,0,122.67,0.0,0,99,28,49,53,29,48.33,0,25,14,56.0,46,33,60,14,157,46.59,31,468,205,659,274.8,127,6,1214,63,3,0,213654.0,11110000.0,F,25.0,Argentina
Min-jae Kim,896569,Napoli,2714,italy,2223,3054,35,35,7.22,2,2,4,1.0,0.91,66,2,33.33,262,120,57.69,888,1661,2547,91.0,92,63.45,53,0,0,0,,2,2,1,14,122,35,0,0,7,4,97,1,0,30,0,25.0,,24,19,5,2,0,,65,59.63,2,0,1,252,41,10,0,0,,0,0,0,0,0.0,0,0,0,0,285,0,0,0,0,0,0,0,0,0,0,1527.0,0.0,0,8,0,3,4,4,57.14,0,55,30,54.55,10,127,7,6,157,61.81,208,1034,1771,2799,252.7,8,4,3173,7,5,0,89038.0,4630000.0,D,26.0,South Korea
Sandro Tonali,892673,Milan,2692,italy,2223,2730,34,30,7.21,2,7,9,2.39,4.54,51,29,22.31,309,86,53.09,649,517,1137,81.04,15,45.45,18,0,0,0,,12,1,12,8,16,34,0,0,9,17,86,0,1,35,0,6.25,,36,33,3,2,0,,105,60.69,0,0,1,266,25,62,1,5,,0,0,0,0,0.0,0,0,0,0,442,17,0,0,1,0,0,0,0,0,0,1365.0,0.0,6,13,19,6,14,9,47.37,0,64,41,64.06,62,126,19,130,120,58.25,162,958,575,1403,245.3,32,2,1917,32,7,0,89038.0,4630000.0,M,22.0,Italy
Ismaël Bennacer,823733,Milan,2692,italy,2223,2011,28,24,7.2,2,2,4,0.99,3.12,59,22,27.85,283,93,68.89,661,553,1192,89.15,22,50.0,22,0,0,0,,4,0,4,3,13,28,0,0,23,21,115,0,1,36,0,12.5,,21,18,3,2,0,,111,54.41,0,0,0,145,26,43,2,1,,0,0,0,0,0.0,0,0,0,0,283,16,0,0,0,0,0,0,0,0,0,1005.5,0.0,3,3,13,9,3,27,67.5,0,59,33,55.93,43,102,40,79,133,53.63,135,824,592,1337,201.7,16,4,1758,25,5,0,135385.0,7040000.0,M,25.0,Algeria
Victor Osimhen,822471,Napoli,2714,italy,2223,2583,32,30,7.2,26,4,30,21.38,1.73,11,3,15.79,154,10,76.92,220,47,264,70.97,66,54.55,55,0,0,1,,2,24,30,5,29,32,0,0,48,7,180,0,0,40,0,19.26,,17,12,5,26,0,,72,36.55,7,0,5,108,6,34,2,32,,0,0,3,1,66.67,0,2,0,2,308,26,0,0,17,0,0,0,0,0,0,99.35,0.0,1,121,14,50,55,25,40.32,0,10,6,60.0,34,18,62,19,138,43.4,13,327,64,372,230.3,135,6,892,38,4,0,104808.0,5450000.0,F,24.0,Nigeria
Teun Koopmeiners,803033,Atalanta,2686,italy,2223,2861,33,32,7.19,10,4,14,7.64,6.87,92,51,32.28,431,92,40.17,784,467,1200,78.13,38,62.3,23,0,0,2,,8,7,18,8,33,33,0,0,32,28,147,0,2,48,0,16.95,,36,27,9,6,4,,102,45.13,1,0,1,336,19,58,7,6,,0,0,4,0,50.0,0,2,0,0,561,22,0,0,2,0,0,0,0,0,0,286.1,0.0,6,26,33,14,27,29,55.77,0,46,26,56.52,58,205,52,158,140,48.78,229,1144,550,1536,237.3,59,4,2167,27,7,0,36923.0,1920000.0,M,24.0,Netherlands
Mattia Perin,79645,Juventus,2687,italy,2223,947,11,10,7.19,0,0,0,0.0,0.01,27,0,0.0,6,39,31.97,22,189,211,71.28,2,100.0,0,0,0,0,,0,0,0,5,1,11,0,0,0,0,0,0,0,0,0,0.0,,7,7,0,0,0,4.27,1,100.0,0,4,0,85,0,0,0,0,,0,0,0,0,0.0,2,0,1,0,86,0,1,0,0,4,15,18,33,1,5,0.0,0.0,0,0,0,0,0,0,0.0,4,0,0,0.0,0,73,0,0,3,100.0,122,85,211,296,79.1,0,2,391,1,0,0,53462.0,2780000.0,K,30.0,Italy
Cristiano Biraghi,122848,Fiorentina,2693,italy,2223,2565,33,30,7.18,2,4,6,1.89,5.84,56,88,29.33,372,79,36.57,710,474,1096,78.51,19,43.18,25,0,0,1,,6,1,7,5,38,33,0,0,6,33,101,0,1,29,2,8.0,,35,33,2,0,2,,110,59.14,0,0,2,300,14,83,2,1,,1,0,1,0,0.0,0,0,0,0,593,6,0,0,0,0,0,0,0,0,0,1282.5,13.33,15,4,21,12,6,7,43.75,0,65,38,58.46,83,175,16,300,129,56.09,216,1140,556,1396,237.1,25,2,2291,38,1,0,42692.0,2220000.0,D,30.0,Italy
Fikayo Tomori,788255,Milan,2692,italy,2223,2765,33,32,7.18,1,1,2,1.31,0.88,35,0,0.0,114,167,63.02,464,1221,1685,88.87,63,67.74,30,0,0,0,,1,1,2,10,77,33,0,0,3,12,71,0,1,28,0,11.11,,29,26,3,1,0,,97,70.29,0,0,0,211,29,9,1,1,,0,0,0,1,0.0,0,0,0,0,238,3,0,0,0,0,0,0,0,0,0,2765.0,0.0,0,7,2,3,4,3,75.0,0,70,34,48.57,9,90,4,6,160,69.26,265,604,1298,1896,236.9,9,3,2255,25,5,0,86346.0,4490000.0,D,25.0,England
Amir Rrahmani,332155,Napoli,2714,italy,2223,2450,29,27,7.18,2,1,3,1.84,0.81,100,0,0.0,208,154,63.37,724,1250,1974,91.39,67,62.04,41,0,0,0,,2,2,2,10,74,28,0,0,3,9,76,0,1,22,0,9.52,,22,20,2,2,0,,48,57.83,1,0,1,186,14,12,0,1,,0,0,0,0,0.0,0,0,0,0,205,2,0,0,1,0,0,0,0,0,0,1225.0,0.0,0,19,2,16,3,3,50.0,0,33,18,54.55,12,173,6,1,115,60.21,243,840,1321,2160,200.9,21,3,2408,12,2,0,61731.0,3210000.0,D,29.0,Kosovo
Giovanni Di Lorenzo,153257,Napoli,2714,italy,2223,3257,37,36,7.17,3,4,7,2.7,4.36,105,9,10.23,519,100,58.48,1028,947,1966,86.04,41,54.67,34,0,0,0,,6,0,8,17,50,37,0,0,17,24,120,0,0,31,0,9.68,,24,19,5,2,1,,108,55.67,1,0,0,319,30,47,1,4,,0,0,0,0,0.0,0,0,0,0,472,15,0,0,1,0,0,0,0,0,0,1085.67,0.0,0,27,4,10,13,12,41.38,0,60,29,48.33,47,187,29,88,149,55.39,171,1346,1027,2285,265.4,31,4,3053,36,2,0,85385.0,4440000.0,D,29.0,Italy
Federico Dimarco,284361,Inter,2697,italy,2223,2088,33,26,7.17,4,3,7,3.06,5.46,73,64,30.92,218,69,53.91,449,366,751,80.58,5,29.41,12,0,0,0,,12,3,12,1,13,33,0,0,11,10,56,0,0,12,1,8.16,,24,21,3,3,1,,66,60.0,0,0,1,181,18,60,3,5,,0,1,0,1,0.0,0,0,0,0,374,15,0,0,1,0,0,0,0,0,0,522.0,14.29,7,25,24,22,15,5,27.78,0,31,25,80.65,59,135,18,207,71,55.91,128,732,407,932,236.7,49,1,1507,30,0,0,71154.0,3700000.0,D,25.0,Italy
Sergej Milinković-Savić,331447,Lazio,2699,italy,2223,3028,36,34,7.17,9,8,17,6.78,4.86,74,4,13.79,361,79,53.02,749,702,1447,77.05,96,57.49,71,0,0,0,,14,4,18,13,47,36,0,0,66,43,253,0,0,45,1,14.06,,27,20,7,8,1,,169,48.15,2,0,3,431,28,42,3,2,,0,0,0,0,0.0,0,0,0,0,675,24,0,0,4,0,0,0,0,0,0,336.44,12.5,8,38,26,26,20,39,54.93,0,58,35,60.34,42,161,71,29,265,51.16,149,1099,808,1878,258.0,64,6,2603,72,10,0,114038.0,5930000.0,M,27.0,Serbia
Armand Laurienté,932643,Sassuolo,2793,italy,2223,2191,28,27,7.16,7,6,13,3.87,4.27,14,20,18.18,282,15,46.88,440,125,545,79.22,1,14.29,6,0,0,0,,7,1,17,2,3,28,0,0,53,13,150,0,0,22,1,12.5,,33,26,7,6,1,,126,46.67,0,0,2,143,12,61,0,7,,0,0,1,0,100.0,0,1,0,1,410,21,0,1,7,0,0,0,0,0,0,313.0,10.0,10,31,25,17,22,64,52.03,0,21,15,71.43,61,32,123,110,127,45.85,32,653,145,688,200.5,56,2,1250,41,8,1,22115.0,1150000.0,F,24.0,France
Luis Alberto,111416,Lazio,2699,italy,2223,2443,35,27,7.15,6,7,13,4.42,6.32,59,36,24.49,512,58,58.59,1012,621,1597,87.55,8,38.1,13,0,0,1,,7,4,13,9,4,35,0,0,31,49,128,0,0,15,0,12.77,,19,14,5,3,3,,81,41.33,0,0,0,227,9,67,0,2,,0,1,2,0,50.0,0,1,0,0,440,21,0,0,6,0,0,0,0,0,0,407.17,0.0,4,17,30,15,19,19,48.72,0,49,29,59.18,66,104,39,147,89,41.01,99,1296,675,1824,250.2,47,6,2307,13,4,0,89038.0,4630000.0,M,30.0,Spain
Nicolás Domínguez,871765,Bologna,2685,italy,2223,2309,31,26,7.14,3,2,5,2.55,2.76,53,2,10.53,294,60,61.86,636,507,1141,83.71,37,57.81,27,0,0,0,,4,1,5,4,24,31,0,0,21,37,137,0,1,43,0,7.14,,31,29,2,2,1,,137,55.47,0,0,1,222,21,37,0,2,,0,1,0,1,0.0,0,0,0,0,336,21,0,0,3,0,0,0,0,0,0,769.67,0.0,0,13,29,20,17,26,68.42,0,79,49,62.03,36,99,38,19,174,55.95,97,814,568,1363,221.3,42,2,1813,32,10,0,17308.0,900000.0,M,24.0,Argentina
Piotr Zieliński,138605,Napoli,2714,italy,2223,2305,37,27,7.14,3,8,11,3.49,7.52,50,43,38.39,514,36,60.0,897,399,1253,87.5,4,23.53,13,0,0,0,,12,1,16,1,6,37,0,0,15,13,90,0,0,21,0,5.66,,21,18,3,3,0,,74,49.01,0,0,1,179,14,84,2,2,,0,0,0,0,0.0,0,0,0,0,325,21,0,0,1,0,0,0,0,0,0,768.33,0.0,6,18,35,18,19,22,43.14,0,17,10,58.82,84,87,51,112,78,46.43,60,1110,434,1432,264.1,53,3,1831,35,3,0,124615.0,6480000.0,M,28.0,Poland
Ivan Provedel,308182,Lazio,2699,italy,2223,3412,38,37,7.11,0,0,0,0.0,0.06,129,0,0.0,33,301,56.05,92,808,900,78.06,6,85.71,1,0,0,0,,0,0,0,21,29,38,1,0,0,0,1,1,0,0,0,0.0,,30,23,7,0,0,2.64,4,100.0,0,21,0,253,0,1,0,0,,0,0,0,0,0.0,2,0,0,0,263,0,14,0,0,15,57,42,100,1,23,0.0,0.0,0,0,0,0,0,1,100.0,14,1,0,0.0,1,238,1,0,10,90.91,537,262,891,1153,270.3,0,0,1494,5,1,0,35577.0,1850000.0,K,28.0,Italy
Bremer,885197,Juventus,2687,italy,2223,2639,30,30,7.11,4,1,5,4.92,0.61,39,0,0.0,54,90,57.69,330,1170,1500,90.2,79,61.24,50,0,0,0,,3,6,8,12,115,30,0,0,8,7,95,0,2,29,0,12.5,,31,30,1,4,0,,43,48.86,4,0,0,163,42,9,0,1,,0,0,0,1,0.0,0,0,0,0,195,4,0,0,0,0,0,0,0,0,0,659.75,0.0,0,31,1,17,7,3,42.86,0,29,20,68.97,9,80,7,0,122,56.22,156,423,1240,1663,213.2,32,4,2027,11,6,0,178077.0,9260000.0,D,25.0,Brazil
Chris Smalling,47741,Roma,2702,italy,2223,2807,32,31,7.11,3,1,4,1.7,0.78,24,0,0.0,49,73,54.89,256,915,1171,87.45,72,75.0,24,0,0,0,,1,2,4,12,123,32,0,0,2,8,52,0,0,18,0,17.65,,27,24,3,3,0,,41,59.42,3,0,0,168,43,6,0,1,,0,0,0,0,0.0,0,0,0,0,184,1,0,0,0,0,0,0,0,0,0,935.67,0.0,0,17,0,8,5,2,66.67,0,26,15,57.69,6,56,3,1,113,68.48,133,340,1000,1339,227.4,17,1,1682,14,7,0,86346.0,4490000.0,D,33.0,England
Patric,217784,Lazio,2699,italy,2223,1414,18,16,7.11,0,0,0,0.13,0.15,32,0,0.0,36,114,61.96,186,761,947,89.26,9,29.03,22,0,0,0,,0,0,0,9,51,17,0,0,0,5,31,0,1,3,0,0.0,,7,6,1,0,0,,22,70.97,0,0,0,114,11,2,0,0,,0,0,0,0,0.0,0,0,0,0,121,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,2,1,1,2,66.67,0,17,11,64.71,2,71,3,0,31,50.0,184,243,818,1061,120.8,2,0,1199,4,1,0,42692.0,2220000.0,D,29.0,Spain
Răzvan Marin,279563,Empoli,2705,italy,2223,2540,33,28,7.1,2,4,6,1.35,4.54,90,38,27.14,301,122,61.0,641,614,1217,84.46,16,47.06,18,0,0,0,,5,0,11,4,32,33,0,0,22,21,105,0,0,31,0,6.06,,39,35,4,0,2,,87,50.0,0,0,1,224,14,56,0,1,,0,0,0,1,0.0,0,0,0,0,396,10,0,0,2,0,0,0,0,0,0,1270.0,0.0,10,3,30,14,8,22,59.46,0,44,22,50.0,56,162,37,140,103,49.52,200,912,669,1441,234.4,33,5,1890,21,7,0,24615.0,1280000.0,M,27.0,Romania
Felipe Anderson,152276,Lazio,2699,italy,2223,2967,38,35,7.1,9,2,11,6.07,4.18,46,8,16.0,375,31,59.62,679,393,1064,79.82,14,40.0,21,0,0,0,,4,2,9,15,23,38,0,0,44,55,199,0,0,40,0,21.95,,24,18,6,9,0,,167,48.41,2,0,0,269,31,48,2,7,,0,1,0,0,0.0,0,0,0,1,493,26,0,0,5,0,0,0,0,0,0,329.67,0.0,0,31,10,9,23,54,56.25,0,80,50,62.5,47,69,96,50,181,47.63,52,929,454,1333,269.9,41,3,1988,33,3,0,54231.0,2820000.0,F,29.0,Brazil
Ionuț Radu,815202,Cremonese,2761,italy,2223,810,9,9,7.1,0,0,0,0.0,0.06,13,0,0.0,15,50,31.45,32,156,188,63.09,3,75.0,1,0,0,0,,1,0,0,1,4,9,2,0,0,0,1,1,2,0,0,0.0,,19,18,1,0,0,2.78,1,100.0,0,4,0,110,0,2,0,0,,0,0,0,0,0.0,3,0,0,0,115,0,3,0,0,3,31,14,46,0,12,0.0,0.0,0,0,0,0,0,0,0.0,3,0,0,0.0,2,49,0,0,4,80.0,159,131,167,298,63.9,0,2,394,1,0,0,35577.0,1850000.0,K,25.0,Romania
Rafael Leão,851284,Milan,2692,italy,2223,2430,35,28,7.09,15,8,23,10.86,6.19,31,16,22.54,281,47,71.21,452,116,552,74.39,29,50.0,29,0,0,0,,15,12,31,3,7,35,0,0,38,8,171,0,0,20,0,16.3,,31,28,3,12,3,,115,44.75,1,0,4,190,15,50,4,10,,0,1,0,0,0.0,0,0,0,1,439,16,0,1,10,0,0,0,0,0,0,162.0,0.0,0,60,32,32,29,77,50.0,0,8,7,87.5,49,54,154,71,144,45.71,66,665,148,742,248.3,92,9,1331,30,5,1,123269.0,6410000.0,F,23.0,Portugal
Romelu Lukaku,78893,Inter,2697,italy,2223,1663,25,19,7.09,10,6,16,8.97,2.92,9,3,12.5,147,7,87.5,218,59,274,72.49,39,52.7,35,0,0,0,,7,4,8,3,16,25,0,0,28,3,92,0,0,16,0,19.61,,16,15,1,8,2,,25,30.49,1,0,2,104,0,33,6,13,,0,1,2,0,100.0,0,2,0,0,219,5,0,0,3,0,0,0,0,0,0,166.3,0.0,0,42,9,21,22,16,55.17,0,3,1,33.33,32,12,29,24,64,41.03,8,327,75,378,177.3,51,3,621,6,1,0,209615.0,10900000.0,F,29.0,Belgium
Gerard Deulofeu,96372,Udinese,2695,italy,2223,1218,16,15,7.09,2,6,8,5.06,3.95,6,19,32.2,220,9,42.86,319,112,412,80.47,1,20.0,4,0,0,0,,3,9,16,4,1,16,0,0,18,10,60,0,0,8,1,4.55,,15,14,1,1,1,,39,41.05,0,0,4,100,2,48,0,8,,0,0,0,0,0.0,0,0,0,0,211,9,0,0,2,0,0,0,0,0,0,609.0,10.0,10,28,16,16,12,20,48.78,0,8,5,62.5,48,16,41,59,40,40.0,21,443,128,512,113.4,44,1,771,11,1,0,24615.0,1280000.0,F,28.0,Spain
