player,player_id,team,team_id,data_country,data_season,minutesPlayed,appearances,matchesStarted,rating,goals,assists,goalsAssistsSum,expectedGoals,expectedAssists,accurateChippedPasses,accurateCrosses,accurateCrossesPercentage,accurateFinalThirdPasses,accurateLongBalls,accurateLongBallsPercentage,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePasses,accuratePassesPercentage,aerialDuelsWon,aerialDuelsWonPercentage,aerialLost,attemptPenaltyMiss,attemptPenaltyPost,attemptPenaltyTarget,ballRecovery,bigChancesCreated,bigChancesMissed,blockedShots,cleanSheet,clearances,countRating,crossesNotClaimed,directRedCards,dispossessed,dribbledPast,duelLost,errorLeadToGoal,errorLeadToShot,fouls,freeKickGoal,goalConversionPercentage,goalKicks,goalsConceded,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,goalsFromInsideTheBox,goalsFromOutsideTheBox,goalsPrevented,groundDuelsWon,groundDuelsWonPercentage,headedGoals,highClaims,hitWoodwork,inaccuratePasses,interceptions,keyPasses,leftFootGoals,offsides,outfielderBlocks,ownGoals,passToAssist,penaltiesTaken,penaltyConceded,penaltyConversion,penaltyFaced,penaltyGoals,penaltySave,penaltyWon,possessionLost,possessionWonAttThird,punches,redCards,rightFootGoals,runsOut,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,saves,savesCaught,savesParried,scoringFrequency,setPieceConversion,shotFromSetPiece,shotsFromInsideTheBox,shotsFromOutsideTheBox,shotsOffTarget,shotsOnTarget,successfulDribbles,successfulDribblesPercentage,successfulRunsOut,tackles,tacklesWon,tacklesWonPercentage,totalAttemptAssist,totalChippedPasses,totalContest,totalCross,totalDuelsWon,totalDuelsWonPercentage,totalLongBalls,totalOppositionHalfPasses,totalOwnHalfPasses,totalPasses,totalRating,totalShots,totwAppearances,touches,wasFouled,yellowCards,yellowRedCards,gross_weekly_eur,gross_annual_eur,position,age,nationality
Paulo Dybala,256219,Roma,2702,italy,2324,1977,28,25,7.42,13,9,22,10.59,4.05,38,25,28.41,291,42,73.68,553,227,755,84.26,7,25.0,21,0,0,0,83.0,10,5,14,0,6,28,0,0,41,16,131,0,1,12,1,22.03,0.0,27,26,1,11,2,,100,47.62,0,0,1,141,3,51,13,5,,0,1,7,0,100.0,0,7,0,0,369,11,0,0,0,0,0,0,0,0,0,152.08,20.0,5,33,26,22,23,28,39.44,0,22,13,59.09,50,67,71,88,107,44.96,57,733,251,896,207.7,59,7,1383,50,3,0,135385.0,7040000.0,F,30.0,Argentina
Rafael Leão,851284,Milan,2692,italy,2324,2523,34,29,7.42,9,9,18,10.02,8.11,27,23,21.3,291,28,68.29,529,208,714,79.96,25,56.82,19,0,0,0,78.0,18,7,23,6,15,34,0,0,41,5,147,0,0,27,0,12.86,0.0,31,23,8,9,0,,144,52.94,0,0,2,179,9,59,2,17,,0,0,0,1,0.0,0,0,0,2,446,18,0,0,7,0,0,0,0,0,0,280.33,0.0,0,48,22,22,25,77,55.8,0,16,10,62.5,59,55,138,108,169,53.48,41,772,229,893,252.2,70,8,1516,52,5,0,123269.0,6410000.0,F,24.0,Portugal
Federico Dimarco,284361,Inter,2697,italy,2324,2105,30,29,7.35,5,6,11,2.9,7.46,53,56,28.57,277,48,57.83,523,388,855,85.24,6,40.0,9,0,0,0,99.0,14,2,11,1,24,30,0,0,7,18,58,1,0,12,0,9.8,0.0,17,13,4,3,2,,69,58.47,0,0,0,148,9,62,5,5,,0,1,0,0,0.0,0,0,0,0,349,12,0,0,0,0,0,0,0,0,0,421.0,0.0,3,25,26,21,19,6,33.33,0,42,25,59.52,61,86,18,196,75,56.39,83,760,439,1003,220.4,51,4,1589,21,0,0,124615.0,6480000.0,D,26.0,Italy
Alessandro Bastoni,826188,Inter,2697,italy,2324,2283,28,28,7.35,1,3,4,1.23,3.12,114,18,23.68,296,141,64.38,685,931,1598,89.83,39,56.52,30,0,0,0,119.0,10,1,4,9,43,28,0,0,10,14,89,0,1,31,0,6.67,10.0,16,13,3,1,0,,85,59.03,0,0,2,181,23,23,1,0,,0,0,0,0,0.0,0,0,0,0,295,7,0,0,0,0,0,0,0,0,0,2283.0,0.0,0,13,2,5,6,10,55.56,0,46,33,71.74,23,183,18,76,124,58.22,219,846,1009,1779,205.7,15,7,2192,31,5,0,195962.0,10190000.0,D,24.0,Italy
Luis Alberto,111416,Lazio,2699,italy,2324,2328,33,29,7.31,5,7,12,4.74,4.78,44,34,22.67,470,55,55.56,822,471,1259,83.71,10,34.48,19,0,0,0,140.0,9,3,15,3,10,33,0,0,24,38,111,0,0,16,0,8.93,0.0,26,22,4,4,1,,83,47.43,0,0,3,245,7,64,0,6,,0,0,0,0,0.0,0,0,0,0,452,19,0,0,5,0,0,0,0,0,0,465.6,0.0,4,21,35,26,15,25,60.98,0,35,20,57.14,64,91,41,150,93,45.59,99,1135,519,1504,241.1,56,3,1988,23,7,0,142500.0,7410000.0,M,31.0,Spain
Marcus Thuram,791702,Inter,2697,italy,2324,2707,35,34,7.3,13,7,20,14.31,3.57,7,7,33.33,190,6,42.86,316,159,468,73.93,73,59.84,49,0,0,0,66.0,6,11,17,5,19,35,0,0,35,9,131,0,0,35,0,16.88,0.0,19,16,3,12,1,,98,54.44,1,0,2,165,4,29,3,20,,0,0,0,0,0.0,0,0,0,5,311,15,0,0,9,0,0,0,0,0,0,208.23,0.0,0,69,8,31,29,33,75.0,0,23,15,65.22,29,14,44,21,171,56.62,14,452,202,633,255.5,77,1,1078,45,3,0,147885.0,7690000.0,F,26.0,France
Charles De Ketelaere,960441,Atalanta,2686,italy,2324,2046,35,25,7.28,10,8,18,7.08,4.14,19,10,21.28,288,17,65.38,428,131,549,75.62,39,52.7,35,0,0,0,93.0,11,4,6,1,5,35,0,0,54,10,148,0,0,17,0,22.22,0.0,27,22,5,9,1,,119,51.29,2,0,2,177,7,50,6,6,,1,1,1,0,100.0,0,1,0,0,399,24,0,0,2,0,0,0,0,0,0,204.6,0.0,0,39,6,14,25,40,53.33,0,33,21,63.64,49,31,75,47,158,51.63,26,620,153,726,254.8,45,4,1233,47,1,0,61731.0,3210000.0,F,23.0,Belgium
Danilo,124992,Juventus,2687,italy,2324,2451,29,27,7.27,1,1,2,1.34,0.95,72,5,27.78,249,134,55.37,670,845,1510,87.13,38,57.58,28,0,0,0,142.0,1,1,5,14,92,28,0,0,3,16,73,0,0,26,0,5.88,67.0,22,16,6,1,0,,81,64.29,0,0,0,223,37,21,0,1,,0,0,0,0,0.0,0,0,0,0,275,5,0,0,1,0,0,0,0,0,0,2451.0,0.0,0,9,8,10,2,8,88.89,0,60,36,60.0,21,151,9,18,119,61.98,242,838,913,1733,203.6,17,6,2168,14,7,0,98654.0,5130000.0,D,32.0,Brazil
Matías Soulé,1082406,Frosinone,2801,italy,2324,3136,36,36,7.26,11,3,14,10.46,5.34,36,28,28.57,507,35,50.72,800,368,1140,81.49,11,20.0,44,0,0,1,175.0,8,6,24,2,8,36,0,0,77,21,256,0,0,18,1,13.25,0.0,62,55,7,9,2,,190,47.26,2,0,6,259,18,84,8,1,,1,2,6,1,83.33,0,5,0,0,632,32,0,0,1,0,0,0,0,0,0,285.09,14.29,7,36,47,35,24,102,50.25,0,41,27,65.85,82,74,203,98,201,43.98,69,1079,418,1399,261.4,83,4,2252,47,4,0,10769.0,560000.0,F,20.0,Argentina
Ademola Lookman,824200,Atalanta,2686,italy,2324,1899,31,22,7.25,11,7,18,9.21,4.78,14,18,26.09,285,9,52.94,475,153,610,80.16,18,46.15,21,0,0,0,89.0,10,8,18,1,0,31,0,0,42,14,139,0,1,28,0,16.42,0.0,26,24,2,9,2,,93,44.08,1,0,1,151,9,50,1,12,,0,0,0,0,0.0,0,0,0,1,351,20,0,0,9,0,0,0,0,0,0,172.64,0.0,0,54,13,25,24,39,51.32,0,20,15,75.0,50,25,76,69,111,44.4,17,655,175,761,224.8,67,5,1221,34,4,0,44423.0,2310000.0,F,26.0,Nigeria
Christian Pulišić,817957,Milan,2692,italy,2324,2620,36,32,7.25,12,8,20,8.04,4.53,10,32,31.68,311,9,47.37,587,234,789,82.36,16,38.1,26,0,0,0,100.0,7,4,16,4,7,36,0,0,33,13,140,0,1,19,0,18.46,0.0,31,24,7,10,2,,127,52.7,0,0,3,169,10,45,7,4,,0,1,0,0,0.0,0,0,0,1,405,13,0,0,5,0,0,0,0,0,0,218.33,0.0,0,46,19,18,31,47,46.53,0,35,26,74.29,44,30,101,101,143,50.53,19,788,271,958,261.0,65,3,1516,45,2,0,98654.0,5130000.0,F,25.0,United States
Nicola Leali,98059,Genoa,2713,italy,2324,177,3,2,7.25,0,0,0,0.0,0.01,12,0,0.0,6,21,40.38,17,20,37,53.62,0,0.0,0,0,0,0,10.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.0,10.0,2,2,0,0,0,0.78,0,0.0,0,2,0,32,0,0,0,0,,0,0,0,0,0.0,0,0,0,0,32,0,0,0,0,1,4,3,7,0,1,0.0,0.0,0,0,0,0,0,0,0.0,1,0,0,0.0,0,28,0,0,0,0.0,52,41,28,69,14.5,0,0,83,0,1,0,8846.0,460000.0,K,30.0,Italy
Victor Osimhen,822471,Napoli,2714,italy,2324,1990,25,22,7.25,15,3,18,15.4,0.88,4,0,0.0,87,4,44.44,144,47,191,71.0,38,44.19,48,1,0,1,40.0,5,15,22,1,17,25,0,0,28,2,124,0,0,31,0,16.67,0.0,28,25,3,15,0,,55,41.98,5,0,2,78,2,23,0,35,,0,0,5,0,60.0,0,3,0,3,215,19,0,1,10,0,0,0,0,0,0,132.67,0.0,0,82,8,27,41,16,45.71,0,9,5,55.56,23,12,35,14,93,42.86,9,222,61,269,181.2,90,3,626,31,4,1,246538.0,12820000.0,F,25.0,Nigeria
Benjamin Pavard,787505,Inter,2697,italy,2324,1689,23,21,7.25,0,2,2,0.7,1.82,29,3,12.5,176,56,62.22,431,723,1151,91.64,35,53.85,30,0,0,0,68.0,2,1,2,7,42,23,0,0,0,4,55,0,1,23,0,0.0,0.0,11,8,3,0,0,,51,67.11,0,0,1,105,32,10,0,2,,0,0,0,0,0.0,0,0,0,0,136,4,0,0,0,0,0,0,0,0,0,0.0,0.0,0,9,6,8,5,2,66.67,0,34,21,61.76,10,56,3,24,86,60.99,90,523,757,1256,166.7,15,6,1498,15,6,0,123269.0,6410000.0,D,27.0,France
Matteo Politano,235672,Napoli,2714,italy,2324,2384,37,31,7.25,8,7,15,7.15,6.04,80,41,30.37,456,66,61.11,730,232,921,83.05,4,25.0,12,0,0,1,91.0,14,3,27,0,8,37,0,1,24,23,109,1,0,11,0,10.67,0.0,34,27,7,7,1,,87,47.28,0,0,3,188,15,71,8,2,,0,0,3,0,66.67,0,2,0,1,411,18,0,1,0,0,0,0,0,0,0,298.0,0.0,4,32,43,29,19,31,44.29,0,19,8,42.11,71,144,70,135,91,45.5,108,979,265,1109,268.1,75,2,1638,38,2,0,114038.0,5930000.0,F,30.0,Italy
Giovanni Di Lorenzo,153257,Napoli,2714,italy,2324,3235,36,36,7.24,1,6,7,3.09,5.44,112,21,16.67,594,99,69.72,1157,826,1962,87.08,28,40.58,41,0,0,0,141.0,5,2,7,6,38,36,0,0,23,36,159,0,0,28,0,2.7,0.0,45,39,6,1,0,,112,48.7,0,0,1,291,24,53,0,5,,0,2,0,0,0.0,0,0,0,0,507,6,0,0,1,0,0,0,0,0,0,3235.0,0.0,0,34,3,23,7,18,33.96,0,58,36,62.07,51,181,53,126,140,46.82,142,1473,906,2253,260.7,37,7,3153,37,6,0,106923.0,5560000.0,D,30.0,Italy
Albert Guðmundsson,804909,Genoa,2713,italy,2324,3022,35,34,7.24,14,4,18,9.89,6.51,40,64,35.75,309,40,60.61,590,302,828,81.58,3,11.54,23,0,0,1,136.0,6,6,14,6,11,35,0,0,51,32,166,0,0,28,1,24.56,0.0,37,32,5,11,3,,111,43.7,0,0,4,187,11,82,3,11,,0,1,5,0,80.0,0,4,0,1,495,16,0,0,11,0,0,0,0,0,0,215.86,12.5,8,29,28,19,24,42,50.6,0,23,10,43.48,81,84,83,179,114,40.71,66,864,330,1015,253.4,57,2,1671,46,4,0,29615.0,1540000.0,F,26.0,Iceland
Elia Caprile,947954,Empoli,2705,italy,2324,2070,23,23,7.23,0,0,0,0.0,0.04,26,0,0.0,29,137,35.4,102,322,424,62.44,12,85.71,2,0,0,0,200.0,1,0,0,5,30,23,2,0,0,0,2,1,1,1,0,0.0,159.0,27,25,2,0,0,0.96,6,100.0,0,27,0,255,0,2,0,0,,0,0,0,0,0.0,5,0,1,0,266,0,14,0,0,9,56,23,80,0,15,0.0,0.0,0,0,0,0,0,0,0.0,9,1,0,0.0,2,56,0,0,18,90.0,387,319,360,679,166.4,0,0,977,7,0,0,12308.0,640000.0,K,22.0,Italy
Adrien Rabiot,250737,Juventus,2687,italy,2324,2651,31,30,7.23,5,3,8,3.48,3.96,26,13,28.89,311,30,55.56,599,374,960,84.43,55,57.89,40,0,0,0,150.0,6,2,9,14,29,31,0,0,19,15,137,0,0,44,0,13.16,0.0,24,18,6,5,0,,123,55.91,2,0,0,177,25,26,3,6,,0,0,0,0,0.0,0,0,0,0,310,16,0,0,0,0,0,0,0,0,0,530.2,0.0,0,24,14,12,17,28,57.14,0,58,39,67.24,26,48,49,45,178,56.51,54,762,420,1137,224.2,38,3,1625,38,8,0,172500.0,8970000.0,M,28.0,France
Henrikh Mkhitaryan,37151,Inter,2697,italy,2324,2803,36,35,7.22,2,8,10,3.62,4.35,51,5,15.63,499,62,70.45,939,506,1440,88.02,15,48.39,16,0,0,0,182.0,6,4,11,7,35,36,0,0,19,25,110,0,0,35,0,5.13,0.0,18,14,4,2,0,,110,53.92,0,0,0,196,29,42,1,3,,0,2,0,0,0.0,0,0,0,1,303,16,0,0,1,0,0,0,0,0,0,1401.5,0.0,0,20,19,22,6,19,52.78,0,62,34,54.84,40,72,36,32,125,53.19,88,1114,554,1636,259.8,39,2,2063,29,4,0,93654.0,4870000.0,M,35.0,Armenia
Nicolás González,901325,Fiorentina,2693,italy,2324,1913,29,21,7.21,12,2,14,10.42,3.13,33,5,12.82,254,40,70.18,399,138,532,74.09,66,55.0,54,0,1,1,84.0,3,10,16,1,8,29,0,0,29,20,165,0,0,21,0,13.79,0.0,28,23,5,12,0,,96,46.38,5,0,6,186,12,22,5,2,,0,0,3,0,33.33,0,1,0,0,353,18,0,0,2,0,0,0,0,0,0,159.42,0.0,2,60,27,36,35,34,41.98,0,28,18,64.29,22,50,81,39,162,49.54,57,587,170,718,209.2,87,3,1197,36,1,0,74038.0,3850000.0,F,25.0,Argentina
Gianluca Scamacca,807301,Atalanta,2686,italy,2324,1464,29,17,7.2,12,6,18,6.54,1.53,31,1,16.67,137,33,86.84,231,62,292,69.03,21,38.18,34,0,0,0,32.0,6,6,8,0,9,29,0,0,48,7,127,0,0,28,0,20.0,0.0,12,10,2,9,3,,58,38.41,2,0,3,131,4,33,1,9,,0,0,0,0,0.0,0,0,0,0,272,12,0,0,9,0,0,0,0,0,0,122.0,0.0,0,41,19,26,26,15,57.69,0,15,9,60.0,33,43,26,6,79,38.35,38,353,76,423,208.7,60,5,740,28,1,0,114038.0,5930000.0,F,25.0,Italy
Antonio Candreva,27982,Salernitana,2710,italy,2324,2757,34,32,7.19,6,6,12,4.86,4.12,93,50,22.42,364,70,57.38,646,336,932,81.68,0,0.0,1,0,0,0,93.0,7,3,22,2,20,34,0,0,18,16,67,0,0,11,0,9.23,0.0,60,55,5,3,3,,76,53.52,0,0,2,209,7,60,1,21,,0,0,1,0,100.0,0,1,0,0,459,5,0,0,5,0,0,0,0,0,0,459.5,0.0,3,33,32,22,21,15,41.67,0,18,13,72.22,60,179,36,223,76,53.15,122,986,378,1141,244.6,65,3,1692,43,5,0,46346.0,2410000.0,M,36.0,Italy
Giacomo Bonaventura,36784,Fiorentina,2693,italy,2324,2285,31,27,7.19,8,3,11,5.66,5.37,50,18,33.33,327,54,59.34,602,320,904,84.96,14,43.75,18,0,0,1,120.0,4,3,20,2,8,31,0,0,29,12,94,0,0,20,0,15.38,0.0,29,24,5,7,1,,91,54.49,0,0,2,160,14,41,2,1,,0,0,1,0,0.0,0,0,0,0,289,21,0,0,6,0,0,0,0,0,0,285.63,0.0,1,24,28,16,16,30,65.22,0,26,13,50.0,41,94,46,54,105,52.76,91,775,343,1064,223.0,52,3,1439,35,6,0,53462.0,2780000.0,M,34.0,Italy
Riccardo Calafiori,957602,Bologna,2685,italy,2324,2350,30,26,7.19,2,5,7,1.4,0.92,37,4,44.44,165,76,62.3,498,1108,1602,89.85,60,71.43,24,0,0,0,194.0,2,1,4,10,74,30,0,0,12,10,86,0,3,35,0,11.76,34.0,20,17,3,2,0,,87,58.39,0,0,0,181,50,17,1,2,,1,0,0,2,0.0,0,0,0,0,239,6,0,0,1,0,0,0,0,0,0,1175.0,0.0,0,11,6,7,6,13,65.0,0,47,32,68.09,17,65,20,9,147,63.09,122,606,1186,1783,215.8,17,5,2174,27,4,0,14231.0,740000.0,D,21.0,Italy
Teun Koopmeiners,803033,Atalanta,2686,italy,2324,2633,34,29,7.19,12,5,17,6.53,5.43,57,42,34.71,412,53,51.46,727,355,1040,81.57,29,46.03,34,0,0,0,150.0,9,6,18,6,32,34,0,0,43,33,187,0,0,53,1,22.22,0.0,34,27,7,9,3,,81,34.62,1,0,1,235,10,61,10,5,,0,1,2,1,100.0,0,2,0,0,462,23,0,0,1,0,0,0,0,0,0,219.42,50.0,2,32,22,16,20,19,39.58,0,39,24,61.54,60,95,48,121,110,37.04,103,984,412,1275,244.5,54,3,1835,23,5,0,36923.0,1920000.0,M,25.0,Netherlands
Lewis Ferguson,907152,Bologna,2685,italy,2324,2718,31,31,7.19,6,3,9,5.3,2.67,28,3,27.27,437,36,51.43,873,682,1552,88.89,41,50.0,41,0,0,0,142.0,2,6,21,10,25,31,0,0,22,21,148,0,1,52,0,10.0,0.0,24,21,3,5,1,,116,52.02,1,0,1,194,17,32,0,4,,0,0,0,1,0.0,0,0,0,1,267,9,0,0,5,0,0,0,0,0,0,453.0,0.0,0,43,17,19,20,14,48.28,0,37,21,56.76,32,41,29,11,157,51.48,70,1018,739,1746,222.9,60,2,2154,72,8,0,14808.0,770000.0,F,24.0,Scotland
Mike Maignan,191210,Milan,2692,italy,2324,2610,29,29,7.19,0,1,1,0.0,0.05,65,0,0.0,28,164,48.09,83,763,846,82.22,10,90.91,1,0,0,0,274.0,1,0,0,10,11,29,1,1,0,0,2,1,2,1,0,0.0,147.0,34,25,9,0,0,-4.07,5,83.33,0,34,0,183,1,3,0,0,,0,0,0,0,0.0,7,0,0,0,196,0,7,1,0,10,49,37,87,2,14,0.0,0.0,0,0,0,0,0,1,100.0,9,1,0,0.0,3,127,1,0,15,88.24,341,226,803,1029,208.5,0,2,1383,5,1,0,69038.0,3590000.0,K,28.0,France
Duván Zapata,38162,Torino,2696,italy,2324,3005,37,36,7.19,13,4,17,11.31,1.57,14,5,8.93,213,21,65.63,356,162,513,70.27,135,51.72,126,0,0,0,91.0,3,9,23,9,27,37,0,0,58,10,297,0,0,54,0,12.5,0.0,28,23,5,13,0,,126,42.42,8,0,1,217,7,29,2,23,,0,0,0,0,0.0,0,0,0,0,530,23,0,0,3,0,0,0,0,0,0,231.15,0.0,0,89,15,40,41,38,37.62,0,18,7,38.89,29,28,101,56,261,46.77,32,594,192,730,265.9,104,3,1443,71,2,0,89038.0,4630000.0,F,32.0,Colombia
